3poke_walk.dat
3poke_walk_kusa_01	[~ 0]
class_f_02_dragon_answer_02	[VAR 0100(0000)]同學，真可惜！\n火屬性是這個屬性的弱點呢！[VAR 0114(0012)]
class_f_02_dragon_answer_03	[VAR 0100(0000)]同學，真可惜！\n這個屬性對水是能佔優勢的！[VAR 0114(0012)]
class_f_02_dragon_11	答案揭曉。圓陸鯊前輩的頭上\n之所以會綻放著美麗的花朵，\r\n是因為牠變成了草屬性。[VAR 0114(0012)]
class_f_02_dragon_12	出現在寶可夢頭上的[VAR FF00(0006)]太晶寶石[VAR FF00(0000)]的形狀，\n會依照太晶屬性而不同。[VAR 0114(0012)]
class_f_02_dragon_13	當對手在寶可夢對戰中\n使用太晶化時！[VAR 0114(0012)]
class_f_02_dragon_14	就要靠觀察太晶寶石\n來掌握對手變化後的屬性！[VAR 0114(0012)]
class_f_02_dragon_15	藉此使出合適的招式！！[VAR 0114(0012)]
class_f_02_dragon_16	並且摘下美麗的勝利喔。[VAR 0114(0012)]
class_f_02_dragon_17	哎～太晶化這東西\n真的很深奧呢。[VAR 0114(0012)]
class_f_02_dragon_18	今天的課堂到此結束！\n謝謝你了，圓陸鯊前輩。[VAR 0114(0012)]
class_f_02_poke_03	閃嚕……
class_f_03.tbl
class_f_03_dragon_01	小生是八朔，請多指教是也。[VAR 0114(0012)]
class_f_03_dragon_02	感謝大家對上一堂\n太晶化課程的好評。[VAR 0114(0012)]
class_f_03_dragon_03	凰檗老師也希望這堂課能\n給同學們帶來更多的對戰知識！\r\n……這是她親自拜託小生的。[VAR 0114(0012)]
class_f_03_dragon_04	因此，美術老師八朔我，\n今天也要繼續講太晶化的事囉。[VAR 0114(0012)]
class_f_03_poke_01	圓圓嚕。
class_f_03_dragon_05	當然，圓陸鯊前輩也在。[VAR 0114(0012)]
class_f_03_dragon_06	圓陸鯊前輩，請太晶化！[VAR 0114(0012)]
class_f_03_poke_02	圓噠～！
class_f_03_dragon_07	哎呀？\n上次是草屬性的太晶，\r\n但這次形狀不同了是也。[VAR 0114(0012)]
class_f_03_dragon_08	這太晶寶石看起來就像是雪花，\n樹枝狀的造型真是美啊。[VAR 0114(0012)]
class_f_03_dragon_09	靠近時可以感受到\n涼涼的寒氣呢。[VAR 0114(0012)]
class_f_03_dragon_10	來，請問這是什麼太晶屬性呢？[VAR 0114(0012)]
class_f_03_select_01	水屬性
class_f_03_select_02	冰屬性
class_f_03_select_03	幽靈屬性
class_f_03_dragon_answer_01	[VAR 0100(0000)]同學，真可惜！\n這是水改變狀態後的屬性喔。[VAR 0114(0012)]
class_f_03_dragon_answer_02	[VAR 0100(0000)]同學！\n一百分滿分！[VAR 0114(0012)]
class_f_03_dragon_answer_03	[VAR 0100(0000)]同學，真可惜！\n的確都會讓人涼涼的是也！[VAR 0114(0012)]
class_f_03_dragon_11	答案揭曉。圓陸鯊前輩的頭上\n之所以會閃耀著雪花結晶，\r\n是因為牠變成了冰屬性。[VAR 0114(0012)]
class_f_03_dragon_12	由於圓陸鯊前輩現在是冰屬性……[VAR 0114(0012)]
class_f_03_dragon_13	平時會對牠造成４倍傷害的冰屬性招式，\n現在對牠會是效果不好的呢。[VAR 0114(0012)]
class_f_03_dragon_14	對了，說到雪花結晶，\n雖然它有很多種形狀，\r\n但幾乎都可以被歸類為六角形。[VAR 0114(0012)]
class_f_03_dragon_15	並沒有人設下規定，但雪花卻會\n以同樣的形狀在冬天翩翩落下。[VAR 0114(0012)]
class_f_03_dragon_16	各位同學是不是也能\n感受到大自然的神秘呢？[VAR 0114(0012)]
class_f_03_dragon_17	……咳咳！\c\n雖然沒什麼關連性，\n但吉尼亞老師的眼鏡也是六角形的呢。[VAR 0114(0012)]
class_f_03_dragon_18	另外，差點忘記告訴各位了。\n如果想改變寶可夢的太晶屬性，\r\n可以到錦匯鎮的[VAR FF00(0006)]寶食堂[VAR FF00(0000)]變更。[VAR 0114(0012)]
class_f_03_dragon_19	食堂的大廚是個難搞的人，\n得要先獲得她的好感才行是也……[VAR 0114(0012)]
class_f_03_dragon_20	好了，\n下一堂課要考期中考喔！\r\n也謝謝你了，圓陸鯊前輩。[VAR 0114(0012)]
class_f_03_poke_03	閃嚕……
class_f_04.tbl
class_f_04_dragon_01	好，要開始期中考了。\n各位同學請專心作答。[VAR 0114(0012)]
class_f_04_dragon_02	預備……起！！[VAR 0114(0012)]
class_f_04_question_01	１　當寶可夢太晶化時\n　　在牠頭上發光的寶石叫什麼？\n\n・太晶寶石　・太晶石\n・太晶礦石
class_f_04_ansewer_01a	太晶寶石
class_f_04_ansewer_01b	太晶石
class_f_04_ansewer_01c	太晶礦石
class_f_04_question_02	２　如果上一題的答案是以花的形狀呈現，\n　　這隻寶可夢會是什麼屬性？\n\n・草屬性　・火屬性\n・水屬性
class_f_04_ansewer_02a	草屬性
class_f_04_ansewer_02b	火屬性
class_f_04_ansewer_02c	水屬性
class_f_04_question_03	３　雪花結晶大多是什麼形狀？\n\n・四角形　・六角形\n・八角形
class_f_04_ansewer_03a	四角形
class_f_04_ansewer_03b	六角形
class_f_04_ansewer_03c	八角形
class_f_04_question_04	４　可以改變太晶屬性的店\n　　位於哪個城鎮？\n\n・小匙鎮　　　・釀光市\n・錦匯鎮
class_f_04_ansewer_04a	小匙鎮
class_f_04_ansewer_04b	釀光市
class_f_04_ansewer_04c	錦匯鎮
class_f_04_question_05	５　美麗的東西與不美麗的東西，\n　　你覺得兩者之間的差別是什麼呢？\n\n・顏色與形狀　・因人而異\n・不知道　　　・沒有正確答案
class_f_04_ansewer_05a	顏色與形狀
class_f_04_ansewer_05b	因人而異
class_f_04_ansewer_05c	不知道
class_f_04_ansewer_05d	沒有正確答案
class_f_04_dragon_03	時間到！考試到此為止！\n請放下筆吧。[VAR 0114(0012)]
class_f_04_dragon_04	小生的美術課不太喜歡\n區分及格或不及格，\r\n但這畢竟是考試……[VAR 0114(0012)]
class_f_04_dragon_05	那麼，各位辛苦了。\n成績會由櫃台職員通知你們。[VAR 0114(0012)]
class_f_05.tbl
class_f_05_dragon_01	小生是八朔，請多指教是也。[VAR 0114(0012)]
class_f_05_dragon_02	期中考的結果，\n全班都表現得很傑出呢。[VAR 0114(0012)]
class_f_05_dragon_03	為了努力作答的各位同學，\n小生邀請了特別來賓。[VAR 0114(0012)]
class_f_05_dragon_04	阿寇，請進吧。[VAR 0114(0012)]
class_f_05_kusa_01	打擾了！[VAR 0114(002C)]
class_f_05_kusa_02	我叫寇沙，\n是專精草寶可夢的藝術家！[VAR 0114(0017)]
class_f_05_dragon_05	這位是寇沙，他的創作\n是以雕刻等立體作品為主。[VAR 0114(0012)]
class_f_05_dragon_06	著名的代表作是深缽鎮的\n「隨他去之向日花怪」。[VAR 0114(0012)]
class_f_05_dragon_07	已經挑戰過深缽道館的同學裡，\n應該有不少人見過吧。[VAR 0114(0012)]
class_f_05_kusa_03	這裡的確有幾個熟面孔。[VAR 0114(0017)]
class_f_05_kusa_04	能夠選修阿朔的美術課，\n在場的諸位非常幸運。[VAR 0114(0017)]
class_f_05_kusa_05	阿朔他曾在我對人生絕望，\n自暴自棄時……[VAR 0114(0017)]
class_f_05_kusa_06	挺身拯救了我。\n乃是我的人生導師！[VAR 0114(0017)]
class_f_05_kusa_07	我能夠樹立今天的藝術風格，\n都是因為有阿朔……！[VAR 0114(0017)]
class_f_05_dragon_08	阿寇……！[VAR 0114(0012)]
class_f_05_dragon_09	雖然分享往事也很好，但今天\n請講一堂有你的特色的課吧。[VAR 0114(0012)]
class_f_05_kusa_08	包在我身上！[VAR 0114(0017)]
class_f_05_kusa_09	讓我想想……剛才阿朔\n提到的「隨他去之向日花怪」。[VAR 0114(0017)]
class_f_05_kusa_10	我是用什麼樣的心情\n作出了向日花怪那達觀的表情……\r\n有誰知道嗎！？[VAR 0114(0017)]
class_f_05_select_01	幸福的心情
class_f_05_select_02	悲傷的心情
class_f_05_select_03	憤怒的心情
class_f_05_kusa_11	徹徹底底的不對！\n……全都不對！！[VAR 0114(0017)]
class_f_05_kusa_12	製作那個作品時，\n我處於心灰意冷的境界！[VAR 0114(0017)]
class_f_05_kusa_13	心想著要是這個作品無法獲得好評，\n我就要卸下藝術家的身分……\r\n我那時幾乎是已經死了半條心了！[VAR 0114(0017)]
class_f_05_dragon_10	所以才會叫做\n「隨他去之向日花怪」啊。[VAR 0114(0012)]
class_f_05_kusa_14	正是如此，阿朔！[VAR 0114(0017)]
class_f_05_kusa_15	當我還是個剛起步的藝術家時，\n我不僅生了大病，還陷入低潮，\r\n因此內心非常焦急。[VAR 0114(0017)]
class_f_05_kusa_16	當時的我只在乎錢和評價，\n想著到底該製作什麼才能賣出去……[VAR 0114(0017)]
class_f_05_kusa_17	這樣誕生的作品\n盡都是些膚淺的爛東西！[VAR 0114(0017)]
class_f_05_kusa_18	在那樣的時候遇見了阿朔，\n發現自己的渺小……\r\n總之，就是想通了很多東西！！[VAR 0114(0017)]
class_f_05_kusa_19	……那個向日花怪，\n就是這樣完成的。[VAR 0114(0017)]
class_f_05_dragon_11	想不到……\n小生我也是今天才知道。[VAR 0114(0012)]
class_f_05_kusa_20	就是因為感情好，\n所以才難以說出口啊。[VAR 0114(0017)]
class_f_05_kusa_21	總而言之，你們這些青春期的\n小蘿蔔頭們想必有很多煩惱。[VAR 0114(0017)]
class_f_05_kusa_22	但是只要對自己誠實，\n自由地去做想做的事就好了。\r\n……在不給別人帶來困擾的前提下。[VAR 0114(0017)]
class_f_05_kusa_23	我要說的就是這些。[VAR 0114(0017)]
class_f_05_kusa_24	說得我都覺得要臉紅了。\n先告辭了，阿朔！\r\n……以及青春期的小蘿蔔頭們！[VAR 0114(0017)]
class_f_05_dragon_12	阿寇！你這個人，\n怎、怎麼能帶來這麼棒的課……啊……[VAR 0114(0012)]
class_f_05_dragon_13	小生森森感謝你啊！！[VAR 0114(0012)]
class_f_05_dragon_14	嗚哦喔喔～\n哦喔喔！！\r\n嗚哦……喔喔喔……[VAR 0114(0012)]
class_f_06.tbl
class_f_06_dragon_01	小生是八朔，請多指教是也。[VAR 0114(0012)]
class_f_06_dragon_02	哎呀哎呀，\n上次真是不好意思。[VAR 0114(0012)]
class_f_06_dragon_03	小生感動得嚎啕大哭，\n真是讓各位同學見笑了。[VAR 0114(0012)]
class_f_06_dragon_04	那之後小生可是被泰姆老師\n狠狠地罵了一頓呢……[VAR 0114(0012)]
class_f_06_dragon_05	來，讓我們重新打起精神，\n進入今天的課程吧。[VAR 0114(0012)]
class_f_06_dragon_06	各位同學是否聽過\n帕底亞十景呢？[VAR 0114(0012)]
class_f_06_dragon_07	正如其名，是帕底亞地區\n被挑選出來的１０處美麗景點。[VAR 0114(0012)]
class_f_06_dragon_08	其中可以輕鬆造訪的\n就屬[VAR FF00(0006)]橄欖大農園[VAR FF00(0000)]吧。[VAR 0114(0012)]
class_f_06_dragon_09	在前往圓模鎮路上的丘陵地\n可以望見的遼闊橄欖園，\r\n就是橄欖大農園了。[VAR 0114(0012)]
class_f_06_dragon_10	被選上的瀑布有２處。\n也就是[VAR FF00(0006)]亂擊瀑布[VAR FF00(0000)]，\r\n以及[VAR FF00(0006)]大鍋大瀑布[VAR FF00(0000)]是也。[VAR 0114(0012)]
class_f_06_dragon_11	在這個地區海拔最高的\n霜抹山山頂是[VAR FF00(0006)]帕底亞最高峰[VAR FF00(0000)]。[VAR 0114(0012)]
class_f_06_dragon_12	同樣在霜抹山還有處懸崖\n是取名自懸崖的形狀。[VAR 0114(0012)]
class_f_06_dragon_13	那麼，現在就來問問各位同學吧！[VAR 0114(0012)]
class_f_06_dragon_14	這題的答案是身體的某個部位。\n請問位於霜抹山的三岔懸崖，\r\n這個景點的名字是霜抹之……？[VAR 0114(0012)]
class_f_06_select_01	手
class_f_06_select_02	耳朵
class_f_06_select_03	尾巴
class_f_06_dragon_answer_01	[VAR 0100(0000)]同學！\n真是優秀的想像力！[VAR 0114(0012)]
class_f_06_dragon_answer_02	三岔的耳朵……\n如果是關於寶可夢的吉利蛋，\r\n說不定就答對了是也。[VAR 0114(0012)]
class_f_06_dragon_answer_03	三岔的尾巴……\n如果是關於寶可夢的肯泰羅，\r\n說不定就答對了是也。[VAR 0114(0012)]
class_f_06_dragon_15	霜抹山有處被稱為[VAR FF00(0006)]霜抹之手[VAR FF00(0000)]的\n三岔懸崖。[VAR 0114(0012)]
class_f_06_dragon_16	但說那手指的形狀實在是\n太粗又太短，這景點比喻的\r\n大概是某種寶可夢的手吧。[VAR 0114(0012)]
class_f_06_dragon_17	此外，從東第３區的高山地帶\n可以將釀光市的夜景盡收眼底。[VAR 0114(0012)]
class_f_06_dragon_18	從那裡看見的景色被稱為\n[VAR FF00(0006)]百萬伏特夜景[VAR FF00(0000)]呢。[VAR 0114(0012)]
class_f_06_dragon_19	據說那裡是熱戀情侶的\n超人氣景點。[VAR 0114(0012)]
class_f_06_dragon_20	套句年輕人的話就是\n能拍出網美照……吧。[VAR 0114(0012)]
class_f_06_dragon_21	……雖然號稱是十大景點，\n但世界上存在著許多讓人在實際造訪後\r\n卻感到很失望的觀光景點。[VAR 0114(0012)]
class_f_06_dragon_22	小生不是要阻止各位前往，\n只是希望同學們不要抱著過大的期待。[VAR 0114(0012)]
class_f_06_dragon_23	重要的是親自前往當地，\n親眼確認事實。[VAR 0114(0012)]
class_f_06_dragon_24	體驗一下失望又有什麼關係。\n……敬請讓自己被騙一騙吧。[VAR 0114(0012)]
class_f_06_dragon_25	今天的課就到此結束！\n感謝各位！[VAR 0114(0012)]
class_f_07.tbl
class_f_07_dragon_01	小生是八朔，請多指教是也。[VAR 0114(0012)]
class_f_07_dragon_02	光陰似箭！[VAR 0114(0012)]
class_f_07_dragon_03	時間流逝得真快，\n這已經是後半段的最後一堂課了。[VAR 0114(0012)]
class_f_07_dragon_04	今天小生要告訴各位的\n可能與美術有那麼一點距離是也。[VAR 0114(0012)]
class_f_07_dragon_05	但藝術完全沒有\n絕對必須如何的限制！[VAR 0114(0012)]
class_f_07_dragon_06	所以小生就不在乎地\n繼續說下去了。[VAR 0114(0012)]
class_f_07_dragon_07	希望各位記下的是這２點！\n獎章！……以及證章！[VAR 0114(0012)]
class_f_07_dragon_08	不論是獎章或是證章，\n都像是描述那隻寶可夢的一種稱號。[VAR 0114(0012)]
class_f_07_dragon_09	獎章是當寶可夢努力達成某件事，\n或是累積某種經驗時……[VAR 0114(0012)]
class_f_07_dragon_10	為了紀念牠所達到的成果\n而戴在身上的東西。[VAR 0114(0012)]
class_f_07_dragon_11	例如當寶可夢與訓練家\n變得親密到了極點時，\r\n牠就能戴上好友獎章。[VAR 0114(0012)]
class_f_07_dragon_12	好友獎章的認證人\n就在玻瓶市。[VAR 0114(0012)]
class_f_07_dragon_13	另一方面，大部分的證章\n是寶可夢在遇見訓練家時\r\n就已經戴著的東西。[VAR 0114(0012)]
class_f_07_dragon_14	例如淘氣之證，\n或是活力之證等等，\r\n證章呈現出了寶可夢的性情。[VAR 0114(0012)]
class_f_07_dragon_15	能否遇見戴著證章的寶可夢，\n這完全是要靠運氣！[VAR 0114(0012)]
class_f_07_dragon_16	如果能捕捉到戴著證章的寶可夢，\n那是非常幸運的喔。[VAR 0114(0012)]
class_f_07_dragon_17	此外，還有令人開心的小樂趣！\n有戴著獎章或證章的寶可夢的話，\r\n還可以做什麼呢？有人知道嗎？[VAR 0114(0012)]
class_f_07_select_01	交換獎章
class_f_07_select_02	向人炫耀
class_f_07_select_03	改變稱呼
class_f_07_dragon_answer_01	……很可惜，但獎章或證章\n不能送給別的寶可夢，\r\n也不能交換。[VAR 0114(0012)]
class_f_07_dragon_answer_02	可以向人炫耀！\n[VAR 1100(00FF,0101)]你妳說的完全沒錯！\r\n但可別這樣滿足了喔！[VAR 0114(0012)]
class_f_07_dragon_answer_03	真不愧是[VAR 0100(0000)]同學！\n[VAR 1100(00FF,0101)]你妳非常博學呢。[VAR 0114(0012)]
class_f_07_dragon_18	戴著獎章或證章的寶可夢！[VAR 0114(0012)]
class_f_07_dragon_19	在對戰中派牠上場時，\n可以用喜愛的稱呼送牠出去喔。[VAR 0114(0012)]
class_f_07_dragon_20	如果戴著好友獎章的話，\n就是「上吧！摯友圓陸鯊！」呢！\r\n……大概就是這個樣子。[VAR 0114(0012)]
class_f_07_dragon_21	此外，剛才小生說到大部分的證章\n是寶可夢在遇見訓練家時\r\n就已經戴著的東西。[VAR 0114(0012)]
class_f_07_dragon_22	但最近似乎有些證章是\n只要付出一定的努力就能獲得的。[VAR 0114(0012)]
class_f_07_dragon_23	美食之證……\n撿拾之證……\r\n搭檔之證，諸如此類。[VAR 0114(0012)]
class_f_07_dragon_24	將證章的名字當作線索去調查，\n說不定也另有一番風趣呢。[VAR 0114(0012)]
class_f_07_dragon_25	最後一堂課也就此結束了！[VAR 0114(0012)]
class_f_07_dragon_26	下次是期末考了。\n各位同學要好好複習，\r\n讓自己考一次就通過喔。[VAR 0114(0012)]
class_f_08.tbl
class_f_08_dragon_01	好，要開始期末考了。\n各位同學請專心作答。[VAR 0114(0012)]
class_f_08_dragon_02	預備……起！！[VAR 0114(0012)]
class_f_08_question_01	１　能幫寶可夢改變太晶屬性的店\n　　叫做什麼名字？\n\n・寶定食　　　・寶食堂\n・寶飯店
class_f_08_ansewer_01a	寶定食
class_f_08_ansewer_01b	寶食堂
class_f_08_ansewer_01c	寶飯店
class_f_08_question_02	２　藝術家寇沙的代表作是？\n\n・挺貼心之向日花怪\n・放棄了之向日花怪\n・隨他去之向日花怪
class_f_08_ansewer_02a	挺貼心之向日花怪
class_f_08_ansewer_02b	放棄了之向日花怪
class_f_08_ansewer_02c	隨他去之向日花怪
class_f_08_question_03	３　帕底亞十景中\n　　共有幾處瀑布？\n\n・２處　・３處\n・４處
class_f_08_ansewer_03a	２處
class_f_08_ansewer_03b	３處
class_f_08_ansewer_03c	４處
