3poke_walk.dat
3poke_walk_kusa_01	[~ 0]
a_sch_class1a_ni05	I got this Igglybuff in a Surprise Trade! I’m super\ngrateful to whoever it was that sent it to me!
a_sch_class1d.tbl
a_sch_class1d_eve01	Riolu becomes mega awesome once it evolves!
a_sch_class1d_eve02	Shinx becomes super cool once it evolves!
a_sch_class1d_eve03	N/A
a_sch_class1d_eve04	N/A
a_sch_class1d_eve09	Instead of battling, I’d rather spend time taking\ncare of my Pokémon.\c\nGiving them a nice wash when we’re on a picnic\nis relaxing for them AND for me!
a_sch_class1d_eve10	There are Pokémon like Pachirisu that don’t\nevolve—but then there are Pokémon like Eevee\r\nthat have all sorts of Evolutions!
a_sch_class1d_eve11	N/A
a_sch_class1d_ni01	One Meowth, two Meowth! A pair of my\nfavorite Pokémon, side by side...\c\nThis. Is. Bliss!
a_sch_class1d_ni02	N/A
a_sch_class1d_ni03	N/A
a_sch_class1d_ni04	I’m having my Pokémon keep an eye on me so I\ndon’t slack off on my studies.
a_sch_class1d_ni05	N/A
a_sch_class2g.tbl
a_sch_class2g_eve01	We’re doing some test prep by helping each\nother study the subjects we’re good at!
a_sch_class2g_eve02	It’s more nerve-racking waiting for test results\nthan it is actually taking the test...
a_sch_class2g_eve03	I’m just taking a break, enjoying the view...\nMaybe I should start my Treasure Hunt soon!
a_sch_class2g_eve04	N/A
a_sch_class2g_eve05	Doesn’t the son of some famous professor also\ncome to this academy? I bet he’s really smart...
a_sch_class2g_eve06	I’m suddenly in a picnic kinda mood! Wanna look\nfor a nice place outside the city?
a_sch_class2g_eve10	N/A
a_sch_class2g_ni01	Learning is fun no matter how old you get.\nIt’s never too late to learn something new!
a_sch_class2g_ni02	N/A
a_sch_class2g_ni03	N/A
a_sch_ground01.tbl
a_sch_ground01_eve01	It’s great that the schoolyard’s so big! Even huge\nPokémon have plenty of space to come out!
a_sch_ground01_eve02	If you stare at Gyarados’s face, it might lower\nyour Attack with Intimidate!
a_sch_ground01_eve22	I heard that Tropius loves fruit so much it started\ngrowing fruit on its neck!\c\nThat can’t be true, right?!
a_sch_ground01_eve24	The dishes at the cafeteria all use ingredients\ngrown here!
a_sch_ground01_eve25	Whether with Pokémon or with gardening, you\nend up asking yourself: What should I raise next?
a_sch_ground01_eve26	Cyclizar is so glossy and cute! It really helps take\nthe stress of studying away.
a_sch_ground01_eve27	I’ve started a Cyclizar therapy service. Stare at it\nfor as long as you’d like!
a_sch_ground01_eve29	I was just running with Mudbray—its stamina is\nsomething else!
a_sch_ground01_eve49	I’m about to have a Pokémon battle with my\nfriend!
a_sch_ground01_eve50	Friends know each other’s tricks! When we battle,\nit’s all about anticipating one another’s strategy!
a_sch_ground01_ni03	I couldn’t sleep, so I thought I’d take a walk\naround the school.
a_sch_ground01_ni05	I saw Nemona win 30 Pokémon battles in a row\nhere at the schoolyard the other day!\c\nShe definitely deserves that Champion Rank\nof hers!
a_sch_ground01_ni06	Nemona’s the student council president, and a\nChampion, and has top-notch grades...\c\nIs there anything she can’t do?
a_sch_ground01_ni09	I’m just picturing what it’d be like to battle on\na court so that I don’t get nervous at Gyms!
a_sch_ground01_ni16	It took a lot of effort to get Magikarp to evolve\ninto Gyarados, let me tell you...
a_sch_ground01_ni21	Gengar smiles even while it’s sleeping. Isn’t that\njust the most adorable thing ever?
a_sch_ground01_ni22	I’ve seen a student with a weird hairdo come out\nof the director’s office now and then...
a_sch_office02.tbl
a_sch_office02_eve03	A lot of the teachers here are real colorful\ncharacters. I need to try harder to stand out.
a_sch_office02_eve06	N/A
a_sch_office02_ni01	If it’s Mr. Jacq you’re after, you should try the\nbiology lab. That’s usually where you’ll find him.
a_sch_office02_ni05	Director Clavell is an inspiration. He never talks\ndown to anyone even though he’s so important.\r\nI hope I can be a great man like him someday.
a_sch_office02_ni06	N/A
a_sch_office03.tbl
a_sch_office03_eve01	Didja know? When you look into a Pokémon’s\neyes, you can tell what it’s thinking.
a_sch_office03_eve02	N/A
a_sch_office03_eve03	N/A
a_sch_office03_eve04	If your Pokémon get injured, you can bring them\nhere to the nurse’s office to get healed up.
a_sch_office03_eve07	I come here to take a breather when I’m feeling\ndown about stuff from class.\c\nNurse Miriam always lets me stay without making\nme explain or anything. She’s so nice.
a_sch_office03_ni01	The students call Nurse Miriam “Mimi”!\nI tried using that nickname with her once...\r\nbut she just glared at me.
a_sch_office03_ni02	N/A
a_sch_office03_ni03	Flaaffy looks so cute when it’s sleeping! Look at\nit! Look at its face!\c\nSO SLEEPY AND CUTE!
a_sch_room01.tbl
a_sch_room01_eve01	This microwave here is our little secret, got it?\nThe one in the cafeteria’s always being used.
a_sch_room01_eve02	N/A
a_sch_room01_eve03	There sure are a lot of Pokémon running free\naround campus. Just like these ones here!\c\nThey always seem to show up at mealtimes.
a_sch_room01_eve04	N/A
a_sch_room01_eve05	N/A
a_sch_room01_ni03	I was getting a bit peckish and thought I’d come\nby to whip up a snack for myself...\c\nBut maybe I’ll just buy something at the\nschool store?
a_sch_room01_ni04	N/A
a_sch_room01_ni07	People AND Pokémon love sandwiches!
a_sch_room01_ni08	N/A
a_sch_room02.tbl
a_sch_room02_eve01	I tried washing my Muk at a picnic, and it seemed\nto hate it! Por queeé?!
a_sch_room02_eve02	N/A
a_sch_room02_eve03	People who are really good at drawing can make\npictures that look as realistic as photos...\c\nBut then why not just use your camera app?
a_sch_room02_eve04	A great drawing or painting can show off some\namazing techniques that no photo could!\c\nAnd vice versa—a great photo can do things a\ndrawing or painting can’t!
a_sch_room02_eve05	What a fine sculpture... Even Pokémon must be\nenvious of its beauty!
a_sch_room02_eve06	N/A
a_sch_room02_eve07	N/A
a_sch_room02_ni04	Flabébé come in all kinds of different colors, but\nI like the red ones the best!
a_sch_room02_ni08	I feel a kind of softness from this statue, almost\nas if it truly were alive...\c\nWhat a mystifying piece.
a_sch_room02_ni09	N/A
a_sch_room03.tbl
a_sch_room03_eve03	Even Pokémon of the same species can be all\nsorts of different sizes.
a_sch_room03_eve04	We’re seeing how big our Pokémon are!\c\nWe heard there’s someone in the city who loves\nseeing Pokémon that’re really big or small.
a_sch_room03_eve05	N/A
a_sch_room03_eve06	N/A
a_sch_room03_eve07	Look at its chubby little neck! Pikachu’s just the\ncutest!
a_sch_room03_eve08	Folks say Pikachu look different depending\non their gender.\c\nBut I dunno what the difference is!
a_sch_room03_eve09	N/A
a_sch_room03_ni01	N/A
a_sch_room03_ni02	My Gastly’s quite timid by nature, so it’s not the\nbest at hitting hard...but it can sure move fast!
a_sch_room03_ni03	These Murkrow are nocturnal, but people say\nthey stay here in the lab even when the sun’s up.\c\nI wonder if they hide themselves away during the\nday so they’re not disturbed?
a_sch_shop01.tbl
a_sch_shop01_eve01	My darling here is always falling asleep no matter\nwhere we are.\c\nMaybe it’s using the move Rest to heal up?
a_sch_shop01_eve03	The school store is so convenient! It’s a hassle to\ngo into town just for some shopping.
a_sch_shop01_eve06	I was trying to catch a Pokémon, but I didn’t have\nany Poké Balls and it got away!\c\nI’m gonna buy extra balls this time!
a_sch_shop01_eve07	N/A
a_sch_shop01_eve08	I just can’t resist the smell of fresh-baked bread!\nI always end up buying some...
a_sch_shop01_eve09	Do you like bread? I like rice balls myself!
a_sch_shop01_eve10	N/A
a_sch_shop01_eve11	N/A
a_sch_shop01_ni02	N/A
a_sch_shop01_ni03	N/A
a_sch_shop01_ni04	Let’s see, that’s some Potions, some Antidotes,\nand some Paralyze Heals... Maybe I should get\r\nsome Ice Heals too.
a_sch_shop01_ni05	I came here to get a nighttime snack that I can\nshare with my Pokémon.
a_sch_shop01_ni06	N/A
a_sch_shop01_ni07	The bread here is very soft. Even folks with\nsensitive teeth can eat it without any issues!
a_t01_i01.tbl
a_t01_i02_poke_01	Munchaaa!
a_t01_i02_mama_01_01	[VAR BD06(0000)][VAR 0100(0000)]! What a nice surprise!\nAre\r\nyou\r\nhaving\r\nfun\r\nat\r\nthe\r\nacademy?\c\nI hope you’re still making sure to eat plenty of\nveggies now that you’re in the school dorms.\c\nYou know, I actually thought up some great\nrecipes for you! They’re for sandwiches full to\r\nbursting with delicious and nutritious vegetables!
a_t01_i02_system_01	You learned how to make [VAR FF00(0006)]Vegetable Sandwiches[VAR FF00(0000)]!
a_t01_i02_mama_01_02	Put these recipes to good use, OK? They’ll help\nyou add lots of tasty veggies to your daily meals!
a_t01_i02_mama_02_01	[VAR BD06(0000)][VAR 0100(0000)]! What a nice surprise!\nHave\r\nyou\r\nbeen\r\nenjoying\r\nthat\r\nTreasure\r\nHunt\r\nof yours?\c\nIt makes me so happy seeing you learn and grow\nin the great outdoors. So I prepared some things\r\nto help you on your adventures!\c\nHere! They’re sandwich recipes just for you, so\nyou can fit even more veggies into your meals!
a_t01_i02_system_02	You learned how to make [VAR FF00(0006)]Nouveau Veggie[VAR FF00(0000)]\n[VAR FF00(0006)]Sandwiches[VAR FF00(0000)]!
a_t01_i02_mama_02_02	Put these recipes to good use and add more\ntasty veggies to your meals than ever before!
a_t01_i02.tbl
a_t01_i02_waitress_01	[VAR BD06(0000)]Welcome, M[VAR 1100(00FF,0305)]asteriss [VAR 0100(0000)].\nYou’re\r\nMiss\r\nNemona’s\r\nschool\r\nacquaintance,\r\nyes?\r\nI hope\r\nyou\r\ntwo\r\nbecome\r\nthe\r\nbest\r\nof friends.
a_t01_i02_01	[~ 1]
a_t01_i02_03	My apologies. Both the master and mistress of\nthe house are away at present.
a_t01_i02_04	Where does dust come from? I find it just as\nbaffling as the things that Pokémon can do...
a_t03_g01.tbl
a_t03_g01_01	I’m going for an all-out offense using a Pokémon\nthat’s strong against Bug types!
a_t03_g01_05	Careful you don’t end up rolling a Smoliv instead\nof the olive ball!
a_t03_sandwich01.tbl
a_t03_sandwich01_08	I traded Pokémon with a pal of mine and got\na Scyther that was holding a Metal Coat...\r\nYou wouldn’t believe what happened next!
a_t04_g01.tbl
a_t04_g01_01	When I took on this Gym with my Quaxly, I got\ndestroyed! But I’ll win with my Growlithe, right?!
a_t04_g01_03	There’re lots of students passing through here\nthese days... Has the Treasure Hunt started?
a_t06_g01.tbl
a_t06_g01_03	The Medali Gym Leader doesn’t show his face\nall that much...\c\nI wonder what kinda person he is.
a_t06_g01_04	I made too many mistakes ordering at the\nTreasure Eatery... I can’t eat another bite...
a_t06_g10.tbl
a_t06_g10_03	Huh? A secret menu item? Sorry, I don’t know\nanything about that...
a_t06_g10_04	I hear it said that there’s some kind of amazing\ngimmick in the Treasure Eatery.
a_t06_g10_17	Well, I’ll be! I don’t think I’ve ever had grub\nas good as this!
a_t06_g10_18	I heard rumors that you can change your\nPokémon’s Tera Type here.\c\nTurns out the food’s pretty good, too.
a_t07_sandwich01.tbl
a_t07_sandwich01_07	I was throwing Poké Balls at rocks for practice,\nbut then I suddenly caught a Carkol!
a_t08_g01.tbl
a_t08_g01_03	The Montenevera Gym Leader, Ryme, specializes\nin Ghost-type Pokémon!\c\nYou won’t get anywhere if you try to take her on\nwith Normal or Fighting types!
a_t08_sandwich01.tbl
a_t08_sandwich01_05	When I’m with my Eiscue, even the stuffiest room\nfeels nice and cool. Hee hee!
a_t09_g01.tbl
a_t09_g01_03	The Alfornada Gym is rather tough to beat,\nyou know. You sure you’ll be all right?
a_w17_g01.tbl
a_w17_g01_05	You know Grusha here at the Glaseado Gym?\nHe’s as good as they come. Not just as a\r\nsnowboarder—as a Gym Leader too!
bg_event.tbl
a_t01_i01_tv01	“Today on ‘Ciudadventures,’ we’ll see Mesagoza,\na city that’s home to a well-known academy...”\r\nOops! Better get going!
a_t01_i01_tv02	“Come on down to Every Wich Way—every kind\nof sandwich, any way you want! Our subs are\r\nhandmade by pros and perfect for picnics!”
a_t01_i01_01	Your bag and hat are hanging here. But it’s not\ntime to get ready yet!
a_t01_i01_02	It’s your very own wardrobe, adorned with\nPokémon stickers.
a_t01_i01_03	It’s your soft, fluffy bed. It’s got a lovely\nsun-warmed scent!
a_t01_i01_04	It’s a Skwovet plush made with care using nice,\nsoft material.
a_t01_i01_05	It’s a new Nintendo Switch system! This one’s got\na bigger screen!
a_t01_i01_06	It’s a map of the Paldea region. This house would\nbe down in the lower part!
a_t01_i01_07	Your mom built these shelves herself! They’re\nneatly decorated with your belongings.
a_t01_i01_08	This window looks out over the backyard.\nPast that, you can see the wide-open sea!
a_t01_i01_09	This painting is entitled Stretching Woman.\nIt’s enchanting!
a_t01_i01_10	This painting is entitled Windmills and Sky.\nYou can almost feel the invigorating breeze!
a_t01_i01_11	It’s one of your mom’s houseplants. Careful not\nto knock it over!
a_t01_i01_12	This painting is entitled Before Juicing.\nIt just emanates freshness!
a_t01_i01_13	This artwork is entitled Patchwork Light.\nIt’s got different colors of paper pasted together!
a_t01_i01_14	That’s your mom’s room! Better not go in there\nwithout asking.
a_t01_i01_15	It’s a big plant in a big vase. There are flowers\nblooming on it!
a_t01_i01_16	These cardboard boxes sure are heavy for being\nso small. What could be inside?
a_t01_i01_17	This painting is entitled Street, Midday.\nIt depicts a beautiful town in a different region.
a_t01_i01_18	There’s a first aid kit, a plush toy, and more atop\nthe shelf. You can’t reach up there, though.
a_t01_i01_19	This room is just used for storage. You don’t need\nto go in.
a_t01_i01_20	It’s Skwovet’s bed! There are drool stains on it.
a_t01_i01_21	Lots of flowers are blooming in the backyard!
a_t01_i01_22	It’s the new fridge you bought when you moved.\nThere are sandwich ingredients in it!
a_t01_i01_23	It’s an induction stove. You should get your\nmom’s help if you’re going to use it.
a_t01_i01_24	The nice, big sink is kept sparkly clean.
a_t01_i01_25	This leads out toward the vegetable garden.\nBetter use the front door if you want to go out!
a_t01_i01_26	There are lots of fresh, juicy-looking fruits!
a_t01_i02_01	This painting is entitled Sibling Love.\nIt’s pretty charming!
a_t01_i02_02	This painting is entitled Gleaming Seas.\nIt’s gorgeous!
a_t01_i02_03	This painting is entitled The Hidden Ninja.\nIs it supposed to be of a Pokémon?
a_t01_i02_04	You can see the beach through the part in\nthe curtains!
a_t01_i02_05	It’s a cutting-edge refrigerator! But let’s not go\naround opening other people’s fridges.
a_t01_i02_06	The dishes in this cupboard are stacked\nincredibly neatly!
bg_vending_snack_01	It’s a vending machine stocked with all kinds\nof snacks!
spot_kanban_01_old	[~ 35]
spot_kanban_02_old	[~ 36]
spot_kanban_03_old	[~ 37]
spot_kanban_04_old	[~ 38]
spot_kanban_05_old	[~ 39]
spot_kanban_06_old	[~ 40]
spot_kanban_07_old	[~ 41]
spot_kanban_08_old	[~ 42]
spot_kanban_09_old	[~ 43]
spot_kanban_10_old	[~ 44]
kanban_t01_old	[~ 45]
kanban_t02_old	[~ 46]
kanban_t03_old	[~ 47]
kanban_t04_old	[~ 48]
kanban_t05_old	[~ 49]
kanban_t06_old	[~ 50]
kanban_t07_old	[~ 51]
kanban_t08_old	[~ 52]
kanban_t09_old	[~ 53]
kanban_c01_old	[~ 54]
kanban_c02_old	[~ 55]
kanban_c03_old	[~ 56]
arrow_guide_to_C01_old	[~ 57]
arrow_guide_to_T03_old	[~ 58]
arrow_guide_to_T04_old	[~ 59]
arrow_guide_to_C02_old	[~ 60]
arrow_guide_to_T09_old	[~ 61]
arrow_guide_to_T0902_old	[~ 62]
arrow_guide_to_T05_old	[~ 63]
arrow_guide_to_Spot09_old	[~ 64]
arrow_guide_to_T06_old	[~ 65]
arrow_guide_to_Mountain_old	[~ 66]
arrow_guide_to_Lake_old	[~ 67]
arrow_guide_to_T07_old	[~ 68]
arrow_guide_to_Forest_old	[~ 69]
arrow_guide_to_C03_old	[~ 70]
arrow_guide_to_Ice_old	[~ 71]
arrow_guide_to_T08_old	[~ 72]
a_sch_entrance01_book_01_00	There’s a book entitled “Galar: A History.”\nDo you want to read it?
a_sch_entrance01_01_title	Galar: A History
a_sch_entrance01_book_01_01	We made for the town of Stow-on-Side, which\nsits tucked away in the mountains, to study an\nancient mural painted upon a wall of rock.\nBut our plans—and the mural itself—were\nshattered by an attack from a Copperajah!
a_sch_entrance01_book_01_02	Yet behind the mural, what should we find but a\npair of Pokémon statues—one bearing a sword,\nthe other a shield! These statues, older than any\nartifact we’d yet discovered, called into question\neverything we knew about the legendary hero.
a_sch_entrance01_book_02_00	There’s a book entitled “Festivals of Paldea.”\nDo you want to read it?
a_sch_entrance01_02_title	Festivals of Paldea
a_sch_entrance01_book_02_01	The Paldean town of Cortondo, widely known for\nits olive production, is also home to the peculiar\nOlive Harvest Festival. Participants try to usher in\na plentiful olive harvest by rolling large balls that\nresemble olives into a goal.
a_sch_entrance01_book_02_02	It’s said that the more olive balls are rolled to the\ngoal, the more abundant next year’s crop will be.\nAll comers, including tourists, are welcome to\njoin the Olive Roll—so, reader, do give it a try\nyourself if you’re in town for the festival!
