Common\Reference.msbt
GameName_gm102_T0	Statues
_E0_QuizExampleQuestion_10	Which one has more Fs?
_E0_QuizExampleTrue_10	EEFEEFEFE
_E0_QuizExampleFalse_10	EEFEEEFEE
_E0_QuizExampleQuestion_11	1+2+3+4+5=
_E0_QuizExampleTrue_11	15
_E0_QuizExampleFalse_11	16
_E0_QuizExampleQuestion_12	The proof of the pudding is in the...
_E0_QuizExampleTrue_12	Eating
_E0_QuizExampleFalse_12	Baking
_E0_QuizExampleQuestion_13	Do re mi fa sol la...
_E0_QuizExampleTrue_13	ti do
_E0_QuizExampleFalse_13	ti da
_E0_QuizExampleQuestion_14	Seawater is...
_E0_QuizExampleTrue_14	Salty
_E0_QuizExampleFalse_14	Sweet
_E0_QuizExampleQuestion_15	The big hand on a clock face indicates...
_E0_QuizExampleTrue_15	Minutes
_E0_QuizExampleFalse_15	Hours
_E0_QuizExampleQuestion_16	The faster your camera's shutter speed...
_E0_QuizExampleTrue_16	The darker the picture
_E0_QuizExampleFalse_16	The lighter the picture
_E0_QuizExampleQuestion_17	Blue Mountain coffee is from...
_E0_QuizExampleTrue_17	Jamaica
_E0_QuizExampleFalse_17	Guatemala
_E0_QuizExampleQuestion_18	P.E. class is held...
_E0_QuizExampleTrue_18	3 times a week
_E0_QuizExampleFalse_18	2 times a week
_E0_QuizExampleQuestion_19	The biggest room in the office is...
_E0_QuizExampleTrue_19	Meeting room 3
_E0_QuizExampleFalse_19	The CEO's office
_E1_QuizCreatePlay_00	 Play
_E1_QuizCreateExampleTitle_00	Example Question
_E1_QuizCreateCountEmpty_00	No questions yet.
_E1_QuizCreateCount_00	Questions left: {[0100|00020000]}
_E1_QuizCreateFinish_00	Submissions closed.
GamePlayTutorial_00	Try pressing the buttons\r\nfor  and !
_SM_GamePlayTutorial_00	Try pressing the buttons\r\nfor  and !
GamePlayTutorial_01	Try pressing the buttons\r\nfor A and B!
_SM_GamePlayTutorial_01	Try pressing the buttons\r\nfor A and B!
GamePlayTutorialSmaphoGuide_00	Use your smart device to play!
QuestionEdit_00	{[0101|00cd]}
GamePlayButton_00	A
GamePlayButton_01	B
GamePlayButtonText_00	{[0101|00cd]}
GamePlayButtonText_01	{[0101|00cd]}
GamePlayCategory_00	General Knowledge
GamePlayCategory_01	Pick the Picture
GamePlayCategory_02	Brain Teasers
GamePlayCategory_03	Guess That Sound
GamePlayCategory_04	Tricky Trivia Challenge
_T0_QuizSampleTitle_00	Example
_T0_QuizSampleTrue_00	The opposite of north...\r\nis south
_T0_QuizSampleFalse_00	The opposite of north...\r\nis east
_T1_QuizSample_00	Which is...\r\nan egg?
_T2_QuizSampleTrue_00	1+3+5=\r\n9
_T2_QuizSampleFalse_00	1+3+5=\r\n8
_T3_QuizSample_00	Which one of these makes...\r\nthis sound?
_T4_QuizSampleTrue_00	Lions are...\r\nmembers of the felid family.
_T4_QuizSampleFalse_00	Lions are...\r\nmembers of the canid family.
GamePlayBonusPointSample_00	Score Bonus
GamePlayBonusPointSample_01	Answer within {[0100|00020000]} seconds
GamePlayRound_00	{size[5a00]}Question{size[6400]} {size[4c00]}{[0100|00020000]}{size[6400]}
_E1_GamePlayName_00	Created by:
GamePlayTeamScore_00	{[0100|00060000]}{size[2d00]}{[0102|03cd]}{size[6400]}
GamePlayDouble_00	2×
GamePlayBonusPoint_00	Get it right within {[0100|00020000]}sec for a bonus!
GamePlayInterimAnnouncement_00	First-Half Results
GamePlayFinalAnnouncement_00	Final Results
GamePlayRanking_00	Correct Answer
GamePlayRanking_01	Incorrect Answer
GamePlayRanking_02	Didn't Answer
GamePlayRankingScore_00	{[0101|00cd]}{size[2d00]}{[0102|03cd]}{size[6400]}
GamePlayRankingScore_01	{[0101|00cd]}{size[2d00]}{[0102|05cd]}{size[6400]}
GamePlayCount_00	3
GamePlayCount_01	2
GamePlayCount_02	1
GamePlayCaption_00	General Knowledge
GamePlayCaption_01	Pick the Picture
GamePlayCaption_02	Brain Teasers
GamePlayCaption_03	Guess That Sound
GamePlayCaption_04	Tricky Trivia Challenge
GamePlayCaption_05	Custom Quiz
GamePlayCaption_06	{[0101|00cd]}'s Question
ResultScore_00	{[0100|00060000]}
ResultScore_01	{[0102|03cd]}
ResultWinner_00	Winner
ResultNoWinner_00	No Winner
_MD_GamePlayEnd_00	FINISH
ProgramThreeLines_00	{[0104]}
ProgramTwoLines_00	{[0104]}
ProgramTwoBigLines_00	{[0104]}
ProgramQuestion_00	{[0104]}
ProgramQuestion_01	{[0104]}
ProgramAnswer_00	{[0104]}
ProgramAnswer_01	{[0104]}
ProgramQuestionEx_00	{[0104]}
ProgramQuestionEx_01	{[0104]}
ProgramAnswerEx_00	{[0104]}
ProgramAnswerEx_01	{[0104]}
NXMsg\GameMsg\nx_gm107.msbt
GameIntroduction_00_V	Try to blow up your balloon until just before it pops!
_T2_GameIntroduction_00_V	Try to blow up your balloon as fast as you can!
_T3_GameIntroduction_00_V	Try to keep your balloon as big as you can without popping it!
GameIntroduction_01_V	The bigger balloon wins!
_T2_GameIntroduction_01_V	The first team to pop their balloon wins!
_T0_RuleDescription_00	Blow up the\r\nballoon until just\r\nbefore it pops
_T1_RuleDescription_00	Blow up the\r\nballoon without\r\na size reference
_T2_RuleDescription_00	Pop your balloon\r\nbefore the other\r\nteam pops theirs
_T3_RuleDescription_00	Keep your balloon\r\nas big as you can\r\nwithout popping it
AssignBscConFixed_00_V	Check who's using which Joy-Con, then...
AssignCmnPressButton_00_V	Press a button!
GamePlayTutorialStart_00_V	OK, let's practice!
GamePlayTutorialOperations_01_V	Pump to fill the balloon with air!
GamePlayTutorialOperations_00_V	Hold the SL and SR Buttons down with both hands.
GamePlayTutorialEnd_00_V	Got that? Then let's play!
GamePlayRoundCall_00_V	Round 1
GamePlayRoundCall_01_V	Round 2
GamePlayRoundCall_02_V	Round 3
GamePlayRoundCall_03_V	Round 4
GamePlayRoundCall_04_V	Final Round
GamePlayBalloonSelect_00_V	The first balloon is...
GamePlayBalloonSelect_01_V	The next balloon is...
GamePlayBalloonSelect_02_V	The final balloon is...
GamePlaySelectDecision_V	This one!
GamePlayStartRuleDescription_00_V	If you fill the balloon up\r\nbigger than this, it'll pop!
_T2_GamePlayStartRuleDescription_00_V	Pump the balloon up bigger than this\r\nas quick as you can to make it pop!
GamePlayStartRuleDescription_01_V	This round will decide the winner!
GamePlayStartCall_00_V	Pump your balloon to the limit! Ready?
_T2_GamePlayStartCall_00_V	Don't stop till you pop! Ready?
_T3_GamePlayStartCall_00_V	Fill up the leaky balloon! Ready?
GamePlayStartCall_01_V	Let's go!
GamePlayStartCall_02_V	Ready? Here we go!
GamePlayEndCall_00_V	Stop!
ResultRoundWin_L_00_V	The Left Team wins!
ResultRoundWin_R_00_V	The Right Team wins!
ResultRoundDraw_00_V	It's a draw!
ResultWinTeamPresentation_00_V	The balloon battle champion is...
ResultWinTeam_R_00_V	The Right Team!
ResultWinTeam_R_01_V	Give 'em a round of applause!
ResultWinTeam_L_00_V	The Left Team!
ResultWinTeam_L_01_V	Give 'em a round of applause!
ResultDrawCorrect_00_V	The result is...
ResultDrawCorrect_01_V	A draw!
ResultDrawCorrect_02_V	Put those hands together, everyone!
BsqIntroPlayerEntryHeader_00	When you're ready,\r\npress a button!
GamePlayRuleInfo_00	Bigger'n this and it'll pop!
GamePlayTutorialInfo_00	Grip firmly!
GamePlayTutorialInfo_01	Pump up and down!
GamePlayGuide_SLSR_00	Hold  + !
ResultScoreTitle_00	Fill Rate
ResultScoreBarely_00	{[0101|00cd]}
ResultScoreBarely_01	{[0101|00cd]}.{[0101|01cd]}
ResultScorerate_00	{[0102|04cd]}
ResultScoreWins_00	Wins
ResultScoreWinsNumber_00	{[0100|00010000]}
NXMsg\GameMsg\nx_gm110.msbt
GameIntroduction_00_V	Hi there, scooper troopers! I hope you're ready to serve up some tasty treats!
_T3_GameIntroduction_00_V	I know it's the late shift, but stay sharp and keep scooping no matter what!
GameIntroduction_01_V	You'll need to take the customers' orders.
GameIntroductionAlone_00_V	You'll need to take the customers' orders.
GameIntroduction_02_V	Don't get the number of scoops wrong!
_T0_RuleDescription_00	Note the\r\nnumber\r\nof scoops
_T1_RuleDescription_00	Note the number of\r\nscoops--watch out\r\nfor canceled orders
_T2_RuleDescription_00	Note the\r\nnumber\r\nof scoops
_T3_RuleDescription_00	Remember\r\nthe number\r\nof scoops
AssignPrmEntryGuide_00_V	Use your smart device to join if you'll be working today's shift!
AssignPrmEntryGuide_01_V	Use your smart device to join!
AssignPrmSupportGuide_00_V	If you're not working, cheer the others on!
IntroductionGroupCheck_00_V	These are the groups for this shift. I hope you're ready to scoop till you droop!
IntroductionGroupCheck_01_V	Leaders, raise your hands so your group members can see you!
IntroductionGroupCheck_02_V	Group members, gather round your leaders!
IntroductionGroupCheckEnd_00_V	Are we all set?
GamePlayMenuCheck_00_V	Here's today's menu!
GamePlayMenuCheck_01_V	Write down the orders so you know how many scoops you need of each flavor.
_T3_GamePlayMenuCheck_00_V	Oh, and we're short on paper, so you can't write down orders.
_T3_GamePlayMenuCheck_01_V	You'll have to memorize the orders so you know how many scoops you need of each flavor.
GamePlayMenuCheck_02_V	Let's do a practice run!
GamePlayMenuCheck_03_V	Hiya! I'd like some yummy ice cream, please!
GamePlayMenuCheck_04_V	That's all!
GamePlayMenuCheck_05_V	All righty...
GamePlayPracticeQuestion_00_V	How many scoops of vanilla were ordered?
GamePlayPracticeQuestion_01_V	How many scoops of chocolate were ordered?
GamePlayPracticeQuestion_02_V	How many scoops of mocha were ordered?
GamePlayPracticeQuestion_03_V	How many scoops of caramel were ordered?
GamePlayPracticeQuestion_04_V	How many scoops of lemon swirl were ordered?
GamePlayPracticeQuestion_05_V	How many scoops of raspberry were ordered?
GamePlayPracticeQuestion_06_V	How many scoops of blueberry were ordered?
GamePlayPracticeQuestion_07_V	How many scoops of orange swirl were ordered?
GamePlayPracticeQuestion_08_V	How many scoops of strawberry were ordered?
GamePlayPracticeAnswer_00_V	The answer is one!
GamePlayPracticeAnswer_01_V	The answer is two!
GamePlayPracticeAnswer_02_V	The answer is three!
GamePlayMenuCheck_06_V	Well? Did you note down the orders properly?
_T3_GamePlayMenuCheck_02_V	Well? Did you remember the orders?
GamePlayMenuCheck_09_V	All right then, your practice notes will be deleted.
GamePlayMenuCheck_07_V	Decide who'll be in charge of writing down the number of orders for each flavor on today's menu.
_T3_GamePlayMenuCheck_03_V	Decide who'll be in charge of memorizing the number of orders for each flavor on today's menu.
GamePlayMenuCheck_08_V	Write down today's menu.\r\nYou'll be needing it soon!
_T3_GamePlayMenuCheck_04_V	Memorize today's menu.\r\nYou'll need to keep it in your head for the whole shift!
GamePlayMenuCheck_10_V	It's almost opening time!
_T3_GamePlayMenuCheck_05_V	There's not much time left. Take a good look while you still can!
GamePlayMenuCheckEnd_00_V	We've got customers!
GamePlayOrderStart_00_V	We want ice cream!
_T2_GamePlayOrderStart_00_V	We want ice cream!
GamePlayOrderStartBoyA_00_V	We want ice cream!
GamePlayOrderStartBoyB_00_V	We want ice cream!
GamePlayOrderStartGirlA_00_V	We want ice cream!
GamePlayOrderStartGirlB_00_V	We want ice cream!
_T2_GamePlayOrderStartBoyA_00_V	We want ice cream!
_T2_GamePlayOrderStartBoyB_00_V	We want ice cream!
_T2_GamePlayOrderStartGirlA_00_V	We want ice cream!
_T2_GamePlayOrderStartGirlB_00_V	We want ice cream!
GamePlayOrderEnd_00_V	That's all!
_T2_GamePlayOrderEnd_00_V	That's all!
GamePlayOrderEndBoyA_00_V	That's all!
GamePlayOrderEndBoyB_00_V	That's all!
GamePlayOrderEndGirlA_00_V	That's all!
GamePlayOrderEndGirlB_00_V	That's all!
_T2_GamePlayOrderEndBoyA_00_V	That's all!
_T2_GamePlayOrderEndBoyB_00_V	That's all!
_T2_GamePlayOrderEndGirlA_00_V	That's all!
_T2_GamePlayOrderEndGirlB_00_V	That's all!
GamePlayLeaderRole_00_V	OK leaders, tally up those orders and get ready to answer some questions!
GamePlayLeaderRoleAlone_00_V	OK, tally up those orders and get ready to answer some questions!
GamePlayLeaderRole_01_V	The faster you answer, the higher your score!
GamePlayQuestion_00_V	How many scoops were ordered?
GamePlayQuestion_01_V	How many scoops were ordered in total?
GamePlayQuestion_02_V	How many orders were there of these flavors combined?
GamePlayQuestion_03_V	How many scoops of the most popular flavor were ordered?
GamePlayQuestion_04_V	How many scoops were ordered for all flavors put together?
GamePlayQuestion_05_V	How many scoops were ordered of every flavor but this one?
GamePlayQuestion_06_V	How many flavors had this number of scoops ordered?
GamePlayAnswerRemind_00_V	Come on, the clock's ticking!
GamePlayAnswerCorrect_00_V	Here's the answer!
GamePlayAnswerCorrect_00_V_2	Here's the answer!
GamePlayAnswerCorrect_00_V_3	Here's the answer!
GamePlayNextQuestion_00_V	OK, next question!
GamePlayLastQuestion_00_V	Last question!
ResultWinNotAlone_00_V	You're the winners! Ice job, everyone!
ResultWinAlone_00_V	You won! The next scoop is on the house.
ResultWin_00_V	See you next shift!
ResultDrawCorrect_00_V	You all did a scooper-duper job today! Well done!
ResultDrawIncorrect_00_V	Hey! It's the ice cream that's supposed to be frozen, not you!
OrderPractice_00_V	Vanilla
OrderPractice_01_V	Chocolate
OrderPractice_02_V	Mocha
OrderPractice_03_V	Caramel
OrderPractice_04_V	Lemon Swirl
OrderPractice_05_V	Raspberry
OrderPractice_06_V	Blueberry
OrderPractice_07_V	Orange Swirl
OrderPractice_08_V	Strawberry
OrderBoyA_00_V	Vanilla
OrderBoyB_00_V	Vanilla
OrderGirlA_00_V	Vanilla
OrderGirlB_00_V	Vanilla
OrderBoyA_01_V	Chocolate
OrderBoyB_01_V	Chocolate
OrderGirlA_01_V	Chocolate
OrderGirlB_01_V	Chocolate
OrderBoyA_02_V	Mocha
OrderBoyB_02_V	Mocha
OrderGirlA_02_V	Mocha
OrderGirlB_02_V	Mocha
OrderBoyA_03_V	Caramel
OrderBoyB_03_V	Caramel
OrderGirlA_03_V	Caramel
OrderGirlB_03_V	Caramel
OrderBoyA_04_V	Lemon Swirl
OrderBoyB_04_V	Lemon Swirl
OrderGirlA_04_V	Lemon Swirl
OrderGirlB_04_V	Lemon Swirl
OrderBoyA_05_V	Raspberry
OrderBoyB_05_V	Raspberry
OrderGirlA_05_V	Raspberry
OrderGirlB_05_V	Raspberry
OrderBoyA_06_V	Blueberry
OrderBoyB_06_V	Blueberry
OrderGirlA_06_V	Blueberry
OrderGirlB_06_V	Blueberry
OrderBoyA_07_V	Orange Swirl
OrderBoyB_07_V	Orange Swirl
OrderGirlA_07_V	Orange Swirl
OrderGirlB_07_V	Orange Swirl
OrderBoyA_08_V	Strawberry
OrderBoyB_08_V	Strawberry
OrderGirlA_08_V	Strawberry
OrderGirlB_08_V	Strawberry
OrderBoyA_10_V	Choco-Vanilla Swirl
OrderBoyB_10_V	Choco-Vanilla Swirl
OrderGirlA_10_V	Choco-Vanilla Swirl
OrderGirlB_10_V	Choco-Vanilla Swirl
OrderBoyA_11_V	Caramel Mocha
OrderBoyB_11_V	Caramel Mocha
OrderGirlA_11_V	Caramel Mocha
OrderGirlB_11_V	Caramel Mocha
OrderBoyA_12_V	Mint Cookie
OrderBoyB_12_V	Mint Cookie
OrderGirlA_12_V	Mint Cookie
OrderGirlB_12_V	Mint Cookie
OrderBoyA_13_V	Mint Chocolate Chip
OrderBoyB_13_V	Mint Chocolate Chip
OrderGirlA_13_V	Mint Chocolate Chip
OrderGirlB_13_V	Mint Chocolate Chip
OrderBoyA_14_V	Caramel Cookie
OrderBoyB_14_V	Caramel Cookie
OrderGirlA_14_V	Caramel Cookie
OrderGirlB_14_V	Caramel Cookie
OrderBoyA_15_V	Nutty Vanilla
OrderBoyB_15_V	Nutty Vanilla
OrderGirlA_15_V	Nutty Vanilla
OrderGirlB_15_V	Nutty Vanilla
OrderBoyA_16_V	Nutty Chocolate
OrderBoyB_16_V	Nutty Chocolate
OrderGirlA_16_V	Nutty Chocolate
OrderGirlB_16_V	Nutty Chocolate
OrderBoyA_17_V	Berry Swirl
OrderBoyB_17_V	Berry Swirl
OrderGirlA_17_V	Berry Swirl
OrderGirlB_17_V	Berry Swirl
OrderBoyA_18_V	Lemon-Orange Swirl
OrderBoyB_18_V	Lemon-Orange Swirl
OrderGirlA_18_V	Lemon-Orange Swirl
OrderGirlB_18_V	Lemon-Orange Swirl
OrderCancelBoyA_00_V	Take off a vanilla!
OrderCancelGirlA_00_V	Take off a vanilla!
OrderCancelBoyA_01_V	Take off a chocolate!
OrderCancelGirlA_01_V	Take off a chocolate!
OrderCancelBoyA_02_V	Take off a mocha!
OrderCancelGirlA_02_V	Take off a mocha!
OrderCancelBoyA_03_V	Take off a caramel!
OrderCancelGirlA_03_V	Take off a caramel!
OrderCancelBoyA_04_V	Take off a lemon swirl!
OrderCancelGirlA_04_V	Take off a lemon swirl!
OrderCancelBoyA_05_V	Take off a raspberry!
OrderCancelGirlA_05_V	Take off a raspberry!
OrderCancelBoyA_06_V	Take off a blueberry!
OrderCancelGirlA_06_V	Take off a blueberry!
OrderCancelBoyA_07_V	Take off an orange swirl!
OrderCancelGirlA_07_V	Take off an orange swirl!
OrderCancelBoyA_08_V	Take off a strawberry!
OrderCancelGirlA_08_V	Take off a strawberry!
OrderCancelBoyA_10_V	Take off a choco-vanilla swirl!
OrderCancelGirlA_10_V	Take off a choco-vanilla swirl!
OrderCancelBoyA_11_V	Take off a caramel mocha!
OrderCancelGirlA_11_V	Take off a caramel mocha!
OrderCancelBoyA_12_V	Take off a mint cookie!
OrderCancelGirlA_12_V	Take off a mint cookie!
OrderCancelBoyA_13_V	Take off a mint chocolate chip!
OrderCancelGirlA_13_V	Take off a mint chocolate chip!
OrderCancelBoyA_14_V	Take off a caramel cookie!
OrderCancelGirlA_14_V	Take off a caramel cookie!
OrderCancelBoyA_15_V	Take off a nutty vanilla!
OrderCancelGirlA_15_V	Take off a nutty vanilla!
OrderCancelBoyA_16_V	Take off a nutty chocolate!
OrderCancelGirlA_16_V	Take off a nutty chocolate!
OrderCancelBoyA_17_V	Take off a berry swirl!
OrderCancelGirlA_17_V	Take off a berry swirl!
OrderCancelBoyA_18_V	Take off a lemon-orange swirl!
OrderCancelGirlA_18_V	Take off a lemon-orange swirl!
OrderChangeBoyA_00_V	No, wait!
OrderChangeGirlA_00_V	No, wait!
OrderSameBoyA_00_V	I want that, too!
OrderSameGirlA_00_V	I want that, too!
OrderCancelSameBoyA_00_V	I don't want this any more!
OrderCancelSameGirlA_00_V	I don't want this any more!
_T2_AllOrderBoyA_00_V	Everything on the menu!
_T2_AllOrderGirlA_00_V	Everything on the menu!
_T2_AllOrderSameBoyA_00_V	I want everything on the menu, too!
_T2_AllOrderSameGirlA_00_V	I want everything on the menu, too!
_T2_2OrderSameBoyA_00_V	I'll take two scoops of that!
_T2_2OrderSameGirlA_00_V	I'll take two scoops of that!
_T2_3OrderSameBoyA_00_V	I'll take three scoops of that!
_T2_3OrderSameGirlA_00_V	I'll take three scoops of that!
_T2_2OrderCancelSameBoyA_00_V	Take off two scoops of that for me, too!
_T2_2OrderCancelSameGirlA_00_V	Take off two scoops of that for me, too!
_T2_3OrderCancelSameBoyA_00_V	Take off three scoops of that for me, too!
_T2_3OrderCancelSameGirlA_00_V	Take off three scoops of that for me, too!
_T2_2OrderBoyA_00_V	Two scoops of vanilla
_T2_2OrderGirlA_00_V	Two scoops of vanilla
_T2_2OrderBoyA_01_V	Two scoops of chocolate
_T2_2OrderGirlA_01_V	Two scoops of chocolate
_T2_2OrderBoyA_02_V	Two scoops of mocha
_T2_2OrderGirlA_02_V	Two scoops of mocha
_T2_2OrderBoyA_03_V	Two scoops of caramel
_T2_2OrderGirlA_03_V	Two scoops of caramel
_T2_2OrderBoyA_04_V	Two scoops of lemon swirl
_T2_2OrderGirlA_04_V	Two scoops of lemon swirl
_T2_2OrderBoyA_05_V	Two scoops of raspberry
_T2_2OrderGirlA_05_V	Two scoops of raspberry
_T2_2OrderBoyA_06_V	Two scoops of blueberry
_T2_2OrderGirlA_06_V	Two scoops of blueberry
_T2_2OrderBoyA_07_V	Two scoops of orange swirl
_T2_2OrderGirlA_07_V	Two scoops of orange swirl
_T2_2OrderBoyA_08_V	Two scoops of strawberry
_T2_2OrderGirlA_08_V	Two scoops of strawberry
_T2_2OrderBoyA_10_V	Two scoops of choco-vanilla swirl
_T2_2OrderGirlA_10_V	Two scoops of choco-vanilla swirl
_T2_2OrderBoyA_11_V	Two scoops of caramel mocha
_T2_2OrderGirlA_11_V	Two scoops of caramel mocha
_T2_2OrderBoyA_12_V	Two scoops of mint cookie
_T2_2OrderGirlA_12_V	Two scoops of mint cookie
_T2_2OrderBoyA_13_V	Two scoops of mint chocolate chip
_T2_2OrderGirlA_13_V	Two scoops of mint chocolate chip
_T2_2OrderBoyA_14_V	Two scoops of caramel cookie
_T2_2OrderGirlA_14_V	Two scoops of caramel cookie
_T2_2OrderBoyA_15_V	Two scoops of nutty vanilla
_T2_2OrderGirlA_15_V	Two scoops of nutty vanilla
_T2_2OrderBoyA_16_V	Two scoops of nutty chocolate
_T2_2OrderGirlA_16_V	Two scoops of nutty chocolate
_T2_2OrderBoyA_17_V	Two scoops of berry swirl
_T2_2OrderGirlA_17_V	Two scoops of berry swirl
_T2_2OrderBoyA_18_V	Two scoops of lemon-orange swirl
_T2_2OrderGirlA_18_V	Two scoops of lemon-orange swirl
_T2_3OrderBoyA_00_V	Three scoops of vanilla
_T2_3OrderGirlA_00_V	Three scoops of vanilla
_T2_3OrderBoyA_01_V	Three scoops of chocolate
_T2_3OrderGirlA_01_V	Three scoops of chocolate
_T2_3OrderBoyA_02_V	Three scoops of mocha
_T2_3OrderGirlA_02_V	Three scoops of mocha
_T2_3OrderBoyA_03_V	Three scoops of caramel
_T2_3OrderGirlA_03_V	Three scoops of caramel
_T2_3OrderBoyA_04_V	Three scoops of lemon swirl
_T2_3OrderGirlA_04_V	Three scoops of lemon swirl
_T2_3OrderBoyA_05_V	Three scoops of raspberry
_T2_3OrderGirlA_05_V	Three scoops of raspberry
_T2_3OrderBoyA_06_V	Three scoops of blueberry
_T2_3OrderGirlA_06_V	Three scoops of blueberry
_T2_3OrderBoyA_07_V	Three scoops of orange swirl
_T2_3OrderGirlA_07_V	Three scoops of orange swirl
_T2_3OrderBoyA_08_V	Three scoops of strawberry
_T2_3OrderGirlA_08_V	Three scoops of strawberry
_T2_3OrderBoyA_10_V	Three scoops of choco-vanilla swirl
_T2_3OrderGirlA_10_V	Three scoops of choco-vanilla swirl
_T2_3OrderBoyA_11_V	Three scoops of caramel mocha
_T2_3OrderGirlA_11_V	Three scoops of caramel mocha
