announce.msbt
AnnounceEmpty	お{r2[し]}知{/r2}らせは　まだありません
Glossary_Other_49	{r2[カ]}ＫＡ{/r2} {r2[ラ]}ＲＡ{/r2} {r2[ク]}ＫＵ{/r2} {r2[リ]}ＲＩ{/r2}
Glossary_Other_50	キノピオモータース
Glossary_Other_51	ブーツカー
Glossary_Other_52	ブーツ２０００ GT-R
Glossary_Other_53	ムーチョサンドリア
Glossary_Other_55	キノピ{r2[おう]}王{/r2}
Glossary_Other_58	{r2[たいよう]}太陽{/r2}の{r2[さいだん]}祭壇{/r2}
Glossary_Other_59	{r2[ブルー]}Blue{/r2} {r2[シンフォニー]}Symphony{/r2}
Glossary_Other_62	スーパーマリン{r2[ごう]}号{/r2}
Glossary_Other_63	スパーマリン{r2[ごう]}号{/r2}
Glossary_Other_64	{r2[ちから]}力{/r2}の{r2[しれん]}試練{/r2}
Glossary_Other_65	{r2[ちえ]}知恵{/r2}の{r2[しれん]}試練{/r2}
Glossary_Other_66	{r2[ゆうき]}勇気{/r2}の{r2[しれん]}試練{/r2}
Glossary_Other_67	オリガミ{r2[こうぼう]}工房{/r2}
Glossary_Other_68	いのち{r2[お]}折{/r2}り
Glossary_Other_69	{r2[きよ]}清{/r2}めの{r2[ゆ]}湯{/r2}
Glossary_Other_70	{r2[てんし]}天使{/r2}の{r2[ゆ]}湯{/r2}
Glossary_Other_71	{r2[しんでん]}神殿{/r2}の{r2[ゆ]}湯{/r2}
Glossary_Other_72	ジャングルの{r2[ゆ]}湯{/r2}
Glossary_Other_73	イロドリの{r2[ゆ]}湯{/r2}
Glossary_Other_74	ヘイホー　no　Hey！ヘイホー
Glossary_Other_86	やじるしパネル
Glossary_Other_87	ヒントふうとう
Glossary_Other_88	たからばこ
Glossary_Other_89	{r2[まほうじん]}魔法陣{/r2}ＯＮパネル
Glossary_Other_90	{r2[まほうじん]}魔法陣{/r2}パネル
Glossary_Other_91	アクションパネル
Glossary_Other_92	こうげきりょく２ばいパネル
Glossary_Other_93	アクション＋１パネル
Glossary_Other_94	こうげきりょく１．５ばい
Glossary_Other_95	おこっているテキ
Glossary_Other_96	こわれかけのぶき
Glossary_Other_97	１ＵＰキノコ
hint.msbt
Hint_Common_1	で　{r2[よ]}呼{/r2}んでもらえて\nありがとうございます！\nヒントですわよね、えーと…
Hint_Common_2	！　！
Hint_Common_3	モミジ{r2[やま]}山{/r2}で\nボム{r2[へい]}平{/r2}さんを　さがさないと。
Hint_W0C1_2	カベの{r2[あな]}穴{/r2}から\nこのお{r2[へや]}部屋{/r2}を　{r2[で]}出{/r2}られるかも。
Hint_W0C1_4	はやく　ここから\nにげたほうがいいかも。\nどこかに{r2[でぐち]}出口{/r2}は　ないかしら？
Hint_W0C1_5	こわい{r2[こえ]}声{/r2}が　きこえましたわ！\nどこから？
Hint_W0C1_6	こわい{r2[こえ]}声{/r2}がした　お{r2[へや]}部屋{/r2}で\nなにか　あったのかしら。\n{r2[い]}行{/r2}ってみます？
Hint_W0C1_7	クッパさん　いいこと　しってるなんて\nすごいです。\nいったい　なんでしょう？
Hint_W0C1_8	ヒミツの{r2[でぐち]}出口{/r2}ですって。\nヒミツってことは、\nなにかで　かくれてるのかも。
Hint_W0C1_9	ヒミツの{r2[でぐち]}出口{/r2}が　あるのって\nクッパさんが　つかまってた\nあの　お{r2[へや]}部屋{/r2}じゃないの？
Hint_W0C1_10	{r2[まほうじん]}魔法陣{/r2}ですわよ！
Hint_W0C1_11	ヒミツの{r2[でぐち]}出口{/r2}って\nどこに　つづいているのかしら？\nあ、それも　ヒミツなのかも。
Hint_W1C1_26	お{r2[はな]}花{/r2}や　お{r2[くさ]}草{/r2}や　お{r2[き]}木{/r2}を\nで　たたけば\nカミッペラが　{r2[で]}出{/r2}てくると{r2[おも]}思{/r2}います！{[0004]}あるていど　カミッペラを　あつめたら\nスカスカの{r2[あな]}穴{/r2}の　ところまで\nもどってきて　くださいね！
Hint_W1C1_38	そろそろ\nスカスカのところに\nもどっても　いいかもですわ！
Hint_W1C1_37	スカスカ{r2[あな]}穴{/r2}に\nカミッペラを　バラまいて！\nそ～れ　！　！
Hint_W1C1_27	マリオさん、\nこっち　こっち！
Hint_W1C1_28	えーん\nこっち{r2[き]}来{/r2}て　{r2[たす]}助{/r2}けて～！
Hint_W1C1_1	しずかな　ところだけど\nここ　どこ？\n{r2[でぐち]}出口{/r2}は　どこかしら。
Hint_W1C1_39	{r2[まほうじん]}魔法陣{/r2}が\nこんなところにも　あるなんて。\nつかったら　どうなるのかしら。
Hint_W1C1_2	こうなったら\n{r2[い]}行{/r2}けるとこまで　{r2[い]}行{/r2}ってみます？
Hint_W1C1_3	ピーチ{r2[じょう]}城{/r2}のあったところ　めざして\nとりあえず　{r2[すす]}進{/r2}んでみます？
Hint_W1C1_4	{size[5000]}なにか　ひそひそごえが\nきこえませんでした？\nわたしの　きのせい？{size[6400]}
Hint_W1C1_5	{r2[き]}木{/r2}から　ぶらさがってる\nはっぱが　ヒモみたい。\nひっぱったら　どうなるかしら？
Hint_W1C1_6	なにかが　どこかに\nぶつかったような…\nそんな{r2[おと]}音{/r2}が　きこえたような…
Hint_W1C1_7	おもったよりも　{r2[ひろ]}広{/r2}い　お{r2[やま]}山{/r2}ですわ。\n{r2[い]}行{/r2}けるところが　まだありそう。
Hint_W1C1_29	このへん　けしきが　にてますわ。\nもうちょっと　{r2[すす]}進{/r2}んでみたら\nけしきも　かわるかなあ。
Hint_W1C1_30	そこの　おっきな　きりかぶの{r2[うえ]}上{/r2}が\nひとやすみに　ちょうどいいかも。
Hint_W1C1_10	いのちのタネで　げんきギンギン？\nどこにあるのか\nもういっかい　{r2[き]}聞{/r2}いてみます？
Hint_W1C1_11	{r2[おお]}大{/r2}きな　{r2[きんいろ]}金色{/r2}の{r2[み]}実{/r2}って\nどこかで　{r2[み]}見{/r2}たかも？\nなんとか　ゲットしたいですわね。
Hint_W1C1_13	はっぱのヒモが　{r2[き]}切{/r2}れちゃうなんて…\nもういっそ　{r2[き]}木{/r2}をゆらしたら\n{r2[きんいろ]}金色{/r2}の{r2[み]}実{/r2}が　おちたりして。
Hint_W1C1_14	{r2[きん]}金{/r2}ピカの{r2[なか]}中{/r2}から\nなにか　{r2[で]}出{/r2}てきたような？
Hint_W1C1_15	さっき　ゲットしたのが\nいのちのタネ？\nあのタネで　げんきになるの？
Hint_W1C1_16	ひからびたタネじゃ　ダメなのね。\nシワシワが　げんきになるのを\nどこかで{r2[み]}見{/r2}たけど　どこでしたっけ？
Hint_W1C1_17	{r2[いずみ]}泉{/r2}ですわ！\nどこかで　ヨレヨレしたものが\nこの{r2[なか]}中{/r2}に{r2[お]}落{/r2}ちるのを　{r2[み]}見{/r2}た{r2[き]}気{/r2}がします。
Hint_W1C1_20	{r2[いずみ]}泉{/r2}に　ひからびたものとか\n{r2[い]}入{/r2}れてみたら　どうなるかしら？
Hint_W1C1_21	タネが　つやつやで\nげんきに　あふれてますわ！
Hint_W1C1_22	デクじいさん　もしかして\nどうかしちゃったかも！？\nマリオさん、どうしましょう…
Hint_W1C1_23	デクじいさんの　スカスカも\nで　なおせないかしら？
Hint_W1C1_24	げんきに　あふれた　あのタネを\nデクじいさんに　あげてみたら\nどうなるかしら？
Hint_W1C1_25	ピーチ{r2[じょう]}城{/r2}の　あったところに\nいそげ　いそげ～！
Hint_W1C1_31	{r2[さく]}柵{/r2}が　いっこだけ\nななめになってるかも？\nよわって　いまにも　たおれそう。
Hint_W1C1_32	{r2[くさ]}草{/r2}を　どうにかすれば\nキノピオさんを　たすけられる？
Hint_W1C1_33	もとどおりの　ペラペラに？\nうーん、たたいて　のばすぐらいしか\n{r2[おも]}思{/r2}いつかないですわ。
Hint_W1C1_34	あのベンチが\nわたしたちを　まっている\n{r2[き]}気{/r2}がしますわ。
Hint_W1C1_35	お{r2[やま]}山{/r2}は　みどりがいっぱいで\nくうきも　おいしいですわね。\nやっほー
Hint_W1G1_1	お{r2[しろ]}城{/r2}は　まだかしら。\nたぶん　{r2[ちか]}近{/r2}づいてるとは\n{r2[おも]}思{/r2}うんですけど。
Hint_W1G1_2	ハリボテの　あたまの\nうしろにある　シールを\nハンマーで　たたくのかも！？
Hint_W1G1_3	やっぱり　よわくなったみたい！\nバンバンたたいて\nやっつけちゃいましょ！
Hint_W1G1_4	{r2[おく]}奥{/r2}のほうに{r2[み]}見{/r2}えた　{r2[おお]}大{/r2}きな{r2[もん]}門{/r2}が\nピーチ{r2[じょう]}城{/r2}の　{r2[もん]}門{/r2}っぽいです。
Hint_W1G1_35	{r2[こえ]}声{/r2}が{r2[き]}聞{/r2}こえますわ。\nお{r2[にわ]}庭{/r2}かしら？
Hint_W1G1_5	お{r2[にわ]}庭{/r2}から　{r2[こえ]}声{/r2}がするのに\nドアが　ひらかないんじゃ、\nほかのどこかを　ひらくしかなさそう。
Hint_W1G1_33	ハリボテが　だれかを\nくわえてますわよ！\nくいしんぼうーっ！
Hint_W1G1_6	ピーチ{r2[じょう]}城{/r2}に　どうやって{r2[い]}行{/r2}けば…\nとりあえず　いろんなところに\n{r2[はい]}入{/r2}ってみます？
Hint_W1G1_7	{r2[ちか]}地下{/r2}{r2[すいろ]}水路{/r2}と　ピーチ{r2[じょう]}城{/r2}が\nつながってるなんて！\nそれって　どういうこと？
Hint_W1G1_8	{r2[あか]}赤{/r2}いヘイホーさん…\nマンホールは　{r2[あか]}赤{/r2}いヘイホーさん…\nわすれないようにしなくちゃ。
Hint_W1G1_9	そういえば　ハリボテに\nくわえられてた{r2[ひと]}人{/r2}って、\n{r2[いろ]}色{/r2}は　なに{r2[いろ]}色{/r2}でしたっけ？
Hint_W1G1_11	マンホールを　あける　なにかが\n{r2[みなと]}港{/r2}のそばの　{r2[あか]}赤{/r2}レンガそうこに\nあるんですって。
Hint_W1G1_12	マンホールを　あける　なにかは\nこの　そうこの　どこ？
Hint_W1G1_13	たなを　しらべてみたいけど、\n{r2[たか]}高{/r2}くて　とどかないから\nゆらすしか　ないのかしら。
Hint_W1G1_14	あら、{r2[まほうじん]}魔法陣{/r2}さん。
Hint_W1G1_15	マンホールフック　だなんて、\nいかにも　{r2[ちかすいろ]}地下水路{/r2}の　マンホールを\nどうにかできそうですわ。
Hint_W1G1_16	{r2[ちか]}地下{/r2}{r2[すいろ]}水路{/r2}への　{r2[い]}入{/r2}り{r2[ぐち]}口{/r2}が\nひらきましたわ！\nこれで　お{r2[しろ]}城{/r2}に{r2[い]}行{/r2}けるのかしら？
Hint_W1G1_18	お{r2[しろ]}城{/r2}のあとを　しらべたら\nごきょうだいの　なにかがあるかも！
Hint_W1G1_17	りっぱだったお{r2[しろ]}城{/r2}が　こんなに…\nマリオさんの　ごきょうだいは\nぶじかしら…
Hint_W1G1_19	ルイージさんの　{r2[おも]}思{/r2}い{r2[で]}出{/r2}を\nもっと　さがすなら、\nとことん　おつきあいしますわ…
Hint_W1G1_20	{r2[まほうじん]}魔法陣{/r2}？
Hint_W1G1_42	カベから　だれか{r2[で]}出{/r2}てきました！\nのばしてあげないと！
Hint_W1G1_21	ピーチ{r2[じょう]}城{/r2}の　てがかりとか\nまわりに　ないかしら？\nあちこち　しらべてみたらいいかも。
Hint_W1G1_22	ガラクタが　あったところに\nトビラも　あったような。
Hint_W1G1_23	ピーチ{r2[じょう]}城{/r2}の　てがかりが\nこの{r2[さき]}先{/r2}に　あったりしないかなあ。
Hint_W1G1_24	{r2[あか]}赤{/r2}いカミテープの　{r2[さき]}先{/r2}には\nなにが　あるのかしら。
Hint_W1G1_38	{r2[あか]}赤{/r2}のカミテープは\nミハラシ{r2[やま]}山{/r2}の　てっぺんですわ。
Hint_W1G1_25	{r2[こえ]}声{/r2}はどこから？\nそのへん　たたいたら\nなにか　{r2[で]}出{/r2}てきたりして。
Hint_W1G1_26	あのオリガミ{r2[へい]}兵{/r2}、\n{r2[まほうじん]}魔法陣{/r2}　かくしてた！
Hint_W1G1_27	キノピオさんが\n{r2[はし]}橋{/r2}のところで　こまってますわ。\nほっとくの？
Hint_W1G1_28	{r2[つぎ]}次{/r2}は　{r2[あお]}青{/r2}のカミテープですわ。\nまっ{r2[か]}赤{/r2}な　お{r2[やま]}山{/r2}のほうに\nつづいてるみたい。
Hint_W1G1_39	{r2[あお]}青{/r2}のカミテープは\nモミジ{r2[やま]}山{/r2}ですわよね。
Hint_W1G1_40	{r2[あお]}青{/r2}のカミテープがあるし、\n{r2[オエド]}ＯＥＤＯ{/r2}ランドに　{r2[い]}行{/r2}かなくちゃ。
Hint_W1G1_43	{r2[つぎ]}次{/r2}は　{r2[き]}黄{/r2}{r2[いろ]}色{/r2}のカミテープのある\nかぜわたり{r2[だに]}谷{/r2}　ですわね。
Hint_W1G1_48	{r2[きいろ]}黄色{/r2}のカミテープは\nヤケスナさばくですわ。
Hint_W1G1_47	ヤケスナさばくで　まだ\nやることが　あった{r2[き]}気{/r2}がするけど\nなんでしたっけ。
Hint_W1G1_31	{r2[むらさき]}紫{/r2}のカミテープは\nおーうなばら　でしたっけ。\n{r2[みなと]}港{/r2}に{r2[い]}行{/r2}けば　いいのかな。
Hint_W1G1_30	{r2[むらさき]}紫{/r2}テープも　{r2[き]}気{/r2}になるけど、\nカイズを　なんとかしなきゃ。\nぴおさんは　ハクブツカン？
Hint_W1G1_44	{r2[むらさき]}紫{/r2}のカミテープは\nおーうなばら　ですわ。\nみなとから　お{r2[ふね]}船{/r2}ですわね。
Hint_W1G1_41	{r2[むらさき]}紫{/r2}のカミテープは\nウナバラタワーですわ。
Hint_W1G1_45	お{r2[そら]}空{/r2}の{r2[うえ]}上{/r2}まで　のびてる\n{r2[みどり]}緑{/r2}のカミテープが、\nいよいよ　さいごの１{r2[ぽん]}本{/r2}かも！
Hint_W1G1_49	{r2[みどり]}緑{/r2}のカミテープは、\nてんくうスパーランドの\nクッパ{r2[じょう]}城{/r2}ですわね。
Hint_W1G1_46	クッパさんの　とっておきで\nわたしたち　いよいよ\nピーチ{r2[じょう]}城{/r2}へ　{r2[い]}行{/r2}くんですわね…
Hint_W1G1_29	{r2[あにうえ]}兄上{/r2}を{r2[と]}止{/r2}めなくちゃ！\nハクブツカンの　{r2[どかん]}土管{/r2}のお{r2[へや]}部屋{/r2}から\n{r2[かざん]}火山{/r2}にむかいましょう。
Hint_W1G1_32	ここ　なに！？\nそして　だーれも　いませんけど。
Hint_W1G1_34	わたしも　ここの　てんじ{r2[ひん]}品{/r2}を\nいっぱい　ふやしたいです。\nマリオさん　がんばりましょ！
Hint_W1G1_36	ハクブツカンが　{r2[かんせい]}完成{/r2}ですわ！\nキノピオタウンダイハクブツカン！
Hint_W1G1_37	トレーニングの　おじかんですわ！
Hint_W1C2_1	まっ{r2[くら]}暗{/r2}で　なんにも\n{r2[み]}見{/r2}えないですわ。\n{r2[でんき]}電気{/r2}とか　ないの？
Hint_W1C2_2	タウンの{r2[した]}下{/r2}って　こんななのね。\nピーチ{r2[じょう]}城{/r2}には　どこから\nつながってるの？
Hint_W1C2_5	なんだか　{r2[ひろ]}広{/r2}いところに\nでましたわね。\n{r2[ちかすいろ]}地下水路{/r2}も　{r2[お]}終{/r2}わりかしら？
Hint_W1C2_6	せっかく　{r2[どかん]}土管{/r2}があったのに…\nたんまりな　お{r2[みず]}水{/r2}さえ\nどうにかできればなあ。
Hint_W1C2_10	あの　{r2[あか]}赤{/r2}いハンドル　なに？\nながーい　{r2[て]}手{/r2}でもあれば\nとどきそうですけど。
Hint_W1C2_11	{r2[あか]}赤{/r2}いハンドルの{r2[まえ]}前{/r2}で\nクルクル{r2[まわ]}回{/r2}って　たのしそう。\nフォークダンスかしら？
Hint_W1C2_12	{r2[まほうじん]}魔法陣{/r2}があるなら\nなんとかなりそう！
Hint_W1C2_7	{r2[あか]}赤{/r2}いハンドルと　{r2[まほうじん]}魔法陣{/r2}が\nとっても{r2[き]}気{/r2}になります！
Hint_W1C2_8	お{r2[みず]}水{/r2}が　たんまり　{r2[で]}出{/r2}てきました！\nどこから？
Hint_W1C2_9	お{r2[みず]}水{/r2}が　なくなったから\n{r2[どかん]}土管{/r2}に{r2[い]}行{/r2}けるかも。\nやった！
Hint_W1C2_90	ここの　ラクガキって\nよくわかんないけど　おもしろいです。\nあとで{r2[き]}来{/r2}たら　ふえてたりして？
Hint_W1G2_1	{r2[あか]}赤{/r2}のカミテープは\nまだまだ　あっちまで　のびてます。
Hint_W1G2_2	カミテープは　お{r2[はな]}花{/r2}の{r2[おか]}丘{/r2}の\nさらに{r2[さき]}先{/r2}まで　つづいてるんるん。
Hint_W1G2_3	ノコノコさん　たいへんそう。\nかいだんのほうで\nなにが　たいへんなのかな。
Hint_W1G2_4	まえに{r2[き]}来{/r2}たとき　ノコノコさんが\nたいへんそうだったけど、\nたしか　かいだんのあたり？
Hint_W1G2_14	ノコノコさんたちの\nだいじなボールが　とられちゃう！\nマリオさん、なんとかならない？
Hint_W1G2_8	タートルボールも　{r2[き]}気{/r2}になるけど\nカミテープも　{r2[き]}気{/r2}になってます。\n{r2[おか]}丘{/r2}の{r2[さき]}先{/r2}まで　のびてますわよ。
Hint_W1G2_7	タートルボールは　どこ？\nこのあたりには　なさそうだし、\nミハラシ{r2[やま]}山{/r2}にでも　{r2[い]}行{/r2}ってみます？
Hint_W1G2_9	タートルボールを\nしんせいな{r2[い]}入{/r2}り{r2[ぐち]}口{/r2}に　{r2[も]}持{/r2}っていったら\nいいんでしたっけ？
Hint_W1G2_10	しんせいな　{r2[い]}入{/r2}り{r2[ぐち]}口{/r2}が\nしんせいに　ひらきましたわ。\n{r2[なか]}中{/r2}に　{r2[つち]}土{/r2}ガミさまが　いるのかな。
Hint_W1G2_12	{r2[つち]}土{/r2}ガミさまの　ちからがあれば\nミハラシタワーの　{r2[つち]}土{/r2}だって\nどうにも　こうにも　できちゃいそう！
Hint_W1G2_13	ところで　あちこちに\n{r2[あな]}穴{/r2}が　あいてませんでした？\nおもしろーい。
Hint_W1G3_1	{r2[あか]}赤{/r2}のテープ　めざして\n{r2[やま]}山{/r2}のぼり　がんばってくださーい。
Hint_W1G3_3	こわいお{r2[かお]}顔{/r2}　なんとかなりません！？\nマリオさんが　{r2[むてき]}無敵{/r2}のスターになる\nいい{r2[ほうほう]}方法{/r2}　ないかしら？
Hint_W1G3_2	ところで　お{r2[はな]}花{/r2}の{r2[おか]}丘{/r2}のあたりは\nぜんぶ　まわりましたっけ？\n{r2[み]}見{/r2}おとしてるとこ　なかったかしら。
Hint_W1G3_7	{r2[やま]}山{/r2}のぼりの　とちゅうで{r2[み]}見{/r2}かけた\nノコノコさんたち、\nずいぶん　ねっしんでしたわね。
Hint_W1G3_8	ノコノコさんたち、\nタートルボール\nゆずってくれないかな。
Hint_W1G3_19	お{r2[やま]}山{/r2}のとちゅうに\n{r2[き]}気{/r2}になる　カベがあったような？\nほら、{r2[くさ]}草{/r2}が　サワサワして…
Hint_W1G3_9	またまた　{r2[まほうじん]}魔法陣{/r2}ですわ！
Hint_W1G3_20	{r2[かわ]}川{/r2}も　{r2[なが]}流{/r2}れてましたわね。\nちょっと　きゅうけいに\nちょうどいいかも。
Hint_W1G3_10	ノコノコさんの\nだいじなものを　とるなんて、\nおサカナさん　つっちゃいますわよ！
Hint_W1G3_21	タワーの{r2[さき]}先{/r2}にも　まだ\n{r2[みち]}道{/r2}が　つづいているみたい。
Hint_W1G3_11	ハリボテの　ヘイホーたちが\nなんだか　たのしそう？
Hint_W1G3_23	ハリボテが　タートルボールで\nあそんでます！\nけるのを　とめないと！
Hint_W1G3_24	ころんでる　ハリボテに\nボールがいったら、\nよこどりできそう！　マリオさんが！
Hint_W1G3_12	タートルボールは\nどこに　{r2[も]}持{/r2}っていきます？\nピクニックロードの　かいだんの{r2[した]}下{/r2}？
Hint_W1G3_13	{r2[つち]}土{/r2}ガミさまに　{r2[つち]}土{/r2}をどうにかしてって\nおねがいしなきゃ。\nピクニックロード　ですわね。
Hint_W1G3_14	{r2[つち]}土{/r2}ガミさまの　ちからがあれば\nミハラシタワーの　{r2[つち]}土{/r2}だって\nどうにも　こうにも　できちゃいそう！
