announce.msbt
AnnounceEmpty	No notifications yet.
W1C3	Earth Vellumental Temple
W1C3_Another	Earth Vellumental Temple
W1C4	Overlook Tower
W2G1	Autumn Mountain
W2C1	Chestnut Valley
W2C2	Water Vellumental Shrine
W2C2_Another	Water Vellumental Shrine
W2C3	Eddy River
W2G2	Shogun Studios
W2C4	Ninja Attraction
W2C4_Another	Ninja Attraction
W2C5	Big Sho' Theater
W2C5_Another	Big Sho' Theater
W3G1	Sweetpaper Valley
W3C1	Breezy Tunnel
W3G2	Scorching Sandpaper Desert
W3G2_Another	Scorching Sandpaper Desert
W3G2_Map_1	Scorching Sandpaper Minor
W3G2_Map_1_Another	Scorching Sandpaper Minor
W3G2_Map_2	Scorching Sandpaper West
W3G2_Map_2_Another	Scorching Sandpaper West
W3G2_Map_3	Scorching Sandpaper East
W3G2_Map_3_Another	Scorching Sandpaper East
W3G2_Map_4	Scorching Sandpaper Far West
W3G2_Map_4_Another	Scorching Sandpaper Far West
W3G2_Map_5	Scorching Sandpaper Far East
W3G2_Map_5_Another	Scorching Sandpaper Far East
W3G3	Shroom City
W3C3	Fire Vellumental Cave
W3C4	Temple of Shrooms
W3C4_Another	Temple of Shrooms
W4G1	The Great Sea
W4G1_Map_1	Bonehead Island
W4G1_Map_2	Heart Island
W4G1_Map_3	Club Island
W4G1_Map_4	Spade Island
W4G1_Map_5	? Island
W4G1_Map_6	Hammer Island
W4G1_Map_7	Mushroom Island
W4G1_Map_8	Crescent Moon Island
W4G1_Map_9	Full Moon Island
W4G1_Map_10	Scuffle Island
W4C1	The Princess Peach
W4G2	Diamond Island
W4C2	Ice Vellumental Mountain
W4C3	Sea Tower
W5G1	Shangri-Spa
W5C1	Spring of Rainbows
W5C2	Spring of Jungle Mist
W5C3	Bowser's Castle
W6C1	Hotfoot Crater
W6C2_Map_2	Origami Castle
Name_MAR	Mario
Name_BDY	Olivia
Name_PCH	Princess Peach
Name_LUG	Luigi
Name_KNP	Toad
Name_WAN	Princess
Name_KNPC	Captain T. Ode
Name_KMK	Kamek
Name_HEIL	Emcee Shy Guy
Name_KURK	Shoe Goomba
Name_KUR	Goomba
Name_KURP	Paragoomba
Name_KURB	Bone Goomba
Name_KBN	Galoomba
Name_HEI	Shy Guy
Name_HEIP	Fly Guy
Name_HEIST	Slurp Guy
Name_HEISOM	Sombrero Guy
Name_HEIB	Black Shy Guy
Name_MUC	Snifit
Name_NOK	Koopa Troopa
Name_PAT	Koopa Paratroopa
Name_MET	Buzzy Beetle
Name_METB	Bony Beetle
Name_METT	Spike Top
Name_TGZ	Spiny
Name_BSA	Swoop
Name_CHU	Scaredy Rat
Name_TRS	Boo
Name_PKF	Piranha Plant
Name_PKFP	Nipper Plant
Name_PPK	Jumping Piranha Plant
Name_FPAC	Ptooie
Name_CBN	Fuzzy
Name_PUK	Cheep Cheep
Name_KRN	Dry Bones
Name_KRNP	Parabones
Name_BOM	Bob-omb
Name_KNK	Sidestepper
Name_HKN	Ninji
Name_GBN	Spike
Name_GBNI	Snow Spike
Name_GBNR	Stone Spike
Name_GESP	Poison Blooper
Name_GES	Blooper
Name_SNB	Pokey
Name_POO	Rocky Wrench
Name_BUL	Chargin' Chuck
Name_BRSF	Fire Bro
Name_BRSI	Ice Bro
Name_BRSB	Boomerang Bro
Name_BRSH	Hammer Bro
Name_BRSM	Sledge Bro
Name_CRP	Monty Mole
Name_KPAM	Mechakoopa
Name_HCN	Stingby
Name_KSK	Crowber
Name_LIT	Dino Rhino
Name_DSN	Thwomp
Name_GSG	Scuttlebug
Name_SLD	Li'l Cutout Soldier
Name_SLDP	Big Cutout Soldier
Name_SMOE	Boss Sumo Bro
Name_KK	Sumo Bro
Name_HBE	Earth Vellumental
Name_HBE_Head	Head
Name_HBE_Koura	Shell
Name_HBE_LeftHand	Front Left Leg
Name_HBE_RightHand	Front Right Leg
Name_HBE_LeftFoot	Back Left Leg
Name_HBE_RightFoot	Back Right Leg
Name_HBE_Tail	Tail
Name_HBF	Fire Vellumental
Name_HBW	Water Vellumental
Name_HBI	Ice Vellumental
Name_PEN	Colored Pencils
Name_PEN_Back	Case
Name_PEN_PEN	Pencil
Name_GOM	Rubber Band
Name_HPC	Hole Punch
Name_HPC_Front	Handle
Name_HPC_Back	Lid
Name_HND	Handaconda
Name_SCS	Scissors
Name_SCS_Cover	Cover
Name_STP	Stapler
Name_TAP	Tape
Name_KNG	King Olly
Name_KPA	Bowser
Name_KPAJ	Bowser Jr.
Name_AllSelect	All
Name_H_KUR	Paper Macho Goomba
Name_H_HEI	Paper Macho Shy Guy
Name_H_NOK	Paper Macho Koopa Troopa
Name_H_KUR_Gun	Paper Macho Goomba Outlaw
Name_H_GBN_Gun	Paper Macho Spike Outlaw
Name_H_MUC_Gun	Paper Macho Snifit Outlaw
Name_H_TRS	Paper Macho Boo
Name_H_PAT	Paper Macho Koopa Paratroopa
Name_H_KUR_Mummy	Paper Macho Mummy Goomba
Name_H_GBNR	Paper Macho Stone Spike
Name_H_MET	Paper Macho Buzzy Beetle
Name_H_PKF	Paper Macho Piranha Plant
Name_H_WAN	Paper Macho Chain Chomp
Name_H_BBL	Paper Macho Lava Bubble
Name_H_BOM	Paper Macho Bob-omb
Name_H_GESB	Paper Macho Gooper Blooper
Name_H_SNB_Big	Mega Paper Macho Pokey
Name_H_MET_Face	Paper Mistake Buzzy Beetle
Item_Boots	Boots
Item_SilverBoots	Shiny Boots
Item_KiraBoots	Flashy Boots
Item_KiraKiraBoots	Legendary Boots
Item_GoldBoots	Gold Boots
Item_SteelBoots	Shiny Iron Boots
Item_IronBoots	Iron Boots
Item_KiraIronBoots	Flashy Iron Boots
Item_KiraSteelBoots	Legendary Iron Boots
Item_Tail	Tail
Item_KiraTail	Shiny Tail
Item_Hammer	Hammer
Item_SilverHammer	Shiny Hammer
Item_KiraHammer	Flashy Hammer
Item_KiraKiraHammer	Legendary Hammer
Item_GoldHammer	Gold Hammer
Item_PoiHammer	Hurlhammer
Item_PoiKiraHammer	Shiny Hurlhammer
Item_FireHammer	Fire Hammer
Item_IceHammer	Ice Hammer
Item_Kinoko	Mushroom
Item_KiraKinoko	Shiny Mushroom
Item_KiraKiraKinoko	Flashy Mushroom
Item_1upKinoko	1-Up Mushroom
Item_KinokoSet	Mushroom 3-Pack
Item_KinokoDoubleSet	Mushroom 6-Pack
Item_KiraKinokoSet	Shiny Mushroom 3-Pack
Item_FireFlowerSet	Fire Flower Set
Item_IceFlowerSet	Ice Flower Set
Item_PowBlock	POW Block
Item_FireFlower	Fire Flower
Item_KiraFireFlower	Shiny Fire Flower
Item_IceFlower	Ice Flower
Item_KiraIceFlower	Shiny Ice Flower
Item_Coin1	1-Coin
Item_Coin10	10-Coin
Item_Coin100	100-Coin
Item_Coin10000	1000-Coin
Item_HeartSmall	Healing Heart
Item_HeartMiddle	Shiny Healing Heart
Item_HeartLarge	Flashy Healing Heart
Item_Star	Star
Item_PaperSmall	small confetti bag
Item_PaperMiddle	medium confetti bag
Item_PaperLarge	large confetti bag
Item_KnpRadar	Toad Radar
Item_Latency	Lamination Suit
Item_SecretBlockRadar	Hidden Block Unhider
Item_Whistle	Boot Whistle
ImitationItem_PaperBag	Empty Confetti Bag
ImitationItem_MaxHPUp	MAX UP Heart
ImitationItem_MaxHP5Up	MAX UP Heart +5
ImitationItem_MaxHP10Up	MAX UP Heart +10
ImitationItem_MaxHP20Up	MAX UP Heart +20
ImitationItem_Chart	Sea Chart
ImitationItem_PuzzleAnswer	Puzzle Solver
ImitationItem_PuzzleTimer	Timer Extender
PSV_Puzzle_TIME1	Time Plus
PSV_Puzzle_TIME2	Silver Time Plus
PSV_Puzzle_TIME3	Gold Time Plus
PSV_Battle_DAMAGE1	Guard Plus
PSV_Battle_DAMAGE2	Silver Guard Plus
PSV_Battle_DAMAGE3	Gold Guard Plus
PSV_Battle_HP1	Heart Plus
PSV_Battle_HP2	Silver Heart Plus
PSV_Battle_HP3	Gold Heart Plus
PSV_Sub_PaperVacuum	Confetti Vacuum
PSV_Sub_FlowerShower	Petal Bag
PSV_Sub_Pedometer	Coin Step Counter
PSV_Sub_HideBlockAlarm	Hidden Block Alert
PSV_Sub_KinopioAlarm	Toad Alert
PSV_Sub_TreasureAlarm	Treasure Alert
PSV_Sub_BattleParty	Ally Tambourine
PSV_Sub_MarioSound	Retro Soundbox
PSV_Sub_MembersCard1	Membership Card
PSV_Sub_MembersCard2	Silver Membership Card
PSV_Sub_MembersCard3	Gold Membership Card
KeyItem_DefaultHammer	Hammer
KeyItem_DekuSeedDry	Shriveled Seed
KeyItem_DekuSeed	Soul Seed
KeyItem_CoinDirty	Dirty Coin
KeyItem_KinokoDry	Shriveled Mushroom
KeyItem_KeyPeachCastle	Key to Peach's Castle
KeyItem_OrigamiBookEarth	Earth Bibliofold
KeyItem_OrigamiBookWater	Water Bibliofold
KeyItem_OrigamiBookFire	Fire Bibliofold
KeyItem_OrigamiBookIce	Ice Bibliofold
KeyItem_TurtleBallA	Green Shell Stone
KeyItem_TurtleBallB	Yellow Shell Stone
KeyItem_TurtleBallC	Blue Shell Stone
KeyItem_TurtleBallD	Red Shell Stone
KeyItem_TurtleBallE	Purple Shell Stone
KeyItem_CostumeKUR	Goomba Mask
KeyItem_CostumeSAM	Space Warrior Mask
KeyItem_CostumeDON	Jungle King Mask
KeyItem_MiniPieceA	Groovy Panel
KeyItem_MiniPieceB	Groovier Panel
KeyItem_KeyOasisA	Suite Key
KeyItem_KeyOasisB	Professor's Room Key
KeyItem_KNPEyeA	Round Jewel
KeyItem_KNPEyeB	Diamond Jewel
KeyItem_KNPEyeC	Square Jewel
KeyItem_KNPEyeD	Triangle Jewel
KeyItem_CanA	Canned Tuna
KeyItem_CanA_OPEN	Opened Can of Tuna
KeyItem_CanHeart	Canned Heart
KeyItem_NormalPass	Commoner Pass
KeyItem_PremiumPass	Royalty Pass
KeyItem_Bone	Bone
KeyItem_Straw	Straw
KeyItem_ThrowingStarSet	Shuriken
KeyItem_MasterKey	Shogun Studios Master Key
KeyItem_SignBall	Baseball
KeyItem_GeneratorHandle	Lever
KeyItem_SunIncense	Sun Incense
KeyItem_ShellfishBig	Big Shell
KeyItem_WalletA	Heavy Bag
KeyItem_StampCardA	Stamp Card
KeyItem_SpaTicketA	Spring of Rainbows - VIP
KeyItem_KeyKoopaCastle	Key to Bowser's Castle
KeyItem_KeyKinoko	Mushroom Handle
KeyItem_KeyOrb	Diamond Key
KeyItem_OrbPower	Power Orb
KeyItem_OrbWisdom	Wisdom Orb
KeyItem_OrbCourage	Courage Orb
KeyItem_ManholeHandleA	Manhole Hook
KeyItem_DragonPearl	Red Gem
KeyItem_HPMaxUpDry	Shriveled MAX UP Heart
KeyItem_FireFlowerWither	Faded Fire Flower
KeyItem_CD_A	"Thrills at Night"
KeyItem_CD_B	"Heartbeat Skipper"
KeyItem_CD_C	"Deep, Deep Vibes"
KeyItem_CD_D	"M-A-X Power!"
KeyItem_CD_A_name	Thrills at Night
KeyItem_CD_B_name	Heartbeat Skipper
KeyItem_CD_C_name	Deep, Deep Vibes
KeyItem_CD_D_name	M-A-X Power!
KeyItem_CD_K_name	Pool Party (Jump In)
KeyItem_CD_J_name	Temple of Shrooms U.G.
Glossary_Other_1	Ask Olivia
Glossary_Other_2	Toad Points
Glossary_Other_12	Controller
Glossary_Other_13	Accessories
Glossary_Other_3	Collectible Treasure
Glossary_Other_4	confetti
Glossary_Other_5	Confetti Bag
Glossary_Other_6	Not-Bottomless Hole
Glossary_Other_7	? Block
Glossary_Other_8	Hidden Block
Glossary_Other_9	1,000-Fold Arms
Glossary_Other_10	Vellumental Power
Glossary_Other_11	Magic Circle
Glossary_Other_16	Bibliofold
Glossary_Other_17	Warp Pipe
Glossary_Other_18	Origami Festival
Glossary_Other_19	Mushroom Kingdom
Glossary_Other_20	Origami Kingdom
Glossary_Other_21	Paper
Glossary_Other_22	streamer
Glossary_Other_23	red streamer
Glossary_Other_24	blue streamer
Glossary_Other_25	yellow streamer
Glossary_Other_26	purple streamer
Glossary_Other_27	green streamer
Glossary_Other_33	Near the red streamer
Glossary_Other_76	Near the blue streamer
Glossary_Other_77	Near the yellow streamer
Glossary_Other_78	Near the purple streamer
Glossary_Other_79	Near the green streamer
Glossary_Other_80	Near Origami Castle
Glossary_Other_28	Bowser's minions
Glossary_Other_29	Legion of Stationery
Glossary_Other_30	Folded Soldier
Glossary_Other_31	Paper Macho Soldier
Glossary_Other_32	Vellumental
Glossary_Other_98	Toad Tram
Glossary_Other_37	Ol' Grandsappy
Glossary_Other_61	Sweet Sap Loggins
Glossary_Other_34	Toad's BBQ Foodeatery
Glossary_Other_35	Mus\xe9e Champignon
Glossary_Other_81	Art Gallery
Glossary_Other_82	Sound Gallery
Glossary_Other_83	Origami Toad Gallery
Glossary_Other_84	Origami Character Gallery
Glossary_Other_85	Collectible Treasure Gallery
Glossary_Other_36	Battle Lab
Glossary_Other_38	Earth Vellumental Idol
Glossary_Other_75	Shell Stone
Glossary_Other_39	OVERLOOK
Glossary_Other_40	Sensor Lab
Glossary_Other_41	Tall Grass Plains
Glossary_Other_42	Fall Bridge
Glossary_Other_43	Entry Pass
Glossary_Other_44	Tranquil Pipes Teahouse
Glossary_Other_45	Shuriken Dojo
Glossary_Other_46	Lookout Tower
Glossary_Other_47	House of Riddles
Glossary_Other_48	Ninja Attraction
Glossary_Other_49	House of Tricky Ninjas
Glossary_Other_50	Toad's Automoboots
Glossary_Other_51	Boot Car
Glossary_Other_52	Boot Car Type B
Glossary_Other_53	Snif City
Glossary_Other_55	King Shroomses
Glossary_Other_58	Sun Altar
Glossary_Other_59	Peachy Keen Lounge
Glossary_Other_62	The Super Marino
Glossary_Other_63	The Spa Marino
Glossary_Other_64	Trial of Power
Glossary_Other_65	Trial of Wisdom
Glossary_Other_66	Trial of Courage
Glossary_Other_67	Origami Workshop
Glossary_Other_68	Fold of Life
Glossary_Other_69	Spring of Purification
Glossary_Other_70	Spring of Bliss
Glossary_Other_71	Spring of Sanctuary
Glossary_Other_72	Spring of Jungle Mist
Glossary_Other_73	Spring of Rainbows
Glossary_Other_74	Shy Guys Finish Last
Glossary_Other_86	Arrow Panel
Glossary_Other_87	Hint Envelope
Glossary_Other_88	Treasure Chest
Glossary_Other_89	Magic Circle Switch
Glossary_Other_90	Magic Circle Panel
Glossary_Other_91	Action Panel
Glossary_Other_92	\xd72 Striking Power
Glossary_Other_93	Extra Action Panel
Glossary_Other_94	\xd71.5 Striking Power
Glossary_Other_95	Angry Enemy
Glossary_Other_96	Damaged Weapon
Glossary_Other_97	1-Up Mushroom
hint.msbt
Hint_Common_1	Ooh! Thank you for calling on\nme with . It's my first hint!\nNow for an actual hint. Umm...
Hint_Common_2	Press ! !
Hint_Common_3	Where are you going, Mario?\nWe have to look for Bobby\non Autumn Mountain!
Hint_W0C1_2	That hole in the wall looks like it\nmight be a way to sneak out!
Hint_W0C1_4	I'm feeling like a good hurry is in\norder. Is there a way out of here\nnearby?
Hint_W0C1_5	That voice was really scary!\nWhere did it come from?
Hint_W0C1_6	I feel like something's going down in\nthat room with the spooky voice.\nShould we check it out?
Hint_W0C1_7	Bowser has a secret? Ooh, what\ncould it be?
Hint_W0C1_8	He said there's a secret exit.\nDo you think that means it's\nhidden by something?
Hint_W0C1_9	Could the secret exit be in that\nroom where they were keeping\nBowser?
Hint_W0C1_10	Lookee there! It's a Magic Circle!
Hint_W0C1_11	Where do you think the secret exit\nleads? Oh...I bet that's a secret too.
Hint_W1C1_26	If you hit flowers, grass, and trees\nwith {c[404040]}, confetti will come flying out!\x0e\0\x04\0Come back to that big hole once\nyou've collected a lot of it, OK?{c[404040]}
Hint_W1C1_38	It might be time for you to head\nback over to that big hole!
Hint_W1C1_37	Try throwing confetti on the big\nhole with ! Yah ! Whee !
Hint_W1C1_27	Mariooo! Over here!
Hint_W1C1_28	Waaah, I say! Please come and\nhelp me!
Hint_W1C1_1	It's so quiet here. TOO quiet, maybe?\nMaybe. Let's find a way out of here.
Hint_W1C1_39	A Magic Circle in a place like this?\nHuh! What will happen if you use it?
Hint_W1C1_2	Maybe we should try going as far as\nwe can? See what happens?
Hint_W1C1_3	How about we head over to where\nPeach's Castle used to be?
Hint_W1C1_4	{s[080]}Did you just hear mysterious voices\nwhispering mysteriously? Yay? Nay?{s[100]}
Hint_W1C1_5	Do you want to see what happens\nif you pull on the dangly green\nthings hanging from the trees?
Hint_W1C1_6	That sound! Did you hear it? It's like\nsomething crashed into something.\nOr something!
Hint_W1C1_7	These mountains are big. Really,\nreally big. Maybe we should just\nkeep going farther.
Hint_W1C1_29	This place seems really familiar...\nMaybe things will change if we\njust keep going.
Hint_W1C1_30	Doesn't that big stump look like\nthe perfect place to take a quick\nlittle rest?
Hint_W1C1_10	It sounds like we need something\ncalled the Soul Seed to help him\nget his energy back. Should we\nask where to find it?
Hint_W1C1_11	Have we seen that big, golden\nfruit before? There's got to be\na way to get it, right?
Hint_W1C1_13	Aww, it's too bad the vine broke.\nBut maybe the golden fruit will fall\nif you shake the tree a bit.
Hint_W1C1_14	Did something come out of that\ngolden fruit?
Hint_W1C1_15	Did we just get the Soul Seed? Wow!\nThat's the thing that will give the\ntree grandpa his energy back, right?
Hint_W1C1_16	A shriveled seed won't help. I feel\nlike there's something that can fix\nshriveled things...but where?
Hint_W1C1_17	The spring! Didn't we see some old\nwrinkly stuff fall in there before?
Hint_W1C1_20	What do you think will happen if we\nthrow in something that's shriveled?
Hint_W1C1_21	Ooh, the seed is sooo smooth now!\nAnd it's overflowing with power!
Hint_W1C1_22	Did something happen to Ol'\nGrandsappy? What should\nwe do, Mario?
Hint_W1C1_23	Do you think we can fix the hollow\nspot in Ol' Grandsappy with ?
Hint_W1C1_24	What could happen if we give\nOl' Grandsappy that smooth seed?\nThe one that seems full of energy?
Hint_W1C1_25	We'd better hurry to where\nPeach's Castle used to be!
Hint_W1C1_31	Part of that fence looks like it's\nalready falling over. Could it fall\nthe rest of the way?
Hint_W1C1_32	Is there something we can do to the\nshrub to help that poor Toad?
Hint_W1C1_33	He's still not looking great. Could\nwe flatten him out somehow?
Hint_W1C1_34	That bench looks super cozy. It's\nalmost like it's waiting for us!
Hint_W1C1_35	There are SO MANY trees here! And\nthis mountain air is super tasty. It\nmakes my paper heart soar!
Hint_W1G1_1	We still haven't reached the castle,\nbut we've gotta be getting close.
Hint_W1G1_2	Could you use your hammer to\nhit the sticker on that monster's\nback?
Hint_W1G1_3	I think it's working! Keep hitting\nit, Mario!
Hint_W1G1_4	That big door we saw further in must\nbe the gate to Peach's Castle.
Hint_W1G1_35	I hear a voice. Is it coming\nfrom the yard?
Hint_W1G1_5	I hear a voice from the yard, but if\nthe door won't open, we should try\nopening something somewhere else.
Hint_W1G1_33	That awful thing is chewing on\nsomeone! How rude!
Hint_W1G1_6	How do we get to Peach's Castle...\nDo you want to try going in different\nplaces for now?
Hint_W1G1_7	So there's a sewer that connects\nto Peach's Castle...
Hint_W1G1_8	So a less handsome Red Shy\nGuy has something to do with\nthe manhole hook... Wait, which\none is less handsome?!
Hint_W1G1_9	Wait, what was the color and\nhandsomeness level of the guy\nbeing eaten by that monster?
Hint_W1G1_11	That OK-looking Shy Guy said the\nthing we need is in the red brick\nbuilding near the port.
Hint_W1G1_12	The manhole hook is in the\nstorehouse somewhere...but where?
Hint_W1G1_13	Those shelves are waaay too high. If\nonly we could shake them up to see\nif anything's up there...
Hint_W1G1_14	Hello, hello, Mr. Magic Circle!\nWe meet again.
Hint_W1G1_15	You got the manhole hook! Now we\ncan go and...hook that manhole!
Hint_W1G1_16	The entrance to the sewer is open!\nMaybe we can finally get to the\ncastle.
Hint_W1G1_18	Maybe we can find some sign of your\nbrother in the castle ruins.
Hint_W1G1_17	Such a majestic castle is now just\na pile of rubble... I sure hope your\nbrother is OK, Mario.
Hint_W1G1_19	If you're looking for memories\nof Luigi, I'll be right with you\nthe whole time...
Hint_W1G1_20	Look! A Magic Circle!
Hint_W1G1_42	Someone came out of that wall!\nQuick, straighten him out!
Hint_W1G1_21	We'd better check all over in case\nthere's a clue about Peach's Castle.
Hint_W1G1_22	Say, wasn't there a door over by\nthe wreckage? I feel like...there was.
Hint_W1G1_23	Maybe there's a clue about\nPeach's Castle up ahead.
Hint_W1G1_24	I wonder what's at the end of\nthe red streamer...
Hint_W1G1_38	The red streamer looks like it's\nconnected to the top of Overlook\nMountain.
Hint_W1G1_25	Where's that voice coming from?!\nTry hitting things until you find out.\nThat's the best idea I've got.
Hint_W1G1_26	That Folded Soldier was hiding a\nMagic Circle!
Hint_W1G1_27	I think that Toad over by the\nbridge needs help. Are we going\nto leave him behind?
Hint_W1G1_28	The blue streamer is up next. It looks\nlike it goes to that red mountain.
Hint_W1G1_39	It looks like the blue streamer leads\nto the top of Autumn Mountain...
Hint_W1G1_40	Let's head to Shogun Studios and\nlook for the blue streamer.
Hint_W1G1_43	I think we need to head to\nSweetpaper Valley to find the\nyellow streamer, right?
Hint_W1G1_48	The yellow streamer definitely ends\nin the desert somewhere. Let's go\nlook for it!
Hint_W1G1_47	I'm sure there's something else we\nshould be doing in the Scorching\nSandpaper Desert...but what?
Hint_W1G1_31	Maybe the docks will lead us to this\nGreat Sea place. With "Great" in the\nname, it's got a lot to live up to!
Hint_W1G1_30	I think we need the sea chart to\nget to the purple streamer. Do you\nthink Captain T. Ode might be\nat the mus\xe9e?
Hint_W1G1_44	The purple streamer is in the\nGreat Sea. Let's take the boat\nfrom the dock!
Hint_W1G1_41	The purple streamer is in the\nSea Tower.
Hint_W1G1_45	Is there just one streamer left?\nHooray! I think it's the green one\nstretching up to the sky.
Hint_W1G1_49	The green streamer is going right\ninto Bowser's Castle in Shangri-Spa.
Hint_W1G1_46	Let's get on the airship with Bowser\nand head to Peach's Castle!
Hint_W1G1_29	We've got to go back to the peak\nof the volcano to reach the castle\nand stop my brother. Head to the\nmus\xe9e pipe room if you're ready.
Hint_W1G1_32	Where are we?! This place is totally\ndeserted. There's, like, nooooobody\nhere at all!
Hint_W1G1_34	I want to make this the coolest\nmus\xe9e ever, so let's collect a\nbunch of stuff, OK?
Hint_W1G1_36	Oh my gosh. The mus\xe9e's collection\nis complete. The entire thing!\nThat's all thanks to you, Mario!
Hint_W1G1_37	You need a hint? Or just someone to\ndo some motivational yelling? Time\nto train, Mario! Work those hammers\nand boots!
