album.msbt
armor.msbt
Fighter00	みならいのよろい
DateMapTalk_Start_6	{r2[こうえん]}公園{/r2}で\nのんびり
DateMapTalk_Start_7	{r2[ぼくじょう]}牧場{/r2}に\nレッツゴー
DateMapTalk_Start_8	ショッピング\n{r2[たの]}楽{/r2}しみー
DateMapTalk_Start_9	{r2[えいが]}映画{/r2}　{r2[み]}見{/r2}に\n{r2[い]}行{/r2}こう
DateMapTalk_Start_10	{[1900]}と\nデートだー
DateMapTalk_Start_11	{r2[としょかん]}図書館{/r2}で\n{r2[ほん]}本{/r2}　{r2[よ]}読{/r2}もう
DateMapTalk_Start_12	お{r2[はな]}花{/r2}　いっぱい\n{r2[み]}見{/r2}られるかな
DateMapTalk_Start_13	{r2[りょうり]}料理{/r2}　つくって\nたべたいね
DateMapTalk_Start_14	ジムで　からだ\nきたえるぞー
DateMapTalk_Posi_Cmn_00	デート\n{r2[たの]}楽{/r2}しみー
DateMapTalk_Posi_Cmn_01	ドキドキ\nするー
DateMapTalk_Posi_Cmn_02	いい\n{r2[ふんいき]}雰囲気{/r2}
DateMapTalk_Posi_Cmn_03	やさしく\nしてね
DateMapTalk_Posi_Cmn_04	いっしょに\n{r2[ある]}歩{/r2}こう
DateMapTalk_Posi_Cmn_05	キンチョー\nしちゃう
DateMapTalk_Posi_Cmn_06	ずっと\nいっしょだよ
DateMapTalk_Posi_Cmn_07	{[0300|01cd]}と\nデート♪
DateMapTalk_Posi_Cmn_08	{[0300|01cd]}と\nふたりきり
DateMapTalk_Posi_Cmn_09	{[0300|01cd]}\nどうかな？
DateMapTalk_Posi_Cmn_10	{[0300|01cd]}\nついてきて
DateMapTalk_Posi_Cmn_11	テンション\nあがるー
DateMapTalk_Posi_Cmn_12	ゆっくり\n{r2[ある]}歩{/r2}こう
DateMapTalk_Posi_Cmn_13	うれしいなー
DateMapTalk_Posi_Cmn_14	{r2[たの]}楽{/r2}しもうね
DateMapTalk_Posi_Cmn_15	{[0300|01cd]}\nどんな{r2[きぶん]}気分{/r2}？
DateMapTalk_Posi_Cmn_16	ビシッと\nきめる！
DateMapTalk_Posi_Cmn_17	いい{r2[ひ]}日{/r2}に\nなるかなー？
DateMapTalk_Posi_Cmn_18	{[0300|01cd]}は\n{r2[げんき]}元気{/r2}だねー
DateMapTalk_Posi_Cmn_19	{[1100|00cd0e0073006d0069006c0065005f004500]}こちらへ\nどうぞ
DateMapTalk_Posi_Cmn_20	{[0300|01cd]}の\n{r2[ふく]}服{/r2}　イイね
DateMapTalk_Posi_Cmn_21	もじもじ
DateMapTalk_Posi_Cmn_22	たまには\nいいよね
DateMapTalk_Posi_Cmn_23	{[0300|01cd]}\nカオ　{r2[あか]}赤{/r2}い？
DateMapTalk_Posi_Cmn_24	ちょっと\nてれちゃう
DateMapTalk_Posi_Cmn_25	ヘアスタイル\nどうかな？
DateMapTalk_Posi_Cmn_26	{r2[て]}手{/r2}を\nつなぎたい
DateMapTalk_Posi_Cmn_27	おちつけ\n{[0302|00cd]}
DateMapTalk_Posi_Cmn_28	{[0300|01cd]}\nつかれてない？
DateMapTalk_Posi_Cmn_29	しあわせだなー
DateMapTalk_Posi_Ans_Cmn_00	{[0302|00cd]}も！
DateMapTalk_Posi_Ans_Cmn_01	だよねー
DateMapTalk_Posi_Ans_Cmn_02	ふふふ
DateMapTalk_Posi_Ans_Cmn_03	ホントにー？
DateMapTalk_Posi_Ans_Cmn_04	{[0e00|01cd0000]}そうなんだ
DateMapTalk_Posi_Ans_Cmn_05	わかるー
DateMapTalk_Posi_Ans_Cmn_06	オッケー
DateMapTalk_Posi_Ans_Cmn_07	{[0e00|01cd0000]}{[0300|01cd]}\nキンチョーしてる？
DateMapTalk_Posi_Ans_Cmn_08	{[0e00|01cd0000]}{[0300|01cd]}\n{r2[たの]}楽{/r2}しそう
DateMapTalk_Posi_Ans_Cmn_09	{[0e00|01cd0000]}{[0300|01cd]}\nムリしちゃって
DateMapTalk_Posi_Ans_Cmn_10	{[0e00|01cd0000]}{[0300|01cd]}\nカワイイなー
DateMapTalk_Posi_Ans_Cmn_11	えっ　なんて？
DateMapTalk_Posi_Ans_Cmn_12	どうかな？
DateMapTalk_Posi_Ans_Cmn_13	まあねー
DateMapTalk_Posi_Ans_Cmn_14	{[0e00|01cd0000]}{r2[たの]}楽{/r2}しそう
DateMapTalk_Posi_Ans_Cmn_15	うんうん
DateMapTalk_Posi_Ans_Cmn_16	イイね
DateMapTalk_Posi_Ans_Cmn_17	{[0e00|01cd0000]}ニヤニヤ
DateMapTalk_Posi_Ans_Cmn_18	{[0e00|01cd0000]}ちょっと\nはずかしい
DateMapTalk_Posi_Ans_Cmn_19	{[0302|00cd]}も\nそうだけど
DateMapTalk_Posi_Ans_Cmn_20	はいはい
DateMapTalk_Posi_Ans_Cmn_21	よかったね
DateMapTalk_Posi_Ans_Cmn_22	バッチリ！
DateMapTalk_Posi_Ans_Cmn_23	それ　{r2[ほんき]}本気{/r2}？
DateMapTalk_Posi_Ans_Cmn_24	{[0e00|01cd0000]}うーん…
DateMapTalk_Posi_Ans_Cmn_25	{[0e00|01cd0000]}そういうとこ
DateMapTalk_Posi_Ans_Cmn_26	わかったから
DateMapTalk_Posi_Ans_Cmn_27	えーっ！
DateMapTalk_Posi_Ans_Cmn_28	そう{r2[く]}来{/r2}るか！
DateMapTalk_Posi_Ans_Cmn_29	やったー！
DateMapTalk_Posi_Ans_Cmn_30	{[0e00|01cd0000]}わかってない
DateMapTalk_Posi_Ans_Cmn_31	それなら\nまあ…
DateMapTalk_Posi_Ans_Cmn_32	ちょっとだけね
DateMapTalk_Posi_Ans_Cmn_33	なんの{r2[はなし]}話{/r2}？
DateMapTalk_Posi_Ans_Cmn_34	{r2[きゅう]}急{/r2}に\nどうした？
DateMapTalk_Posi_Ans_Cmn_35	{[0e00|01cd0000]}{r2[と]}飛{/r2}ばすなー
DateMapTalk_Posi_Ans_Cmn_36	それだ！
DateMapTalk_Posi_Ans_Cmn_37	うわあ
DateMapTalk_Posi_Ans_Cmn_38	リラックス\nしなよ
DateMapTalk_Posi_Ans_Cmn_39	いいこと\nいうね
DateMapTalk_Posi_Ans_Cmn_40	どっち\n{r2[む]}向{/r2}いてるの？
DateMapTalk_Posi_Ans_Cmn_41	ごめんなさい
DateMapTalk_Posi_Ans_Cmn_42	あははー
DateMapTalk_Posi_Ans_Cmn_43	{r2[たの]}楽{/r2}しみだね
DateMapTalk_Posi_Ans_Cmn_44	{[0e00|01cd0000]}どこへ\n{r2[い]}行{/r2}くんだっけ
DateMapTalk_Posi_Ans_Cmn_45	いいね
DateMapTalk_Posi_Ans_Cmn_46	むう
DateMapTalk_Posi_Ans_Cmn_47	そう{r2[み]}見{/r2}える？
DateMapTalk_Posi_Ans_Cmn_48	おっしゃるとおり
DateMapTalk_Posi_Ans_Cmn_49	いいのかなー？
DateMapTalk_Other_Cmn_00	キンチョー\nしてない？
DateMapTalk_Other_Cmn_01	おやつ\nもった？
DateMapTalk_Other_Cmn_02	こっちで\nいいのかな
DateMapTalk_Other_Cmn_03	{r2[ね]}寝{/r2}ぐせ\n{r2[き]}気{/r2}になる
DateMapTalk_Other_Cmn_04	{r2[い]}行{/r2}けば\nわかるよ
DateMapTalk_Other_Cmn_05	デート\nびよりだね
DateMapTalk_Other_Cmn_06	ふたりきり\nだねー
DateMapTalk_Other_Cmn_07	{[0300|01cd]}は\nおちつこう
DateMapTalk_Other_Cmn_08	{[0300|01cd]}と\nデートかー
DateMapTalk_Other_Cmn_09	{[0300|01cd]}\nキゲンわるい？
DateMapTalk_Other_Cmn_10	{[0300|01cd]}\nイイなー
DateMapTalk_Other_Cmn_11	{[0300|01cd]}は\nよかったの？
DateMapTalk_Other_Cmn_12	イイこと\nあるかなー
DateMapTalk_Other_Cmn_13	{r2[かえ]}帰{/r2}り{r2[みち]}道{/r2}\nわかる？
DateMapTalk_Other_Cmn_14	{r2[きょう]}今日{/r2}の\n{r2[よてい]}予定{/r2}は…
DateMapTalk_Other_Cmn_15	トイレ\n{r2[い]}行{/r2}きたい…
DateMapTalk_Other_Cmn_16	おやつの\n{r2[じかん]}時間{/r2}…
DateMapTalk_Other_Cmn_17	ちょっと\nつかれたかも
DateMapTalk_Other_Cmn_18	この{r2[ふく]}服{/r2}\nお{r2[き]}気{/r2}に{r2[い]}入{/r2}り
DateMapTalk_Other_Cmn_19	{[0300|01cd]}は\nトイレいい？
DateMapTalk_Other_Cmn_20	あれ\nなんだっけ？
DateMapTalk_Other_Cmn_21	わすれもの\nないかな
DateMapTalk_Other_Cmn_22	おなか\nへってない？
DateMapTalk_Other_Cmn_23	このまま\nふたりで…
DateMapTalk_Other_Cmn_24	{r2[あし]}足{/r2}もと\n{r2[き]}気{/r2}をつけて
DateMapTalk_Other_Cmn_25	だいじな\n{r2[はなし]}話{/r2}が…
DateMapTalk_Other_Cmn_26	{[0300|01cd]}\n{r2[き]}聞{/r2}いてる？
DateMapTalk_Other_Cmn_27	もうちょっと\nまってね
DateMapTalk_Other_Cmn_28	{[0300|01cd]}\n{r2[み]}見{/r2}て{r2[み]}見{/r2}てー
DateMapTalk_Other_Cmn_29	もう　こんな{r2[じかん]}時間{/r2}
DateMapTalk_Other_Ans_Cmn_00	はーい
DateMapTalk_Other_Ans_Cmn_01	ふふーん
DateMapTalk_Other_Ans_Cmn_02	まあ　いいか
DateMapTalk_Other_Ans_Cmn_03	それは\nいけない
DateMapTalk_Other_Ans_Cmn_04	んー？
DateMapTalk_Other_Ans_Cmn_05	さすが\n{[0300|01cd]}
DateMapTalk_Other_Ans_Cmn_06	{r2[し]}知{/r2}らなーい
DateMapTalk_Other_Ans_Cmn_07	ダメだよー
DateMapTalk_Other_Ans_Cmn_08	{[0e00|01cd0000]}{r2[ふあん]}不安{/r2}…
DateMapTalk_Other_Ans_Cmn_09	あー　うん
DateMapTalk_Other_Ans_Cmn_10	よしよし
DateMapTalk_Other_Ans_Cmn_11	つまんなーい
DateMapTalk_Other_Ans_Cmn_12	ゆるす！
DateMapTalk_Other_Ans_Cmn_13	{[0e00|01cd0000]}ごはん\nなに　たべよ
DateMapTalk_Other_Ans_Cmn_14	はやくしてー
DateMapTalk_Other_Ans_Cmn_15	{r2[き]}聞{/r2}こえなーい
DateMapTalk_Other_Ans_Cmn_16	それ　いいね
DateMapTalk_Other_Ans_Cmn_17	{[0300|01cd]}\nおもしろい
DateMapTalk_Other_Ans_Cmn_18	なるほどー
DateMapTalk_Other_Ans_Cmn_19	{[0e00|01cd0000]}{r2[ふく]}服{/r2}にゴミが…
DateMapTalk_Other_Ans_Cmn_20	{[0e00|01cd0000]}{r2[ほんき]}本気{/r2}で\nいってる？
DateMapTalk_Other_Ans_Cmn_21	ねー
DateMapTalk_Other_Ans_Cmn_22	{[0e00|01cd0000]}それは\nダメでしょ
DateMapTalk_Other_Ans_Cmn_23	なんで\nそう{r2[おも]}思{/r2}うの？
DateMapTalk_Other_Ans_Cmn_24	{[0e00|01cd0000]}もやもやするー
DateMapTalk_Other_Ans_Cmn_25	{r2[き]}聞{/r2}いてるよー
DateMapTalk_Other_Ans_Cmn_26	{[0e00|01cd0000]}これって\nデートなの？
DateMapTalk_Other_Ans_Cmn_27	{[0e00|01cd0000]}だまっとこ
DateMapTalk_Other_Ans_Cmn_28	そうだよー
DateMapTalk_Other_Ans_Cmn_29	{[0e00|01cd0000]}{r2[くうき]}空気{/r2}　よんで
DateMapTalk_Alone_Horse_00	{r2[たの]}楽{/r2}しもうね\n{[1900]}
DateMapTalk_Alone_Horse_01	{[1900]}\n{r2[げんき]}元気{/r2}だねー
DateMapTalk_Alone_Horse_02	{[1900]}\nどこ　{r2[い]}行{/r2}きたい？
DateMapTalk_Alone_Horse_03	{[1900]}も\n{r2[たの]}楽{/r2}しんでね
DateMapTalk_Alone_Horse_04	あとで　おやつ\nたべようね
DateMapTalk_Alone_Horse_05	{[1900]}は\nなにが　ほしい？
DateMapTalk_Alone_Horse_06	わーい！
DateMapTalk_Alone_Horse_07	{[1900]}\nカワイイなー
DateMapTalk_Alone_Horse_08	ヤッホー！
DateMapTalk_Alone_Horse_09	{[1900]}は\nなに　たべたい？
DateMapTalk_Alone_Horse_10	{r2[き]}気{/r2}もちイイ！
DateMapTalk_Alone_Horse_11	リンゴ\nたべたーい！
DateMapTalk_Alone_Horse_12	ニンジンって\nおいしい？
DateMapTalk_Alone_Horse_13	{[1900]}\nおっきいなー
DateMapTalk_Alone_Horse_14	あははーっ！
DateMapTalk_Alone_Horse_15	{r2[かえ]}帰{/r2}ったら\nブラッシングだー
DateMapTalk_Alone_Horse_16	{[1900]}の\n{r2[せなか]}背中{/r2}　{r2[ひろ]}広{/r2}ーい
DateMapTalk_Alone_Horse_17	{[1900]}\nフッサフサだね！
DateMapTalk_Alone_Horse_18	{[1900]}\nイイにおい
DateMapTalk_Alone_Horse_19	{[1900]}\nずっと　いっしょ
DateMapTalk_Alone_Horse_20	{[1900]}は\n{r2[じゆう]}自由{/r2}だー！
DateMapTalk_Alone_Horse_21	どこで\nデートする？
DateMapTalk_Alone_Horse_22	いつも\nありがとね
DateMapTalk_Alone_Horse_23	{[1900]}は\nだれが　{r2[す]}好{/r2}き？
DateMapTalk_Alone_Horse_24	ふふーん♪
DateMapTalk_Alone_Horse_25	ゆれが\nここち　いい
DateMapTalk_Alone_Horse_26	ずっと\n{r2[の]}乗{/r2}っていたい
DateMapTalk_Alone_Horse_27	{r2[うまごや]}馬小屋{/r2}\nそうじしないと
DateMapTalk_Alone_Horse_28	{r2[きょう]}今日{/r2}も\nゴキゲンだね
DateMapTalk_Alone_Horse_29	{[0302|00cd]}\n{r2[おも]}重{/r2}くない？
date_event2.msbt
libraryTalk010_A_01	むっ
libraryTalk010_A_02	ほほう
libraryTalk010_A_03	なるほど
libraryTalk010_A_04	そうなのか…
libraryTalk010_A_05	ふむふむ
libraryTalk010_A_06	{[0e00|01cd0000]}{[0300|00cd]}\n{r2[たの]}楽{/r2}しんでるなー
libraryTalk030_A_00	ねえ\n{[0300|01cd]}
libraryTalk030_A_01	なにー？
libraryTalk030_A_02	「手綱」って\nなんて{r2[よ]}読{/r2}むの？
libraryTalk030_A_03	「たづな」だよ
libraryTalk030_A_04	「鞍」は？
libraryTalk030_A_05	「くら」かな
libraryTalk030_A_06	じゃあ\n「蹄」は？
libraryTalk030_A_07	蹄…\nわかんない
libraryTalk030_A_08	{r2[せいかい]}正解{/r2}は　「ひづめ」です
libraryTalk040_A_00	その{r2[ほん]}本{/r2}\nおもしろい？
libraryTalk040_A_01	うん\nすごく
libraryTalk040_A_02	{r2[よ]}読{/r2}んで\n{r2[き]}聞{/r2}かせてよ
libraryTalk040_A_03	いいよ
libraryTalk040_A_04	これは　ずっとむかしの\nものがたり
libraryTalk040_A_05	サイショーの{r2[くに]}国{/r2}が\nできる{r2[まえ]}前{/r2}のこと
libraryTalk040_A_06	{r2[まいご]}迷子{/r2}の{r2[もり]}森{/r2}の\n{r2[おくふか]}奥深{/r2}くに…
libraryTalk040_A_07	ひとりの　エルフが\n{r2[く]}暮{/r2}らしていました
libraryTalk050_A_00	その{r2[ほん]}本{/r2}\nおもしろい？
libraryTalk050_A_01	おもしろいよ
libraryTalk050_A_02	{[0302|00cd]}も\n{r2[よ]}読{/r2}みたい
libraryTalk050_A_03	じゃあ　いっしょに\n{r2[よ]}読{/r2}もうか
libraryTalk050_A_04	ページ\nめくっていい？
libraryTalk050_A_05	ちょっと\nまって
libraryTalk050_A_06	うん…
libraryTalk050_A_07	{[0e01]}{[1201]}………
libraryTalk050_A_08	{[0e00|01cd0000]}{r2[なが]}流{/r2}された？
libraryTalk050_A_09	おもしろい
libraryTalk050_A_10	まだダメ
libraryTalk050_A_11	{[0e00|01cd0000]}{r2[よ]}読{/r2}むの\nおそいなー
libraryTalk050_A_12	うん\nまあまあ
libraryTalk050_A_13	いっしょに\n{r2[よ]}読{/r2}ませて
libraryTalk050_A_14	{r2[き]}気{/r2}が{r2[む]}向{/r2}いたらねー
libraryTalk050_A_15	{[0e00|01cd0000]}まだかなー
libraryTalk060_A_00	この\n{r2[としょかん]}図書館{/r2}の{r2[ほん]}本{/r2}！
libraryTalk060_A_01	ぜーんぶ\n{r2[よ]}読{/r2}むよー！
libraryTalk060_A_02	がんばって
libraryTalk060_A_03	も…{r2[もじ]}文字{/r2}が\n{r2[よ]}読{/r2}みづらいわい
libraryTalk060_A_04	{r2[とし]}年{/r2}はとりたく\nないのう…
libraryTalk060_A_05	どんだけ\n{r2[よ]}読{/r2}んだの！？
greenroomTalk010_A_00	わー　{r2[みどり]}緑{/r2}が\nいっぱい
greenroomTalk010_A_01	{r2[しょくぶつ]}植物{/r2}の\nにおいー
greenroomTalk010_A_02	いやされるー
greenroomTalk010_A_03	{r2[ひ]}日{/r2}ざしが\nあったかいー
greenroomTalk010_A_04	{r2[にっこうよく]}日光浴{/r2}だー
greenroomTalk010_A_05	わーい
greenroomTalk020_A_00	あっ　{r2[み]}見{/r2}て\nチューリップ
greenroomTalk020_A_01	キレイだねー
greenroomTalk020_A_02	チューリップの\n{r2[はな]}花{/r2}ことば　{r2[し]}知{/r2}ってる？
greenroomTalk020_A_03	{r2[し]}知{/r2}らなーい
greenroomTalk020_A_04	{r2[いろ]}色{/r2}によって\nちがうんだよ
greenroomTalk020_A_05	たとえば？
greenroomTalk020_A_06	{r2[あか]}赤{/r2}いチューリップの\n{r2[はな]}花{/r2}ことばは…
greenroomTalk020_A_07	{r2[あい]}愛{/r2}の{r2[こくはく]}告白{/r2}！
greenroomTalk020_A_08	ホントかなー？
greenroomTalk020_A_09	{r2[きいろ]}黄色{/r2}いチューリップの\n{r2[はな]}花{/r2}ことばは…
greenroomTalk020_A_10	{r2[みの]}実{/r2}らぬ{r2[こい]}恋{/r2}！
greenroomTalk020_A_11	{r2[しろ]}白{/r2}いチューリップの\n{r2[はな]}花{/r2}ことばは…
greenroomTalk020_A_12	{r2[あたら]}新{/r2}しい{r2[あい]}愛{/r2}！
greenroomTalk030_A_00	あっ\nちょうちょ！
greenroomTalk030_A_01	{r2[はな]}花{/r2}のミツ\nすってるー
greenroomTalk030_A_02	ミツかー\n{r2[あま]}甘{/r2}いのかな
greenroomTalk030_A_03	{r2[あま]}甘{/r2}いもの\nたべたくない？
greenroomTalk030_A_04	たべたい！
greenroomTalk030_A_05	{r2[かえ]}帰{/r2}りに\nたべよっか
greenroomTalk040_A_00	くんくん
greenroomTalk040_A_01	いいニオイ
greenroomTalk040_A_02	くんくん
greenroomTalk040_A_03	ほんとだー
greenroomTalk040_A_04	どの{r2[はな]}花{/r2}の\nニオイだろ
greenroomTalk040_A_05	くんくん
greenroomTalk040_A_06	この{r2[はな]}花{/r2}かな
greenroomTalk040_A_07	くんくん
greenroomTalk040_A_08	この{r2[はな]}花{/r2}だね！
greenroomTalk050_A_00	いろんな\n{r2[はな]}花{/r2}が　あるね
greenroomTalk050_A_01	あの{r2[はな]}花{/r2}\nはじめて{r2[み]}見{/r2}た
greenroomTalk050_A_02	{[0302|00cd]}は\n{r2[み]}見{/r2}たことある
greenroomTalk050_A_03	いっぱい\n{r2[さ]}咲{/r2}いてた
greenroomTalk050_A_04	どこで？
greenroomTalk050_A_05	わすれちゃった
greenroomTalk050_A_06	えーっ
greenroomTalk050_A_07	{[0302|01cd]}も\n{r2[み]}見{/r2}たかったー
gymTalk010_A_00	バーベル\nチャレンジ！
gymTalk010_A_01	{[0300|00cd]}\nがんばれー！
gymTalk010_A_02	ムン！
gymTalk010_A_03	おっ
gymTalk010_A_04	{[1100|00cd280074007200610069006e0069006e0067005f00410072006d0050006f00770065007200660075006c00]}うおーーっ！
gymTalk010_A_05	{[0e01]}{[1201]}………
gymTalk010_A_06	{r2[きょう]}今日{/r2}は\nこのくらいで
gymTalk020_A_00	ふぅ
gymTalk020_A_01	そろそろ\n{r2[お]}終{/r2}わろっか
gymTalk020_A_02	つかれたー
gymTalk020_A_03	{r2[かえ]}帰{/r2}りに　なにか\nたべない？
gymTalk020_A_04	{r2[あま]}甘{/r2}いもの\nたべたいなー
gymTalk020_A_05	いいね！
gymTalk020_A_06	トレーニングの\nあとは？
gymTalk020_A_07	プロテインだ！
gymTalk030_A_00	むん
gymTalk030_A_01	{r2[み]}見{/r2}て{r2[み]}見{/r2}てー
gymTalk030_A_02	この{r2[きんにく]}筋肉{/r2}\nすごいでしょ？
gymTalk030_A_03	{[0e00|01cd0000]}イメージ\nトレーニングかな？
gymTalk040_A_00	{r2[み]}見{/r2}て\nこの{r2[ぞう]}像{/r2}
gymTalk040_A_01	ムッキムキだね
gymTalk040_A_02	かっこいいー
gymTalk040_A_03	むん
gymTalk040_A_04	こんな{r2[かん]}感{/r2}じ？
gymTalk040_A_05	まだまだ　だね
gymTalk050_A_00	どれで\nトレーニングする？
gymTalk050_A_01	ランニングマシーン！
gymTalk050_A_02	オッケー！
gymTalk050_A_03	はっ　はっ
gymTalk050_A_04	ふっ　ふっ
gymTalk050_A_05	{[1100|00cd280074007200610069006e0069006e0067005f00410072006d0050006f00770065007200660075006c00]}うおーっ！
gymTalk050_A_06	ダンベル！
gymTalk050_A_07	{r2[ゆか]}床{/r2}！
gymTalk050_A_08	{r2[ゆか]}床{/r2}！？
kitchenTalk010_A_00	できたー！
kitchenTalk010_A_01	おー
kitchenTalk010_A_02	おいしそう
kitchenTalk010_A_03a	めしあがれ
kitchenTalk010_A_03b	たべてー！
kitchenTalk010_A_03c	たべてみる？
kitchenTalk010_A_03d	どうぞ…
kitchenTalk010_A_03e	どうかな…
kitchenTalk010_A_03f	たべていいよ
kitchenTalk010_A_03g	よし！
kitchenTalk010_A_04	いただきまーす
kitchenTalk010_A_05	{r2[しん]}信{/r2}じられない　おいしさ！
kitchenTalk010_A_06	やったー！
kitchenTalk010_A_07	{[0300|01cd]}は　おいしく　いただいた
kitchenTalk010_A_08	よかった
kitchenTalk010_A_09	{[0300|01cd]}は　ガマンして　のみこんだ
kitchenTalk010_A_10	ダメかー
kitchenTalk020_A_00	グラタン\n{r2[つく]}作{/r2}りまーす
kitchenTalk020_A_01	てつだおうか？
kitchenTalk020_A_02	{[0300|00cd]}は\n{r2[み]}見{/r2}てて
kitchenTalk020_A_03	オッケー
kitchenTalk020_A_04	グラタン\nたのしみー
kitchenTalk020_A_05	おいしそう！
kitchenTalk020_A_06	なんで！？
kitchenTalk030_A_00	じゃあ　{r2[たま]}玉{/r2}ねぎ\n{r2[き]}切{/r2}りまーす
kitchenTalk030_A_01	がんばって！
kitchenTalk030_A_02	うぉーっ！
kitchenTalk030_A_03	{r2[め]}目{/r2}に\nしみるー
kitchenTalk030_A_04	ぶわっ
kitchenTalk030_A_05	えっ？
kitchenTalk050_A_00	ふたりで　シチューを{r2[つく]}作{/r2}っている
kitchenTalk050_A_01	あとは\n{r2[に]}煮{/r2}こむだけ！
kitchenTalk050_A_02	{r2[おど]}踊{/r2}りながら\n{r2[ま]}待{/r2}ってよう
kitchenTalk050_A_03	あっ！
kitchenTalk050_A_04	こげてる！
kitchenTalk060_A_00	がんばって\n{r2[りょうり]}料理{/r2}つくるよー！
kitchenTalk060_A_01	おーっ！
kitchenTalk060_A_02	できたー！
kitchenTalk060_A_03	だいせいこう！
kitchenTalk060_A_04	{[0e01]}{[1201]}………
kitchenTalk060_A_05	どうしたの？
kitchenTalk060_A_06	たべるの\nもったいない
kitchenTalk060_A_07	でも　おいしいよ\nきっと
kitchenTalk060_A_08	やっぱり\nたべる
kitchenTalk060_A_09	わかるー
kitchenTalk060_A_10	では　{[0302|02cd]}が\nいただこう
defaultMii_name.msbt
Default_Satan	ドイル
Default_Town00_Guide	ラルゴ
Default_Town00_Ova	クララ
Default_Town00_Child	ヤンヤン
Default_Town00_Mother	ファンファン
Default_Town00_CoupleM	ベッタ
Default_Town00_CoupleF	イーチャ
Default_Town00_SarcasmMan	ヒニック
Default_Town00_Mayor	ヘターレ
Default_Photographer	トルゾー
Default_Quizman	ナンモン
Default_Postman	タッキュー
Default_Gourmet	グルメール
Default_Amiibowoman	マリコ
Default_Castle00_Soldier00	ザック
Default_Castle00_Soldier01	バラン
Default_Castle00_KingSoldier00	ヒダリテ
Default_Castle00_KingSoldier01	ミギテ
Default_Castle00_King00	ジョバンニ
Default_Castle00_Princess00	マリアンヌ
Default_Castle00_Prince00	リナトン
Default_Castle00_NobleKid00	ユウタ
Default_Sage	インテロ
Default_Town01_Genie	ジンジン
Default_Town01_Guide	オードリー
Default_Town01_LongTalkOld	ジョーチョ
Default_Town01_MerchantChild	クーサ
Default_Town01_MerchantParent	ウサン
Default_Town01_Explorer	タケシ
Default_Town01_CoupleH	オイール
Default_Town01_CoupleW	ウォッタ
Default_Town01_Cereb	モチルダ
Default_Town02_SisterFirst	イザベル
Default_Town02_SisterSecond	ニーナ
Default_Town02_SisterThird	サンドラ
Default_Town02_Injured	ショボン
Default_Town02_FanFirst	ワンタ
Default_Town02_FanSecond	ツーリン
Default_Town02_FanThird	スリッポ
Default_Town02_Coward	ビビリー
Default_Town02_Jealousy	アビゲイル
Default_Town02_Lazy	レイジー
Default_Town02_Imp	チャメ
Default_Town04_Guide	ディラン
Default_Investigator	リサ
Default_Reincarnation	Mii
demo_chapter01.msbt
demo_1_0_Intro_00	ここに　ひとりの{r2[たびびと]}旅人{/r2}がいます
demo_1_0_Intro_01	ふぁーあ
demo_1_0_Intro_02	{r2[きょう]}今日{/r2}も\n{r2[へいわ]}平和{/r2}だなー
demo_1_0_Intro_03	{[0300|00cd]}は　のんびり　ひとり{r2[たび]}旅{/r2}
demo_1_0_Intro_04	ん？
demo_1_0_Intro_05	ひゃっ！
demo_1_0_Intro_06	わーっ！
demo_1_0_Intro_07	はぁはぁ
demo_1_0_Intro_08	ここは…\nどこだろ？
demo_1_0_Intro_09	あっ
demo_1_0_Intro_10	{r2[まち]}町{/r2}が　{r2[み]}見{/r2}えてきました
demo_1_0_Intro_11	ここはミートピア
demo_1_0_Intro_12	Miiたちが{r2[く]}暮{/r2}らす　{r2[へいわ]}平和{/r2}な{r2[せかい]}世界{/r2}です
demo_1_0_Intro_13	いいえ　{r2[へいわ]}平和{/r2}な{r2[せかい]}世界{/r2}…でした
demo_1_0_Intro_14	とつじょ　あらわれたのです
