album.msbt
armor.msbt
Fighter00	Squire Armor
Slime4	Magma {[0401]} Slime
Slime5	Slorm
Slime6	{[0401]} Slime
Slime7	{[0401]} Slime
Slime8	{[0401]} Slime
Golem0	{[0401]} Golem
Golem1	Red {[0401]} Golem
Golem2	Gold {[0401]} Golem
Golem3	Kind Golem
Golem4	Burning {[0401]} Golem
Golem5	Strong {[0401]} Golem
Golem6	{[0401]} Golem
Goblin0	Goblin
GoblinMagic	Mage Goblin
GoblinRed	Red Goblin
GoblinFairy	Forest Goblin
GoblinRobot	Mecha Goblin
GoblinSpace	Space Goblin
Butterfly0	Rock Moth
Butterfly1	Poison Moth
Butterfly2	Butterfly {[0401]}
Butterfly3	Death Butterfly
Butterfly4	Butterfly {[0401]}
Butterfly5	Jade Butterfly
Butterfly6	Gold Butterfly
Butterfly7	Black Butterfly
Butterfly8	Butterfly {[0401]}
Butterfly9	Butterfly {[0401]}
Banshee0	Banshee
Banshee1	Ice Maiden
Banshee2	Bansheevil
Banshee3	Banshee Brainbox
Mushroom0	Smileshroom
Mushroom1	Lureshroom
Mushroom2	Donnut Touchshroom
Mole0	Mole
Mole1	Evil Mole
Mole2	Brave Mole
Cloud0	Cumulus
Cloud1	Lightning Cloud
Cloud2	Paincloud {[0401]}
Cloud3	Healing Cloud
Cloud4	Paincloud {[0401]}
Rock0	Nose Rock
Rock1	Rocky {[0401]}
Rock2	Rock Face
Rock3	Meteorite
Rock4	Rocky {[0401]}
Rock5	Rocky {[0401]}
Rock6	Rocky {[0401]}
Devil0	Imp
Devil1	Naughty Imp
Devil2	Fiend
Devil3	Clever Imp
Devil4	Terror Fiend
Devil5	Imp {[0401]}
Devil6	Imp {[0401]}
Devil7	Imp {[0401]}
Devil8	Imp {[0401]}
Devil9	Imp {[0401]}
EatPlant0	Mars Mii Trap
EatPlant1	Venus Mii Trap
EatPlant2	Banana Mii Trap
Griffon0	Griffin
Griffon1	Snow Griffin
Griffon2	Dark Griffin
Mummy0	Mummy
Mummy1	Burning Mummy
Mummy2	Moldy Mummy
Scorpion0	Scaredy-Scorpion
Scorpion1	Scary Scorpion
Scorpion2	Metal Scorpion
Cobra0	{[0401]} Cobra
Cobra1	Yellow Cobra
Cobra2	Blue Cobra
Cobra3	Silver Cobra
Cobra4	{[0401]} Cobra
Cobra5	{[0401]} Cobra
Cactus0	Cacti Stack
Cactus1	Cactus Cool
Cactus2	Cactus Ball
Painting0	"{[1400]}{[0401]}"
Painting1	"{[1400]}{[0401]}"
Painting2	"{[1400]}{[0401]}"
Painting3	"Noble Lady"
Painting4	Study of {[0401]}
Painting5	"{[1400]}{[0401]}"
Painting6	"{[1400]}{[0401]}"
Painting7	"{[1400]}{[0401]}"
Puppet0	Pop-Up Puppet
Puppet1	Puppetmaster
Puppet2	Puppet {[0401]}
Mural0	Lady Mural
Mural1	Man Mural
Hieroglyph0	Hieroglyph
Hieroglyph1	Silver Glyph
Hieroglyph2	Gold Glyph
Fossil0	Lizard Fossil
Fossil1	Hermit Crab Fossil
Fossil2	Ammonite Fossil
Fossil3	Fossil
Fossil4	Fossil
Fossil5	Fossil
Yeti0	Yeti
Yeti1	Troll
Penguin0	Pengy
Penguin1	Robo-Pengy
Penguin2	Punk Pengy
Owl0	{[0401]} Owl
Owl1	Owlet
Owl2	Wizened Owl
Owl3	{[0401]} Owl
Owl4	{[0401]} Owl
Owl5	{[0401]} Owl
Owl6	{[0401]} Owl
Wind0	{[0401]} Wind
Wind1	Spring Breeze
Wind2	Flaming Wind
Wind3	{[0401]} Wind
Wind4	{[0401]} Wind
Snowman0	Snowman
Snowman1	Ice Coolman
Snowman2	Snow {[0401]}
Minotaur0	Minotaur
Minotaur1	Blue Minotaur
Minotaur2	{[0401]}otaur
Minotaur3	King Cow
Sword0	{[0401]} Blade
Sword1	Spirit Sword
Sword2	Doom Sword
Sword3	{[0401]} Blade
Shield0	{[0401]} Shield
Shield1	Spirit Shield
Shield2	Doom Shield
Shield3	{[0401]} Shield
Shield4	{[0401]} Shield
Fluff0	Pom Pom Pom
Fluff1	Pom Pom
Fluff2	Pom
Fluff3	Pop Pop Pop
Fluff4	Pop Poppy
Fluff5	Bloon Loon Loon
Fluff6	Pop
Fluff7	Poppy
Fluff8	Bloon
Gremlin0	Hobgoblin
Gremlin1	Hobgoblin Bully
Gremlin2	Hobgoblin Mage
Snail0	Snail
Snail1	Blue Snail
Snail2	Lion Snail
Turkey0	Twerkey
Turkey1	Twergull
Turkey2	Twerpea
Spider0	Arachno{[1402]}{[0401]}
Spider1	Demon Spider
Spider2	Tarantula
Spider3	Arachno{[1402]}{[0401]}
Spider4	Arachno{[1402]}{[0401]}
Tomato0	Tomato Bros
Tomato1	{[0401]} Tomato
Tomato2	Mouthy Tomato
Tadpole0	Tadman
Tadpole1	{[0401]}pole
Tadpole2	Pufferpole
Tadpole3	Snapperpole
Robot0	Robo-{[0401]}
Robot1	Aging Robot
Robot2	Brand-New Robot
Robot3	Ancient Robot
Robot4	Ultimate Robot Warrior
Robot5	Robo-{[0401]}
Mimit0	Gold Snurp
Mimit1	Rare Snurp
Mimit2	Rich Snurp
Mimit3	Very Rare Snurp
Mimit4	Green Snurp
Mimit5	Water Snurp
Mimit6	Black Snurp
Mimit7	Tasty Snurp
Mimit8	Delicious Snurp
Bomb0	Bomb
Bomb1	Dangerous Bomb
Bomb2	Very Dangerous Bomb
Skeleton0	Skulleton
Skeleton1	Mecha Skulleton
Skeleton2	Devilish Skulleton
Armor0	{[0401]} Armor
Armor1	Cursed Armor
Armor2	Calamitous Armor
Armor3	{[0401]} Armor
Cerberus0	Cerberus
Cerberus1	Facerberus
Cerberus2	{[0401]}berus
Cerberus3	King of Hounds
IronBall0	Spike Tower
IronBall1	Ice Tower
IronBall2	{[0401]} Tower
Mouse0	Mouse
Mouse1	Wild Mouse
Mouse2	{[0401]} Mouse
Mouse3	{[0401]} Mouse
Mouse4	{[0401]} Mouse
Mouse5	{[0401]} Mouse
Mouse6	{[0401]} Mouse
Ufo0	UFO
Ufo1	{[0401]} UFO
Ufo2	Giant UFO
Ufo3	{[0401]} UFO
Ufo4	{[0401]} UFO
Ufo5	{[0401]} UFO
Hammer0	Ghost Mallet
Hammer1	{[0401]} Hammer
Hammer2	Heavy Hammer
Lizardman0	Lizardman
Lizardman1	Blue Lizardman
Lizardman2	Lizard{[1402]}{[0401]}man
Lizardman3	Lizard{[1402]}{[0401]}man
Lizardman4	Lizard{[1402]}{[0401]}man
Demon0	{[0401]} Demon
Demon1	Fire Demon
Demon2	Deadly Demon
Demon3	{[0401]} Demon
Medusa0	I, Medusa
Medusa1	Dark Medusa
Medusa2	{[0401]} Medusa
Alien0	Alien
Alien1	Alien {[0401]}
Alien2	Super Alien
Nose0	Running Nose
Nose1	Clever Running Nose
Nose2	Wild Running Nose
Bread0	{[0401]} Bread
Bread1	Bread
Bread2	Ham Sandwich
Bread3	{[0401]} Bread
Bread4	{[0401]} Bread
Crystal0	Crystal
Crystal1	Purple Crystal
Crystal2	Gold Crystal
Serpent0	Orochi
Serpent1	{[0401]} & Orochi
Serpent2	Red Orochi
Gorilla0	General {[0401]}
Gorilla1	Gold General {[0401]}
Gorilla2	Iron General
Pharaoh0	Pharaoh {[0401]}
Pharaoh1	Pharaoh {[0401]} II
Pharaoh2	Glamorous Pharaoh
Frog0	{[0401]} Frog
Frog1	Red {[0401]} Frog
Frog2	{[0401]} Frog
Frog3	Frog King
Frog4	Frog Queen
Monitor0	{[0401]}puter
Monitor1	Retroputer
Monitor2	Retroputer II
Monitor3	Calc King
Monitor4	{[0401]}puter
Monitor5	{[0401]}puter
IceQueen0	Ice Queen {[0401]}
IceQueen1	Angry Queen
IceQueen2	Wind Queen {[0401]}
IceQueen3	Dark Queen
Satan0	{[0401]}, The Dark Lord
Satan1	{[0401]}, Phantom of Evil
Satan2	Dark King
Satan3	Replica Dark Lord
SatanDemo0	The Dark Lord
Dragon0	Dragon
Dragon1	Baby Dragon
Dragon2	Red Dragon
Dragon3	Dragon Lord
Dog0	{[0401]} Woof-o'-the-Wisp
Dog1	Silver Woof-o'-the-Wisp
Dog2	Purple Woof-o'-the-Wisp
Harpy0	Harpy
Harpy1	Black Harpy
Harpy2	Great Harpy
Excite0	Rock Hopper
Excite1	Roll Hopper
Excite2	Doo-Whopper
SuperSatan0	Evil Sage
SuperSatanDemo0	The Darker Lord
SuperSatanCenter0	{[0401]}, The Darkest Lord
SuperSatanCenter1	Dark Sun
SuperSatanLeft0	{[0401]}'s Left Hand
SuperSatanRight0	{[0401]}'s Right Hand
SuperSatanBit0	{[0401]} Coin
SuperSatanBit1	Medal
enemy_Attr.msbt
Burger0	N\nSP\nthe/a\nthe/some
Burger1	N\nSP\nthe/a\nthe/some
Burger2	N\nSP\nthe/a\nthe/some
Slime0	N\nSP\nthe/a\nthe/some
Slime1	N\nSP\nthe/a\nthe/some
Slime2	N\nSP\nthe/a\nthe/some
Slime3	N\nSP\nthe/a\nthe/some
Slime4	N\nSP\nthe/a\nthe/some
Slime5	N\nSP\nthe/a\nthe/some
Slime6	N\nSP\nthe/a\nthe/some
Slime7	N\nSP\nthe/a\nthe/some
Slime8	N\nSP\nthe/a\nthe/some
Golem0	N\nSP\nthe/a\nthe/some
Golem1	N\nSP\nthe/a\nthe/some
Golem2	N\nSP\nthe/a\nthe/some
Golem3	N\nSP\nthe/a\nthe/some
Golem4	N\nSP\nthe/a\nthe/some
Golem5	N\nSP\nthe/a\nthe/some
Golem6	N\nSP\nthe/a\nthe/some
Goblin0	N\nSP\nthe/a\nthe/some
GoblinMagic	N\nSP\nthe/a\nthe/some
GoblinRed	N\nSP\nthe/a\nthe/some
GoblinFairy	N\nSP\nthe/a\nthe/some
GoblinRobot	N\nSP\nthe/a\nthe/some
GoblinSpace	N\nSP\nthe/a\nthe/some
Butterfly0	N\nSP\nthe/a\nthe/some
Butterfly1	N\nSP\nthe/a\nthe/some
Butterfly2	N\nSP\nthe/a\nthe/some
Butterfly3	N\nSP\nthe/a\nthe/some
Butterfly4	N\nSP\nthe/a\nthe/some
Butterfly5	N\nSP\nthe/a\nthe/some
Butterfly6	N\nSP\nthe/a\nthe/some
Butterfly7	N\nSP\nthe/a\nthe/some
Butterfly8	N\nSP\nthe/a\nthe/some
Butterfly9	N\nSP\nthe/a\nthe/some
Banshee0	N\nSP\nthe/a\nthe/some
Banshee1	N\nSP\nthe/a\nthe/some
Banshee2	N\nSP\nthe/a\nthe/some
Banshee3	N\nSP\nthe/a\nthe/some
Mushroom0	N\nSP\nthe/a\nthe/some
Mushroom1	N\nSP\nthe/a\nthe/some
Mushroom2	N\nSP\nthe/a\nthe/some
Mole0	N\nSP\nthe/a\nthe/some
Mole1	N\nSP\nthe/a\nthe/some
Mole2	N\nSP\nthe/a\nthe/some
Cloud0	N\nSP\nthe/a\nthe/some
Cloud1	N\nSP\nthe/a\nthe/some
Cloud2	N\nSP\nthe/a\nthe/some
Cloud3	N\nSP\nthe/a\nthe/some
Cloud4	N\nSP\nthe/a\nthe/some
Rock0	N\nSP\nthe/a\nthe/some
Rock1	N\nSP\nthe/a\nthe/some
Rock2	N\nSP\nthe/a\nthe/some
Rock3	N\nSP\nthe/a\nthe/some
Rock4	N\nSP\nthe/a\nthe/some
Rock5	N\nSP\nthe/a\nthe/some
Rock6	N\nSP\nthe/a\nthe/some
Devil0	N\nSP\nthe/a\nthe/some
Devil1	N\nSP\nthe/a\nthe/some
Devil2	N\nSP\nthe/a\nthe/some
Devil3	N\nSP\nthe/a\nthe/some
Devil4	N\nSP\nthe/a\nthe/some
Devil5	N\nSP\nthe/a\nthe/some
Devil6	N\nSP\nthe/a\nthe/some
Devil7	N\nSP\nthe/a\nthe/some
Devil8	N\nSP\nthe/a\nthe/some
Devil9	N\nSP\nthe/a\nthe/some
EatPlant0	N\nSP\nthe/a\nthe/some
EatPlant1	N\nSP\nthe/a\nthe/some
EatPlant2	N\nSP\nthe/a\nthe/some
Griffon0	N\nSP\nthe/a\nthe/some
Griffon1	N\nSP\nthe/a\nthe/some
Griffon2	N\nSP\nthe/a\nthe/some
Mummy0	N\nSP\nthe/a\nthe/some
Mummy1	N\nSP\nthe/a\nthe/some
Mummy2	N\nSP\nthe/a\nthe/some
Scorpion0	N\nSP\nthe/a\nthe/some
Scorpion1	N\nSP\nthe/a\nthe/some
Scorpion2	N\nSP\nthe/a\nthe/some
Cobra0	N\nSP\nthe/a\nthe/some
Cobra1	N\nSP\nthe/a\nthe/some
Cobra2	N\nSP\nthe/a\nthe/some
Cobra3	N\nSP\nthe/a\nthe/some
Cobra4	N\nSP\nthe/a\nthe/some
Cobra5	N\nSP\nthe/a\nthe/some
Cactus0	N\nSP\nthe/a\nthe/some
Cactus1	N\nSP\nthe/a\nthe/some
Cactus2	N\nSP\nthe/a\nthe/some
Painting0	N\nSP\nthe/a\nthe/some
Painting1	N\nSP\nthe/a\nthe/some
Painting2	N\nSP\nthe/a\nthe/some
Painting3	N\nSP\nthe/a\nthe/some
Painting4	N\nSP\nthe/a\nthe/some
Painting5	N\nSP\nthe/a\nthe/some
Painting6	N\nSP\nthe/a\nthe/some
Painting7	N\nSP\nthe/a\nthe/some
Puppet0	N\nSP\nthe/a\nthe/some
Puppet1	N\nSP\nthe/a\nthe/some
Puppet2	N\nSP\nthe/a\nthe/some
Mural0	N\nSP\nthe/a\nthe/some
Mural1	N\nSP\nthe/a\nthe/some
Hieroglyph0	N\nSP\nthe/a\nthe/some
Hieroglyph1	N\nSP\nthe/a\nthe/some
Hieroglyph2	N\nSP\nthe/a\nthe/some
Fossil0	N\nSP\nthe/a\nthe/some
Fossil1	N\nSP\nthe/a\nthe/some
Fossil2	N\nSP\nthe/a\nthe/some
Fossil3	N\nSP\nthe/a\nthe/some
Fossil4	N\nSP\nthe/a\nthe/some
Fossil5	N\nSP\nthe/a\nthe/some
Yeti0	N\nSP\nthe/a\nthe/some
Yeti1	N\nSP\nthe/a\nthe/some
Penguin0	N\nSP\nthe/a\nthe/some
Penguin1	N\nSP\nthe/a\nthe/some
Penguin2	N\nSP\nthe/a\nthe/some
Owl0	N\nSP\nthe/a\nthe/some
Owl1	N\nSP\nthe/a\nthe/some
Owl2	N\nSP\nthe/a\nthe/some
Owl3	N\nSP\nthe/a\nthe/some
Owl4	N\nSP\nthe/a\nthe/some
Owl5	N\nSP\nthe/a\nthe/some
Owl6	N\nSP\nthe/a\nthe/some
Wind0	N\nSP\nthe/a\nthe/some
Wind1	N\nSP\nthe/a\nthe/some
Wind2	N\nSP\nthe/a\nthe/some
Wind3	N\nSP\nthe/a\nthe/some
Wind4	N\nSP\nthe/a\nthe/some
Snowman0	N\nSP\nthe/a\nthe/some
Snowman1	N\nSP\nthe/a\nthe/some
Snowman2	N\nSP\nthe/a\nthe/some
Minotaur0	N\nSP\nthe/a\nthe/some
Minotaur1	N\nSP\nthe/a\nthe/some
Minotaur2	N\nSP\nthe/a\nthe/some
Minotaur3	N\nSP\nthe/a\nthe/some
Sword0	N\nSP\nthe/a\nthe/some
Sword1	N\nSP\nthe/a\nthe/some
Sword2	N\nSP\nthe/a\nthe/some
Sword3	N\nSP\nthe/a\nthe/some
Shield0	N\nSP\nthe/a\nthe/some
Shield1	N\nSP\nthe/a\nthe/some
Shield2	N\nSP\nthe/a\nthe/some
Shield3	N\nSP\nthe/a\nthe/some
Shield4	N\nSP\nthe/a\nthe/some
Fluff0	N\nSP\nthe/a\nthe/some
Fluff1	N\nSP\nthe/a\nthe/some
Fluff2	N\nSP\nthe/a\nthe/some
Fluff3	N\nSP\nthe/a\nthe/some
Fluff4	N\nSP\nthe/a\nthe/some
Fluff5	N\nSP\nthe/a\nthe/some
Fluff6	N\nSP\nthe/a\nthe/some
Fluff7	N\nSP\nthe/a\nthe/some
Fluff8	N\nSP\nthe/a\nthe/some
Gremlin0	N\nSP\nthe/a\nthe/some
Gremlin1	N\nSP\nthe/a\nthe/some
Gremlin2	N\nSP\nthe/a\nthe/some
Snail0	N\nSP\nthe/a\nthe/some
Snail1	N\nSP\nthe/a\nthe/some
Snail2	N\nSP\nthe/a\nthe/some
Turkey0	N\nSP\nthe/a\nthe/some
Turkey1	N\nSP\nthe/a\nthe/some
Turkey2	N\nSP\nthe/a\nthe/some
Spider0	N\nSP\nthe/a\nthe/some
Spider1	N\nSP\nthe/a\nthe/some
Spider2	N\nSP\nthe/a\nthe/some
Spider3	N\nSP\nthe/a\nthe/some
Spider4	N\nSP\nthe/a\nthe/some
Tomato0	N\nSP\nthe/a\nthe/some
Tomato1	N\nSP\nthe/a\nthe/some
Tomato2	N\nSP\nthe/a\nthe/some
Tadpole0	N\nSP\nthe/a\nthe/some
Tadpole1	N\nSP\nthe/a\nthe/some
Tadpole2	N\nSP\nthe/a\nthe/some
Tadpole3	N\nSP\nthe/a\nthe/some
Robot0	N\nSP\nthe/a\nthe/some
Robot1	N\nSP\nthe/a\nthe/some
Robot2	N\nSP\nthe/a\nthe/some
Robot3	N\nSP\nthe/a\nthe/some
Robot4	N\nSP\nthe/a\nthe/some
Robot5	N\nSP\nthe/a\nthe/some
Mimit0	N\nSP\nthe/a\nthe/some
Mimit1	N\nSP\nthe/a\nthe/some
Mimit2	N\nSP\nthe/a\nthe/some
Mimit3	N\nSP\nthe/a\nthe/some
Mimit4	N\nSP\nthe/a\nthe/some
Mimit5	N\nSP\nthe/a\nthe/some
Mimit6	N\nSP\nthe/a\nthe/some
Mimit7	N\nSP\nthe/a\nthe/some
Mimit8	N\nSP\nthe/a\nthe/some
Bomb0	N\nSP\nthe/a\nthe/some
Bomb1	N\nSP\nthe/a\nthe/some
Bomb2	N\nSP\nthe/a\nthe/some
Skeleton0	N\nSP\nthe/a\nthe/some
Skeleton1	N\nSP\nthe/a\nthe/some
Skeleton2	N\nSP\nthe/a\nthe/some
Armor0	N\nSP\nthe/a\nthe/some
Armor1	N\nSP\nthe/a\nthe/some
Armor2	N\nSP\nthe/a\nthe/some
Armor3	N\nSP\nthe/a\nthe/some
Cerberus0	N\nSP\nthe/a\nthe/some
Cerberus1	N\nSP\nthe/a\nthe/some
Cerberus2	N\nSP\nthe/a\nthe/some
Cerberus3	N\nSP\nthe/a\nthe/some
IronBall0	N\nSP\nthe/a\nthe/some
IronBall1	N\nSP\nthe/a\nthe/some
IronBall2	N\nSP\nthe/a\nthe/some
Mouse0	N\nSP\nthe/a\nthe/some
Mouse1	N\nSP\nthe/a\nthe/some
Mouse2	N\nSP\nthe/a\nthe/some
Mouse3	N\nSP\nthe/a\nthe/some
Mouse4	N\nSP\nthe/a\nthe/some
Mouse5	N\nSP\nthe/a\nthe/some
Mouse6	N\nSP\nthe/a\nthe/some
Ufo0	N\nSP\nthe/a\nthe/some
Ufo1	N\nSP\nthe/a\nthe/some
Ufo2	N\nSP\nthe/a\nthe/some
Ufo3	N\nSP\nthe/a\nthe/some
Ufo4	N\nSP\nthe/a\nthe/some
Ufo5	N\nSP\nthe/a\nthe/some
Hammer0	N\nSP\nthe/a\nthe/some
Hammer1	N\nSP\nthe/a\nthe/some
Hammer2	N\nSP\nthe/a\nthe/some
Lizardman0	N\nSP\nthe/a\nthe/some
Lizardman1	N\nSP\nthe/a\nthe/some
Lizardman2	N\nSP\nthe/a\nthe/some
Lizardman3	N\nSP\nthe/a\nthe/some
Lizardman4	N\nSP\nthe/a\nthe/some
Demon0	N\nSP\nthe/a\nthe/some
Demon1	N\nSP\nthe/a\nthe/some
Demon2	N\nSP\nthe/a\nthe/some
Demon3	N\nSP\nthe/a\nthe/some
Medusa0	N\nSP\nthe/a\nthe/some
Medusa1	N\nSP\nthe/a\nthe/some
Medusa2	N\nSP\nthe/a\nthe/some
Alien0	N\nSP\nthe/a\nthe/some
Alien1	N\nSP\nthe/a\nthe/some
Alien2	N\nSP\nthe/a\nthe/some
Nose0	N\nSP\nthe/a\nthe/some
Nose1	N\nSP\nthe/a\nthe/some
Nose2	N\nSP\nthe/a\nthe/some
Bread0	N\nSP\nthe/a\nthe/some
Bread1	N\nSP\nthe/a\nthe/some
Bread2	N\nSP\nthe/a\nthe/some
Bread3	N\nSP\nthe/a\nthe/some
Bread4	N\nSP\nthe/a\nthe/some
Crystal0	N\nSP\nthe/a\nthe/some
Crystal1	N\nSP\nthe/a\nthe/some
Crystal2	N\nSP\nthe/a\nthe/some
Serpent0	N\nSP\nthe/a\nthe/some
Serpent1	N\nSP\nthe/a\nthe/some
Serpent2	N\nSP\nthe/a\nthe/some
Gorilla0	N\nSP\nthe/a\nthe/some
Gorilla1	N\nSP\nthe/a\nthe/some
Gorilla2	N\nSP\nthe/a\nthe/some
Pharaoh0	N\nSP\nthe/a\nthe/some
Pharaoh1	N\nSP\nthe/a\nthe/some
Pharaoh2	N\nSP\nthe/a\nthe/some
Frog0	N\nSP\nthe/a\nthe/some
Frog1	N\nSP\nthe/a\nthe/some
Frog2	N\nSP\nthe/a\nthe/some
Frog3	N\nSP\nthe/a\nthe/some
Frog4	N\nSP\nthe/a\nthe/some
Monitor0	N\nSP\nthe/a\nthe/some
Monitor1	N\nSP\nthe/a\nthe/some
Monitor2	N\nSP\nthe/a\nthe/some
Monitor3	N\nSP\nthe/a\nthe/some
Monitor4	N\nSP\nthe/a\nthe/some
Monitor5	N\nSP\nthe/a\nthe/some
IceQueen0	N\nSP\nthe/a\nthe/some
IceQueen1	N\nSP\nthe/a\nthe/some
IceQueen2	N\nSP\nthe/a\nthe/some
IceQueen3	N\nSP\nthe/a\nthe/some
Satan0	N\nSP\nthe/a\nthe/some
Satan1	N\nSP\nthe/a\nthe/some
Satan2	N\nSP\nthe/a\nthe/some
Satan3	N\nSP\nthe/a\nthe/some
SatanDemo0	N\nSP\nthe/a\nthe/some
Dragon0	N\nSP\nthe/a\nthe/some
Dragon1	N\nSP\nthe/a\nthe/some
Dragon2	N\nSP\nthe/a\nthe/some
Dragon3	N\nSP\nthe/a\nthe/some
Dog0	N\nSP\nthe/a\nthe/some
Dog1	N\nSP\nthe/a\nthe/some
Dog2	N\nSP\nthe/a\nthe/some
Harpy0	N\nSP\nthe/a\nthe/some
Harpy1	N\nSP\nthe/a\nthe/some
Harpy2	N\nSP\nthe/a\nthe/some
Excite0	N\nSP\nthe/a\nthe/some
Excite1	N\nSP\nthe/a\nthe/some
Excite2	N\nSP\nthe/a\nthe/some
SuperSatan0	N\nSP\nthe/a\nthe/some
SuperSatanDemo0	N\nSP\nthe/a\nthe/some
SuperSatanCenter0	N\nSP\nthe/a\nthe/some
SuperSatanCenter1	N\nSP\nthe/a\nthe/some
SuperSatanLeft0	N\nSP\nthe/a\nthe/some
SuperSatanRight0	N\nSP\nthe/a\nthe/some
SuperSatanBit0	N\nSP\nthe/a\nthe/some
SuperSatanBit1	N\nSP\nthe/a\nthe/some
enemy_P.msbt
Burger0	Hamburgers
Burger1	Hamburger Surprises
Burger2	Extra Spicy Burgers
Slime0	Mini {[0401]} Slimes
Slime1	Apple Jellies
Slime2	Peach Jellies
Slime3	Licorice Jellies
Slime4	Magma {[0401]} Slimes
Slime5	Slorms
Slime6	{[0401]} Slimes
Slime7	{[0401]} Slimes
Slime8	{[0401]} Slimes
Golem0	{[0401]} Golems
Golem1	Red {[0401]} Golems
Golem2	Gold {[0401]} Golems
Golem3	Kind Golems
Golem4	Burning {[0401]} Golems
Golem5	Strong {[0401]} Golems
Golem6	{[0401]} Golems
Goblin0	Goblins
GoblinMagic	Mage Goblins
GoblinRed	Red Goblins
GoblinFairy	Forest Goblins
GoblinRobot	Mecha Goblins
GoblinSpace	Space Goblins
Butterfly0	Rock Moths
Butterfly1	Poison Moths
Butterfly2	Butterfly {[0401]}s
Butterfly3	Death Butterflies
Butterfly4	Butterfly {[0401]}s
Butterfly5	Jade Butterflies
Butterfly6	Gold Butterflies
Butterfly7	Black Butterflies
Butterfly8	Butterfly {[0401]}s
Butterfly9	Butterfly {[0401]}s
Banshee0	Banshees
Banshee1	Ice Maidens
Banshee2	Bansheevils
Banshee3	Banshee Brainboxes
Mushroom0	Smileshrooms
Mushroom1	Lureshrooms
Mushroom2	Donnut Touchshrooms
Mole0	Moles
Mole1	Evil Moles
Mole2	Brave Moles
Cloud0	Cumuli
Cloud1	Lightning Clouds
Cloud2	Raincloud {[0401]}s
Cloud3	Healing Clouds
Cloud4	Paincloud {[0401]}s
Rock0	Nose Rocks
Rock1	Rocky {[0401]}s
Rock2	Rock Faces
Rock3	Meteorites
Rock4	Rocky {[0401]}s
Rock5	Rocky {[0401]}
Rock6	Rocky {[0401]}s
Devil0	Imps
Devil1	Naughty Imps
Devil2	Fiends
Devil3	Clever Imps
Devil4	Terror Fiends
Devil5	Imp {[0401]}s
Devil6	Imp {[0401]}s
Devil7	Imp {[0401]}s
Devil8	Imp {[0401]}s
Devil9	Imp {[0401]}s
EatPlant0	Mars Mii Traps
EatPlant1	Venus Mii Traps
EatPlant2	Banana Mii Traps
Griffon0	Griffins
Griffon1	Snow Griffins
Griffon2	Dark Griffins
Mummy0	Mummies
Mummy1	Burning Mummies
Mummy2	Moldy Mummies
Scorpion0	Scaredy-Scorpions
Scorpion1	Scary Scorpions
Scorpion2	Metal Scorpions
Cobra0	{[0401]} Cobras
Cobra1	Yellow Cobras
Cobra2	Blue Cobras
Cobra3	Silver Cobras
Cobra4	{[0401]} Cobras
Cobra5	{[0401]} Cobras
Cactus0	Cacti Stacks
Cactus1	Cactus Cools
Cactus2	Cactus Balls
Painting0	"{[0401]}"
Painting1	"{[0401]}"
Painting2	"{[0401]}"
Painting3	"Noble Lady"
Painting4	Studies of {[0401]}
Painting5	"{[0401]}"
Painting6	"{[0401]}"
Painting7	"{[0401]}"
Puppet0	Pop-Up Puppets
Puppet1	Puppetmasters
Puppet2	Puppet {[0401]}s
Mural0	Lady Murals
Mural1	Man Murals
Hieroglyph0	Hieroglyphs
Hieroglyph1	Silver Glyphs
Hieroglyph2	Gold Glyphs
Fossil0	Lizard Fossils
Fossil1	Hermit Crab Fossils
Fossil2	Ammonite Fossils
Fossil3	Fossils
Fossil4	Fossils
Fossil5	Fossils
Yeti0	Yetis
Yeti1	Trolls
Penguin0	Pengys
Penguin1	Robo-Pengys
Penguin2	Punk Pengys
Owl0	{[0401]} Owls
Owl1	Owlets
Owl2	Wizened Owls
Owl3	{[0401]} Owls
Owl4	{[0401]} Owls
Owl5	{[0401]} Owls
Owl6	{[0401]} Owls
Wind0	{[0401]} Winds
Wind1	Spring Breezes
Wind2	Flaming Winds
Wind3	{[0401]} Winds
Wind4	{[0401]} Winds
Snowman0	Snowmen
Snowman1	Ice Coolmen
Snowman2	Snow {[0401]}s
Minotaur0	Minotaurs
Minotaur1	Blue Minotaurs
Minotaur2	{[0401]}otaurs
Minotaur3	King Cows
Sword0	{[0401]} Blades
Sword1	Spirit Swords
Sword2	Doom Swords
Sword3	{[0401]} Blades
Shield0	{[0401]} Shields
Shield1	Spirit Shields
Shield2	Doom Shields
Shield3	{[0401]} Shields
