Enemy.msbt
enemy_name_MARIO	马力欧
N190	Xu Jie
N191	Sung Ching-Yun
N192	Tan Ya-Yun
N193	Kirsty Wong
N194	Liu Tzu-Yun
N195	Lin Hui-Jung
N196	Chou Yung-Yu
stg1_1.msbt
step_kino_A_01	这里是一直阳光暖暖的\n“暖暖平原”。
step_kino_A_02	这里是一直阳光暖暖的\n“暖暖平原”！
step_kino_A_03	这里是一直阳光暖暖的\n“暖暖平原”，晕！
step_kino_A_04	虽然经历过很多事情，\n但这里是一直阳光暖暖的\n“暖暖平原”。
step_kino_B_01	栗子小子们正在转来转去呢。\n看见的话就请用力踩一下。
step_kino_B_02	栗子小子们正在转来转去呢！\n看见的话就请用力踩一下！
step_kino_B_03	栗子小子们也正在转来转去呢！\n我正留意不要踩到他们！
step_kino_B_04	栗子小子们还在转来转去呢。\n看见的话就请用力踩一下。
step_kino_C_01	{d}告示板上{/d}\n{d}　写着对你有帮助的内容。{/d}\x0e\0\x04\0……是奇诺比奥界著名的格言。
step_kino_C_02	{d}告示板上{/d}\n{d}　写着对你有帮助的内容。{/d}\x0e\0\x04\0……是奇诺比奥界著名的格言！
step_kino_C_03	要注意酷霸王Jr.！\n得赶紧写在告示板上！
step_kino_C_04	{d}奇诺比奥{/d}\n{d}如果聚成一束的话{/d}\n{d}　也是可以有所帮助的。{/d}\x0e\0\x04\0……是奇诺比奥界的新格言！
step_kino_D_01	今天和朋友们一起\n来贴纸狩猎了，\n但是有一个人不见了。\x0e\0\x04\0不会是自己\n独吞贴纸了什么的吧。
step_kino_D_02	今天和朋友们一起\n来贴纸狩猎了，\n但是有一个人不见了！\x0e\0\x04\0不会是自己\n独吞贴纸了什么的吧！
step_kino_D_03	酷霸王Jr.！\n现在可不是\n贴纸狩猎什么的时候！
step_kino_D_04	酷霸王Jr.也不见了，\n和朋友们一起\n继续贴纸狩猎。
ore_kino_01	啊，马力欧先生！\n现在可不是\n在这里聊天的时候噢！
ore_kino_02	啊，马力欧先生！\n您把那难缠的酷霸王Jr.\n打倒了呢！\x0e\0\x04\0从来没有见过这么稀有的贴纸，\n要捡起来的时候，被他缠住了……\n多亏您才得救了呀。\x0e\0\x04\0……咦，桥被揭下来了？\n这可是当务之急！\x0e\0\x04\0虽然我们如此地单薄，但是\n说不定也有可以帮上忙的地方。\n带我们一起去吧。\x0e\0\x04\0{d}大家集合——！{/d}
ore_kino_03	虽说如此，\n那从来没见过的贴纸，\n应该是非常稀奇的东西。\x0e\0\x04\0还有没有掉在什么地方的呀。\n肯定能高价出售噢。
kino_unired_01	咦？\n要回去了吗，马力欧先生？\x0e\0\x04\0那么在此等候您。\n办完事情后请再过来呀。
kino_unired_02	一直在等候着您，马力欧先生。\n那走吧！
kino_unired_03	原来如此，\n就是那个地方的“那个”呀？
kino_unired_03_01	好， 大家！\n要齐心协力，\n相信自己，来做做看吧！\x0e\0\x04\0{d}全～体……\x0e\x04\x04\x04\xfa\0\0\0伸展开来！{/d}
kino_unired_03_02	{d}好了，请吧！{/d}
kino_unired_04	挺顺利的呀！\n非常高兴能够为您效劳。
kino_unired_05	我们大家聚合成束\n大概就是这个样子啦！\x0e\0\x04\0那么我们在此告辞了！
scissor_seal_m01_01	{d}{s[150]}救命呀～！{s[100]}{/d}
scissor_seal_m01_02_0	啊疼疼疼……
scissor_seal_m01_02_1	啊，啊，马力欧先生！\n现在可不是趴下的时候！
scissor_seal_m01_02_2	正在被一个难缠的人追赶着呢，\n所以先告辞了！\n接下来就拜托你了！
scissor_seal_m01_06	看起来非常慌张呀。\n难道发生了什么事情……？
scissors_full_01	持有的贴纸太多了，\n所以捡不了这张贴纸。\x0e\0\x04\0但是挺可惜的，\n先整理收集册之后，\n再过来拿吧。
scissor_seal_m02_01	哎哟，这是什么？\n非常稀有的贴纸呀。\x0e\0\x04\0即使对贴纸非常精通的我\n也是第一次看到这种贴纸。\x0e\0\x04\0在这种地方一直这么放着，\n感觉贴纸也挺可怜的。\n机会难得，收着吧。
scissor_seal_m02_02	{d}别逃～！等等～！{/d}
scissor_seal_m02_03	你这家伙就是马力欧！\n怎么会在这种地方？
scissor_seal_m02_04	哼哼，这味道……\n你这家伙也有稀奇的贴纸呀？\x0e\0\x04\0稀奇的贴纸全～部都是我的，\n赶快交出来～！
scissor_seal_b00_01	好！那张稀奇的贴纸，\n我会拼命抢过来的，\n你可要谢谢我。
scissor_seal_b01_01	哈哈哈，我是很厉害的吧。\n像你现在这样\n完～全没有得胜的可能吧。\x0e\0\x04\0但是，不要因为赢不了\n就自暴自弃，用掉那张稀奇贴纸\n什么的，可别干那种蠢事！\x0e\0\x04\0那贴纸是我要在\n打倒你这家伙之后，\n完整地拿到手的！
scissor_seal_b04_05	还真有两下子……\n那只好用从老爸那里\n得到的力量来进行回复啦～！
scissor_seal_m03_01	什么嘛！？\n使用那么胡闹的贴纸\n简直是不择手段！
scissor_seal_m03_02	我要发火啦～！\n这样的话，\n也要让你看看我珍藏的技能！
scissor_seal_m03_02a	{d}{s[150]}嘿～嘿～！{s[100]}{/d}
scissor_seal_m03_02a_02	{d}还没完呢～！再～来～！{/d}
scissor_seal_m03_02b	这样就不能通过这里。\n活该！\x0e\0\x04\0{d}那我就闪啦～！！{/d}
scissor_seal_m03_03	那家伙到底是何方神圣？\n不可能是一个无名小卒。\x0e\x04\x02\0\x0e\0\x04\0虽然如此，\n竟然会使用那种力量，\n难道是……\x0e\0\x04\0……算了，总之\n先要解决这座桥的问题，\n要不然就不能前进了。\x0e\0\x04\0好，想办法吧！
pape_tuto_01	好，那么马上就能\n让这座桥恢复原样。\x0e\0\x04\0从现在开始我会助你一臂之力。\n准备好了吗？
pape_tuto_03	OK——\n那就开始了！\n来吧……\x0e\0\x04\0{d}{s[150]}纸　片　变　变　变！{s[100]}{/d}
pape_tuto_04	你看，时间停止了，\n整个世界变得好像一张纸。\n这就是“纸片变变变”！\x0e\0\x04\0那么首先，从下屏幕中\n选择刚刚捡到的“桥”的纸片。
pape_tuto_04_01	是的，就是这样的。\n然后把那张纸片\n贴在桥原来的位置上。\x0e\0\x04\0用\x0e\x02\x02\x16\x0c\0m\0i\0c\0_\0s\0t\0\x18\0\x06\0 \0 \0把纸片的影子\n对准想要贴上的位置，\n按\x0e\x02\x02\x14\n\0m\0i\0c\0_\0a\0\x18\0\x06\0 \0 \0粘上去。\x0e\0\x04\0{d}那，做做看吧！{/d}
pape_tuto_04_02	嗯，就是这种感觉！\x0e\0\x04\0那么作为最后的工序，\n用\x0e\x02\x02\x16\x0c\0m\0i\0c\0_\0s\0t\0\x18\0\x06\0 \0 \0把整个纸片抚平，\n让每个边缘都贴吻合吧。
pape_tuto_07_not	哎呀，有点可惜，\n纸片的位置有点偏了。\x0e\0\x04\0好好看一下桥影子的形状，\n尽量要贴得和\n被揭下来的地方完全重合。\x0e\0\x04\0不熟练的时候，有可能很难，\n但是要加油呀！\x0e\0\x04\0用\x0e\x02\x02\x16\x0c\0m\0i\0c\0_\0s\0t\0\x18\0\x06\0 \0 \0对准想要贴的位置，\n按\x0e\x02\x02\x14\n\0m\0i\0c\0_\0a\0\x18\0\x06\0 \0 \0呀。\x0e\0\x04\0{d}好，再来一次！{/d}
pape_tuto_09	{d}完成～！{/d}\x0e\0\x04\0你相当有潜质呀。\n不愧是单薄的纸。\x0e\0\x04\0从今以后随时都可以按\x0e\x02\x02\x14\n\0m\0i\0c\0_\0y\0\x18\0\x06\0 \0 \0\n选择纸片变变变！\x0e\0\x04\0被揭下来的地方用纸片贴上去，或者\n觉得有点奇怪的地方用贴纸贴上去\n等等，纸片变变变可以做很多的事。\x0e\0\x04\0按\x0e\x02\x02\x14\n\0m\0i\0c\0_\0y\0\x18\0\x06\0 \0 \0纸片变变变！\n一定要记住呀！
goalstar_01	{d}　啊！？\x0e\x04\x04\x04d\0\0\0那个是！？{/d}
goalstar_02	我到这里来时乘坐的\n是贴纸彗星，那个是贴纸彗星\n被分散掉的一个碎片呀！\x0e\0\x04\0贴纸彗星和皇家贴纸，\n因为同样受贴纸星的力量，\n所以互相吸引的。\x0e\0\x04\0只要收集彗星碎片，\n就可以很自然地被指引到\n皇家贴纸所在的地方了。\x0e\0\x04\0再加上，在战斗中打倒\n很多敌人的话，作为奖励\n就可以相应地得到很多金币！\x0e\0\x04\0那么，取下彗星碎片，\n让它指引我们到\n皇家贴纸那里吧！
trio_kuri_01	给我站住～！
trio_kuri_06	嘿嘿嘿，\n好像没有察觉到呀。
trio_kuri_07	怎么样！\n单薄如纸！\x0e\0\x04\0趁他还在吃惊的时候，\n赶紧干掉吧～！
trio_kuri_02	{d}哦，被察觉到啦！{/d}
trio_kuri_03	刚才是因为稍微放松了警惕，\n才会像单薄的古惑仔一样\n被干掉的。\x0e\0\x04\0这次就不会那样了！\n好好领教一下纸的看家本领吧！
trio_kuri_04	再来几次，也是一样的。\n好好领教一下纸的看家本领吧！
trio_kuri_05	再次甘拜下风！\n俺们还真是\n单薄的古惑仔呀——！
trio_kuri_08	哇哈哈，逃了，逃了！\n可能太畏惧\n纸的看家本领吧！
trio_kuri_09	哎呀？\n真是好了伤疤忘了疼，还来呀！
signboard_ac_01	攻击的时候\n要抓住时机按\x0e\x02\x02\x14\n\0m\0i\0c\0_\0a\0\x18\0\x06\0 \0 \0键
signboard_ac_02	受到攻击的时候\n也要按\x0e\x02\x02\x14\n\0m\0i\0c\0_\0a\0\x18\0\x06\0 \0 \0键
stg1_2.msbt
flo_tlk_01	好大的风呀！\n不好了！\n好像要被吹走似的！
flo_tlk_04	呜呜呜……\n我珍贵的花\n全部被吹走了……
flo_tlk_06	又吹来了好大的风！\n花儿肯定又要被　\n吹走了吧！
flo_tlk_repairhint_00	像火烧般红的花也好……\n像冰冻般蓝的花也好……\x0e\0\x04\0全——部都被风给吹走了！\n呜——呜——！
flo_tlk_repairhint_01	啊，花？\n虽然有点高兴，但是就这一朵花\n也说不上是花圃。
flo_tlk_repairhint_02	啊啊，花！？\n虽然相当高兴，但是作为花圃\n还是感觉少了点什么。
flo_tlk_papeNG_Noseal	咦？\n我还以为是花开了，\n原来是错觉。
flo_kino_result_normal	哇——！\n花开了——！
flo_kino_result_kira	耶～耶～！\n花开了——！\n而且还是闪闪的！
flo_kino_result_kirakira	耶耶～耶～！\n花开了——！\n而且是非常非常闪耀的！！
flo_kino_result_thx	非常感谢！\n马力欧先生的贴纸\n所拥有的力量好厉害呀！\x0e\0\x04\0我很感动！\n请收下这个吧。
flo_tlk_repairsecond_02	花儿们，太好了——\n风已经停了，所以可以放心了。
flo_tlk_repairsecond_04	花又全部被吹走了……\n啊，饶了我吧……
kino_vs_kuri_02	哎，哎～\n刚才拿着的物品是什么呀。\n给俺们看一下吧～
kino_vs_kuri_03	能不能爽快一点呀～\n好了啦，快点拿出来。
kino_vs_kuri_01	住手！\n住手！
kino_vs_kuri_04	啊，是马力欧！\x0e\0\x04\0怎么啦？\n俺们只是在友好、\n开心地玩而已。
kino_vs_kuri_06	找这个奇诺比奥\n有什么事情吗？\n如果是这样……\x0e\0\x04\0花２０金币就可以放了他。\n怎么样？\x0e\x03\0(\0\0\xff\xff\0\0d\0\x1e\0k\0i\0n\0o\0_\0v\0s\0_\0k\0u\0r\0i\0_\00\08\0
kino_vs_kuri_06_01	啊，马力欧又来了！
kino_vs_kuri_07	是吧是吧，\n那是听错了。\n那再问一次。\x0e\0\x04\0花２０金币就可以放了他。\n怎么样？\x0e\x03\0(\0\0\xff\xff\0\0d\0\x1e\0k\0i\0n\0o\0_\0v\0s\0_\0k\0u\0r\0i\0_\00\08\0
kino_vs_kuri_08	支付２０金币\n靠动武来救助
kino_vs_kuri_09	咦？咦？\n真的可以吗？\n你这家伙也挺识相的嘛。
kino_vs_kuri_10	说了果然不一样！\n这个呢我就笑纳了。\n走～啦～！
kino_vs_kuri_10_01	什么呀？\n金币不够呀！\n耍俺……干掉他——！
kino_vs_kuri_11	想救他？\n不会是听错了吧。\x0e\0\x04\0好好听着，俺们是比其它的\n栗子小子高出一等的。\n那样也……要靠动武来救他？\x0e\x03\0(\0\0\xff\xff\0\0d\0\x1e\0k\0i\0n\0o\0_\0v\0s\0_\0k\0u\0r\0i\0_\01\02\0
kino_vs_kuri_12	靠动武来救助！\n还是让我想想
kino_vs_kuri_13	胆量好大呀！\n既然都这么讲了，那就来吧！
kino_vs_kuri_18	原来如此，这就是动武呀！\n甘拜下风～！
kino_vs_kuri_19	非常感谢，马力欧先生！\n给你带来了麻烦，真是抱歉。\x0e\0\x04\0其实刚才，\n发现了很稀有的物品。
kino_vs_kuri_20	是吧？\n是不是很棒呀，这个。\n虽然我完全不知道这是什么……\x0e\0\x04\0总之这个就作为刚才的谢礼，\n送给马力欧先生。\n请您收下吧！\x0e\0\x04\0如果用不到，\n就送给正在找稀有物品的人吧。\x0e\0\x04\0那么我就告辞了，\n因为我还要去一个地方！
pentagon_kuri_00	{d}给我站住——！{/d}
pentagon_kuri_01	哎！你以为，\n俺就是一张单薄的小人物？\x0e\0\x04\0别小看俺了！\n俺们的发飚已经刹不住了——！
pentagon_kuri_04	是俺们小看你了！\n不会再发飚了。\n还是应该安全驾驶呀！
pentagon_kuri_06	怎么样！\n不要小看俺们的发飚！
pentagon_kuri_07	又来了是以为\n这次肯定会赢？\n别小看人了！
slot_open_event_00_00	哎哟，这样大张旗鼓、\n华丽地登场。\x0e\0\x04\0但即使是小人物，\n有５张聚在一起杀过来\n那也有点麻烦呀。
slot_open_event_00	哎，马力欧。\n面对着那么多的敌人，\n又花时间，是不是很不容易呀？\x0e\x03\0.\0\0\xff\xff\0\0d\0$\0s\0l\0o\0t\0_\0o\0p\0e\0n\0_\0e\0v\0e\0n\0t\0_\00\01\0
slot_open_event_01	是的\n没什么
slot_open_event_02	啊，是吗？\n但内心是不是觉得很辛苦呀？
slot_open_event_03	哎呀，太不坦诚了。\n面对那么多的对手\n却只有一张贴纸很麻烦吧？\x0e\x03\0.\0\0\xff\xff\0\0d\0$\0s\0l\0o\0t\0_\0o\0p\0e\0n\0_\0e\0v\0e\0n\0t\0_\00\01\0
slot_open_event_04	肯定是说谎！\n男人的话，不是很想一次\n用很多贴纸的吗？\n\x0e\x03\0.\0\0\xff\xff\0\0d\0$\0s\0l\0o\0t\0_\0o\0p\0e\0n\0_\0e\0v\0e\0n\0t\0_\00\01\0
slot_open_event_05	哎，哎！\n是想救叫桃花的公主吧！？\x0e\x03\0.\0\0\xff\xff\0\0d\0$\0s\0l\0o\0t\0_\0o\0p\0e\0n\0_\0e\0v\0e\0n\0t\0_\00\06\0
slot_open_event_06	是的\n当然
slot_open_event_07	果然如此！\n那么就传授你很厉害的本领吧。\x0e\0\x04\0{d}嘿～！{/d}
slot_open_event_08	{d}战斗摇奖！{/d}\x0e\0\x04\0３个图案是不是在骨碌骨碌地\n转呀？按\x0e\x02\x02\x14\n\0m\0i\0c\0_\0a\0\x18\0\x06\0 \0 \0一张一张地停下。\n然后，如果图案转齐的话……\x0e\0\x04\0就会增加在一次攻击中\n可以使用的贴纸张数！\n很棒吧！？\x0e\0\x04\0{d}来，试一下！{/d}
slot_open_event_09	唉哟，真可惜，\n图案没有转齐呀……\n嗯，又是第一次没有办法呀。\x0e\0\x04\0那么这次就来个\n特别服务吧！
slot_open_event_10	你看！\n这样一次可以使用的\n贴纸就达到３张了。\x0e\0\x04\0而且，图案３个全转齐的话\n会有更好的事情发生。\x0e\0\x04\0例如这次\n转齐的是金币图案，\n那么会得到金币的奖励！\x0e\0\x04\0怎么样，很厉害吧？\n下次开始呢，\n自己努力转齐吧！
slot_open_event_11	图案转齐了２个。\n这样一次可以使用的\n贴纸就达到２张了！\x0e\0\x04\0但是，有点可惜呀。\n图案如果３个都转齐了，\n贴纸就可以使用３张了……\x0e\0\x04\0好吧——，\n就这次来个特别服务吧！
slot_open_event_13	哎呀，好厉害呀！\n这样一次可以使用的\n贴纸就达到３张了！\x0e\0\x04\0……但怎么偏偏是毒蘑菇呀！\n这个是……所谓的落空。\n啊，也会有这样的时候的。
slot_open_event_14	哎呀，好厉害呀！\n这样一次可以使用的\n贴纸就达到３张了！\x0e\0\x04\0而且转齐的是金币图案，\n那么会得到金币的奖励！\x0e\0\x04\0就这么做吧，今后也要\n好好使用战斗摇奖呀。
slot_open_event_15	战斗中只要支付金币\n随时都可以使用战斗摇奖的。\x0e\0\x04\0追加支付大量金币的话，\n就会更容易地转齐图案，\n所以好好使用呀。
slot_open_event_16	哎呀，好厉害呀！\n这样一次可以使用的\n贴纸就达到３张了。\x0e\0\x04\0顺便讲一下，\n当转齐的是蘑菇图案的时候，\n就会有回复HP的优惠！\x0e\0\x04\0就这么做下去，今后也要\n好好使用战斗摇奖呀。
slot_open_event_17	哎呀，好厉害呀！\n转齐的是花的图案啊。\n这次中了大奖噢！\x0e\0\x04\0不仅一次就可以使用\n３张贴纸，\n而且火球也会飞出去。\x0e\0\x04\0就这么做下去，今后也要\n好好使用战斗摇奖呀。
slot_open_event_18	哎呀，好厉害呀！\n转齐的是力量块的图案啊。\n这次中了大奖噢！\x0e\0\x04\0不仅一次就可以使用\n３张贴纸，\n而且还会给对方带来伤害。\x0e\0\x04\0就这样做下去，今后也要\n好好使用战斗摇奖呀。
slot_open_event_19	非常棒！太厉害了！\n转齐的是闪电的图案啊。\n这次中了巨奖噢！\x0e\0\x04\0不仅一次就可以使用\n３张贴纸，\n而且还会给对方带来伤害。\x0e\0\x04\0就这样做下去，今后也要\n好好使用战斗摇奖呀。
signboard_1_3_0	花圃　在这边→
stg1_3.msbt
kinopio_butsukaru_01	{d}{s[150]}救命～！{s[100]}{/d}
kinopio_butsukaru_03	啊，马力欧先生！\n我正被难缠的人追着呢！
kameck_appear_01b	……咦，\n怎么感觉好像不久前　\n也有过和这类似的场景呢。
kameck_butsukari_04	我没有做要让人追的坏事情呀！\x0e\0\x04\0只是在散步途中\n捡到了有点稀有的东西而已！\x0e\0\x04\0但是也不知道它的用途，\n这个就请马力欧先生收下吧！\n拜托了！
kinopio_butsukaru_after_00	我身上已经没有什么\n稀有的东西了噢！
kinopio_butsukaru_after_03	我们总是要么慌慌张张，\n要么不知所措。\n给你添麻烦了。
kinopio_butsukaru_after_04	啊，马力欧先生。\x0e\0\x04\0那么说来，在散步的时候，\n看到流星往水畔瀑布的方向滑落了。\x0e\0\x04\0就像贴纸彗星一样\n闪耀着光芒。
kinopio_butsukaru_after_05	看到流星\n往水畔瀑布的方向滑落了。\x0e\0\x04\0就像贴纸彗星一样\n闪耀着光芒。
kameck_appear_03	嗯嗯嗯……奇诺比奥小子，\n去哪儿了呀！？
kameck_appear_04	那家伙，不反抗，干干脆脆地\n让我看看就好了，却藏在了\n怀里，实在是有点可疑。\x0e\0\x04\0肯定是跟贴纸有关的稀奇之物。\n抢回来之后一定要\n向酷霸王大人汇报！
kameck_appear_05	哎哟，还在想是谁呢，\n这不是马力欧嘛。\x0e\0\x04\0酷酷酷……原来如此，\n由于贴纸嘉年华的骚乱，\n你也出马了是吧。\x0e\0\x04\0说起马力欧，\n那是酷霸王大人永远的敌人。\n那也就是说，是我的敌人。\x0e\0\x04\0难得碰上面，\n马上就说这么冒昧的话\n是有点残忍……\x0e\0\x04\0我会尽快把你打倒的！\n你做好心理准备吧！
kamk_escape	成为逃兵实在是太遗憾了。\n随时愿意与你交手。\n咔咔咔！
kameck_appear_05a	还来呀？\n真了不起，那种单薄的意志。\x0e\0\x04\0算了，做多少次都是一样的。\n那，开战吧！
kamk_battlefnish_evvent10	嗯嗯嗯……\n正如传闻，还挺有两下子呀。\n我竟然会输掉。\x0e\0\x04\0啊——啊，\n这次弄得非常不愉快，因此……
kamk_battlefnish_evvent10a	{d}看招！{/d}
kamk_battlefnish_evvent13	酷酷酷……\n是不是正在收集这种碎片呀？\x0e\0\x04\0那就好好接住吧！
kamk_battlefnish_evvent14	哎呀哎呀，\n往哪儿飞去了！？\x0e\0\x04\0你怎么不好好接住呀，\n那样是不行的。\n咔咔咔咔！\x0e\0\x04\0那就加油吧～！
