Enemy.msbt
enemy_name_MARIO	Mario
museum_guide_chara_02	Sorry. No coins, no gander.
StaffCredit.msbt
T00	PAPER MARIO: Sticker Star
T01	STAFF CREDITS
T02	DIRECTORS
T41	DIRECTORS & SCENARIO
T03	LEVEL DESIGN
T04	PLANNING
T05	CHARACTER DESIGN
T06	MAP DESIGN
T07	MAP-DESIGN SUPPORT
T08	BATTLE-MAP DESIGN
T09	VISUAL-EFFECTS & "THINGS" DESIGN
T10	"THINGS" DESIGN
T11	UI DESIGN
T12	TECHNICAL DESIGN
T13	MAIN PROGRAMMING
T14	PROGRAMMING
T15	SCRIPT
T16	SCRIPT SUPPORT
T17	SOUND DIRECTOR
T18	SOUND
T19	SOUND SUPPORT
T20	SOUND SUPERVISOR
T21	CHARACTER VOICES
T22	GRAPHIC SUPERVISORS
T23	ILLUSTRATION
T24	ILLUSTRATION SUPERVISOR
T25	ARTWORK
T26	MANUAL EDITING
T27	TECHNICAL SUPPORT
T28	SPECIAL THANKS
T29	NORTH AMERICAN \nLOCALIZATION MANAGEMENT
T30	NORTH AMERICAN LOCALIZATION
T31	DEBUG
T32	DEBUG SUPPORT
T33	COORDINATION
T34	COORDINATION SUPPORT
T35	SUPERVISORS
T36	PROJECT MANAGEMENT
T37	PRODUCERS
T38	GENERAL PRODUCER
T39	EXECUTIVE PRODUCER
T40	Nintendo and INTELLIGENT SYSTEMS are\nthe authors of this software for the purpose\nof copyright. All rights reserved.\n\xa9 2012 Nintendo\nProgram \xa92012 Nintendo / INTELLIGENT SYSTEMS
N000	Naohiko Aoyama
N001	Taro Kudo
N002	Yukio Morimoto
N003	Toshitaka Muramatsu
N004	Tomomi Fujisawa
N005	Naoya Inui
N006	Masayuki Horikawa
N007	Ai Tsujimura
N008	Akira Ueda
N009	Masahide Miyata
N010	Takeo Enomoto
N011	Tomohiro Ozawa
N012	Madoka Kadono
N013	Koichiro Yamada
N014	Naoko Tsukamoto
N015	Shingo Igata
N016	Yuki Masuda
N017	Kayoko Murakami
N018	Shouko Kotsuki
N019	Satoko Kurihara
N020	Miho Sakamoto
N021	Shunsuke Takenaka
N022	Takanobu Tsujihata
N023	Hitomi Sakuma
N024	Sayoko Hayashi
N025	Takao Shimoeda
N026	Teruyuki Ishiko
N027	Junko Takagi
N028	Kei Shimura
N029	Atsumi Hosokawa
N030	Shingo Nakai
N031	Masayuki Hashimoto
N032	Nobuhiro Arai
N033	Shin Kazoe
N034	Koji Yokota
N035	Jun Nagashima
N036	Seimi Oshiro
N037	Akira Katsuta
N038	Sachiko Daigohou
N039	Hidemi Yamaguchi
N040	Megumi Yasue
N041	Kyoko Suzuki
N042	Naruki Sugeno
N043	Shiho Iwabuchi
N044	Takeshi Ando
N045	Jun'ya Kadono
N046	Kaoru Kita
N047	Youichi Tada
N048	Mitsuru Matsumoto
N049	Takanori Hino
N050	Naoki Habu
N051	James W Anderson
N052	Kazuhiro Tamura
N053	Yusuke Ozawa
N054	Koichi Kishi
N055	Motomu Chikaraishi
N056	Taro Kato
N057	Yusuke Murakami
N058	Tomohiro Obayashi
N059	Hiroki Azumada
N060	Naoyuki Ukeda
N061	Masahiro Oshinomi
N062	Yasuhiro Yokoyama
N063	Jun Kuronuma
N064	Takuya Sato
N065	Tsubasa Mizuno
N066	Isao Watanabe
N067	Masanobu Matsunaga
N068	Saki Kurata
N069	Shoh Murakami
N070	Yoshito Sekigawa
N071	Yasuhisa Baba
N072	Hiroki Morishita
N073	Masanori Adachi
N074	Kiyoshi Hazemoto
N075	Tomoko Sano
N076	Kosei Muraki
N077	Hiroaki Hanaoka
N078	Yasumasa Yamada
N079	Jumpei Ikawa
N080	Bungo Fujiwara
N081	Koji Kondo
N082	Kenny James
N083	Caety Sagoian
N084	Sam Kelly
N085	Kazumi Totaka
N086	Sanae Susaki
N087	Kanae Dohta
N088	Chiaki Aida
N089	Tsuyoshi Watanabe
N090	Naoya Hasegawa
N091	Yusuke Nakano
N092	Yuka Kotaki
N093	Ryota Kanno
N094	Ryo Koizumi
N095	Aki Sakurai
N096	Shingo Okamoto
N097	Kotaro Hiromatsu
N098	Tsutomu Kitanishi
N099	Taku Sugioka
N100	Ryota Kawade
N101	Kazuhito Norimoto
N102	Tsutomu Tei
N103	Toshio Sengoku
N104	Tohru Narihiro
N105	Naoki Nakano
N106	Kenji Imai
N107	Masakazu Umehara
N108	Kenichi Nishimaki
N109	Masahiro Higuchi
N110	Kenji Yamada
N111	Atsushi Ikuno
N112	Naoko Mori
N113	Daisuke Nakajima
N114	Makoto Katayama
N115	Mayuko Tsukamoto
N116	Atsunori Ina
N117	Hiroyuki Tashiro
N118	Naohiro Yasuhara
N119	Yoshihisa Isa
N120	Yuuki Tanikawa
N121	Yasuharu Ohta
N122	Yoshinori Isoda
N123	Katsuhiko Kurahashi
N124	Shizue Kiriyama
N125	Atsushi Iio
N126	Kazuki Hamamura
N127	Leslie Swan
N128	Nate Bihldorff
N129	Billy Carroll
N130	Galia Rodriguez Hornedo
N131	Derek Seklecki
N132	NOA Product Testing
N133	Mario Club Co., Ltd.
N134	DIGITAL Hearts Co.,Ltd.
N135	Masashi Okamoto
N136	Jumpei Horita
N137	Kazuyuki Gofuku
N138	Ryuichi Nakada
N139	Shigeru Miyamoto
N140	Takashi Tezuka
N141	Keisuke Terasaki
N142	Kenji Nakajima
N143	Osamu Yamauchi
N144	Kensuke Tanabe
N145	Toshiyuki Nakamura
N146	Shinya Takahashi
N147	Satoru Iwata
N148	Takeru Kanazaki
N149	Daisuke Yasumatsu
N150	Yasuhito Fujisawa
N151	Takafumi Kaneko
N152	Takashi Akiyama
stg1_1.msbt
step_kino_A_01	I just love these Warm Fuzzy Plains.\nThe sun always shines here!
step_kino_A_02	I defy you to find a day where the sun\nDOESN'T shine on Warm Fuzzy Plains!
step_kino_A_03	Warm Fuzzy Plains: the sunshiniest\nplace there is! I should write brochures!\nWhen I'm not PAAAANICKING!
step_kino_A_04	A lot of crazy stuff went down around\nhere...but nothing can keep this place\nfrom being the Warm Fuzzy Plains!
step_kino_B_01	Sure are a lot of Goombas loitering\naround here. If you see any, introduce\nthem to your shoes.
step_kino_B_02	Man, there are tons of Goombas\nwandering around here! If I were you,\nI'd treat them to a solid stomping.
step_kino_B_03	So many Goombas on patrol here!\nI'm being careful not to stomp them!
step_kino_B_04	There are STILL Goombas walking\naround like they own the place.\nIf you see any, give 'em a stomp for me!
step_kino_C_01	{d}Signs say{/d}\n{d}useful{/d}\n{d}stuff.{/d}\x0e\0\x04\0...That's a famous Toad saying!
step_kino_C_02	{d}Signs are{/d}\n{d}a rich source{/d}\n{d}of info.{/d}\x0e\0\x04\0...That's a famous Toad saying!
step_kino_C_03	Watch out for Bowser Jr.!\nI'd better write that on a sign QUICK!
step_kino_C_04	{d}A stack of{/d}\n{d}Toads can{/d}\n{d}do anything!{/d}\x0e\0\x04\0...That's a new Toad saying!
step_kino_D_01	Me and my buddies met here for a \ngood, old-fashioned sticker hunt, but\none of them seems to have taken off...\x0e\0\x04\0I bet he wants all the shiny ones for\nhimself. That cad!
step_kino_D_02	Me and my buddies met here for a \ngood, old-fashioned sticker hunt...\x0e\0\x04\0But my one buddy went off on his own.\nI bet he grabbed all the shiny ones for\nhimself. That weasel!
step_kino_D_03	A Bowser Jr. sighting! Oh, NOT COOL!\nThis is no place for sticker hunting!
step_kino_D_04	Phew! With Bowser Jr. gone, I can keep\nhunting stickers with my friends.
ore_kino_01	Whoa, Mario! No offense, but this is no\nplace to stop and chat!
ore_kino_02	Ah, Mario! Since you're here, that must\nmean you pummeled Bowser Jr.!\x0e\0\x04\0I still can't believe that twerp showed\nup just when I'd found a rare, never-\nbefore-seen-at-least-by-me sticker...\x0e\0\x04\0...What? The bridge is completely gone?\nThat's not good! We have to fix it!\x0e\0\x04\0Well, we're just a bunch of flat Toads,\nbut we've gotta do SOMETHING. \nLet's head over there!\x0e\0\x04\0{d}C'MON, FELLAS!{/d}
ore_kino_03	Y'know, that never-before-seen-at-\nleast-by-me sticker must be really rare.\x0e\0\x04\0I wonder if another sticker like that will\never fall again. I bet it'd sell for some\nserious coin.
kino_unired_01	What? You're going already, Mario?\x0e\0\x04\0Look, we'll wait here. Come back again\nwhen you've done your business, OK?
kino_unired_02	Way to keep a Toad waiting, Mario.\nC'mon, let's go!
kino_unired_03	Ah, gotcha. That wad up there?
kino_unired_03_01	All right, you guys! Time to Toad up!\nHearts and minds as one!\x0e\0\x04\0{d}Everyone...\x0e\x04\x04\x04\xfa\0\0\0STRETTTTTCH!{/d}
kino_unired_03_02	{d}Boom! There you go!{/d}
kino_unired_04	That went well. Glad we could help!
kino_unired_05	When we're stacked, we're unstoppable!\x0e\0\x04\0Well, see ya!
scissor_seal_m01_01	{d}{s[150]}HELP!{s[100]}{/d}
scissor_seal_m01_02_0	Ow ow ow ow ow ow ow...
scissor_seal_m01_02_1	Whoa, Mario! You gotta get up, man!\nThis is no place to be KO'd!
scissor_seal_m01_02_2	Listen, that crazy little monster is\nafter me, so I can't chat! He's all you!
scissor_seal_m01_06	Well, he seemed completely frazzled. \nI wonder what got him so worked up?
scissors_full_01	Oh no! You've got too many stickers, \nso you can't pick up this one.\x0e\0\x04\0No way can you leave that lying there.\nSeriously, LOOK at it! Let's clear some \nspace so you can pick it up.
scissor_seal_m02_01	Hmm? Well now, what's this? \nLooks like an incredibly rare sticker.\x0e\0\x04\0I know everything there is to know\nabout stickers, but this is the first time\nI've ever seen one of this variety.\x0e\0\x04\0Poor sticker... Left here all on its own.\nWe'd better pick it up. It's the right\nthing to do!
scissor_seal_m02_02	{d}DON'T RUN! WAIT UP!{/d}
scissor_seal_m02_03	Hey, you're Mario! Talk about weird.\nWhat are you doing here?
scissor_seal_m02_04	Sniff snoof snifffffffffffffff... Hold up.\nThat smell. THAT GLORIOUS STINK.\nHave you got a rare sticker?\x0e\0\x04\0News flash: all rare stickers are MINE.\nFork it over!
scissor_seal_b00_01	Well! Guess I'll just have to take that\nrare sticker by overpowering you,\nthank you very much.
scissor_seal_b01_01	Ha ha ha! Am I a beast or what?\nNo way are you gonna win.\x0e\0\x04\0But just 'cause you're on the brink of\na humiliating defeat, don't get all \ndesperate and think of using that \nrare sticker.\x0e\0\x04\0No no no NO! I want that sticker\npristine when I take it from you!
scissor_seal_b04_05	Hey, y'know, you're not too shabby...\nLuckily, at times like this, I just use the\npower my pop gave me to...RECOVERRR!
scissor_seal_m03_01	What?! C'mon, seriously? That sticker\nis overpowered! You cheat!
scissor_seal_m03_02	OK, look, I've had it! If that's the way\nit's gonna be, I've got one last trick to\nshow you, bub!
scissor_seal_m03_02a	{d}{s[150]}NYARGLEBARGLE!{s[100]}{/d}
scissor_seal_m03_02a_02	{d}I'm not finished yet!{/d}
scissor_seal_m03_02b	You'll never climb up there to get it.\nEnjoy your sad little day of crying!\x0e\0\x04\0{d}Bye, cheater!{/d}
scissor_seal_m03_03	Who in the world was that?\nHe had some issues.\x0e\x04\x02\0\x0e\0\x04\0Still, to be able to wield that kind of\npower... Wow.\x0e\0\x04\0In any case, we've got problems.\nUntil we deal with that bridge, we're \nnot going anywhere.\x0e\0\x04\0Let's figure something out!
pape_tuto_01	OK then, let's get this bridge back\nto the way it was.\x0e\0\x04\0From here on out, I'll lend you my \npower whenever you need it, OK?\nAre you ready?
pape_tuto_03	OK. Let's do this! Time to...\x0e\0\x04\0{d}{s[150]}PAPERIZE!{s[100]}{/d}
pape_tuto_04	How's that? Mind blown? Yeah.\nTime's stopped, and the world's become\nas flat as a piece of paper. That's what\nI call "paperization"!\x0e\0\x04\0Grab that bridge scrap you just\npicked up from the bottom screen. 
pape_tuto_04_01	Yeah, that's it. Now stick that scrap\nwhere the bridge was.\x0e\0\x04\0Line up that scrap's shadow with where\nyou want to stick it using \x0e\x02\x02\x16\x0c\0m\0i\0c\0_\0s\0t\0\x12\0\x05\0\x18\0\x18\0...\nThen stick away with \x0e\x02\x02\x14\n\0m\0i\0c\0_\0a\0\x12\0\x05\0\x18\0\x18\0.\x0e\0\x04\0{d}Give it a stick!{/d}
pape_tuto_04_02	That's it! Nice!\x0e\0\x04\0Now, for the finishing touch, smooth\nout the scrap all the way to the edges\nusing \x0e\x02\x02\x16\x0c\0m\0i\0c\0_\0s\0t\0\x12\0\x05\0\x18\0\x18\0.
pape_tuto_07_not	Ah... Not quite. The scrap's position is\na little off.\x0e\0\x04\0Look carefully at the bridge's shadow,\nand line the scrap up exactly where the\nbridge was peeled out.\x0e\0\x04\0You're new to this, so it might seem a\nbit tough, but do your best!\x0e\0\x04\0Now focus. Use \x0e\x02\x02\x16\x0c\0m\0i\0c\0_\0s\0t\0\x12\0\x05\0\x18\0\x18\0 to line the scrap up\nwith where you want to stick it.\x0e\0\x04\0{d}One more time!{/d}
pape_tuto_09	{d}You did it!{/d}\x0e\0\x04\0Not bad at all. You've got potential.\nYou may be true paper after all.\x0e\0\x04\0And now you'll be able to paperize\nwith \x0e\x02\x02\x14\n\0m\0i\0c\0_\0y\0\x12\0\x05\0\x18\0\x18\0 at any time!\x0e\0\x04\0Stick scraps back on where they've\nbeen torn out, stick stickers in \nsuspicious places... With paperization,\nyou can do all kinds of things.\x0e\0\x04\0\x0e\x02\x02\x14\n\0m\0i\0c\0_\0y\0\x12\0\x05\0\x18\0\x18\0 for paperization! Don't forget!
goalstar_01	Hey! \x0e\x04\x04\x04d\0\0\0Look over there!
goalstar_02	That's a piece of the Sticker Comet\nthat I rode in on! Remember, the one\nthat got broken up?\x0e\0\x04\0Since they're all from the Sticker \nStar, the Sticker Comet and Royal \nStickers are naturally drawn to each\nother by their homeland's power.\x0e\0\x04\0So if we gather the comet pieces, \nthey should naturally lead us to the \nRoyal Stickers.\x0e\0\x04\0And what's more, if we defeat lots of \nenemies in battle, we can get tons of\ncoins! Nothing wrong with that!\x0e\0\x04\0So let's get those comet pieces and \nuse them to lead the way to all the\nRoyal Stickers!
trio_kuri_01	Hold up.
trio_kuri_06	Heh heh heh heh. Niiiiiice.\nLooks like he hasn't noticed us.
trio_kuri_07	Well, well, WELL! You again!\nYou're looking thin and flimsy as a\npiece of tissue paper!\x0e\0\x04\0Get him while he's off guard!
trio_kuri_02	{d}Uh-oh! He noticed us!{/d}
trio_kuri_03	Last time we weren't prepared, and you\nbeat us like flat, little pi\xf1atas.\x0e\0\x04\0But this time won't be so easy!\nTaste our paper power, punk!
trio_kuri_04	No matter how many times you want\nto play, it'll always end the same.\nTaste our paper power!
trio_kuri_05	He's back, for real! We really are flimsy,\nlittle, flat pi\xf1atas!
trio_kuri_08	Wa ha ha! He ran away! He bolted!\nPoor little guy didn't want any paper\ncuts, I guess!
trio_kuri_09	Huh? He's back! This guy doesn't know\nwhen to quit!
signboard_ac_01	With any attack,\ntiming is really crucial.\nPress that A Button.
signboard_ac_02	When you're in a fight...\nAnd foes are about to strike...\nPress that A Button.
stg1_2.msbt
flo_tlk_01	Such a gale! An ill wind, to be sure!\nI cannot ford the tempest!
flo_tlk_04	The horror! My beautiful blooms, each\na masterpiece of nature, have been \nscattered to the four winds...
flo_tlk_06	Lo, I struggle in the tempest once more!\nMy flowers will once again meet their\nend on the uncaring wind!
flo_tlk_repairhint_00	My blistering blooms of burning red...\nMy frigid flowers of iciest blue...\nAll of them blown from this world!\nBAWWWWWWWW!
flo_tlk_repairhint_01	What's this? A flower struggles forth\nfrom the earth? This cheers me, but \nonly a trifle, for a single flower does\nnot a garden make.
flo_tlk_repairhint_02	What's this? A brace of blooms awaken\nin the sleeping ground? This gives me\njoy, but not elation, for they are not\nquite enough to make a garden.
flo_tlk_papeNG_Noseal	What's this? For a moment my heart\nlurched in anticipation of a flower\nblooming, but it appears I was mistaken.
flo_kino_result_normal	Oh joy! Flowers burst forth!
flo_kino_result_kira	Oh joy! Oh, such joy in my heart!\nFlowers burst forth! SHINY flowers!
flo_kino_result_kirakira	Oh joy! The joy to end all joys!\nFlowers burst forth! Flashy flowers that\nrival the flaring sun o'er us all!
flo_kino_result_thx	I must thank you, Mario, for your \nsticker skills are positively uncanny! \x0e\0\x04\0Most impressive. I insist you take this!
flo_tlk_repairsecond_02	Flowers are the definition of beauty.\nAnd now they may thrive, for the wind\nhas finally abated.
flo_tlk_repairsecond_04	My poor flowers, lost to the winds...\nHow much must a Toad suffer...
kino_vs_kuri_02	C'mon, buddy, whazzat you was just\nholdin'? Show it to us, huh?
kino_vs_kuri_03	Yeah, your act is gettin' old fast.\nBreak out the goods. Now.
kino_vs_kuri_01	Quit it! Knock it off!
kino_vs_kuri_04	Heads up--it's Mario!\x0e\0\x04\0What're you lookin' at? We was just\nplayin', nice and friendly-like.
kino_vs_kuri_06	What, you got a playdate with this\ntwerp or somethin'? In that case...\x0e\0\x04\0For 20 coins, we'll give 'im up.\nWhatcha gonna do?\x0e\x03\0(\0\0\xff\xff\0\0d\0\x1e\0k\0i\0n\0o\0_\0v\0s\0_\0k\0u\0r\0i\0_\00\08\0
kino_vs_kuri_06_01	Hey, it's Mario again!
