BestScore\BestScore.msbt
BestScore_Title	ベストスコア
SpMission_0131_Request_02	あいにく　にげて　しまったのですが\nあの　どくとくな　フォルムは\nまた　かんさつして　みたいものですな。
SpMission_0131_Complete_01	な、なんと！　これは\nほんもの　そっくりの　フシデ\nではありませんか！\nさっそく　かんさつしなければ！
SpMission_0132_Title	さばくでの出会い
SpMission_0132_Request_01	なんと　この前　さばくで　サンドが\n丸く　なっている　ところを\nもくげき　しまして。\nころがって　いどう　とは\nなんとも　きょうみぶかい　ですな。
SpMission_0132_Request_02	むぅ……　しかし　また　会える\nかくりつは　低いような\n気がするのです……
SpMission_0132_Complete_01	こ、このまるっこい　フォルムは！\nサンド　そのもの　ではありませんか！
SpMission_0133_Title	アローラ地方での出会い
SpMission_0133_Request_01	びっくり　ぎょうてん！\nアローラ地方　のサンドは　なんと\n白かったのです！\n土地によって　すがたが　ちがうとは\nなんて　まかふしぎ……
SpMission_0133_Request_02	つぎの　アローラ地方への　たんけんまで\nもう　かんさつできないのかと　思うと\n心が　いたむであります……
SpMission_0133_Complete_01	そ、そうなのです！\nまさに　このすがた　でありました。\nすばらしい～！！
SpMission_0141_Title	お世話をやきたいお年ごろ
SpMission_0141_Request_01	ねえねえ　クマシュンって　知ってる？
SpMission_0141_Request_02	いつも　鼻水が　出ていて\nすごく　寒そうに　しているの……\nわたしが　かんびょうして　あげたいなあ。
SpMission_0141_Complete_01	まあ！　やっぱり　すごい　鼻水！\n早く　おうちに　つれて帰らなきゃ！\n一生けんめい　お世話するね。
SpMission_0142_Title	心安らぐお友だち
SpMission_0142_Request_01	ねえねえ　この前は　ありがとう！\nわたし　クマシュンの　お世話\nがんばってるよ！
SpMission_0142_Request_02	お部屋は　あたたかいのだけど\nまだまだ　クマシュンは　寒そうだから\nふわっふわの　ベッドにもなる\nお友だちを　あげたいの……
SpMission_0142_Complete_01	とっても　ふわっふわ！\nこの子と　いっしょなら　クマシュンも\nぐっすり　ねむれて　元気に　なりそう！
SpMission_0143_Title	まもってくれるお友だち
SpMission_0143_Request_01	ねえねえ\nクマシュンが　元気になってきたよ！
SpMission_0143_Request_02	でも　まだまだ　心配だから\n今度は　クマシュンを　まもってくれる\nつよい　お友だちを　あげたいの……
SpMission_0143_Complete_01	とっても　つよそうで　やさしそう！\nこれで　クマシュンも　安心だね！
SpMission_0151_Title	かんしゃの心
SpMission_0151_Request_01	わたしは　ポケモンと　人と　世界を\nつなぐため　世界中を　まわって\n研究を　している者だ。\nどうか　お願いを　聞いてくれるかな。
SpMission_0151_Request_02	あれた　大地を　花で　みたす　力を持ち\nかんしゃの　気持ちを　感じると\n花ひらく　という　まぼろしの　ポケモン\nその名は　シェイミと　いうそうだ。\n一度でいいから　見てみたいのだよ。
SpMission_0151_Complete_01	これが　まぼろしの　ポケモン　シェイミ！\nなんと　あたたかく　おだやかな\nすがたなのだろう……！\nこのすがたを　見れただけで　うれしいよ。\nありがとう。
SpMission_0161_Title	ぐっすりねむりたい
SpMission_0161_Request_01	どうも……\n最近　どうにも　ねむれなくて……
SpMission_0161_Request_02	ぎゅっと　全身で　だきしめられる\nぬいぐるみを　知りませんか……？
SpMission_0161_Complete_01	これは……　また……\nだきごたえも　しっかりしていて\nいいゆめが　見られそうですね……
SpMission_0162_Title	メリープでスリープ
SpMission_0162_Request_01	どうも……\nぬいぐるみ　すごく　よかったです……
SpMission_0162_Request_02	でも　まだ　ねつきが　悪くて……\nメリープの　ぬいぐるみを　かぞえると\n安らかに　ねむれると　聞きました……\nわたしに　いただけませんか……？
SpMission_0162_Complete_01	これは……　また……\nさわり心地も　さいこうですね……\nかぞえなくても　ねむれそう……
SpMission_0171_Title	走り屋のあいぼう
SpMission_0171_Request_01	あたしは　あちこちを　バイクで\n旅してるんだ。\nこの街は　すごく　いいね。
SpMission_0171_Request_02	昔　いっしょに　旅をした　あいぼうを\n思い出しちゃってね。\nそいつの　ぬいぐるみと　いっしょに\n走れたらって　思ってさ。
SpMission_0171_Complete_01	そうそう　まさに　こいつだよ！\nこの　ふてぶてしさ！　なつかしいな。\nありがとう　だいじにするよ。
SpMission_0172_Title	走り屋のファッション
SpMission_0172_Request_01	バイクでの　旅には　ファッションも\nだいじなんだよ。\n自分のことを　ひと目で　分かって\nもらえるからね。
SpMission_0172_Request_02	あたしが　ファッションの　手本に\nしているのは　アーマーガア！\nとにかく　かっこよくてさ！\nつくって　もらえないかな。
SpMission_0172_Complete_01	いいね！　この　ダークな　こうたく！\nほれぼれするね！\n……おっと　ほめすぎると\nあいぼうの　グレッグルが\nすねてしまうな。
SpMission_0173_Title	走り屋のロマン
SpMission_0173_Request_01	この街を　出る前に\nもうひとつだけ　お願いがあるんだ。
SpMission_0173_Request_02	うわさで　聞いた　でんせつの　ポケモンに\nライドして　全世界を　かけめぐる……\nすべての　走り屋の　ロマンなのさ。\n一度でいいから　見てみたいんだ。
SpMission_0173_Complete_01	おお！　これが　でんせつの\nすがたなんだな！\nいつか　ぜったいに　乗りこなして\nみせるよ！\n本当に　ありがとう！
SpMission_0181_Title	ギャップもえ
SpMission_0181_Request_01	最近　どうしても　気になる子が\nいるのよねー。
SpMission_0181_Request_02	かわいい　顔して　ごうかいに\nハンマーを　ふりまわす　デカヌチャン……\nこれって　ギャップもえって\n言うのかしら。
SpMission_0181_Complete_01	きゃー！　かわいい！　ありがとう！\n体のわりに　手足が　大きくて\nしっかり　してるところも　ギャップよね。
SpMission_0191_Title	おに合いのぬいぐるみ
SpMission_0191_Request_01	あら　こんにちは。\nあなた　ぬいぐるみを　つくって\nいらっしゃるんですって？
SpMission_0191_Request_02	どうか　わたくしに　に合う\nすてきな　ぬいぐるみを\nつくって　いただけないかしら。
SpMission_0191_Complete_01	あら　とても　すてきね。\nこんなに　愛らしい子が　に合うだなんて\nちょっと　てれくさいわね。\nどうも 　ありがとう。
SpMission_0201_Title	はじめてのぬいぐるみ
SpMission_0201_Request_01	うちには　三つ子が　いるのよ。\nみんな　元気で　ありがたいのだけど\nひとつ　なやみが　あってね。
SpMission_0201_Request_02	最近　みんな　ポケモンに\nむちゅうに　なっちゃって……\n３人に　さいしょに　あげる\nプレゼントって　なにが　いいかしら？
SpMission_0201_Complete_01	３人に　ぴったりね！\nきっと　よろこぶわ。\nありがとう。
NuiRoom\NuiRoom.msbt
NuiRoom_NuiList_Title	ぬいぐるみをおく
NuiRoom_NuiList_Limit	これ以上、ぬいぐるみをおくことができません
NuiRoom_NuiList_Limit_L	このサイズのぬいぐるみはこれ以上おくことができません
NuiRoom_Furniture_Title	家具をおく
NuiRoom_Furniture_Limit	これ以上、家具をおくことができません
NuiRoom_Furniture_Limit_L	このサイズの家具はこれ以上おくことができません
NuiRoom_SaveData1	さいしょの部屋
NuiRoom_SaveData2	新しい部屋 {[0100|01000000]}
NuiRoom_SaveData3	新しい部屋 {[0100|01000000]}
NuiRoom_SaveData4	新しい部屋 {[0100|01000000]}
NuiRoom_SaveData5	新しい部屋 {[0100|01000000]}
NuiRoom_SaveData_Edit	部屋の名前を入力してください
NuiRoom_SaveData_Edit_OK	OK
NuiRoom_Wallpaper	{[0116]}
NuiRoom_Undo	少し前にもどる
NuiRoom_RoomChange	べつの部屋にかえる
NuiRoom_WallpaperChange	かべがみをかえる
NuiRoom_NuiName	{[0107]}
NuiRoom_FurnitureName	{[0108|00cd]}
Opening\Opening.msbt
Caption_01	ここは　ポケモンの　ぬいぐるみづくりで\n有名な街　シンクタウン。
Caption_02	わたしは　子どものころから\nこの街で　ぬいぐるみを　つくるのが　ゆめで……\nぬいぐるみ屋さんとして　今日　この街に　きた。
Caption_03	ここが　わたしの　新しい部屋。
Caption_04	これは　イトダマを　入れると\nぬいぐるみを　つくってくれる\nふしぎな　ぬいマシン。
Caption_05	でも　ぬいぐるみを　つくるには\nからまった　糸を　ほぐして\nイトダマに　していかないと……
Option\Option.msbt
Option_Title	オプション
Option_Menu_Setting	ゲームせってい
Option_Menu_Support	サポート
Option_Menu_LunguageArea	言語 / 国・地域のせってい
Option_Menu_DataTransfer	セーブデータの引き継ぎ
Option_Menu_SaveData	セーブデータの管理
Option_Menu_Others	その他 / 会社情報
Option_Menu_Others_NX	その他
Option_Setting_Parental	一日にできる「ほぐす」の回数
Option_Setting_Parental_Sub	せいげんする回数
Option_Setting_Parental_NoLimit	むせいげん
Option_Setting_Sound	サウンド
Option_Setting_Sound_Sub_01	BGM
Option_Setting_Sound_Sub_02	SE
Option_Setting_Graphics	画面せってい
Option_Setting_Graphics_Sub	画質
Option_Setting_Graphics_Hi	きれい
Option_Setting_Graphics_Middle	ひょうじゅん
Option_Setting_Graphics_Low	かいてき
Option_Setting_OK	OK
Option_Setting_Graphics_Caution	この端末では、画質をかえることができません。
Option_Setting_Graphics_Caution_OK	OK
Option_Support_01_Exp	外部ブラウザを起動して\nサポートサイトにいどうします。
Option_Support_01_Button	サポートサイト
Option_Support_01_Confirm	サポートサイトへいどうしますが、よろしいですか？
Option_Support_01_Confirm_No	いいえ
Option_Support_01_Confirm_Yes	はい
Option_LanguageArea_Language	言語
Option_LanguageArea_Language_Button	{[0113]}
Option_LanguageArea_Language_Confirm	以下の言語にきりかえますか？\n\n{[0113]}
Option_LanguageArea_Language_No	いいえ
Option_LanguageArea_Language_Yes	はい
Option_LanguageArea_Area	国・地域
Option_LanguageArea_Area_Button	{[0112]}
Option_LanguageArea_Area_Confirm	以下の国・地域にきりかえますか？\n\n{[0112]}
Option_LanguageArea_Area_No	いいえ
Option_LanguageArea_Area_Yes	はい
Option_LanguageArea_Exp	言語、もしくは国・地域をきりかえた場合は\nデータこうしんのため、タイトル画面にもどります。
Option_SaveData_Select_Sub	プレイするセーブデータをえらんでください
Option_SaveData_Panel_Birthday	たんじょう日
Option_SaveData_Panel_Created	つくった日
Option_SaveData_Panel_Playng	プレイ中
Option_SaveData_Panel_Add	セーブデータをつくる
Option_SaveData_Edit_Title	セーブデータのへんこう
Option_SaveData_Edit_Select	へんこうしたいセーブデータをえらんでください
Option_SaveData_Edit_Sub	セーブデータの情報を入力してください
Option_SaveData_Edit_Icon	アイコン
Option_SaveData_Edit_Name	セーブデータ名
Option_SaveData_Edit_Birthday	たんじょう日
