common_Kawashima.msbt
Button_Back	返回
Name_028	Taeko Kuroda
Name_029	Jun Maruyama
Name_030	Giichiro Matsumoto
Name_031	Masahito Muta
Name_032	Yasuhiro Nakamura
Name_033	Tsukasa Okayasu
Name_034	Masanobu Suzui
Name_035	Nobuaki Tanaka
Name_036	Yasuhito Wakabayashi
Name_037	Hirotaka Watanabe
Name_038	Yuuki Yamada
Name_039	Masahiro Yanaka
Name_040	Katsunori Yazawa
Name_042	{color[009800ff]}Nintendo of Europe GmbH{color[000000ff]}
Name_043	Giaime Carbonara
Name_044	Theodoros Spenis
Name_046	{color[009800ff]}Nintendo (Hong Kong) Limited{color[000000ff]}
Name_047	Wang Zhong Long
Name_048	Iven Lin
Name_049	Tracy Cheng
Name_051	{color[009800ff]}iQue (China) Ltd.{color[000000ff]}
Name_052	Keisuke Fukushima
Name_053	Hu Huiming
Name_054	Yuan Jun
Name_055	Zhang Jiong
Name_057	{color[009800ff]}Nintendo of Korea{color[000000ff]}
Name_058	Jeewan Chun
Name_059	Suzy Do
Name_059_2	Soonil Kim
Name_060	Kyoungim Na
Name_062	{color[009800ff]}Special Thanks{color[000000ff]}
Name_063	Shinya Fujiwara
Name_064	Hiroki Hamaue
Name_065	Yasuyuki Ikeda
Name_066	Takeshi Kawasaki
Name_067	Yoshiyuki Makino
Name_068	Yoshifumi Masaki
Name_069	Takafumi Masaoka
Name_070	Takumi Masuda
Name_071	Daiki Moriyama
Name_072	Kazuyoshi Ohsawa
Name_073	Shinji Okane
Name_074	Shuhei Oshita
Name_075	Yuichi Shimoda
Name_076	Koji Sonoyama
Name_077	Rika Sugo
Name_078	Ryo Tanaka
Name_079	Akitoshi Taniguchi
Name_080	Tomoaki Toyama
Name_081	Masaki Wada
Name_082	Takeshi Wakasugi
Name_083	Kenji Yamamoto
Name_084	Shinya Yano
Name_085	Yoshito Yasuda
Name_086	Yuta Yoshimoto
Name_088	{color[009800ff]}Very Special Thanks{color[000000ff]}
Name_089	DIGITAL HEARTS Co., Ltd.
Name_090	Finger Recognition Development Team
Name_091	Mario Club Co., Ltd.
Name_092	Nintendo European Research and Development
Name_093	NintendoWare Bezel Engine Development Team
Name_094	SRD Co., Ltd.
Name_095_2	{color[009800ff]}Supervisor{color[000000ff]}
Name_096	Ryuta Kawashima
scene_StampDesign.msbt
Back	返回
SceneName	印章设计
Explain	可以设计印章
Decide	确定
scene_Title.msbt
HandyStart	开始
TVStart	请按
scene_TitleMenu.msbt
Back	返回
Next	确定
EasyPlay	轻松一刻
Training	每日锻炼
EasyPlayText	活动手指的全新脑锻炼，\n还可以进行对战脑锻炼。
TrainingText	持续锻炼维持大脑健康。\n还可以进行数字拼图。
scene_TrainingLevelSelect.msbt
BtnBack	返回
TextRecord	{[0102]}分{[0103]}秒{[0104]}
TextQuestionNo	题{[0108]}.
TextStart	开始
TextTryAgain	重新挑战
TextRestart	重新开始
TextPracticeNo	练习{[0108]}
scene_TrainingResult.msbt
ResultGrade_Rocket	火箭级
ResultGrade_Airplane	飞机级
ResultGrade_Shinkansen	动车级
ResultGrade_Car	汽车级
ResultGrade_Bicycle	自行车级
ResultGrade_Walking	徒步级
Finish	结束
Record	记录
TimeUsed	所用时间
MissedFormula_Seconds	失误%d{size[4600]}ｘ{size[6400]}%d{size[4600]}秒{size[6400]}
MissedFormula_Minute	失误%d{size[4600]}ｘ{size[6400]}%d{size[4600]}分{size[6400]}
Minute	%d{size[4600]}分{size[6400]}
NumberOfRightAnswers	答对数
MissFormula_Jump	跳跃失误%d×%d秒
MissFormula_Touch	数字失误%d×%d秒
Win	胜利
Lose	失败
Draw	平手
Miss	失败
PlayerRecord	%dP记录
Activation	锻炼结束
Activation_Practice	练习结束
NewRecord	最高记录更新
Button_Next	下一步
Button_Next_A	 下一步
Checking	正在检查……
CheckComplete	检查结束
TextTimes	第{[0108]}次
TextCompetition	世界一同\n脑锻炼大会
TextNowSending	正在发送记录……
TextCompSending	发送完成
DateTitle	名次公布日
Date	{[0106]}{size[4b00]}月{size[6400]}{[0107]}{size[4b00]}日（{[011b]}）{[0112]} {size[6400]}{[0101]}：{[0113]}{size[4b00]}～{size[6400]}
NumOfPersonsTitle	现在的出场者人数：
NumOfPersons	{color[00000000]}{[0108]}{color[000000ff]}人
NumOfPersons_Num	{[0108]}{color[00000000]}人{color[000000ff]}
NumOfPersons_0Num	{color[00000000]}０{color[000000ff]}{[0108]}{color[00000000]}人{color[000000ff]}
BackNumber	{[0108]}溯答
AccuracyRate	正确率
ReasonLvUp	由于正确率在85％以上
ReasonLvKeep	由于正确率在66～84％之间
ReasonLvDown	由于正确率在65％以下
ReasonLvKeepEx	由于与上次一致
LevelUP	↑等级上升
LevelKeep	→等级不变
LevelDown	↓等级下降
scene_TrainingSelect.msbt
Btn_Back	返回
NewTraining	新
TrainingSudoku_AchievementRate	完成率%d{size[4600]}％{size[6400]}
TrainingDoctor_TotalEradicationNumber	累积扑灭数%d
RecordHeader0	自我最佳
OverallOverview	可能有助于前额叶的活性化。\n尽量每天一点点地持续下去吧。
TrainingOverview_00	快速计算计时赛
TrainingOverview_01	仔细计算计时赛
TrainingOverview_04	从新手到高手
TrainingOverview_06	注意人们进出的地方
TrainingOverview_07	难度会根据正确数自动调整
TrainingOverview_08	使用工作记忆记住
TrainingOverview_09	使用手指回答计算问题
TrainingOverview_10	快速模仿计时赛
TrainingOverview_21	锻炼后的放松
TrainingOverview_22	同时处理两件事情
scene_TrainingStart.msbt
Back	返回
Close	关闭
Information	说明
Start	开始
Ranking	排名
EasyPlayInfoButton	 / 
ProvenText	前额叶活性化测量完成
AchievementRate	完成率
SudokuRule	数字拼图的规则
SudokuLevel_00	初级
SudokuLevel_01	中级
SudokuLevel_02	高级
SudokuLevel_02_Close	？？？
AchievementRatePercent	%d{size[4600]}％{size[6400]}
DoctorTotalScore	累积扑灭数
DoctorRule	细菌扑灭的规则
DoctorLevel_00	简单
DoctorLevel_01	普通
DoctorLevel_02	困难
BrainCheck	脑年龄检查
BrainCheckStructure	脑年龄检查的原理
BrainCheckExplanation	将根据随机选出的3项测验\n来测量你的脑年龄。
EasyPlayBrainAgeCheckTitle	轻松一刻 脑年龄检查
Training	手指脑锻炼
TrainingTwoPlayer	对战脑锻炼
EasyPlayBrainCheck	猜拳测验
IR_notice	无法准确识别时，\n请查看“说明{size[5a00]}”。{size[6400]}
IR_notice_02	无法准确识别时，\n请查看“说明{size[5a00]} / ”。{size[6400]}
Hold	第{[0108]}次
BrainCompe	世界一同\n脑锻炼大会
Record	记录
PlayCount	剩余挑战次数：{[0108]}次
InvaliedPlayCount	剩余挑战次数：无
WorkingMemory	工作记忆\n锻炼
TextNBackCurrent	现在
TextNBack	{[0108]}溯答
TextRecordNBack	自我最佳 {[0108]}溯答
WMTPlayCount	{size[5a00]}今天剩余次数：{size[6400]}{[0108]}{size[4b00]}次{size[6400]}
WMTInvaliedPlayCount	{size[5a00]}今天剩余次数：无{size[6400]}
WahtIsWorkingMemory	工作记忆是什么？
WahtIsWorkingMemoryText	工作记忆是1960年代发表的\n有关记忆的一种概念。\n它表示一系列的记忆过程，\n包括在脑内暂时保持信息的同时，\n操作并利用该信息。\n\n为了能健康地进行日常生活，\n工作记忆是必不可少的一种能力。\n\n例如，交流中一边听取对方的话，\n一边理解并回答的时候，\n以及考虑料理的步骤，\n然后烹饪的时候，\n都需要用到工作记忆。\n\n在体育运动中，预测对方的动作，\n然后考虑自己下一步的行动时，\n也需要用到工作记忆。\n\n工作记忆能力强的人，\n可以同时处理多件事情，\n也可以将这些事情\n记在脑中并依次处理。
TrainingExplanation_00	●可能有助于前额叶的活性化\n●帮助大脑热身\n●可能有助于提高大脑的处理速度
TrainingExplanation_01	●可能有助于前额叶的活性化\n●可能有助于提高大脑的处理速度
TrainingExplanation_05	●可能有助于前额叶的活性化\n●可能有助于提高记忆力
TrainingExplanation_07	●可能有助于前额叶的活性化\n●可能有助于提高记忆力与集中力
TrainingExplanation_08	●可能有助于前额叶的活性化\n●可能有助于提高记忆力
TrainingExplanation_09	●可能有助于前额叶的活性化\n●可能有助于提高记忆力
TrainingExplanation_10	●可能有助于前额叶的活性化\n●可能有助于提高大脑的处理速度
TrainingExplanation_11	●可能有助于前额叶的活性化\n●可能有助于提高大脑的处理速度
TrainingExplanation_12	●可能有助于前额叶的活性化\n●可能有助于提高大脑的处理速度
TrainingExplanation_13	●可能有助于前额叶的活性化\n●可能有助于提高记忆力
TrainingExplanation_14	●可能有助于前额叶的活性化\n●可能有助于提高记忆力与集中力
TrainingExplanation_21	将根据后出猜拳测验\n来测量你的脑年龄。
TrainingExplanation_22	●帮助前额叶放松\n●建议在锻炼后或睡觉前进行
TrainingExplanation_23	●可能有助于前额叶的活性化\n●可能有助于提高记忆力与集中力
TrainingExplanation_24	将以自己能力极限的难度\n锻炼工作记忆。
training_birdcounting.msbt
Add	+1
Finish	结束！
TextQuestion	小鸟的数量是？
training_boxcounting.msbt
TextMemory	请记住
TextQuestion	箱子的数量是？
training_controllerguide.msbt
back	返回
ir_connect	请{color[ff0c00ff]}无线连接Joy-Con(R){color[000000ff]}。
flag_connect	请{color[ff0c00ff]}无线连接Joy-Con{color[000000ff]}。\n请{color[ff0c00ff]}2人{color[000000ff]}像这样好好地拿着。
count_connect	请{color[ff0c00ff]}无线连接Joy-Con{color[000000ff]}。\n请{color[ff0c00ff]}2人{color[000000ff]}像这样拿着。
count_push_big	请按 / 。
count_push_small	按 / 的话便会开始！
flag_push_button	请先确认周围无障碍物后，\n再按{color[ff0c00ff]}任意键{color[000000ff]}。
ir_notice_00	握持时请与地板或桌子保持平行。\n准备好后请按{color[ff0c00ff]}{size[5a00]}{size[6400]}键{color[000000ff]}。
ir_notice_01	{color[464646ff]}在强光处有可能无法顺利识别手指。{color[000000ff]}
training_counting.msbt
TextQuestion	请尽可能快地\n大声地从1数到120。
BtnFinish	数完了
BtnFast	太快了。
training_dualtaskjump.msbt
TextTouchAndJump	通过点触来跳跃。
TextQuestion	请在起跳跨栏的同时，\n点触数值最大的数字。
training_fingergymnastics.msbt
TextAdvice	请模仿。
TextAdvice_02	无法识别。
TextNoticeRightHand	请以左手握持Joy-Con(R)，\n并用{color[ff0c00ff]}右手出布{color[000000ff]}。
TextNoticeLeftHand	请以右手握持Joy-Con(R)，\n并用{color[ff0c00ff]}左手出布{color[000000ff]}。
TextIRCamera	动作感应IR摄像头
TextIRCameraPicture	动作感应IR摄像头的影像
training_flagup.msbt
TextMemory	请记住示范的动作。
TextQuestion	请以相同的顺序摇旗。
TextModel	示范
TextRest	剩余次数
TextLast	最后！
TextExtra	延长战！
TextUp	上
TextDown	下
TextLeft	左
TextRight	右
TextStart	指向{color[ff0c00ff]}正前方{color[000000ff]}。
TextCaribration	请{color[ff0c00ff]}水平{color[000000ff]}握持\n{color[ff0c00ff]}Joy-Con{color[000000ff]}。
GuideCaribration	请让{color[ff0c00ff]}Joy-Con{color[000000ff]}保持水平。
training_flashkioku.msbt
TextMemory	请记住框中显示的数字。
TextTouch	请按从小到大的顺序点触数字。
training_humancounting.msbt
Guide_00	请记住人数。
Guide_01	房屋里有几人？
TextWriteHere	请写在这里。
training_imagememory.msbt
TextMemory	请记住
TextSelect	请选择前一张照片。
BtnMemory	记住了
training_janken.msbt
TextWin	请获胜。
TextLose	请输掉。
TextAdvice	请举起你的手。
TextAdvice_02	无法识别。
TextPullRightHand	{color[ff0c00ff]}举手后{color[000000ff]}便会开始！
TextNoticeRightHand	请以左手握持Joy-Con(R)，\n并用{color[ff0c00ff]}右手出布{color[000000ff]}。
TextNoticeLeftHand	请以右手握持Joy-Con(R)，\n并用{color[ff0c00ff]}左手出布{color[000000ff]}。
TextIRCamera	动作感应IR摄像头
TextIRCameraPicture	动作感应IR摄像头的影像
training_keisan.msbt
TextClear	突破{[0108]}题！
training_maxnumber.msbt
QuestionTex	请点触数值\n最大的数字。
training_mtmtest.msbt
TextQuestion	请画线并按顺序连接。
BtnRewrite	重写
training_nbacksymbol.msbt
TextMemory	请记住
TextSelectSingular	请选择前{[0108]}个的记号。
TextSelectPlural	请选择前{[0108]}个的记号。
TextNBack	{[0108]}溯答
ButtonMemory	记住了
ButtonRetry	重试
ButtonRetire	不行了
ButtonPass	放弃
training_numbermemory.msbt
GiveUp	放弃
Done	记住了
RestTime	{[0102]}{size[4600]}分{size[6400]}{[0103]}{size[4600]}秒{size[6400]}
RestTime_01	{[0103]}{size[4600]}秒{size[6400]}
Guide_00	请记住数字及其位置。
Guide_01	请通过点触选择位置。
Guide_02	请写出记住的数字。
TextWriteHere	请写在这里。
training_serialsubtract.msbt
BtnAgain	再试一次
TextQuestion	请连续减{[0108]}。
TextWriteHere	请写在这里。
training_sudoku.msbt
BtnInterruption	中断
BtnConfirm	确定
TextMemo	备注
TextTouch	请点触要写入\n数字的方格。
TextMissCount	失误：{[0108]}/5
TextMissCountColor	失误：{color[cb120aff]}{[0108]}{color[000000ff]}/5
TextCongrats	恭喜恭喜！
TextFailed	真是可惜……
TextPractice	练习
TextPracticeMessage	请将数字填入正中间的方格。
TextWriteHere	请写在这里。
training_yubikeisan.msbt
TextAdvice	无法识别。
TextNoticeRightHand	请以左手握持Joy-Con(R)，\n并用{color[ff0c00ff]}右手出布{color[000000ff]}。
TextNoticeLeftHand	请以右手握持Joy-Con(R)，\n并用{color[ff0c00ff]}左手出布{color[000000ff]}。
TextIRCamera	动作感应IR摄像头
TextIRCameraPicture	动作感应IR摄像头的影像
