common_Kawashima.msbt
Button_Back	返回
ValueBestBrainAge	{size[5a00]}腦年齡{size[6400]}{[0108]}{size[5a00]}歲{size[6400]}
UnitAge	歲
CheckDay	測量日{b}/{[0106]}/{[0107]}
LastCheckDay	上一次{b}/{[0106]}/{[0107]}
TitleCompetition	世界一同腦鍛鍊大會
Appearances	出場次數
UnitCount	%d{size[4b00]}次{size[6400]}
HighestRank	世界排名最高名次
RankByItem	各項目最高名次
YearMonthDay	{b}／{[0106]}／{[0107]}
UnitRank	第%d名
GenerationRanking	（同世代第{[0108]}名）
HighestMedal	世界排名最高階級
MedalByItem	各項目最高階級
CompetitionBestRecord	大會自我最佳
TitleTraining	鍛鍊
TitleRelax	放鬆
TitleBrainAgeCheck	腦年齡檢查
CommonBestRecord	自我最佳：
CommonCountTotalPlay	遊玩次數：
SudokuItems	詳細資訊
SudokuRateEasy	　　　初級達成率：
SudokuRateNormal	　　　中級達成率：
SudokuRateAdvanced	　　　高級達成率：
DoctorCountEradication	累積撲滅數：
DoctorBestScore	自我最佳分數
DoctorScoreEasy	　　　簡單：
DoctorScoreNormal	　　　普通：
DoctorScoreAdvanced	　　　困難：
UnitNBack	前{[0108]}項
scene_StaffCredit.msbt
Back	返回
Staff	工作人員
Name_000	{color[009800ff]}Nintendo Co., Ltd.{color[000000ff]}
Name_001	Soshi Abe
Name_002	Yosuke Fujino
Name_003	Shuntaro Furukawa
Name_004	Minako Hamano
Name_005	Kunihiro Hasuoka
Name_006	Yukihiko Hayashi
Name_007	Masaki Horii
Name_008	Haruka Kakinuma
Name_009	Kouichi Kawamoto
Name_010	Noriko Kitamura
Name_011	Yoshiaki Koizumi
Name_012	Kenta Kubo
Name_013	Junji Morii
Name_014	Sota Omiya
Name_015	Yuichi Ozaki
Name_016	Takayuki Shimamura
Name_017	Shinya Takahashi
Name_018	Kazuki Tsukuda
Name_019	Hitoshi Yamazaki
Name_020	Masami Yone
Name_022	{color[009800ff]}indieszero Co., Ltd.{color[000000ff]}
Name_023	Masaru Arai
Name_024	Shinya Ebihara
Name_025	Keiji Hara
Name_026	Yuichi Igarashi
Name_027	Mari Jinbo
Name_028	Taeko Kuroda
Name_029	Jun Maruyama
Name_030	Giichiro Matsumoto
Name_031	Masahito Muta
Name_032	Yasuhiro Nakamura
Name_033	Tsukasa Okayasu
Name_034	Masanobu Suzui
Name_035	Nobuaki Tanaka
Name_036	Yasuhito Wakabayashi
Name_037	Hirotaka Watanabe
Name_038	Yuuki Yamada
Name_039	Masahiro Yanaka
Name_040	Katsunori Yazawa
Name_042	{color[009800ff]}Nintendo of Europe GmbH{color[000000ff]}
Name_043	Giaime Carbonara
Name_044	Theodoros Spenis
Name_046	{color[009800ff]}Nintendo (Hong Kong) Limited{color[000000ff]}
Name_047	Wang Zhong Long
Name_048	Iven Lin
Name_049	Tracy Cheng
Name_051	{color[009800ff]}iQue (China) Ltd.{color[000000ff]}
Name_052	Keisuke Fukushima
Name_053	Hu Huiming
Name_054	Yuan Jun
Name_055	Zhang Jiong
Name_057	{color[009800ff]}Nintendo of Korea{color[000000ff]}
Name_058	Jeewan Chun
Name_059	Suzy Do
Name_059_2	Soonil Kim
Name_060	Kyoungim Na
Name_062	{color[009800ff]}Special Thanks{color[000000ff]}
Name_063	Shinya Fujiwara
Name_064	Hiroki Hamaue
Name_065	Yasuyuki Ikeda
Name_066	Takeshi Kawasaki
Name_067	Yoshiyuki Makino
Name_068	Yoshifumi Masaki
Name_069	Takafumi Masaoka
Name_070	Takumi Masuda
Name_071	Daiki Moriyama
Name_072	Kazuyoshi Ohsawa
Name_073	Shinji Okane
Name_074	Shuhei Oshita
Name_075	Yuichi Shimoda
Name_076	Koji Sonoyama
Name_077	Rika Sugo
Name_078	Ryo Tanaka
Name_079	Akitoshi Taniguchi
Name_080	Tomoaki Toyama
Name_081	Masaki Wada
Name_082	Takeshi Wakasugi
Name_083	Kenji Yamamoto
Name_084	Shinya Yano
Name_085	Yoshito Yasuda
Name_086	Yuta Yoshimoto
Name_088	{color[009800ff]}Very Special Thanks{color[000000ff]}
Name_089	DIGITAL HEARTS Co., Ltd.
Name_090	Finger Recognition Development Team
Name_091	Mario Club Co., Ltd.
Name_092	Nintendo European Research and Development
Name_093	NintendoWare Bezel Engine Development Team
Name_094	SRD Co., Ltd.
Name_095_2	{color[009800ff]}Supervisor{color[000000ff]}
Name_096	Ryuta Kawashima
scene_StampDesign.msbt
Back	返回
SceneName	印章設計
Explain	可以設計印章
Decide	決定
scene_Title.msbt
HandyStart	開始
TVStart	請按下
scene_TitleMenu.msbt
Back	返回
Next	決定
EasyPlay	輕鬆一刻
Training	每日鍛鍊
EasyPlayText	活動手指的全新腦鍛鍊，\n也具備對戰腦鍛鍊。
TrainingText	持續地鍛鍊就可維持大腦的健康，\n還可以做數字拼圖。
scene_TrainingLevelSelect.msbt
BtnBack	返回
TextRecord	{[0102]}分{[0103]}秒{[0104]}
TextQuestionNo	題{[0108]}.
TextStart	開始
TextTryAgain	重新挑戰
TextRestart	繼續挑戰
TextPracticeNo	練習{[0108]}
scene_TrainingResult.msbt
ResultGrade_Rocket	火箭級
ResultGrade_Airplane	飛機級
ResultGrade_Shinkansen	新幹線級
ResultGrade_Car	汽車級
ResultGrade_Bicycle	自行車級
ResultGrade_Walking	徒步級
Finish	結束
Record	記錄
TimeUsed	所需時間
MissedFormula_Seconds	失誤%d{size[4600]}ｘ{size[6400]}%d{size[4600]}秒{size[6400]}
MissedFormula_Minute	失誤%d{size[4600]}ｘ{size[6400]}%d{size[4600]}分{size[6400]}
Minute	%d{size[4600]}分{size[6400]}
NumberOfRightAnswers	答對數
MissFormula_Jump	跳躍失誤%d×%d秒
MissFormula_Touch	數字失誤%d×%d秒
Win	勝利
Lose	失敗
Draw	平手
Miss	失敗
PlayerRecord	%dP記錄
Activation	鍛鍊結束
Activation_Practice	練習結束
NewRecord	刷新最高記錄
Button_Next	繼續
Button_Next_A	 繼續
Checking	檢查中⋯⋯
CheckComplete	檢查結束
TextTimes	第{[0108]}次
TextCompetition	世界一同\n腦鍛鍊大會
TextNowSending	記錄傳送中
TextCompSending	傳送結束
DateTitle	名次發表日
Date	{[0106]}{size[4b00]}月{size[6400]}{[0107]}{size[4b00]}日（{[011b]}）{[0112]} {size[6400]}{[0101]}：{[0113]}{size[4b00]}～{size[6400]}
NumOfPersonsTitle	現在的出場者人數
NumOfPersons	{color[00000000]}{[0108]}{color[000000ff]}人
NumOfPersons_Num	{[0108]}{color[00000000]}人{color[000000ff]}
NumOfPersons_0Num	{color[00000000]}０{color[000000ff]}{[0108]}{color[00000000]}人{color[000000ff]}
BackNumber	前{[0108]}項
AccuracyRate	正確率
ReasonLvUp	由於正確率為８５％以上
ReasonLvKeep	由於正確率為６６～８４％以上
ReasonLvDown	由於正確率為６５％以下
ReasonLvKeepEx	繼續上一次
LevelUP	↑提升等級
LevelKeep	→等級不變
LevelDown	↓調降等級
scene_TrainingSelect.msbt
Btn_Back	返回
NewTraining	ＮＥＷ
TrainingSudoku_AchievementRate	達成率%d{size[4600]}％{size[6400]}
TrainingDoctor_TotalEradicationNumber	累積撲滅數%d
RecordHeader0	自我最佳
OverallOverview	可能有助於前額葉活化，\n儘可能每天一點一點地持續鍛鍊吧。
TrainingOverview_00	簡潔計算的時間競速
TrainingOverview_01	紮實計算的時間競速
TrainingOverview_04	從初學者到高級者
TrainingOverview_06	注意人們進出的地方
TrainingOverview_07	難度會依答對數自動調整
TrainingOverview_08	使用工作記憶記住
TrainingOverview_09	使用手指回答計算題
TrainingOverview_10	快速模仿的時間競速
TrainingOverview_21	鍛鍊後的放鬆
TrainingOverview_22	同時處理兩件事情
scene_TrainingStart.msbt
Back	返回
Close	關閉
Information	解說
Start	開始
Ranking	排名
EasyPlayInfoButton	 ／ 
ProvenText	前額葉活性化測量完成
AchievementRate	達成率
SudokuRule	數字拼圖的規則
SudokuLevel_00	初級
SudokuLevel_01	中級
SudokuLevel_02	高級
SudokuLevel_02_Close	？？？
AchievementRatePercent	%d{size[4600]}％{size[6400]}
DoctorTotalScore	累積撲滅數
DoctorRule	細菌撲滅的規則
DoctorLevel_00	簡單
DoctorLevel_01	普通
DoctorLevel_02	困難
BrainCheck	腦年齡檢查
BrainCheckStructure	腦年齡檢查的原理
BrainCheckExplanation	使用３種隨機選定的測驗\n測量腦年齡。
EasyPlayBrainAgeCheckTitle	輕鬆一刻的腦年齡檢查
Training	手指腦鍛鍊
TrainingTwoPlayer	對戰腦鍛鍊
EasyPlayBrainCheck	用猜拳進行測驗
IR_notice	無法準確識別時\n請查看「解說{size[5a00]}{size[6400]}」
IR_notice_02	無法準確識別時\n請查看「解說{size[5a00]}／{size[6400]}」
Hold	第{[0108]}次
BrainCompe	世界一同\n腦鍛鍊大會
Record	記錄
PlayCount	剩餘挑戰次數：{[0108]}次
InvaliedPlayCount	剩餘挑戰次數：無
WorkingMemory	工作記憶\n鍛鍊
TextNBackCurrent	現在
TextNBack	前{[0108]}項
TextRecordNBack	自我最佳：前{[0108]}項
WMTPlayCount	{size[5a00]}今天的剩餘次數：{size[6400]}{[0108]}{size[4b00]}次{size[6400]}
WMTInvaliedPlayCount	{size[5a00]}今天的剩餘次數：{size[6400]}無
WahtIsWorkingMemory	工作記憶是？
WahtIsWorkingMemoryText	「工作記憶是一項於1960年代發表\n與記憶相關的概念，用以描述大腦\n在暫時保存資訊的同時，操作並\n利用該項資訊等一連串記憶歷程。\n\n為了經營健全的日常生活，工作記憶\n是不可或缺的能力。\n\n例如在對話時聽取、理解並回答對方\n的言語；或是在做料理時思考烹飪\n步驟，也必須用到工作記憶。\n\n在運動競技中，預測對手的動作並\n考量自己的對應時，也必須用到\n工作記憶。\n\n工作記憶能力高的人，能同時完成\n多件事情，並能在腦海中依照記憶的\n順序處理事情。」
TrainingExplanation_00	●可望使前額葉活性化\n●替大腦暖身\n●可望提升大腦的處理速度
TrainingExplanation_01	●可望使前額葉活性化\n●可望提升大腦的處理速度
TrainingExplanation_05	●可望使前額葉活性化\n●可望提升記憶力
TrainingExplanation_07	●可望使前額葉活性化\n●可望提升記憶力、集中力
TrainingExplanation_08	●可望使前額葉活性化\n●可望提升記憶力
TrainingExplanation_09	●可望使前額葉活性化\n●可望提升記憶力
TrainingExplanation_10	●可望使前額葉活性化\n●可望提升大腦的處理速度
TrainingExplanation_11	●可望使前額葉活性化\n●可望提升大腦的處理速度
TrainingExplanation_12	●可望使前額葉活性化\n●可望提升大腦的處理速度
TrainingExplanation_13	●可望使前額葉活性化\n●可望提升記憶力
TrainingExplanation_14	●可望使前額葉活性化\n●可望提升注意力、集中力
TrainingExplanation_21	使用慢出猜拳測驗\n測量大腦年齡。
TrainingExplanation_22	●可放鬆前額葉\n●可於鍛鍊後或睡前遊玩
TrainingExplanation_23	●可望使前額葉活性化\n●可望提升注意力、集中力
TrainingExplanation_24	以自己能力極限的難度，\n鍛鍊工作記憶。
training_birdcounting.msbt
Add	＋１
Finish	結束！
TextQuestion	小鳥的數量是？
training_boxcounting.msbt
TextMemory	請記住
TextQuestion	箱子的數量是？
training_controllerguide.msbt
back	返回
ir_connect	請{color[ff0c00ff]}無線連接Joy-Con(R){color[000000ff]}。
flag_connect	請{color[ff0c00ff]}無線連接Joy-Con{color[000000ff]}，\n並請{color[ff0c00ff]}２人{color[000000ff]}都像這樣確實握持。
count_connect	請{color[ff0c00ff]}無線連接Joy-Con{color[000000ff]}，\n並請{color[ff0c00ff]}２人{color[000000ff]}都像這樣握持。
count_push_big	請按下／
count_push_small	按下／的話便會開始！
flag_push_button	請先確認周遭無障礙物後，\n再按下{color[ff0c00ff]}任一按鍵{color[000000ff]}。
ir_notice_00	請與地板或桌子保持平行握持，\n準備好之後請按下{color[ff0c00ff]}{size[5a00]}{size[6400]}按鍵{color[000000ff]}。
ir_notice_01	{color[464646ff]}在強光處有可能無法順利識別手指。{color[000000ff]}
training_counting.msbt
TextQuestion	請用最快的速度大聲地\n從１數到１２０。
BtnFinish	數完了
BtnFast	太快了
training_dualtaskjump.msbt
TextTouchAndJump	點觸以跳躍
TextQuestion	一邊跨越欄杆，\n一邊點觸數值最大的數字
training_fingergymnastics.msbt
TextAdvice	請模仿
TextAdvice_02	無法識別
TextNoticeRightHand	請以左手握持Joy-Con(R)，\n並用{color[ff0c00ff]}右手出布{color[000000ff]}。
TextNoticeLeftHand	請以右手握持Joy-Con(R)，\n並用{color[ff0c00ff]}左手出布{color[000000ff]}。
TextIRCamera	動感IR照相機
TextIRCameraPicture	動感IR照相機的影像
training_flagup.msbt
TextMemory	請記住示範的動作
TextQuestion	請用相同的順序搖旗
TextModel	示範
TextRest	剩餘次數
TextLast	最後！
TextExtra	延長戰！
TextUp	上
TextDown	下
TextLeft	左
TextRight	右
TextStart	請面向{color[ff0c00ff]}正面{color[000000ff]}
TextCaribration	請將{color[ff0c00ff]}Joy-Con{color[000000ff]}保持{color[ff0c00ff]}水平{color[000000ff]}
GuideCaribration	請確實將{color[ff0c00ff]}Joy-Con{color[000000ff]}保持{color[ff0c00ff]}水平{color[000000ff]}。
training_flashkioku.msbt
TextMemory	請記住框中顯示的數字
TextTouch	請從最小的數字開始點觸
training_humancounting.msbt
Guide_00	請記住人數
Guide_01	家裡有幾個人？
TextWriteHere	請在這裡書寫
training_imagememory.msbt
TextMemory	請記住
TextSelect	請選擇上一張照片
BtnMemory	記住了
training_janken.msbt
TextWin	請獲勝
TextLose	請輸掉
TextAdvice	請舉起你的手
TextAdvice_02	無法識別
TextPullRightHand	{color[ff0c00ff]}舉手的話{color[000000ff]}便會開始！
TextNoticeRightHand	請以右手握持Joy-Con(R)，\n並用{color[ff0c00ff]}左手出布{color[000000ff]}。
TextNoticeLeftHand	請以右手握持Joy-Con(R)，\n並用{color[ff0c00ff]}左手出布{color[000000ff]}。
TextIRCamera	動感IR照相機
TextIRCameraPicture	動感IR照相機的影像
training_keisan.msbt
TextClear	突破{[0108]}題！
training_maxnumber.msbt
QuestionTex	請點觸數值\n最大的數字
training_mtmtest.msbt
TextQuestion	請畫線並按順序連接
BtnRewrite	重新書寫
training_nbacksymbol.msbt
TextMemory	請記住
TextSelectSingular	請選擇前{[0108]}個的記號
TextSelectPlural	請選擇前{[0108]}個的記號
TextNBack	前{[0108]}項
ButtonMemory	記住了
ButtonRetry	重新開始
ButtonRetire	不行了
ButtonPass	跳過
training_numbermemory.msbt
GiveUp	舉手投降
Done	記住了
RestTime	{[0102]}{size[4600]}分{size[6400]}{[0103]}{size[4600]}秒{size[6400]}
RestTime_01	{[0103]}{size[4600]}秒{size[6400]}
Guide_00	記住數字及其位置
Guide_01	點觸以選擇位置
Guide_02	請寫下記得的數字
TextWriteHere	請在這裡書寫
training_serialsubtract.msbt
BtnAgain	再來一次
TextQuestion	請連續減去{[0108]}
TextWriteHere	請在這裡書寫
training_sudoku.msbt
BtnInterruption	中斷
BtnConfirm	決定
TextMemo	筆記
TextTouch	請點觸要書寫\n數字的格子
TextMissCount	失誤：{[0108]}／5
TextMissCountColor	失誤：{color[cb120aff]}{[0108]}{color[000000ff]}／5
TextCongrats	恭喜你！
TextFailed	好可惜……
TextPractice	練習
TextPracticeMessage	請填寫正中間的格子
TextWriteHere	請在這裡書寫
training_yubikeisan.msbt
TextAdvice	無法識別
TextNoticeRightHand	請以左手握持Joy-Con(R)，\n並用{color[ff0c00ff]}右手出布{color[000000ff]}。
TextNoticeLeftHand	請以右手握持Joy-Con(R)，\n並用{color[ff0c00ff]}左手出布{color[000000ff]}。
TextIRCamera	動感IR照相機
TextIRCameraPicture	動感IR照相機的影像
