AchieveList.msbt
AchieveListCategoriesHeroKirby	能力
BattleRule_5_Body	在选择团体战还是个人战的画面，\n可以更改{c[ff8c00]}战斗的规则{c[000000]}。
BattleRule_6_Title	不利条件的设置
BattleRule_6_Body	在{c[ff8c00]}规则设置{c[000000]}中附加{c[ff8c00]}自动不利条件{c[000000]}后，\n根据输赢会{c[ff8c00]}自动{c[000000]}附加不利条件！
BattleRule_7_Title	想要认真战斗的话
BattleRule_7_Body	想要享受一场认真的战斗时，\n建议在{c[ff8c00]}规则设置{c[000000]}中\n将{c[ff8c00]}道具{c[000000]}和{c[ff8c00]}装置{c[000000]}设置为{c[ff8c00]}无{c[000000]}！
BattleRule_8_Title	对战关卡的开放
BattleRule_8_Body	{c[ff8c00]}斗士级别{c[000000]}提高后，\n可以玩的{c[ff8c00]}对战关卡{c[000000]}会增加！
BattleRule_9_Title	不要有关卡装置
BattleRule_9_Body	在{c[ff8c00]}规则设置{c[000000]}中将{c[ff8c00]}装置{c[000000]}设置为{c[ff8c00]}无{c[000000]}后，\n关卡的装置就{c[ff8c00]}不会有动作{c[000000]}了！
BattleRule_10_Title	播放关卡的秘曲
BattleRule_10_Body	在获得{c[ff8c00]}秘曲{c[000000]}的关卡，\n{c[ff8c00]}一边按\x0e\x04\x08\x024\0一边决定关卡{c[000000]}，\n就会播放秘曲。
Rogue_1_Title	和搭档一起
Rogue_1_Body	两人一起{c[ff8c00]}合力{c[000000]}登塔吧！\n{c[ff8c00]}团队合作{c[000000]}是胜利的钥匙！
Rogue_2_Title	选择道具吧
Rogue_2_Body	选择{c[ff8c00]}道具房{c[000000]}的道具，\n选择后，效果会一直\n持续到{c[ff8c00]}最上层{c[000000]}。
Rogue_3_Title	确认出招方式
Rogue_3_Body	打开{c[ff8c00]}\x0e\x04\x12\x02\x95\0/\x0e\x04\x11\x02\x94\0暂停{c[000000]}，\n可以确认{c[ff8c00]}出招方式{c[000000]}！ 
Rogue_4_Title	战斗胜利后回复
Rogue_4_Body	在故事模式{c[ff8c00]}战斗胜利{c[000000]}后，\n体力会{c[ff8c00]}回复{c[000000]}一点点！
Rogue_5_Title	从中途保存继续游玩
Rogue_5_Body	{c[ff8c00]}故事模式{c[000000]}就算在中途退出，\n也可以从{c[ff8c00]}中途保存{c[000000]}继续游玩！
Rogue_6_Title	在道具房提升威力
Rogue_6_Body	可以得到{c[ff8c00]}仅限一个{c[000000]}\n强化自己和搭档的{c[ff8c00]}道具{c[000000]}！
Rogue_7_Title	敌人会逐渐变强
Rogue_7_Body	越往上攀登，敌人会{c[ff8c00]}变得越强{c[000000]}！\n在{c[ff8c00]}道具房{c[000000]}的选择会非常重要！
Rogue_11_Title	道具房的稀有道具
Rogue_11_Body	{c[ff8c00]}道具房{c[000000]}偶尔\n会出现{c[ff8c00]}稀有道具{c[000000]}！\n如果出现了那真的很幸运！
Rogue_12_Title	终于到了最上层
Rogue_12_Body	来吧，与帝帝帝大王和魅塔骑士的战斗！\n……没想到，在那里的却是\n{c[ff8c00]}很大很大的两股气息{c[000000]}……
Rogue_14_Title	两人合力二刀流
Rogue_14_Body	{c[ff8c00]}双刃{c[000000]}前来参战！\n铁甲的巨体\n变成双人挡在面前！
Rogue_16_Title	与大王和骑士的对决
Rogue_16_Body	卡比他们找到了{c[ff8c00]}帝帝帝大王{c[000000]}\n和{c[ff8c00]}魅塔骑士{c[000000]}！……但是，\n好像和平常有点点不一样……？
Rogue_18_Title	双重大树再度登场
Rogue_18_Body	在塔的中途再度登场！\n{c[ff8c00]}两棵巨树{c[000000]}阻挡去路！
Rogue_19_Title	本尊的大王和骑士
Rogue_19_Body	终于到了{c[ff8c00]}最上层{c[000000]}，\n发现了散发着假冒货\n所没有的气息的{c[ff8c00]}大王{c[000000]}和{c[ff8c00]}骑士{c[000000]}！
Rogue_20_Title	两个铠甲再现
Rogue_20_Body	{c[ff8c00]}双刃{c[000000]}变得更为坚硬后再度登场！\n绿色和红色的铠甲\n将力量注入剑中！
Rogue_21_Title	暗影卡比现身
Rogue_21_Body	卡比那纯真无暇的心\n映照在{c[ff8c00]}镜子{c[000000]}里后诞生的\n{c[ff8c00]}淘气的影子{c[000000]}现身了！
Rogue_22_Title	宿命的对手们
Rogue_22_Body	哪一方的搭档牵绊更深呢……\n宿命的对手们，\n{c[ff8c00]}最后的战斗{c[000000]}现在开始！
Rogue_23_Title	正在成长中
Rogue_23_Body	第三次登场的{c[ff8c00]}双重大树{c[000000]}！\n动作和招式都在成长中！
Rogue_24_Title	愈加激烈的两把刃
Rogue_24_Body	第三次登场的{c[ff8c00]}双刃{c[000000]}！\n要和锻炼过的剑技过招吗？
Rogue_25_Title	再次相遇的镜中的影子
Rogue_25_Body	再次在眼前现身的\n是卡比的影子！\n击退{c[ff8c00]}过于淘气的影子{c[000000]}吧！
Rogue_26_Title	双胞胎巨木的最大威力
Rogue_26_Body	不断成长，\n获得强大力量的{c[ff8c00]}双重大树{c[000000]}！\n双胞胎的同步攻击强势袭来！
Rogue_27_Title	剑技登峰造极的铠甲们
Rogue_27_Body	驰骋在数个战场，\n剑技登峰造极的{c[ff8c00]}两把刃{c[000000]}，\n押上自己的剑向你挑战！
Rogue_28_Title	最接近星星的地方
Rogue_28_Body	在贯穿天空之塔的最上层，\n牵绊与牵绊正互相碰撞……！\n{c[ff8c00]}真正的最终战斗{c[000000]}开幕了！
Rogue_29_Title	即使被打败了也不要放弃
Rogue_29_Body	即使自己变成{c[ff8c00]}幽灵{c[000000]}，\n只要{c[ff8c00]}搭档{c[000000]}还在，{c[ff8c00]}战斗就会继续{c[000000]}！
Rogue_30_Title	分数的斗士点数化
Rogue_30_Body	通过故事模式的章节后，\n{c[ff8c00]}合计分数{c[000000]}\n就能变为{c[ff8c00]}斗士点数{c[000000]}！
Rogue_31_Title	熟练使用道具
Rogue_31_Body	不断使用战斗中\n出现的{c[ff8c00]}道具{c[000000]}吧！还有击中敌人\n就会造成{c[ff8c00]}大伤害{c[000000]}的道具！\n
Rogue_32_Title	落在魔王头上的星星
Rogue_32_Body	{c[ff8c00]}星星\x0e\x04\x07\x023\0塞满嘴/抓住{c[000000]}后，\n朝魔王扔过去，\n就能造成伤害！
Rogue_33_Title	魔王杀手徽章
Rogue_33_Body	对塔里{c[ff8c00]}所有魔王{c[000000]}的攻击力会提高！\n拿得越多，效果越厉害！
Rogue_34_Title	搭档聪明提升
Rogue_34_Body	{c[ff8c00]}搭档{c[000000]}的战斗会{c[ff8c00]}变聪明{c[000000]}！\n搭档是{c[ff8c00]}CP{c[000000]}时，\n一定会很想要的道具！
Rogue_35_Title	幽灵强化石
Rogue_35_Body	变为幽灵所需的时间会变{c[ff8c00]}短{c[000000]}！\n变为幽灵时的{c[ff8c00]}移动速度{c[000000]}和\n{c[ff8c00]}复活{c[000000]}时的{c[ff8c00]}体力{c[000000]}也会提高！
Rogue_36_Title	自动回复贴纸
Rogue_36_Body	战斗胜利后的\n{c[ff8c00]}自动回复{c[000000]}会增加！\n推荐在攀登高塔时使用！
Rogue_37_Title	自动防御提升
Rogue_37_Body	即使不防御，\n也会时不时{c[ff8c00]}自动防御{c[000000]}的\n稀有道具！
Rogue_38_Title	各种守护
Rogue_38_Body	{c[ff8c00]}守护{c[000000]}是有{c[ff8c00]}种类{c[000000]}的！\n无论哪种都能减少\n大量的伤害！
Rogue_39_Title	啦啦彩球高速贴纸
Rogue_39_Body	跳舞的时间会变{c[ff8c00]}短{c[000000]}！\n而且跳舞后\n{c[ff8c00]}还会提升威力{c[000000]}！
Rogue_40_Title	道具选择+1
Rogue_40_Body	排列在道具房的道具\n从3个{c[ff8c00]}增加到4个{c[000000]}！\n是超级稀有的道具！
Rogue_41_Title	诅咒之环·自动回复
Rogue_41_Body	与{c[ff8c00]}自动回复贴纸{c[000000]}同时持有的话，\n效果会更加提升！
Rogue_42_Title	诅咒之环·攻击提升
Rogue_42_Body	对{c[ff8c00]}防御{c[000000]}和{c[ff8c00]}回避{c[000000]}有自信的话，\n用这个可以大幅度提高{c[ff8c00]}攻击力{c[000000]}！
Rogue_43_Title	诅咒之环·无幽灵化
Rogue_43_Body	敌人{c[ff8c00]}不会复活{c[000000]}，\n所以推荐冲击{c[ff8c00]}最高分数{c[000000]}时使用！
Rogue_44_Title	分数提升的卡比像
Rogue_44_Body	想要获得{c[ff8c00]}斗士点数{c[000000]}\n或冲击{c[ff8c00]}最高分数{c[000000]}时推荐使用！
Rogue_45_Title	高速蓄力石
Rogue_45_Body	长按键的{c[ff8c00]}蓄力招式{c[000000]}会{c[ff8c00]}快速使出{c[000000]}！\n推荐给大量使用蓄力招式的人！
Rogue_46_Title	分数提升贴纸
Rogue_46_Body	在战斗中{c[ff8c00]}胜利{c[000000]}时\n获得的{c[ff8c00]}分数{c[000000]}会增加！\n如果{c[ff8c00]}初期{c[000000]}就能获得，那真是幸运！
Rogue_47_Title	得到故事道具吧
Rogue_47_Body	只要提高{c[ff8c00]}斗士级别{c[000000]}，\n就会出现更为强力的\n{c[ff8c00]}故事道具{c[000000]}！
Rogue_48_Title	最大威力的暗影卡比
Rogue_48_Body	第三次相遇的{c[ff8c00]}卡比的影子{c[000000]}！\n那压倒性的强大，要是有\n好友搭档的话，一定能赢！
Rogue_49_Title	更改玩家人数
Rogue_49_Body	即使在登塔途中\n也能更改一起玩的{c[ff8c00]}人数{c[000000]}，\n从{c[ff8c00]}中途保存{c[000000]}继续再玩！
RogueGameOver_1_Title	为了不要时间用尽
RogueGameOver_1_Body	试着用{c[ff8c00]}攻击石{c[000000]}提升威力，\n或是用{c[ff8c00]}时间奖励贴纸{c[000000]}\n增加剩余时间吧！
RogueGameOver_2_Title	小心关卡的装置
RogueGameOver_2_Body	碰到关卡的{c[ff8c00]}装置{c[000000]}，就会受到大伤害！\n如果有{c[ff8c00]}地形伤害的守护{c[000000]}，\n就能{c[ff8c00]}减少伤害{c[000000]}！
RogueGameOver_3_Title	要减少道具伤害的话
RogueGameOver_3_Body	撞到{c[ff8c00]}漫步大炸弹{c[000000]}或{c[ff8c00]}麦克风{c[000000]}\n会受到大伤害！\n去拿到会减少伤害的{c[ff8c00]}守护{c[000000]}吧！
RogueGameOver_4_Title	游戏结束也要东山再起
RogueGameOver_4_Body	即使输了也可以{c[ff8c00]}再次挑战{c[000000]}！\n即使中途放弃也可以\n{c[ff8c00]}“从中途保存继续”{c[000000]}游玩！
RogueGameOver_5_Title	要打倒双重大树的话
RogueGameOver_5_Body	仔细看着左右战斗吧！\n瞄准{c[ff8c00]}空当较大的那一方{c[000000]}！
RogueGameOver_6_Title	要打倒双重大树的话
RogueGameOver_6_Body	双重大树掉落的小{c[ff8c00]}苹果{c[000000]}\n可以用攻击{c[ff8c00]}破坏{c[000000]}！
RogueGameOver_7_Title	要打倒双刃的话
RogueGameOver_7_Body	双刃的{c[ff8c00]}盾防御{c[000000]}\n是无敌的！\n瞄准{c[ff8c00]}没有防御的一方{c[000000]}！
RogueGameOver_8_Title	要打倒双刃的话
RogueGameOver_8_Body	一旦撞上双刃的{c[ff8c00]}跳跃攻击{c[000000]}，\n就会有大伤害！\n但是剑无法从地面拔出的时候，\n会是{c[ff8c00]}反击的好机会{c[000000]}！
RogueGameOver_10_Title	大招式的大空当
RogueGameOver_10_Body	帝帝帝大王和魅塔骑士的\n{c[ff8c00]}连携招式{c[000000]}虽然很强，\n但攻击后的{c[ff8c00]}空当也很大{c[000000]}！
RogueGameOver_11_Title	全员速度提升房间
RogueGameOver_11_Body	自己跟敌人都{c[ff8c00]}速度加倍{c[000000]}！\n不要着急，仔细看着战斗吧！
RogueGameOver_12_Title	限制时间房间
RogueGameOver_12_Body	{c[ff8c00]}尽快{c[000000]}打倒敌人吧！\n只要有{c[ff8c00]}时间奖励贴纸{c[000000]}，\n剩余时间就会增加！
RogueGameOver_13_Title	冰冻保存容器房间
RogueGameOver_13_Body	只会掉落{c[ff8c00]}冰冻保存容器{c[000000]}！\n快速地破坏并获得\n里面的{c[ff8c00]}强力道具{c[000000]}吧！
RogueGameOver_14_Title	地形伤害2倍房间
RogueGameOver_14_Body	关卡{c[ff8c00]}装置{c[000000]}的\n{c[ff8c00]}伤害变成2倍{c[000000]}！\n注意不要被打到！
RogueGameOver_15_Title	敌人攻击提升房间
RogueGameOver_15_Body	和{c[ff8c00]}攻击力{c[000000]}高的敌人战斗！\n按\x0e\x04\t\x02`\0/\x0e\x04\n\x02a\0，\n好好地边{c[ff8c00]}防御{c[000000]}边战斗吧！
RogueGameOver_16_Title	黑刺弹房间
RogueGameOver_16_Body	尽是掉落{c[ff8c00]}黑刺弹{c[000000]}！\n只要有{c[ff8c00]}黑刺球伤害的守护{c[000000]}，\n对战斗会非常有利！
RogueGameOver_17_Title	高速巨型机关房间
RogueGameOver_17_Body	关卡的{c[ff8c00]}巨型系装置{c[000000]}\n{c[ff8c00]}速度变成2倍{c[000000]}！\n注意不要被打到！
RogueGameOver_18_Title	要打倒暗影卡比的话
RogueGameOver_18_Body	不只是攻击，\n也试试看{c[ff8c00]}塞满嘴/抓住{c[000000]}\n和{c[ff8c00]}当下回避{c[000000]}吧！
RogueGameOver_19_Title	爆炸道具房间
RogueGameOver_19_Body	尽是出现{c[ff8c00]}爆炸道具{c[000000]}！\n要降低伤害，\n推荐使用{c[ff8c00]}爆炸伤害的守护{c[000000]}！
RogueGameOver_20_Title	炮台房间
RogueGameOver_20_Body	尽是出现{c[ff8c00]}炮台{c[000000]}！\n{c[ff8c00]}快速{c[000000]}拿到，\n用{c[ff8c00]}弹丸{c[000000]}击中敌人吧！
RogueGameOver_21_Title	事件星房间
RogueGameOver_21_Body	尽是出现{c[ff8c00]}事件星{c[000000]}！\n虽然不知道会发生什么，\n但{c[ff8c00]}自己发动{c[000000]}的话，\n似乎更容易发生好事！
RogueGameOver_22_Title	从幽灵复活
RogueGameOver_22_Body	幽灵的状态下，\n攻击敌人后就能{c[ff8c00]}复活{c[000000]}！\n只要有{c[ff8c00]}幽灵强化石{c[000000]}，\n就会很容易复活！
RogueGameOver_23_Title	两人一起故事模式
RogueGameOver_23_Body	故事模式可以{c[ff8c00]}两人一起玩{c[000000]}！\n两人配合，乐趣2倍！\n难易度也只有一半……或许吧？
RogueGameOver_24_Title	用嘴喂食回复
RogueGameOver_24_Body	拿到{c[ff8c00]}食物{c[000000]}后，\n就{c[ff8c00]}用嘴喂食{c[000000]}给搭档吧！\n两人都可以{c[ff8c00]}回复{c[000000]}！
RogueGameOver_26_Title	哪怕输了也不放弃的心
RogueGameOver_26_Body	战斗好多次以后，\n敌人也会变累！\n{c[ff8c00]}不要放弃{c[000000]}，抓住机会！
RogueGameOver_27_Title	安全的地方
RogueGameOver_27_Body	只要找到连帝帝帝大王\n和魅塔骑士的强力{c[ff8c00]}连携招式\n{c[000000]}也{c[ff8c00]}打不中的地方{c[000000]}，\n就能躲避！
Single_1_Title	单人模式
Single_1_Body	连续不断地战斗，\n比拼{c[ff8c00]}计时赛{c[000000]}的模式！\n体力会{c[ff8c00]}每一战重置{c[000000]}！
Single_2_Title	要缩短过关时间的话
Single_2_Body	即使输了也可以反复挑战，\n但这部分也会{c[ff8c00]}计算时间{c[000000]}！\n快速连胜吧！
Single_3_Title	目标是白金勋章
Single_3_Body	过关时间会分\n每个{c[ff8c00]}角色{c[000000]}和{c[ff8c00]}难易度{c[000000]}记录下来！\n目标是所有角色\n都获得{c[ff8c00]}白金勋章{c[000000]}！
Single_4_Title	和卡比的影子的战斗
Single_4_Body	神出鬼没又调皮的{c[ff8c00]}影子{c[000000]}，\n不知从哪里出现，\n久违地前来{c[ff8c00]}参加{c[000000]}战斗大会！
SingleGameOver_1_Title	和复数敌人的战斗
SingleGameOver_1_Body	不要被敌人{c[ff8c00]}包夹{c[000000]}！\n也可以用{c[ff8c00]}吐出/投掷{c[000000]}\n让敌人们互相撞击。
SingleGameOver_2_Title	要打倒暗影卡比的话
SingleGameOver_2_Body	不只是攻击，\n也试试看{c[ff8c00]}塞满嘴/抓住{c[000000]}\n和{c[ff8c00]}当下回避{c[000000]}吧！
SingleGameOver_4_Title	得到食物吧
SingleGameOver_4_Body	关卡中出现的{c[ff8c00]}食物{c[000000]}，\n在被拿走前先得到，\n并{c[ff8c00]}回复{c[000000]}吧！
Online_1_Title	和任何人配对是团体战
Online_1_Body	线上模式的{c[ff8c00]}和任何人配对{c[000000]}\n必须是和任何人组成{c[ff8c00]}队伍{c[000000]}的\n{c[ff8c00]}2对2{c[000000]}团体战！
Online_2_Title	和任何人游玩与奖励
Online_2_Body	在{c[ff8c00]}线上模式{c[000000]}或{c[ff8c00]}本地联机模式{c[000000]}\n会获得比平时更多的\n{c[ff8c00]}斗士点数{c[000000]}！
Online_3_Title	剩余时间没有的话
Online_3_Body	在和任何人配对中，{c[ff8c00]}剩余时间{c[000000]}\n没有的话，比赛就结束！\n两人的{c[ff8c00]}合计体力{c[000000]}\n高的那个队伍获胜！
Online_4_Title	战斗关卡任意
Online_4_Body	{c[ff8c00]}和任何人配对{c[000000]}的战斗中，\n关卡会{c[ff8c00]}随机{c[000000]}被选择！
Online_5_Title	强者懂得温柔
Online_5_Body	在{c[ff8c00]}和任何人配对{c[000000]}中聚集的4人，\n不管是敌人还是自己这方，\n都是{c[ff8c00]}某处的任何人{c[000000]}！\n心怀{c[ff8c00]}体贴{c[000000]}，堂堂正正比赛！
Online_7_Title	连胜纪录是强大的证明
Online_7_Body	如果连续胜利不输掉，\n就会显示{c[ff8c00]}连胜{c[000000]}的记录！
Practice_1_Title	训练模式
Practice_1_Body	新获得的复制能力和搭档，\n就在{c[ff8c00]}训练模式{c[000000]}中\n好好{c[ff8c00]}练习{c[000000]}吧！
Practice_2_Title	训练的对手
Practice_2_Body	{c[ff8c00]}训练模式{c[000000]}中出现的\n对手什么都不会做。\n打倒后就按\x0e\x04\t\x02`\0+\x0e\x04\n\x02a\0{c[ff8c00]}重置{c[000000]}吧！
Practice_3_Title	把位置复原
Practice_3_Body	{c[ff8c00]}训练模式{c[000000]}中，\n想要复原自己和敌人的位置时，\n按\x0e\x04\t\x02`\0+\x0e\x04\n\x02a\0{c[ff8c00]}重置{c[000000]}吧！
Ability_1_Title	利剑的诀窍 其1
Ability_1_Body	长按\x0e\x04\x17\x02Ä\0的话，\n会发动{c[ff8c00]}天空能量剑{c[000000]}！\n可以从{c[ff8c00]}稍微远点{c[000000]}的地方攻击！
Ability_2_Title	利剑的诀窍 其2
Ability_2_Body	从{c[ff8c00]}钻击剑{c[000000]}开始的{c[ff8c00]}飞升斩{c[000000]}，\n是利剑基本的{c[ff8c00]}连击{c[000000]}！
Ability_3_Title	利剑的诀窍 其3
Ability_3_Body	在{c[ff8c00]}回旋斩{c[000000]}时，按\x0e\x04\x16\x02Ã\0/\x0e\x04\x14\x02Á\0\n可以左右{c[ff8c00]}转动{c[000000]}攻击！
Ability_4_Title	弯刀的诀窍 其1
Ability_4_Body	投掷出去的{c[ff8c00]}回旋弯刀{c[000000]}\n可以用\x0e\x04\x17\x02Ä\0/\x0e\x04\x15\x02Â\0{c[ff8c00]}改变动作{c[000000]}！
Ability_5_Title	弯刀的诀窍 其2
Ability_5_Body	投掷出去又返回的弯刀\n用跳跃避开的话，\n会变为{c[ff8c00]}不停飞行{c[000000]}的攻击！
Ability_6_Title	弯刀的诀窍 其3
Ability_6_Body	{c[ff8c00]}超级回旋弯刀{c[000000]}是长按\x0e\x04\x06\x022\0！\n可以{c[ff8c00]}贯穿{c[000000]}一切进行攻击！
Ability_7_Title	光束的诀窍 其1
Ability_7_Body	朝斜下方发出光束，\n{c[ff8c00]}光束机关枪{c[000000]}\n会在空中{c[ff8c00]}不停发射{c[000000]}！
Ability_8_Title	光束的诀窍 其2
Ability_8_Body	长按\x0e\x04\x06\x022\0是{c[ff8c00]}波动光束{c[000000]}！\n哪怕是{c[ff8c00]}远处的敌人{c[000000]}也能击中\n并给予大伤害的招式！
Ability_9_Title	光束的诀窍 其3
Ability_9_Body	按\x0e\x04\x06\x022\0发射的{c[ff8c00]}光束鞭{c[000000]}\n会{c[ff8c00]}向上{c[000000]}广泛攻击！\n从{c[ff8c00]}穿透地板{c[000000]}的下方攻击吧！
Ability_10_Title	阳伞的诀窍 其1
Ability_10_Body	阳伞在{c[ff8c00]}墙边{c[000000]}很强！\n熟练使用\n{c[ff8c00]}阳伞钻击{c[000000]}和{c[ff8c00]}转转阳伞{c[000000]}吧！
Ability_11_Title	阳伞的诀窍 其2
Ability_11_Body	从空中{c[ff8c00]}高的地方{c[000000]}猛地\n使用{c[ff8c00]}阳伞俯冲{c[000000]}攻击！
Ability_12_Title	阳伞的诀窍 其3
Ability_12_Body	用冲刺或跳跃\n都可以发动{c[ff8c00]}阳伞钻击{c[000000]}！
Ability_13_Title	锤子的诀窍 其1
Ability_13_Body	\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0的{c[ff8c00]}鬼杀火焰锤{c[000000]}\n只要{c[ff8c00]}蓄力{c[000000]}到{c[ff8c00]}最大{c[000000]}，\n就能变成极其强力的攻击！
Ability_14_Title	锤子的诀窍 其2
Ability_14_Body	{c[ff8c00]}大回环{c[000000]}可以一下子\n{c[ff8c00]}卷入{c[000000]}多个人进行攻击！
Ability_15_Title	锤子的诀窍 其3
Ability_15_Body	{c[ff8c00]}转转锤子{c[000000]}在{c[ff8c00]}空中{c[000000]}也能使出！\n试着从敌人的{c[ff8c00]}头顶{c[000000]}攻击吧！
Ability_16_Title	炸弹的诀窍 其1
Ability_16_Body	如果就这么{c[ff8c00]}举起炸弹{c[000000]}，\n爆炸后，\n{c[ff8c00]}自己{c[000000]}也会受到伤害！
Ability_17_Title	炸弹的诀窍 其2
Ability_17_Body	{c[ff8c00]}冲刺并跳跃{c[000000]}后，\n{c[ff8c00]}保龄球炸弹{c[000000]}\n能将炸弹扔得更{c[ff8c00]}远{c[000000]}！
Ability_18_Title	炸弹的诀窍 其3
Ability_18_Body	{c[ff8c00]}放置炸弹{c[000000]}，放好第2个后，\n之前放的{c[ff8c00]}第1个就会立即爆炸{c[000000]}！\n熟练使用，给予对手伤害吧！
Ability_19_Title	鞭子的诀窍 其1
Ability_19_Body	鞭子的{c[ff8c00]}捕捉鞭{c[000000]}非常强！\n活用{c[ff8c00]}长范围{c[000000]}尽情捕捉吧！
Ability_20_Title	鞭子的诀窍 其2
Ability_20_Body	{c[ff8c00]}捕捉鞭{c[000000]}连\n稍微{c[ff8c00]}有点距离{c[000000]}的\n道具也能抓取！
Ability_21_Title	鞭子的诀窍 其3
Ability_21_Body	一边按\x0e\x04\x17\x02Ä\0一边用{c[ff8c00]}捕捉鞭{c[000000]}，\n连{c[ff8c00]}上方的敌人{c[000000]}也可以抓住！
Ability_22_Title	狙击手的诀窍 其1
Ability_22_Body	狙击手的{c[ff8c00]}射击{c[000000]}\n根据{c[ff8c00]}长按\x0e\x04\x06\x022\0{c[000000]}的时间，{c[ff8c00]}效果会有变化{c[000000]}！\n连射还是贯穿，随你的心意！
Ability_23_Title	狙击手的诀窍 其2
Ability_23_Body	用\x0e\x04\x15\x02Â\0{c[ff8c00]}拟态{c[000000]}时，\n按\x0e\x04\x06\x022\0就会变成{c[ff8c00]}暗箭{c[000000]}！\n箭的速度会比平时快！
Ability_24_Title	狙击手的诀窍 其3
Ability_24_Body	{c[ff8c00]}跳跃狙击{c[000000]}射击后，\n按\x0e\x04\x16\x02Ã\0/\x0e\x04\x14\x02Á\0改变方向的话，\n就能在空中{c[ff8c00]}无限射击{c[000000]}！
Ability_25_Title	格斗家的诀窍 其1
Ability_25_Body	不断使出的{c[ff8c00]}招式数量{c[000000]}首屈一指！\n按\x0e\x04\x12\x02\x95\0/\x0e\x04\x11\x02\x94\0打开{c[ff8c00]}暂停{c[000000]}，\n试着看看招式的使出方式吧！
Ability_26_Title	格斗家的诀窍 其2
Ability_26_Body	可以从{c[ff8c00]}扫堂腿{c[000000]}连接\n{c[ff8c00]}飞脚踢{c[000000]}或{c[ff8c00]}雷神破{c[000000]}的连击！
Ability_27_Title	格斗家的诀窍 其3
Ability_27_Body	熟练运用{c[ff8c00]}速成百万波动射击{c[000000]}的话，\n就能快速地横向攻击！
Ability_28_Title	忍者的诀窍 其1
Ability_28_Body	即将受到攻击{c[ff8c00]}之前{c[000000]}，\n用\x0e\x04\x15\x02Â\0＋\x0e\x04\t\x02`\0/\x0e\x04\n\x02a\0使出{c[ff8c00]}替身术{c[000000]}！\n可以躲开攻击并{c[ff8c00]}反击{c[000000]}！
Ability_29_Title	忍者的诀窍 其2
Ability_29_Body	{c[ff8c00]}饭纲落下重击{c[000000]}对{c[ff8c00]}空中的敌人{c[000000]}\n也可以使用！
Ability_30_Title	忍者的诀窍 其3
Ability_30_Body	好好地使用{c[ff8c00]}扰乱花吹雪{c[000000]}，\n也可以当做{c[ff8c00]}闪避{c[000000]}的方法使用！
Ability_31_Title	独角仙的诀窍 其1
Ability_31_Body	用冲刺＋\x0e\x04\x06\x022\0使出的{c[ff8c00]}火箭角{c[000000]}，\n即使是{c[ff8c00]}防御{c[000000]}中的敌人\n也能{c[ff8c00]}抓住{c[000000]}！
Ability_32_Title	独角仙的诀窍 其2
Ability_32_Body	在空中{c[ff8c00]}长按\x0e\x04\x05\x021\0{c[000000]}，\n就能使用翅膀{c[ff8c00]}飞来飞去{c[000000]}！
Ability_33_Title	独角仙的诀窍 其3
Ability_33_Body	用\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0使出的\n{c[ff8c00]}螺旋角{c[000000]}将敌人{c[ff8c00]}打上去{c[000000]}，\n瞄准连续攻击！
Ability_34_Title	铜铃的诀窍 其1
Ability_34_Body	用铜铃的{c[ff8c00]}进入·铜铃{c[000000]}防御，\n会自动发动{c[ff8c00]}反击攻击{c[000000]}！
Ability_35_Title	铜铃的诀窍 其2
Ability_35_Body	用长按\x0e\x04\x17\x02Ä\0～\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0\n施展的{c[ff8c00]}速成叮终曲{c[000000]}\n可以{c[ff8c00]}左右同时{c[000000]}攻击！
Ability_36_Title	铜铃的诀窍 其3
Ability_36_Body	{c[ff8c00]}铃叮咚{c[000000]}可以用连打\x0e\x04\x06\x022\0\n一直不断使出。\n在{c[ff8c00]}墙边{c[000000]}瞄准机会吧！
Ability_37_Title	蒙面摔角手的诀窍 其1
Ability_37_Body	用{c[ff8c00]}套索式轰天拳{c[000000]}将敌人打上去，\n然后用{c[ff8c00]}跳高抓住{c[000000]}\n将敌人抓住！
Ability_38_Title	蒙面摔角手的诀窍 其2
Ability_38_Body	{c[ff8c00]}举起{c[000000]}的话，即使敌人在{c[ff8c00]}防御中{c[000000]}\n也能发动！
Ability_39_Title	蒙面摔角手的诀窍 其3
Ability_39_Body	{c[ff8c00]}蒙面摔角手背后摔{c[000000]}\n着地后同时按\x0e\x04\x05\x021\0，\n就能连接{c[ff8c00]}旋转破坏技{c[000000]}\n成为连击！
Ability_40_Title	如意棒的诀窍 其1
Ability_40_Body	如意棒的强大在于{c[ff8c00]}范围长度{c[000000]}！\n与敌人保持{c[ff8c00]}距离{c[000000]}战斗吧！
Ability_41_Title	如意棒的诀窍 其2
Ability_41_Body	{c[ff8c00]}万里如意棒{c[000000]}长按\x0e\x04\x06\x022\0时，\n用\x0e\x04\x16\x02Ã\0/\x0e\x04\x14\x02Á\0就能{c[ff8c00]}改变方向{c[000000]}！
Ability_42_Title	如意棒的诀窍 其3
Ability_42_Body	仔细看敌人的攻击时机，\n用{c[ff8c00]}反击姿势{c[000000]}就能{c[ff8c00]}反击{c[000000]}攻击！
Ability_43_Title	艺术家的诀窍 其1
