AchieveList.msbt
AchieveListCategoriesHeroKirby	のうりょく
ShopTitleTextDropDetail	『{r2[ほし]}星{/r2}のカービィ トリプルデラックス』のサブゲームに{r2[しんようそ]}新要素{/r2}を{r2[ついか]}追加{/r2}。\nリズムにあわせてデデデ{r2[だいおう]}大王{/r2}を{r2[そうさ]}操作{/r2}し、\nジャンプを{r2[つか]}使{/r2}い{r2[わ]}分{/r2}けながらゴールを{r2[めざ]}目指{/r2}します。
ShopTitleTextTorte	星のカービィ ロボボプラネット
ShopTitleTextTorteDetail	{r2[あく]}悪{/r2}の{r2[きぎょう]}企業{/r2}に{r2[しんりゃく]}侵略{/r2}された{r2[せかい]}世界{/r2}を{r2[すく]}救{/r2}うため、\nカービィは10{r2[しゅるいいじょう]}種類以上{/r2}に{r2[へんけい]}変形{/r2}する「ロボボアーマー」とともに{r2[たたか]}戦{/r2}います。\nすべてのamiiboに{r2[たいおう]}対応{/r2}しています。
ShopTitleTextEclair	星のカービィ スターアライズ
ShopTitleTextEclairDetail	フレンズハートで{r2[てき]}敵{/r2}をなかまに！なかま{r2[どうし]}同士{/r2}の{r2[のうりょく]}能力{/r2}をかけあわせて{r2[く]}繰{/r2}り{r2[だ]}出{/r2}す\n「フレンズ{r2[のうりょく]}能力{/r2}」を{r2[つか]}使{/r2}い、{r2[せかい]}世界{/r2}を{r2[すく]}救{/r2}うために{r2[たたか]}戦{/r2}います。\nJoy-Conをおすそわけして、{r2[さいだい]}最大{/r2}4{r2[にん]}人{/r2}まで{r2[いっしょ]}一緒{/r2}に{r2[あそ]}遊{/r2}べます。
ShopTitleTextYarns	毛糸のカービィ プラス
ShopTitleTextYarnsDetail	{r2[けいと]}毛糸{/r2}の{r2[すがた]}姿{/r2}のカービィが{r2[けいと]}毛糸{/r2}ならではの{r2[たさい]}多彩{/r2}な{r2[わざ]}技{/r2}を{r2[つか]}使{/r2}って{r2[ぼうけん]}冒険{/r2}する\nアクションゲームです。カービィは{r2[さまざま]}様々{/r2}な{r2[すがた]}姿{/r2}に{r2[へんしん]}変身{/r2}する「メタモル{r2[のうりょく]}能力{/r2}」\nの{r2[ほか]}他{/r2}に、{r2[あたら]}新{/r2}しく「さいほう{r2[のうりょく]}能力{/r2}」が{r2[つか]}使{/r2}えるようになりました。
ShopTitleTextIbiza	カービィ バトルデラックス！
ShopTitleTextIbizaDetail	カービィが{r2[おおぜい]}大勢{/r2}のライバルたちと{r2[たさい]}多彩{/r2}なバトルを{r2[く]}繰{/r2}り{r2[ひろ]}広{/r2}げる\n{r2[たいせん]}対戦{/r2}アクションゲームです。{r2[ひとり]}1人{/r2}プレイ{r2[いがい]}以外{/r2}にもインターネット・\nローカル{r2[つうしん]}通信{/r2}によって{r2[さいだい]}最大{/r2}4{r2[にん]}人{/r2}での{r2[きそ]}競{/r2}い{r2[あ]}合{/r2}いを{r2[たの]}楽{/r2}しむことができます。
ShopTitleTextSuck	カービィのすいこみ大作戦
ShopTitleTextSuckDetail	『{r2[ほし]}星{/r2}のカービィ ロボボプラネット』のサブゲームが、\nスクロール{r2[がた]}型{/r2}3Dアクションゲームに{r2[う]}生{/r2}まれ{r2[か]}変{/r2}わりました。\n3D{r2[くうかん]}空間{/r2}を{r2[か]}駆{/r2}け{r2[まわ]}回{/r2}り、すってはいてで{r2[てき]}敵{/r2}を{r2[たお]}倒{/r2}しハイスコアを{r2[めざ]}目指{/r2}します。
ShopTitleTextlime	みんなで！カービィハンターズＺ
ShopTitleTextlimeDetail	『{r2[ほし]}星{/r2}のカービィ ロボボプラネット』のサブゲームに、{r2[あら]}新{/r2}たなクエスト、\n80{r2[しゅ]}種{/r2}を{r2[こ]}超{/r2}える「そうび」、{r2[きょてん]}拠点{/r2}となる「まち」など{r2[しんようそ]}新要素{/r2}を{r2[ついか]}追加{/r2}。\n4{r2[にん]}人{/r2}で{r2[きょうりょく]}協力{/r2}プレイも{r2[たの]}楽{/r2}しめる、{r2[きほんむりょう]}基本無料{/r2}のゲームです。
ShopTitleTextTouch	タッチ！カービィ スーパーレインボー
ShopTitleTextTouchDetail	タッチペンで{r2[か]}描{/r2}いた{r2[にじ]}虹{/r2}のラインでカービィをゴールまで{r2[みちび]}導{/r2}きます。\nカービィは3{r2[しゅるい]}種類{/r2}の{r2[の]}乗{/r2}り{r2[もの]}物{/r2}に{r2[へんしん]}変身{/r2}できます。\nワドルディを{r2[そうさ]}操作{/r2}しての4{r2[にんきょうりょく]}人協力{/r2}プレイも{r2[たの]}楽{/r2}しめます。
ShopTitleTextlime2	スーパーカービィハンターズ
ShopTitleTextlime2Detail	4つのジョブのカービィ{r2[たち]}達{/r2}が、{r2[きょうりょく]}協力{/r2}して{r2[さまざま]}様々{/r2}なクエストに{r2[いど]}挑{/r2}む、\n{r2[きほんむりょう]}基本無料{/r2}のアクションゲームです。ひとりで{r2[あそ]}遊{/r2}べることはもちろん、\nオンラインプレイや、おすそわけプレイなど、{r2[てがる]}手軽{/r2}に{r2[ふくすうにん]}複数人{/r2}でも{r2[あそ]}遊{/r2}べます。
ShopHeaderText	かこのゲーム{s[070]}をみる{s[100]}
OldGameOperationBack	\x0e\x04\x06\x022\0とじる
OptionTop.msbt
OptionTopHeaderTitle	オプション
OptionTopOperationBack	\x0e\x04\x06\x022\0もどる
OptionTopVersionTitle	ver.
OptionTopOldGame	かこのゲーム
OptionTopEndCredit	クレジット
OptionTopVibrationTitle	しんどうせってい
OptionTopVibrationOn	ON
OptionTopVibrationOff	OFF
OptionTopCreditSelect	どちらの クレジットを {r2[み]}見{/r2}ますか？
OptionTopCreditSelectNormal	おもて
OptionTopCreditSelectExtra	うら
OptionTopCreditSelectBack	\x0e\x04\x06\x022\0もどる
Pause.msbt
OperationBack	\x0e\x04\x06\x022\0とじる
OperationExit	\x0e\x04\x08\x024\0このモードをやめる
RogueTitleLevel1	{s[055]}{r2[だい]}第{/r2}1{r2[しょう]}章{/r2} {s[100]}\x0e\x02\x01\0{s[080]}{r2[かい]}階{/r2}{s[100]}
RogueTitleLevel2	{s[055]}{r2[だい]}第{/r2}2{r2[しょう]}章{/r2} {s[100]}\x0e\x02\x01\0{s[080]}{r2[かい]}階{/r2}{s[100]}
RogueTitleLevel3	{s[055]}{r2[だい]}第{/r2}3{r2[しょう]}章{/r2} {s[100]}\x0e\x02\x01\0{s[080]}{r2[かい]}階{/r2}{s[100]}
RogueTitleLevel4	{s[055]}{r2[だい]}第{/r2}4{r2[しょう]}章{/r2} {s[100]}\x0e\x02\x01\0{s[080]}{r2[かい]}階{/r2}{s[100]}
RogueTitleLevel5	{s[055]}{r2[だい]}第{/r2}5{r2[しょう]}章{/r2} {s[100]}\x0e\x02\x01\0{s[080]}{r2[かい]}階{/r2}{s[100]}
SingleTitleEasy	{s[055]}やさしい {s[100]}\x0e\x02\x01\0{s[085]}{r2[せん]}戦{/r2}{r2[め]}目{/r2}{s[100]}
SingleTitleNormal	{s[055]}ふつう {s[100]}\x0e\x02\x01\0{s[085]}{r2[せん]}戦{/r2}{r2[め]}目{/r2}{s[100]}
SingleTitleHard	{s[055]}むずかしい {s[100]}\x0e\x02\x01\0{s[085]}{r2[せん]}戦{/r2}{r2[め]}目{/r2}{s[100]}
SingleTitleVeryHard	{s[055]}めちゃむず {s[100]}\x0e\x02\x01\0{s[085]}{r2[せん]}戦{/r2}{r2[め]}目{/r2}{s[100]}
ModeRogueTitle	ストーリーモード {r2[しゅくめい]}宿命{/r2}のライバル{r2[たち]}達{/r2}
ModeRogue	バディと ふたり、 {c[ffe614]}チーム{c[000000]}を {r2[く]}組{/r2}んでの タッグバトル！\n{r2[かくかい]}各階{/r2}の てきをたおして {c[ffe614]}ストーリーアイテム{c[000000]}を ゲット！\nパワーアップを くりかえし {r2[たか]}高{/r2}く そびえる\n{c[ffe614]}バディファイターズタワー{c[000000]}を かけのぼれ！
ModeSingleTitle	ひとりでモード
ModeSingle	たった {c[ffe614]}ひとり{c[000000]}で {r2[れんぞく]}連続{/r2}バトルを {r2[か]}勝{/r2}ちすすみ\n{c[ffe614]}クリアタイム{c[000000]}を きそう チャレンジモード！\nすばやく てきを たおせるか どうかが\nうでの {r2[み]}見{/r2}せどころだ！
StageRogueSpeedUpTitle	{r2[ぜんいん]}全員{/r2}スピードアップの{r2[ま]}間{/r2}
StageRogueSpeedUp	ふしぎな こうかが つづく {r2[へや]}部屋{/r2}。\nじぶんも てきも ずっと {c[ffe614]}スピードが2{r2[ばい]}倍{/r2}！{c[000000]}\nうごきを よく{r2[み]}見{/r2}て うまく {r2[たたか]}戦{/r2}おう！\n{r2[はし]}走{/r2}りすぎて {c[ffe614]}しかけ{c[000000]}に あたらないよう {r2[き]}気{/r2}をつけて！
StageRogueDoublePointTitle	かくとくスコア2{r2[ばい]}倍{/r2}の{r2[ま]}間{/r2}
StageRogueDoublePoint	ふしぎな こうかが つづく {r2[へや]}部屋{/r2}。\nバトルで もらえる {c[ffe614]}スコアが2{r2[ばい]}倍{/r2}！{c[000000]}\nせんせいこうげきや ノーダメージボーナスなど\n{c[ffe614]}{r2[こう]}高{/r2}とくてん{c[000000]}を ねらってみよう！
StageRogueMomentTitle	せいげん{r2[じかん]}時間{/r2}の{r2[ま]}間{/r2}
StageRogueMoment	ふしぎな こうかが つづく {r2[へや]}部屋{/r2}。\nバトルの {c[ffe614]}のこり{r2[じかん]}時間{/r2}{c[000000]}が いつもより {c[ffe614]}みじかい！{c[000000]}\n{c[ffe614]}タイムアップ{c[000000]}に なる{r2[まえ]}前{/r2}に いそいで たおせ！
StageRogueDriftIceTitle	アイスコンテナの{r2[ま]}間{/r2}
StageRogueDriftIce	ふしぎな こうかが つづく {r2[へや]}部屋{/r2}。\n{r2[で]}出{/r2}てくるアイテムが {c[ffe614]}アイスコンテナ{c[000000]}ばかり！\n{r2[なか]}中{/r2}には {c[ffe614]}きょうりょくな アイテム{c[000000]}が ぎっしり！\nてきに とられる{r2[まえ]}前{/r2}に ゲットせよ！
StageRoguePainfulTerrainTitle	{r2[ちけい]}地形{/r2}ダメージ2{r2[ばい]}倍{/r2}の{r2[ま]}間{/r2}
StageRoguePainfulTerrain	ふしぎな こうかが つづく {r2[へや]}部屋{/r2}。\nステージの {c[ffe614]}しかけ{c[000000]}の {c[ffe614]}ダメージが2{r2[ばい]}倍{/r2}{c[000000]}になる！\nとても キケンな バトルだが、\nてきを {c[ffe614]}しかけ{c[000000]}に まきこめば {r2[だい]}大{/r2}チャンス！
StageRogueMuscularStrengthTitle	てきこうげきアップの{r2[ま]}間{/r2}
StageRogueMuscularStrength	ふしぎな こうかが つづく {r2[へや]}部屋{/r2}。\nてきの {c[ffe614]}こうげきりょく{c[000000]}が ものすごくアップする！\nしっかり {c[ffe614]}ガード{c[000000]}しながら {r2[たたか]}戦{/r2}おう！
StageRogueLotOfNeedlesTitle	ゴルボールの{r2[ま]}間{/r2}
StageRogueLotOfNeedles	ふしぎな こうかが つづく {r2[へや]}部屋{/r2}。\n{r2[で]}出{/r2}てくる アイテムは {c[ffe614]}ゴルボール{c[000000]}ばかり！\n{c[ffe614]}ゴルドーダメージのおまもり{c[000000]}を もっていないなら\nあたらないように ちゅうい しよう！
StageRogueHighSpeedGearTitle	{r2[こうそく]}高速{/r2}メカギミックの{r2[ま]}間{/r2}
StageRogueHighSpeedGear	ふしぎな こうかが つづく {r2[へや]}部屋{/r2}。\nステージの{c[ffe614]}しかけ{c[000000]}が {c[ffe614]}2{r2[ばい]}倍{/r2}のスピード{c[000000]}で うごく！\nすばやく うごく しかけに あたらないよう ちゅうい！
StageRogueExplosionTitle	ばくはつアイテムの{r2[ま]}間{/r2}
StageRogueExplosion	ふしぎな こうかが つづく {r2[へや]}部屋{/r2}。\n{r2[で]}出{/r2}てくる アイテムは {c[ffe614]}ボンバー{c[000000]}や\n{c[ffe614]}タイマーダイナマイト{c[000000]} ばかり！\n{c[ffe614]}ばくはつ{c[000000]}に まきこまれないように ちゅうい！
StageRogueShellsTitle	クラッカーの{r2[ま]}間{/r2}
StageRogueShells	ふしぎな こうかが つづく {r2[へや]}部屋{/r2}。\n{r2[で]}出{/r2}てくるアイテムは {c[ffe614]}クラッカー{c[000000]}ばかり！\nクラッカーを もったら、 {c[ffe614]}ジャンプ{c[000000]}や {c[ffe614]}しゃがみ{c[000000]}を\nうまく{r2[つか]}使{/r2}って てきに たまを あてよう！
StageRogueWonderlandTitle	ハプニングスターの{r2[ま]}間{/r2}
StageRogueWonderland	ふしぎな こうかが つづく {r2[へや]}部屋{/r2}。\n{r2[で]}出{/r2}てくる アイテムは {c[ffe614]}ハプニングスター{c[000000]}ばかり！\n{c[ffe614]}たべもの{c[000000]}が ふったり、 とつぜん {c[ffe614]}おひるね{c[000000]} したり…\n{r2[なに]}何{/r2}が おこるかは {r2[うん]}運{/r2}しだい！
BossTwinWoods1Title	ツインウッズ
BossTwinWoods1	{c[ffe614]}ツインウッズ{c[000000]}が またもや とうじょう！\nいっそう {r2[きずな]}絆{/r2}を {r2[ふか]}深{/r2}めた  {c[ffe614]}{r2[ふたご]}双子{/r2}の{r2[きょぼく]}巨木{/r2}{c[000000]}は\nリンゴを {r2[お]}落{/r2}として、 {r2[けむし]}毛虫{/r2}を {r2[お]}落{/r2}として、\n{c[ffe614]}ジャンププレス{c[000000]}も {r2[しゅう]}習{/r2}とく した！\nいきピッタリな {r2[ふたご]}双子{/r2}に、 あなどる なかれ！
BossTwinWoods2Title	ツインウッズ
BossTwinWoods2	ここが {c[ffe614]}バディファイターズタワー{c[000000]}の {r2[さいじょうかい]}最上階{/r2}…\nと、 {r2[おも]}思{/r2}いきや あらわれたのは {c[ffe614]}ツインウッズ！\n{r2[ふたご]}双子{/r2}の {r2[きょぼく]}巨木{/r2}{c[000000]}が {r2[とお]}通{/r2}せんぼ！\n{r2[ちから]}力{/r2}を {r2[あ]}合{/r2}わせて {r2[つく]}作{/r2}る {c[ffe614]}{r2[きょだい]}巨大{/r2}リンゴ{c[000000]}は、\nおしつぶされると ぺしゃんこに なるぞ！
BossGigantEdgeandBlazeEdgeTitle	ダブルスエッジ
BossGigantEdgeandBlazeEdge	{c[ffe614]}ダブルスエッジ{c[000000]} ここに けんざん！\n{r2[みどり]}緑{/r2}の よろいと {r2[あか]}赤{/r2}き よろいが\n{c[ffe614]}タッグ{c[000000]}を {r2[く]}組{/r2}んで {r2[た]}立{/r2}ちはだかる！\n{r2[と]}飛{/r2}び{r2[か]}交{/r2}う だんびらと ほとばしる {r2[ほのお]}炎{/r2}を よけ、\nバディの いちげき たたきこめ！
BossShadowKirbyRogueTitle	シャドーカービィ
BossShadowKirbyRogue	カービィの じゅんしん むくな {r2[こころ]}心{/r2}が {c[ffe614]}カガミ{c[000000]}に\nうつり {r2[う]}生{/r2}まれたという、 {c[ffe614]}やんちゃなカゲ。\n{c[000000]}やんちゃなカゲ、 と{r2[い]}言{/r2}うけれど… \nその パワーは まさしく カービィ そのもの！\n{c[ffe614]}カガミうつし{c[000000]}の ワザで {r2[とう]}塔{/r2}を {r2[とお]}通{/r2}せんぼ！
BossShadowKirbyRogue51Title	シャドーカービィ
BossShadowKirbyRogue51	{r2[ふたた]}再{/r2}び {r2[であ]}出会{/r2}う {c[ffe614]}カービィのカゲ！{c[000000]}\nだれが よんだか {c[ffe614]}ずんぐりグレー{c[000000]}が\nちょっとした イタズラの つもりで {r2[とお]}通{/r2}せんぼ！\nその パワー、 イタズラと よぶには {r2[つよ]}強{/r2}すぎる！
BossShadowKirbyRogue52Title	シャドーカービィ
BossShadowKirbyRogue52	{r2[み]}三{/r2}たび {r2[であ]}出会{/r2}うは {r2[さいきょう]}最強{/r2}の {c[ffe614]}シャドーカービィ！\n{c[000000]}その あっとう{r2[てき]}的{/r2}な {r2[つよ]}強{/r2}さの みなもとは、\nはるか {r2[そら]}空{/r2}のかなたに あるといわれる\n{c[ffe614]}カガミの{r2[くに]}国{/r2}{c[000000]}を ひっそりと {r2[まも]}守{/r2}ってきた\nあかし なのかも、 しれない。
BossKingDededeandMetaknightLv2Title	デデデ{r2[だいおう]}大王{/r2}＆メタナイト
BossKingDededeandMetaknightLv2	ついに バディを {r2[く]}組{/r2}んだ {c[ffe614]}デデデ{r2[だいおう]}大王{/r2}{c[000000]}と\n{c[ffe614]}メタナイト{c[000000]}との{r2[たたか]}戦{/r2}いだ！\nこちらも {c[ffe614]}バディ{c[000000]}と {r2[ちから]}力{/r2}を{r2[あ]}合{/r2}わせて {r2[た]}立{/r2}ちむかえ！\nけど、 なんだか この {r2[ふたり]}二人{/r2}、\nいつもと ちょこっと、 ちがうような…？
BossKingDededeandMetaknightLv3Title	デデデ{r2[だいおう]}大王{/r2}＆メタナイト
BossKingDededeandMetaknightLv3	{c[ffe614]}デデデ{r2[だいおう]}大王{/r2}{c[000000]}と {c[ffe614]}メタナイト{c[000000]}、 {r2[ふたた]}再{/r2}び {r2[とうじょう]}登場{/r2}！\nこの{r2[つよ]}強{/r2}さ… どうやら{r2[こんど]}今度{/r2}は {c[ffe614]}ホンモノ{c[000000]}だ！\n{r2[か]}勝{/r2}つ ために {r2[ふたり]}二人{/r2}で {r2[しゅう]}習{/r2}とくした という、\nくり{r2[だ]}出{/r2}される {r2[あら]}新{/r2}たなる {c[ffe614]}れんけいワザ{c[000000]}で、\nしつように おそいかかって くるぞ！
BossKingDededeandMetaknightLv4Title	デデデ{r2[だいおう]}大王{/r2}＆メタナイト
BossKingDededeandMetaknightLv4	{r2[み]}三{/r2}たび {r2[ま]}待{/r2}ちうける、 {c[ffe614]}{r2[だいおう]}大王{/r2}と{r2[きし]}騎士{/r2}！{c[000000]}\nこれまでとは ちがう {c[ffe614]}マジな{r2[ほんき]}本気{/r2}{c[000000]}を {r2[かん]}感{/r2}じるが、\n{r2[とう]}塔{/r2}を のぼって パワーアップしたのは こちらも{r2[おな]}同{/r2}じ。\nどちらの {c[ffe614]}バディの{r2[きずな]}絆{/r2}{c[000000]}が {r2[ふか]}深{/r2}いか…\n{c[ffe614]}{r2[しゅくめい]}宿命{/r2}のライバル{r2[たち]}達{/r2}{c[000000]}よ、 この{r2[なが]}長{/r2}き{r2[たたか]}戦{/r2}いに {r2[けっちゃく]}決着{/r2}を！
BossKingDededeandMetaknightLv5Title	デデデ{r2[だいおう]}大王{/r2}＆メタナイト
BossKingDededeandMetaknightLv5	{r2[もっと]}最{/r2}も{r2[ほし]}星{/r2}に{r2[ちか]}近{/r2}い この{r2[ばしょ]}場所{/r2}で、 {c[ffe614]}{r2[きずな]}絆{/r2}と {r2[きずな]}絆{/r2}が ぶつかり{r2[あ]}合{/r2}う！{c[000000]}\nこれまでの {r2[たたか]}戦{/r2}いの {r2[おも]}思{/r2}い{r2[で]}出{/r2}を ふり{r2[かえ]}返{/r2}る、\nデデデ{r2[だいおう]}大王{/r2}と メタナイト…\n{r2[てん]}天{/r2}を つらぬく{r2[さいじょうかい]}最上階{/r2}。 この {c[ffe614]}ラストバトル{c[000000]}に いどむ、\n{r2[ふたり]}二人{/r2}の ひとみに {c[ffe614]}{r2[きずな]}絆{/r2}の{r2[ほのお]}炎{/r2}{c[000000]}が、 ともる！！
BossKingDededeandMetaknightGreatMaskTitle	{r2[かげん]}下弦{/r2}のマスクド・デデデ＆{r2[じょうげん]}上弦{/r2}のマスクド・メタナイト
BossKingDededeandMetaknightGreatMask	{r2[きし]}騎士{/r2}の す{r2[がお]}顔{/r2}を かくさんと、{r2[だいおう]}大王{/r2}が {r2[と]}取{/r2}り{r2[だ]}出{/r2}した\n{c[ffe614]}ナゾの{r2[かめん]}仮面{/r2}{c[000000]}を {r2[み]}身{/r2}につけた {r2[ふたり]}二人{/r2}は、まさに {c[ffe614]}{r2[かげん]}下弦{/r2}{c[000000]}と{c[ffe614]}{r2[じょうげん]}上弦{/r2}{c[000000]}…\n{r2[げっか]}月下{/r2}にきらめく、{c[ffe614]}{r2[むそう]}無双{/r2}の{r2[げんげつ]}弦月{/r2}{c[000000]} となった！\n{r2[しゅくめい]}宿命{/r2}のライバル{r2[たち]}達{/r2}は オーラをまとい かくごを {r2[き]}決{/r2}める。\n{r2[き]}機{/r2}は{r2[じゅく]}熟{/r2}した… {r2[いま]}今{/r2}こそ いざ、 {c[ffe614]}やらいでかっ！！{c[000000]}
