AchieveList.msbt
AchieveListCategoriesHeroKirby	能力
Common_28_Body	用\x0e\x04\t\x02`\0/\x0e\x04\n\x02a\0防禦所減少的{c[ff8c00]}槽{c[000000]}量，\n在一段時間後會{c[ff8c00]}回復原狀{c[000000]}！
Common_29_Title	避開攻擊吧
Common_29_Body	防禦中轉動\x0e\x04\x13\x02À\0的話，\n可以用{c[ff8c00]}當下迴避{c[000000]}敏捷地避開！
Common_30_Title	對於防禦的塞滿嘴/抓住
Common_30_Body	\x0e\x04\x07\x023\0{c[ff8c00]}塞滿嘴/抓住\n{c[000000]}就算是敵人{c[ff8c00]}防禦中{c[000000]}也可以使用！
Common_31_Title	幽靈復活強化是
Common_31_Body	在{c[ff8c00]}規則設定{c[000000]}\n將{c[ff8c00]}幽靈復活強化{c[000000]}設定為{c[ff8c00]}有{c[000000]}後，\n每當復活會提升威力！
Common_32_Title	成為幽靈所需的時間
Common_32_Body	成為幽靈所需的時間\n會隨著{c[ff8c00]}反覆{c[000000]}幽靈化\n變得越來越{c[ff8c00]}長{c[000000]}！
Common_33_Title	稀有帽子的贈禮
Common_33_Body	有玩過\n{c[ff8c00]}《星之卡比 新星同盟》{c[000000]}的話，\n可以取得特別的{c[ff8c00]}稀有帽子{c[000000]}！
Common_35_Title	稀有帽子的贈禮
Common_35_Body	有玩過\n{c[ff8c00]}《超級卡比獵人隊》{c[000000]}的話，\n可以取得特別的{c[ff8c00]}稀有帽子{c[000000]}！
Common_37_Title	要獲得稀有帽子的話
Common_37_Body	{c[ff8c00]}鬥士級別{c[000000]}提升後，\n可以取得卡比的{c[ff8c00]}稀有帽子{c[000000]}！
BattleRule_1_Title	對戰模式
BattleRule_1_Body	透過1台Nintendo Switch\n可以{c[ff8c00]}最多4人{c[000000]}一起遊玩的模式！\n決定{c[ff8c00]}規則{c[000000]}，輕鬆愉快地戰鬥！
BattleRule_2_Title	個人戰
BattleRule_2_Body	個人戰是{c[ff8c00]}全員皆對手{c[000000]}！\n生存到最後吧！
BattleRule_3_Title	團體戰
BattleRule_3_Body	在團體戰重要的是{c[ff8c00]}團隊合作{c[000000]}！\n{c[ff8c00]}團體戰專用{c[000000]}的道具\n也會登場喔！
BattleRule_5_Title	規則設定
BattleRule_5_Body	在選擇個人戰或團體戰的畫面\n可以更改{c[ff8c00]}戰鬥規則{c[000000]}！
BattleRule_6_Title	不利條件的設定
BattleRule_6_Body	在{c[ff8c00]}規則設定{c[000000]}附加{c[ff8c00]}自動不利條件{c[000000]}後，\n根據輸贏會{c[ff8c00]}自動{c[000000]}附加不利條件！
BattleRule_7_Title	想要認真戰鬥的話
BattleRule_7_Body	想要享受一場認真的戰鬥時，\n推薦在{c[ff8c00]}規則設定\n{c[000000]}將{c[ff8c00]}道具{c[000000]}和{c[ff8c00]}裝置{c[000000]}設定為{c[ff8c00]}無{c[000000]}！
BattleRule_8_Title	對戰關卡的開放
BattleRule_8_Body	{c[ff8c00]}鬥士級別{c[000000]}提升後，\n可以遊玩的{c[ff8c00]}對戰關卡{c[000000]}將會增加！
BattleRule_9_Title	不要有關卡裝置
BattleRule_9_Body	在{c[ff8c00]}規則設定{c[000000]}將{c[ff8c00]}裝置{c[000000]}設定為{c[ff8c00]}無{c[000000]}，\n關卡裝置就{c[ff8c00]}不會動作{c[000000]}！\n
BattleRule_10_Title	播放關卡的秘曲
BattleRule_10_Body	在獲得{c[ff8c00]}秘曲{c[000000]}的關卡\n{c[ff8c00]}一邊按\x0e\x04\x08\x024\0一邊決定關卡{c[000000]}後，\n就會播放秘曲！
Rogue_1_Title	和搭檔一起
Rogue_1_Body	兩人一起{c[ff8c00]}合力{c[000000]}登塔吧！\n{c[ff8c00]}團隊合作{c[000000]}是勝利的關鍵！
Rogue_2_Title	選擇道具吧
Rogue_2_Body	選擇{c[ff8c00]}道具房{c[000000]}的道具後，\n效果會一直持續\n{c[ff8c00]}直到最上層{c[000000]}！
Rogue_3_Title	確認出招方式
Rogue_3_Body	打開{c[ff8c00]}\x0e\x04\x12\x02\x95\0/\x0e\x04\x11\x02\x94\0暫停{c[000000]}後，\n可以確認{c[ff8c00]}出招方式{c[000000]}！
Rogue_4_Title	戰鬥勝利後回復
Rogue_4_Body	在故事模式{c[ff8c00]}戰鬥勝利{c[000000]}後，\n體力會{c[ff8c00]}回復{c[000000]}一點點！
Rogue_5_Title	從中途儲存遊玩
Rogue_5_Body	{c[ff8c00]}故事模式{c[000000]}就算在中途退出，\n也可以從{c[ff8c00]}從中途儲存{c[000000]}\n繼續遊玩！
Rogue_6_Title	在道具房提升威力
Rogue_6_Body	可以取得{c[ff8c00]}一個{c[000000]}\n強化自己和搭檔的{c[ff8c00]}道具{c[000000]}！
Rogue_7_Title	敵人會逐漸變強
Rogue_7_Body	越往上攀登敵人就{c[ff8c00]}變得越強{c[000000]}！\n在{c[ff8c00]}道具房{c[000000]}的選擇很重要！
Rogue_11_Title	道具房的稀有道具
Rogue_11_Body	{c[ff8c00]}道具房{c[000000]}偶爾\n會出現{c[ff8c00]}稀有道具{c[000000]}！\n有發現的話，真是幸運！
Rogue_12_Title	終於到了最上層
Rogue_12_Body	來吧，與帝帝帝大王和魅塔騎士的戰鬥！\n……還以為是這樣，在那裡的卻是\n{c[ff8c00]}很大很大的兩股氣息{c[000000]}……
Rogue_14_Title	兩人合力二刀流
Rogue_14_Body	{c[ff8c00]}雙刃{c[000000]}前來會見！\n鐵甲巨體成為雙人組\n阻擋在前！
Rogue_16_Title	與大王和騎士的對決
Rogue_16_Body	卡比們找到了{c[ff8c00]}帝帝帝大王\n{c[000000]}和{c[ff8c00]}魅塔騎士{c[000000]}！……可是，\n和平常有一點點不同的樣子……？
Rogue_18_Title	雙重大樹再度登場
Rogue_18_Body	在塔的中途再度登場！\n{c[ff8c00]}兩棵巨木{c[000000]}阻擋去路！
Rogue_19_Title	本尊的大王和騎士
Rogue_19_Body	終於到了{c[ff8c00]}最上層{c[000000]}，\n在那裡發現的{c[ff8c00]}大王{c[000000]}和{c[ff8c00]}騎士\n{c[000000]}散發著假貨所沒有的氣場！
Rogue_20_Title	兩個鎧甲再現
Rogue_20_Body	{c[ff8c00]}雙刃{c[000000]}變得更堅硬再登場！\n綠色和紅色鎧甲\n將力量注入其劍！
Rogue_21_Title	暗影卡比現身
Rogue_21_Body	據說是卡比純真無邪的心\n映照在{c[ff8c00]}鏡子{c[000000]}而誕生的\n{c[ff8c00]}淘氣影子{c[000000]}現身了！\n
Rogue_22_Title	宿命的對手們
Rogue_22_Body	哪一邊的搭檔牽絆比較深呢……\n宿命的對手們， \n{c[ff8c00]}最後的戰鬥{c[000000]}現在開始！
Rogue_23_Title	正在成長中
Rogue_23_Body	第三次登場的{c[ff8c00]}雙重大樹{c[000000]}！\n動作和招式都在成長中！
Rogue_24_Title	愈發激烈的二刃
Rogue_24_Body	第三次登場的{c[ff8c00]}雙刃{c[000000]}！\n你有本事跟鍛練過的劍技交手嗎？
Rogue_25_Title	再次相遇跟本尊一模一樣的影子
Rogue_25_Body	再次在眼前現身的是\n卡比影子的存在！\n擊退{c[ff8c00]}淘氣過頭的影子{c[000000]}吧！
Rogue_26_Title	雙胞胎的巨木最大威力
Rogue_26_Body	不斷地成長，\n獲得強大力量的{c[ff8c00]}雙重大樹{c[000000]}！\n雙胞胎的同步攻擊襲捲而來！
Rogue_27_Title	劍技登峰造極的鎧甲們
Rogue_27_Body	馳騁於數個戰場，\n劍技登峰造極的{c[ff8c00]}兩個刀刃{c[000000]}\n賭上其劍術向你挑戰！
Rogue_28_Title	最接近星星的地方
Rogue_28_Body	在貫徹天空之塔的最上層，\n牽絆和牽絆正在互相碰撞……！\n{c[ff8c00]}真正的最終決戰{c[000000]}打開序幕！
Rogue_29_Title	就算被打敗也不要放棄
Rogue_29_Body	就算自己變成{c[ff8c00]}幽靈{c[000000]}，\n只要{c[ff8c00]}搭檔{c[000000]}還在的話，{c[ff8c00]}繼續戰鬥{c[000000]}！
Rogue_30_Title	分數的鬥士點數化
Rogue_30_Body	故事模式之章過關後\n{c[ff8c00]}合計分數{c[000000]}會轉變成\n{c[ff8c00]}鬥士點數{c[000000]}！
Rogue_31_Title	熟練運用道具
Rogue_31_Body	盡量使用戰鬥中出現的{c[ff8c00]}道具{c[000000]}吧！\n也有擊中敵人就可以造成\n{c[ff8c00]}大傷害{c[000000]}的道具喔！
Rogue_32_Title	魔王掉落的星星
Rogue_32_Body	用{c[ff8c00]}\x0e\x04\x07\x023\0塞滿嘴/抓住{c[000000]}的{c[ff8c00]}星星{c[000000]}\n丟擲魔王可以\n給予傷害！
Rogue_33_Title	魔王殺手徽章
Rogue_33_Body	對塔的{c[ff8c00]}所有魔王{c[000000]}攻擊會提升！\n取得越多效果也越提高！
Rogue_34_Title	搭檔聰明提升
Rogue_34_Body	{c[ff8c00]}搭檔{c[000000]}的行動會{c[ff8c00]}變得聰明{c[000000]}！\n搭檔是{c[ff8c00]}CP{c[000000]}時，\n一定會想要的道具！
Rogue_35_Title	幽靈強化石
Rogue_35_Body	轉變成幽靈所需的時間會{c[ff8c00]}縮短{c[000000]}！\n成為幽靈後的{c[ff8c00]}移動速度{c[000000]}和{c[ff8c00]}\n復活{c[000000]}後的{c[ff8c00]}體力{c[000000]}都會提升！
Rogue_36_Title	自動回復貼紙
Rogue_36_Body	戰鬥勝利後的\n{c[ff8c00]}自動回復{c[000000]}會增加！\n攀登高塔時非常推薦！
Rogue_37_Title	自動防禦提升
Rogue_37_Body	就算沒有防禦，\n有時候也會{c[ff8c00]}自動防禦{c[000000]}的\n稀有道具！
Rogue_38_Title	許許多多的守護
Rogue_38_Body	{c[ff8c00]}守護{c[000000]}有好幾個{c[ff8c00]}種類{c[000000]}！\n哪一個都可以\n大量減少傷害！
Rogue_39_Title	啦啦彩球高速貼紙
Rogue_39_Body	跳舞的時間會{c[ff8c00]}縮短{c[000000]}！\n而且跳完後\n{c[ff8c00]}更加提升威力{c[000000]}！
Rogue_40_Title	道具選擇+1
Rogue_40_Body	陳列在道具房的道具\n從3個{c[ff8c00]}增加到4個{c[000000]}！\n超級稀有道具！
Rogue_41_Title	詛咒之環‧自動回復
Rogue_41_Body	和{c[ff8c00]}自動回復貼紙{c[000000]}同時持有，\n效果更加提高！
Rogue_42_Title	詛咒之環‧攻擊提升
Rogue_42_Body	對{c[ff8c00]}防禦{c[000000]}和{c[ff8c00]}迴避{c[000000]}有自信的話，\n這個可以大幅提升{c[ff8c00]}攻擊力{c[000000]}！
Rogue_43_Title	詛咒之環‧無幽靈化
Rogue_43_Body	因為敵人{c[ff8c00]}不會復活{c[000000]}，\n目標是{c[ff8c00]}最高分數{c[000000]}時非常推薦！
Rogue_44_Title	分數提升的卡比像
Rogue_44_Body	想要{c[ff8c00]}鬥士點數{c[000000]}時，或者\n目標是{c[ff8c00]}最高分數{c[000000]}時非常推薦！
Rogue_45_Title	高速蓄力石
Rogue_45_Body	長按按鍵的{c[ff8c00]}蓄力招式\n{c[000000]}變得{c[ff8c00]}可以快速使出{c[000000]}！ \n推薦給常常使用\n蓄力招式的人！
Rogue_46_Title	分數提升貼紙
Rogue_46_Body	在戰鬥{c[ff8c00]}勝利{c[000000]}時，\n獲得的{c[ff8c00]}分數{c[000000]}會增加！\n可以在{c[ff8c00]}序盤{c[000000]}就取得的話，真是幸運！
Rogue_47_Title	取得故事道具吧
Rogue_47_Body	提升{c[ff8c00]}鬥士級別{c[000000]}的話，\n就會出現更強的\n{c[ff8c00]}故事道具{c[000000]}！
Rogue_48_Title	最大威力的暗影卡比
Rogue_48_Body	第三次相遇的{c[ff8c00]}卡比影子{c[000000]}！\n面對其壓倒性的強大，\n只要有朋友搭檔在，一定可以打贏！ 
Rogue_49_Title	更改玩家人數
Rogue_49_Body	即使是在登塔的中途，\n仍可更改一起遊玩的{c[ff8c00]}人數{c[000000]}，\n選擇{c[ff8c00]}從中途儲存{c[000000]}再開始！
RogueGameOver_1_Title	不要讓時間到
RogueGameOver_1_Body	試著用{c[ff8c00]}攻擊石{c[000000]}提升威力，\n或是用{c[ff8c00]}時間獎勵貼紙{c[000000]}\n增加剩餘時間吧！
RogueGameOver_2_Title	注意關卡裝置
RogueGameOver_2_Body	撞到關卡{c[ff8c00]}裝置{c[000000]}會受到大傷害！\n如果有{c[ff8c00]}地形傷害的守護{c[000000]}的話，\n可以{c[ff8c00]}減輕傷害{c[000000]}！
RogueGameOver_3_Title	要減輕道具傷害的話
RogueGameOver_3_Body	撞到{c[ff8c00]}漫步大炸彈{c[000000]}或{c[ff8c00]}麥克風\n{c[000000]}會受到大傷害！\n去取得減輕傷害的{c[ff8c00]}守護{c[000000]}吧！
RogueGameOver_4_Title	遊戲結束也要東山再起
RogueGameOver_4_Body	輸了可以無限{c[ff8c00]}再次挑戰{c[000000]}！\n就算中途放棄也可以{c[ff8c00]}「從中途儲存」{c[000000]}\n繼續遊玩喔！
RogueGameOver_5_Title	要打倒雙重大樹的話
RogueGameOver_5_Body	仔細看著左右戰鬥吧！\n瞄準{c[ff8c00]}漏洞較大的一方{c[000000]}！
RogueGameOver_6_Title	要打倒雙重大樹的話
RogueGameOver_6_Body	雙重大樹掉落的\n小{c[ff8c00]}蘋果{c[000000]}可以用\n攻擊{c[ff8c00]}破壞{c[000000]}！
RogueGameOver_7_Title	要打倒雙刃的話
RogueGameOver_7_Body	雙刃的{c[ff8c00]}盾防禦\n{c[000000]}是無敵的！\n瞄準{c[ff8c00]}沒有防禦的一方{c[000000]}！
RogueGameOver_8_Title	要打倒雙刃的話
RogueGameOver_8_Body	被雙刃的{c[ff8c00]}跳躍攻擊{c[000000]}擊中\n會受到大傷害！\n但是劍無法從地面拔出的時候，\n就是{c[ff8c00]}攻擊的好機會{c[000000]}！
RogueGameOver_10_Title	大招式的大漏洞
RogueGameOver_10_Body	帝帝帝大王和魅塔騎士的\n{c[ff8c00]}連攜招式{c[000000]}雖然很強，\n但是攻擊後的{c[ff8c00]}漏洞也很大{c[000000]}！
RogueGameOver_11_Title	全員速度提升房間
RogueGameOver_11_Body	自己跟敵人都{c[ff8c00]}速度加倍{c[000000]}！\n不要著急， 仔細看著並戰鬥吧！
RogueGameOver_12_Title	限制時間房間
RogueGameOver_12_Body	{c[ff8c00]}盡快{c[000000]}打倒敵人吧！\n如果有{c[ff8c00]}時間獎勵貼紙{c[000000]}的話，\n剩餘時間會增加！
RogueGameOver_13_Title	冰凍保存容器房間
RogueGameOver_13_Body	只會掉落{c[ff8c00]}冰凍保存容器{c[000000]}！\n快速地破壞並獲得\n裡面的{c[ff8c00]}強力道具{c[000000]}吧！
RogueGameOver_14_Title	地形傷害2倍房間
RogueGameOver_14_Body	關卡{c[ff8c00]}裝置{c[000000]}的\n{c[ff8c00]}傷害變成2倍{c[000000]}！\n注意不要被打到！
RogueGameOver_15_Title	敵人攻擊提升房間
RogueGameOver_15_Body	和高{c[ff8c00]}攻擊力{c[000000]}敵人的戰鬥！\n用\x0e\x04\t\x02`\0/\x0e\x04\n\x02a\0好好地一邊{c[ff8c00]}防禦{c[000000]}\n一邊戰鬥吧！
RogueGameOver_16_Title	黑刺彈房間
RogueGameOver_16_Body	盡是掉落{c[ff8c00]}黑刺彈{c[000000]}！\n如果有{c[ff8c00]}黑刺球傷害的守護{c[000000]}的話，\n對戰鬥非常有利！
RogueGameOver_17_Title	高速巨型機關房間
RogueGameOver_17_Body	關卡{c[ff8c00]}巨型系裝置{c[000000]}的\n{c[ff8c00]}速度變成2倍{c[000000]}！\n注意不要被打到！
RogueGameOver_18_Title	要打倒暗影卡比的話
RogueGameOver_18_Body	除了攻擊之外，\n也試著使用{c[ff8c00]}塞滿嘴/抓住{c[000000]}或\n{c[ff8c00]}當下迴避{c[000000]}吧！
RogueGameOver_19_Title	爆炸道具房間
RogueGameOver_19_Body	盡是出現{c[ff8c00]}爆炸道具{c[000000]}！\n要降低傷害的話，\n推薦{c[ff8c00]}爆炸傷害的守護{c[000000]}！
RogueGameOver_20_Title	炮台房間
RogueGameOver_20_Body	盡是出現{c[ff8c00]}炮台{c[000000]}！\n{c[ff8c00]}快速地{c[000000]}取得\n並用{c[ff8c00]}彈丸{c[000000]}擊中敵人吧！ 
RogueGameOver_21_Title	事件星房間
RogueGameOver_21_Body	盡是出現{c[ff8c00]}事件星{c[000000]}！\n雖然不知道會發生什麼事，\n但好像是{c[ff8c00]}自己發動{c[000000]}的那一方\n比較會發生好事！ 
RogueGameOver_22_Title	從幽靈的復活
RogueGameOver_22_Body	幽靈時攻擊敵人後\n可以{c[ff8c00]}復活{c[000000]}！\n如果有{c[ff8c00]}幽靈強化石{c[000000]}的話，\n會變得容易復活！
RogueGameOver_23_Title	兩人一起故事模式
RogueGameOver_23_Body	故事模式可以{c[ff8c00]}兩人一起遊玩{c[000000]}！\n兩人一起的樂趣2倍！\n難易度只有一半……或許吧？
RogueGameOver_24_Title	用嘴餵食回復
RogueGameOver_24_Body	取得{c[ff8c00]}食物{c[000000]}的話\n就對搭檔{c[ff8c00]}用嘴餵食{c[000000]}吧！\n兩人都可以{c[ff8c00]}回復{c[000000]}喔！
RogueGameOver_26_Title	就算輸了也不放棄的心
RogueGameOver_26_Body	戰鬥好幾次之後，\n敵人也會變累！\n{c[ff8c00]}不要放棄{c[000000]}，抓準機會！
RogueGameOver_27_Title	安全的地方
RogueGameOver_27_Body	找到帝帝帝大王和\n魅塔騎士的強力{c[ff8c00]}連攜招式\n{c[000000]}也{c[ff8c00]}打不到的地方{c[000000]}，\n就可以閃避！
Single_1_Title	單人模式
Single_1_Body	不斷地連續戰鬥，\n{c[ff8c00]}時間競速{c[000000]}的模式！\n體力會在{c[ff8c00]}每一戰重置{c[000000]}喔！
Single_2_Title	要縮短過關時間的話
Single_2_Body	雖然就算輸了也可以不斷挑戰，\n但是那些也會繼續{c[ff8c00]}計算時間{c[000000]}！\n快速地連勝吧！
Single_3_Title	目標是白金勳章
Single_3_Body	過關時間會按\n每個{c[ff8c00]}角色{c[000000]}和{c[ff8c00]}難易度{c[000000]}作記錄！\n目標是所有角色都\n{c[ff8c00]}白金勳章{c[000000]}！
Single_4_Title	和卡比影子的戰鬥
Single_4_Body	神出鬼沒又淘氣的{c[ff8c00]}影子{c[000000]}，\n不知道從哪裡出現，\n{c[ff8c00]}參加{c[000000]}了久違的戰鬥大會！
SingleGameOver_1_Title	和複數敵人的戰鬥
SingleGameOver_1_Body	盡量不要被敵人{c[ff8c00]}包圍{c[000000]}！\n用{c[ff8c00]}吐出/投擲{c[000000]}撞擊敵人們\n也不錯喔！
SingleGameOver_2_Title	要打倒暗影卡比的話
SingleGameOver_2_Body	除了攻擊之外，\n也試著使用{c[ff8c00]}塞滿嘴/抓住{c[000000]}或\n{c[ff8c00]}當下迴避{c[000000]}吧！
SingleGameOver_4_Title	取得食物吧
SingleGameOver_4_Body	關卡中出現的{c[ff8c00]}食物{c[000000]}，\n在被拿走之前，先取得\n{c[ff8c00]}回復{c[000000]}！
Online_1_Title	和任何人配對是團體戰
Online_1_Body	線上模式的{c[ff8c00]}和任何人配對{c[000000]}是\n一定要和任何人組成{c[ff8c00]}隊伍{c[000000]}的\n{c[ff8c00]}2對2{c[000000]}團體戰！
Online_2_Title	和任何人遊玩後的獎勵
Online_2_Body	在{c[ff8c00]}線上模式{c[000000]}或{c[ff8c00]}鄰近主機模式{c[000000]}，\n可以取得比平常更多的\n{c[ff8c00]}鬥士點數{c[000000]}喔！
Online_3_Title	沒有剩餘時間後
Online_3_Body	在和任何人配對中，\n沒有{c[ff8c00]}剩餘時間{c[000000]}後，就遊戲結束！\n兩人的{c[ff8c00]}合計體力\n{c[000000]}較高的隊伍勝利！
Online_4_Title	戰鬥關卡隨機
Online_4_Body	在{c[ff8c00]}和任何人配對{c[000000]}的戰鬥，\n關卡是{c[ff8c00]}隨機{c[000000]}選擇的！
Online_5_Title	強者懂得溫柔
Online_5_Body	在{c[ff8c00]}和任何人配對{c[000000]}聚集的4人，\n不管是敵人還是我方，\n都是{c[ff8c00]}某處的任何人{c[000000]}！\n懷抱{c[ff8c00]}同理心{c[000000]}，堂堂正正地比賽吧！
Online_7_Title	連勝紀錄是強者證明
Online_7_Body	沒有敗績持續連勝後，\n會顯示{c[ff8c00]}連勝{c[000000]}紀錄！
Practice_1_Title	訓練模式
Practice_1_Body	新取得的複製能力或搭檔，\n在{c[ff8c00]}訓練模式{c[000000]}\n慢慢仔細地{c[ff8c00]}練習{c[000000]}吧！
Practice_2_Title	練習的對手
Practice_2_Body	在{c[ff8c00]}訓練模式{c[000000]}出現的對手\n什麼都不會做。\n打倒了的話，就用\x0e\x04\t\x02`\0+\x0e\x04\n\x02a\0{c[ff8c00]}重設{c[000000]}吧！
Practice_3_Title	將位置回復原狀
Practice_3_Body	在{c[ff8c00]}訓練模式{c[000000]}\n想要將位置復原時，\n用\x0e\x04\t\x02`\0+\x0e\x04\n\x02a\0{c[ff8c00]}重設{c[000000]}吧！
Ability_1_Title	利劍的訣竅 其1
Ability_1_Body	長按\x0e\x04\x17\x02Ä\0後，\n發動{c[ff8c00]}天空能量劍{c[000000]}！\n可以從{c[ff8c00]}稍微遠處{c[000000]}攻擊！
Ability_2_Title	利劍的訣竅 其2
Ability_2_Body	先使出{c[ff8c00]}鑽擊劍{c[000000]}再使出{c[ff8c00]}飛昇斬{c[000000]}是\n利劍的基本{c[ff8c00]}連段{c[000000]}！
Ability_3_Title	利劍的訣竅 其3
Ability_3_Body	{c[ff8c00]}迴旋斬{c[000000]}時，用\x0e\x04\x16\x02Ã\0/\x0e\x04\x14\x02Á\0 \n可以左右{c[ff8c00]}移動{c[000000]}攻擊！
Ability_4_Title	彎刀的訣竅 其1
Ability_4_Body	投擲出的{c[ff8c00]}迴旋彎刀{c[000000]}\n用\x0e\x04\x17\x02Ä\0/\x0e\x04\x15\x02Â\0{c[ff8c00]}可以改變動作{c[000000]}！
Ability_5_Title	彎刀的訣竅 其2
Ability_5_Body	用跳躍閃開\n投擲出又返回的彎刀後，\n會變成{c[ff8c00]}飛到任何地方{c[000000]}的攻擊！
Ability_6_Title	彎刀的訣竅 其3
Ability_6_Body	{c[ff8c00]}超級迴旋彎刀{c[000000]}是長按\x0e\x04\x06\x022\0！\n可以{c[ff8c00]}貫穿{c[000000]}一切進行攻擊！
Ability_7_Title	光束的訣竅 其1
Ability_7_Body	朝斜下發射光束的\n{c[ff8c00]}光束機關槍{c[000000]}，\n在空中{c[ff8c00]}可以無限射擊{c[000000]}！
Ability_8_Title	光束的訣竅 其2
Ability_8_Body	長按\x0e\x04\x06\x022\0是{c[ff8c00]}波動光束{c[000000]}！ \n就連{c[ff8c00]}遠處敵人{c[000000]}也可以擊中！ \n大傷害的招式！ 
Ability_9_Title	光束的訣竅 其3
Ability_9_Body	用\x0e\x04\x06\x022\0施放{c[ff8c00]}光束鞭{c[000000]}，\n廣闊地朝{c[ff8c00]}上面方向{c[000000]}攻擊！\n從{c[ff8c00]}可穿過之平台{c[000000]}的下方攻擊吧！
Ability_10_Title	陽傘的訣竅 其1
Ability_10_Body	陽傘在{c[ff8c00]}牆邊{c[000000]}很強！\n好好地使用\n{c[ff8c00]}陽傘鑽擊{c[000000]}和{c[ff8c00]}轉轉陽傘{c[000000]}吧！
Ability_11_Title	陽傘的訣竅 其2
Ability_11_Body	從空中的{c[ff8c00]}高處{c[000000]}一口氣\n用{c[ff8c00]}陽傘俯衝{c[000000]}攻擊！
Ability_12_Title	陽傘的訣竅 其3
Ability_12_Body	衝刺再跳躍\n也可以發動{c[ff8c00]}陽傘鑽擊{c[000000]}！
Ability_13_Title	錘子的訣竅 其1
Ability_13_Body	\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0的{c[ff8c00]}鬼殺火焰錘{c[000000]}\n{c[ff8c00]}蓄力{c[000000]}到{c[ff8c00]}最大{c[000000]}後，\n就會變成非常強力的攻擊！\n
Ability_14_Title	錘子的訣竅 其2
Ability_14_Body	{c[ff8c00]}大回環{c[000000]}可以一口氣\n{c[ff8c00]}捲入{c[000000]}多人進行攻擊！
Ability_15_Title	錘子的訣竅 其3
Ability_15_Body	{c[ff8c00]}轉轉錘子{c[000000]}就算在{c[ff8c00]}空中{c[000000]}也可以使出！\n試著從敵人的{c[ff8c00]}頭上{c[000000]}進行攻擊吧！
Ability_16_Title	炸彈的訣竅 其1
Ability_16_Body	使用炸彈的{c[ff8c00]}舉起炸彈{c[000000]}時，\n如果一直拿著，之後的爆炸會連\n{c[ff8c00]}自己{c[000000]}也遭受到傷害喔！
Ability_17_Title	炸彈的訣竅 其2
Ability_17_Body	從{c[ff8c00]}衝刺後跳躍\n{c[000000]}施放的{c[ff8c00]}保齡球炸彈{c[000000]}，\n可以將炸彈投擲到更{c[ff8c00]}遠處{c[000000]}！
Ability_18_Title	炸彈的訣竅 其3
Ability_18_Body	{c[ff8c00]}放置炸彈{c[000000]}放到第2個後，\n之前放的{c[ff8c00]}第1個會立刻爆炸{c[000000]}！\n好好地使用給予傷害吧！
Ability_19_Title	鞭子的訣竅 其1
Ability_19_Body	鞭子的{c[ff8c00]}捕捉鞭{c[000000]}很強！\n活用{c[ff8c00]}長範圍{c[000000]}盡情捕捉吧！
Ability_20_Title	鞭子的訣竅 其2
Ability_20_Body	{c[ff8c00]}捕捉鞭{c[000000]}連稍微\n有點{c[ff8c00]}距離{c[000000]}的道具\n也可以抓取！
Ability_21_Title	鞭子的訣竅 其3
Ability_21_Body	一邊按\x0e\x04\x17\x02Ä\0一邊用{c[ff8c00]}捕捉鞭{c[000000]}，\n連{c[ff8c00]}上方的敵人{c[000000]}也可以抓住！
Ability_22_Title	狙擊手的訣竅 其1
Ability_22_Body	狙擊手的{c[ff8c00]}射擊{c[000000]}根據\n{c[ff8c00]}長按\x0e\x04\x06\x022\0{c[000000]}的時間{c[ff8c00]}效果會變化{c[000000]}！\n連射還是貫穿，照你的意思！
Ability_23_Title	狙擊手的訣竅 其2
Ability_23_Body	用\x0e\x04\x15\x02Â\0{c[ff8c00]}擬態{c[000000]}時，\n按\x0e\x04\x06\x022\0會變成{c[ff8c00]}暗箭{c[000000]}！\n箭速比平常還快！
Ability_24_Title	狙擊手的訣竅 其3
Ability_24_Body	{c[ff8c00]}跳躍狙擊{c[000000]}射擊後，\n用\x0e\x04\x16\x02Ã\0/\x0e\x04\x14\x02Á\0改變方向後，\n在空中{c[ff8c00]}可以無限射擊{c[000000]}！
Ability_25_Title	格鬥家的訣竅 其1
Ability_25_Body	可使出{c[ff8c00]}招式的數量{c[000000]}首屈一指！\n用\x0e\x04\x12\x02\x95\0/\x0e\x04\x11\x02\x94\0打開{c[ff8c00]}暫停{c[000000]}，\n試著看看招式的出招方式吧！
Ability_26_Title	格鬥家的訣竅 其2
Ability_26_Body	可以從{c[ff8c00]}掃堂腿\n{c[000000]}連接{c[ff8c00]}飛腳踢{c[000000]}或{c[ff8c00]}雷神破\n{c[000000]}的連段！
Ability_27_Title	格鬥家的訣竅 其3
Ability_27_Body	熟練運用{c[ff8c00]}速成百萬波動射擊{c[000000]}的話，\n可以快速地橫向攻擊！
Ability_28_Title	忍者的訣竅 其1
Ability_28_Body	即將受到攻擊{c[ff8c00]}之前{c[000000]}，\n用\x0e\x04\x15\x02Â\0＋\x0e\x04\t\x02`\0/\x0e\x04\n\x02a\0使出{c[ff8c00]}替身術{c[000000]}！\n可以閃開攻擊並{c[ff8c00]}反擊{c[000000]}！
Ability_29_Title	忍者的訣竅 其2
Ability_29_Body	{c[ff8c00]}飯綱落下重擊{c[000000]}對{c[ff8c00]}空中的敵人\n{c[000000]}也可以使用！
Ability_30_Title	忍者的訣竅 其3
