Glossary.msbt
glossary_Place01	Tail Cave
TelephoneGetAnglerKey2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL"BRRING! BRRING! This is Ulrira! \x0e\x01\x04\0\x0e\0\x04\0\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002"Oh, I heard from grandma that there is\nsomething hidden {c[0095ef]}behind the falls{c[ededed]} in the\n{c[0095ef]}Tal Tal Mountains{c[ededed]}.\x0e\x01\x04\0\x0e\0\x04\0"Does that help? Bye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneLv4Clear1	"Now you're being haunted by a {c[d9456d]}ghost{c[ededed]}?!\x0e\x01\x04\0\x0e\0\x04\0"Well, how about taking him {c[0095ef]}where he\nwants to go{c[ededed]}? Bye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephoneLv4Clear2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL"BRRING! BRRING! This is Ulrira!\x0e\x01\x04\0\x0e\0\x04\0\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002"Now you're being haunted by a {c[d9456d]}ghost{c[ededed]}?!\x0e\x01\x04\0\x0e\0\x04\0"Well, how about taking him {c[0095ef]}where he\nwants to go{c[ededed]}? Bye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephoneFishhook1	"The fisherman in Mabe Village doesn't\nalways cast his line there. He sometimes\nfishes {c[0095ef]}under a bridge{c[ededed]} in Martha's Bay.\x0e\x01\x04\0\x0e\0\x04\0"I bet he'd like it if you went and talked to\nhim there. Bye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephoneFishhook2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL"BRRING! BRRING! This is Ulrira!\x0e\x01\x04\0\x0e\0\x04\0\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002"The fisherman in Mabe Village doesn't\nalways cast his line there. He sometimes\nfishes {c[0095ef]}under a bridge{c[ededed]} in Martha's Bay.\x0e\x01\x04\0\x0e\0\x04\0"I bet he'd like it if you went and talked to\nhim there. Bye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephoneGhostClear1	"The catfish's mouth is wide open? It sounds\nlike a great place to {c[63e343]}dive{c[ededed]}! Bye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneGhostClear2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL"BRRING! BRRING! Hi, it's Ulrira!\x0e\x01\x04\0\x0e\0\x04\0\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002"The catfish's mouth is wide open? It sounds\nlike a great place to {c[63e343]}dive{c[ededed]}! Bye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneMermaid1	"I hear there's a beautiful {c[d9456d]}mermaid statue{c[ededed]}\nsouth of {c[0095ef]}Martha's Bay{c[ededed]}.\x0e\x01\x04\0\x0e\0\x04\0"I haven't been out to see it, but they tell me\nit's a real work of art. Bye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephoneMermaid2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL"BRRING! BRRING! Hi, it's Ulrira!\x0e\x01\x04\0\x0e\0\x04\0\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002"I hear there's a beautiful {c[d9456d]}mermaid statue{c[ededed]}\nsouth of {c[0095ef]}Martha's Bay{c[ededed]}.\x0e\x01\x04\0\x0e\0\x04\0"I haven't been out to see it, but they tell me\nit's a real work of art. Bye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephoneLv51	"You are starting to like music, eh?\x0e\x01\x04\0\x0e\0\x04\0"Well, a frog named {c[d9456d]}Mamu{c[ededed]}, who lives in the\n{c[0095ef]}Signpost Maze{c[ededed]}, might know some new\nsongs, but he charges a lot to play them!\x0e\x01\x04\0\x0e\0\x04\0"Bye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneLv52	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL"BRRING! BRRING! Yeah, this is Ulrira!\x0e\x01\x04\0\x0e\0\x04\0\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002"You are starting to like music, eh?\x0e\x01\x04\0\x0e\0\x04\0"Well, a frog named {c[d9456d]}Mamu{c[ededed]}, who lives in the\n{c[0095ef]}Signpost Maze{c[ededed]}, might know some new\nsongs, but he charges a lot to play them!\x0e\x01\x04\0\x0e\0\x04\0"Bye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneYahooGrandma1	"My wife went to the {c[0095ef]}Animal Village{c[ededed]} and left\nme all alone.\x0e\x01\x04\0\x0e\0\x04\0"Now what do I do with myself? Oh well...\nBye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneYahooGrandma2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL"BRRING! BRRING! Ya, it's Ulrira!\x0e\x01\x04\0\x0e\0\x04\0\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002"My wife went to the {c[0095ef]}Animal Village{c[ededed]} and left\nme all alone.\x0e\x01\x04\0\x0e\0\x04\0"Now what do I do with myself? Oh well...\nBye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneGetMamuSong1	"Have you been to the {c[0095ef]}Face Shrine{c[ededed]}? It is\nnorth of Animal Village. \x0e\x01\x04\0\x0e\0\x04\0"That is a very interesting ruin... CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneGetMamuSong2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL"BRRING! BRRING! Ulrira here!\x0e\x01\x04\0\x0e\0\x04\0\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002"Have you been to the {c[0095ef]}Face Shrine{c[ededed]}? It is\nnorth of Animal Village. \x0e\x01\x04\0\x0e\0\x04\0"That is a very interesting ruin... CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneLv6Clear1	"Have you heard of the {c[d9456d]}Flying Rooster{c[ededed]} of\nMabe Village?\x0e\x01\x04\0\x0e\0\x04\0"In the good old days, it used to give us\nrides if we held it above our heads...\x0e\x01\x04\0\x0e\0\x04\0"Now it is lying {c[d9456d]}under the weathervane{c[ededed]}...\nIs that useful for you? I hope so!\nBye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneLv6Clear2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL"BRRING! BRRING! Hi, it's Ulrira!\x0e\x01\x04\0\x0e\0\x04\0\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002"Have you heard of the {c[d9456d]}Flying Rooster{c[ededed]} of\nMabe Village?\x0e\x01\x04\0\x0e\0\x04\0"In the good old days, it used to give us\nrides if we held it above our heads...\x0e\x01\x04\0\x0e\0\x04\0"Now it is lying {c[d9456d]}under the weathervane{c[ededed]}...\nIs that useful for you? I hope so!\nBye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneGetCocco1	"You are doing great! Your efforts will\nend soon...\x0e\x01\x04\0\x0e\0\x04\0"By the way, have you visited the {c[0095ef]}henhouse{c[ededed]}\non the mountain?\x0e\x01\x04\0\x0e\0\x04\0"There is a {c[d9456d]}cave {c[ededed]}nearby with something\nimportant in it. Bye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneGetCocco2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL"BRRING! BRRING! Hi, it's Ulrira!\x0e\x01\x04\0\x0e\0\x04\0\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002"You are doing great! Your efforts will\nend soon...\x0e\x01\x04\0\x0e\0\x04\0"By the way, have you visited the {c[0095ef]}henhouse{c[ededed]}\non the mountain?\x0e\x01\x04\0\x0e\0\x04\0"There is a {c[d9456d]}cave {c[ededed]}nearby with something\nimportant in it. Bye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneGetBirdKey1	"Yes, when I was just a lad, I recall seeing\na high {c[0095ef]}tower in the mountains{c[ededed]}! You should\ngo there!\x0e\x01\x04\0\x0e\0\x04\0"Is that helpful for you? Bye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneGetBirdKey2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL"BRRING! BRRING! Ulrira here...\x0e\x01\x04\0\x0e\0\x04\0\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002"Yes, when I was just a lad, I recall seeing\na high {c[0095ef]}tower in the mountains{c[ededed]}! You should\ngo there!\x0e\x01\x04\0\x0e\0\x04\0"Is that helpful for you? Bye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneLv7Clear1	"The {c[d9456d]}head of the turtle{c[ededed]} is in your way?\n{c[63e343]}Put life into it{c[ededed]} and it will move!\x0e\x01\x04\0\x0e\0\x04\0"It's true! True! Bye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneLv7Clear2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL"BRRING! BRRING! Hi, it's Ulrira!\x0e\x01\x04\0\x0e\0\x04\0\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002"The {c[d9456d]}head of the turtle{c[ededed]} is in your way?\n{c[63e343]}Put life into it{c[ededed]} and it will move!\x0e\x01\x04\0\x0e\0\x04\0"It's true! True! Bye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneLv8Clear1	"Go for it! You're almost there! I'm pulling\nfor you!\x0e\x01\x04\0\x0e\0\x04\0"Bye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephoneLv8Clear2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL"BRRING! BRRING! Ulrira here!\x0e\x01\x04\0\x0e\0\x04\0\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002"Go for it! You're almost there! I'm pulling\nfor you!\x0e\x01\x04\0\x0e\0\x04\0"Bye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephoneLv8Play1	"\x0e\x01\x03\0, it's time for you to\nface the {c[0095ef]}egg {c[ededed]}on Mt. Tamaranch!\x0e\x01\x04\0\x0e\0\x04\0"Be careful, \x0e\x01\x03\0!\nBye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneLv8Play2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL"BRRING! BRRING! Hello, this is Ulrira\nspeaking!\x0e\x01\x04\0\x0e\0\x04\0\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002"\x0e\x01\x03\0, it's time for you to\nface the {c[0095ef]}egg {c[ededed]}on Mt. Tamaranch!\x0e\x01\x04\0\x0e\0\x04\0"Be careful, \x0e\x01\x03\0! \nBye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneBreakEgg1	"You're lost in the egg? Hmmmm. No, sir,\nI can't help you on that one.\x0e\x01\x04\0\x0e\0\x04\0"How about the {c[0095ef]}library{c[ededed]}? And hey, don't\nstop calling me because I didn't know\none little answer! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneBreakEgg2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL"BRRING! BRRING! This is Ulrira!\x0e\x01\x04\0\x0e\0\x04\0\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002"You're lost in the egg? Hmmmm. No, sir,\nI can't help you on that one.\x0e\x01\x04\0\x0e\0\x04\0"How about the {c[0095ef]}library{c[ededed]}? And hey, don't\nstop calling me because I didn't know\none little answer! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneLastNoGetLv2Sword1	"Are your enemies too strong for you?\nIn that case, you better collect {c[d9456d]}a whole\nbunch of seashells{c[ededed]}...\x0e\x01\x04\0\x0e\0\x04\0"Just believe in yourself and do your best!\nCLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephoneLastNoGetLv2Sword2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL"BRRING! BRRING! Ulrira speaking!\x0e\x01\x04\0\x0e\0\x04\0\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002"Are your enemies too strong for you?\nIn that case, you better collect {c[d9456d]}a whole\nbunch of seashells{c[ededed]}...\x0e\x01\x04\0\x0e\0\x04\0"Just believe in yourself and do your best!\nCLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephoneLastGetLv2Sword1	"Go for it! You're almost there! I'm pulling\nfor you!\x0e\x01\x04\0\x0e\0\x04\0"Bye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephoneLastGetLv2Sword2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL"BRRING! BRRING! Ulrira here!\x0e\x01\x04\0\x0e\0\x04\0\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002"Go for it! You're almost there! I'm pulling\nfor you!\x0e\x01\x04\0\x0e\0\x04\0"Bye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephoneUlriraHouse	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL"BRRING! BRRING! BRRING! CLICK!\x0e\x01\x04\0\x0e\0\x04\0"Yeees! It's the Bucket Mouse! Thanks for\ncalling! ...Well...\x0e\x01\x04\0\x0e\0\x04\0"CLICK!"\x0e\x01\x04\0
TelephoneUlriraHouse2	What the—?! You must have dialed\na wrong number...\x0e\x01\x04\0
UI.msbt
Title_start_1	Press \x0e\x01\x01\x018+\x0e\x01\x01\x019
Title_Copyright	©1993-2019 Nintendo
NameEntry_Default	Link
NameEntry_Zelda	Zelda
NameEntry_Zelda_Katakana	Zelda
NameEntry_Totakeke	Totakeke
NameEntry_Shoplifter	THIEF
NameEntry_Marin	Marin
NameEntry_Marin_Katakana	Marin
NameEntry_VulgarCheck	This name cannot be used.\x0e\x01\x04\0
NameEntry_NoName	A name cannot contain only spaces.\x0e\x01\x04\0
DoActionTalk	Talk
DoActionOpen	Open
DoActionPush	Move
DoActionLift	Lift
DoActionExamine	Check
DoActionTake	Take
DoActionPlay	Play
DoActionHold	Grab
GameOverTitle	Game Over
GameOverRetry	Retry
GameOverQuit	Save and Quit
AdvRetryToPzl	Return to Arranging
AdvRetryToList	Choose Another Challenge
AdvRetryCancel	Back to Adventuring
AdvRestartAgree	Start Over
AdvRestartCancel	Keep Adventuring
WarpFieldTitle	Where to?
WarpFieldDecision	Warp
WarpFieldCancel	Cancel
WarpDungeonDecision	Warp to entrance
WarpDungeonCancel	Cancel
CraneOperation	\x0e\x01\x01\x015Move forward\n\x0e\x01\x01\x016Move right\x0e\x01\x06\0
SubScreenTitleMap	Map
SubScreenTitleMemory	Memories
SubScreenTitleItem	Items
SubScreenTitleSystem	System
SystemChoiceSave	Save
SystemChoiceLoad	Load
SystemChoiceRubyOn	ふりがな
SystemOperatingMap	\x0e\x01\x01\x01\x0fMap
SystemOperatingItem	\x0e\x01\x01\x01\x0eSubscreen
SystemOperatingMove	\x0e\x01\x01\x01\x07Move
SystemOperatingDash	\x0e\x01\x01\x01\x0cDash
SystemOperatingGuard	\x0e\x01\x01\x01\x0dShield
SystemOperatingAction	\x0e\x01\x01\x01\0Confirm
SystemOperatingAttack	\x0e\x01\x01\x01/Attack
SystemOperatingItemX	\x0e\x01\x01\x01\x04Item
SystemOperatingItemY	\x0e\x01\x01\x01\x05Item
SystemTitleSave	Save your game?
SystemTitleSaveDone	Game saved.
SystemChoiceOK	OK
SystemChoiceSaveOK	Save
SystemChoiceSaveCancel	Cancel
SystemChoiceLoadOK	Load
SystemChoiceLoadCancel	Cancel
EndingSaveDialog	Save your cleared game?
EndingSaveYes	Save
EndingSaveNo	Don't save
SystemTitleSelectSlot	Save to which file?
SystemTitleLoad	Load which file?
SystemCaptionBack	\x0e\x01\x01\x01\x12Back
SystemSlotAuto	Autosave
SystemSlotLoadCheck	Load this file?
DataNumber1	File 1
DataNumber2	File 2
DataNumber3	File 3
DataRename	Enter your name.
DataTitleInitial	Please select a file.
DataTitleCopy	Copy to which file?
DataTitleCopyConfirm	Copy to this file?
DataTitleCopyDone	Copied.
DataTitleDeleteConfirm	Delete this file?
DataTitleDeleteDone	File deleted.
DataSlotBlank	New Game
DataSlotCopy	Open
DataSlotNoData	No data
DataCaptionBack	\x0e\x01\x01\x01\x12Back
DataSelectStart	Start
DataSelectCopy	Copy
DataSelectDelete	Delete
DataSelectCopyConfirm	Copy
DataSelectCancel	Cancel
DataSelectOK	OK
DataDialogDelete	Hold \x0e\x01\x01\x011+\x0e\x01\x01\x012+\x0e\x01\x01\x013 for three seconds to delete data.
DataTitleDifficulttySelect	Select a difficulty level.
DataSelectDifficulttyNormal	Normal
DataSelectDifficulttyHard	Hero
DataSelectExplanationNormal	The classic difficulty level.
DataSelectExplanationHard	Take twice as much damage, with no heart drops. For advanced players.
MapDungeonFloorB1	B1
MapDungeonFloor1F	1F
MapDungeonFloor2F	2F
MapDungeonFloor3F	3F
MapDungeonFloor4F	4F
MapCaptionBack	\x0e\x01\x01\x01\x12Back
MapCaptionPin	\x0e\x01\x01\x01\x15Pin
MapCaptionMemory	\x0e\x01\x01\x01\x16Memories
MapCaptionPlace	\x0e\x01\x01\x01\x17Hide markers
MapCaptionZoom	\x0e\x01\x01\x01\x1bZoom
MapCaptionFloor	\x0e\x01\x01\x014/\x0e\x01\x01\x01\x1cChange floors
MapCaptionRetire	Retry
MapCaptionQuit	Quit Adventuring
ItemCaptionBack	\x0e\x01\x01\x01\x12Back
ItemCaptionSet	\x0e\x01\x01\x01\x04/\x0e\x01\x01\x01\x05Set item
PzlCaptionRouteInfo	\x0e\x01\x01\x01\x18Check
PzlCaptionMenu	\x0e\x01\x01\x01\x1aMenu
PzlCaptionHold	\x0e\x01\x01\x01'Grab
PzlCaptionDelete	\x0e\x01\x01\x01\x19Remove
PzlCaptionCursor	 \x0e\x01\x01\x01\x07Move cursor
PzlCaptionPut	\x0e\x01\x01\x01-Place
PzlCaptionRelease	\x0e\x01\x01\x01(Put back
PzlCaptionCancel	\x0e\x01\x01\x01\x01Back
PzlCaptionStart	\x0e\x01\x01\x01*Start
PzlChoiceDungeonSave	Record Arrangement
PzlChoiceSuspend	Quit Arranging
PzlChoiceHelp	Dampé's Tips
PzlDialogQuit	Return to the Chamber Dungeon menu?\n{c[df1000]}Any unrecorded content will be lost.{c[ededed]}
PzlChoiceQuit	Return to the Menu
PzlChoiceCancel	Keep Arranging
PzlDialogSave	Record current arrangement?
PzlChoiceSave	Record
PzlChoiceOverwrite	Update Arrangement
PzlChoiceBack	Quit
PzlChoiceStart	Go Adventuring
PzlChoiceBackEdit	Keep Arranging
PzlDialogSaveSuccess	Arrangement recorded. {c[df1000]}To save this arrangement\npermanently, you must save your game on the\nsystem screen.{c[ededed]}
PzlCaution_NoStartRoom	No entrance placed.
PzlCaution_NoBossRoom	No Nightmare's Lair placed.
PzlCaution_OverStartRoom	More than one entrance placed.
PzlCaution_OverBossRoom	More than one Nightmare's Lair placed.
PzlCaution_Isolation	There are unconnected chambers.
PzlCaution_ConnectPassage	There are unconnected exits.
PzlCaution_ShortKey	There are fewer chests than\nlocked doors.
PzlCaution_NoFill	There are tiles without chambers placed\non them.
PzlCaution_NoDesignation	There are designated tiles without their\nchambers placed on them.
PzlCaution_NoWay	Not enough chests before locked doors.
PzlCaution_NeedSword	A chamber requires a sword to complete.
PnlMenuTitleEdit	Arrange Dungeon
PnlMenuTitlePlay	Play Dungeon
PnlMenuTitleSend	Store Dungeon
PnlMenuTitleReceive	Receive Dungeon
PnlMenuRequirement	Restrictions:
PnlMenuEditDate	Made
PnlMenuRestrictionSword	No Sword
PnlMenuRestrictionHeart	\x0e\x01\n\x01\0
PnlMenuRestrictionTime	\x0e\x01\n\x01\0 min.
PnlMenuEditContinue	Continue Arranging
PnlMenuEditRedo	Start from Scratch
PnlMenuEditQuit	Quit
PnlMenuEditStart	Arrange
PnlMenuPlayEditor	Made by \x0e\x01\n\x01\0
PnlMenuPlayEditDate	Made 
PnlMenuPlayCommDate	Received 
PnlMenuPlayRecord	Clear time
PnlMenuPlayRecordHolder	Cleared by \x0e\x01\n\x01\0
PnlMenuNewEdit	Open slot
PnlMenuPreviousWarning	{c[df1000]}Spoiler warning: this dungeon contains\nchambers you haven't seen yet.\nAny necessary items will be lent to you.{c[ededed]}
PnlMenuPlayCheck	Play This Dungeon
PnlMenuPlayCancel	Cancel
PnlMenuDelete	Delete
PnlMenuDeleteCancel	Don't
PnlMenuSendOK	Save to amiibo
PnlMenuPutSendAmiibo	Writing Chamber Dungeon data.\nPlease touch an amiibo to the NFC touchpoint.
PnlMenuPutAmiiboOK	amiibo confirmed. It's OK to remove the\namiibo now.
PnlMenuPutAmiiboVoid	This amiibo is not compatible with\nThe Legend of Zelda: Link's Awakening.
PnlMenuPutAmiiboOther	This amiibo already contains another game's data.\nTo write this game's data to it, delete the other data\nfrom System Settings -> amiibo in the HOME Menu.
PnlMenuAmiiboChange	Use another amiibo
PnlMenuAmiiboCancel	Quit
PnlMenuRewriteCheck	A Chamber Dungeon is already saved\nto this amiibo. Overwrite it?
PnlMenuRewriteOK	Overwrite
PnlMenuWriteCheck	Write Chamber Dungeon data to\nthis amiibo?
PnlMenuWriteOK	Write to amiibo
PnlMenuPutError	Could not detect amiibo. Please check whether amiibo\nwas scanned correctly.
PnlMenuAmiiboRetry	Retry
PnlMenuSending	Writing Chamber Dungeon data to amiibo.\nPlease do not remove amiibo.
PnlMenuWriteError	Write failed. Please check whether amiibo was\nscanned correctly.
PnlMenuSendSuccess	Data write successful. Please remove the amiibo.
PnlMenuDungeonName_Small	Shrine of\n\x0e\x01\n\x01\0
PnlMenuDungeonName_Medium	Cave of\n\x0e\x01\n\x01\0
PnlMenuDungeonName_Large	Maze of\n\x0e\x01\n\x01\0
PnlMenuSendSuccess_ExtraLarge	Labyrinth of\n\x0e\x01\n\x01\0
PnlMenuDungeonName_Small_1line	Shrine of \x0e\x01\n\x01\0
PnlMenuDungeonName_Medium_1line	Cave of \x0e\x01\n\x01\0
PnlMenuDungeonName_Large_1line	Maze of \x0e\x01\n\x01\0
PnlMenuSendSuccess_ExtraLarge_1line	Labyrinth of \x0e\x01\n\x01\0
PnlMenuPutAmiiboDiffer	Please touch the original amiibo to the NFC touchpoint.
PnlMenuAmiiboRedo	Try again
PnlMenuPutReceiveAmiibo	Please touch an amiibo containing Chamber Dungeon data\nto the NFC touchpoint.
PnlMenuCrashCheck	The Chamber Dungeon data saved to this\namiibo is corrupted and cannot be read.
PnlMenuReceiveCheck	Receive the Chamber Dungeon data from\nthis amiibo?
PnlMenuReceiveOK	Receive
PnlMenuReceiveInfo	View Details
PnlMenuOverwriteCheck	You have already received this Chamber\nDungeon data. Update your clear time?
PnlMenuOverwriteOK	Receive
PnlMenuOverlapCheck	You have already received this Chamber Dungeon data.
PnlMenuNoDataCheck	No Chamber Dungeon data found on\nthis amiibo.
PnlMenuReceiveSuccess	Chamber Dungeon received.\x0e\x01\x04\0
PnlMenuPutBenefitAmiibo	Please touch an amiibo to the NFC touchpoint.
PnlTagRepairDialog	amiibo data is corrupted. Restore the data saved on\nthis system?
PnlTagRepairYes	Restore
PnlTagRepairNo	Cancel
PnlAmiiboOwnerSetDialog	Register an owner and nickname to this amiibo.
PnlCommonLvFree	Free
PnlCommonStatusConstructing	Not ready yet
PnlCommonStatusCompletion	Done
PnlCommonStatusClear	Clear
PnlCaptionBack	\x0e\x01\x01\x01\x12Back
PnlCaptionDelete	\x0e\x01\x01\x01\x19Delete
TimerCount	\x0e\x01\n\x01\0:\x0e\x01\n\x01\x01.\x0e\x01\n\x01\x02
TimerCountRed	{c[df1000]}\x0e\x01\n\x01\0:\x0e\x01\n\x01\x01.\x0e\x01\n\x01\x02{c[ededed]}
TimerSymbolMinute	:
TimerSymbolSecond	.
TimeStampDateAndTime	\x0e\x01\n\x01\x01/\x0e\x01\n\x01\x02/\x0e\x01\n\x01\0  \x0e\x01\n\x01\x03:\x0e\x01\n\x01\x04
TimeStampDate	\x0e\x01\n\x01\x01/\x0e\x01\n\x01\x02/\x0e\x01\n\x01\0
AdvResultTime	Clear Time: 
AdvResultTitle	Clear!
AdvResultNewRecord	New record!
MemoryCaptionQuit	\x0e\x01\x01\x01\x12Back
MemoryCaptionMessage	\x0e\x01\x01\x01 Remember
MemoryHeartCount	Pieces of Heart found: \x0e\x01\n\x01\0
MemoryShellCount	Secret seashells found: \x0e\x01\n\x01\0
MemoryPanelCount	Total found: 
MemorySlash	/
MemoryPanelListStart	×\x0e\x01\n\x01\0
MemoryPanelListBoss	×\x0e\x01\n\x01\0
MemoryPanelList1W_1	×\x0e\x01\n\x01\0
MemoryPanelList1W_2	×\x0e\x01\n\x01\0
MemoryPanelList1W_3	×\x0e\x01\n\x01\0
MemoryPanelList1W_4	×\x0e\x01\n\x01\0
MemoryPanelList2W_1	×\x0e\x01\n\x01\0
MemoryPanelList2W_2	×\x0e\x01\n\x01\0
MemoryPanelList2W_3	×\x0e\x01\n\x01\0
MemoryPanelList2W_4	×\x0e\x01\n\x01\0
MemoryPanelList2W_5	×\x0e\x01\n\x01\0
MemoryPanelList2W_6	×\x0e\x01\n\x01\0
MemoryPanelList3W_1	×\x0e\x01\n\x01\0
MemoryPanelList3W_2	×\x0e\x01\n\x01\0
MemoryPanelList3W_3	×\x0e\x01\n\x01\0
MemoryPanelList3W_4	×\x0e\x01\n\x01\0
MemoryPanelList4W	×\x0e\x01\n\x01\0
MemoryPanelListEX	×\x0e\x01\n\x01\0
SystemSaving	Now saving.
MemoryTitle1_1	Talk with Marin
MemoryTitle1_2	Owl's Speech #1
MemoryTitle1_3	Owl's Speech #2
MemoryTitle1_4	Owl's Speech #3
MemoryTitle2_1	Full Moon Cello
