Glossary.msbt
glossary_Place01	テールのほらあな
PanelExplanation3_2	ビンの{r2[かたち]}形{/r2}に パネルをうめたら\nそこを {c[d9456d]}ハート３つで ボウケンする{c[ededed]}ダ。\n\nパネルの{r2[お]}置{/r2}き{r2[かた]}方{/r2}は おめえの{r2[じゆう]}自由{/r2}ダけど\nマモノが うじゃうじゃいると {r2[み]}身{/r2}が{r2[も]}持{/r2}たねえかもナ
PanelExplanation3_3	このお{r2[だい]}題{/r2}は {r2[つく]}作{/r2}るのも ボウケンするのも {r2[てごわ]}手強{/r2}いダよ…。\nできたダンジョンを {c[d9456d]}{r2[けん]}剣{/r2}なしで ボウケンする{c[ededed]}ダ。\n\nもし {r2[けん]}剣{/r2}がないと {r2[すす]}進{/r2}めないところができたら\nボウケンをやめて ちがうパネルに {r2[お]}置{/r2}きかえるダよ
PanelExplanation3_4	このお{r2[だい]}題{/r2}は ボウケンに {r2[じかんせいげん]}時間制限{/r2}があって\n{c[d9456d]}５{r2[ふん]}分{/r2}で ボスをたおさなきゃならねえ{c[ededed]}ダよ。\n\nスタートや ゴールのボスパネルを どこに{r2[お]}置{/r2}くかで\n{r2[しょうはい]}勝敗{/r2}が{r2[き]}決{/r2}まるかも…ダな
PanelExplanation4_1	{r2[けん]}剣{/r2}の{r2[かたち]}形{/r2}に マスをうめるお{r2[だい]}題{/r2}ダ。\n{r2[ひだりした]}左下{/r2}から {r2[みぎうえ]}右上{/r2}まで パネルをつなぐダよ。\n\nおめえの{r2[も]}持{/r2}ってる{r2[けん]}剣{/r2}みてえに\n{r2[つよ]}強{/r2}くて かっこいいダンジョンを{r2[つく]}作{/r2}るダ
PanelExplanation4_2	{r2[たて]}盾{/r2}の{r2[かたち]}形{/r2}に マスをうめるお{r2[だい]}題{/r2}ダ。\nあと ボウケン{r2[ちゅう]}中{/r2}は{c[d9456d]}ハートが５つ{c[ededed]}になるダよ。\n\nパネルがいっぱいで ボウケンも{r2[なが]}長{/r2}くなるダ。\n{r2[たて]}盾{/r2}を しっかり{r2[つか]}使{/r2}って ハートを{r2[だいじ]}大事{/r2}に {r2[すす]}進{/r2}まなきゃナ
PanelExplanation4_3	{r2[ゆみ]}弓{/r2}の{r2[かたち]}形{/r2}に マスをうめるお{r2[だい]}題{/r2}ダ。\nあと ボウケン{r2[ちゅう]}中{/r2}は {c[d9456d]}{r2[けん]}剣{/r2}が{r2[つか]}使{/r2}えない{c[ededed]}ダよ。\n\nアイテムや その{r2[ば]}場{/r2}にあるものを うまく{r2[つか]}使{/r2}うダよ。\nまあ おめえなら {r2[しんぱい]}心配{/r2}ないだろうけどナ
PanelExplanation4_4	おめえのオカリナを{r2[み]}見{/r2}て {r2[おも]}思{/r2}いついた\nオカリナの{r2[かたち]}形{/r2}に マスをうめるお{r2[だい]}題{/r2}ダ。\n\nどんな{r2[ねいろ]}音色{/r2}の ダンジョンになるダかな。\n…なんて オラも うまいこと{r2[い]}言{/r2}うもんダろ？
PanelExplanation4_5	{r2[つよ]}強{/r2}ーい ヒノックスが {r2[ま]}待{/r2}ちかまえているお{r2[だい]}題{/r2}ダ。\nあと ボウケン{r2[ちゅう]}中{/r2}は {c[d9456d]}３{r2[ぷん]}分{/r2}しか{r2[じかん]}時間{/r2}がない{c[ededed]}ダよ。\n\nおめえが ヒノックスが{r2[にがて]}苦手{/r2}なら\nゴールまで どうハートを{r2[まも]}守{/r2}るかが かぎダな
PanelExplanation4_6	うまく{r2[かいだん]}階段{/r2}をつないで {r2[とお]}遠{/r2}くの{r2[たからばこ]}宝箱{/r2}をまわってから\nゴールのボスパネルを{r2[めざ]}目指{/r2}すダ。\n\nあと このダンジョンには いやーな{r2[てき]}敵{/r2}がいるダよ。\n{c[d9456d]}{r2[じかん]}時間{/r2}が５{r2[ふん]}分{/r2}しかない{c[ededed]}から {r2[き]}気{/r2}をつけてナ
PanelExplanation4_7	ボウケンしている{r2[あいだ]}間{/r2}は {c[d9456d]}{r2[けん]}剣{/r2}が{r2[つか]}使{/r2}えない{c[ededed]}ダ。\nでも {r2[けん]}剣{/r2}がないと {r2[てま]}手間{/r2}がかかることも あるかもナ。\n\nそんな{r2[とき]}時{/r2}は だれかの{r2[て]}手{/r2}を かりるといいダよ。\nふだんは こわーい{r2[て]}手{/r2}も {r2[ばあい]}場合{/r2}によっちゃ たのもしいかもナ
PanelExplanation4_8	タテと ヨコに パネルを{r2[なら]}並{/r2}べて マスをうめるお{r2[だい]}題{/r2}ダ。\n{r2[おな]}同{/r2}じような パネルのつながりが {r2[つづ]}続{/r2}いてるダよ。\n\nでも {r2[おな]}同{/r2}じ{r2[かたち]}形{/r2}のパネルは {r2[かず]}数{/r2}に{r2[かぎ]}限{/r2}りがあるダ。\n{r2[み]}見{/r2}た{r2[め]}目{/r2}より フクザツなダンジョンになるかもナ
PanelExplanation4_9	{r2[かいだん]}階段{/r2}の{r2[かたち]}形{/r2}に マスをうめるお{r2[だい]}題{/r2}ダよ。\nおまけに ほとんどの{r2[へや]}部屋{/r2}に {r2[かいだん]}階段{/r2}を{r2[お]}置{/r2}かなきゃならねえダ。\n\nどの{r2[かいだん]}階段{/r2}が どの{r2[かいだん]}階段{/r2}とつながるダかな…？\nオラ {r2[み]}見{/r2}ているだけで クラクラするダよ
PanelExplanation4_10	かこわれた{r2[なか]}中{/r2}に {r2[たからばこ]}宝箱{/r2}を いーっぱい {r2[なら]}並{/r2}べるダよ。\n{r2[み]}見{/r2}てるだけで ワクワクしてくるダなあ。\n\n{r2[たからばこ]}宝箱{/r2}を{r2[お]}置{/r2}くのに むちゅうになって スタートパネルや\nゴールのボスパネルを{r2[お]}置{/r2}くのを わすれないようにナ
PanelExplanation4_11	ドクロの{r2[かたち]}形{/r2}に マスをうめるお{r2[だい]}題{/r2}ダ。\nパネルの{r2[かず]}数{/r2}が{r2[おお]}多{/r2}いから ボウケンもたいへんかもナ。\n\nそういや ドクロの{r2[かたち]}形{/r2}のダンジョンって\nおめえも どっかで{r2[み]}見{/r2}たような{r2[き]}気{/r2}がしないダか？
PanelExplanation4_12	{r2[さいご]}最後{/r2}のお{r2[だい]}題{/r2}は おやくそくの この{r2[かたち]}形{/r2}をうめるダ。\n\nオラ なんとなーく この{r2[かたち]}形{/r2}が{r2[す]}好{/r2}きダよ。\nおめえの{r2[て]}手{/r2}で いちばん{r2[たの]}楽{/r2}しいダンジョンを{r2[つく]}作{/r2}ってほしいダ
PanelExplanationFree	おめえが {r2[おも]}思{/r2}いつくまま\n{r2[じゆう]}自由{/r2}に パネルを{r2[なら]}並{/r2}べてみるダ。\n\nさあて\nどんなダンジョンが できあがるダかな？
PanelElement_Start	スタートパネル
PanelElement_Boss	ゴールのボスパネル
PanelElement_Treasure	{r2[たからばこ]}宝箱{/r2}がいるマス
PanelElement_Lock	カギトビラがいるマス
PanelElement_Block	{r2[お]}置{/r2}けないマス
PanelElement_Fill	あなうめマス
PzlTutorial_First_1	{r2[みぎ]}右{/r2}にある{r2[ても]}手持{/r2}ちのパネルを\x0e\x01\x01\x01'でえらんで\n{r2[ひだり]}左{/r2}のマスに\x0e\x01\x01\x01'で{r2[お]}置{/r2}くダ\x0e\x01\x04\0
PzlTutorial_First_2	パネルの{r2[つうろ]}通路{/r2}には いろんな{r2[かたち]}形{/r2}があるから\n\x0e\x01\x01\x01\x10\x0e\x01\x01\x01\x11で {r2[き]}切{/r2}りかえて えらぶダよ\x0e\x01\x04\0
PzlTutorial_Completion_1	スタートパネルが{r2[ひか]}光{/r2}ったら\nお{r2[だい]}題{/r2}のダンジョンが{r2[かんせい]}完成{/r2}した{r2[あいず]}合図{/r2}ダ。\nスタートパネルで\x0e\x01\x01\x01*をおして ボウケンしてみるダ\x0e\x01\x04\0
PzlTutorial_Completion_2	{r2[つく]}作{/r2}ったダンジョンをボウケンする{r2[とき]}時{/r2}は\nバクダンとかを {r2[も]}持{/r2}てるだけ{r2[も]}持{/r2}たせてやるダ。\nでも {r2[お]}終{/r2}わったら もとにもどすからナ\x0e\x01\x04\0
PzlTutorial_DoorAndKey_1	カギのトビラのマークのあるパネルを{r2[お]}置{/r2}いたら\nそれより{r2[まえ]}前{/r2}に {r2[たからばこ]}宝箱{/r2}のマークのあるパネルを{r2[お]}置{/r2}くダ。\nそうしねえと カギが{r2[て]}手{/r2}に{r2[はい]}入{/r2}らねえからナ\x0e\x01\x04\0
PzlTutorial_DoorAndKey_2	{r2[たからばこ]}宝箱{/r2}は カギのトビラの{r2[かず]}数{/r2}と{r2[おな]}同{/r2}じか\nそれよりも{r2[おお]}多{/r2}くなるように パネルを{r2[お]}置{/r2}くダ\x0e\x01\x04\0
PzlTutorial_TreasureBox	ゴールのボスパネルのトビラのカギは\n{c[d9456d]}{r2[いちばん]}一番{/r2} {r2[さいご]}最後{/r2}に{r2[あ]}開{/r2}ける{r2[たからばこ]}宝箱{/r2}から{r2[で]}出{/r2}る{c[ededed]}しくみになってるダ。\nそれ{r2[いがい]}以外{/r2}は ルピーとかが{r2[で]}出{/r2}るしくみ なんダな\x0e\x01\x04\0
PzlTutorial_Stairs_1	{r2[かいだん]}階段{/r2}のマークのパネルを{r2[お]}置{/r2}いたら {r2[べつ]}別{/r2}のマスに\nもうひとつ {r2[べつ]}別{/r2}の{r2[かいだん]}階段{/r2}のマークのパネルを{r2[お]}置{/r2}くダ\x0e\x01\x04\0
PzlTutorial_Stairs_2	{r2[かいだん]}階段{/r2}が どう つながっているかは \x0e\x01\x01\x01)で{r2[かくにん]}確認{/r2}できるダ\x0e\x01\x04\0
PzlTutorial_EXpanel	{c[d9456d]}{r2[プラス]}＋{/r2}チップ{c[ededed]}は　{r2[お]}置{/r2}いたパネルに\n{r2[かさ]}重{/r2}ねて{r2[お]}置{/r2}くことで\nとくべつなことを プラスするダ\x0e\x01\x04\0
PzlTutorial_DoorRule_1	トビラのマークのあるパネルどうしを\nトビラが{r2[かさ]}重{/r2}なるように{r2[お]}置{/r2}くと\nどっちかのパネルのトビラ ひとつになるダよ\x0e\x01\x04\0
PzlTutorial_DoorRule_2	トビラには いろんな{r2[しゅるい]}種類{/r2}があるダが\nどう{r2[お]}置{/r2}くと どのトビラになるのかは\nダンジョンを{r2[つく]}作{/r2}っているうちに わかってくるダよ\x0e\x01\x04\0
PzlTutorial_Second	ダンジョンを{r2[かんせい]}完成{/r2}させるには\n{c[d9456d]}スタートパネル{c[ededed]}と {c[d9456d]}ゴールのボスパネル{c[ededed]}を\nかならず ひとつ{r2[お]}置{/r2}かないとならねえダ\x0e\x01\x04\0
PzlTutorial_Designation	{r2[たからばこ]}宝箱{/r2}やカギのトビラのマークがあるマスには\n{r2[おな]}同{/r2}じマークのあるパネルしか {r2[お]}置{/r2}けねえからナ\x0e\x01\x04\0
PzlTutorial_Ycheck	パネルが{r2[ただ]}正{/r2}しくつながってれば パネルの{r2[いろ]}色{/r2}が {c[d9456d]}{r2[あか]}赤{/r2}{c[ededed]}から{c[0095ef]}{r2[あお]}青{/r2}{c[ededed]}になるダ。\nちゃんとならべているのに {c[0095ef]}{r2[あお]}青{/r2}{c[ededed]}にならない{r2[とき]}時{/r2}は\n\x0e\x01\x01\x01)チェックを おしてみるダ\x0e\x01\x04\0
AdvTutorial_First_1	ダンジョンのボウケンは\nゴールの {c[d9456d]}ボスをたおせば{r2[お]}終{/r2}わり{c[ededed]}ダ。\nその{r2[まえ]}前{/r2}に たおれないよう {r2[き]}気{/r2}をつけてナ\x0e\x01\x04\0
AdvTutorial_First_2	ボウケンを とちゅうでやめたい{r2[とき]}時{/r2}は\nスタートの{r2[いりぐち]}入口{/r2}から {r2[そと]}外{/r2}に{r2[で]}出{/r2}るか\n\x0e\x01\x01\x01\x0eのシステム{r2[がめん]}画面{/r2}で {c[63e343]}ボウケンをやめる{c[ededed]}を{r2[えら]}選{/r2}ぶダよ\x0e\x01\x04\0
AdvTutorial_Knockout_1	ボウケン{r2[ちゅう]}中{/r2}に ハートが なくなっても\nGAME OVERには ならねえけど\nスタートに もどされるダ\x0e\x01\x04\0
AdvTutorial_Knockout_2	それまでに{r2[あ]}開{/r2}けた {r2[たからばこ]}宝箱{/r2}やトビラは そのまんまダ。\nあと {r2[じかん]}時間{/r2}も ずっと {r2[すす]}進{/r2}んでるからナ。\nさあ {r2[げんき]}元気{/r2}を{r2[だ]}出{/r2}して ガンバるダよ！\x0e\x01\x04\0
AdvTutorial_Timeover_1	{r2[せいげんじかん]}制限時間{/r2}があるお{r2[だい]}題{/r2}で {r2[じかんぎ]}時間切{/r2}れになった{r2[とき]}時{/r2}は\nスタートに もどされて\nさいしょから やりなおしになるダ\x0e\x01\x04\0
AdvTutorial_Timeover_2	{r2[たからばこ]}宝箱{/r2}やトビラは ぜんぶ {r2[もと]}元{/r2}にもどってるから\nまた イチから ボウケンしなきゃならねえダ。\n{r2[こんど]}今度{/r2}は {r2[はや]}早{/r2}くボウケンできるよう ガンバるダよ！\x0e\x01\x04\0
AdvTutorial_Next	つぎへ
AdvTutorial_Confirm	オッケー
AdvTimeOver	うーん {r2[じかんぎ]}時間切{/r2}れダよ。\nもう{r2[いちど]}一度{/r2} はじめからやり{r2[なお]}直{/r2}すダ\x0e\x01\x04\0
AdvDeadEnd	おーい。\n{r2[き]}聞{/r2}こえるダかー？\x0e\x01\x04\0\nもう {r2[すす]}進{/r2}めないように なっちまったみたいダな。\nリトライか ボウケンをやめるで　やりなおすダよ\x0e\x01\x04\0
WarpPedestalActivate	ムムッ！　これは…？\nフシギな{r2[ちから]}力{/r2}が あふれだした…　しらべてみよう！\x0e\x01\x04\0
WarpPointActivate	ムッ！　フシギな{r2[ちから]}力{/r2}が あふれるポイントを\n{r2[み]}見{/r2}つけた！ しらべてみよう！\x0e\x01\x04\0
Talker.msbt
NpcMarin	マリン
NpcTarin	タリン
NpcMadamMeowMeow	マダムニャンニャン
NpcSmallBowWow	キャンキャン
NpcRibbonBowWow	キャンキャン
NpcGrandmaUlrira	ヤッホーばあさん
NpcGrandpaUlrira	うるりらじいさん
NpcToolShopkeeper	道具屋
NpcGameShopOwner	ゲーム屋
NpcFisherman	つりぼりの店主
NpcPapahl	パパール
NpcQuadrupletsMother	ママーシャ
NpcQuadrupletBoyA	タムタム
NpcQuadrupletBoyB	トムトム
NpcQuadrupletBoyC	ケンケン
NpcQuadrupletBoyD	テンテン
NpcOwl	フクロウ
NpcSale	セール
NpcRaccoon	いたずらタヌキ
NpcGreatFairy	大妖精
NpcSyrup	魔法おばば
NpcDrWrite	Dr.ライト
NpcCrazyTracy	トレーシー
NpcMadBatter	小悪魔
NpcRichard	リチャード
NpcKiki	サルキッキ
NpcSkeletalGuardBlue	モン
NpcSkeletalGuardRed	バン
NpcFairyQueen	妖精の女王
NpcChefBear	クマのコック
NpcChristine	クリスティーヌ
NpcSchuleDonavitch	シュール・ドナピッチ
NpcHippoModel	モデルのカバ
NpcRabbit	うさぎ
NpcWalrus	セイウチ
NpcManboTamegoro	マンボためごろう
NpcGhost	オバケ
NpcMermaidMartha	人魚
NpcRaftShopMan	イカダ屋
NpcMamu	マムー
NpcSecretZora	ゾーラ
NpcGoriya	ゴーリア
NpcCuccoKeeper	ニワトリ小屋のおじさん
NpcWindFish	かぜのさかな
NpcDanpei	ダンペイさん
NpcGrandpaUlriraUlriratelep	？？？
NpcGrandpaUlriratelep	うるりらじいさん
ObjDesertBone	？？？
EnemyDeguTail	デグテール
EnemyPotDemonKing	ツボ魔王
EnemyDeguZol	デグゾル
EnemyDonPawn	ド・ポーン
EnemyAngler	アングラー
EnemyHooker	フッカー
EnemyMatFace	マットフェイス
EnemyAlbatoss	アルバトス
EnemyDeguFlame	デグフレム
Telephone.msbt
TelephoneFirst1	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIALチャッ ジーコ ジーコ ジーコ\n…… プルルル プルル ガチャ\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002ハロー！ うるりらじいさんじゃ！\n{r2[しま]}島{/r2}のことなら わしに おまかせ！\x0e\x01\x04\0\n{r2[まよ]}迷{/r2}ったら わたしに {r2[でんわ]}電話{/r2}してください。\nどぞ よろしく\x0e\x01\x04\0
TelephoneFirst2	ちなみに {r2[むら]}村{/r2}には {c[0095ef]}{r2[としょかん]}図書館{/r2}{c[ededed]}がある……\x0e\x01\x04\0\x0e\0\x04\0どうしていいか わからん{r2[とき]}時{/r2}は\nそこで いろいろ {r2[しら]}調{/r2}べてみるとよかろう\x0e\x01\x04\0\nでは…… うるりらー ガチャ\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneFirst3	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIALチャッ ジーコ ジーコ ジーコ\n…… プルルル プルル ガチャ\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002ハロー！ うるりらじいさんじゃ。\n{r2[むら]}村{/r2}には {c[0095ef]}{r2[としょかん]}図書館{/r2}{c[ededed]}がある……\x0e\x01\x04\0\nどうしていいか わからん{r2[とき]}時{/r2}は\nそこで いろいろ{r2[しら]}調{/r2}べなさい\x0e\x01\x04\0\nでは…… うるりらー ガチャ\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneLv1Clear1	ふむ {c[d9456d]}モリブリン{c[ededed]}のほとんどが\n{r2[もり]}森{/r2}に {r2[す]}住{/r2}んでいるんじゃが\x0e\x01\x04\0\nたまに {c[0095ef]}タルタル{r2[こうち]}高地{/r2}のどうくつ{c[ededed]}にもおる。\n……なにかの {r2[やく]}役{/r2}に{r2[た]}立{/r2}つかな？\x0e\x01\x04\0\nうるりらーーー ガチャッ\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephoneLv1Clear2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIALチャッ ジーコ ジーコ ジーコ\n…… プルルル プルル ガチャ\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002ハロー！ うるりらじいさんじゃ！\x0e\x01\x04\0\x0e\0\x04\0ふむ {c[d9456d]}モリブリン{c[ededed]}のほとんどが\n{r2[もり]}森{/r2}に {r2[す]}住{/r2}んでいるんじゃが\x0e\x01\x04\0\nたまに {c[0095ef]}タルタル{r2[こうち]}高地{/r2}のどうくつ{c[ededed]}にもおる\n……なにかの {r2[やく]}役{/r2}に{r2[た]}立{/r2}つかな？\x0e\x01\x04\0\nうるりらーーー ガチャッ\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephoneBowwow1	{c[0095ef]}ゴポンガの{r2[ぬま]}沼{/r2}{c[ededed]}に さいとる{c[d9456d]}{r2[はな]}花{/r2}{c[ededed]}……\nこれが {c[d9456d]}ワンワンの{r2[だいこうぶつ]}大好物{/r2}{c[ededed]}という{r2[はなし]}話{/r2}じゃ\x0e\x01\x04\0\n{r2[さんぽ]}散歩{/r2}するなら {r2[よ]}寄{/r2}ってみちゃあ\nどうだい？ うるりらー ガチャ\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneBowwow2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIALチャッ ジーコ ジーコ ジーコ\n…… プルルル プルル ガチャ\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002ハロー！ うるりらじいさんじゃ！\x0e\x01\x04\0\x0e\0\x04\0{c[0095ef]}ゴポンガの{r2[ぬま]}沼{/r2}{c[ededed]}に さいとる{c[d9456d]}{r2[はな]}花{/r2}{c[ededed]}……\nこれが {c[d9456d]}ワンワンの{r2[だいこうぶつ]}大好物{/r2}{c[ededed]}と いう{r2[はなし]}話{/r2}じゃ\x0e\x01\x04\0\n{r2[さんぽ]}散歩{/r2}するなら {r2[よ]}寄{/r2}ってみちゃあ\nどうだい？ うるりらー ガチャ\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneLv2Clear1	それはそうと\nワンワンを {r2[かえ]}返{/r2}してやってはどうかのう？\x0e\x01\x04\0\nマダムニャンニャンも {r2[よろこ]}喜{/r2}ぶよ。\nうるりらー  ガチャッ！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephoneLv2Clear2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIALチャッ ジーコ ジーコ ジーコ\n…… プルルル プルル ガチャ\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002うるりらじゃ。\nワンワンを {r2[かえ]}返{/r2}してやってはどうかのう？\x0e\x01\x04\0\nマダムニャンニャンも {r2[よろこ]}喜{/r2}ぶよ。\nうるりらー  ガチャッ！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephoneTurnBowwow1	{r2[むら]}村{/r2}の{r2[なんとう]}南東{/r2} {c[0095ef]}アナボコ{r2[ばたけ]}畑{/r2}{c[ededed]}に\n{c[d9456d]}リチャード{c[ededed]} という{r2[おとこ]}男{/r2}がおる……\x0e\x01\x04\0\nいちど {r2[あ]}会{/r2}ってみては どうかね？\nでは うるりらー ガチャッ！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneTurnBowwow2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIALチャッ ジーコ ジーコ ジーコ\n…… プルルル プルル ガチャ\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002わしじゃ うるりらじいさんじゃ！\nこの{r2[しま]}島{/r2}のみんなには {r2[あ]}会{/r2}ったか？\x0e\x01\x04\0\n{r2[むら]}村{/r2}の{r2[なんとう]}南東{/r2} {c[0095ef]}アナボコ{r2[ばたけ]}畑{/r2}{c[ededed]}に\n{c[d9456d]}リチャード{c[ededed]} という{r2[おとこ]}男{/r2}がおる……\x0e\x01\x04\0\nいちど {r2[あ]}会{/r2}ってみては どうかね？\nでは うるりらー ガチャッ！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneRichardMeet1	ところで {c[d9456d]}バナナ{c[ededed]}は いらんかのう？\x0e\x01\x04\0\x0e\0\x04\0もういちど {c[d9456d]}{r2[むら]}村{/r2}の{r2[ひと]}人{/r2}{c[ededed]}と {r2[はな]}話{/r2}してみると\nいいじゃろう……\x0e\x01\x04\0\nうるりらー ガチャ！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneRichardMeet2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIALチャッ ジーコ ジーコ ジーコ\n…… プルルル プルル ガチャ\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002わしじゃ うるりらじいさんじゃっ！\nところで {c[d9456d]}バナナ{c[ededed]}は いらんかのう？\x0e\x01\x04\0\nもういちど {c[d9456d]}{r2[むら]}村{/r2}の{r2[ひと]}人{/r2}{c[ededed]}と {r2[はな]}話{/r2}してみると\nいいじゃろう……\x0e\x01\x04\0\nうるりらー ガチャ！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
