Glossary.msbt
glossary_Place01	長尾大空洞
TelephonGoldLeafScoop2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！噠——噠——噠——\n……嘟嚕嚕嚕 嘟嚕嚕……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002我是烏魯里拉。\n{c[d9456d]}鐵鏟{c[ededed]}……你買{c[d9456d]}鐵鏟{c[ededed]}了嗎？\x0e\x01\x04\0\n四處{c[63e343]}挖掘{c[ededed]}看看，\n說不定會找到些什麼喔。喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneGetLv3Key1	要是不去烏庫庫草原的\n{c[0095ef]}鑰匙地洞{c[ededed]}，就要哭哭了！\x0e\x01\x04\0\n……我沒有在開玩笑啊。\n…………喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneGetLv3Key2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！噠——噠——噠——\n……嘟嚕嚕嚕 嘟嚕嚕……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002我是烏魯里拉。要是不去烏庫庫\n草原的{c[0095ef]}鑰匙地洞{c[ededed]}，就要哭哭了！\x0e\x01\x04\0\n……我沒有在開玩笑啊。\n…………喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneLv3Clear1	聽說在島的東南面的{c[0095ef]}亞那沙漠{c[ededed]}中，\n似乎有支叫{c[d9456d]}燈魚怪鑰匙{c[ededed]}的東西。\x0e\x01\x04\0\n我的提示也開始變得\n越來越露骨呢～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneLv3Clear2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！噠——噠——噠——\n……嘟嚕嚕嚕 嘟嚕嚕……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002我是烏魯里拉。\n聽說在島的東南面的{c[0095ef]}亞那沙漠{c[ededed]}中，\x0e\x01\x04\0\n似乎有支叫\n{c[d9456d]}燈魚怪鑰匙{c[ededed]}的東西。\x0e\x01\x04\0\n我的提示也開始變得\n越來越露骨呢～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneGetAnglerKey1	在{c[0095ef]}達達山脈{c[ededed]}的{c[0095ef]}瀑布背後{c[ededed]}，\n應該藏了些什麼。\x0e\x01\x04\0\n有幫到你嗎？\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneGetAnglerKey2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！噠——噠——噠——\n……嘟嚕嚕嚕 嘟嚕嚕……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002我是烏魯里拉。\n這是從我家老婆聽來的。\x0e\x01\x04\0\n在{c[0095ef]}達達山脈{c[ededed]}的{c[0095ef]}瀑布背後{c[ededed]}，\n應該藏了些什麼。\x0e\x01\x04\0\n有幫到你嗎？\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneLv4Clear1	你被{c[d9456d]}奇怪的鬼怪{c[ededed]}纏上了？\x0e\x01\x04\0\x0e\0\x04\0我想想……把那傢伙帶到\n{c[0095ef]}他想去的地方{c[ededed]}怎樣？\x0e\x01\x04\0\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephoneLv4Clear2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！噠——噠——噠——\n……嘟嚕嚕嚕 嘟嚕嚕……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002我是烏魯里拉。\n你被{c[d9456d]}奇怪的鬼怪{c[ededed]}纏上了？\x0e\x01\x04\0\n我想想……把那傢伙帶到\n{c[0095ef]}他想去的地方{c[ededed]}怎樣？\x0e\x01\x04\0\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephoneFishhook1	釣魚池店主好像也會在\n瑪莎海灣的{c[0095ef]}橋底下{c[ededed]}釣魚。\x0e\x01\x04\0\n去見見他怎樣？\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephoneFishhook2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！噠——噠——噠——\n……嘟嚕嚕嚕 嘟嚕嚕……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002我是烏魯里拉。\x0e\x01\x04\0\x0e\0\x04\0釣魚池店主好像也會在\n瑪莎海灣的{c[0095ef]}橋底下{c[ededed]}釣魚。\x0e\x01\x04\0\n去見見他怎樣？\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephoneGhostClear1	{c[0095ef]}海灣{c[ededed]}的鯰魚\n張開著大嘴呢……\x0e\x01\x04\0\n試著{c[63e343]}游泳{c[ededed]}過去怎樣？\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneGhostClear2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！噠——噠——噠——\n……嘟嚕嚕嚕 嘟嚕嚕……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002我是烏魯里拉。{c[0095ef]}海灣{c[ededed]}的\n鯰魚張開著大嘴呢……\x0e\x01\x04\0\n試著{c[63e343]}游泳{c[ededed]}過去如何？\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneMermaid1	在{c[0095ef]}瑪莎海灣{c[ededed]}的南面\n好像有一座美麗的{c[d9456d]}人魚像{c[ededed]}。\x0e\x01\x04\0\n我也很想去看看啊。\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephoneMermaid2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！噠——噠——噠——\n……嘟嚕嚕嚕 嘟嚕嚕……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002我是烏魯里拉。\x0e\x01\x04\0\x0e\0\x04\0在{c[0095ef]}瑪莎海灣{c[ededed]}的南面\n好像有一座美麗的{c[d9456d]}人魚像{c[ededed]}。\x0e\x01\x04\0\n我也很想去看看啊。\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephoneLv51	你喜歡歌曲嗎？\x0e\x01\x04\0\x0e\0\x04\0住在{c[0095ef]}路牌迷宮{c[ededed]}的青蛙\n{c[d9456d]}瑪穆{c[ededed]}會很樂意教你一曲喔。\x0e\x01\x04\0\n……雖然價格有點高。\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneLv52	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！噠——噠——噠——\n……嘟嚕嚕嚕 嘟嚕嚕……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002我是烏魯里拉。\n你喜歡歌曲嗎？\x0e\x01\x04\0\n住在{c[0095ef]}路牌迷宮{c[ededed]}的青蛙，\n{c[d9456d]}瑪穆{c[ededed]}會很樂意教你一曲喔。\x0e\x01\x04\0\n……雖然價格有點高。\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneYahooGrandma1	……唉。\n……老婆去了{c[0095ef]}動物村{c[ededed]}。\x0e\x01\x04\0\n總覺得很寂寞啊……\n烏魯里拉……喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneYahooGrandma2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！噠——噠——噠——\n……嘟嚕嚕嚕 嘟嚕嚕……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002……我是烏魯里拉……唉。\n……老婆去了{c[0095ef]}動物村{c[ededed]}。\x0e\x01\x04\0\n總覺得很寂寞啊……\n烏魯里拉……喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneGetMamuSong1	你有去過{c[0095ef]}臉孔神殿{c[ededed]}嗎？\x0e\x01\x04\0\x0e\0\x04\0它位在動物村的北面，\n是一座能讓你獲益良多的遺蹟喔。\x0e\x01\x04\0\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneGetMamuSong2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！噠——噠——噠——\n……嘟嚕嚕嚕 嘟嚕嚕……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002我是烏魯里拉。\n你有去過{c[0095ef]}臉孔神殿{c[ededed]}嗎？\x0e\x01\x04\0\n它位在動物村的北面，\n是一座能讓你獲益良多的遺蹟喔。\x0e\x01\x04\0\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneLv6Clear1	你知道{c[d9456d]}飛天雞{c[ededed]}嗎？\x0e\x01\x04\0\n以前會舉起飛天雞在空中飛呢。\x0e\x01\x04\0\n聽說現在被埋在梅貝村\n{c[d9456d]}風信雞的底下{c[ededed]}。\x0e\x01\x04\0\n有幫到你嗎？\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneLv6Clear2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！噠——噠——噠——\n……嘟嚕嚕嚕 嘟嚕嚕……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002我是烏魯里拉。\n你知道{c[d9456d]}飛天雞{c[ededed]}嗎？\x0e\x01\x04\0\n以前會舉起飛天雞，\n在空中振翅高飛呢。\x0e\x01\x04\0\n聽說現在被埋在梅貝村\n{c[d9456d]}風信雞的底下{c[ededed]}。\x0e\x01\x04\0\n有幫到你嗎？\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneGetCocco1	……話說，你有去過\n山上的{c[0095ef]}雞舍{c[ededed]}嗎？\x0e\x01\x04\0\n在雞舍附近有個{c[d9456d]}洞窟{c[ededed]}。\n到那裡取得重要的東西吧。\x0e\x01\x04\0\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneGetCocco2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！噠——噠——噠——\n……嘟嚕嚕嚕 嘟嚕嚕……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002我是烏魯里拉。你很努力呢。\n只要再努力堅持一會……\x0e\x01\x04\0\n……話說，你有去過\n山上的{c[0095ef]}雞舍{c[ededed]}嗎？\x0e\x01\x04\0\n在雞舍附近有個{c[d9456d]}洞窟{c[ededed]}。\n到那裡取得重要的東西吧。\x0e\x01\x04\0\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneGetBirdKey1	我記得年輕的時候，\n在山的東面有座{c[0095ef]}高塔{c[ededed]}。\x0e\x01\x04\0\n你要不要去看看？\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneGetBirdKey2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！噠——噠——噠——\n……嘟嚕嚕嚕 嘟嚕嚕……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002我是烏魯里拉。我記得年輕的時候，\n在山的東面有座{c[0095ef]}高塔{c[ededed]}。\x0e\x01\x04\0\n你要不要去看看？\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneLv7Clear1	你說{c[d9456d]}烏龜巖的頭部{c[ededed]}很擋路？\n向它{c[63e343]}吹進生命之氣{c[ededed]}說不定就會動起來喔。\x0e\x01\x04\0\n真的～真的啦～\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneLv7Clear2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！噠——噠——噠——\n……嘟嚕嚕嚕 嘟嚕嚕……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002我是烏魯里拉。\n你說{c[d9456d]}烏龜巖的頭部{c[ededed]}很擋路？\x0e\x01\x04\0\n向它{c[63e343]}吹進生命之氣{c[ededed]}說不定就會動起來喔。\n真的～真的啦～\x0e\x01\x04\0\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneLv8Clear1	加油！加油！\n只差最後一步！\x0e\x01\x04\0\n我也會為你打氣的喔！\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephoneLv8Clear2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！噠——噠——噠——\n……嘟嚕嚕嚕 嘟嚕嚕……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002我是烏魯里拉。\n加油！只差最後一步！\x0e\x01\x04\0\n我也會為你打氣的喔！\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephoneLv8Play1	前往位在\n塔馬蘭奇山的{c[0095ef]}聖蛋{c[ededed]}吧。\x0e\x01\x04\0\n\x0e\x01\x03\0，要萬事小心喔。\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneLv8Play2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！噠——噠——噠——\n……嘟嚕嚕嚕 嘟嚕嚕……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002我是烏魯里拉。前往位在\n塔馬蘭奇山的{c[0095ef]}聖蛋{c[ededed]}吧。\x0e\x01\x04\0\n\x0e\x01\x03\0，要萬事小心喔。\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneBreakEgg1	在蛋裡的迷宮迷路了？\n唔……\x0e\x01\x04\0\n對不起，我也不清楚。\n去{c[0095ef]}圖書館{c[ededed]}調查看看如何？\x0e\x01\x04\0\n雖然沒幫到你，但下次也要打來喔。\n那麼再見了，烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneBreakEgg2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！噠——噠——噠——\n……嘟嚕嚕嚕 嘟嚕嚕……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002我是烏魯里拉。\n在蛋裡的迷宮迷路了？唔……\x0e\x01\x04\0\n對不起，我也不清楚。\n去{c[0095ef]}圖書館{c[ededed]}調查看看如何？\x0e\x01\x04\0\n雖然沒幫到你，但下次也要打來喔。\n那麼再見了，烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneLastNoGetLv2Sword1	要是敵人很難對付，\n去收集更多{c[d9456d]}貝殼{c[ededed]}就好了……\x0e\x01\x04\0\n請你相信自己，\n奮戰到最後一刻……\x0e\x01\x04\0\n要保重啊，烏魯里拉～\n喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephoneLastNoGetLv2Sword2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！噠——噠——噠——\n……嘟嚕嚕嚕 嘟嚕嚕……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002我是烏魯里拉。\n敵人很難對付……？\x0e\x01\x04\0\n那麼去收集更多{c[d9456d]}貝殼{c[ededed]}\n就好了……\x0e\x01\x04\0\n請你相信自己，\n奮戰到最後一刻……\x0e\x01\x04\0\n要保重啊，烏魯里拉～\n喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephoneLastGetLv2Sword1	加油！加油！\n只差最後一步！\x0e\x01\x04\0\n我也會為你打氣的喔！\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephoneLastGetLv2Sword2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！噠——噠——噠——\n……嘟嚕嚕嚕 嘟嚕嚕……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002我是烏魯里拉。\n加油！只差最後一步！\x0e\x01\x04\0\n我也會為你打氣的喔！\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephoneUlriraHouse	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL嘟嚕嚕嚕……嘟嚕嚕嚕……\n嘟嚕嚕嚕……嚕……喀嚓！\x0e\x01\x04\0\n你好～～這裡是壬天堂藝廊～\n……呃，喀嚓！\x0e\x01\x04\0\n嘟——嘟——嘟——嘟——\x0e\x01\x04\0
TelephoneUlriraHouse2	？？？\n好像撥錯電話號碼了。\x0e\x01\x04\0
UI.msbt
Title_start_1	按下 \x0e\x01\x01\x018＋\x0e\x01\x01\x019
Title_Copyright	©1993-2019 Nintendo
NameEntry_Default	林克
NameEntry_Zelda	薩爾達
NameEntry_Zelda_Katakana	薩爾達
NameEntry_Totakeke	Totakeke
NameEntry_Shoplifter	小偷
NameEntry_Marin	瑪林
NameEntry_Marin_Katakana	瑪林
NameEntry_VulgarCheck	含有不可使用的詞語。\x0e\x01\x04\0
NameEntry_NoName	不可使用只有空白的名字。\x0e\x01\x04\0
DoActionTalk	交談
DoActionOpen	打開
DoActionPush	移動
DoActionLift	舉起
DoActionExamine	調查
DoActionTake	取得
DoActionPlay	遊玩
DoActionHold	抓住
GameOverTitle	遊戲結束
GameOverRetry	重新挑戰
GameOverQuit	儲存並退出
AdvRetryToPzl	重排嵌板
AdvRetryToList	選擇其他考驗
AdvRetryCancel	繼續冒險
AdvRestartAgree	重新開始
AdvRestartCancel	回到冒險
WarpFieldTitle	要去哪裡？
WarpFieldDecision	傳送
WarpFieldCancel	退出
WarpDungeonDecision	傳送至入口
WarpDungeonCancel	退出
CraneOperation	\x0e\x01\x01\x015　前後移動\n\x0e\x01\x01\x016　橫向移動\x0e\x01\x06\0
SubScreenTitleMap	地圖
SubScreenTitleMemory	回憶
SubScreenTitleItem	道具
SubScreenTitleSystem	系統
SystemChoiceSave	儲存
SystemChoiceLoad	讀取
SystemChoiceRubyOn	ふりがな
SystemOperatingMap	\x0e\x01\x01\x01\x0f地圖畫面
SystemOperatingItem	\x0e\x01\x01\x01\x0e道具畫面
SystemOperatingMove	\x0e\x01\x01\x01\x07移動
SystemOperatingDash	\x0e\x01\x01\x01\x0c衝刺
SystemOperatingGuard	\x0e\x01\x01\x01\x0d盾
SystemOperatingAction	\x0e\x01\x01\x01\0行動
SystemOperatingAttack	\x0e\x01\x01\x01/攻擊
SystemOperatingItemX	\x0e\x01\x01\x01\x04使用道具
SystemOperatingItemY	\x0e\x01\x01\x01\x05使用道具
SystemTitleSave	確定要儲存嗎？
SystemTitleSaveDone	已儲存。
SystemChoiceOK	確定
SystemChoiceSaveOK	儲存
SystemChoiceSaveCancel	退出
SystemChoiceLoadOK	讀取
SystemChoiceLoadCancel	退出
EndingSaveDialog	要儲存過關資料嗎？
EndingSaveYes	儲存
EndingSaveNo	不儲存
SystemTitleSelectSlot	要儲存至哪裡？
SystemTitleLoad	要讀取哪個資料？
SystemCaptionBack	\x0e\x01\x01\x01\x12返回
SystemSlotAuto	自動儲存
SystemSlotLoadCheck	確定要讀取這個資料嗎？
DataNumber1	檔案１
DataNumber2	檔案２
DataNumber3	檔案３
DataRename	輸入名字
DataTitleInitial	請選擇檔案。
DataTitleCopy	要複製至哪裡？
DataTitleCopyConfirm	確定要複製至這裡嗎？
DataTitleCopyDone	已複製。
DataTitleDeleteConfirm	要刪除這個資料嗎？
DataTitleDeleteDone	已刪除資料。
DataSlotBlank	新遊戲
DataSlotCopy	可複製
DataSlotNoData	資料不存在。
DataCaptionBack	\x0e\x01\x01\x01\x12返回
DataSelectStart	開始
DataSelectCopy	複製
DataSelectDelete	刪除
DataSelectCopyConfirm	複製
DataSelectCancel	退出
DataSelectOK	確定
DataDialogDelete	同時按住\x0e\x01\x01\x011\x0e\x01\x01\x012\x0e\x01\x01\x013三秒以上即可刪除資料。
DataTitleDifficulttySelect	請選擇模式。
DataSelectDifficulttyNormal	普通模式
DataSelectDifficulttyHard	困難模式
DataSelectExplanationNormal	以標準設定開始遊戲。
DataSelectExplanationHard	所受到的傷害為標準的２倍，而且完全不會出現心的高手模式。
MapDungeonFloorB1	Ｂ１樓
MapDungeonFloor1F	１樓
MapDungeonFloor2F	２樓
MapDungeonFloor3F	３樓
MapDungeonFloor4F	４樓
MapCaptionBack	\x0e\x01\x01\x01\x12返回
MapCaptionPin	\x0e\x01\x01\x01\x15圖釘
MapCaptionMemory	\x0e\x01\x01\x01\x16回憶
MapCaptionPlace	\x0e\x01\x01\x01\x17隱藏資訊
MapCaptionZoom	\x0e\x01\x01\x01\x1b縮放
MapCaptionFloor	\x0e\x01\x01\x014\x0e\x01\x01\x01\x1c切換樓層
MapCaptionRetire	重新挑戰
MapCaptionQuit	退出冒險
ItemCaptionBack	\x0e\x01\x01\x01\x12返回
ItemCaptionSet	\x0e\x01\x01\x01\x04\x0e\x01\x01\x01\x05設置
PzlCaptionRouteInfo	\x0e\x01\x01\x01\x18檢查
PzlCaptionMenu	\x0e\x01\x01\x01\x1a選單
PzlCaptionHold	\x0e\x01\x01\x01'抓住
PzlCaptionDelete	\x0e\x01\x01\x01\x19移除
PzlCaptionCursor	 \x0e\x01\x01\x01\x07移動游標
PzlCaptionPut	\x0e\x01\x01\x01-擺放
PzlCaptionRelease	\x0e\x01\x01\x01(鬆開
PzlCaptionCancel	\x0e\x01\x01\x01\x01返回
PzlCaptionStart	\x0e\x01\x01\x01*開始
PzlChoiceDungeonSave	儲存當前製作內容
PzlChoiceSuspend	退出製作
PzlChoiceHelp	丹培的提示
PzlDialogQuit	要返回至考驗選擇嗎？\n{c[df1000]}尚未儲存的內容將會消失{c[ededed]}。
PzlChoiceQuit	返回至考驗選擇
PzlChoiceCancel	繼續進行
PzlDialogSave	要暫時儲存目前已製作的內容嗎？
PzlChoiceSave	儲存
PzlChoiceOverwrite	儲存並覆蓋
PzlChoiceBack	還是算了
PzlChoiceStart	去冒險看看！
PzlChoiceBackEdit	還沒準備好……
PzlDialogSaveSuccess	已暫時儲存。\n{c[df1000]}如果想保留儲存資料，\n請從系統畫面進行儲存。{c[ededed]}
PzlCaution_NoStartRoom	欠缺開始嵌板。
PzlCaution_NoBossRoom	欠缺終點首領嵌板。
PzlCaution_OverStartRoom	存在著２個以上的開始嵌板。
PzlCaution_OverBossRoom	存在著２個以上的終點首領嵌板。
PzlCaution_Isolation	存在著尚未連結的房間。
PzlCaution_ConnectPassage	存在著尚未連結的通道。
PzlCaution_ShortKey	寶箱數量少於上鎖門的數量。
PzlCaution_NoFill	存在著尚未擺放嵌板的格子。
PzlCaution_NoDesignation	帶有圖案的格子內尚未擺放嵌板。
PzlCaution_NoWay	上鎖門前的寶箱數量不足。
PzlCaution_NeedSword	有需要劍才能前進的嵌板。
PnlMenuTitleEdit	製作迷宮
PnlMenuTitlePlay	遊玩迷宮
PnlMenuTitleSend	發送迷宮
PnlMenuTitleReceive	接收迷宮
PnlMenuRequirement	冒險條件：
PnlMenuEditDate	製作日期：
PnlMenuRestrictionSword	禁止使用劍
PnlMenuRestrictionHeart	\x0e\x01\n\x01\0
PnlMenuRestrictionTime	\x0e\x01\n\x01\0分鐘
PnlMenuEditContinue	從上次儲存的內容繼續製作
PnlMenuEditRedo	重新開始製作
PnlMenuEditQuit	還是算了
PnlMenuEditStart	製作此迷宮
PnlMenuPlayEditor	製作者：\x0e\x01\n\x01\0
PnlMenuPlayEditDate	製作日期：
PnlMenuPlayCommDate	接收日期：
PnlMenuPlayRecord	過關時間：
PnlMenuPlayRecordHolder	過關者：\x0e\x01\n\x01\0
PnlMenuNewEdit	製作新迷宮
PnlMenuPreviousWarning	{c[df1000]}由於內容包含尚未獲得的嵌板，\n有可能會透露往後的劇情。\n※將會暫時得到必需的道具。{c[ededed]}
PnlMenuPlayCheck	遊玩此迷宮
PnlMenuPlayCancel	還是算了
PnlMenuDelete	刪除此迷宮
PnlMenuDeleteCancel	還是不刪除了
PnlMenuSendOK	發送至amiibo
PnlMenuPutSendAmiibo	請設置要寫入\n嵌板迷宮資料的amiibo。
PnlMenuPutAmiiboOK	已確認amiibo。\n請移除amiibo。
PnlMenuPutAmiiboVoid	《薩爾達傳說　織夢島》\n與這個amiibo不相容。
PnlMenuPutAmiiboOther	由於已儲存有其他遊戲的資料，\n故無法寫入這個遊戲的資料。\n若要寫入這個遊戲的資料，\n請於HOME選單的「設定」→「amiibo」\n清除遊戲資料。
PnlMenuAmiiboChange	設置其他amiibo
PnlMenuAmiiboCancel	退出
PnlMenuRewriteCheck	此amiibo已存有嵌板迷宮的資料。\n要覆蓋嗎？
PnlMenuRewriteOK	覆蓋
PnlMenuWriteCheck	要寫入嵌板迷宮的資料\n至這個amiibo嗎？
PnlMenuWriteOK	寫入
PnlMenuPutError	amiibo檢測失敗。\n請檢查amiibo的設置方法是否正確。
PnlMenuAmiiboRetry	重試
PnlMenuSending	正在寫入嵌板迷宮的資料至amiibo內。\n請勿移動amiibo。
