FlowchartMsg_USen_szs\ActivityAchievements.msbt
Conjunction00	Furthermore!
ExtraD6	\x0e\n\n\x0e\x0c\0H\0a\0p\0p\0y\00\0There are 35 ramps for jumping in this\nDragaux Stadium...\n\n\x0e\n\n\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\01\0I used to call this "Knee-Quit Valley" since\na lot of trainers call it quits here.\n\n\x0e\n\n\x14\x12\0G\0r\0e\0e\0t\0i\0n\0g\00\0Your knees are pretty strong now... Think\nyou've got what it takes to reach the top?
ExtraD7	\x0e\n\n\x0e\x0c\0H\0a\0p\0p\0y\00\0All done playing with \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿtheir little\npets? Good.\n\n\x0e\n\n\x14\x12\0G\0r\0e\0e\0t\0i\0n\0g\00\0Time to face the real deal. Come on! I'll be\nwaiting at Dragaux Stadium!
ExtraD8	\x0e\n\n\x0e\x0c\0H\0a\0p\0p\0y\00\0Looks like \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿAllegra gave you a solid\nworkout.\n\n\x0e\n\n\x14\x12\0G\0r\0e\0e\0t\0i\0n\0g\00\0Time to see how much you've improved.\nI'll be waiting at Dragaux Stadium!
ExtraD9	\x0e\n\n\x0e\x0c\0H\0a\0p\0p\0y\00\0How was it? Feeling that burn?\n\n\n\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿAbdonis's exercises may seem simple,\nbut he knows how to make each rep count.\n\n\x0e\n\n\x14\x12\0G\0r\0e\0e\0t\0i\0n\0g\00\0We can't neglect the rest of your muscles,\nthough. I'm gonna give you a solid, full-\nbody workout!
ExtraD10	\x0e\n\n\x0e\x0c\0H\0a\0p\0p\0y\00\0\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿArmando was pretty fired up, eh? Makes\nsense, since we're back in his home turf.\n\n\x0e\n\n\x14\x12\0G\0r\0e\0e\0t\0i\0n\0g\00\0He may be the head honcho around here,\nbut I'm still in charge of your training.\nReady for another test?
ExtraD11	\x0e\n\n\x0e\x0c\0H\0a\0p\0p\0y\00\0\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿGuru Andma was more intense than\nusual, wasn't she?\n\nPretty wild to hear her say she's looking\nforward to her golden years thanks to you.\n\n\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0I figured her golden years had already\nstarted, like, decades ago... You humans\nare somethin' else.
ExtraD15	\x0e\n\x0b\x10\x0e\0N\0o\0t\0i\0c\0e\01\0Goodness gracious! You've already made\nit this far?\n\nI thought \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿDragaux said your training\nwould be more difficult this time around!
ExtraD16	\x0e\n\x0b\x0e\x0c\0L\0a\0u\0g\0h\00\0Well, that's fine. My golden years wouldn't\nbe much fun without a few surprises!
ExtraD17	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0Oh, hey. Hard time getting here? My bad.\n\n\nI was gonna put up a sign to point visitors\ntoward the right Dragaux Stadium, but I\ngot sidetracked. \x0eÉ\n\x12\x06\0M\0a\0n\0\x08\0J\0e\0e\0z\0, you're fast.
ExtraD18	\x0e\n\n\x0e\x0c\0S\0h\0o\0u\0t\01\0All right! Ready for more one-on-one\ntraining today?\n\nWell, too bad!
ExtraD19	\x0e\n\n\n\x08\0S\0a\0d\01\0SOMEONE complained that it wasn't fair\nfor me to hog all of your training sessions...
ExtraD20	So...I'm passing you off to someone else\nfor today. Don't worry—you'll be in good\nhands.
ExtraD21	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0{s[075]}I didn't realize leading this squad was gonna involve\njuggling so much feedback...{s[100]}
ExtraD22	\x0e\n\x01\x0e\x0c\0T\0h\0i\0n\0k\00\0It's hard to be head coach...
ExtraD23	\x0e\n\n\x0e\x0c\0H\0a\0p\0p\0y\00\0Looks like you've been keeping your\ntraining up. Good work.\n\n\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿAbdonis says I should push you more.\nHe thinks you can take it.\n\n\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0He was bein' a real pest about it, actually...\n\n\n\x0e\n\n\x1c\x1a\0T\0a\0l\0k\0P\0o\0s\0i\0t\0i\0v\0e\01\0Let's focus on your stomach muscles today.\nMaybe that'll calm him down.
ExtraD24	\x0e\n\n\x14\x12\0R\0e\0s\0p\0o\0n\0s\0e\00\0Hey, robot! Who's the best trainer to lead\ntoday's session?
ExtraD25	\x0e\n\x18\x12\x10\0W\0e\0l\0c\0o\0m\0e\00\0Er... Well, that would be \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿMs. Allegra!\n\n\n\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿMs. Allegra is so eager to lead a training\nsession that she said she might explode.
ExtraD68	\x0e\n\x18\x0e\x0c\0A\0n\0g\0r\0y\00\0Explosions are scary. Explosions are\ndangerous! I don't want to explode!
ExtraD26	\x0e\n\n\x10\x0e\0R\0e\0g\0r\0e\0t\01\0Wow. No argument there, I guess.\n\n\nI'll let \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿAllegra take charge this time.\nDon't let her push you around too much,\n\x0e\x0b\0\0!
ExtraD27	\x0e\n\n\n\x08\0S\0a\0d\00\0Man, \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿAllegra's really impressed with you.
ExtraD28	She comes to me every single day saying,\n"Know who's got 'best legs in the world'\npotential? \x0e\x0b\0\0!"
ExtraD29	\x0e\n\n\x0c\n\0E\0a\0s\0e\01\0She's relentless. It's exhausting.\n\n\n\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0I'm not even sure what she means by\n"best legs in the world." Like, what are\nher metrics? 
ExtraD30	\x0e\n\n\x14\x12\0R\0e\0s\0p\0o\0n\0s\0e\00\0Whatever. As long as it involves training\nyour legs, I'm on her side.\n\n\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿAllegra gave you a good warm-up, but\nthe real workout starts now.\n\n\x0e\n\n\x1c\x1a\0T\0a\0l\0k\0P\0o\0s\0i\0t\0i\0v\0e\01\0Let's do this!
ExtraD31	\x0e\n\n\x10\x0e\0D\0a\0m\0a\0g\0e\01\0{s[150]}Aaa-CHOO!{s[100]}
ExtraD32	\x0e\n\n\x0e\x0c\0T\0i\0r\0e\0d\01\0How could anyone possibly enjoy an\noutdoor workout here? It's nuts.\n\nI can't stand being cold...\n\n\n\x0e\n\n\x14\x12\0G\0r\0e\0e\0t\0i\0n\0g\00\0Don't assume we're callin' it quits, though.\nI've prepared the perfect opponent to\nhelp you overcome these conditions.\nHere's a hint: it may be freezing out here,\nbut he's sure to get you...
ExtraD33	\x0e\n\n\x0e\x0c\0S\0h\0o\0u\0t\01\0{s[150]}FIRED UP!{s[100]}
ExtraD34	\x0e\n\n\x10\x0e\0N\0o\0t\0i\0c\0e\00\0Wan...wanohwan?
ExtraD35	\x0e\n\x18\x0e\x0c\0A\0n\0g\0r\0y\00\0Wrong, wrong, wrong! How many times\ndo I need to tell you?\n\n"Welcome to my store!" is "wanwanoh!"\n\n\nYou have to learn this stuff. When it comes\nto leadership, language is very "oh ohwan"!
ExtraD36	\x0e\n\n\x10\x0e\0N\0o\0t\0i\0c\0e\00\0And...what's "oh ohwan" again?
ExtraD37	\x0e\n\x18\x0e\x0c\0A\0n\0g\0r\0y\00\0"Oh ohwan" means "important"! We just\nwent over this yesterday!
ExtraD38	\x0e\n\n\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\00\0Hey! It's \x0e\x0b\0\0!\n\n\nPerfect timing. My brain feels like it's\ngonna pop. Come on, let's start training!\n\nWe're gonna work on your arms today.\nReady? "Wan oh!" Er, I mean, let's go!
ExtraD39	\x0e\n\x18\x16\x14\0S\0u\0r\0p\0r\0i\0s\0e\0_\0L\0Hey! Come back! It's important to train\nyour language muscles too, y'know!
ExtraD40	\x0e\n\x0b\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\01\0\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿMr. Dragaux is busy warming up so\nhe can entertain you.
ExtraD41	\x0e\n\x0b\x16\x14\0T\0a\0l\0k\0A\0g\0r\0e\0e\00\0I gave him some pointers on the secrets\nof perfect balance.\n\nHope you're ready to be entertained!
ExtraD42	\x0e\n\x01\x16\x14\0L\0a\0u\0g\0h\0_\0l\0o\0w\01\0Guru Andma's giving advice...? I'll bet this\n"entertainment" is about to put your whole\nbody to the test.
ExtraD43	\x0e\n\x1b\x02\0\0Lord Dragaux...and the Four Masters...\n\n\nIn order to prepare themselves for your\nbattle, \x0e\x0b\0\0...\n\nThey must unite...or merge? No, fuse... \nWhat I'm saying is, they need some time.
ExtraD200	\x0e\n\x1b\x02\0\0Though I may be unworthy...I'll have the\nhonor of being your opponent today...\n\nPlease allow me to select your skills...\nI'll try to keep them balanced...
ExtraD44	I did it! I held down the fort... My job is\nnow complete...
ExtraD45	\x0e\n\x0b\x0e\x0c\0H\0a\0p\0p\0y\01\0Oh, look! It's \x0e\x0b\0\0!
ExtraD46	\x0e\n\x01\x10\x0e\0N\0o\0t\0i\0c\0e\00\0Huh? This place is...
ExtraD47	\x0e\n\x0b\x0e\x0c\0L\0a\0u\0g\0h\00\0Ha! Wondered how long it'd take you\nto notice!
ExtraD48	\x0e\n\r\x0e\x0c\0L\0a\0u\0g\0h\00\0Since we're back here, and this place\nturned out to be so good for training...
ExtraD49	\x0e\n\x0e\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\00\0We got to talking and decided we should\nbuild another Dragaux Stadium here!
ExtraD50	\x0e\n\x0c\x0e\x0c\0T\0h\0i\0n\0k\00\0Welcome to Dragaux Stadium...
ExtraD51	\x0e\n\x0c\x0e\x0c\0S\0h\0o\0u\0t\00\0{s[150]}LAND OF HADES BRANCH!{s[100]}
ExtraD52	\x0e\n\x0c\x0e\x0c\0S\0h\0o\0u\0t\01\0Har har har!
ExtraD70	\x0e\n\x0e\x0e\x0c\0L\0a\0u\0g\0h\01\0Since you're our very first visitor, we want\nyou to have this special gift!
ExtraD71	\x0e\n\r\x0e\x0c\0L\0a\0u\0g\0h\01\0It's a special outfit designed by ME!\nEr...us, I mean. Designed by us.
ExtraD300	You received the Armored Muscle gear\nfrom the Four Masters!
Sub00	Change into the \x0e\0\x03\x02\x01\0Armored Muscle\x0e\0\x03\x02ÿÿ gear?\x0e\x01\x04\x06\x04\0\x05\0\x01\0
0004	Don't change
0005	Change
ExtraD53	\x0e\n\n\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\01\0This place is like every Dragaux Stadium\nsmashed into one.\n\n\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\00\0Now I—no, \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿWE are\nready for you.\n\n\x0e\n\n\x12\x10\0R\0e\0g\0r\0e\0t\0N\01\0Heh heh... This is gonna be fun. Don't\nkeep us waiting for too long!
ExtraD54	\x0e\n\x01\x0e\x0c\0P\0a\0n\0i\0c\00\0If he was trying to intimidate us...it worked.
ExtraD55	\x0e\n\x01\x0e\x0c\0T\0h\0i\0n\0k\01\0Dragaux has successfully merged with the\n\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿothers...and their power is almost\noverflowing...
ExtraD56	\x0e\n\x01\x1c\x1a\0T\0a\0l\0k\0P\0o\0s\0i\0t\0i\0v\0e\01\0But you've been training hard this entire\ntime, \x0e\x0b\0\0.\n\nI know you'll be more than ready for\nwhatever they throw at us!
ExtraD57	\x0e\n\x01\x14\x12\0G\0r\0e\0e\0t\0i\0n\0g\01\0How are you feeling? Have you been\nstaying hydrated?\n\nRemember to take breaks and\ndrink water!
ExtraD58	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0Hmmm.... The more I think about it...
ExtraD59	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\00\0Comin' up with a suitable workout for\nsomeone at your level is gonna be\npretty tough. 
ExtraD60	\x0e\n\n\x1c\x1a\0T\0a\0l\0k\0P\0o\0s\0i\0t\0i\0v\0e\01\0Guess I'll have to rise to the challenge!\nAfter all, Dragaux Stadium is a place to\novercome all obstacles. Even mental ones!
ExtraD61	\x0e\n\x0b\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\00\0Allow me to introduce the manager of\nDragaux Stadium, Land of Hades branch...
ExtraD62	\x0e\n\x1b\x02\0\0FRIENDLINESS... HONESTY...\nHARD WORK...
ExtraD63	\x0e\n\x01\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0S\01\0S-Sir Grrrus is the manager?!
ExtraD64	\x0e\n\x0b\x16\x14\0T\0a\0l\0k\0A\0g\0r\0e\0e\01\0That's the spirit, Li'l Grrr! Who's a good\nbranch manager? You are! Yes you are!\n\n\x0e\n\x0b\x0e\x0c\0L\0a\0u\0g\0h\00\0Well then! I'm heading inside.\n\n\nThe \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿothers are already waiting.\nWe'll see you after your session!
ExtraD72	\x0e\n\x0b\x16\x14\0T\0a\0l\0k\0A\0g\0r\0e\0e\00\0Your power has already surpassed normal\nhuman limits... It's time to give you our\nspecial gift.
ExtraD73	\x0e\n\x0e\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\01\0Ooh! We're finally giving our surprise to\n\x0e\x0b\0\0? How exciting!
ExtraD74	\x0e\n\x0c\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\00\0The day when humanity finally ascends\nto the next levels of fitness and fashion\nhas finally...
ExtraD75	\x0e\n\x0c\x0e\x0c\0S\0h\0o\0u\0t\01\0{s[150]}ARRIVED!{s[100]}
ExtraD76	\x0e\n\r\x0e\x0c\0L\0a\0u\0g\0h\00\0This outfit was made just for you. No one\ncould possibly wear it better! I'm not\ncounting myself, obviously.\n\x0e\n\r\x0e\x0c\0H\0a\0p\0p\0y\01\0Behold! This treasure is now yours!
ExtraD301	You received the Metallic Neuron gear\nfrom the Four Masters!
Sub01	Change into the \x0e\0\x03\x02\x01\0Metallic Neuron\x0e\0\x03\x02ÿÿ gear?\x0e\x01\x04\x06\x04\0\x05\0\x01\0
0006	Don't change
0007	Change
ExtraD77	\x0e\n\x0b\x0e\x0c\0L\0a\0u\0g\0h\00\0You shall continue walking your own path\nwithout fear of what others think.
ExtraD65	\x0e\n\x01\x16\x14\0L\0a\0u\0g\0h\0_\0l\0o\0w\01\0Oh, they're all so kind... Let's head inside!
ExtraD66	\x0e\n\n\x14\x12\0G\0r\0e\0e\0t\0i\0n\0g\01\0Impressive. You've come such a long way...\nbut so have we.\n\n\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0You inspired us to grow stronger...and I can\nfeel \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿeveryone's gratitude and joy\nrising up inside me.\nSo much power... No. More than power...
ExtraD69	\x0e\n\n\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\00\0We've been energized by your journey...\nand I'm gonna return that energy tenfold!\nPrepare to feel the power of our love!
ExtraD67	\x0e\n\x01\x10\x0e\0D\0a\0m\0a\0g\0e\00\0L-love?!\n\n\n\x0e\n\x01\x16\x14\0L\0a\0u\0g\0h\0_\0l\0o\0w\01\0I guess we should be flattered...right?\n\n\nLet's show them that we care too.\nWe'll give this everything we've got!
FlowchartMsg_USen_szs\Extra_Intro.msbt
ExtraI00	\x0e\n\x01\x0e\x0c\0T\0h\0i\0n\0k\00\0I know this land is supposed to be under\neverlasting night...but all this darkness still\nmakes me nervous.
ExtraI01	\x0e\n\x01\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\01\0Am I the only one who feels a bit better\nknowing that \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿDragaux is on our side\nthis time?
ExtraI02	\x0e\n\x01\x14\x12\0G\0r\0e\0e\0t\0i\0n\0g\00\0Oh, hey! This is the original General Store\nlocation, isn't it?\n\nAmazing to think about how many other\nchains they've opened now.
ExtraI03	\x0e\n\x10\x0e\x0c\0L\0a\0u\0g\0h\00\0Oh! Our favorite customer! I thought I\nrecognized that voice.\n\n\x0e\n\x10\x0e\x0c\0T\0h\0i\0n\0k\01\0This isn't the original General Store any\nlonger. How can I describe it...?\n\nIt's more like...our "new-riginal" location!
ExtraI04	\x0e\n\x01\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0S\00\0Uh... What does "new-riginal" mean?
ExtraI05	\x0e\n\x10\x0e\x0c\0L\0a\0u\0g\0h\00\0We just finished renovating this location.\nNow it's like our 22nd store!\x0e\0\x01\x02\0\0\n\n\x0e\0\x01\x02ÿÿ{s[075]}Although...the only part we renovated was the roof...\n\n\n\x0e\n\x10\x0e\x0c\0H\0a\0p\0p\0y\00\0{s[100]}We've got brand-new items in stock, so\nmake sure to stop in and browse!\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
ExtraI06	\x0e\n\x12\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0L\01\0Hey. That person over there... Isn't that the\nhero who saved Sporta?
ExtraI07	\x0e\n\x13\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\01\0Wow, you're right! Hey, Commander! Our\nhero has returned!
ExtraI08	\x0e\n\x01\x16\x14\0L\0a\0u\0g\0h\0_\0l\0o\0w\00\0Whoa. They're really rolling out the red\ncarpet for us!
ExtraI09	\x0e\n\x15\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\01\0Whoa! Hey! Good to see your smiling face\nagain, \x0e\x0b\0\0!\n\nThanks to you, the Sportan people have\nbeen able to focus on their training again!\n\n\x0e\n\x15\x14\x12\0R\0e\0s\0p\0o\0n\0s\0e\00\0This place is perfect for working out, so\ntrain to your heart's content!
ExtraI10	\x0e\n\x01\x1c\x1a\0C\0a\0l\0l\0N\0e\0g\0a\0t\0i\0v\0e\01\0If I remember right, this area is \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿAllegra's\nhomeland.
ExtraI11	\x0e\n\x01\x0e\x0c\0T\0h\0i\0n\0k\00\0Do you think \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿAllegra and Dashley are\ngetting along?
ExtraI100	\x0e\n\x0e\x0e\x0c\0A\0n\0g\0r\0y\01\0Of COURSE I am!\n\n\nI'm not proud of the things I did under the\ndark influence. I made sure Dashley knew\nhow sorry I was...\nNow we're running partners again!
ExtraI101	\x0e\n\x01\x0e\x0c\0H\0a\0p\0p\0y\00\0Allegra! That's fantastic news!
ExtraI102	\x0e\n\x0e\x0e\x0c\0T\0h\0i\0n\0k\01\0She REALLY wanted to train together with \nall of us, but...\n\nShe's away on a quest to discover the\nsecret to everlasting youth!
ExtraI103	\x0e\n\x0e\x0e\x0c\0L\0a\0u\0g\0h\00\0Don't worry, though. I'm gonna take great\ncare of you in her place today. Hope\nyou're ready for a killer workout!
ExtraI12	\x0e\n\x01\x10\x0e\0D\0a\0m\0a\0g\0e\00\0It's raining here, same as usual.
ExtraI13	\x0e\n\x11\x0e\x0c\0A\0n\0g\0r\0y\01\0Where did my \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿsphere of light go?!
ExtraI14	\x0e\n\x01\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0L\01\0S-Solar Plexia?! Oh no.\n\n\n\x0e\n\x01\x0e\x0c\0P\0a\0n\0i\0c\00\0How can we explain this? Uh... We kind of\nneeded to use your \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿsphere, which was\nactually mine, because—
ExtraI15	\x0e\n\x11\x0e\x0c\0P\0a\0n\0i\0c\01\0Waaah! But I was the one who found it!\nIt was so p-pretty, and sh-shiny, and...and...\n\nWAAAAAH!
ExtraI16	\x0e\n\x01\x10\x0e\0D\0a\0m\0a\0g\0e\00\0Hoo boy. Guess this rain isn't gonna be\nstopping anytime soon...
ExtraI17	\x0e\n\x0c\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\00\0Greetings from Flex Dojo! We welcome\nyou with...
ExtraI18	\x0e\n\x0c\x0e\x0c\0S\0c\0a\0r\0e\00\0{s[150]}OPEN ARMS!{s[100]}
ExtraI19	\x0e\n\x0c\x0e\x0c\0H\0a\0p\0p\0y\00\0It's great to see you again. Follow me!\nI'm gonna train you personally.
ExtraI20	\x0e\n\x0c\x0e\x0c\0T\0h\0i\0n\0k\00\0We have so many new students these days!\nThey don't leave me with much free time,\nbut I'll see if I can clear my—
ExtraI21	\x0e\n\x12\x0e\x0c\0H\0a\0p\0p\0y\00\0Coach Armandooo!\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ You aren't gonna\ncancel today's training, are yooou?
ExtraI22	\x0e\n\x12\x0e\x0c\0L\0a\0u\0g\0h\00\0I never knew that arm exercises could be\nso much fun! My upper body and biceps\nare sooo toned now!
ExtraI23	\x0e\n\x0c\x10\x0e\0D\0a\0m\0a\0g\0e\01\0{s[075]}Uh... Y-yeah, arm exercises are...pretty great. Uh.{s[100]}
ExtraI24	\x0e\n\x01\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0S\01\0Wow! Armando got so quiet...
ExtraI25	\x0e\n\x0c\x1c\x1a\0T\0a\0l\0k\0N\0e\0g\0a\0t\0i\0v\0e\01\0I'd better see to these students. Give\nyourself a good warm up, then meet me\nup ahead for some special training!
ExtraI26	\x0e\n\x01\x0e\x0c\0H\0a\0p\0p\0y\00\0We haven't been through the Grandminion\nGauntlet in a while! Wonder how those\nkids are doing...
ExtraI27	\x0e\n\x11\x1c\x1a\0T\0a\0l\0k\0P\0o\0s\0i\0t\0i\0v\0e\01\0Oh! It's the not-a-baddie!
ExtraI28	\x0e\n\x11\x1c\x1a\0T\0a\0l\0k\0P\0o\0s\0i\0t\0i\0v\0e\01\0Oh! It's the not-a-baddie!
ExtraI29	\x0e\n\x11\x0e\x0c\0L\0a\0u\0g\0h\00\0You came back! Hey, everybody! Look\nwho's here!
ExtraI30	\x0e\n\x11\x0e\x0c\0T\0h\0i\0n\0k\00\0Thank g-g-goodness! We need your help.\nThe Game Gym's clear ranks got WAY\nh-h-harder!
ExtraI31	\x0e\n\x11\x0e\x0c\0H\0a\0p\0p\0y\00\0\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿGuru Andma told us to watch and learn\nfrom you!
ExtraI32	\x0e\n\x11\x0e\x0c\0H\0a\0p\0p\0y\00\0\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿGuru Andma told us to watch and learn\nfrom you!
ExtraI33	\x0e\n\x11\x1c\x1a\0T\0a\0l\0k\0P\0o\0s\0i\0t\0i\0v\0e\00\0You need to show us how to do them one\nmore time! You HAVE to!
ExtraI34	\x0e\n\x11\x0e\x0c\0H\0a\0p\0p\0y\00\0Wait, friends! We can't rely on shortcuts.\nDon't you want to make \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿGuru Andma\nproud of us?
ExtraI35	\x0e\n\x01\x14\x12\0R\0e\0s\0p\0o\0n\0s\0e\00\0These kids are pretty cute when they're\nnot trying to defeat us!\n\nLooks like \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿGuru Andma's been doing a\ngreat job.
ExtraI36	\x0e\n\x17\x0e\x0c\0P\0a\0n\0i\0c\00\0{s[075]}Wheywheywheywhey\nwheywheywheywhey...{s[100]}
ExtraI37	\x0e\n\x17\x0e\x0c\0S\0c\0a\0r\0e\00\0{s[150]}PROTEIN!{s[100]}
ExtraI38	\x0e\n\x01\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0L\01\0WAAUGH! Don't DO that!
ExtraI39	\x0e\n\x17\x14\x12\0R\0e\0s\0p\0o\0n\0s\0e\01\0Your future... I have foreseen it...\n\n\nYou must survive four trials here.
ExtraI40	\x0e\n\x01\x0e\x0c\0T\0h\0i\0n\0k\00\0Four trials, huh?\n\n\nThis guy's fortunes were pretty spotty\nbefore. I wonder if we should trust him...
ExtraI41	\x0e\n\x17\x0e\x0c\0L\0a\0u\0g\0h\00\0That fortune was on the house. Consider\nit a token of my appreciation for \x0e\0\x03\x02\0\0saving\nthe world\x0e\0\x03\x02ÿÿ!
ExtraI42	\x0e\n\x01\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0S\01\0Wait. He knows we saved the world?!\nMaybe he's the real deal after all!
ExtraI43	\x0e\n\x17\x0c\n\0E\0a\0s\0e\01\0{s[075]}Probably best to keep quiet about that \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿtrio\nwho were talking about how the world was saved\nwhen they passed by here...{s[100]}
ExtraI44	\x0e\n\x15\x0e\x0c\0A\0n\0g\0r\0y\01\0Hold it right there, mate.\n\n\nThis is Eureka Village. I'll be dealing with\nany suspicious characters!
ExtraI45	\x0e\n\x15\x10\x0e\0N\0o\0t\0i\0c\0e\00\0Oh, wait a sec... I've seen you before,\nhaven't I, mate?
ExtraI46	\x0e\n\x15\x0e\x0c\0H\0a\0p\0p\0y\01\0I thought so! Come on in, then.
ExtraI47	\x0e\n\x01\x16\x14\0L\0a\0u\0g\0h\0_\0l\0o\0w\00\0They really need to beef up the security\nin this place.\n\nThis is a village of inventors, right?\nCouldn't they make something more\nhigh tech?
ExtraI48	\x0e\n\x15\x14\x12\0G\0r\0e\0e\0t\0i\0n\0g\01\0Aw, shoot. Guess it failed the test.
ExtraI49	\x0e\n\x01\x0e\x0c\0H\0a\0p\0p\0y\00\0Daddalus!
ExtraI50	\x0e\n\x15\x0c\n\0E\0a\0s\0e\01\0So my security robot isn't cuttin' it, eh?\nI thought I'd done a pretty good job...
ExtraI51	\x0e\n\x01\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0S\01\0Wait. Are you saying...
ExtraI52	\x0e\n\x01\x1a\x18\0S\0u\0r\0p\0r\0i\0s\0e\0_\0L\0L\01\0That sentry was a robot?!
ExtraI53	\x0e\n\x15\x0e\x0c\0T\0h\0i\0n\0k\01\0Looks like you saw right through it. Guess\nit's back to the ol' drawing board...\n\nI hope the next model passes the test.\nYou're a tough one to trick!
ExtraI54	\x0e\n\x01\x10\x0e\0D\0a\0m\0a\0g\0e\00\0H-he could build incredible airships or\nlife-changing technology...\n\nBut he chooses to make an easily confused\nrobot that says "mate" instead?
ExtraI55	\x0e\n\x12\x0e\x0c\0L\0a\0u\0g\0h\00\0What song should we sing next, Carrie?
ExtraI56	\x0e\n\x11\x10\x0e\0N\0o\0t\0i\0c\0e\00\0Hmm...
ExtraI57	\x0e\n\x11\x0e\x0c\0L\0a\0u\0g\0h\00\0Let's sing the abs song!\n\n\n♪Let's train our abs! I must insist!\nYou know it's useless to resist!♪
ExtraI58	\x0e\n\x12\x0e\x0c\0L\0a\0u\0g\0h\00\0♪Come on and let's all do the twist!\nOverhead Lunge Twist, Russian Twist!♪
ExtraI59	\x0e\n\x11\x0e\x0c\0L\0a\0u\0g\0h\01\0♪Then finish up with a Standing Twist!\nOnly the greatest abs make the list!♪
ExtraI60	\x0e\n\x01\x16\x14\0L\0a\0u\0g\0h\0_\0l\0o\0w\00\0Ch...choice of song aside...
ExtraI61	\x0e\n\x01\x0e\x0c\0H\0a\0p\0p\0y\00\0I'm glad that the children have been freed\nfrom their \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿghost forms and returned to\nnormal!
ExtraI62	\x0e\n\x17\x10\x0e\0N\0o\0t\0i\0c\0e\01\0Which has more vitamin C per—
ExtraI63	\x0e\n\x13\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\00\0Broccoli!
