FlowchartMsg_JPja_szs\ActivityAchievements.msbt
Conjunction00	さらに…!
M_GT164	\x0e\n\n\x10\x0e\0N\0o\0t\0i\0c\0e\00\0どうだ?\nくびれは できてきたか?\n\x0e\n\n\x14\x12\0G\0r\0e\0e\0t\0i\0n\0g\01\0腹を鍛えるのは なかなか骨が折れるからな\n日頃から 腹のトレーニングを心がけるんだぞ!
M_GT133	\x0e\n\r\x0e\x0c\0L\0a\0u\0g\0h\00\0待ってたよ～ そろそろ\n君と腹をつきあわせてみたくなってね～\x0e\x01\0\x04<\0\0\0
M_GT145	\x0e\n\r\x16\x14\0T\0a\0l\0k\0A\0g\0r\0e\0e\01\0トレーニングにかける\n君のかたい意志……\x0e\x01\x03\x04È\0\0\0
M_GT146	\x0e\n\r\x0e\x0c\0S\0h\0o\0u\0t\00\0僕の腹筋のかたさと\nどっちが上かな?\x0e\x01\x03\x04æ\0\0\0
M_GT147	\x0e\n\r\x10\x0e\0D\0a\0m\0a\0g\0e\00\0トレーニングにはインターバルも必要だからね…\n僕はちょっと休憩させてもらおうかな……\x0e\x01\x03\x04,\x01\0\0
M_GT165	\x0e\n\n\x0e\x0c\0H\0a\0p\0p\0y\00\0どうだ?\n久々にマッスルチェックでもしようじゃないか?
M_GT166	\x0e\n\n\x1c\x1a\0T\0a\0l\0k\0P\0o\0s\0i\0t\0i\0v\0e\01\0スムージーを使わずに\nここを走り抜けられたら合格だ!
M_GT167	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0誰にも何もしばられず\nのびのびトレーニングするのも大切だが\n\x0e\n\n\x0e\x0c\0L\0a\0u\0g\0h\01\0時には スパイスも必要だろう?
M_GT185	\x0e\n\r\x0e\x0c\0L\0a\0u\0g\0h\01\0さ 今回は僕が担当だよ?\n\n\x0e\n\r\x0e\x0c\0H\0a\0p\0p\0y\01\0霧に紛れて 腹から気を抜かないよう\nしっかりチェックさせてもらうよ～
M_GT148	\x0e\n\r\x0e\x0c\0L\0a\0u\0g\0h\00\0しっかし こんな霧の中でも\nトレーニングをやめないなんてね……\x0e\x01\0\x04<\0\0\0
M_GT149	\x0e\n\r\x16\x14\0T\0a\0l\0k\0A\0g\0r\0e\0e\01\0理由をつけてトレーニングをサボる……\x0e\x01\x03\x04È\0\0\0
M_GT150	\x0e\n\r\x0e\x0c\0S\0h\0o\0u\0t\00\0なんて事は 君に限ってはなさそうだね\x0e\x01\x03\x04æ\0\0\0
M_GT151	\x0e\n\r\x10\x0e\0D\0a\0m\0a\0g\0e\00\0僕の腹筋よりも かたい意志とは……\nまったく さすがだよ君は……\x0e\x01\x03\x04,\x01\0\0
FlowchartMsg_JPja_szs\Main_HotMan.msbt
M_HM00	\x0e\n\0\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0S\00\0さむっ!
M_HM01	今回はずいぶんと寒いところだね……
M_HM106	\x0e\n\0\x0e\x0c\0T\0h\0i\0n\0k\01\0\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0ドラゴ\x0e\0\x03\x02ÿÿは…… あそこかな……\n……ちょっと遠いけど……
M_HM02	でも寒い時の方が 脂肪は\nより燃焼すると 言われてるんだ
M_HM03	\x0e\n\0\x0e\x0c\0L\0a\0u\0g\0h\00\0体づくりには\nもってこいの場所かもしれないよ!
M_HM04	\x0e\n\x12\x0e\x0c\0P\0a\0n\0i\0c\00\0{s[075]}ガタガタガタガタ\nガタガタガタガタ{s[100]}
M_HM05	\x0e\n\0\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0S\00\0わ! こんな寒いのに そんな薄着で?\n大丈夫ですか?
M_HM07	\x0e\n\0\x0e\x0c\0P\0a\0n\0i\0c\00\0大変だ! 何か体を温めるようなものがないか\n探してこないと!
M_HM08	\x0e\n\0\x0e\x0c\0T\0h\0i\0n\0k\01\0なにか 体が温まる食べ物とかが\nあればいいんだけどね…… \x0e\x01\x03\x04È\0\0\0
M_HM09	\x0e\n\0\x10\x0e\0N\0o\0t\0i\0c\0e\00\0それにしても こんな場所なのに\nなんで あんなに薄着だったんだろうね \x0e\x01\x03\x04È\0\0\0
M_HM10	\x0e\n\0\x0e\x0c\0T\0h\0i\0n\0k\00\0こんなに寒いのに \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0魔物\x0e\0\x03\x02ÿÿは\nなんでこんなに元気なんだろ……\x0e\x01\x03\x04È\0\0\0
M_HM11	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ魔物が \x0e\0\x03\x02\x01\0ホカホカのカイロ\x0e\0\x03\x02ÿÿを\n落としていった
M_HM12	\x0e\n\0\x10\x0e\0N\0o\0t\0i\0c\0e\00\0ホカホカだ……\nこれって…… カイロ!?
M_HM13	\x0e\n\0\x0e\x0c\0T\0h\0i\0n\0k\01\0そりゃ \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0魔物\x0e\0\x03\x02ÿÿも寒いよね……\n\nとりあえず 彼女に渡してあげよう!
M_HM14	\x0e\n\0\x0c\n\0C\0a\0l\0l\00\0大丈夫ですか?\nこれどうぞ!
M_HM15	{s[075]}魔物が持ってたやつですが……{s[100]}
M_HM17	\x0e\n\x1b\x02\0\0!
M_HM18	\x0e\n\x12\x0e\x0c\0T\0i\0r\0e\0d\00\0あ……\nあぁ……
M_HM19	\x0e\n\0\x0e\x0c\0P\0a\0n\0i\0c\00\0……やっぱり\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0魔物\x0e\0\x03\x02ÿÿのなんか\n渡しちゃダメだったかな?
M_HM20	\x0e\n\x12\x0e\x0c\0S\0c\0a\0r\0e\01\0{s[150]}あたたまるぅ～{s[100]}
M_HM21	なんかちょっとニオうけど\nこんなあったかいカイロ初めて～
M_HM22	\x0e\n\x12\x0e\x0c\0L\0a\0u\0g\0h\00\0ありがとう!\n助かったわ!
M_HM23	アナタが来てくれなかったら\n永遠の眠りにつくところだったかも……
M_HM24	\x0e\n\0\x10\x0e\0N\0o\0t\0i\0c\0e\00\0それよりも そんな\x0e\0\x03\x02\0\0薄着\x0e\0\x03\x02ÿÿで\nあんなところで何を……
M_HM25	\x0e\n\x12\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0S\01\0あっ!
M_HM26	お願い!\n\x0e\0\x03\x02\0\0私の友達\x0e\0\x03\x02ÿÿも助けてほしいの!
M_HM27	\x0e\n\x12\x0e\x0c\0P\0a\0n\0i\0c\01\0友達と一緒に 山に来たんだけど\n雪が強くなって 離れ離れになってしまったの
M_HM28	彼女もこの辺りにいるはずなの!\nお願い! 探すのを手伝ってくれない?
M_HM29	彼女も\x0e\0\x03\x02\0\0薄着\x0e\0\x03\x02ÿÿなの……\nこのままだと 彼女……
M_HM30	\x0e\n\0\x0e\x0c\0A\0n\0g\0r\0y\00\0この雪の中 遭難してたら大変だ!\nとりあえずこの辺りを探してみよう!
M_HM31	\x0e\n\0\x0e\x0c\0T\0h\0i\0n\0k\00\0それにしても この寒さの中\nなんで みんな\x0e\0\x03\x02\0\0薄着\x0e\0\x03\x02ÿÿなんだろう……\x0e\x01\x03\x04È\0\0\0
M_HM32	\x0e\n\0\n\x08\0S\0a\0d\00\0やっぱりここも寒いね\n早く見つけてあげないと……\x0e\x01\x03\x04È\0\0\0
M_HM33	\x0e\n\x10\x0e\x0c\0P\0a\0n\0i\0c\00\0うう……\nさ…… 寒いよぉ……\x0e\x01\0\x04È\0\0\0
M_HM34	\x0e\n\x10\x10\x0e\0S\0n\0e\0e\0z\0e\00\0ヘックチン
M_HM35	\x0e\n\x10\x0e\x0c\0P\0a\0n\0i\0c\00\0うう…… あれ…… お客さん……\nまま…… また 助けてもらっちゃいましたね……\nありがとうございます……
M_HM36	\x0e\n\x10\x0e\x0c\0P\0a\0n\0i\0c\01\0友人と山に入ったところまでは\n良かったんですが\nいきなり吹雪いてきて\n右も左もわからなくなってしまって……
M_HM37	\x0e\0\x03\x02\0\0\x0e\n\x12\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0S\01\0ハニー\x0e\0\x03\x02ÿÿ!
M_HM38	\x0e\n\x10\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0L\01\0あ! \x0e\0\x03\x02\0\0アミノ\x0e\0\x03\x02ÿÿさん!
M_HM39	\x0e\n\x12\x0e\x0c\0P\0a\0n\0i\0c\01\0はぐれた時は どうなることかと思ったけど\n無事で良かった～
M_HM40	私もこの人に助けてもらったんだ!
M_HM41	\x0e\n\x10\n\x08\0S\0a\0d\01\0本当に いつも いつも……\nすみません……\nこ… ここにも \x0e\0\x03\x02\0\0よろず屋\x0e\0\x03\x02ÿÿはありますので\nよかったら お立ち寄りください……
M_HM42	\x0e\n\x12\x0e\x0c\0L\0a\0u\0g\0h\00\0さっきはありがとう!\nおかげで 命拾いしたわ～
M_HM43	\x0e\n\0\x0e\x0c\0T\0h\0i\0n\0k\01\0まったく…… あんな所に\nあんな\x0e\0\x03\x02\0\0薄着\x0e\0\x03\x02ÿÿでいるなんて……
M_HM44	\x0e\n\x12\x0c\n\0E\0a\0s\0e\01\0最近 \x0e\0\x03\x02\0\0村長\x0e\0\x03\x02ÿÿが変わったんだけどさぁ……\nえらく熱い人でね
M_HM45	トレーニングすれば\n寒さなんて 感じないんだ
M_HM46	\x0e\n\x12\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\00\0{s[150]}ぞ!{s[100]}
M_HM47	とか
M_HM48	服なんか着るから 体が甘えて\n余計寒くなるんだ
M_HM49	\x0e\n\x12\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\00\0{s[150]}ぞ!{s[100]}
M_HM50	って言いだしてさ……
M_HM51	\x0e\n\0\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0S\00\0そのしゃべり方……\nもしかして……
M_HM52	\x0e\n\x12\n\x08\0S\0a\0d\00\0お陰で私達は薄着で過ごさなきゃならない\n事になっちゃったのよ……
M_HM53	気合いれて \x0e\0\x03\x02\0\0ハニー\x0e\0\x03\x02ÿÿの服の材料を取りに\n一緒に 山に行ったのはいいけど
M_HM54	寒いモンはやっぱり寒くてね\n気合だけじゃ どうにもならなかったのよ……
M_HM56	\x0e\n\0\n\x08\0S\0a\0d\01\0誰も 文句いわないのかな?
M_HM57	\x0e\n\x12\x10\x0e\0R\0e\0g\0r\0e\0t\00\0その\x0e\0\x03\x02\0\0村長\x0e\0\x03\x02ÿÿってのが すっごく鍛えてて\n上半身なんて ほんと冷蔵庫みたいにおっきいの\n怖くて誰も 文句言えないのよ……
M_HM58	まぁ \x0e\0\x03\x02\0\0村長の家\x0e\0\x03\x02ÿÿまで道中が 険しいわ 寒いわで\nそもそも誰も 行きたがらないんだけどね
M_HM104	\x0e\n\x12\x0e\x0c\0A\0n\0g\0r\0y\00\0あ～ 誰かガツンと言ってくれないかなぁ……
M_HM59	\x0e\n\0\n\x08\0S\0a\0d\01\0ねぇ  \x0e\x0b\0\0 ……\nその\x0e\0\x03\x02\0\0村長\x0e\0\x03\x02ÿÿさんって……
M_HM60	どうかんがえても\n\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0ジョー・ワン\x0e\0\x03\x02ÿÿさんだよね……?
M_HM61	\x0e\n\0\x0e\x0c\0P\0a\0n\0i\0c\00\0このままじゃ 村人達が\n凍えちゃうよ!
M_HM66	この先に 家があるって言ってたし\n\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0ジョー・ワン\x0e\0\x03\x02ÿÿさんを説得しに行こうよ!
M_HM62	\x0e\n\0\x0e\x0c\0T\0h\0i\0n\0k\00\0\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0ジョー・ワン\x0e\0\x03\x02ÿÿさんの家に行くには\nここを通らないといけないみたいだね
M_HM105	それにしても 冷えるね～\n\nこんな所でじっとしてたら\n雪だるまになっちゃうよ
M_HM63	\x0e\n\0\x0c\n\0C\0a\0l\0l\00\0そうなる前に\nさあ 行こ……
M_HM64	イタッ!
M_HM65	\x0e\n\0\x10\x0e\0N\0o\0t\0i\0c\0e\01\0何か足元に転がってるけど……\n何これ…… 雪だるま……? \n……\n……
M_HM67	\x0e\n\x13\x1c\x1a\0A\0f\0t\0e\0r\0_\0S\0n\0e\0e\0z\0e\00\0ガクガクガクガク\nガクガクガクガク
M_HM68	\x0e\n\0\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0S\00\0ああ! \x0e\x0b\0\0 !!
M_HM69	ひ…… 人だよ!!!\n大丈夫ですか??
M_HM70	\x0e\n\0\x0e\x0c\0P\0a\0n\0i\0c\01\0しかも またそんな薄着で……
M_HM71	\x0e\n\x13\x0e\x0c\0P\0a\0n\0i\0c\00\0ううう…… \n\x0e\0\x03\x02\0\0チーズオニオンスープ\x0e\0\x03\x02ÿÿが欲しい……
M_HM72	\x0e\n\0\x10\x0e\0D\0a\0m\0a\0g\0e\00\0\x0e\0\x03\x02\0\0チーズオニオンスープ\x0e\0\x03\x02ÿÿだね!\n\n\x0e\x0b\0\0 \n彼をこのままにはしておけないよ!
M_HM73	とりあえず スープを買うか作るかして\n彼に飲ませてあげよう!
M_HM74	\x0e\n\0\x10\x0e\0D\0a\0m\0a\0g\0e\00\0彼をこのままにはしておけないよ!\n\x0e\0\x03\x02\0\0チーズオニオンスープ\x0e\0\x03\x02ÿÿを手に入れないと!
M_HM75	\x0e\n\x13\x0e\x0c\0P\0a\0n\0i\0c\00\0ああああああ\n\x0e\0\x03\x02\0\0チーズオニオンスープ\x0e\0\x03\x02ÿÿがが…ほほほ……ほしい
M_HM76	\x0e\n\0\x10\x0e\0D\0a\0m\0a\0g\0e\00\0と とりあえず\nこれを飲んで!
M_HM77	\x0e\n\x1b\x02\0\0{s[075]}ズズズズズズズズ……{s[100]}
M_HM78	\x0e\n\x13\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0L\00\0!!
M_HM79	ズズズズズズズズズー
M_HM80	\x0e\n\x13\x0e\x0c\0H\0a\0p\0p\0y\00\0ほわぁ～\nあったまったぁ～
M_HM81	いや～ \x0e\0\x03\x02\0\0村長\x0e\0\x03\x02ÿÿに文句言ってやろうと思って\n出てきたのはいいけど\n\x0e\n\x13\x10\x0e\0R\0e\0g\0r\0e\0t\01\0村長の家の方から\nいきなり \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0黒いドラゴン\x0e\0\x03\x02ÿÿが飛んできてさ……
M_HM120	ビックリして 腰を抜かしちゃったんだよね……
M_HM82	\x0e\n\0\x0e\x0c\0A\0n\0g\0r\0y\00\0やっぱり \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0ドラゴ\x0e\0\x03\x02ÿÿが関わってたのか!
M_HM83	\x0e\n\x13\n\x08\0S\0a\0d\00\0やっぱり ここを通るのは\n僕には無理みたいだよ
M_HM84	君はこの先にいくの?\n\n\x0e\n\x13\x0e\x0c\0P\0a\0n\0i\0c\01\0止めはしないけど\n\x0e\0\x03\x02\0\0村長の家\x0e\0\x03\x02ÿÿには\x0e\0\x03\x02\0\0番犬\x0e\0\x03\x02ÿÿもいるって噂だ\n気を付けてな!
M_HM85	\x0e\n\0\x1c\x1a\0T\0a\0l\0k\0P\0o\0s\0i\0t\0i\0v\0e\00\0とりあえず元気になって よかったね 
M_HM86	でも \x0eÉ\n\x0e\x04\0ÕP\x890\x06\0Áy_0a0も油断は禁物だよ!
M_HM87	\x0e\n\0\x0e\x0c\0P\0a\0n\0i\0c\00\0天然の冷凍庫ってとこだね……\n確かに街の人が ここを越えるのは難しそうだね\x0e\x01\x03\x04È\0\0\0
M_HM88	\x0e\n\0\x0c\n\0C\0a\0l\0l\00\0\x0eÉ\n\x0e\x04\0ÕP\x890\x06\0Áy_0a0は 凍えないように\nしっかり運動しないとね\x0e\x01\x03\x04È\0\0\0
M_HM89	\x0e\n\0\x1c\x1a\0T\0a\0l\0k\0P\0o\0s\0i\0t\0i\0v\0e\00\0\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ魔物のおかげで\n体もあったまってきたね!\x0e\x01\x03\x04È\0\0\0
M_HM90	\x0e\n\0\x0c\n\0C\0a\0l\0l\00\0さあ 峠は越えたね\n\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0ジョー・ワン\x0e\0\x03\x02ÿÿさんの家までもうすぐだ!
M_HM91	\x0e\n\0\x0e\x0c\0T\0h\0i\0n\0k\00\0ここが\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0ジョー・ワンさんの家\x0e\0\x03\x02ÿÿの\n玄関みたいだね
M_HM92	\x0e\n\0\x10\x0e\0N\0o\0t\0i\0c\0e\01\0あれ?\n門があいてる……
M_HM93	入っていいん……だよね?
M_HM94	\x0e\n\0\n\x08\0S\0a\0d\01\0そういえば さっきのお兄さん\n\x0e\0\x03\x02\0\0番犬\x0e\0\x03\x02ÿÿがどうとか言ってたような……\x0e\x01\x03\x04È\0\0\0
M_HM95	\x0e\n\0\x0e\x0c\0T\0h\0i\0n\0k\01\0\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0あの魔物\x0e\0\x03\x02ÿÿがいるって事は
M_HM96	やっぱり ここの村長さんは\n\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0ジョー・ワン\x0e\0\x03\x02ÿÿさんに間違いなさそうだね
M_HM97	\x0e\n\0\n\x08\0S\0a\0d\00\0これは 話し合いだけじゃ\nすまないだろうなぁ……
M_HM98	\x0e\n\0\n\x08\0S\0a\0d\01\0外はこんなに寒いのに……
M_HM99	ここからでも感じる殺気というか……\n熱気というか……\nこれはもう確実に\n\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0ジョー・ワン\x0e\0\x03\x02ÿÿさんだね……
M_HM100	\x0e\n\0\x10\x0e\0N\0o\0t\0i\0c\0e\00\0……あれ ということは……\nもしかしたら ここに\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0ドラゴ\x0e\0\x03\x02ÿÿは……\x0e\x01\x03\x04È\0\0\0
M_HM101	\x0e\n\0\x0e\x0c\0T\0h\0i\0n\0k\01\0ここからでも感じる熱気……
M_HM102	\x0e\n\0\x0e\x0c\0S\0c\0a\0r\0e\00\0でも熱い心なら\n\x0eÉ\n\x0e\x04\0ÕP\x890\x06\0Áy_0a0も負けないよね!
M_HM103	\x0e\n\x0c\x16\x14\0T\0a\0l\0k\0A\0g\0r\0e\0e\00\0ここからでも感じた熱気……\nやはりお前か \x0e\x0b\0\0……\x0e\x01\0\x04<\0\0\0\n\x0e\n\x0c\x10\x0e\0N\0o\0t\0i\0c\0e\01\0どうやら この俺に\n物申したいって顔だな\x0e\x01\0\x04<\0\0\0\n\x0e\n\x0c\x0c\n\0C\0a\0l\0l\00\0しかし ここは俺が\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0ドラゴ\x0e\0\x03\x02ÿÿ様に任された村\n従えぬなら 消えてもらうだけだ\x0e\x01\0\x04<\0\0\0
M_HM107	\x0e\n\x0c\x0c\n\0C\0a\0l\0l\01\0筋肉は……\x0e\x01\x03\x04È\0\0\0
M_HM108	\x0e\n\x0c\x0e\x0c\0S\0c\0a\0r\0e\00\0熱を生み出す\n最高にして 最強のウェアだ!\x0e\x01\x03\x04æ\0\0\0
M_HM109	\x0e\n\x0c\x10\x0e\0D\0a\0m\0a\0g\0e\01\0俺のウェアも作り直しだな……\x0e\x01\x03\x04,\x01\0\0
M_HM110	\x0e\n\x0c\x10\x0e\0D\0a\0m\0a\0g\0e\01\0ぐぬぅ……\nこの俺に何度も腕をつかせるとは……
M_HM111	俺の腕は\n\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0ドラゴ\x0e\0\x03\x02ÿÿ様をお守りするためにあるというのに
M_HM112	\x0e\n\0\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0S\00\0そうだ! 忘れてた!\n\n\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0ドラゴ\x0e\0\x03\x02ÿÿは……\n\x0e\0\x03\x02\0\0ドラゴ\x0e\0\x03\x02ÿÿは今どこに?
M_HM113	\x0e\n\x0c\x16\x14\0T\0a\0l\0k\0A\0g\0r\0e\0e\00\0\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0ドラゴ\x0e\0\x03\x02ÿÿ様は \x0e\0\x03\x02\0\0腕の力\x0e\0\x03\x02ÿÿを強化されるため\n\x0e\0\x03\x02\0\0次の国\x0e\0\x03\x02ÿÿでトレーニングに はげんでおられる\nお前なんぞには\n口がさけても言うわけないだろ!
M_HM115	\x0e\n\x0c\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0L\00\0ぬぉっ!\n\nしまった!
M_HM116	\x0e\n\x0c\n\x08\0S\0a\0d\01\0くっ…… {r2[こうりんきん]}口輪筋{/r2}も鍛えねば……
M_HM117	\x0e\n\0\n\x08\0S\0a\0d\00\0と…… ともかく\n\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0ドラゴ\x0e\0\x03\x02ÿÿの居場所はわかったね
M_HM118	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0ジョー・ワン\x0e\0\x03\x02ÿÿさんもここを去ったみたいだし\nこの国も 元通りになるだろう
M_HM119	\x0e\n\0\x0c\n\0C\0a\0l\0l\00\0腕まで鍛えられたら厄介だ\n早く \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0ドラゴ\x0e\0\x03\x02ÿÿのところへ向かおう!
M_HM128	\x0e\n\x15\x10\x0e\0H\0a\0p\0p\0y\0L\00\0お! \x0e\x0b\0\0!\nやはりお前も参加していたか!
M_HM129	\x0e\n\x15\x14\x12\0R\0e\0s\0p\0o\0n\0s\0e\00\0この場所を\x0eú\x01\x04\0\0\0Í歩以内で走り抜けるのが\nここの競技らしいぞ!\nスポルタのプライド\n見せてやろう!
M_HM130	\x0e\n\0\x0c\n\0C\0a\0l\0l\01\0スパルタ隊長まで来てるなんてね\n\x0eÉ\n\x0e\x04\0ÕP\x890\x06\0Áy_0a0も負けられないね\x0e\x01\x03\x04È\0\0\0
M_HM131	\x0e\n\0\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\01\0お疲れ \x0e\x0b\0\0!\nスパルタ隊長は ゴールできたのかな?
M_HM132	\x0e\n\x12\x14\x12\0G\0r\0e\0e\0t\0i\0n\0g\01\0ああ あの人なら\nスタート直後に足をくじいて棄権してたわよ
M_HM153	\x0e\n\0\n\x08\0S\0a\0d\01\0あの人 いつもイザって時に役に立たな……\nいや いなくなるよね……
M_HM133	\x0e\n\0\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0S\00\0{s[150]}あ! あそこにいるのって!?{s[100]}
M_HM138	\x0e\n\x11\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\00\0なんだ 見覚えのある顔だの
M_HM154	\x0e\n\x11\x14\x12\0G\0r\0e\0e\0t\0i\0n\0g\01\0実はワシは走るのが大好きでな\n走るイベントがあると聞いて 遊びにきたのだ!\n\x0e\n\x11\x0e\x0c\0H\0a\0p\0p\0y\00\0ふふ これでも神だからな\n人間などに負けはせぬぞ!
M_HM134	\x0e\n\0\x0c\n\0C\0a\0l\0l\00\0走りなら\x0eÉ\n\x0e\x04\0ÕP\x890\x06\0Áy_0a0も負けてないよね!\nさあ 思い切り駆け抜けよう!\x0e\x01\x03\x04È\0\0\0
M_HM135	\x0e\n\0\x0c\n\0E\0a\0s\0e\01\0ふぅ…… 走り切ったね!\nアメフラス様はもうゴールしたのかな?
M_HM136	\x0e\n\x11\x0e\x0c\0A\0n\0g\0r\0y\01\0当たり前じゃ! ワシを誰だと思っておる!\nお前の半分以下のタイムでゴールしたわい
M_HM137	\x0e\n\0\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\00\0さすが神様!
M_HM151	\x0e\n\x11\x0e\x0c\0P\0a\0n\0i\0c\01\0じゃが ワシは普通の人間には見えん事を\nすっかり忘れておってな……\nランク外のようじゃ……
M_HM152	\x0e\n\x11\x0e\x0c\0P\0a\0n\0i\0c\00\0うう…… せっかく一番になったのに……
M_HM145	\x0e\n\x0f\x0e\x0c\0A\0n\0g\0r\0y\00\0ここか!\nスムージーを使わない競技ってのは!
M_HM146	\x0e\n\0\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0S\00\0ダンナさんも出るの??
M_HM147	\x0e\n\x0f\x0e\x0c\0A\0n\0g\0r\0y\01\0スムージーを使わないなんて\n営業妨害ですからね!\n\x0e\n\x0f\x0e\x0c\0A\0n\0g\0r\0y\00\0参加して一番をとって\n運営に抗議するんです!
M_HM148	\x0e\n\0\x0e\x0c\0T\0h\0i\0n\0k\01\0ダンナさんの意気込みはわかるけど……\n大丈夫かな??\x0e\x01\x03\x04È\0\0\0
M_HM149	\x0e\n\x0f\x0e\x0c\0P\0a\0n\0i\0c\01\0はあああああ……\n\n我慢できなくて\n途中でスムージー飲んじゃいましたよ
M_HM150	\x0e\n\0\n\x08\0S\0a\0d\01\0やっぱり……
M_HM155	\x0e\n\x0f\x14\x12\0G\0r\0e\0e\0t\0i\0n\0g\00\0でも スムージーを飲まないことで\nスムージーの大切さがよくわかりましたよ\nこれは……
M_HM156	\x0e\n\x10\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\01\0{s[150]}商売繁盛の予感!{s[100]}
M_HM157	\x0e\n\x10\x0e\x0c\0L\0a\0u\0g\0h\00\0さ 早く帰りましょ!\nスムージー た～っくさん 作っとかないとね!
M_HM139	\x0e\n\x12\x0e\x0c\0P\0a\0n\0i\0c\00\0ここは 何が起こるかわからない\n魅惑のハテナイベント!\n\x0e\n\x12\x0e\x0c\0P\0a\0n\0i\0c\00\0足を踏み入れたら最後\n生きて帰ってきた者はいないらしいわ
M_HM140	\x0e\n\0\x0e\x0c\0P\0a\0n\0i\0c\00\0ゴクリ……
M_HM141	\x0e\n\x12\x0e\x0c\0L\0a\0u\0g\0h\00\0なんてね\nここでは\x0e\0\x03\x02\0\0腕試しイベント\x0e\0\x03\x02ÿÿをやってるらしいわよ
M_HM164	\x0e\n\x12\x0e\x0c\0T\0h\0i\0n\0k\00\0とはいえ なぜかまだ誰も\nチャレンジしてないみたいなのよね……
M_HM165	\x0e\n\x12\x14\x12\0R\0e\0s\0p\0o\0n\0s\0e\00\0アナタの腕っぷしなら 怖いものなんて\nなさそうだし チャレンジしてみたら?
M_HM142	\x0e\n\0\x0e\x0c\0T\0h\0i\0n\0k\00\0腕試しかぁ……\n肩はあったまってる?\x0e\x01\x03\x04È\0\0\0
M_HM143	\x0e\n\x12\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0S\01\0あ 出てきた!\nよかった～
M_HM144	\x0e\n\0\x10\x0e\0N\0o\0t\0i\0c\0e\00\0どうしたんだろ?
