bag
SS_bag_000	YOUR MONEY
BTL_STRID_SET_Hensin_Y2Y	The wild [VAR 0102(0000)] transformed into\nthe wild [VAR 0102(0001)]!
BTL_STRID_SET_Hensin_E	The opposing [VAR 0102(0000)] transformed\ninto [VAR 0102(0001)]!
BTL_STRID_SET_Hensin_E2E	The opposing [VAR 0102(0000)] transformed into\nthe opposing [VAR 0102(0001)]!
BTL_STRID_SET_Hensin_T	[VAR 0100(000A)]’s [VAR 0102(0000)] transformed\ninto [VAR 0102(0001)]!
BTL_STRID_SET_Hensin_T2T	[VAR 0100(000A)]’s [VAR 0102(0000)] transformed into\n[VAR 0100(000B)]’s [VAR 0102(0001)]!
BTL_STRID_SET_LockOn	[VAR 0102(0000)] took aim at [VAR 0102(0001)]!
BTL_STRID_SET_LockOn_2Y	[VAR 0102(0000)] took aim at the wild [VAR 0102(0001)]!
BTL_STRID_SET_LockOn_2E	[VAR 0102(0000)] took aim at\nthe opposing [VAR 0102(0001)]!
BTL_STRID_SET_LockOn_2T	[VAR 0102(0000)] took aim at\n[VAR 0100(000B)]’s [VAR 0102(0001)]!
BTL_STRID_SET_LockOn_Y	The wild [VAR 0102(0000)] took aim at [VAR 0102(0001)]!
BTL_STRID_SET_LockOn_Y2Y	The wild [VAR 0102(0000)] took aim at\nthe wild [VAR 0102(0001)]!
BTL_STRID_SET_LockOn_E	The opposing [VAR 0102(0000)] took aim\nat [VAR 0102(0001)]!
BTL_STRID_SET_LockOn_E2E	The opposing [VAR 0102(0000)] took aim at\nthe opposing [VAR 0102(0001)]!
BTL_STRID_SET_LockOn_T	[VAR 0100(000A)]’s [VAR 0102(0000)] took aim\nat [VAR 0102(0001)]!
BTL_STRID_SET_LockOn_T2T	[VAR 0100(000A)]’s [VAR 0102(0000)] took aim\nat [VAR 0100(000B)]’s [VAR 0102(0001)]!
BTL_STRID_SET_DenjiFuyu	[VAR 0102(0000)] levitated with electromagnetism!
BTL_STRID_SET_DenjiFuyu_Y	The wild [VAR 0102(0000)] levitated with electromagnetism!
BTL_STRID_SET_DenjiFuyu_E	The opposing [VAR 0102(0000)] levitated\nwith electromagnetism!
BTL_STRID_SET_DenjiFuyu_T	[VAR 0100(000A)]’s [VAR 0102(0000)] levitated\nwith electromagnetism!
BTL_STRID_SET_DenjiFuyuCure	[VAR 0102(0000)]’s electromagnetism wore off!
BTL_STRID_SET_DenjiFuyuCure_Y	The wild [VAR 0102(0000)]’s electromagnetism wore off!
BTL_STRID_SET_DenjiFuyuCure_E	The opposing [VAR 0102(0000)]’s electromagnetism wore off!
BTL_STRID_SET_DenjiFuyuCure_T	[VAR 0100(000A)]’s [VAR 0102(0000)]’s electromagnetism\nwore off!
BTL_STRID_SET_Juuden	[VAR 0102(0000)] began charging power!
BTL_STRID_SET_Juuden_Y	The wild [VAR 0102(0000)] began charging power!
BTL_STRID_SET_Juuden_E	The opposing [VAR 0102(0000)] began charging power!
BTL_STRID_SET_Juuden_T	[VAR 0100(000A)]’s [VAR 0102(0000)] began charging power!
BTL_STRID_SET_Akubi	[VAR 0102(0000)] grew drowsy!
BTL_STRID_SET_Akubi_Y	The wild [VAR 0102(0000)] grew drowsy!
BTL_STRID_SET_Akubi_E	The opposing [VAR 0102(0000)] grew drowsy!
BTL_STRID_SET_Akubi_T	[VAR 0100(000A)]’s [VAR 0102(0000)] grew drowsy!
BTL_STRID_SET_Konoyubi	[VAR 0102(0000)] became the center of attention!
BTL_STRID_SET_Konoyubi_Y	The wild [VAR 0102(0000)] became the center of attention!
BTL_STRID_SET_Konoyubi_E	The opposing [VAR 0102(0000)] became the center\nof attention!
BTL_STRID_SET_Konoyubi_T	[VAR 0100(000A)]’s [VAR 0102(0000)] became the center\nof attention!
BTL_STRID_SET_HeartSwap	[VAR 0102(0000)] switched stat changes with its target!
BTL_STRID_SET_HeartSwap_Y	The wild [VAR 0102(0000)] switched stat changes with\nits target!
BTL_STRID_SET_HeartSwap_E	The opposing [VAR 0102(0000)] switched stat changes with\nits target!
BTL_STRID_SET_HeartSwap_T	[VAR 0100(000A)]’s [VAR 0102(0000)] switched stat changes\nwith its target!
BTL_STRID_SET_PowerSwap	[VAR 0102(0000)] switched all changes to its Attack and\nSp. Atk with its target!
BTL_STRID_SET_PowerSwap_Y	The wild [VAR 0102(0000)] switched all changes to its Attack\nand Sp. Atk with its target!
BTL_STRID_SET_PowerSwap_E	The opposing [VAR 0102(0000)] switched all changes to\nits Attack and Sp. Atk with its target!
BTL_STRID_SET_PowerSwap_T	[VAR 0100(000A)]’s [VAR 0102(0000)] switched all changes to\nits Attack and Sp. Atk with its target!
BTL_STRID_SET_GuardSwap	[VAR 0102(0000)] switched all changes to its Defense and\nSp. Def with its target!
BTL_STRID_SET_GuardSwap_Y	The wild [VAR 0102(0000)] switched all changes to its\nDefense and Sp. Def with its target!
BTL_STRID_SET_GuardSwap_E	The opposing [VAR 0102(0000)] switched all changes to its\nDefense and Sp. Def with its target!
BTL_STRID_SET_GuardSwap_T	[VAR 0100(000A)]’s [VAR 0102(0000)] switched all changes to\nits Defense and Sp. Def with its target!
BTL_STRID_SET_Trick	[VAR 0102(0000)] switched items with its target!
BTL_STRID_SET_Trick_Y	The wild [VAR 0102(0000)] switched items with its target!
BTL_STRID_SET_Trick_E	The opposing [VAR 0102(0000)] switched items with\nits target!
BTL_STRID_SET_Trick_T	[VAR 0100(000A)]’s [VAR 0102(0000)] switched items with\nits target!
BTL_STRID_SET_TrickGetItem	[VAR 0102(0000)] obtained [VAR 1305(-001)][VAR 010A(0001)].
BTL_STRID_SET_TrickGetItem_Y	The wild [VAR 0102(0000)] obtained\n[VAR 1305(-001)][VAR 010A(0001)].
BTL_STRID_SET_TrickGetItem_E	The opposing [VAR 0102(0000)] obtained\n[VAR 1305(-001)][VAR 010A(0001)].
BTL_STRID_SET_TrickGetItem_T	[VAR 0100(000A)]’s [VAR 0102(0000)] obtained\n[VAR 1305(-001)][VAR 0109(0001)].
BTL_STRID_SET_Monomane	[VAR 0102(0000)] learned [VAR 0107(0001)]!
BTL_STRID_SET_Monomane_Y	The wild [VAR 0102(0000)] learned [VAR 0107(0001)]!
BTL_STRID_SET_Monomane_E	The opposing [VAR 0102(0000)]\nlearned [VAR 0107(0001)]!
BTL_STRID_SET_Monomane_T	[VAR 0100(000A)]’s [VAR 0102(0000)]\nlearned [VAR 0107(0001)]!
BTL_STRID_SET_Sketch	[VAR 0102(0000)] sketched [VAR 0107(0001)]!
BTL_STRID_SET_Sketch_Y	The wild [VAR 0102(0000)] sketched\n[VAR 0107(0001)]!
BTL_STRID_SET_Sketch_E	The opposing [VAR 0102(0000)] sketched\n[VAR 0107(0001)]!
BTL_STRID_SET_Sketch_T	[VAR 0100(000A)]’s [VAR 0102(0000)]\nsketched [VAR 0107(0001)]!
BTL_STRID_SET_MikadukiNoMai	[VAR 0102(0000)] became cloaked in mystical moonlight!
BTL_STRID_SET_MikadukiNoMai_Y	The wild [VAR 0102(0000)] became cloaked in\nmystical moonlight!
BTL_STRID_SET_MikadukiNoMai_E	The opposing [VAR 0102(0000)] became cloaked in\nmystical moonlight!
BTL_STRID_SET_MikadukiNoMai_T	[VAR 0100(000A)]’s [VAR 0102(0000)] became cloaked in\nmystical moonlight!
BTL_STRID_SET_IyasiNoNegai	The healing wish came true for [VAR 0102(0000)]!
BTL_STRID_SET_IyasiNoNegai_Y	The healing wish came true for the wild [VAR 0102(0000)]!
BTL_STRID_SET_IyasiNoNegai_E	The healing wish came true for\nthe opposing [VAR 0102(0000)]!
BTL_STRID_SET_IyasiNoNegai_T	The healing wish came true for\n[VAR 0100(000A)]’s [VAR 0102(0000)]!
BTL_STRID_SET_Negaigoto	[VAR 0102(0000)]’s wish came true!
BTL_STRID_SET_Negaigoto_Y	The wild [VAR 0102(0000)]’s wish came true!
BTL_STRID_SET_Negaigoto_E	The opposing [VAR 0102(0000)]’s wish came true!
BTL_STRID_SET_Negaigoto_T	[VAR 0100(000A)]’s [VAR 0102(0000)]’s wish came true!
BTL_STRID_SET_Sawagu	[VAR 0102(0000)] caused an uproar!
BTL_STRID_SET_Sawagu_Y	The wild [VAR 0102(0000)] caused an uproar!
BTL_STRID_SET_Sawagu_E	The opposing [VAR 0102(0000)] caused an uproar!
BTL_STRID_SET_Sawagu_T	[VAR 0100(000A)]’s [VAR 0102(0000)] caused an uproar!
BTL_STRID_SET_SawaguWake	The uproar woke [VAR 0102(0000)]!
BTL_STRID_SET_SawaguWake_Y	The uproar woke the wild [VAR 0102(0000)]!
BTL_STRID_SET_SawaguWake_E	The uproar woke the opposing [VAR 0102(0000)]!
BTL_STRID_SET_SawaguWake_T	The uproar woke [VAR 0100(000A)]’s [VAR 0102(0000)]!
BTL_STRID_SET_SawaguSleepless	But the uproar kept [VAR 0102(0000)] awake!
BTL_STRID_SET_SawaguSleepless_Y	But the uproar kept the wild [VAR 0102(0000)] awake!
BTL_STRID_SET_SawaguSleepless_E	But the uproar kept the opposing [VAR 0102(0000)] awake!
BTL_STRID_SET_SawaguSleepless_T	But the uproar kept [VAR 0100(000A)]’s\n[VAR 0102(0000)] awake!
BTL_STRID_SET_SawaguSleeplessSelf	But [VAR 0102(0000)] can’t sleep in an uproar!
BTL_STRID_SET_SawaguSleeplessSelf_Y	But the wild [VAR 0102(0000)] can’t sleep in an uproar!
BTL_STRID_SET_SawaguSleeplessSelf_E	But the opposing [VAR 0102(0000)] can’t sleep in an uproar!
BTL_STRID_SET_SawaguSleeplessSelf_T	But [VAR 0100(000A)]’s [VAR 0102(0000)] can’t sleep\nin an uproar!
BTL_STRID_SET_SawaguCont	[VAR 0102(0000)] is making an uproar!
BTL_STRID_SET_SawaguCont_Y	The wild [VAR 0102(0000)] is making an uproar!
BTL_STRID_SET_SawaguCont_E	The opposing [VAR 0102(0000)] is making an uproar!
BTL_STRID_SET_SawaguCont_T	[VAR 0100(000A)]’s [VAR 0102(0000)] is making an uproar!
BTL_STRID_SET_SawaguCure	[VAR 0102(0000)] calmed down.
BTL_STRID_SET_SawaguCure_Y	The wild [VAR 0102(0000)] calmed down.
BTL_STRID_SET_SawaguCure_E	The opposing [VAR 0102(0000)] calmed down.
BTL_STRID_SET_SawaguCure_T	[VAR 0100(000A)]’s [VAR 0102(0000)] calmed down.
BTL_STRID_SET_Takuwaeru	[VAR 0102(0000)] stockpiled [VAR 0200(0001)]!
BTL_STRID_SET_Takuwaeru_Y	The wild [VAR 0102(0000)] stockpiled [VAR 0200(0001)]!
BTL_STRID_SET_Takuwaeru_E	The opposing [VAR 0102(0000)] stockpiled [VAR 0200(0001)]!
BTL_STRID_SET_Takuwaeru_T	[VAR 0100(000A)]’s [VAR 0102(0000)] stockpiled [VAR 0200(0001)]!
BTL_STRID_SET_TakuwaeOff	[VAR 0102(0000)]’s stockpiled effect wore off!
BTL_STRID_SET_TakuwaeOff_Y	The wild [VAR 0102(0000)]’s stockpiled effect wore off!
BTL_STRID_SET_TakuwaeOff_E	The opposing [VAR 0102(0000)]’s stockpiled effect wore off!
BTL_STRID_SET_TakuwaeOff_T	[VAR 0100(000A)]’s [VAR 0102(0000)]’s stockpiled effect\nwore off!
BTL_STRID_SET_Sasiosae	[VAR 0102(0000)] can’t use items anymore!
BTL_STRID_SET_Sasiosae_Y	The wild [VAR 0102(0000)] can’t use items anymore!
BTL_STRID_SET_Sasiosae_E	The opposing [VAR 0102(0000)] can’t use items anymore!
BTL_STRID_SET_Sasiosae_T	[VAR 0100(000A)]’s [VAR 0102(0000)] can’t use\nitems anymore!
BTL_STRID_SET_SasiosaeCure	[VAR 0102(0000)] can use items again!
BTL_STRID_SET_SasiosaeCure_Y	The wild [VAR 0102(0000)] can use items again!
BTL_STRID_SET_SasiosaeCure_E	The opposing [VAR 0102(0000)] can use items again!
BTL_STRID_SET_SasiosaeCure_T	[VAR 0100(000A)]’s [VAR 0102(0000)] can use items again!
BTL_STRID_SET_Recycle	[VAR 0102(0000)] found [VAR 1305(-001)][VAR 010A(0001)]!
BTL_STRID_SET_Recycle_Y	The wild [VAR 0102(0000)] found\n[VAR 1305(-001)][VAR 010A(0001)]!
BTL_STRID_SET_Recycle_E	The opposing [VAR 0102(0000)] found\n[VAR 1305(-001)][VAR 010A(0001)]!
BTL_STRID_SET_Recycle_T	[VAR 0100(000A)]’s [VAR 0102(0000)] found\n[VAR 1305(-001)][VAR 010A(0001)]!
BTL_STRID_SET_NeWoHaru	[VAR 0102(0000)] planted its roots!
BTL_STRID_SET_NeWoHaru_Y	The wild [VAR 0102(0000)] planted its roots!
BTL_STRID_SET_NeWoHaru_E	The opposing [VAR 0102(0000)] planted its roots!
BTL_STRID_SET_NeWoHaru_T	[VAR 0100(000A)]’s [VAR 0102(0000)] planted its roots!
BTL_STRID_SET_NeWoHaruRecover	[VAR 0102(0000)] absorbed nutrients with its roots!
BTL_STRID_SET_NeWoHaruRecover_Y	The wild [VAR 0102(0000)] absorbed nutrients with its roots!
BTL_STRID_SET_NeWoHaruRecover_E	The opposing [VAR 0102(0000)] absorbed nutrients with\nits roots!
BTL_STRID_SET_NeWoHaruRecover_T	[VAR 0100(000A)]’s [VAR 0102(0000)] absorbed nutrients\nwith its roots!
BTL_STRID_SET_NeWoHaruStick	[VAR 0102(0000)] is anchored in place with its roots!
BTL_STRID_SET_NeWoHaruStick_Y	The wild [VAR 0102(0000)] is anchored in place with its roots!
BTL_STRID_SET_NeWoHaruStick_E	The opposing [VAR 0102(0000)] is anchored in place\nwith its roots!
BTL_STRID_SET_NeWoHaruStick_T	[VAR 0100(000A)]’s [VAR 0102(0000)] is anchored in place\nwith its roots!
BTL_STRID_SET_Gaman	[VAR 0102(0000)] is storing energy!
BTL_STRID_SET_Gaman_Y	The wild [VAR 0102(0000)] is storing energy!
BTL_STRID_SET_Gaman_E	The opposing [VAR 0102(0000)] is storing energy!
BTL_STRID_SET_Gaman_T	[VAR 0100(000A)]’s [VAR 0102(0000)] is storing energy!
BTL_STRID_SET_GamanEnd	[VAR 0102(0000)] unleashed its energy!
BTL_STRID_SET_GamanEnd_Y	The wild [VAR 0102(0000)] unleashed its energy!
BTL_STRID_SET_GamanEnd_E	The opposing [VAR 0102(0000)] unleashed its energy!
BTL_STRID_SET_GamanEnd_T	[VAR 0100(000A)]’s [VAR 0102(0000)] unleashed its energy!
BTL_STRID_SET_MagicCoatReady	[VAR 0102(0000)] shrouded itself with Magic Coat!
BTL_STRID_SET_MagicCoatReady_Y	The wild [VAR 0102(0000)] shrouded itself with Magic Coat!
BTL_STRID_SET_MagicCoatReady_E	The opposing [VAR 0102(0000)] shrouded itself with\nMagic Coat!
BTL_STRID_SET_MagicCoatReady_T	[VAR 0100(000A)]’s [VAR 0102(0000)] shrouded itself with\nMagic Coat!
BTL_STRID_SET_MagicCoatExe	[VAR 0102(0000)] bounced the\n[VAR 0107(0001)] back!
BTL_STRID_SET_MagicCoatExe_Y	The wild [VAR 0102(0000)] bounced the\n[VAR 0107(0001)] back!
BTL_STRID_SET_MagicCoatExe_E	The opposing [VAR 0102(0000)] bounced the\n[VAR 0107(0001)] back!
BTL_STRID_SET_MagicCoatExe_T	[VAR 0100(000A)]’s [VAR 0102(0000)] bounced the\n[VAR 0107(0001)] back!
BTL_STRID_SET_Teleport	[VAR 0102(0000)] fled from battle!
BTL_STRID_SET_Teleport_Y	The wild [VAR 0102(0000)] fled from battle!
BTL_STRID_SET_Teleport_E	The opposing [VAR 0102(0000)] fled from battle!
BTL_STRID_SET_Teleport_T	[VAR 0100(000A)]’s [VAR 0102(0000)] fled from battle!
BTL_STRID_SET_Tonbogaeri	[VAR 0102(0000)] went back to [VAR 0100(0001)]!
BTL_STRID_SET_Tonbogaeri_Y	The wild [VAR 0102(0000)] went back to [VAR 0100(0001)]!
BTL_STRID_SET_Tonbogaeri_E	The opposing [VAR 0102(0000)] went back\nto [VAR 0100(0001)]!
BTL_STRID_SET_Tonbogaeri_T	[VAR 0100(000A)]’s [VAR 0102(0000)] went back\nto [VAR 0100(0001)]!
BTL_STRID_SET_PowerTrick	[VAR 0102(0000)] switched its Attack and Defense!
BTL_STRID_SET_PowerTrick_Y	The wild [VAR 0102(0000)] switched its Attack and Defense!
BTL_STRID_SET_PowerTrick_E	The opposing [VAR 0102(0000)] switched its Attack\nand Defense!
BTL_STRID_SET_PowerTrick_T	[VAR 0100(000A)]’s [VAR 0102(0000)] switched its Attack\nand Defense!
BTL_STRID_SET_Tuibamu	[VAR 0102(0000)] stole and ate its\ntarget’s [VAR 0109(0001)]!
BTL_STRID_SET_Tuibamu_Y	The wild [VAR 0102(0000)] stole and ate its\ntarget’s [VAR 0109(0001)]!
BTL_STRID_SET_Tuibamu_E	The opposing [VAR 0102(0000)] stole and ate its\ntarget’s [VAR 0109(0001)]!
BTL_STRID_SET_Tuibamu_T	[VAR 0100(000A)]’s [VAR 0102(0000)] stole and ate its\ntarget’s [VAR 0109(0001)]!
BTL_STRID_SET_Nagetukeru	[VAR 0102(0000)] flung its [VAR 0109(0001)]!
BTL_STRID_SET_Nagetukeru_Y	The wild [VAR 0102(0000)] flung its [VAR 0109(0001)]!
BTL_STRID_SET_Nagetukeru_E	The opposing [VAR 0102(0000)] flung\nits [VAR 0109(0001)]!
BTL_STRID_SET_Nagetukeru_T	[VAR 0100(000A)]’s [VAR 0102(0000)] flung\nits [VAR 0109(0001)]!
BTL_STRID_SET_KousokuSpin	[VAR 0102(0000)] blew away [VAR 0107(0001)]!
BTL_STRID_SET_KousokuSpin_Y	The wild [VAR 0102(0000)] blew away\n[VAR 0107(0001)]!
BTL_STRID_SET_KousokuSpin_E	The opposing [VAR 0102(0000)] blew away\n[VAR 0107(0001)]!
BTL_STRID_SET_KousokuSpin_T	[VAR 0100(000A)]’s [VAR 0102(0000)] blew\naway [VAR 0107(0001)]!
BTL_STRID_SET_MigawariAppear	[VAR 0102(0000)] put in a substitute!
BTL_STRID_SET_MigawariAppear_Y	The wild [VAR 0102(0000)] put in a substitute!
BTL_STRID_SET_MigawariAppear_E	The opposing [VAR 0102(0000)] put in a substitute!
BTL_STRID_SET_MigawariAppear_T	[VAR 0100(000A)]’s [VAR 0102(0000)] put in a substitute!
BTL_STRID_SET_MigawariExist	[VAR 0102(0000)] already has a substitute!
BTL_STRID_SET_MigawariExist_Y	The wild [VAR 0102(0000)] already has a substitute!
BTL_STRID_SET_MigawariExist_E	The opposing [VAR 0102(0000)] already has a substitute!
BTL_STRID_SET_MigawariExist_T	[VAR 0100(000A)]’s [VAR 0102(0000)] already has a substitute!
BTL_STRID_SET_MigawariDamage	The substitute took damage for [VAR 0102(0000)]!
BTL_STRID_SET_MigawariDamage_Y	The substitute took damage for the wild [VAR 0102(0000)]!
BTL_STRID_SET_MigawariDamage_E	The substitute took damage for the\nopposing [VAR 0102(0000)]!
BTL_STRID_SET_MigawariDamage_T	The substitute took damage for\n[VAR 0100(000A)]’s [VAR 0102(0000)]!
BTL_STRID_SET_MigawariDestract	[VAR 0102(0000)]’s substitute faded!
BTL_STRID_SET_MigawariDestract_Y	The wild [VAR 0102(0000)]’s substitute faded!
BTL_STRID_SET_MigawariDestract_E	The opposing [VAR 0102(0000)]’s substitute faded!
BTL_STRID_SET_MigawariDestract_T	[VAR 0100(000A)]’s [VAR 0102(0000)]’s substitute faded!
BTL_STRID_SET_WideGuard	Wide Guard protected [VAR 0102(0000)]!
BTL_STRID_SET_WideGuard_Y	Wide Guard protected the wild [VAR 0102(0000)]!
BTL_STRID_SET_WideGuard_E	Wide Guard protected the opposing [VAR 0102(0000)]!
BTL_STRID_SET_WideGuard_T	Wide Guard protected [VAR 0100(000A)]’s [VAR 0102(0000)]!
BTL_STRID_SET_FastGuard	Quick Guard protected [VAR 0102(0000)]!
BTL_STRID_SET_FastGuard_Y	Quick Guard protected the wild [VAR 0102(0000)]!
BTL_STRID_SET_FastGuard_E	Quick Guard protected the opposing [VAR 0102(0000)]!
BTL_STRID_SET_FastGuard_T	Quick Guard protected [VAR 0100(000A)]’s [VAR 0102(0000)]!
BTL_STRID_SET_Simetukeru_Start	[VAR 0102(0000)] was squeezed by [VAR 0102(0001)]!
BTL_STRID_SET_Simetukeru_Start_2Y	[VAR 0102(0000)] was squeezed by\nthe wild [VAR 0102(0001)]!
BTL_STRID_SET_Simetukeru_Start_2E	[VAR 0102(0000)] was squeezed by\nthe opposing [VAR 0102(0001)]!
BTL_STRID_SET_Simetukeru_Start_2T	[VAR 0102(0000)] was squeezed by\n[VAR 0100(000B)]’s [VAR 0102(0001)]!
BTL_STRID_SET_Simetukeru_Start_Y	The wild [VAR 0102(0000)] was squeezed\nby [VAR 0102(0001)]!
BTL_STRID_SET_Simetukeru_Start_Y2Y	The wild [VAR 0102(0000)] was squeezed by\nthe wild [VAR 0102(0001)]!
BTL_STRID_SET_Simetukeru_Start_E	The opposing [VAR 0102(0000)] was squeezed by\n[VAR 0102(0001)]!
BTL_STRID_SET_Simetukeru_Start_E2E	The opposing [VAR 0102(0000)] was squeezed by\nthe opposing [VAR 0102(0001)]!
BTL_STRID_SET_Simetukeru_Start_T	[VAR 0100(000A)]’s [VAR 0102(0000)] was squeezed\nby [VAR 0102(0001)]!
BTL_STRID_SET_Simetukeru_Start_T2T	[VAR 0100(000A)]’s [VAR 0102(0000)] was squeezed by\n[VAR 0100(000B)]’s [VAR 0102(0001)]!
BTL_STRID_SET_Makituku_Start	[VAR 0102(0000)] was wrapped by [VAR 0102(0001)]!
BTL_STRID_SET_Makituku_Start_2Y	[VAR 0102(0000)] was wrapped by the wild [VAR 0102(0001)]!
BTL_STRID_SET_Makituku_Start_2E	[VAR 0102(0000)] was wrapped by\nthe opposing [VAR 0102(0001)]!
BTL_STRID_SET_Makituku_Start_2T	[VAR 0102(0000)] was wrapped by\n[VAR 0100(000B)]’s [VAR 0102(0001)]!
BTL_STRID_SET_Makituku_Start_Y	The wild [VAR 0102(0000)] was wrapped by\n[VAR 0102(0001)]!
BTL_STRID_SET_Makituku_Start_Y2Y	The wild [VAR 0102(0000)] was wrapped by\nthe wild [VAR 0102(0001)]!
BTL_STRID_SET_Makituku_Start_E	The opposing [VAR 0102(0000)] was wrapped by\n[VAR 0102(0001)]!
BTL_STRID_SET_Makituku_Start_E2E	The opposing [VAR 0102(0000)] was wrapped by\nthe opposing [VAR 0102(0001)]!
BTL_STRID_SET_Makituku_Start_T	[VAR 0100(000A)]’s [VAR 0102(0000)] was wrapped\nby [VAR 0102(0001)]!
BTL_STRID_SET_Makituku_Start_T2T	[VAR 0100(000A)]’s [VAR 0102(0000)] was wrapped by\n[VAR 0100(000B)]’s [VAR 0102(0001)]!
BTL_STRID_SET_KaradeHasamu_Start	[VAR 0102(0001)] clamped down on [VAR 0102(0000)]!
BTL_STRID_SET_KaradeHasamu_Start_2Y	The wild [VAR 0102(0001)] clamped down\non [VAR 0102(0000)]!
BTL_STRID_SET_KaradeHasamu_Start_2E	The opposing [VAR 0102(0001)] clamped down\non [VAR 0102(0000)]!
BTL_STRID_SET_KaradeHasamu_Start_2T	[VAR 0100(000B)]’s [VAR 0102(0001)] clamped down\non [VAR 0102(0000)]!
BTL_STRID_SET_KaradeHasamu_Start_Y	[VAR 0102(0001)] clamped down on\nthe wild [VAR 0102(0000)]!
BTL_STRID_SET_KaradeHasamu_Start_Y2Y	The wild [VAR 0102(0001)] clamped down on\nthe wild [VAR 0102(0000)]!
BTL_STRID_SET_KaradeHasamu_Start_E	[VAR 0102(0001)] clamped down on\nthe opposing [VAR 0102(0000)]!
BTL_STRID_SET_KaradeHasamu_Start_E2E	The opposing [VAR 0102(0001)] clamped down on\nthe opposing [VAR 0102(0000)]!
BTL_STRID_SET_KaradeHasamu_Start_T	[VAR 0102(0001)] clamped down on\n[VAR 0100(000A)]’s [VAR 0102(0000)]!
BTL_STRID_SET_KaradeHasamu_Start_T2T	[VAR 0100(000B)]’s [VAR 0102(0001)] clamped down on\n[VAR 0100(000A)]’s [VAR 0102(0000)]!
BTL_STRID_SET_Uzusio_Start	[VAR 0102(0000)] became trapped in the vortex!
BTL_STRID_SET_Uzusio_Start_Y	The wild [VAR 0102(0000)] became trapped in the vortex!
BTL_STRID_SET_Uzusio_Start_E	The opposing [VAR 0102(0000)] became trapped in\nthe vortex!
BTL_STRID_SET_Uzusio_Start_T	[VAR 0100(000A)]’s [VAR 0102(0000)] became trapped\nin the vortex!
BTL_STRID_SET_HonoNoUzu_Start	[VAR 0102(0000)] became trapped in the fiery vortex!
BTL_STRID_SET_HonoNoUzu_Start_Y	The wild [VAR 0102(0000)] became trapped in\nthe fiery vortex!
BTL_STRID_SET_HonoNoUzu_Start_E	The opposing [VAR 0102(0000)] became trapped in\nthe fiery vortex!
BTL_STRID_SET_HonoNoUzu_Start_T	[VAR 0100(000A)]’s [VAR 0102(0000)] became trapped\nin the fiery vortex!
BTL_STRID_SET_MagmaStorm_Start	[VAR 0102(0000)] became trapped by swirling magma!
BTL_STRID_SET_MagmaStorm_Start_Y	The wild [VAR 0102(0000)] became trapped by\nswirling magma!
BTL_STRID_SET_MagmaStorm_Start_E	The opposing [VAR 0102(0000)] became trapped by\nswirling magma!
BTL_STRID_SET_MagmaStorm_Start_T	[VAR 0100(000A)]’s [VAR 0102(0000)] became trapped\nby swirling magma!
BTL_STRID_SET_Sunajigoku_Start	[VAR 0102(0000)] became trapped by the quicksand!
BTL_STRID_SET_Sunajigoku_Start_Y	The wild [VAR 0102(0000)] became trapped by the quicksand!
BTL_STRID_SET_Sunajigoku_Start_E	The opposing [VAR 0102(0000)] became trapped by\nthe quicksand!
BTL_STRID_SET_Sunajigoku_Start_T	[VAR 0100(000A)]’s [VAR 0102(0000)] became trapped\nby the quicksand!
BTL_STRID_SET_WaruagakiExe	[VAR 0102(0000)] has no moves left!
BTL_STRID_SET_WaruagakiExe_Y	The wild [VAR 0102(0000)] has no moves left!
BTL_STRID_SET_WaruagakiExe_E	The opposing [VAR 0102(0000)] has no moves left!
BTL_STRID_SET_WaruagakiExe_T	[VAR 0100(000A)]’s [VAR 0102(0000)] has no moves left!
BTL_STRID_SET_SinpiNoMamori_Exe	[VAR 0102(0000)] is protected by Safeguard!
BTL_STRID_SET_SinpiNoMamori_Exe_Y	The wild [VAR 0102(0000)] is protected by Safeguard!
BTL_STRID_SET_SinpiNoMamori_Exe_E	The opposing [VAR 0102(0000)] is protected by Safeguard!
BTL_STRID_SET_SinpiNoMamori_Exe_T	[VAR 0100(000A)]’s [VAR 0102(0000)] is protected\nby Safeguard!
BTL_STRID_SET_SiroiKiri_Exe	[VAR 0102(0000)] is protected by the mist!
BTL_STRID_SET_SiroiKiri_Exe_Y	The wild [VAR 0102(0000)] is protected by the mist!
BTL_STRID_SET_SiroiKiri_Exe_E	The opposing [VAR 0102(0000)] is protected by the mist!
BTL_STRID_SET_SiroiKiri_Exe_T	[VAR 0100(000A)]’s [VAR 0102(0000)] is protected by the mist!
BTL_STRID_SET_PushOutChange	[VAR 0102(0000)] was dragged out!
BTL_STRID_SET_PushOutChange_Y	The wild [VAR 0102(0000)] was dragged out!
