bag
SS_bag_000	零用錢
BTL_STRID_SET_RankupLv3_DEF_Y	野生的[VAR 0102(0000)]的\n防禦極大幅提高了！
BTL_STRID_SET_RankupLv3_DEF_E	對手的[VAR 0102(0000)]的\n防禦極大幅提高了！
BTL_STRID_SET_RankupLv3_DEF_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n防禦極大幅提高了！
BTL_STRID_SET_RankupLv3_SPATK	[VAR 0102(0000)]的\n特攻極大幅提高了！
BTL_STRID_SET_RankupLv3_SPATK_Y	野生的[VAR 0102(0000)]的\n特攻極大幅提高了！
BTL_STRID_SET_RankupLv3_SPATK_E	對手的[VAR 0102(0000)]的\n特攻極大幅提高了！
BTL_STRID_SET_RankupLv3_SPATK_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n特攻極大幅提高了！
BTL_STRID_SET_RankupLv3_SPDEF	[VAR 0102(0000)]的\n特防極大幅提高了！
BTL_STRID_SET_RankupLv3_SPDEF_Y	野生的[VAR 0102(0000)]的\n特防極大幅提高了！
BTL_STRID_SET_RankupLv3_SPDEF_E	對手的[VAR 0102(0000)]的\n特防極大幅提高了！
BTL_STRID_SET_RankupLv3_SPDEF_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n特防極大幅提高了！
BTL_STRID_SET_RankupLv3_AGI	[VAR 0102(0000)]的\n速度極大幅提高了！
BTL_STRID_SET_RankupLv3_AGI_Y	野生的[VAR 0102(0000)]的\n速度極大幅提高了！
BTL_STRID_SET_RankupLv3_AGI_E	對手的[VAR 0102(0000)]的\n速度極大幅提高了！
BTL_STRID_SET_RankupLv3_AGI_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n速度極大幅提高了！
BTL_STRID_SET_RankupLv3_HIT	[VAR 0102(0000)]的\n命中率極大幅提高了！
BTL_STRID_SET_RankupLv3_HIT_Y	野生的[VAR 0102(0000)]的\n命中率極大幅提高了！
BTL_STRID_SET_RankupLv3_HIT_E	對手的[VAR 0102(0000)]的\n命中率極大幅提高了！
BTL_STRID_SET_RankupLv3_HIT_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n命中率極大幅提高了！
BTL_STRID_SET_RankupLv3_AVOID	[VAR 0102(0000)]的\n閃避率極大幅提高了！
BTL_STRID_SET_RankupLv3_AVOID_Y	野生的[VAR 0102(0000)]的\n閃避率極大幅提高了！
BTL_STRID_SET_RankupLv3_AVOID_E	對手的[VAR 0102(0000)]的\n閃避率極大幅提高了！
BTL_STRID_SET_RankupLv3_AVOID_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n閃避率極大幅提高了！
BTL_STRID_SET_Rankdown_ATK	[VAR 0102(0000)]的\n攻擊降低了！
BTL_STRID_SET_Rankdown_ATK_Y	野生的[VAR 0102(0000)]的\n攻擊降低了！
BTL_STRID_SET_Rankdown_ATK_E	對手的[VAR 0102(0000)]的\n攻擊降低了！
BTL_STRID_SET_Rankdown_ATK_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n攻擊降低了！
BTL_STRID_SET_Rankdown_DEF	[VAR 0102(0000)]的\n防禦降低了！
BTL_STRID_SET_Rankdown_DEF_Y	野生的[VAR 0102(0000)]的\n防禦降低了！
BTL_STRID_SET_Rankdown_DEF_E	對手的[VAR 0102(0000)]的\n防禦降低了！
BTL_STRID_SET_Rankdown_DEF_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n防禦降低了！
BTL_STRID_SET_Rankdown_SPATK	[VAR 0102(0000)]的\n特攻降低了！
BTL_STRID_SET_Rankdown_SPATK_Y	野生的[VAR 0102(0000)]的\n特攻降低了！
BTL_STRID_SET_Rankdown_SPATK_E	對手的[VAR 0102(0000)]的\n特攻降低了！
BTL_STRID_SET_Rankdown_SPATK_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n特攻降低了！
BTL_STRID_SET_Rankdown_SPDEF	[VAR 0102(0000)]的\n特防降低了！
BTL_STRID_SET_Rankdown_SPDEF_Y	野生的[VAR 0102(0000)]的\n特防降低了！
BTL_STRID_SET_Rankdown_SPDEF_E	對手的[VAR 0102(0000)]的\n特防降低了！
BTL_STRID_SET_Rankdown_SPDEF_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n特防降低了！
BTL_STRID_SET_Rankdown_AGI	[VAR 0102(0000)]的\n速度降低了！
BTL_STRID_SET_Rankdown_AGI_Y	野生的[VAR 0102(0000)]的\n速度降低了！
BTL_STRID_SET_Rankdown_AGI_E	對手的[VAR 0102(0000)]的\n速度降低了！
BTL_STRID_SET_Rankdown_AGI_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n速度降低了！
BTL_STRID_SET_Rankdown_HIT	[VAR 0102(0000)]的\n命中率降低了！
BTL_STRID_SET_Rankdown_HIT_Y	野生的[VAR 0102(0000)]的\n命中率降低了！
BTL_STRID_SET_Rankdown_HIT_E	對手的[VAR 0102(0000)]的\n命中率降低了！
BTL_STRID_SET_Rankdown_HIT_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n命中率降低了！
BTL_STRID_SET_Rankdown_AVOID	[VAR 0102(0000)]的\n閃避率降低了！
BTL_STRID_SET_Rankdown_AVOID_Y	野生的[VAR 0102(0000)]的\n閃避率降低了！
BTL_STRID_SET_Rankdown_AVOID_E	對手的[VAR 0102(0000)]的\n閃避率降低了！
BTL_STRID_SET_Rankdown_AVOID_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n閃避率降低了！
BTL_STRID_SET_RankdownLv2_ATK	[VAR 0102(0000)]的\n攻擊大幅降低了！
BTL_STRID_SET_RankdownLv2_ATK_Y	野生的[VAR 0102(0000)]的\n攻擊大幅降低了！
BTL_STRID_SET_RankdownLv2_ATK_E	對手的[VAR 0102(0000)]的\n攻擊大幅降低了！
BTL_STRID_SET_RankdownLv2_ATK_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n攻擊大幅降低了！
BTL_STRID_SET_RankdownLv2_DEF	[VAR 0102(0000)]的\n防禦大幅降低了！
BTL_STRID_SET_RankdownLv2_DEF_Y	野生的[VAR 0102(0000)]的\n防禦大幅降低了！
BTL_STRID_SET_RankdownLv2_DEF_E	對手的[VAR 0102(0000)]的\n防禦大幅降低了！
BTL_STRID_SET_RankdownLv2_DEF_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n防禦大幅降低了！
BTL_STRID_SET_RankdownLv2_SPATK	[VAR 0102(0000)]的\n特攻大幅降低了！
BTL_STRID_SET_RankdownLv2_SPATK_Y	野生的[VAR 0102(0000)]的\n特攻大幅降低了！
BTL_STRID_SET_RankdownLv2_SPATK_E	對手的[VAR 0102(0000)]的\n特攻大幅降低了！
BTL_STRID_SET_RankdownLv2_SPATK_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n特攻大幅降低了！
BTL_STRID_SET_RankdownLv2_SPDEF	[VAR 0102(0000)]的\n特防大幅降低了！
BTL_STRID_SET_RankdownLv2_SPDEF_Y	野生的[VAR 0102(0000)]的\n特防大幅降低了！
BTL_STRID_SET_RankdownLv2_SPDEF_E	對手的[VAR 0102(0000)]的\n特防大幅降低了！
BTL_STRID_SET_RankdownLv2_SPDEF_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n特防大幅降低了！
BTL_STRID_SET_RankdownLv2_AGI	[VAR 0102(0000)]的\n速度大幅降低了！
BTL_STRID_SET_RankdownLv2_AGI_Y	野生的[VAR 0102(0000)]的\n速度大幅降低了！
BTL_STRID_SET_RankdownLv2_AGI_E	對手的[VAR 0102(0000)]的\n速度大幅降低了！
BTL_STRID_SET_RankdownLv2_AGI_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n速度大幅降低了！
BTL_STRID_SET_RankdownLv2_HIT	[VAR 0102(0000)]的\n命中率大幅降低了！
BTL_STRID_SET_RankdownLv2_HIT_Y	野生的[VAR 0102(0000)]的\n命中率大幅降低了！
BTL_STRID_SET_RankdownLv2_HIT_E	對手的[VAR 0102(0000)]的\n命中率大幅降低了！
BTL_STRID_SET_RankdownLv2_HIT_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n命中率大幅降低了！
BTL_STRID_SET_RankdownLv2_AVOID	[VAR 0102(0000)]的\n閃避率大幅降低了！
BTL_STRID_SET_RankdownLv2_AVOID_Y	野生的[VAR 0102(0000)]的\n閃避率大幅降低了！
BTL_STRID_SET_RankdownLv2_AVOID_E	對手的[VAR 0102(0000)]的\n閃避率大幅降低了！
BTL_STRID_SET_RankdownLv2_AVOID_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n閃避率大幅降低了！
BTL_STRID_SET_RankdownLv3_ATK	[VAR 0102(0000)]的\n攻擊極大幅降低了！
BTL_STRID_SET_RankdownLv3_ATK_Y	野生的[VAR 0102(0000)]的\n攻擊極大幅降低了！
BTL_STRID_SET_RankdownLv3_ATK_E	對手的[VAR 0102(0000)]的\n攻擊極大幅降低了！
BTL_STRID_SET_RankdownLv3_ATK_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n攻擊極大幅降低了！
BTL_STRID_SET_RankdownLv3_DEF	[VAR 0102(0000)]的\n防禦極大幅降低了！
BTL_STRID_SET_RankdownLv3_DEF_Y	野生的[VAR 0102(0000)]的\n防禦極大幅降低了！
BTL_STRID_SET_RankdownLv3_DEF_E	對手的[VAR 0102(0000)]的\n防禦極大幅降低了！
BTL_STRID_SET_RankdownLv3_DEF_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n防禦極大幅降低了！
BTL_STRID_SET_RankdownLv3_SPATK	[VAR 0102(0000)]的\n特攻極大幅降低了！
BTL_STRID_SET_RankdownLv3_SPATK_Y	野生的[VAR 0102(0000)]的\n特攻極大幅降低了！
BTL_STRID_SET_RankdownLv3_SPATK_E	對手的[VAR 0102(0000)]的\n特攻極大幅降低了！
BTL_STRID_SET_RankdownLv3_SPATK_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n特攻極大幅降低了！
BTL_STRID_SET_RankdownLv3_SPDEF	[VAR 0102(0000)]的\n特防極大幅降低了！
BTL_STRID_SET_RankdownLv3_SPDEF_Y	野生的[VAR 0102(0000)]的\n特防極大幅降低了！
BTL_STRID_SET_RankdownLv3_SPDEF_E	對手的[VAR 0102(0000)]的\n特防極大幅降低了！
BTL_STRID_SET_RankdownLv3_SPDEF_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n特防極大幅降低了！
BTL_STRID_SET_RankdownLv3_AGI	[VAR 0102(0000)]的\n速度極大幅降低了！
BTL_STRID_SET_RankdownLv3_AGI_Y	野生的[VAR 0102(0000)]的\n速度極大幅降低了！
BTL_STRID_SET_RankdownLv3_AGI_E	對手的[VAR 0102(0000)]的\n速度極大幅降低了！
BTL_STRID_SET_RankdownLv3_AGI_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n速度極大幅降低了！
BTL_STRID_SET_RankdownLv3_HIT	[VAR 0102(0000)]的\n命中率極大幅降低了！
BTL_STRID_SET_RankdownLv3_HIT_Y	野生的[VAR 0102(0000)]的\n命中率極大幅降低了！
BTL_STRID_SET_RankdownLv3_HIT_E	對手的[VAR 0102(0000)]的\n命中率極大幅降低了！
BTL_STRID_SET_RankdownLv3_HIT_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n命中率極大幅降低了！
BTL_STRID_SET_RankdownLv3_AVOID	[VAR 0102(0000)]的\n閃避率極大幅降低了！
BTL_STRID_SET_RankdownLv3_AVOID_Y	野生的[VAR 0102(0000)]的\n閃避率極大幅降低了！
BTL_STRID_SET_RankdownLv3_AVOID_E	對手的[VAR 0102(0000)]的\n閃避率極大幅降低了！
BTL_STRID_SET_RankdownLv3_AVOID_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n閃避率極大幅降低了！
BTL_STRID_SET_RankupMax_ATK	[VAR 0102(0000)]的\n攻擊已經無法再提高了！
BTL_STRID_SET_RankupMax_ATK_Y	野生的[VAR 0102(0000)]的\n攻擊已經無法再提高了！
BTL_STRID_SET_RankupMax_ATK_E	對手的[VAR 0102(0000)]的\n攻擊已經無法再提高了！
BTL_STRID_SET_RankupMax_ATK_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n攻擊已經無法再提高了！
BTL_STRID_SET_RankupMax_DEF	[VAR 0102(0000)]的\n防禦已經無法再提高了！
BTL_STRID_SET_RankupMax_DEF_Y	野生的[VAR 0102(0000)]的\n防禦已經無法再提高了！
BTL_STRID_SET_RankupMax_DEF_E	對手的[VAR 0102(0000)]的\n防禦已經無法再提高了！
BTL_STRID_SET_RankupMax_DEF_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n防禦已經無法再提高了！
BTL_STRID_SET_RankupMax_SPATK	[VAR 0102(0000)]的\n特攻已經無法再提高了！
BTL_STRID_SET_RankupMax_SPATK_Y	野生的[VAR 0102(0000)]的\n特攻已經無法再提高了！
BTL_STRID_SET_RankupMax_SPATK_E	對手的[VAR 0102(0000)]的\n特攻已經無法再提高了！
BTL_STRID_SET_RankupMax_SPATK_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n特攻已經無法再提高了！
BTL_STRID_SET_RankupMax_SPDEF	[VAR 0102(0000)]的\n特防已經無法再提高了！
BTL_STRID_SET_RankupMax_SPDEF_Y	野生的[VAR 0102(0000)]的\n特防已經無法再提高了！
BTL_STRID_SET_RankupMax_SPDEF_E	對手的[VAR 0102(0000)]的\n特防已經無法再提高了！
BTL_STRID_SET_RankupMax_SPDEF_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n特防已經無法再提高了！
BTL_STRID_SET_RankupMax_AGI	[VAR 0102(0000)]的\n速度已經無法再提高了！
BTL_STRID_SET_RankupMax_AGI_Y	野生的[VAR 0102(0000)]的\n速度已經無法再提高了！
BTL_STRID_SET_RankupMax_AGI_E	對手的[VAR 0102(0000)]的\n速度已經無法再提高了！
BTL_STRID_SET_RankupMax_AGI_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n速度已經無法再提高了！
BTL_STRID_SET_RankupMax_HIT	[VAR 0102(0000)]的\n命中率已經無法再提高了！
BTL_STRID_SET_RankupMax_HIT_Y	野生的[VAR 0102(0000)]的\n命中率已經無法再提高了！
BTL_STRID_SET_RankupMax_HIT_E	對手的[VAR 0102(0000)]的\n命中率已經無法再提高了！
BTL_STRID_SET_RankupMax_HIT_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n命中率已經無法再提高了！
BTL_STRID_SET_RankupMax_AVOID	[VAR 0102(0000)]的\n閃避率已經無法再提高了！
BTL_STRID_SET_RankupMax_AVOID_Y	野生的[VAR 0102(0000)]的\n閃避率已經無法再提高了！
BTL_STRID_SET_RankupMax_AVOID_E	對手的[VAR 0102(0000)]的\n閃避率已經無法再提高了！
BTL_STRID_SET_RankupMax_AVOID_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n閃避率已經無法再提高了！
BTL_STRID_SET_RankdownMin_ATK	[VAR 0102(0000)]的\n攻擊已經無法再降低了！
BTL_STRID_SET_RankdownMin_ATK_Y	野生的[VAR 0102(0000)]的\n攻擊已經無法再降低了！
BTL_STRID_SET_RankdownMin_ATK_E	對手的[VAR 0102(0000)]的\n攻擊已經無法再降低了！
BTL_STRID_SET_RankdownMin_ATK_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n攻擊已經無法再降低了！
BTL_STRID_SET_RankdownMin_DEF	[VAR 0102(0000)]的\n防禦已經無法再降低了！
BTL_STRID_SET_RankdownMin_DEF_Y	野生的[VAR 0102(0000)]的\n防禦已經無法再降低了！
BTL_STRID_SET_RankdownMin_DEF_E	對手的[VAR 0102(0000)]的\n防禦已經無法再降低了！
BTL_STRID_SET_RankdownMin_DEF_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n防禦已經無法再降低了！
BTL_STRID_SET_RankdownMin_SPATK	[VAR 0102(0000)]的\n特攻已經無法再降低了！
BTL_STRID_SET_RankdownMin_SPATK_Y	野生的[VAR 0102(0000)]的\n特攻已經無法再降低了！
BTL_STRID_SET_RankdownMin_SPATK_E	對手的[VAR 0102(0000)]的\n特攻已經無法再降低了！
BTL_STRID_SET_RankdownMin_SPATK_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n特攻已經無法再降低了！
BTL_STRID_SET_RankdownMin_SPDEF	[VAR 0102(0000)]的\n特防已經無法再降低了！
BTL_STRID_SET_RankdownMin_SPDEF_Y	野生的[VAR 0102(0000)]的\n特防已經無法再降低了！
BTL_STRID_SET_RankdownMin_SPDEF_E	對手的[VAR 0102(0000)]的\n特防已經無法再降低了！
BTL_STRID_SET_RankdownMin_SPDEF_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n特防已經無法再降低了！
BTL_STRID_SET_RankdownMin_AGI	[VAR 0102(0000)]的\n速度已經無法再降低了！
BTL_STRID_SET_RankdownMin_AGI_Y	野生的[VAR 0102(0000)]的\n速度已經無法再降低了！
BTL_STRID_SET_RankdownMin_AGI_E	對手的[VAR 0102(0000)]的\n速度已經無法再降低了！
BTL_STRID_SET_RankdownMin_AGI_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n速度已經無法再降低了！
BTL_STRID_SET_RankdownMin_HIT	[VAR 0102(0000)]的\n命中率已經無法再降低了！
BTL_STRID_SET_RankdownMin_HIT_Y	野生的[VAR 0102(0000)]的\n命中率已經無法再降低了！
BTL_STRID_SET_RankdownMin_HIT_E	對手的[VAR 0102(0000)]的\n命中率已經無法再降低了！
BTL_STRID_SET_RankdownMin_HIT_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n命中率已經無法再降低了！
BTL_STRID_SET_RankdownMin_AVOID	[VAR 0102(0000)]的\n閃避率已經無法再降低了！
BTL_STRID_SET_RankdownMin_AVOID_Y	野生的[VAR 0102(0000)]的\n閃避率已經無法再降低了！
BTL_STRID_SET_RankdownMin_AVOID_E	對手的[VAR 0102(0000)]的\n閃避率已經無法再降低了！
BTL_STRID_SET_RankdownMin_AVOID_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n閃避率已經無法再降低了！
BTL_STRID_SET_RankReset	[VAR 0102(0000)]的\n能力變化解除了！
BTL_STRID_SET_RankReset_Y	野生的[VAR 0102(0000)]的\n能力變化解除了！
BTL_STRID_SET_RankReset_E	對手的[VAR 0102(0000)]的\n能力變化解除了！
BTL_STRID_SET_RankReset_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n能力變化解除了！
BTL_STRID_SET_RankdownFail	無法降低\n[VAR 0102(0000)]的能力！
BTL_STRID_SET_RankdownFail_Y	無法降低\n野生的[VAR 0102(0000)]的能力！
BTL_STRID_SET_RankdownFail_E	無法降低\n對手的[VAR 0102(0000)]的能力！
BTL_STRID_SET_RankdownFail_T	無法降低\n[VAR 0100(000A)]的[VAR 0102(0000)]的能力！
BTL_STRID_SET_RankdownFail_ATK	無法降低\n[VAR 0102(0000)]的攻擊！
BTL_STRID_SET_RankdownFail_ATK_Y	無法降低\n野生的[VAR 0102(0000)]的攻擊！
BTL_STRID_SET_RankdownFail_ATK_E	無法降低\n對手的[VAR 0102(0000)]的攻擊！
BTL_STRID_SET_RankdownFail_ATK_T	無法降低\n[VAR 0100(000A)]的[VAR 0102(0000)]的攻擊！
BTL_STRID_SET_RankdownFail_DEF	無法降低\n[VAR 0102(0000)]的防禦！
BTL_STRID_SET_RankdownFail_DEF_Y	無法降低\n野生的[VAR 0102(0000)]的防禦！
BTL_STRID_SET_RankdownFail_DEF_E	無法降低\n對手的[VAR 0102(0000)]的防禦！
BTL_STRID_SET_RankdownFail_DEF_T	無法降低\n[VAR 0100(000A)]的[VAR 0102(0000)]的防禦！
BTL_STRID_SET_RankdownFail_HIT	無法降低\n[VAR 0102(0000)]的命中率！
BTL_STRID_SET_RankdownFail_HIT_Y	無法降低\n野生的[VAR 0102(0000)]的命中率！
BTL_STRID_SET_RankdownFail_HIT_E	無法降低\n對手的[VAR 0102(0000)]的命中率！
BTL_STRID_SET_RankdownFail_HIT_T	無法降低\n[VAR 0100(000A)]的[VAR 0102(0000)]的命中率！
BTL_STRID_SET_NoEffect	對於[VAR 0102(0000)]，\n好像沒有效果……
BTL_STRID_SET_NoEffect_Y	對於野生的[VAR 0102(0000)]，\n好像沒有效果……
BTL_STRID_SET_NoEffect_E	對於對手的[VAR 0102(0000)]，\n好像沒有效果……
BTL_STRID_SET_NoEffect_T	對於[VAR 0100(000A)]的[VAR 0102(0000)]，\n好像沒有效果……
BTL_STRID_SET_WazaAvoid	沒有擊中[VAR 0102(0000)]！
BTL_STRID_SET_WazaAvoid_Y	沒有擊中野生的[VAR 0102(0000)]！
BTL_STRID_SET_WazaAvoid_E	沒有擊中對手的[VAR 0102(0000)]！
BTL_STRID_SET_WazaAvoid_T	沒有擊中[VAR 0100(000A)]的[VAR 0102(0000)]！
BTL_STRID_SET_NotEffect_Ichigeki	對於[VAR 0102(0000)]\n完全沒有效果！
BTL_STRID_SET_NotEffect_Ichigeki_Y	對於野生的[VAR 0102(0000)]\n完全沒有效果！
BTL_STRID_SET_NotEffect_Ichigeki_E	對於對手的[VAR 0102(0000)]\n完全沒有效果！
BTL_STRID_SET_NotEffect_Ichigeki_T	對於[VAR 0100(000A)]的[VAR 0102(0000)]\n完全沒有效果！
BTL_STRID_SET_Item_DamageShrink	[VAR 0109(0001)]減輕了\n對[VAR 0102(0000)]造成的傷害！
BTL_STRID_SET_Item_DamageShrink_Y	[VAR 0109(0001)]減輕了\n對野生的[VAR 0102(0000)]造成的傷害！
BTL_STRID_SET_Item_DamageShrink_E	[VAR 0109(0001)]減輕了\n對對手的[VAR 0102(0000)]造成的傷害！
BTL_STRID_SET_Item_DamageShrink_T	[VAR 0109(0001)]減輕了\n對[VAR 0100(000A)]的[VAR 0102(0000)]造成的傷害！
BTL_STRID_SET_ChangeForm	[VAR 0102(0000)]的\n樣子發生了變化！
BTL_STRID_SET_ChangeForm_Y	野生的[VAR 0102(0000)]的\n樣子發生了變化！
BTL_STRID_SET_ChangeForm_E	對手的[VAR 0102(0000)]的\n樣子發生了變化！
BTL_STRID_SET_ChangeForm_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n樣子發生了變化！
BTL_STRID_SET_DokuGet	[VAR 0102(0000)]\n中毒了！
BTL_STRID_SET_DokuGet_Y	野生的[VAR 0102(0000)]\n中毒了！
BTL_STRID_SET_DokuGet_E	對手的[VAR 0102(0000)]\n中毒了！
BTL_STRID_SET_DokuGet_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n中毒了！
BTL_STRID_SET_MoudokuGet	[VAR 0102(0000)]\n中劇毒了！
BTL_STRID_SET_MoudokuGet_Y	野生的[VAR 0102(0000)]\n中劇毒了！
BTL_STRID_SET_MoudokuGet_E	對手的[VAR 0102(0000)]\n中劇毒了！
BTL_STRID_SET_MoudokuGet_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n中劇毒了！
BTL_STRID_SET_MoudokuGetSP	[VAR 0102(0000)]\n因[VAR 0109(0001)]而中劇毒了！
BTL_STRID_SET_MoudokuGetSP_Y	野生的[VAR 0102(0000)]\n因[VAR 0109(0001)]而中劇毒了！
BTL_STRID_SET_MoudokuGetSP_E	對手的[VAR 0102(0000)]\n因[VAR 0109(0001)]而中劇毒了！
BTL_STRID_SET_MoudokuGetSP_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n因[VAR 0109(0001)]而中劇毒了！
BTL_STRID_SET_DokuDamage	[VAR 0102(0000)]\n受到了毒的傷害！
BTL_STRID_SET_DokuDamage_Y	野生的[VAR 0102(0000)]\n受到了毒的傷害！
BTL_STRID_SET_DokuDamage_E	對手的[VAR 0102(0000)]\n受到了毒的傷害！
BTL_STRID_SET_DokuDamage_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n受到了毒的傷害！
BTL_STRID_SET_DokuCure	[VAR 0102(0000)]中的毒\n徹底清除了！
BTL_STRID_SET_DokuCure_Y	野生的[VAR 0102(0000)]中的毒\n徹底清除了！
BTL_STRID_SET_DokuCure_E	對手的[VAR 0102(0000)]中的毒\n徹底清除了！
BTL_STRID_SET_DokuCure_T	[VAR 0100(000A)]的[VAR 0102(0000)]中的毒\n徹底清除了！
BTL_STRID_SET_DokuAlready	[VAR 0102(0000)]\n已經中毒了。
BTL_STRID_SET_DokuAlready_Y	野生的[VAR 0102(0000)]\n已經中毒了。
BTL_STRID_SET_DokuAlready_E	對手的[VAR 0102(0000)]\n已經中毒了。
BTL_STRID_SET_DokuAlready_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n已經中毒了。
BTL_STRID_SET_DokuNoEffect	[VAR 0102(0000)]\n不會中毒！
BTL_STRID_SET_DokuNoEffect_Y	野生的[VAR 0102(0000)]\n不會中毒！
BTL_STRID_SET_DokuNoEffect_E	對手的[VAR 0102(0000)]\n不會中毒！
BTL_STRID_SET_DokuNoEffect_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n不會中毒！
BTL_STRID_SET_YakedoGet	[VAR 0102(0000)]\n被灼傷了！
BTL_STRID_SET_YakedoGet_Y	野生的[VAR 0102(0000)]\n被灼傷了！
BTL_STRID_SET_YakedoGet_E	對手的[VAR 0102(0000)]\n被灼傷了！
BTL_STRID_SET_YakedoGet_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n被灼傷了！
BTL_STRID_SET_YakedoGetSP	[VAR 0102(0000)]\n因[VAR 0109(0001)]而被灼傷了！
BTL_STRID_SET_YakedoGetSP_Y	野生的[VAR 0102(0000)]\n因[VAR 0109(0001)]而被灼傷了！
BTL_STRID_SET_YakedoGetSP_E	對手的[VAR 0102(0000)]\n因[VAR 0109(0001)]而被灼傷了！
BTL_STRID_SET_YakedoGetSP_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n因[VAR 0109(0001)]而被灼傷了！
BTL_STRID_SET_YakedoDamage	[VAR 0102(0000)]\n受到了灼傷的傷害！
BTL_STRID_SET_YakedoDamage_Y	野生的[VAR 0102(0000)]\n受到了灼傷的傷害！
BTL_STRID_SET_YakedoDamage_E	對手的[VAR 0102(0000)]\n受到了灼傷的傷害！
BTL_STRID_SET_YakedoDamage_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n受到了灼傷的傷害！
BTL_STRID_SET_YakedoCure	[VAR 0102(0000)]的\n灼傷痊癒了！
BTL_STRID_SET_YakedoCure_Y	野生的[VAR 0102(0000)]的\n灼傷痊癒了！
BTL_STRID_SET_YakedoCure_E	對手的[VAR 0102(0000)]的\n灼傷痊癒了！
BTL_STRID_SET_YakedoCure_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n灼傷痊癒了！
BTL_STRID_SET_YakedoAlready	[VAR 0102(0000)]\n已經被灼傷了。
BTL_STRID_SET_YakedoAlready_Y	野生的[VAR 0102(0000)]\n已經被灼傷了。
BTL_STRID_SET_YakedoAlready_E	對手的[VAR 0102(0000)]\n已經被灼傷了。
BTL_STRID_SET_YakedoAlready_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n已經被灼傷了。
BTL_STRID_SET_YakedoNoEffect	[VAR 0102(0000)]\n不會被灼傷！
BTL_STRID_SET_YakedoNoEffect_Y	野生的[VAR 0102(0000)]\n不會被灼傷！
BTL_STRID_SET_YakedoNoEffect_E	對手的[VAR 0102(0000)]\n不會被灼傷！
BTL_STRID_SET_YakedoNoEffect_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n不會被灼傷！
BTL_STRID_SET_MahiGet	[VAR 0102(0000)]麻痺了，\n不易使出招式！
BTL_STRID_SET_MahiGet_Y	野生的[VAR 0102(0000)]麻痺了，\n不易使出招式！
BTL_STRID_SET_MahiGet_E	對手的[VAR 0102(0000)]麻痺了，\n不易使出招式！
BTL_STRID_SET_MahiGet_T	[VAR 0100(000A)]的[VAR 0102(0000)]麻痺了，\n不易使出招式！
