bag
SS_bag_000	零花钱
BTL_STRID_SET_UseItem_DamageOpponent_E2E	对手的[VAR 0102(0000)]\n因对手的[VAR 0102(0001)]的[VAR 0109(0002)]\r\n而受到了伤害！
BTL_STRID_SET_UseItem_DamageOpponent_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n因[VAR 0102(0001)]的[VAR 0109(0002)]\r\n而受到了伤害！
BTL_STRID_SET_UseItem_DamageOpponent_T2T	[VAR 0100(000A)]的[VAR 0102(0000)]\n因[VAR 0100(000B)]的[VAR 0102(0001)]的\r\n[VAR 0109(0002)]而受到了伤害！
BTL_STRID_SET_UseItem_Damage	[VAR 0102(0000)]因[VAR 0109(0001)]\n而受到了伤害！
BTL_STRID_SET_UseItem_Damage_Y	野生的[VAR 0102(0000)]因[VAR 0109(0001)]\n而受到了伤害！
BTL_STRID_SET_UseItem_Damage_E	对手的[VAR 0102(0000)]因[VAR 0109(0001)]\n而受到了伤害！
BTL_STRID_SET_UseItem_Damage_T	[VAR 0100(000A)]的[VAR 0102(0000)]因[VAR 0109(0001)]\n而受到了伤害！
BTL_STRID_SET_KiaiDame	[VAR 0102(0000)]\n现在干劲十足！
BTL_STRID_SET_KiaiDame_Y	野生的[VAR 0102(0000)]\n现在干劲十足！
BTL_STRID_SET_KiaiDame_E	对手的[VAR 0102(0000)]\n现在干劲十足！
BTL_STRID_SET_KiaiDame_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n现在干劲十足！
BTL_STRID_SET_Tedasuke	[VAR 0102(0000)]摆出了\n帮助[VAR 0102(0001)]的架势！
BTL_STRID_SET_Tedasuke_Y	野生的[VAR 0102(0000)]摆出了\n帮助[VAR 0102(0001)]的架势！
BTL_STRID_SET_Tedasuke_E	对手的[VAR 0102(0000)]摆出了\n帮助[VAR 0102(0001)]的架势！
BTL_STRID_SET_Tedasuke_T	[VAR 0100(000A)]的[VAR 0102(0000)]摆出了\n帮助[VAR 0102(0001)]的架势！
BTL_STRID_SET_JikoAnji	[VAR 0102(0000)]复制了\n[VAR 0102(0001)]的能力变化！
BTL_STRID_SET_JikoAnji_Y	野生的[VAR 0102(0000)]复制了\n[VAR 0102(0001)]的能力变化！
BTL_STRID_SET_JikoAnji_E	对手的[VAR 0102(0000)]复制了\n[VAR 0102(0001)]的能力变化！
BTL_STRID_SET_JikoAnji_T	[VAR 0100(000A)]的[VAR 0102(0000)]复制了\n[VAR 0102(0001)]的能力变化！
BTL_STRID_SET_Hatakiotosu	[VAR 0102(0000)]拍落了\n[VAR 0102(0001)]的[VAR 0109(0002)]！
BTL_STRID_SET_Hatakiotosu_2Y	[VAR 0102(0000)]拍落了\n野生的[VAR 0102(0001)]的[VAR 0109(0002)]！
BTL_STRID_SET_Hatakiotosu_2E	[VAR 0102(0000)]拍落了\n对手的[VAR 0102(0001)]的[VAR 0109(0002)]！
BTL_STRID_SET_Hatakiotosu_2T	[VAR 0102(0000)]拍落了[VAR 0100(000B)]的\n[VAR 0102(0001)]的[VAR 0109(0002)]！
BTL_STRID_SET_Hatakiotosu_Y	野生的[VAR 0102(0000)]拍落了\n[VAR 0102(0001)]的[VAR 0109(0002)]！
BTL_STRID_SET_Hatakiotosu_Y2Y	野生的[VAR 0102(0000)]拍落了\n野生的[VAR 0102(0001)]的[VAR 0109(0002)]！
BTL_STRID_SET_Hatakiotosu_E	对手的[VAR 0102(0000)]拍落了\n[VAR 0102(0001)]的[VAR 0109(0002)]！
BTL_STRID_SET_Hatakiotosu_E2E	对手的[VAR 0102(0000)]拍落了\n对手的[VAR 0102(0001)]的[VAR 0109(0002)]！
BTL_STRID_SET_Hatakiotosu_T	[VAR 0100(000A)]的[VAR 0102(0000)]拍落了\n[VAR 0102(0001)]的[VAR 0109(0002)]！
BTL_STRID_SET_Hatakiotosu_T2T	[VAR 0100(000A)]的[VAR 0102(0000)]拍落了\n[VAR 0100(000B)]的[VAR 0102(0001)]的\r\n[VAR 0109(0002)]！
BTL_STRID_SET_Dorobou	[VAR 0102(0000)]从[VAR 0102(0001)]那里\n夺取了[VAR 0109(0002)]！
BTL_STRID_SET_Dorobou_2Y	[VAR 0102(0000)]从野生的[VAR 0102(0001)]那里\n夺取了[VAR 0109(0002)]！
BTL_STRID_SET_Dorobou_2E	[VAR 0102(0000)]从对手的[VAR 0102(0001)]那里\n夺取了[VAR 0109(0002)]！
BTL_STRID_SET_Dorobou_2T	[VAR 0102(0000)]从[VAR 0100(000B)]的[VAR 0102(0001)]那里\n夺取了[VAR 0109(0002)]！
BTL_STRID_SET_Dorobou_Y	野生的[VAR 0102(0000)]从[VAR 0102(0001)]那里\n夺取了[VAR 0109(0002)]！
BTL_STRID_SET_Dorobou_Y2Y	野生的[VAR 0102(0000)]从野生的[VAR 0102(0001)]那里\n夺取了[VAR 0109(0002)]！
BTL_STRID_SET_Dorobou_E	对手的[VAR 0102(0000)]从[VAR 0102(0001)]那里\n夺取了[VAR 0109(0002)]！
BTL_STRID_SET_Dorobou_E2E	对手的[VAR 0102(0000)]从对手的[VAR 0102(0001)]那里\n夺取了[VAR 0109(0002)]！
BTL_STRID_SET_Dorobou_T	[VAR 0100(000A)]的[VAR 0102(0000)]从[VAR 0102(0001)]那里\n夺取了[VAR 0109(0002)]！
BTL_STRID_SET_Dorobou_T2T	[VAR 0100(000A)]的[VAR 0102(0000)]\n从[VAR 0100(000B)]的[VAR 0102(0001)]那里\r\n夺取了[VAR 0109(0002)]！
BTL_STRID_SET_Noroi	[VAR 0102(0000)]削减了自己的体力，\n并向[VAR 0102(0001)]施加了咒术！
BTL_STRID_SET_Noroi_2Y	[VAR 0102(0000)]削减了自己的体力，\n并向野生的[VAR 0102(0001)]施加了咒术！
BTL_STRID_SET_Noroi_2E	[VAR 0102(0000)]削减了自己的体力，\n并向对手的[VAR 0102(0001)]施加了咒术！
BTL_STRID_SET_Noroi_2T	[VAR 0102(0000)]削减了自己的体力，\n并向[VAR 0100(000B)]的[VAR 0102(0001)]施加了咒术！
BTL_STRID_SET_Noroi_Y	野生的[VAR 0102(0000)]削减了自己的体力，\n并向[VAR 0102(0001)]施加了咒术！
BTL_STRID_SET_Noroi_Y2Y	野生的[VAR 0102(0000)]削减了自己的体力，\n并向野生的[VAR 0102(0001)]施加了咒术！
BTL_STRID_SET_Noroi_E	对手的[VAR 0102(0000)]削减了自己的体力，\n并向[VAR 0102(0001)]施加了咒术！
BTL_STRID_SET_Noroi_E2E	对手的[VAR 0102(0000)]削减了自己的体力，\n并向对手的[VAR 0102(0001)]施加了咒术！
BTL_STRID_SET_Noroi_T	[VAR 0100(000A)]的[VAR 0102(0000)]削减了自己的体力，\n并向[VAR 0102(0001)]施加了咒术！
BTL_STRID_SET_Noroi_T2T	[VAR 0100(000A)]的[VAR 0102(0000)]削减了自己的体力，\n并向[VAR 0100(000B)]的[VAR 0102(0001)]施加了咒术！
BTL_STRID_SET_NoroiDamage	[VAR 0102(0000)]\n正受到诅咒！
BTL_STRID_SET_NoroiDamage_Y	野生的[VAR 0102(0000)]\n正受到诅咒！
BTL_STRID_SET_NoroiDamage_E	对手的[VAR 0102(0000)]\n正受到诅咒！
BTL_STRID_SET_NoroiDamage_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n正受到诅咒！
BTL_STRID_SET_Miraiyoti	[VAR 0102(0000)]\n预知了未来的攻击！
BTL_STRID_SET_Miraiyoti_Y	野生的[VAR 0102(0000)]\n预知了未来的攻击！
BTL_STRID_SET_Miraiyoti_E	对手的[VAR 0102(0000)]\n预知了未来的攻击！
BTL_STRID_SET_Miraiyoti_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n预知了未来的攻击！
BTL_STRID_SET_HametuNoNegai	[VAR 0102(0000)]\n将破灭之愿托付给了未来！
BTL_STRID_SET_HametuNoNegai_Y	野生的[VAR 0102(0000)]\n将破灭之愿托付给了未来！
BTL_STRID_SET_HametuNoNegai_E	对手的[VAR 0102(0000)]\n将破灭之愿托付给了未来！
BTL_STRID_SET_HametuNoNegai_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n将破灭之愿托付给了未来！
BTL_STRID_SET_DelayAttack	[VAR 0102(0000)]\n受到了[VAR 0107(0001)]的攻击！
BTL_STRID_SET_DelayAttack_Y	野生的[VAR 0102(0000)]\n受到了[VAR 0107(0001)]的攻击！
BTL_STRID_SET_DelayAttack_E	对手的[VAR 0102(0000)]\n受到了[VAR 0107(0001)]的攻击！
BTL_STRID_SET_DelayAttack_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n受到了[VAR 0107(0001)]的攻击！
BTL_STRID_SET_JyuryokuFall	[VAR 0102(0000)]\n因受到重力影响而无法待在空中！
BTL_STRID_SET_JyuryokuFall_Y	野生的[VAR 0102(0000)]\n因受到重力影响而无法待在空中！
BTL_STRID_SET_JyuryokuFall_E	对手的[VAR 0102(0000)]\n因受到重力影响而无法待在空中！
BTL_STRID_SET_JyuryokuFall_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n因受到重力影响而无法待在空中！
BTL_STRID_SET_JyuryokuWazaFail	[VAR 0102(0000)]因重力太强\n而无法使出[VAR 0107(0001)]！
BTL_STRID_SET_JyuryokuWazaFail_Y	野生的[VAR 0102(0000)]因重力太强\n而无法使出[VAR 0107(0001)]！
BTL_STRID_SET_JyuryokuWazaFail_E	对手的[VAR 0102(0000)]因重力太强\n而无法使出[VAR 0107(0001)]！
BTL_STRID_SET_JyuryokuWazaFail_T	[VAR 0100(000A)]的[VAR 0102(0000)]因重力太强\n而无法使出[VAR 0107(0001)]！
BTL_STRID_SET_MirrorType	[VAR 0102(0000)]变成了和\n[VAR 0102(0001)]相同的属性！
BTL_STRID_SET_MirrorType_2Y	[VAR 0102(0000)]变成了和\n野生的[VAR 0102(0001)]相同的属性！
BTL_STRID_SET_MirrorType_2E	[VAR 0102(0000)]变成了和\n对手的[VAR 0102(0001)]相同的属性！
BTL_STRID_SET_MirrorType_2T	[VAR 0102(0000)]变成了和\n[VAR 0100(000B)]的[VAR 0102(0001)]相同的属性！
BTL_STRID_SET_MirrorType_Y	野生的[VAR 0102(0000)]变成了和\n[VAR 0102(0001)]相同的属性！
BTL_STRID_SET_MirrorType_Y2Y	野生的[VAR 0102(0000)]变成了和\n野生的[VAR 0102(0001)]相同的属性！
BTL_STRID_SET_MirrorType_E	对手的[VAR 0102(0000)]变成了和\n[VAR 0102(0001)]相同的属性！
BTL_STRID_SET_MirrorType_E2E	对手的[VAR 0102(0000)]变成了和\n对手的[VAR 0102(0001)]相同的属性！
BTL_STRID_SET_MirrorType_T	[VAR 0100(000A)]的[VAR 0102(0000)]变成了和\n[VAR 0102(0001)]相同的属性！
BTL_STRID_SET_MirrorType_T2T	[VAR 0100(000A)]的[VAR 0102(0000)]变成了和\n[VAR 0100(000B)]的[VAR 0102(0001)]相同的属性！
BTL_STRID_SET_PowerShare	[VAR 0102(0000)]\n平分了各自的力量！
BTL_STRID_SET_PowerShare_Y	野生的[VAR 0102(0000)]\n平分了各自的力量！
BTL_STRID_SET_PowerShare_E	对手的[VAR 0102(0000)]\n平分了各自的力量！
BTL_STRID_SET_PowerShare_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n平分了各自的力量！
BTL_STRID_SET_GuardShare	[VAR 0102(0000)]\n平分了各自的防守！
BTL_STRID_SET_GuardShare_Y	野生的[VAR 0102(0000)]\n平分了各自的防守！
BTL_STRID_SET_GuardShare_E	对手的[VAR 0102(0000)]\n平分了各自的防守！
BTL_STRID_SET_GuardShare_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n平分了各自的防守！
BTL_STRID_SET_BodyPurge	[VAR 0102(0000)]\n变得身轻如燕了！
BTL_STRID_SET_BodyPurge_Y	野生的[VAR 0102(0000)]\n变得身轻如燕了！
BTL_STRID_SET_BodyPurge_E	对手的[VAR 0102(0000)]\n变得身轻如燕了！
BTL_STRID_SET_BodyPurge_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n变得身轻如燕了！
BTL_STRID_SET_Yakitukusu	[VAR 0102(0000)]的\n[VAR 0109(0001)]被烧没了！
BTL_STRID_SET_Yakitukusu_Y	野生的[VAR 0102(0000)]的\n[VAR 0109(0001)]被烧没了！
BTL_STRID_SET_Yakitukusu_E	对手的[VAR 0102(0000)]的\n[VAR 0109(0001)]被烧没了！
BTL_STRID_SET_Yakitukusu_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n[VAR 0109(0001)]被烧没了！
BTL_STRID_SET_Utiotosu	[VAR 0102(0000)]\n被击落，掉到了地面！
BTL_STRID_SET_Utiotosu_Y	野生的[VAR 0102(0000)]\n被击落，掉到了地面！
BTL_STRID_SET_Utiotosu_E	对手的[VAR 0102(0000)]\n被击落，掉到了地面！
BTL_STRID_SET_Utiotosu_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n被击落，掉到了地面！
BTL_STRID_SET_Sakiokuri	延后了[VAR 0102(0000)]的顺序！
BTL_STRID_SET_Sakiokuri_Y	延后了野生的[VAR 0102(0000)]的顺序！
BTL_STRID_SET_Sakiokuri_E	延后了对手的[VAR 0102(0000)]的顺序！
BTL_STRID_SET_Sakiokuri_T	延后了[VAR 0100(000A)]的[VAR 0102(0000)]的顺序！
BTL_STRID_SET_OsakiniDouzo	[VAR 0102(0000)]\n接受了对手的好意！
BTL_STRID_SET_OsakiniDouzo_Y	野生的[VAR 0102(0000)]\n接受了对手的好意！
BTL_STRID_SET_OsakiniDouzo_E	对手的[VAR 0102(0000)]\n接受了对手的好意！
BTL_STRID_SET_OsakiniDouzo_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n接受了对手的好意！
BTL_STRID_SET_SideChange	[VAR 0102(0000)]和\n[VAR 0102(0001)]互换了场地！
BTL_STRID_SET_SideChange_Y	野生的[VAR 0102(0000)]和\n[VAR 0102(0001)]互换了场地！
BTL_STRID_SET_SideChange_E	对手的[VAR 0102(0000)]和\n[VAR 0102(0001)]互换了场地！
BTL_STRID_SET_SideChange_T	[VAR 0100(000A)]的[VAR 0102(0000)]和\n[VAR 0102(0001)]互换了场地！
BTL_STRID_SET_GeppuFail	[VAR 0102(0000)]\n因没有吃树果而无法使出招式！
BTL_STRID_SET_GeppuFail_Y	野生的[VAR 0102(0000)]\n因没有吃树果而无法使出招式！
BTL_STRID_SET_GeppuFail_E	对手的[VAR 0102(0000)]\n因没有吃树果而无法使出招式！
BTL_STRID_SET_GeppuFail_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n因没有吃树果而无法使出招式！
BTL_STRID_SET_BoujinGoggle	[VAR 0102(0000)]因[VAR 0109(0001)]\n而不会受到[VAR 0107(0002)]的攻击！
BTL_STRID_SET_BoujinGoggle_Y	野生的[VAR 0102(0000)]因[VAR 0109(0001)]\n而不会受到[VAR 0107(0002)]的攻击！
BTL_STRID_SET_BoujinGoggle_E	对手的[VAR 0102(0000)]因[VAR 0109(0001)]\n而不会受到[VAR 0107(0002)]的攻击！
BTL_STRID_SET_BoujinGoggle_T	[VAR 0100(000A)]的[VAR 0102(0000)]因[VAR 0109(0001)]\n而不会受到[VAR 0107(0002)]的攻击！
BTL_STRID_SET_ElecFieldEffect	[VAR 0102(0000)]\n正受到电气场地的保护！
BTL_STRID_SET_ElecFieldEffect_Y	野生的[VAR 0102(0000)]\n正受到电气场地的保护！
BTL_STRID_SET_ElecFieldEffect_E	对手的[VAR 0102(0000)]\n正受到电气场地的保护！
BTL_STRID_SET_ElecFieldEffect_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n正受到电气场地的保护！
BTL_STRID_SET_NeedleGuard	[VAR 0102(0000)]受伤了！
BTL_STRID_SET_NeedleGuard_Y	野生的[VAR 0102(0000)]受伤了！
BTL_STRID_SET_NeedleGuard_E	对手的[VAR 0102(0000)]受伤了！
BTL_STRID_SET_NeedleGuard_T	[VAR 0100(000A)]的[VAR 0102(0000)]受伤了！
BTL_STRID_SET_Kyousei	[VAR 0102(0000)]将[VAR 0109(0001)]\n交给了[VAR 0102(0002)]！
BTL_STRID_SET_Kyousei_Y	野生的[VAR 0102(0000)]将[VAR 0109(0001)]\n交给了[VAR 0102(0002)]！
BTL_STRID_SET_Kyousei_E	对手的[VAR 0102(0000)]将[VAR 0109(0001)]\n交给了[VAR 0102(0002)]！
BTL_STRID_SET_Kyousei_T	[VAR 0100(000A)]的[VAR 0102(0000)]将[VAR 0109(0001)]\n交给了[VAR 0100(000C)]的[VAR 0102(0002)]！
BTL_STRID_SET_NebaNebaNet	[VAR 0102(0000)]\n被黏黏网粘住了！
BTL_STRID_SET_NebaNebaNet_Y	野生的[VAR 0102(0000)]\n被黏黏网粘住了！
BTL_STRID_SET_NebaNebaNet_E	对手的[VAR 0102(0000)]\n被黏黏网粘住了！
BTL_STRID_SET_NebaNebaNet_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n被黏黏网粘住了！
BTL_STRID_SET_MistFieldEffect	[VAR 0102(0000)]\n正受到薄雾场地的保护！
BTL_STRID_SET_MistFieldEffect_Y	野生的[VAR 0102(0000)]\n正受到薄雾场地的保护！
BTL_STRID_SET_MistFieldEffect_E	对手的[VAR 0102(0000)]\n正受到薄雾场地的保护！
BTL_STRID_SET_MistFieldEffect_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n正受到薄雾场地的保护！
BTL_STRID_SET_Matowarituku_Start	[VAR 0102(0000)]受到了\n[VAR 0102(0001)]的死缠烂打！
BTL_STRID_SET_Matowarituku_Start_2Y	[VAR 0102(0000)]受到了\n野生的[VAR 0102(0001)]的死缠烂打！
BTL_STRID_SET_Matowarituku_Start_2E	[VAR 0102(0000)]受到了\n对手的[VAR 0102(0001)]的死缠烂打！
BTL_STRID_SET_Matowarituku_Start_2T	[VAR 0102(0000)]受到了\n[VAR 0100(000B)]的[VAR 0102(0001)]的死缠烂打！
BTL_STRID_SET_Matowarituku_Start_Y	野生的[VAR 0102(0000)]受到了\n[VAR 0102(0001)]的死缠烂打！
BTL_STRID_SET_Matowarituku_Start_Y2Y	野生的[VAR 0102(0000)]受到了\n野生的[VAR 0102(0001)]的死缠烂打！
BTL_STRID_SET_Matowarituku_Start_E	对手的[VAR 0102(0000)]受到了\n[VAR 0102(0001)]的死缠烂打！
BTL_STRID_SET_Matowarituku_Start_E2E	对手的[VAR 0102(0000)]受到了\n对手的[VAR 0102(0001)]的死缠烂打！
BTL_STRID_SET_Matowarituku_Start_T	[VAR 0100(000A)]的[VAR 0102(0000)]受到了\n[VAR 0102(0001)]的死缠烂打！
BTL_STRID_SET_Matowarituku_Start_T2T	[VAR 0100(000A)]的[VAR 0102(0000)]受到了\n[VAR 0100(000B)]的[VAR 0102(0001)]的死缠烂打！
BTL_STRID_SET_Togisumasu	[VAR 0102(0000)]\n磨砺了精神！
BTL_STRID_SET_Togisumasu_Y	野生的[VAR 0102(0000)]\n磨砺了精神！
BTL_STRID_SET_Togisumasu_E	对手的[VAR 0102(0000)]\n磨砺了精神！
BTL_STRID_SET_Togisumasu_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n磨砺了精神！
BTL_STRID_SET_SpeedSwap	[VAR 0102(0000)]\n互换了各自的速度！
BTL_STRID_SET_SpeedSwap_Y	野生的[VAR 0102(0000)]\n互换了各自的速度！
BTL_STRID_SET_SpeedSwap_E	对手的[VAR 0102(0000)]\n互换了各自的速度！
BTL_STRID_SET_SpeedSwap_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n互换了各自的速度！
BTL_STRID_SET_Moetukiru	[VAR 0102(0000)]的火焰燃尽了！
BTL_STRID_SET_Moetukiru_Y	野生的[VAR 0102(0000)]的火焰燃尽了！
BTL_STRID_SET_Moetukiru_E	对手的[VAR 0102(0000)]的火焰燃尽了！
BTL_STRID_SET_Moetukiru_T	[VAR 0100(000A)]的[VAR 0102(0000)]的火焰燃尽了！
BTL_STRID_SET_Zigokuduki_Warn	[VAR 0102(0000)]\n因深渊突刺的效果无法使出招式！
BTL_STRID_SET_Zigokuduki_Warn_Y	野生的[VAR 0102(0000)]\n因深渊突刺的效果无法使出招式！
BTL_STRID_SET_Zigokuduki_Warn_E	对手的[VAR 0102(0000)]\n因深渊突刺的效果无法使出招式！
BTL_STRID_SET_Zigokuduki_Warn_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n因深渊突刺的效果无法使出招式！
BTL_STRID_SET_Gyogun_On	[VAR 0102(0000)]一群群地聚集起来了！
BTL_STRID_SET_Gyogun_On_Y	野生的[VAR 0102(0000)]一群群地聚集起来了！
BTL_STRID_SET_Gyogun_On_E	对手的[VAR 0102(0000)]一群群地聚集起来了！
BTL_STRID_SET_Gyogun_On_T	[VAR 0100(000A)]的[VAR 0102(0000)]一群群地聚集起来了！
BTL_STRID_SET_Gyogun_Off	[VAR 0102(0000)]一群群地四散而去了！
BTL_STRID_SET_Gyogun_Off_Y	野生的[VAR 0102(0000)]一群群地四散而去了！
BTL_STRID_SET_Gyogun_Off_E	对手的[VAR 0102(0000)]一群群地四散而去了！
BTL_STRID_SET_Gyogun_Off_T	[VAR 0100(000A)]的[VAR 0102(0000)]一群群地四散而去了！
BTL_STRID_SET_PhychoField_Protect	[VAR 0102(0000)]\n正受到精神场地的保护！
BTL_STRID_SET_PhychoField_Protect_Y	野生的[VAR 0102(0000)]\n正受到精神场地的保护！
BTL_STRID_SET_PhychoField_Protect_E	对手的[VAR 0102(0000)]\n正受到精神场地的保护！
BTL_STRID_SET_PhychoField_Protect_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n正受到精神场地的保护！
BTL_STRID_SET_Receiver	继承了[VAR 0102(0000)]的\n[VAR 0106(0001)]！
BTL_STRID_SET_Receiver_Y	继承了野生的[VAR 0102(0000)]的\n[VAR 0106(0001)]！
BTL_STRID_SET_Receiver_E	继承了对手的[VAR 0102(0000)]的\n[VAR 0106(0001)]！
BTL_STRID_SET_Receiver_T	继承了[VAR 0100(000A)]的[VAR 0102(0000)]的\n[VAR 0106(0001)]！
BTL_STRID_SET_ZettaiNemuri	[VAR 0102(0000)]\n处于半梦半醒状态！
BTL_STRID_SET_ZettaiNemuri_Y	野生的[VAR 0102(0000)]\n处于半梦半醒状态！
BTL_STRID_SET_ZettaiNemuri_E	对手的[VAR 0102(0000)]\n处于半梦半醒状态！
BTL_STRID_SET_ZettaiNemuri_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n处于半梦半醒状态！
BTL_STRID_SET_Bakenokawa	[VAR 0102(0000)]的\n画皮脱落了！
BTL_STRID_SET_Bakenokawa_Y	野生的[VAR 0102(0000)]的\n画皮脱落了！
BTL_STRID_SET_Bakenokawa_E	对手的[VAR 0102(0000)]的\n画皮脱落了！
BTL_STRID_SET_Bakenokawa_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n画皮脱落了！
BTL_STRID_SET_Kizunahenge	[VAR 0102(0000)]\n浑身充满了牵绊之力！
BTL_STRID_SET_Kizunahenge_Y	野生的[VAR 0102(0000)]\n浑身充满了牵绊之力！
BTL_STRID_SET_Kizunahenge_E	对手的[VAR 0102(0000)]\n浑身充满了牵绊之力！
BTL_STRID_SET_Kizunahenge_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n浑身充满了牵绊之力！
BTL_STRID_SET_Kizunahenge2	[VAR 0102(0000)]\n变身成了小智版甲贺忍蛙！
BTL_STRID_SET_Kizunahenge2_Y	野生的[VAR 0102(0000)]\n变身成了小智版甲贺忍蛙！
BTL_STRID_SET_Kizunahenge2_E	对手的[VAR 0102(0000)]\n变身成了小智版甲贺忍蛙！
BTL_STRID_SET_Kizunahenge2_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n变身成了小智版甲贺忍蛙！
BTL_STRID_SET_SwarmChange	[VAR 0102(0000)]\n变成了完全体形态！
BTL_STRID_SET_SwarmChange_Y	野生的[VAR 0102(0000)]\n变成了完全体形态！
BTL_STRID_SET_SwarmChange_E	对手的[VAR 0102(0000)]\n变成了完全体形态！
BTL_STRID_SET_SwarmChange_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n变成了完全体形态！
BTL_STRID_SET_Gitai	[VAR 0102(0000)]\n变回了原来的属性！
BTL_STRID_SET_Gitai_Y	野生的[VAR 0102(0000)]\n变回了原来的属性！
BTL_STRID_SET_Gitai_E	对手的[VAR 0102(0000)]\n变回了原来的属性！
BTL_STRID_SET_Gitai_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n变回了原来的属性！
BTL_STRID_SET_GShockWave_PP_Reduce	[VAR 0102(0000)]的\nＰＰ减少了！
BTL_STRID_SET_GShockWave_PP_Reduce_Y	野生的[VAR 0102(0000)]的\nＰＰ减少了！
BTL_STRID_SET_GShockWave_PP_Reduce_E	对手的[VAR 0102(0000)]的\nＰＰ减少了！
BTL_STRID_SET_GShockWave_PP_Reduce_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\nＰＰ减少了！
BTL_STRID_SET_MajicMirror	将[VAR 0102(0000)]的\n[VAR 0107(0001)]反射了回去！
BTL_STRID_SET_MajicMirror_Y	将野生的[VAR 0102(0000)]的\n[VAR 0107(0001)]反射了回去！
BTL_STRID_SET_MajicMirror_E	将对手的[VAR 0102(0000)]的\n[VAR 0107(0001)]反射了回去！
BTL_STRID_SET_MajicMirror_T	将[VAR 0100(000A)]的[VAR 0102(0000)]的\n[VAR 0107(0001)]反射了回去！
BTL_STRID_SET_Dokusyu	让[VAR 0102(0000)]\n中毒了！
BTL_STRID_SET_Dokusyu_Y	让野生的[VAR 0102(0000)]\n中毒了！
BTL_STRID_SET_Dokusyu_E	让对手的[VAR 0102(0000)]\n中毒了！
BTL_STRID_SET_Dokusyu_T	让[VAR 0100(000A)]的[VAR 0102(0000)]\n中毒了！
BTL_STRID_SET_Syuukaku	[VAR 0102(0000)]\n收获了[VAR 0109(0001)]！
BTL_STRID_SET_Syuukaku_Y	野生的[VAR 0102(0000)]\n收获了[VAR 0109(0001)]！
BTL_STRID_SET_Syuukaku_E	对手的[VAR 0102(0000)]\n收获了[VAR 0109(0001)]！
BTL_STRID_SET_Syuukaku_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n收获了[VAR 0109(0001)]！
BTL_STRID_SET_SeedKonran	好像是它讨厌的树果……\n[VAR 0102(0000)]混乱了！
BTL_STRID_SET_SeedKonran_Y	好像是它讨厌的树果……\n野生的[VAR 0102(0000)]混乱了！
BTL_STRID_SET_SeedKonran_E	好像是它讨厌的树果……\n对手的[VAR 0102(0000)]混乱了！
BTL_STRID_SET_SeedKonran_T	好像是它讨厌的树果……\n[VAR 0100(000A)]的[VAR 0102(0000)]混乱了！
BTL_STRID_SET_AunNoIki	[VAR 0102(0000)]\n不会受到伙伴的攻击！
BTL_STRID_SET_AunNoIki_Y	野生的[VAR 0102(0000)]\n不会受到伙伴的攻击！
BTL_STRID_SET_AunNoIki_E	对手的[VAR 0102(0000)]\n不会受到伙伴的攻击！
BTL_STRID_SET_AunNoIki_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n不会受到伙伴的攻击！
btl_state
BTR_STATE_01_01	大晴天
BTR_STATE_01_02	天气为晴朗状态。\n火属性的招式威力会提高。\n水属性的招式威力会降低。
BTR_STATE_02_01	下雨
BTR_STATE_02_02	天气为下雨状态。\n水属性的招式威力会提高。\n火属性的招式威力会降低。
BTR_STATE_03_01	沙暴
BTR_STATE_03_02	天气为沙暴状态。\n岩石、地面和钢属性以外的宝可梦，\n每回合会受到伤害。\n岩石属性的特防会变强。
BTR_STATE_04_01	冰雹
BTR_STATE_04_02	天气为冰雹状态。\n冰属性以外的宝可梦，\n每回合会受到伤害。
BTR_STATE_08_01	戏法空间
BTR_STATE_08_02	在５回合内，\n速度慢的宝可梦可以先行动。
BTR_STATE_11_01	易中要害
