msg_bgm+zh_tw.msbt
bgm_arrange	改編
mel_mockbattle_state_mel_start	對戰開始！
mel_mockbattle_state_start	{[0105|0a00]}+{[0105|0b00]} 開始對戰
mel_mockbattle_cp_number	練習對手的數量
mel_mockbattle_cp_auto	自動
mel_mockbattle_cp_n	{[0100|000000cd]}
mel_mockbattle_cp_movement	練習對手的動作
mel_mockbattle_cp_stop	停止
mel_mockbattle_cp_attack	攻擊
mel_mockbattle_btn_exit	離開對戰
mel_mockbattle_wazalist_guide	{[0105|0800]}
mel_mockbattle_wazalist	招式列表
mel_mockbattle_name_unknown	？？？？
mel_mockbattle_icon_unknown	？
mel_mockbattle_cp_lv_n	等級：{[0100|000000cd]}
mel_mockbattle_tournament_txt_search	正在召集對戰對手
mel_mockbattle_tournament_ok	準備完畢！
mel_spirits_roulette_event_bonus	活動獎勵進行中
mel_spirits_roulette_good_luck_guide	{[0105|0900]}
mel_spirits_roulette_good_luck	：使用破壞輪盤
mel_spirits_roulette_slow_guide	{[0105|0800]}
mel_spirits_roulette_slow	：使用緩慢輪盤
mel_spirits_roulette_good_luck_roulette_n	×{[0100|000000cd]}
mel_spirits_roulette_slow_roulette_n	×{[0100|000000cd]}
mel_shortmsg_1	來吧！
mel_shortmsg_2	我來了！
mel_shortmsg_3	你好！
mel_shortmsg_4	一決勝負吧！
mel_shortmsg_5	請多指教！
mel_shortmsg_6	請多多指教！
mel_shortmsg_7	希望是場精彩的比賽！
mel_shortmsg_8	我會加油的。
mel_shortmsg_9	我不會輸的！
mel_shortmsg_10	讓我來當你的對手吧。
mel_shortmsg_11	我要上囉！
mel_shortmsg_12	我們上吧！
mel_shortmsg_13	拜託了。
mel_shortmsg_14	請手下留情。
mel_shortmsg_15	讓我們全力以赴！
mel_shortmsg_16	來切磋一下吧。
mel_shortmsg_17	我來也！
mel_shortmsg_18	特此前來！
mel_shortmsg_19	我要上了！
mel_shortmsg_20	覺悟吧！
mel_shortmsg_21	有點緊張！
mel_shortmsg_22	準備萬全！
mel_shortmsg_23	那麼就開始吧！
mel_shortmsg_24	我已經按捺不住了！
mel_shortmsg_25	來一決勝負吧！
mel_shortmsg_26	讓人興奮起來了！
mel_shortmsg_27	我來了！
mel_shortmsg_28	我接受挑戰！
mel_shortmsg_29	我不會手下留情！
mel_shortmsg_30	我充滿了力量！
mel_shortmsg_31	夠資格作我的對手！
mel_shortmsg_32	突擊！
mel_shortmsg_33	明鏡止水！
mel_shortmsg_34	乾坤一擲！
mel_shortmsg_35	全力以赴！
mel_shortmsg_36	電光石火！
mel_shortmsg_37	疾風迅雷！
mel_shortmsg_38	作戰開始！
mel_shortmsg_39	就在這裡決勝負！
mel_shortmsg_40	只有近身戰一擇！
mel_shortmsg_41	一鼓作氣上了！
mel_shortmsg_42	GO！GO！GO！
mel_shortmsg_43	抓住！\r\n投擲！
mel_shortmsg_44	抓準機會\r\n反擊。
mel_shortmsg_45	接我這招！\r\n超帥攻擊！
mel_shortmsg_46	這次一定要贏！
mel_shortmsg_47	我要開始認真了！
mel_shortmsg_48	我還可以繼續。
mel_shortmsg_49	這次我不會輸的。
mel_shortmsg_50	上吧！
mel_shortmsg_51	我不會輸！
mel_shortmsg_52	改變命運！
mel_shortmsg_53	改變戰況！
mel_shortmsg_54	用拳頭說話吧！
mel_shortmsg_55	大家看好了！
mel_shortmsg_56	相信自己的感覺！
mel_shortmsg_57	真是不太平啊。
mel_shortmsg_58	我會改變未來給你看！
mel_shortmsg_59	我有必須守護的事物。
mel_shortmsg_60	去會會比我還強的傢伙。
mel_shortmsg_61	今天也元氣十足地活動身體吧！
mel_shortmsg_62	辛苦了！
mel_shortmsg_63	辛苦了。
mel_shortmsg_64	非常感謝。
mel_shortmsg_65	真不錯！
mel_shortmsg_66	酷喔！
mel_shortmsg_67	漂亮！
mel_shortmsg_68	做得真不錯！
mel_shortmsg_69	太棒了！
mel_shortmsg_70	上吧！
mel_shortmsg_71	幹得漂亮！
mel_shortmsg_72	相當精彩。
mel_shortmsg_73	你真厲害。
mel_shortmsg_74	真令人讚嘆！
mel_shortmsg_75	真是一場不錯的比賽。
mel_shortmsg_76	真是一記漂亮的隕石！
mel_shortmsg_77	時機抓的真好！
mel_shortmsg_78	恭喜你！
mel_shortmsg_79	下次再見囉！
mel_shortmsg_80	再見！
mel_shortmsg_81	後會有期！
mel_shortmsg_82	掰掰！
mel_shortmsg_83	休息一下。
mel_shortmsg_84	接著是最後一場了。
mel_shortmsg_85	我們下次再見吧。
mel_shortmsg_86	贏了！
mel_shortmsg_87	運氣真好！
mel_shortmsg_88	得救了！
mel_shortmsg_89	謝謝！
mel_shortmsg_90	好極了！
mel_shortmsg_91	成功了！
mel_shortmsg_92	堅持住了！
mel_shortmsg_93	撐下來了！
mel_shortmsg_94	很盡興。
mel_shortmsg_95	就只差一點！
mel_shortmsg_96	真是千鈞一髮。
mel_shortmsg_97	進展很順利。
mel_shortmsg_98	拜託再來一次！
mel_shortmsg_99	再會！
mel_shortmsg_100	作戰完成！
mel_shortmsg_101	真是一場苦戰。
mel_shortmsg_102	現在開始歸艦。
mel_shortmsg_103	今天也成功存活下來了。
msg_menu+zh_tw.msbt
mnu_new	NEW
mnu_lvup	Lv.UP!
mnu_spirit_lv_max	Lv.MAX
mnu_spirit_grade_up_possible	可超化
mnu_colon	：
mnu_get	GET!
mnu_sp_icon	
mnu_title	任天堂明星大亂鬥 特別版
mnu_title_copyrights	© 2018 Nintendo\r\nOriginal Game: © Nintendo / HAL Laboratory, Inc.\r\nCharacters: © Nintendo / HAL Laboratory, Inc. /\r\nPokémon. / Creatures Inc. / GAME FREAK inc. / SHIGESATO ITOI / APE inc. / INTELLIGENT SYSTEMS / Konami Digital Entertainment / SEGA / CAPCOM CO., LTD. /\r\nBANDAI NAMCO Entertainment Inc. / MONOLITHSOFT / CAPCOM U.S.A., INC. / SQUARE ENIX CO., LTD. / ATLUS / Microsoft / SNK CORPORATION. / Mojang AB / Disney
mnu_title_press_any_button	PRESS ANY BUTTON
mnu_top_melee	大亂鬥
mnu_top_spirits	命魂
mnu_top_other	更多玩法
mnu_top_online	線上
mnu_top_collection	收藏
mnu_top_help_melee	首先從基本的玩法開始！
mnu_top_help_spirits	收集眾多角色進行對戰！
mnu_top_help_other	鍛鍊、製作、取得勝利！
mnu_top_help_online	透過網路和世界各地的玩家進行對戰！
mnu_top_help_collection	觀看、聆聽、查看記錄！
mnu_top_help_eshop	確認新增內容
mnu_top_tip_eshop	Nintendo eShop
mnu_top_notices	{[0101|00cd]}
mnu_top_notices_space	 
mnu_top_notices_smashbros	 若遇到問題，請按下{[0105|0d00]}開啟面板並查看說明
mnu_top_notices_connect_net_latest_info	 連接網際網路時會收到最新資訊
mnu_top_howto_play_guide	{[0105|0900]}
mnu_top_howto_play	教學
mnu_mel_top_title	大亂鬥
mnu_mel_top_melee_normal	常規戰
mnu_mel_top_melee_compe	團體戰
mnu_mel_top_local_tourn	淘汰賽
mnu_mel_top_melee_special	特殊亂鬥
mnu_mel_top_help_melee_normal	最多可以8人遊玩的基本對戰！
mnu_mel_top_help_melee_compe	3對3或是5對5，邁向勝利前進!!
mnu_mel_top_help_local_tourn	眾人角逐爭奪桂冠的淘汰賽！
mnu_mel_top_help_melee_special	別具一格的大亂鬥！
mnu_mel_top_help_melee_option	變更各名字的操作方法
mnu_oth_top_standard	取勝亂鬥
mnu_oth_top_build_stage_02	製作\r\n場地
mnu_oth_top_amiibo	amiibo
mnu_oth_top_arena_homerun	全壘打\r\n競賽
mnu_oth_top_training	訓練
mnu_oth_top_make_miifighter_02	Mii\r\n鬥士
mnu_oth_top_arena_spar	對打
mnu_oth_top_challengers	挑戰者房間
mnu_oth_top_vr	VR
mnu_oth_top_play	PLAY
mnu_oth_top_edit	EDIT
mnu_oth_top_help_standard	沿著各鬥士的路線邁向通關吧！
mnu_oth_top_help_build_stage	繪畫地形，製作屬於自己的場地！
mnu_oth_top_help_amiibo	培育沉眠在amiibo中的鬥士
mnu_oth_top_help_homerun	鏗一聲奮力揮打擊飛沙包哥！
mnu_oth_top_help_training	透過各種練習變得更強！
mnu_oth_top_help_make_miifighter	從Mii開始製作自創鬥士吧！
mnu_oth_top_help_sparring	將接連出現的對手徹底擊飛吧！
mnu_oth_top_help_challengers	在對戰中取勝，獲得鬥士！
mnu_oth_top_help_vr	用VR眼鏡欣賞大亂鬥的舞台！
mnu_oth_pop_spar_title	對打
mnu_oth_pop_spar_hundred	百人對打
mnu_oth_pop_spar_allstar	全明星對打
mnu_oth_pop_spar_ruthless	無情對打
mnu_oth_pop_help_spar_hundred	盡快打倒出現的100人軍團！
mnu_oth_pop_help_spar_allstar	鬥士將全數出場！全部擊飛就對了！
mnu_oth_pop_help_spar_ruthless	與強勁軍團認真對抗的殊死戰！
mnu_oth_pop_homerun_title	全壘打競賽
mnu_oth_pop_homerun_single	單人
mnu_oth_pop_homerun_coop	雙人合作
mnu_oth_pop_homerun_everyone	多人競賽
mnu_oth_pop_help_homerun_single	10秒內給予嚴重傷害，再拿全壘打球棒奮力揮打擊飛！
mnu_oth_pop_help_homerun_coop	合作打出更遠的距離！
mnu_oth_pop_help_homerun_everyone	比賽飛行距離，最多4人參加！每人有兩次機會！
mnu_spi_top_spirits_board	命魂板
mnu_spi_top_campaign	冒險
mnu_spi_top_organization	持有
mnu_spi_top_dlc	下載特典
mnu_spi_top_help_spirits_board	挑戰考驗，獲得命魂！
mnu_spi_top_help_campaign	在失去一切的世界裡，救出鬥士和命魂！
mnu_spi_top_help_organization	管理命魂，作好戰鬥的準備
mnu_spi_top_help_dlc	擁有新增鬥士就能遊玩的特別命魂板！
mnu_spi_top_help_banner	查看會在命魂板上舉辦的活動資訊！
mnu_spi_top_help_banner_l_guide	{[0105|0a00]}
mnu_spi_top_help_banner_r_guide	{[0105|0b00]}
mnu_spi_top_banner_title	{[0102|00cd]}
mnu_spi_top_banner_date	{[0103|0003]} {[0104|0102]} ～ {[0103|0203]} {[0104|0302]}
mnu_spi_top_title	命魂
mnu_onl_top_onl_melee	大亂鬥
mnu_onl_top_contribution	大家的發表
mnu_onl_top_spectate	大觀戰
mnu_onl_top_tournament	淘汰賽
mnu_onl_top_tournament_in_session	活動舉辦中！
mnu_onl_top_help_onl_melee	與全世界的對手們對戰吧！
mnu_onl_top_help_contribution	暢遊全球玩家分享的作品！
mnu_onl_top_help_spectate	大家一起為白熱化的比賽加油吧！猜贏家，拿獎品！
mnu_onl_top_help_tournament	最多64人參加，和競爭對手一起角逐冠軍寶座！
mnu_onl_top_help_opt_online	決定在線上使用的簡介
mnu_onl_top_event_help_banner	確認期間限定活動的資訊！
mnu_onl_top_event_tournament_title	{[0102|00cd]}
mnu_onl_top_event_tournament_date	{[0103|0003]} {[0104|0102]} ～ {[0103|0203]} {[0104|0302]}
mnu_onl_top_event_convention_title	{[0101|00cd]}
mnu_onl_top_event_convention_date	{[0103|0003]} {[0104|0102]} ～ {[0104|0202]}
mnu_onl_mel_top_title	大亂鬥
mnu_onl_mel_top_any	與任何人
mnu_onl_mel_top_room	專用房間
mnu_onl_mel_top_parallel	同時等候對戰
mnu_onl_mel_top_event_convention	官方大賽預賽
mnu_onl_mel_top_event_convention_in_session	舉辦中！
mnu_onl_mel_top_help_any	與任何地方的競爭對手進行大亂鬥！
mnu_onl_mel_top_help_room	在私人的房間盡情對戰！
mnu_onl_mel_top_help_parallel	此設定可在遊玩時同步尋找對戰者
mnu_onl_mel_top_help_event_convention	在期限內賺取的大賽得分要超過任何人！
mnu_onl_mel_top_vip	VIP
mnu_coll_top_album	重播
mnu_coll_top_soundtest	音頻
mnu_coll_top_movie	影片
mnu_coll_top_tips	大亂鬥知識
mnu_coll_top_record	戰鬥記錄
mnu_coll_top_cleargeter	通關\r\n獎勵
mnu_coll_top_shop	商店
mnu_coll_top_help_album	觀看已經儲存的比賽
mnu_coll_top_help_soundtest	可以盡情地聆聽遊戲中的音樂！
mnu_coll_top_help_movie	觀看「冒險」等影片
mnu_coll_top_help_tips	知道不吃虧！遊戲提示與小知識集
mnu_coll_top_help_record	從各種資料中回顧至今為止的記錄
mnu_coll_top_help_cleargeter	滿足條件，獲得獎勵！
mnu_coll_top_help_shop	用金幣購買物品吧！
mnu_coll_top_help_present	獲得在活動等機會所能得到的贈禮！
mnu_coll_top_title	收藏
mnu_coll_record_top_fighter	對戰記錄
mnu_coll_record_top_count	統計集
mnu_coll_record_top_memorial	紀念日
mnu_coll_record_top_opponents_card	對戰者名牌
mnu_coll_record_top_history	一起\r\n玩過的人
mnu_coll_record_top_help_fighter	查看各式各樣的排名！
mnu_coll_record_top_help_count	統計了各種項目的數字
mnu_coll_record_top_help_memorial	回顧達成某項成就的日子
mnu_coll_record_top_help_opponents_card	查看在網路對戰上戰勝對手的證明
mnu_coll_record_top_help_history	查看合作或對戰過的對手
mnu_coll_record_top_opponents_card_n	{[0100|000000cd]}
mnu_mel_sp_top_suddendeath	超級殊死戰
mnu_mel_sp_top_various	自定亂鬥
mnu_mel_sp_top_allbattle	全員對戰
mnu_mel_sp_top_help_suddendeath	以傷害值300％將對手狠狠擊飛！
mnu_mel_sp_top_help_various	改變大小或狀態，古靈精怪地進行對戰
mnu_mel_sp_top_help_allbattle	爭奪擅長使用的鬥士，全體演出的對戰！
mnu_header_melee_normal	常規戰
mnu_header_melee_special	特殊亂鬥
mnu_header_melee_team	團體戰
mnu_header_melee_allbattle	全員對戰
mnu_header_melee_suddendeath	超級殊死戰
mnu_header_melee_tournament	淘汰賽
mnu_header_melee_various	自定亂鬥
mnu_header_spirits_challengeboard	命魂板
mnu_header_spirits_dlc	下載特典
mnu_header_spirits_main_directory	名冊
mnu_header_spirits_directory	命魂名冊
mnu_header_spirits_raise	培育
mnu_header_spirits_recall	召喚
mnu_header_spirits_return	歸還
mnu_header_spirits_setorg	創建組合
mnu_header_other_mmiif	Mii鬥士
mnu_header_other_stgcreate	製作場地
mnu_header_other_amiibo	amiibo
mnu_header_other_vr	VR
mnu_header_online_top	線上
mnu_header_online_spectate	大觀戰
mnu_header_online_room	專用房間
mnu_header_online_share	大家的發表
mnu_header_online_tournament	線上淘汰賽
mnu_header_online_convention	官方大賽預賽
mnu_header_collection_records	戰鬥記錄
mnu_header_collection_smaknowledge	大亂鬥知識
mnu_header_shop_top	商店
mnu_header_collection_present	禮物
mnu_header_collection_sound_test	音頻
mnu_header_collection_cleargetter	通關獎勵
mnu_header_collection_replaydata	重播資料
mnu_header_collection_movie_edit	影片編輯
mnu_header_collection_movie	影片
mnu_header_local_communication	鄰近主機通訊
mnu_header_option_top	選項
mnu_header_technique	技巧
mnu_header_cam_spitirs_set	命魂組合
mnu_header_help_top	說明
mnu_header_melee	{[0102|00cd]} {[0102|01cd]}
mnu_header_other	{[0102|00cd]} {[0102|01cd]}
mnu_header_spirits	{[0102|00cd]} {[0102|01cd]}
mnu_header_online	{[0102|00cd]} {[0102|01cd]}
mnu_header_collection	{[0102|00cd]} {[0102|01cd]}
mnu_header_option	{[0102|00cd]} {[0102|01cd]}
mnu_header_local	{[0102|00cd]} {[0102|01cd]}
mnu_header_help	{[0102|00cd]} {[0102|01cd]}
mnu_header_arrow	{size[4600]}{color[898989ff]}▶{color[000000ff]}{size[6400]}
mnu_header_btn_return_guide	{[0105|0e00]}
mnu_header_btn_return	返回
mnu_footer_save_btn	{[0105|0e00]}
mnu_footer_save	儲存
mnu_footer_ok	OK
mnu_footer_spirits_return	歸還
mnu_footer_spirits_challengeboard_organize	挑戰
mnu_footer_wait_start	開始等候
mnu_footer_next	繼續
mnu_footer_opponents_sell	出售
mnu_footer_report	檢舉
mnu_footer_amiibo_save	結束
mnu_pallet_open_guide	{[0105|0d00]}
mnu_pallet_matching	召集對戰對手中
mnu_pallet_matching_complete	對戰開始！
mnu_pallet_matching_canceled	已被取消
mnu_pallet_matching_pause	暫停
mnu_pallet_matching_restart	已重新召集
mnu_pallet_matching_error	發生通訊錯誤
mnu_pallet_matching_parallel	同時等候對戰
mnu_pallet_matching_cancel_guide	{[0105|0800]}
mnu_pallet_matching_cancel	退出
mnu_pallet_top	返回最上層
mnu_pallet_spirits	持有的命魂
mnu_pallet_local	鄰近主機通訊
mnu_pallet_inbox	消息
mnu_pallet_option	選項
mnu_pallet_help	說明
mnu_pallet_inbox_unread_n	！
mnu_pallet_time	{[0104|0001]}
mnu_reward_title_result	RESULT
mnu_reward_title_finalresult	FINAL RESULT
mnu_reward_title_gift	GIFT
mnu_reward_gold_n	{[0100|000000cd]}
mnu_reward_sp_n	{[0100|000000cd]}
mnu_reward_item_n	×{[0100|000000cd]}
mnu_reward_num	獎勵個數：
mnu_reward_n	{[0100|000000cd]}
mnu_reward_souvenir_num	禮物個數：
mnu_reward_detail_guide	{[0105|0800]}
mnu_reward_detail	命魂詳情
mnu_reward_value	壁畫
mnu_reward_value_n	{[0100|00ff00cd]} {size[3c00]}pt.{size[6400]}
mnu_reward_bonusgame	獎勵遊戲
mnu_reward_bonusgame_n	{[0100|000000cd]}
mnu_reward_ending	工作人員名單
mnu_reward_ending_n	{[0100|000000cd]}
mnu_reward_score_sum_n	{[0100|000000cd]}
mnu_reward_score_sum	總分
mnu_reward_up_spirit_exp	經驗值提升！
mnu_reward_up_reward	獎勵提升！
mnu_reward_up_support_item	輔助道具增加中！
mnu_reward_up_spirit_energy	零食增加中！
mnu_reward_up_spirits_pt	命魂點數增加中！
mnu_reward_bonus_event	活動獎勵
mnu_reward_bonus_ticket	票券獎勵
mnu_reward_no_reward	無法獲得獎勵
mnu_reward_spirit_release	解鎖!!
mnu_reward_spirit_grade_legend	LEGEND
mnu_reward_spirit_grade_ace	ACE
mnu_reward_spirit_grade_hope	HOPE
mnu_reward_spirit_grade_novice	NOVICE
mnu_controller_assign_txt_00	請以手上的控制器選擇自已的鬥士
mnu_controller_assign_fighter_nam	{[0101|00cd]}
mnu_controller_assign_ready	READY!
mnu_controller_assign_connect_controller	連接控制器
mnu_controller_assign_battle_start	開始對戰
mnu_controller_assign_none	無
mnu_controller_communication_warning	由於正在通訊對戰，亂鬥會持續進行
mnu_opt_top_melee	大亂鬥
mnu_opt_top_button	按鍵
mnu_opt_top_sound	聲音
mnu_opt_top_video	亮度
mnu_opt_top_online	線上
mnu_opt_top_language	語言/\r\nLanguage
mnu_opt_top_help_melee	稍微詳細的戰鬥顯示與鬥士強度調整
mnu_opt_top_help_button	變更各名字的操作方法
mnu_opt_top_help_sound	調整聲音平衡，選擇自選樂曲
mnu_opt_top_help_video	調整畫面的明暗
mnu_opt_top_help_online	決定在線上使用的簡介
mnu_opt_top_help_language	將文章變成其他語言 / Change the language of the text.
mnu_opt_melee_title	大亂鬥
mnu_opt_melee_rule	編輯規則
mnu_opt_melee_dash	衍生鬥士
mnu_opt_melee_radar	雷達
mnu_opt_melee_fighter_hc	鬥士強度調整
mnu_opt_melee_help_rule	變更製作好的規則設定
mnu_opt_melee_help_dash	合併顯示衍生鬥士和Mii鬥士
mnu_opt_melee_help_dash_display	單獨顯示衍生鬥士或Mii鬥士
mnu_opt_melee_help_radar	以小雷達顯示被擊飛的鬥士位置
mnu_opt_melee_help_radar_big	以大雷達顯示被擊飛的鬥士位置
mnu_opt_melee_help_radar_nothing	不顯示雷達，讓戰鬥畫面更為簡潔
mnu_opt_melee_help_fighter_hc	變更單機對戰中的各鬥士攻擊力
mnu_opt_melee_help_invisible	可在通訊的團隊戰中讓我方變淡而凸顯對手
mnu_opt_melee_help_invisible_same	在通訊的團隊戰中不讓我方變淡
mnu_opt_melee_dash_00	重疊
mnu_opt_melee_dash_01	分開
mnu_opt_melee_radar_00	無
mnu_opt_melee_radar_01	小
mnu_opt_melee_radar_02	大
mnu_opt_melee_invisible	隊友透明化
mnu_opt_melee_invisible_00	關閉
mnu_opt_melee_invisible_01	開啟
mnu_opt_btn_title	按鍵
mnu_opt_btn_txt_00	選單中的震動
mnu_opt_btn_vib_on	ON
mnu_opt_btn_vib_off	OFF
mnu_opt_btn_noname	沒有名字
mnu_opt_btn_new	輸入名字
mnu_opt_btn_help_vib_on	控制器在選單中會震動
mnu_opt_btn_help_vib_off	控制器在選單中不會震動
