msg_bgm+us_en.msbt
bgm_arrange	Remix
mnu_online_room_rule_stock	Stock
mnu_online_room_rule_stamina	Stamina
mnu_online_room_rule_edit_help_time_n	Time until the battle ends.
mnu_online_room_rule_init_guide	{[0105|0800]}
mnu_online_room_rule_init	Reset
mnu_online_room_amiibo_all	Any
mnu_online_room_spirits_all	Any
mnu_online_room_search_title	Join Arena
mnu_online_room_search_host_account	{[0101|00cd]}
mnu_online_room_search_participants_n	{[0100|000000cd]}
mnu_online_room_search_participants_slash	/
mnu_online_room_search_participants_max	{[0100|000000cd]}
mnu_online_room_search_retry_guide	{[0105|0800]}
mnu_online_room_search_retry	Refresh
mnu_online_room_search_room_id	ID
mnu_online_room_search_room_id_n	{[0101|00cd]}
mnu_online_room_search_password_not	Off
mnu_online_room_search_password	On
mnu_online_room_participate_btn	Join
mnu_online_room_search_full	The arena is full.
mnu_online_room_beginner_only	Your GSP is too high to enter this arena.
mnu_online_room_vip_only	To enter this arena, you will need to meet the\r\nElite Smash conditions in Quickplay. 
mnu_online_room_search_room_rule_detail_guide	{[0105|0800]}
mnu_online_room_search_room_rule_detail	Details
mnu_online_room_search_room_rule_change	Change Rules
mnu_online_room_keyboad_help_password	Enter the arena's password.
mnu_online_room_inside_host_nam	{[0101|00cd]}
mnu_online_room_inside_room_nam	{[0101|00cd]}
mnu_online_room_inside_account_nam	{[0101|00cd]}
mnu_online_room_inside_fp	FP
mnu_online_room_inside_entry_guide	{[0105|0600]}
mnu_online_room_inside_entry	Enter
mnu_online_room_inside_next_opponents	Waiting for opponents...
mnu_online_room_inside_melee_start_guide	{[0105|0e00]}
mnu_online_room_inside_melee_start	Smash!
mnu_online_room_inside_melee_ready	Preparing the battle...
mnu_online_room_inside_melee_wait_others	Waiting for players...
mnu_online_room_inside_melee_wait_start	Waiting for battle to start...
mnu_online_room_inside_melee_wait_rule	Currently selecting rules...
mnu_online_room_inside_melee_in_battle	Battle in progress
mnu_online_room_inside_selected	Selecting...
mnu_online_room_inside_ko_total_n	{[0100|000000cd]}
mnu_online_room_inside_watching_seat	Spectator Stands
mnu_online_room_inside_play_area	The Ring
mnu_online_room_inside_wait_play	Waiting Area
mnu_online_room_inside_next	Next
mnu_online_room_inside_watch_guide	{[0105|0600]}
mnu_online_room_inside_watch	Spectate
mnu_online_room_inside_setting	Rules
mnu_online_room_inside_member	Player List
mnu_online_room_inside_change_bgm	Change Music\r\n{size[5a00]}{[0105|0800]} Stop{size[6400]}
mnu_online_room_inside_change_bgm_2	Change Music\r\n{size[5a00]}{[0105|0800]} Play{size[6400]}
mnu_online_room_inside_change_fighter	Change Fighter
mnu_online_room_inside_change_stage	Change Preferred Stage
mnu_online_room_inside_change_ready	READY?
mnu_online_room_inside_watching	Spectating
mnu_online_room_inside_ok	OK
mnu_online_room_inside_sele_wait	Waiting...
mnu_online_room_inside_time_guide	{[0105|0600]}
mnu_online_room_inside_time	{color[ff0000ff]}{size[9100]}{[0100|000000cd]} {size[6400]}{color[000000ff]}sec. left
mnu_online_room_inside_fp_lv_n	Lv. {[0100|000000cd]}
mnu_online_room_inside_fp_nam	{[0101|00cd]}
mnu_online_room_inside_cancel	Canceled
mnu_online_room_inside_team_change_guide	{[0105|0800]}
mnu_online_room_inside_team_one	At least one team has only one fighter.
mnu_online_room_inside_ranking	{[0100|000000cd]}
mnu_online_room_inside_start_soon	The battle is about to start...
mnu_online_room_inside_watch_cancel_guide	{[0105|0900]}
mnu_online_room_inside_watch_cancel	Stop Spectating
mnu_online_room_inside_member_list	Player List
mnu_online_room_inside_acct_drive_out_mode_guide	{[0105|0900]}
mnu_online_room_inside_acct_drive_out_mode	Kick Player
mnu_online_room_inside_ok_btn	OK
mnu_online_room_inside_cancel_btn	Close
mnu_online_room_inside_sele_acct_drive_out	Choose a Player to Kick
mnu_online_room_inside_back_btn	Back
mnu_online_room_inside_room_id	ID: {[0101|00cd]}
mnu_online_room_inside_rule_btn	Change Rules
mnu_online_room_inside_notice_rule_change	The Battle Rules have been changed
mnu_online_room_inside_message_btn_guide	{[0105|0b00]}
mnu_online_room_inside_message_btn	Message
mnu_online_room_inside_message_arrow	▶
mnu_online_room_inside_sysmsg_guide	{[0105|0a00]}
mnu_online_room_inside_sysmsg_enter	{color[e79000ff]}{[0101|00cd]} Entered{color[000000ff]}
mnu_online_room_inside_sysmsg_leave	{color[e79000ff]}{[0101|00cd]} Exited{color[000000ff]}
mnu_online_room_inside_sysmsg_battle_start	{color[aaaaaaff]}─ Round {[0100|000000cd]}! Go! ─{color[000000ff]}
mnu_online_room_inside_sysmsg_battle_start_c	{color[aaaaaaff]}─ {color[000000ff]}{color[ffffffff]}Round {[0100|000000cd]}! {color[000000ff]}{color[aaaaaaff]}Go! ─{color[000000ff]}
mnu_online_room_inside_sysmsg_battle_finish	{color[aaaaaaff]}─ End of Battle! ─{color[000000ff]}
mnu_online_room_inside_sysmsg_10ko	{color[ffffffff]}{[0101|00cd]} reached 10 KOs!{color[000000ff]}
mnu_online_room_inside_sysmsg_30ko	{color[ffffffff]}{[0101|00cd]} reached 30 KOs!{color[000000ff]}
mnu_online_room_inside_sysmsg_50ko	{color[ffffffff]}{[0101|00cd]} reached 50 KOs!{color[000000ff]}
mnu_online_room_inside_sysmsg_100ko	{color[ffffffff]}{[0101|00cd]} reached 100 KOs!{color[000000ff]}
mnu_online_room_inside_sysmsg_winning_streak	{color[ffffffff]}{[0101|00cd]} reached {[0100|010000cd]} consecutive wins!{color[000000ff]}
mnu_online_room_inside_sysmsg_cannot_battle	{color[aaaaaaff]}Could not begin the battle.{color[000000ff]}
mnu_online_room_inside_sysmsg_rule_changing	{color[aaaaaaff]}{[0101|00cd]} is selecting rules.{color[000000ff]}
mnu_online_room_inside_sysmsg_rule_change	{color[eed70fff]}Battle Rules have been changed.{color[000000ff]}
mnu_online_room_inside_sysmsg_rule_no_change	{color[aaaaaaff]}The Battle Rules did not get changed.{color[000000ff]}
mnu_online_room_inside_sysmsg_rule_0	{color[eed70fff]}{[0102|00cd]}   {[0102|01cd]}{color[000000ff]}
mnu_online_room_inside_sysmsg_rule_1	{color[eed70fff]}{[0101|00cd]}{color[000000ff]}
mnu_online_room_inside_sysmsg_rule_2	{color[eed70fff]}Items: {[0102|00cd]}   FS Meter: {[0102|01cd]}{color[000000ff]}
mnu_online_room_inside_sysmsg_rule_3	{color[eed70fff]}Damage Handicap: {[0102|00cd]}   Stage: {[0102|01cd]}{color[000000ff]}
mnu_online_room_inside_sysmsg_rule_item_on	{color[eed70fff]}On{color[000000ff]}
mnu_online_room_inside_sysmsg_rule_item_off	{color[eed70fff]}Off{color[000000ff]}
mnu_online_room_inside_sysmsg_rule_item_custom	{color[eed70fff]}Custom{color[000000ff]}
mnu_online_room_inside_sysmsg_rule_charge_on	{color[eed70fff]}On{color[000000ff]}
mnu_online_room_inside_sysmsg_rule_charge_off	{color[eed70fff]}Off{color[000000ff]}
mnu_online_room_inside_sysmsg_rule_handi_damage_on	{color[eed70fff]}On{color[000000ff]}
mnu_online_room_inside_sysmsg_rule_handi_damage_off	{color[eed70fff]}Off{color[000000ff]}
mnu_online_room_inside_chat_own	{color[00a1b4ff]}{[0101|00cd]}： {color[000000ff]}{color[00e4ffff]}{[0102|01cd]}{color[000000ff]}
mnu_online_room_inside_chat_others	{color[859fbcff]}{[0101|00cd]}： {color[000000ff]}{color[ffffffff]}{[0102|01cd]}{color[000000ff]}
mnu_online_room_inside_chat_sort_all	All
mnu_online_room_inside_chat_sort_greet	Greetings
mnu_online_room_inside_chat_sort_prepare	Preparation
mnu_online_room_inside_chat_sort_melee	Before Battle
mnu_online_room_inside_chat_sort_impression	Thoughts
mnu_online_room_inside_chat_sort_farewell	Goodbyes
mnu_online_room_inside_chat_greet_01	Hi there!
mnu_online_room_inside_chat_greet_02	Nice to meet you.
mnu_online_room_inside_chat_greet_03	Welcome!
mnu_online_room_inside_chat_greet_04	I'm glad you're here!
mnu_online_room_inside_chat_greet_05	Well played.
mnu_online_room_inside_chat_greet_06	Good morning.
mnu_online_room_inside_chat_greet_07	Hello.
mnu_online_room_inside_chat_greet_08	Good evening.
mnu_online_room_inside_chat_greet_09	Nice to meet you!
mnu_online_room_inside_chat_greet_10	Long time no see!
mnu_online_room_inside_chat_greet_11	We meet again...
mnu_online_room_inside_chat_greet_12	Thanks, as always!
mnu_online_room_inside_chat_greet_13	Same here!
mnu_online_room_inside_chat_greet_14	Go easy on me!
mnu_online_room_inside_chat_prepare_01	OK
mnu_online_room_inside_chat_prepare_02	All right!
mnu_online_room_inside_chat_prepare_03	Please wait.
mnu_online_room_inside_chat_prepare_04	Ready!
mnu_online_room_inside_chat_prepare_05	Thank you for waiting.
mnu_online_room_inside_chat_prepare_06	I'll be away for a bit.
mnu_online_room_inside_chat_prepare_07	I'm back.
mnu_online_room_inside_chat_prepare_08	I'll spectate.
mnu_online_room_inside_chat_prepare_09	I'm taking a break.
mnu_online_room_inside_chat_prepare_10	I'm gonna take a break.
mnu_online_room_inside_chat_prepare_11	Please enter the ring.
mnu_online_room_inside_chat_prepare_12	Please wait until the ring is full.
mnu_online_room_inside_chat_prepare_13	Waiting for other participants.
mnu_online_room_inside_chat_prepare_14	Please change teams.
mnu_online_room_inside_chat_prepare_15	One more battle with the same teams!
mnu_online_room_inside_chat_prepare_16	Changing fighter.
mnu_online_room_inside_chat_prepare_17	Changing stage.
mnu_online_room_inside_chat_prepare_18	Changing rules.
mnu_online_room_inside_chat_melee_01	Go easy on me!
mnu_online_room_inside_chat_melee_02	Let's have some fun. 
mnu_online_room_inside_chat_melee_03	I'm excited!
mnu_online_room_inside_chat_melee_04	I'm so thrilled!
mnu_online_room_inside_chat_melee_05	Bring it on!
mnu_online_room_inside_chat_melee_06	Let's get started!
mnu_online_room_inside_chat_melee_07	You can't stop me!
mnu_online_room_inside_chat_melee_08	I play for keeps...
mnu_online_room_inside_chat_melee_09	I'm gonna get flashy!
mnu_online_room_inside_chat_melee_10	I'm gonna win!
mnu_online_room_inside_chat_melee_11	I'm burning to fight!
mnu_online_room_inside_chat_melee_12	Let's really go for it!
mnu_online_room_inside_chat_melee_13	I'll end it here!
mnu_online_room_inside_chat_melee_14	I'll win this time!
mnu_online_room_inside_chat_melee_15	I can keep going!
mnu_online_room_inside_chat_melee_16	I've got you now!
mnu_online_room_inside_chat_melee_17	Our battle starts here!
mnu_online_room_inside_chat_melee_18	Let's have a good battle!
mnu_online_room_inside_chat_melee_19	I'm gonna go all out from the beginning!
mnu_online_room_inside_chat_melee_20	Edges don't scare me!
mnu_online_room_inside_chat_melee_21	Lose the battle, win the war, launch the opponent!
mnu_online_room_inside_chat_melee_22	Hear the roar of my full-force neutral attack!
mnu_online_room_inside_chat_melee_23	Going for a flashy attack!
mnu_online_room_inside_chat_melee_24	I'll take you on!
mnu_online_room_inside_chat_impression_01	Good!
mnu_online_room_inside_chat_impression_02	Good fight!
mnu_online_room_inside_chat_impression_03	Perfect!
mnu_online_room_inside_chat_impression_04	Nice!
mnu_online_room_inside_chat_impression_05	Nice fight!
mnu_online_room_inside_chat_impression_06	Wonderful!
mnu_online_room_inside_chat_impression_07	Nicely done!
mnu_online_room_inside_chat_impression_08	I expected nothing less!
mnu_online_room_inside_chat_impression_09	Whoa!
mnu_online_room_inside_chat_impression_10	Lucky!
mnu_online_room_inside_chat_impression_11	It's decided!
mnu_online_room_inside_chat_impression_12	What a great comeback!
mnu_online_room_inside_chat_impression_13	Dunktastic!
mnu_online_room_inside_chat_impression_14	Nice teamwork!
mnu_online_room_inside_chat_impression_15	What a great team!
mnu_online_room_inside_chat_impression_16	That was a close one!
mnu_online_room_inside_chat_impression_17	So close!
mnu_online_room_inside_chat_impression_18	Grrrrr.
mnu_online_room_inside_chat_impression_19	You got me!
mnu_online_room_inside_chat_impression_20	How disappointing!
mnu_online_room_inside_chat_impression_21	I'll try harder next time!
mnu_online_room_inside_chat_impression_22	Congrats!
mnu_online_room_inside_chat_impression_23	Thanks!
mnu_online_room_inside_chat_farewell_01	I'll leave after a few more rounds.
mnu_online_room_inside_chat_farewell_02	The next battle is my last.
mnu_online_room_inside_chat_farewell_03	I'm gonna head out.
mnu_online_room_inside_chat_farewell_04	Shutting down the arena!
mnu_online_room_inside_chat_farewell_05	Fun times!
mnu_online_room_inside_chat_farewell_06	Peace!
mnu_online_room_inside_chat_farewell_07	Let's smash again!
mnu_online_room_inside_chat_farewell_08	Thanks!
mnu_online_room_inside_chat_farewell_09	Bye bye!
mnu_online_room_inside_chat_farewell_10	Goodbye.
mnu_online_room_inside_chat_farewell_11	Good night.
mnu_online_room_inside_chat_farewell_12	Thank you very much.
mnu_online_report_title	Report
mnu_online_report_nickname	{[0101|00cd]}
mnu_online_report_date	{[0103|0000]}
mnu_online_report_time	{[0104|0101]}
mnu_online_report_select_reason	Select the reason for this report.
mnu_online_report_detail	Please provide details regarding this report.
mnu_online_report_how_guide	{[0105|0900]}
mnu_online_report_how	What is a report?
mnu_online_report_text_count	{[0100|000000cd]}/{[0100|010000cd]}
mnu_online_report_help_play_detail	Please explain what occurred during the battle.
mnu_online_report_reason	Reason for Report
mnu_online_report_leaving	Inactivity
mnu_online_report_inappropriate_nickname	Inappropriate Nickname
mnu_online_report_low_com	Network Manipulation
mnu_online_report_attack_onlyone_impede	Unsportsmanlike Conduct
mnu_online_report_bug_cheat	Cheating
mnu_online_report_cut_com	Frequent Disconnection
mnu_online_report_contribution_title	{[0101|00cd]}
mnu_online_report_contribution_detail	Please enter the details.
mnu_online_report_help_contribution_detail	Please describe the issue.
mnu_online_report_violence	Violent Content
mnu_online_report_harassment_abuse	Hateful/Bullying
mnu_online_report_against_moral	Inappropriate/Harmful
mnu_online_report_another_inappropriate	Other
mnu_online_report_commercially	Advertisement
mnu_online_report_indecency	Sexually Explicit
mnu_online_report_private_info	Personal Information
mnu_online_report_fp_nam	{[0101|00cd]}
mnu_online_report_fp	FP
mnu_anyone_title	Quickplay
mnu_anyone_single	Solo
mnu_anyone_double	Co-op
mnu_anyone_vip	Elite Smash
mnu_anyone_priority_rule	Preferred Rules
mnu_anyone_off	Off
mnu_anyone_on	On
mnu_anyone_help_00	Play with other players online!
mnu_anyone_help_01	Team up with someone near you and fight online!
mnu_anyone_help_02	Smash it up with the world's best.
mnu_anyone_help_03	Matchmaking will not prioritize any specific rules when finding a battle.
mnu_anyone_help_04	Matchmaking will prioritize finding a battle with your preferred rules.
mnu_anyone_rule_set	Preferred Rules
mnu_anyone_rule_set_on	On
mnu_anyone_rule_set_off	Off
mnu_anyone_rule_set_entrust	No Rule Preference
mnu_anyone_rule_set_help_off	Matchmaking will not look for a battle with a specific ruleset.
mnu_anyone_rule_set_help_on	Matchmaking will attempt to put you in a battle with these rules.
mnu_anyone_rule_edit_format	Format
mnu_anyone_rule_edit_rule	Rules
mnu_anyone_rule_edit_stamina_num	Stamina
mnu_anyone_rule_edit_stock_num	Stock
mnu_anyone_rule_edit_timelimit	Time Limit
mnu_anyone_rule_edit_charge	FS Meter
mnu_anyone_rule_edit_stg	Stage
mnu_anyone_rule_edit_item	Items
mnu_anyone_rule_edit_init_guide	{[0105|0800]}
mnu_anyone_rule_edit_init	Reset
mnu_anyone_rule_edit_mel	Smash
mnu_anyone_rule_edit_mel_team	Team Battle
mnu_anyone_rule_edit_1on1	1-on-1
mnu_anyone_rule_edit_time	Time
mnu_anyone_rule_edit_stock	Stock
mnu_anyone_rule_edit_stamina	Stamina
mnu_anyone_rule_edit_stamina_n	{[0100|000000cd]}
mnu_anyone_rule_edit_stock_n	{[0100|000000cd]}
mnu_anyone_rule_edit_time_n	{[0104|0004]}
mnu_anyone_rule_edit_stg_all	All
mnu_anyone_rule_edit_no_gimmick	Hazards Off 
mnu_anyone_rule_edit_battlefield	Battlefield
mnu_anyone_rule_edit_end	Ω Form
mnu_anyone_rule_edit_battlefield_s	Small Battlefield
mnu_anyone_rule_edit_charge_off	Off
mnu_anyone_rule_edit_charge_on	On
mnu_anyone_rule_edit_ok_guide	{[0105|0e00]}
mnu_anyone_rule_edit_ok	OK
mnu_anyone_rule_edit_help_mel	Battle with up to four players!
mnu_anyone_rule_edit_help_mel_team	Team up with another player for a 2-on-2 battle.
mnu_anyone_rule_edit_help_1on1	Face another player in 1-on-1 battle.
mnu_anyone_rule_edit_help_time	Battle for the best KO score within the time limit!
mnu_anyone_rule_edit_help_stock	The last fighter standing wins.
mnu_anyone_rule_edit_help_stamina	When your stamina runs out, that's it!
mnu_anyone_rule_edit_help_stamina_n	How much stamina a fighter has.
mnu_anyone_rule_edit_help_stock_n	The number of lives each fighter has.
mnu_anyone_rule_edit_help_time_n	The duration of the battle.
