msg_bgm+zh_cn.msbt
bgm_arrange	改编
cam_save_playtime_time	{[0104|0000]}
cam_save_level	难易度
cam_save_level_type	{[0102|00cd]}
cam_save_clear_num	通过的格子
cam_save_clear_n	{[0100|000000cd]}
cam_save_fighter_num	救出的斗士
cam_save_fighter_n	{[0100|000000cd]}
cam_save_complete	达成率
cam_save_complete_percent	{[0100|000000cd]}.{[0100|010200cd]}%
cam_save_delete_long_press_btn	{[0105|0a00]} + {[0105|0b00]}
cam_save_delete_long_press	长按
cam_save_start_again	从头开始＋
cam_save_ok	OK
cam_save_delete	要删除保存数据吗？
cam_save_delete_really	确定要删除吗？不会后悔吧？
cam_save_delete_not_regret_btn	不后悔
cam_save_overwrite_start	要覆盖保存数据{[0100|000000cd]}后开始游戏吗？
cam_save_clear_times	真结局达到数
cam_save_clear_times_n	{[0100|000000cd]}次
cam_save_overwrite_data	真的要覆盖吗？不后悔吗？
cam_fac_sp_n	{[0100|000000cd]}
cam_fac_menu_all	全部
cam_fac_menu_all_l_guide	{[0105|0a00]}
cam_fac_menu_all_r_guide	{[0105|0b00]}
cam_fac_menu_exp_up	经验值提升
cam_fac_menu_accessible_sp	容易获得“SP”
cam_fac_menu_accessible_support_item	容易获得“辅助道具”
cam_fac_menu_accessible_energy	容易获得“零食”
cam_fac_menu_forget_school	忘记流派
cam_fac_menu_facility_title	设施
cam_fac_menu_shop_title	商店
cam_shop_soldout	SOLD\r\nOUT
cam_shop_item_name	{[0102|00cd]}
cam_shop_item_price_n	{[0100|000000cd]}
cam_shop_item_possess	所持数
cam_shop_item_possess_n	{[0100|000000cd]}
cam_shop_item_sale_n	-{[0100|000000cd]}%
cam_shop_buy_get_btn	购买
cam_shop_buy_cancel_btn	退出
cam_shop_buy_dialog_spirit	命魂
cam_shop_buy_dialog_item	道具
cam_shop_dialog_2line	{[0102|00cd]}\r\n{[0102|01cd]}
cam_shop_camp_skill_n	技能碎片×{[0100|000000cd]}
cam_shop0_master_name	Sheldon
cam_shop1_master_name	安娜
cam_shop2_master_name	Funky Kong
cam_shop3_master_name	李大豆＆李小豆
cam_shop4_master_name	特里
cam_shop0_shop_name	Sheldon商店
cam_shop1_shop_name	安娜商店
cam_shop2_shop_name	Funky Kong商店
cam_shop3_shop_name	李大豆＆李小豆商店
cam_shop4_shop_name	特里商店
cam_shop0_dialog_in	欢迎光临～！
cam_shop0_dialog_buy	要买{[0102|00cd]}吗？
cam_shop0_dialog_thanks	谢谢惠顾！
cam_shop0_dialog_return	{[0102|00cd]}已经满了！\r\n{[0107|01000100]}要归还谁吗？\x0f\x01\x07
cam_shop0_dialog_sp_lack	SP不足！\r\n去参加几场对战再来吧！
cam_shop0_dialog_none	我正在进货！\r\n你一边对战一边等等看吧！
cam_shop0_dialog_exit	要记得再来啊～！
cam_shop0_dialog_spirits_grade_legend	这是隐藏着传说级力量的命魂。
cam_shop0_dialog_spirits_grade_ace	这是拥有一等一实力的命魂。
cam_shop0_dialog_spirits_grade_hope	非常可靠的命魂。
cam_shop0_dialog_spirits_grade_novice	这是十分容易获得的命魂。
cam_shop0_dialog_spirits_att	作为攻击角色，希望你能好好善用该命魂！
cam_shop0_dialog_spirits_skill_atk	希望猛攻猛打的你能好好善用该命魂！
cam_shop0_dialog_spirits_skill_def	如果想要加强防守，那么我推荐这位！
cam_shop0_dialog_spirits_skill_mov	如果想在速度和跳跃上下番功夫，那么我推荐这位！
cam_shop0_dialog_spirits_skill_heal	一边回复一边战斗的稳重派就用这个好了！
cam_shop0_dialog_spirits_skill_item	想要活用道具的话，就用这个好了！
cam_shop0_dialog_spirits_skill_stg	不希望受到地形限制想大干一场的话，就用该命魂吧！
cam_shop0_dialog_spirits_skill_stat	如果想以一种不同寻常的状态进行乱斗的话，就用该命魂好了！
cam_shop0_dialog_spirits_skill_etc	希望想要多多尝试的你能好好善用该命魂！
cam_shop0_dialog_spirit_energy_s	这是能让命魂少许成长的道具！
cam_shop0_dialog_spirit_energy_m	这是能让命魂有效成长的道具！
cam_shop0_dialog_spirit_energy_l	这是能让命魂大幅成长的非凡道具！
cam_shop0_dialog_spirit_all_shuffle	这是能替换命魂板上所有命魂的道具！
cam_shop0_dialog_spirit_all_attacker	这是能将命魂板上的命魂\r\n全部替换为攻击角色的道具！
cam_shop0_dialog_spirit_all_supporter	这是能将命魂板上的命魂\r\n全部替换为辅助角色的道具！
cam_shop0_dialog_spirit_retry_ticket	这是能让命魂板上消失的挑战\r\n变得可以再次进行的道具！
cam_shop0_dialog_spirit_reloaded	这是能将命魂板上的\r\n空格填满的道具！
cam_shop0_dialog_spirit_damage_50	这是能对命魂板上的所选对手\r\n造成50％伤害的道具！
cam_shop0_dialog_spirit_charge_jamming	这是能让命魂板上的所选对手\r\n蓄积绝招推迟发动的道具！
cam_shop0_dialog_spirit_escort_weaken	这是能让命魂板上的所选对手的\r\n护卫斗士变弱的道具！
cam_shop0_dialog_spirit_apply_flower	这是能让命魂板上的所选对手的\r\n头上盛开花朵的道具！
cam_shop0_dialog_spirit_item_lock	如果将该道具用于命魂板的挑战，\r\n那么在对战中道具就不会出现！
cam_shop0_dialog_spirit_roulette_luck_up	如果将该道具用于轮盘，\r\n那么防御圈的间隙就会变大！
cam_shop0_dialog_spirit_roulette_speed	如果将该道具用于轮盘，\r\n那么防御圈的转动就会变慢！
cam_shop0_dialog_spirit_skill_ball	这个道具可以用来\r\n学习冒险技能！
cam_shop0_dialog_spirits_sp	这个可是我特意买入的命魂。\r\n冒险陷入瓶颈时，它一定会派上用场的！
cam_shop1_dialog_in	欢迎光临！
cam_shop1_dialog_buy	要买{[0102|00cd]}这个商品吗？
cam_shop1_dialog_thanks	呵呵，谢谢惠顾！
cam_shop1_dialog_return	看来{[0102|00cd]}已经满了。\r\n{[0107|01000100]}要先归还谁，然后再来买吗？\x0f\x01\x07
cam_shop1_dialog_sp_lack	哎呀？你的SP好像不够呢。\r\n先去赚点SP，然后再来吧。
cam_shop1_dialog_none	我现在正在进货。\r\n你之后再来吧。
cam_shop1_dialog_exit	欢迎下次再来！
cam_shop1_dialog_spirits_grade_legend	这是配得上传奇这一称号的命魂呢。
cam_shop1_dialog_spirits_grade_ace	这是一流的命魂呢。
cam_shop1_dialog_spirits_grade_hope	看来是值得期待的命魂呢。
cam_shop1_dialog_spirits_grade_novice	这是价格平易近人的命魂呢。
cam_shop1_dialog_spirits_att	我想这个命魂作为攻击角色能派上用场。
cam_shop1_dialog_spirits_skill_atk	这个命魂能够活跃在想要积极攻击的时候。
cam_shop1_dialog_spirits_skill_def	这个命魂能够活跃在想要巩固防守的时候。
cam_shop1_dialog_spirits_skill_mov	如果想在速度和跳跃上下番功夫，那么该命魂怎么样？
cam_shop1_dialog_spirits_skill_heal	如果想把回复也列入战术当中，那么我推荐这个命魂。
cam_shop1_dialog_spirits_skill_item	如果想活用道具的话，就用这个命魂吧。
cam_shop1_dialog_spirits_skill_stg	为地形烦恼时，我想这个命魂能派上用场。
cam_shop1_dialog_spirits_skill_stat	如果想以一种不同寻常的状态进行乱斗的话，那我推荐这个命魂。
cam_shop1_dialog_spirits_skill_etc	如果想做各种尝试的话，那么这个命魂不错。
cam_shop1_dialog_spirit_energy_s	这是能让命魂少许成长的道具。
cam_shop1_dialog_spirit_energy_m	这是能让命魂有效成长的道具。
cam_shop1_dialog_spirit_energy_l	这是能让命魂大幅成长的贵重道具！
cam_shop1_dialog_spirit_all_shuffle	这是能替换命魂板上所有命魂的道具。
cam_shop1_dialog_spirit_all_attacker	这是能将命魂板上的命魂\r\n全部替换为攻击角色的道具。
cam_shop1_dialog_spirit_all_supporter	这是能将命魂板上的命魂\r\n全部替换为辅助角色的道具。
cam_shop1_dialog_spirit_retry_ticket	如果将该道具用于命魂板上的挑战，\r\n那么该挑战就会变得能够再次进行。
cam_shop1_dialog_spirit_reloaded	这是能将命魂板上的\r\n空格立刻填满的道具。
cam_shop1_dialog_spirit_damage_50	这是能对命魂板上的所选对手\r\n造成50％伤害的道具。
cam_shop1_dialog_spirit_charge_jamming	这是能让命魂板上的所选对手的\r\n蓄积绝招推迟发动的道具。
cam_shop1_dialog_spirit_escort_weaken	这是能让命魂板上的所选对手的\r\n护卫斗士变弱的道具。
cam_shop1_dialog_spirit_apply_flower	这是能让命魂板上的所选对手的\r\n头上盛开花朵的道具。
cam_shop1_dialog_spirit_item_lock	如果将该道具用于命魂板的挑战，\r\n那么在对战中道具就不会出现。
cam_shop1_dialog_spirit_roulette_luck_up	如果将该道具用于轮盘，\r\n那么防御圈的间隙就会变大。
cam_shop1_dialog_spirit_roulette_speed	如果将该道具用于轮盘，\r\n那么防御圈的转动就会变慢。
cam_shop1_dialog_spirit_skill_ball	这个道具可以用来\r\n学习冒险技能哦。
cam_shop1_dialog_spirits_sp	这可是我特意买入的命魂。\r\n冒险陷入瓶颈时，它一定会帮助到你的。
cam_shop2_dialog_in	嘿嘿嘿嘿，等你好久了～！\r\n快来我的店里看看吧！
cam_shop2_dialog_buy	要买{[0102|00cd]}吗～？
cam_shop2_dialog_thanks	嘿，选得不错，兄弟～！
cam_shop2_dialog_return	{[0102|00cd]}，已经～满满的了！\r\n{[0107|01000100]}要让谁归还吗～？\x0f\x01\x07
cam_shop2_dialog_sp_lack	哦～不～你的SP不够！\r\n去对战中攒够了再来吧！
cam_shop2_dialog_none	对不起～我现在正在进货！\r\n过段时间再来吧！
cam_shop2_dialog_exit	欢迎再来～我会等你的！
cam_shop2_dialog_spirits_grade_legend	这是超～稀有、超～厉害的命魂！
cam_shop2_dialog_spirits_grade_ace	这是非～常、非～常好的命魂！
cam_shop2_dialog_spirits_grade_hope	可爱的命魂！
cam_shop2_dialog_spirits_grade_novice	嘿嘿，这是价格很实惠的命魂！
cam_shop2_dialog_spirits_att	这可是炙手可热的攻击角色！
cam_shop2_dialog_spirits_skill_atk	连续攻击时就靠它了！
cam_shop2_dialog_spirits_skill_def	加强防守时就看它了～！
cam_shop2_dialog_spirits_skill_mov	跳跃、速度都会大～幅提高！
cam_shop2_dialog_spirits_skill_heal	不要忘记～回复体力！
cam_shop2_dialog_spirits_skill_item	喜欢道具的话，就看它了～！
cam_shop2_dialog_spirits_skill_stg	不受任何～地形困扰！
cam_shop2_dialog_spirits_skill_stat	改变状态，享受状态！
cam_shop2_dialog_spirits_skill_etc	各种尝试就靠它了！
cam_shop2_dialog_spirit_energy_s	嘿、嘿，你喜欢它么！\r\n它能让命魂成长一点点～！
cam_shop2_dialog_spirit_energy_m	哦耶，漂～亮的选择！\r\n它能让命魂成长一些些～！
cam_shop2_dialog_spirit_energy_l	哦，天呐，它可不一般！\r\n它能让命魂成长很多很多～！
cam_shop2_dialog_spirit_all_shuffle	它能替换命魂板上的命魂！\r\n来的会是怎样的命魂呢，好～令人期待！
cam_shop2_dialog_spirit_all_attacker	它能替换命魂板上的命魂！\r\n能把命魂全部替换成攻击角色！
cam_shop2_dialog_spirit_all_supporter	它能替换命魂板上的命魂！\r\n能把命魂全部替换成辅助角色！
cam_shop2_dialog_spirit_retry_ticket	还想再次和它战斗～？\r\n这时候，它就非～常有用了！
cam_shop2_dialog_spirit_reloaded	命魂板上的空格太多了！\r\n那就用它来填满它们吧～！
cam_shop2_dialog_spirit_damage_50	对手的命魂太强了～！\r\n那就用它给对手造成50％的伤害！
cam_shop2_dialog_spirit_charge_jamming	对手的蓄积绝招好厉害～！\r\n那就用它来让对手慢～慢～发动咯！
cam_shop2_dialog_spirit_escort_weaken	护卫斗士好～讨厌！\r\n那么，它会为你提供帮助～！
cam_shop2_dialog_spirit_apply_flower	我觉得它很适合对手～！\r\n头上开花顶呱呱～！
cam_shop2_dialog_spirit_item_lock	它能让道具不在战斗中出现！\r\n划不划算你说了算～！
cam_shop2_dialog_spirit_roulette_luck_up	防御圈太严密了！\r\n它能让防御圈的间隙变大！
cam_shop2_dialog_spirit_roulette_speed	防御圈转太快了！\r\n它能让防御圈的转动变慢！
cam_shop2_dialog_spirit_skill_ball	果然还是想要冒险技能～！\r\n那就用它来学习冒险技能吧！
cam_shop2_dialog_spirits_sp	这是特殊的命魂！\r\n一定能在旅途中派上用场！
cam_shop3_dialog_in	欢迎光临！{size[4900]}嗨哟！{size[6400]}
cam_shop3_dialog_buy	你要买这个{[0102|00cd]}吗？
cam_shop3_dialog_thanks	谢谢惠顾！{size[4900]}嗨哟！{size[6400]}
cam_shop3_dialog_return	{[0102|00cd]}好像已经满了。\r\n{[0107|01000100]}要归还谁吗？\x0f\x01\x07
cam_shop3_dialog_sp_lack	你的SP好像不够。\r\n等SP够了再来吧！{size[4900]}嗨哟！{size[6400]}
cam_shop3_dialog_none	我们现在正在进货。\r\n你过一段时间再来吧！{size[4900]}嗨哟！{size[6400]}
cam_shop3_dialog_exit	谢谢！{size[4900]}嗨哟！{size[6400]}
cam_shop3_dialog_spirits_grade_legend	这可不是轻易能买到的命魂哦！
cam_shop3_dialog_spirits_grade_ace	这可是数一数二的命魂！
cam_shop3_dialog_spirits_grade_hope	这是经过打磨就会绽放光芒的命魂。
cam_shop3_dialog_spirits_grade_novice	这是比较容易获得的命魂。
cam_shop3_dialog_spirits_att	如果你在寻找攻击角色的话，那么这个命魂如何？
cam_shop3_dialog_spirits_skill_atk	如果你想连续发起攻击，那么这个命魂一定能帮到你的。
cam_shop3_dialog_spirits_skill_def	如果你想好好强化防守，那么这个命魂一定能帮到你的。
cam_shop3_dialog_spirits_skill_mov	如果想在速度和跳跃上下番功夫，那么这个怎么样？
cam_shop3_dialog_spirits_skill_heal	如果想一边回复一边战斗，那么它肯定能派上用场。
cam_shop3_dialog_spirits_skill_item	如果想活用道具的话，那么这个怎么样？
cam_shop3_dialog_spirits_skill_stg	为地形烦恼时，我想它肯定能派上用场。
cam_shop3_dialog_spirits_skill_stat	如果想以一种不同的状态进行乱斗，那么这个怎么样？
cam_shop3_dialog_spirits_skill_etc	如果想多多尝试的话，那么这个怎么样？
cam_shop3_dialog_spirit_energy_s	这是能让命魂少许成长的道具。
cam_shop3_dialog_spirit_energy_m	这是能让命魂有效成长的道具。
cam_shop3_dialog_spirit_energy_l	这是能让命魂大幅成长的道具！ {size[4900]}嗨哟！{size[6400]}
cam_shop3_dialog_spirit_all_shuffle	这是能替换命魂板上所有命魂的道具。
cam_shop3_dialog_spirit_all_attacker	这是能将命魂板上的命魂\r\n全部替换为攻击角色的道具。
cam_shop3_dialog_spirit_all_supporter	这是能将命魂板上的命魂\r\n全部替换为辅助角色的道具。
cam_shop3_dialog_spirit_retry_ticket	这是能让命魂板上消失的挑战\r\n变得可以再次进行的道具！ {size[4900]}嗨哟！{size[6400]}
cam_shop3_dialog_spirit_reloaded	这是能将命魂板上的\r\n空格立刻填满的道具！
cam_shop3_dialog_spirit_damage_50	这是能对命魂板上的所选对手\r\n造成50％伤害的道具！
cam_shop3_dialog_spirit_charge_jamming	这是能让命魂板上的所选对手的\r\n蓄积绝招推迟发动的道具！
cam_shop3_dialog_spirit_escort_weaken	这是能让命魂板上的所选对手的\r\n护卫斗士变弱的道具！
cam_shop3_dialog_spirit_apply_flower	这是能让命魂板上的所选对手的\r\n头上盛开花朵的道具！ {size[4900]}嗨哟！{size[6400]}
cam_shop3_dialog_spirit_item_lock	如果将该道具用于命魂板的挑战，\r\n那么在对战中道具就不会出现。
cam_shop3_dialog_spirit_roulette_luck_up	如果将该道具用于轮盘，\r\n那么防御圈的间隙就会变大。
cam_shop3_dialog_spirit_roulette_speed	如果将该道具用于轮盘，\r\n那么防御圈的转动就会变慢。
cam_shop3_dialog_spirit_skill_ball	这个道具可以用来\r\n学习冒险技能！ {size[4900]}嗨哟！{size[6400]}
cam_shop3_dialog_spirits_sp	这可是我特意买入的命魂。\r\n冒险陷入瓶颈时，它一定能派上用场的。
cam_shop4_dialog_in	OH！欢迎光临！\r\n屡蒙关照，非常感谢。
cam_shop4_dialog_buy	你要买这个{[0102|00cd]}吗？
cam_shop4_dialog_thanks	谢谢！\r\n你真是太好了！
cam_shop4_dialog_return	{[0102|00cd]}都满了呢。\r\n{[0107|01000100]}要归还谁吗？\x0f\x01\x07
cam_shop4_dialog_sp_lack	OH！你的SP不够呢！\r\n存够了SP再来吧。
cam_shop4_dialog_none	我现在正在进货！\r\n你再等一等吧。
cam_shop4_dialog_exit	下次可要再来啊～！
cam_shop4_dialog_spirits_grade_legend	这个命魂超级棒！
cam_shop4_dialog_spirits_grade_ace	这个命魂非常好。
cam_shop4_dialog_spirits_grade_hope	这个命魂还不错。
cam_shop4_dialog_spirits_grade_novice	这个命魂价格适中。
cam_shop4_dialog_spirits_att	你想要攻击角色吗？
cam_shop4_dialog_spirits_skill_atk	连续攻击时，推荐你用这个。
cam_shop4_dialog_spirits_skill_def	专心防守时，推荐你用这个。
cam_shop4_dialog_spirits_skill_mov	想在速度和跳跃上下功夫时，这个很不错。
cam_shop4_dialog_spirits_skill_heal	看重回复的话，这个很有用的。
cam_shop4_dialog_spirits_skill_item	喜欢道具吗？喜欢的话就推荐这个哦。
cam_shop4_dialog_spirits_skill_stg	为地形烦恼时，有这个就超级方便。
cam_shop4_dialog_spirits_skill_stat	想以奇怪的状态战斗的话，这个很不错哦。
cam_shop4_dialog_spirits_skill_etc	想多多尝试的话，推荐你用这个。
cam_shop4_dialog_spirit_energy_s	这个道具能让命魂成长一点点。
cam_shop4_dialog_spirit_energy_m	这个道具能让命魂成长很多。
cam_shop4_dialog_spirit_energy_l	这个道具能让命魂成长非常多！
cam_shop4_dialog_spirit_all_shuffle	这个道具能替换命魂板上的所有命魂。
cam_shop4_dialog_spirit_all_attacker	这个道具能将命魂板上的命魂\r\n全部替换为攻击角色。
cam_shop4_dialog_spirit_all_supporter	这个道具能将命魂板上的命魂\r\n全部替换为辅助角色。
cam_shop4_dialog_spirit_retry_ticket	这个道具能让命魂板上消失的挑战\r\n变得可以再次进行。
cam_shop4_dialog_spirit_reloaded	这个道具能将命魂板上的\r\n空格立刻填满。
cam_shop4_dialog_spirit_damage_50	这个道具能对命魂板上的\r\n所选对手造成50％的伤害。
cam_shop4_dialog_spirit_charge_jamming	这个道具能让命魂板上的\r\n所选对手的蓄积绝招推迟发动。
cam_shop4_dialog_spirit_escort_weaken	这个道具能让命魂板上的\r\n所选对手的护卫斗士变弱。
cam_shop4_dialog_spirit_apply_flower	这个道具能让命魂板上的\r\n所选对手的头上盛开花朵。
cam_shop4_dialog_spirit_item_lock	如果将该道具用于命魂板的挑战，\r\n对战中就不会出现道具。
cam_shop4_dialog_spirit_roulette_luck_up	如果将该道具用于轮盘，\r\n防御圈的间隙就会变大。
cam_shop4_dialog_spirit_roulette_speed	如果将该道具用于轮盘，\r\n防御圈的转动就会变慢。
cam_shop4_dialog_spirit_skill_ball	这个道具可以用来\r\n学习冒险技能哟。
cam_shop4_dialog_spirits_sp	这是我特意买入的命魂。\r\n它一定能派上用场的，真的！
