msg_bgm+jp_ja.msbt
bgm_arrange	アレンジ
bgm_copyright_0715	作曲者：任天堂(株)\r\n編曲者：(有)プロキオン・スタジオ\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0716	ステージセレクト {size[5000]}(ピクミン2){size[6400]}
bgm_author_0716	編曲者：浜渦 正志
bgm_copyright_0716	作曲者：任天堂(株)\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0717	再会の花園
bgm_copyright_0717	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0718	ミッションモード {size[5000]}(ピクミン3){size[6400]}
bgm_author_0718	編曲担当：Taku Inoue
bgm_copyright_0718	作曲者：任天堂(株)\r\n編曲者：(株)バンダイナムコスタジオ\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0719	ゆらめく湖のヌシ
bgm_copyright_0719	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0720	雪山を抜けて
bgm_copyright_0720	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0721	空を切りさく稲妻
bgm_copyright_0721	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0722	希望のかけら
bgm_copyright_0722	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0726	午前2時 {size[5000]}(おいでよ どうぶつの森){size[6400]}
bgm_author_0726	編曲者：ササキ トモコ
bgm_copyright_0726	作曲者：任天堂(株)\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0727	ゆけ！けけライダー
bgm_author_0727	編曲担当：尾崎 景吾
bgm_copyright_0727	作曲者：任天堂(株)\r\n編曲者：(株)ゲームアーツ\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0728	おいでよ どうぶつの森 : タイトル [X]
bgm_author_0728	編曲担当：戸高 一生
bgm_copyright_0728	作曲者：任天堂(株)\r\n編曲者：任天堂(株)\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0729	役場とタヌキ商店 {size[5000]}(おいでよ どうぶつの森){size[6400]}
bgm_author_0729	編曲担当：石坂 健太郎
bgm_copyright_0729	作曲者：任天堂(株)\r\n編曲者：(株)ハル研究所\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0730	純喫茶"ハトの巣" {size[5000]}(おいでよ どうぶつの森){size[6400]}
bgm_author_0730	編曲担当：戸高 一生
bgm_copyright_0730	作曲者：任天堂(株)\r\n編曲者：任天堂(株)\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0731	街の広場 / タイトル {size[5000]}(街へいこうよ どうぶつの森 / おいでよ どうぶつの森){size[6400]}
bgm_author_0731	編曲者：谷岡 久美
bgm_copyright_0731	作曲者：任天堂(株)\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0732	フィールド19時{size[5000]}(晴){size[6400]} / 商店街 {size[5000]}(とびだせ どうぶつの森){size[6400]}
bgm_author_0732	編曲担当：片岡 真央
bgm_copyright_0732	作曲者：任天堂(株)\r\n編曲者：任天堂(株)\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0733	かっぺいの歌
bgm_author_0733	編曲担当：土屋 昇平 (ZUNTATA)
bgm_copyright_0733	作曲者：任天堂(株)\r\n編曲者：(株)タイトー\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0734	ツアー {size[5000]}(とびだせ どうぶつの森){size[6400]}
bgm_author_0734	編曲担当：若井 淑 
bgm_copyright_0734	作曲者：任天堂(株)\r\n編曲者：任天堂(株)\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0735	コトブキランド メドレー
bgm_author_0735	編曲担当：高田 雅史
bgm_copyright_0735	作曲者：任天堂(株)\r\n編曲者：サウンドプレステージ(同)\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0736	けけアイドル
bgm_author_0736	編曲担当：朝日 温子
bgm_copyright_0736	作曲者：任天堂(株)\r\n編曲者：任天堂(株)\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0737	完成デモ
bgm_copyright_0737	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0738	アーバンけけ
bgm_copyright_0738	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0739	けけウェスタン
bgm_copyright_0739	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0740	ニューオリンズそんぐ
bgm_copyright_0740	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0741	けけのロケンロール
bgm_copyright_0741	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0742	ユーロビート
bgm_copyright_0742	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0743	ペルーのうた
bgm_copyright_0743	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0746	燃焼フープダンス
bgm_author_0746	編曲者：伊藤 賢治
bgm_copyright_0746	作曲者：任天堂(株)\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0747	リズムボクシング
bgm_copyright_0747	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0748	踏み台ダンス
bgm_copyright_0748	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0749	ヨガ
bgm_copyright_0749	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0750	スケボー フリーモード
bgm_author_0750	編曲担当：大久保 博
bgm_copyright_0750	作曲者：任天堂(株)\r\n編曲者：(株)バンダイナムコスタジオ\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0751	いたずらモグウェイ
bgm_copyright_0751	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0752	Wii Fit Plus メドレー
bgm_author_0752	編曲者：桐岡 麻季
bgm_copyright_0752	作曲者：任天堂(株)\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0753	リュージュ
bgm_copyright_0753	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0756	マイナーサーキット
bgm_author_0756	編曲者：葉山 宏治
bgm_copyright_0756	作曲者：任天堂(株)\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0757	マイナーサーキット
bgm_author_0757	収録：PUNCH-OUT!! (Wii)
bgm_copyright_0757	この楽曲の作曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0758	ランニング / カウントダウン
bgm_author_0758	編曲者：谷岡 久美
bgm_copyright_0758	作曲者：任天堂(株)\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0759	ワールドサーキット
bgm_author_0759	収録：PUNCH-OUT!! (Wii)
bgm_copyright_0759	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0760	PUNCH-OUT!! {size[5000]}(Wii){size[6400]} : タイトル
bgm_copyright_0760	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0766	敵との対峙
bgm_copyright_0766	この楽曲の作曲及び編曲に係る著作権は、\r\n任天堂(株)及び(株)モノリスソフトに帰属します。
bgm_title_0767	戦闘! {size[5000]}(ゼノブレイド){size[6400]}
bgm_copyright_0767	この楽曲の作曲及び編曲に係る著作権は、\r\n任天堂(株)及び(株)モノリスソフトに帰属します。
bgm_title_0768	ガウル平原
bgm_copyright_0768	この楽曲の作曲及び編曲に係る著作権は、\r\n任天堂(株)及び(株)モノリスソフトに帰属します。
bgm_title_0769	ガウル平原 / 夜
bgm_copyright_0769	この楽曲の作曲及び編曲に係る著作権は、\r\n任天堂(株)及び(株)モノリスソフトに帰属します。
bgm_title_0770	ゼノブレイド メドレー
bgm_author_0770	編曲者：ACE (工藤ともり / CHiCO)
bgm_copyright_0770	作曲者：ACE+ (工藤ともり / CHiCO / 平松建治)\r\nこの楽曲の作曲に係る著作権は、\r\n任天堂(株)及び(株)モノリスソフトに帰属します。\r\n編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0771	行く手を阻む者
bgm_copyright_0771	この楽曲の作曲及び編曲に係る著作権は、\r\n任天堂(株)及び(株)モノリスソフトに帰属します。
bgm_title_0772	名を冠する者たち
bgm_copyright_0772	この楽曲の作曲及び編曲に係る著作権は、\r\n任天堂(株)及び(株)モノリスソフトに帰属します。
bgm_title_0773	機の律動
bgm_copyright_0773	この楽曲の作曲及び編曲に係る著作権は、\r\n任天堂(株)及び(株)モノリスソフトに帰属します。
bgm_title_0774	戦闘!! {size[5000]}(ゼノブレイド2){size[6400]}
bgm_copyright_0774	この楽曲の作曲及び編曲に係る著作権は、\r\n平松 建治に帰属します。
bgm_title_0775	行く手を阻む者たち
bgm_copyright_0775	この楽曲の作曲及び編曲に係る著作権は、\r\nACEに帰属します。
bgm_title_0776	それでも、前へ進め!
bgm_copyright_0776	この楽曲の作曲及び編曲に係る著作権は、\r\n平松 建治に帰属します。
bgm_title_0781	Splattack!
bgm_copyright_0781	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0782	Ink or Sink
bgm_copyright_0782	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0783	Kraken Up
bgm_copyright_0783	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0784	Metalopod
bgm_copyright_0784	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0785	Quick Start
bgm_copyright_0785	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0786	Now or Never! {size[5000]}(スプラトゥーン){size[6400]}
bgm_copyright_0786	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0787	Now or Never! {size[5000]}(スプラトゥーン2){size[6400]}
bgm_author_0787	収録：スプラトゥーン2
bgm_copyright_0787	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0788	キミ色に染めて
bgm_copyright_0788	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0789	イマ・ヌラネバー! {size[5000]}(スプラトゥーン){size[6400]}
bgm_copyright_0789	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0790	イマ・ヌラネバー! {size[5000]}(スプラトゥーン2){size[6400]}
bgm_author_0790	収録：スプラトゥーン2
bgm_copyright_0790	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0791	Octoweaponry
bgm_copyright_0791	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0792	I am Octavio
bgm_copyright_0792	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0793	シオカラ節
bgm_copyright_0793	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0794	Inkoming!
bgm_copyright_0794	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0795	Rip Entry
bgm_copyright_0795	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0796	Undertow
bgm_copyright_0796	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0797	Don't Slip
bgm_copyright_0797	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0798	Endolphin Surge
bgm_copyright_0798	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0799	フルスロットル・テンタクル
bgm_copyright_0799	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0800	リップル・リフレイン
bgm_copyright_0800	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0801	レッド・ホット・エゴイスト
bgm_copyright_0801	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0802	囂々
bgm_copyright_0802	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0806	THEME OF TARA
bgm_author_0806	編曲担当：西 隆宏
bgm_copyright_0806	作曲者：(株)コナミデジタルエンタテインメント\r\n編曲者：(株)ゲームアーツ\r\nこの楽曲の作曲に係る著作権は、\r\n(株)コナミデジタルエンタテインメントに帰属します。\r\n編曲に係る著作権は、任天堂(株)に帰属します。
