aaa.msbt
pro_00	Mail call!{b}
irai_28	Oh, wow! {[0100|fa000000]}You've taken on an\nanonymous trouble, looks like.{b}{[0004]}You're gonna make contact on\nthe roof of Zess T.'s house in\nRogueport Square.{b}
irai_29	You've taken on the mayor of\nTwilight Town's trouble, looks like.{b}{[0004]}You're gonna make contact in\nhis house.{b}
irai_30	You've taken on Zess T.'s trouble,\nlooks like.{b}{[0004]}You're gonna make contact in\nZess T.'s house in Rogueport Square.{b}
irai_31	You've taken on Frankie's trouble,\nlooks like.{b}{[0004]}You're gonna make contact on\nRogueport's west side.{b}
irai_32	You've taken on Eve's trouble,\nlooks like.{b}{[0004]}You're gonna make contact in Eve's\nhouse in Twilight Town.{b}
irai_33	You've taken on Goom Goom's\ntrouble, looks like.{b}{[0004]}You're gonna make contact deep in\nthe grotto on Keelhaul Key.{b}
irai_34	You've taken on Chef Shimi's trouble,\nlooks like.{b}{[0004]}You're gonna make contact on board\nthe Excess Express.{b}
irai_35	You've taken on Toodles's trouble,\nlooks like.{b}{[0004]}You're gonna make contact in\nPoshley Heights.{b}
irai_36	You've taken on the businessman's\ntrouble, looks like.{b}{[0004]}You're gonna make contact in front\nof the hot-dog stand in Glitzville.{b}
irai_37	You've taken on Goldbob's trouble,\nlooks like.{b}{[0004]}You're gonna make contact in\nPoshley Heights.{b}
irai_38	You've taken on Gob's trouble,\nlooks like.{b}{[0004]}You're gonna make contact near\nthe snowman in Fahr Outpost.{b}
irai_39	You've taken on Toadia's trouble,\nlooks like.{b}{[0004]}You're gonna make contact in front\nof the fountain in Poshley Heights.{b}
irai_40	You've taken on Doe T.'s trouble,\nlooks like.{b}{[0004]}You're gonna make contact in the\nBoggly Woods next to the Great Tree.{b}
irai_41	You've taken on Bub's trouble,\nlooks like.{b}{[0004]}You're gonna make contact near\nPoshley Sanctum.{b}
irai_42	You've taken on Swob's trouble,\nlooks like.{b}{[0004]}You're gonna make contact next to\nthe cannon statue in Fahr Outpost.{b}
irai_43	Want to take on Garf's trouble?{[0101]}
irai_44	Want to take on McGoomba's\ntrouble?{[0101]}
irai_45	Want to take on Arfur's trouble?{[0101]}
irai_46	Want to take on Goomther's trouble?{[0101]}
irai_47	Want to take on Mousimilian's\ntrouble?{[0101]}
irai_48	Want to take on Bomberto's trouble?{[0101]}
irai_49	Want to take on Koopook's trouble?{[0101]}
irai_50	Want to take on Mayor Kroop's\ntrouble?{[0101]}
irai_51	Want to take on Plenn T.'s trouble?{[0101]}
irai_52	Want to take on the Puni elder's\ntrouble?{[0101]}
irai_53	Want to take on Lahla's trouble?{[0101]}
irai_54	Want to take on Pine T. Jr.'s trouble?{[0101]}
irai_55	Want to take on Jolene's trouble?{[0101]}
irai_56	Want to take on Merlee's trouble?{[0101]}
irai_57	Want to take on Bub-ulber's trouble?{[0101]}
irai_58	This poster is anonymous.{[0100|fa000000]} This may\nbe dangerous. {[0100|fa000000]}Want to take on\nthis trouble?{[0101]}
irai_59	Want to take on Mayor Dour's\ntrouble?{[0101]}
irai_60	Want to take on Zess T.'s trouble?{[0101]}
irai_61	Want to take on Frankie's trouble?{[0101]}
irai_62	Want to take on Eve's trouble?{[0101]}
irai_63	Want to take on Goom Goom's\ntrouble?{[0101]}
irai_64	Want to take on Chef Shimi's trouble?{[0101]}
irai_65	Want to take on Toodles's trouble?{[0101]}
irai_66	Want to take on the businessman's\ntrouble?{[0101]}
irai_67	Want to take on Goldbob's trouble?{[0101]}
irai_68	Want to take on Gob's trouble?{[0101]}
irai_69	Want to take on Toadia's trouble?{[0101]}
irai_70	Want to take on Doe T.'s trouble?{[0101]}
irai_71	Want to take on Bub's trouble?{[0101]}
irai_72	Want to take on Swob's trouble?{[0101]}
irai_73	Do it, and do it right!{b}
irai_74	We haven't had any troubles come\nin lately.{b}{[0004]}Maybe you've solved all the world's\ntroubles already.{b}{[0004]}I suppose that's good, but it's\nterrible for business!{b}
irai_client_01	Garf
irai_client_02	McGoomba
irai_client_03	Arfur
irai_client_04	Goomther
irai_client_05	Mousimilian
irai_client_06	Bomberto
irai_client_07	Koopook
irai_client_08	Mayor Kroop
irai_client_09	Plenn T.
irai_client_10	Puni Elder
irai_client_11	Lahla
irai_client_12	Pine T. Jr.
irai_client_13	Jolene
irai_client_14	Merlee
irai_client_15	Bub-ulber
irai_client_16	???
irai_client_17	Mayor Dour
irai_client_18	Zess T.
irai_client_19	Frankie
irai_client_20	Eve
irai_client_21	Goom Goom
irai_client_22	Chef Shimi
irai_client_23	Toodles
irai_client_24	Businessman
irai_client_25	Goldbob
irai_client_26	Gob
irai_client_27	Toadia
irai_client_28	Doe T.
irai_client_29	Bub
irai_client_30	Swob
irai_contents_01	Need a key!
irai_contents_02	Safe delivery...
irai_contents_03	Competitor research!
irai_contents_04	Find this guy!
irai_contents_05	Hit me, please!
irai_contents_06	I'm hungry!
irai_contents_07	Try to find me!
irai_contents_08	Listen to me!
irai_contents_09	Help me restock!
irai_contents_10	Life Mushroom!
irai_contents_11	Come over and play!
irai_contents_12	Help my Daddy!
irai_contents_13	Help wanted!
irai_contents_14	Heartful Cake recipe...
irai_contents_15	The food I want.
irai_contents_16	Elusive badge!
irai_contents_17	Newsletter...
irai_contents_18	Seeking legendary book!
irai_contents_19	Important thing!
irai_contents_20	Tell that person...
irai_contents_21	Looking for a gal!
irai_contents_22	Get these ingredients!
irai_contents_23	I need my magazine.
irai_contents_24	Security code...
irai_contents_25	Delivery, please!
irai_contents_26	I can't speak!
irai_contents_27	I wanna meet Luigi!
irai_contents_28	Roust these cads!
irai_contents_29	Help me make up.
irai_contents_30	Erase that graffiti!
irai_help_01	They call me Garf. I have lost my key\nand, thus, cannot get into my house.{b}{[0004]}It should be somewhere in Rogueport.\nI just need someone to find it!{b}{[0004]}I'll be waiting for you at the house at\nthe very back end of east Rogueport.{b}
irai_help_02	This is McGoomba, and I have a\nsimple task—I need to have something\ndelivered.{b}{[0004]}Unfortunately, for reasons I won't\nmention, I can't be seen walking\naround Rogueport.{b}{[0004]}Meet me behind Zess T.'s house on\nRogueport Square.{b}
irai_help_03	This is Arfur. I want to open a\nnew shop, but I need help setting\nmy prices.{b}{[0004]}But since I can't go into a\ncompetitor's shop, I need some\nresearch done.{b}{[0004]}I need the price of Fire Flowers,\nSleepy Sheep, and Tasty Tonics in\nRogueport.{b}{[0004]}I'll meet you in front of this building\nto make the exchange.{b}
irai_help_04	Hey! Hey! Hey! Hey! My name\nis Goomther.{b}{[0004]}Please find the guy that pulled off\ncredit-card fraud on me.{b}{[0004]}I'll be in Rogueport Square, so come\ntalk to me!{b}
irai_help_05	Mousimilian here. I need some help\njogging my memory.{b}{[0004]}Meet me in Rogueport Square in front\nof the shop.{b}
irai_help_06	This is Bomberto, an' I need you to do\nsome shoppin'.{b}{[0004]}Please come right quick, 'cause\nI'm starvin'!{b}{[0004]}Meet me in Rogueport, out at\nthe docks.{b}
irai_help_07	It's me, Koopook, the wandering\nhide-and-seek champion.{b}{[0004]}I'm hiding somewhere in Hooktail\nCastle right now.{b}{[0004]}If you find me, I'll give you a Member's\nCard for Pianta Parlor. Think you can\ndo it? Reeeeeeally?{b}
irai_help_08	Will someone please come talk to\nme? Please?{b}{[0004]}I'm waiting at the pink house in\nPetalburg.{b}
irai_help_09	Our shop inventory is low, and I need\nsomeone to help me restock.{b}{[0004]}Please come to the shop in\nRogueport Square!{b}
irai_help_10	I'm getting up there in years, so I want\nme some insurance—a Life Mushroom!{b}{[0004]}I'm in no big hurry, but sometime\nbefore my time comes would be nice.{b}{[0004]}Please meet me in the Great Tree\nin Boggly Woods.{b}
irai_help_11	The Pianta Parlor is now having its\nGrand Opening event! Wheeeeee!{b}{[0004]}Whoever takes this request gets\na token of appreciation from Lahla,\nthe cute kitty Boo! (That's me!){b}{[0004]}We're waiting on Rogueport's west\nside, so please come quickly!{b}
irai_help_12	I need you to save my dad!{b}{[0004]}I'll be waiting at the entrance to the\nPit of 100 Trials beneath Rogueport!{b}{[0004]}If you help me, I'll give you my\ntreasure as a reward—a Member's\nCard for Pianta Parlor.{b}
irai_help_13	I need some cleaning done. Motivated\nworkers only.{b}{[0004]}Please meet me in the promoter's\nroom in the Glitz Pit in Glitzville.{b}
irai_help_14	I want to make a Heartful Cake, but\nforgot the recipe, for Mario's sake!{b}{[0004]}I have to keep my shop open, so can\nyou find the recipe, I'm hopin'?{b}{[0004]}I first learned the recipe from Toce T.\nYes, over in Petalburg, you see.{b}{[0004]}Please meet me in the charmer's hut,\nbeneath Rogueport. Hurry! Hut!{b}
irai_help_15	I have a bad craving for a certain\nfood item...{b}{[0004]}Could you fetch it for me? Please\nmeet me in Petalburg.{b}
irai_help_16	I'm after an elusive badge.{b}{[0004]}Must explain in person. Meet me\non the roof of Zess T.'s house in\nRogueport Square.{b}
irai_help_17	Would you please deliver the Silver\nClub newsletter routing slip for me?{b}{[0004]}Please come pick it up at my house\nin Twilight Town.{b}
irai_help_18	I want you to go find a legendary\nCookbook for me!{b}{[0004]}It's in a pretty scary place, so there's\nno way an old gal like me could get\nit alone!{b}{[0004]}Please come to my house in\nRogueport Square for details!{b}
irai_help_19	I'm lookin' for somethin'.{b}{[0004]}I can't say exactly what here, but I\ncan tell you in person.{b}{[0004]}I'll be waitin' on da west side\nof Rogueport.{b}{[0004]}You do me this favor and I'll thank\nyou with a Member's Card for\nPianta Parlor.
irai_help_20	I want you to meet and speak to\nsomeone for me.{b}{[0004]}I'll tell you all about it at my house\nin Twilight Town.{b}
irai_help_21	I'm pretty happy living out here on\nKeelhaul Key, but there's one thing\nI miss!{b}{[0004]}I need a girlfriend! Please come listen\nto my request!{b}{[0004]}I'm deep in the grotto on\nKeelhaul Key.{b}
irai_help_22	I need some ingredients for cooking\nfood that ravishes the senses!{b}{[0004]}I need three things:{b}{[0004]}a Golden Leaf,\na Mystic Egg,\nand a Keel Mango.{b}{[0004]}I'm waiting on board the Excess\nExpress for your very prompt help!{b}
irai_help_23	I lent a magazine to Miss Jolene,\nand now I need it back. And rather\nquickly.{b}{[0004]}Please meet me at my vacation home\nin Poshley Heights, would you, you\nwonderful trouble-solver?{b}{[0004]}If you return my magazine to me,\nI'll thank you with a Member's Card\nfor Pianta Parlor.
irai_help_24	I forgot the code to my briefcase!{b}{[0004]}I'll be sacked for this for sure! Meet\nme in front of the hot-dog stand\nin Glitzville!{b}
irai_help_25	I need you to take something to\nGeneral White. Please come get it\nwith all speed.{b}{[0004]}Meet me in Poshley Heights.{b}
irai_help_26	I've lost my voice because of this\nstupid, stuffy cold, YA-BOOMSKIE!{b}{[0004]}I want someone to bring me some\nHoney Candy, YA-POW! Great for the\nthroat, I hear.{b}{[0004]}I think you can make it by combining\nCake Mix and Honey Syrup, YA-CHOW!{b}{[0004]}I'll be waiting next to the snowman in\nFahr Outpost, YA-BLAMMO!{b}
irai_help_27	I must meet my darling Luigi. Come\nto the fountain in Poshley Heights\nfor details.{b}
irai_help_28	I really wanted to see the Great Tree,\nbut there are many cads in the way!{b}{[0004]}Won't someone please roust these\nne'er-do-wells?{b}{[0004]}I am waiting in Boggly Woods near\nthe Great Tree.{b}
irai_help_29	I got in a fight with my mom,\nand I need you to help me make\nup with her.{b}{[0004]}I'll be waiting near the sanctum in\nPoshley Heights.{b}
irai_help_30	I need someone to go to 50th\nlevel of the Pit of 100 Trials for\nme, SHA-BOOM!{b}{[0004]}So I need someone pretty tough,\nSHA-PLOWIE!{b}{[0004]}For details, please see me next to\ncannon statue in Fahr Outpost,\nSHA-BOOMITY!{b}
irai_hint_001	Hiya.{[0100|fa000000]} I'm Ian Foomus, the infamous\ninfo mouse.{[0100|fa000000]} I know things.{[0100|64000000]} Things\nworth knowing.
irai_hint_002	If you're having trouble with\nsomeone's trouble, I got info\nthat'll get you further along.
irai_hint_003	If someone's trouble is giving you\ntrouble, I'll share my info...{[0100|64000000]}but it'll\ncost you.{[0100|fa000000]} Think of it as a tip for a tip.
irai_hint_to_select	{[0300|0000000000000000]}{[0101]}
irai_hint_to_msg	{[0300|0000000000000000]}{b}{[0101]}
irai_hint_004	Later.{[0100|fa000000]} And hey—good luck out there.
irai_hint_005	You haven't taken on anyone's\ntrouble, so my info won't be of\nmuch use to you.{[0004]}Come talk to me after you've\naccepted someone's trouble from\nthe board over there.
irai_hint_006	You've got all the info you need, pal.{[0004]}If you're still confused, just check the\nboard again.{[0100|fa000000]} I'm sure you'll figure it\nout...{[0100|64000000]}eventually.
irai_hint_015	Hey, pal.{[0100|fa000000]} You don't need any of my\ninfo right now, do you?{[0100|64000000]} I can tell.{[0004]}If you've finished a request, you\nmight want to tell the person who\nrequested it.{[0100|fa000000]} Makes sense, right?
irai_hint_007	You're gonna need more coins, pal.{[0100|fa000000]}\nMy info is premium!{[0100|64000000]} High in demand!{[0100|fa000000]}\nCome back when you can afford it.
irai_hint_008	By the way, if you need a reminder\nof any info I've shared with you, just\ncheck your Notes in the menu.
irai_hint_009	Nothing new from me, pal. Check the\ninfo I've already shared with you.
irai_hint_010	{[010d|0000000001000000180100003c000000]}I'll buy some info!\nSorry, no sale.
irai_hint_011	{[010d|0000000001000000180100003c000000]}Tell me more...\nOK, bye.
irai_hint_012	To get to the Badge Shop in\nRogueport, head to the inn.{[0004]}You can get to the shop from\nupstairs in the inn.{[0100|fa000000]} I just mention it\nin case that's where you're going.
irai_hint_017	Where's Larson?{[0100|fa000000]} Check the east\nside. Maybe past the fences or\nbehind the houses.{[0004]}If you see a guy in a blue outfit and\nwearing a mask, that's him.
irai_hint_018	Where's Larson?{[0100|fa000000]} Did you check\nRogueport Harbor?{[0100|fa000000]} Might want to.{[0004]}You're looking for a bandit wearing\na blue outfit with a mask.
irai_hint_019	Where's Larson?{[0100|fa000000]} There's a thieves'\nden somewhere around the back of\nRogueport's square.{[0004]}Look around for something suspicious.{[0100|fa000000]}\nAnd you probably know this, but he's\na bandit in blue with a mask.
irai_hint_021	I heard from a source that there's a\ngreen Koopa near a moving green\nblock in Hooktail Castle.{[0004]}I figure that's your Koopook guy.{[0100|fa000000]}\nWatch out in that place though.
irai_hint_022	They've got Courage Shells over in\nPetalburg.{[0100|fa000000]} Check out the shop there.
irai_hint_023	Looking for a Life Mushroom, pal?{[0100|fa000000]}\nThere's a shop here in Rogueport\nthat sells 'em.{[0004]}Not the one in the square. {[0100|fa000000]}Over on\nthe west side.
