aaa.msbt
pro_00	有您的信～
badgeshop_40	{[0307|00004040]}{[0309|01000000]}十分抱歉！{[0309|00000000]}{[0307|0000803f]}{[0100|fa000000]}\n本店商品现在\n均陈列在那边的货架上{[0307|00004040]}！！{[0307|0000803f]}
powerup_00	这里是神秘的超级魔法师\n德亚儿的魔法馆的呀～儿。{[0004]}给老夫３个“太阳之力”\n老夫就能强化你的同伴的呀～儿。{[0004]}提升攻击力自不必说，\n还能学会１个全新的招式的呀～儿。
powerup_00_01	这里是德亚儿的魔法馆的呀～儿。\n给老夫３个“太阳之力”\n老夫就能强化你的同伴的呀～儿。
powerup_04	好了！{[0100|fa000000]}\n你要强化哪个同伴的呀～儿？
powerup_00_02	你有要强化的同伴的呀～儿吗？
powerup_01	嗯？\n你的“太阳之力”不够的呀～儿。{[0100|fa000000]}\n需要３个“太阳之力”的呀～儿。
powerup_02	要用３个“太阳之力”，\n强化“{[030e|0000000000000000]}”的呀～儿吗？{[0101]}
powerup_03	{[010d|00000000010000009600000028000000]}要\n不要
powerup_05	想进行强化的话，\n要去桌子对面向老夫搭话的呀～儿。
powerup_12	{[0203]}{[0307|00004040]}{size[c800]}{[0309|01000000]}{[030a|01000000]}{[0200]}呀儿呀儿呀儿～！！\x0f\x02\0{size[6400]}
powerup_13_01	欢迎再来的呀～儿！
powerup_14	{[0203]}{[0307|00004040]}{size[fa00]}{[0309|01000000]}{[030a|01000000]}{[0200]}的{[0100|fa000000]}·呀～儿！\x0f\x02\0{[0110]}{[0100|ee020000]}\x0f\x01\x10{size[6400]}
powerup_15	还要强化\n其他同伴的呀～儿吗？
powerup_16	……你没有可以强化的\n同伴的呀～儿。
powerup_ev_01	哦！{[0100|fa000000]}\n你来得正好的呀～儿。
powerup_ev_02	老夫之前观星占卜时，\n窥见了与你有关的重要启示的呀～儿。{[0004]}那个启示是这样说的……{[0004]}{[0101]}“如今不复存在的巨龙、\n　翻面的楼梯、\n　黑色空箱子、尖刺房间……{[0004]}　在那深处藏着帮助长胡子的人\n　和同伴们的线索。”\n以上就是全部内容的呀～儿。{[0004]}{[0101]}老夫完全不明白\n这到底有什么含义的呀～儿……{[0004]}不过这个启示对你和同伴们来说\n一定非常重要的呀～儿。{[0004]}如果你明白了其中的含义，\n就立刻来找老夫的呀～儿。
powerup_ev_03	与你有关的重要启示\n是这样说的……{[0004]}{[0101]}“如今不复存在的巨龙、\n　翻面的楼梯、\n　黑色空箱子、尖刺房间……{[0004]}　在那深处藏着帮助长胡子的人\n　和同伴们的线索。”\n以上就是全部内容的呀～儿。{[0004]}{[0101]}这个启示对你和同伴们来说\n一定非常重要的呀～儿。{[0004]}如果你明白了其中的含义，\n就立刻来找老夫的呀～儿。
powerup_ev_08	嗯？\n你手里拿着的是什么的呀～儿？
powerup_ev_04	这是什么的呀～儿？{[0100|fa000000]}\n这个“向上箭头”是？？
powerup_ev_05	{[0100|fa000000]}“向上箭头”！？{[0004]}{[0100|fa000000]}……向上？{[0004]}{[0100|fa000000]}{[0103|64000000]}……{[0100|fa000000]}{b}{[0004]}{[0103|19000000]}{[0307|00004040]}{size[9600]}哦，原来是这样的呀～儿！！{size[6400]}
powerup_ev_06	这是“究极之石”的呀～儿。{[0100|fa000000]}\n那个启示就是在说这个的呀～儿！{[0004]}老夫以前拿到它后，\n一直放在阁楼里，\n结果忘了个一干二净的呀～儿！{[0004]}只要有了这个，就能进一步\n强化你的同伴了的呀～儿！
powerup_ev_07_1	这样就行了的呀～儿。{[0100|fa000000]}\n要立即强化同伴的呀～儿吗？
kuji_bomb_000	咚咚砰～！{[0100|fa000000]}\n机会天天有！{[0100|fa000000]}\n这里是“炸弹兵抽奖”砰。{[0004]}{[0101]}中奖号码每天一变，\n让人心潮澎湃、雀跃不已、\n兴奋难耐的抽奖砰。{[0004]}请务必来听我详细说说砰。{[0101]}
kuji_bomb_001	{[010d|0000000001000000af00000028000000]}听听\n不听
kuji_bomb_002	“炸弹兵抽奖”是一种抽奖活动，\n中奖机会天天有，\n便宜又划算砰！{[0004]}可以在这里购买抽奖券砰。{[0100|fa000000]}\n抽奖券仅限购买１张，\n但可以重新买砰。{[0004]}买好抽奖券后，去这边的公告板\n看自己有没有中奖砰。{[0004]}如果中奖了，\n当场就能获得豪华奖品砰！{[0004]}就算没中奖，每天ＡＭ０：００\n就会公开新的中奖号码……{[0004]}只要每天都来看看，\n总有一天会中奖的砰。{[0004]}啊，ＡＭ０：００指的是\n你自己家里时钟的时间砰。
kuji_bomb_005	要再听一次抽奖的讲解吗砰？{[0101]}
kuji_bomb_013	{[010d|0000000001000000af00000028000000]}要听砰！\n不用了
kuji_bomb_069	我再讲解一次砰。{b}{[0101]}
kuji_bomb_018	那这就来买一张抽奖券吧砰。{[0100|fa000000]}\n新客有特别优惠，\n只要１０金币砰。{[0004]}要用１０金币购买抽奖券吗砰？{[0101]}
kuji_bomb_003	{[010d|0000000001000000c800000028000000]}要买砰！\n不用了
kuji_bomb_004	谢谢惠顾砰～{[0100|fa000000]}\n那这是你的抽奖券砰。
kuji_bomb_006	直到中了１等奖为止，\n这个号码一直～有效砰！{[0100|fa000000]}\n幸运又开心砰。{[0004]}那赶快去公告板\n看看自己有没有中奖吧砰～
kuji_bomb_007	……这样啊砰。{[0100|fa000000]}\n真遗憾呢砰。{[0004]}等你想参加快乐享受每一天的\n“炸弹兵抽奖”时，\n可以随时向我搭话砰。
kuji_bomb_008	咚咚砰～！{[0100|fa000000]}\n机会天天有！{[0100|fa000000]}\n这里是“炸弹兵抽奖”砰。{[0004]}{[0101]}很高兴你又来了砰。{[0100|fa000000]}\n你有什么需要砰？{[0101]}
kuji_bomb_067	咚咚砰！{[0100|fa000000]}\n机会天天有！{[0100|fa000000]}\n这里是“炸弹兵抽奖”砰。
kuji_bomb_034	{[010d|0000000002000000af00000028000000]}重新购买抽奖券\n听讲解\n没事
kuji_bomb_009	{[010d|0000000002000000f500000028000000]}购买抽奖券\n听讲解\n没事
kuji_bomb_010	你愿意买抽奖券了砰！{[0100|fa000000]}\n新客有特别优惠，\n只要１０金币砰。{[0004]}我会收你１０金币砰，{[0100|fa000000]}\nＯＫ吗砰？{[0101]}
kuji_bomb_011	{[010d|0000000001000000fa00000028000000]}ＯＫ砰\n还是算了
kuji_bomb_012	谢谢惠顾砰～{[0100|fa000000]}\n那这是你的抽奖券砰。
kuji_bomb_014	直到中了１等奖为止，\n这个号码一直～有效砰！{[0100|fa000000]}\n幸运又开心砰。{[0004]}那赶快去公告板\n看看自己有没有中奖吧砰～
kuji_bomb_015	抽奖券１人限购１张砰。\n如果想重新购买，\n我会收你１００金币砰。{[0004]}要用１００金币\n重新购买抽奖券吗砰？{[0101]}
kuji_bomb_016	{[010d|0000000001000000f000000028000000]}重新购买！\n还是算了
kuji_bomb_017	感谢再次购买砰～{[0100|fa000000]}\n那这是你的新抽奖券砰。
kuji_bomb_019	直到中了１等奖为止，\n这个号码一直～有效砰！{[0100|fa000000]}\n幸运又开心砰。{[0004]}新抽奖券从明天开始生效砰！{[0100|fa000000]}\n好好期待明天吧砰～！
kuji_bomb_020	来得好砰！{[0004]}“炸弹兵抽奖”是一种抽奖活动，\n中奖机会天天有，\n便宜又划算砰！{[0004]}可以在这里购买抽奖券砰。{[0100|fa000000]}\n抽奖券仅限购买１张，\n但可以重新买砰。{[0004]}买好抽奖券后，去这边的公告板\n看自己有没有中奖砰。{[0004]}如果中奖了，\n当场就能获得豪华奖品砰！{[0004]}就算没中奖，每天ＡＭ０：００\n就会公开新的中奖号码……{[0004]}只要每天都来看看，\n总有一天会中奖的砰。{[0004]}啊，ＡＭ０：００指的是\n你自己家里时钟的时间砰。{[0004]}参加炸弹兵抽奖，\n幸运开心每一天砰。
kuji_bomb_021	你还有什么需要吗砰？{[0101]}
kuji_bomb_022	这样啊砰。{[0100|fa000000]}\n那有需要的话\n再来向我搭话吧砰。
kuji_bomb_022_1	真遗憾砰！{[0100|fa000000]}\n你的钱不够砰。{[0100|fa000000]}\n攒够钱再来吧砰。
kuji_bomb_023	{[0200]}抽奖摊位公告板\x0f\x02\0{[0004]}{[0200]}－－－炸弹兵抽奖中奖规则－－－\x0f\x02\0\n{[0100|c8000000]}{[0200]}１等奖：号码完全一致。\x0f\x02\0{[0004]}{[0200]}２等奖：号码后３位一致。\x0f\x02\0\n{[0100|c8000000]}{[0200]}３等奖：号码后２位一致。\x0f\x02\0\n{[0100|c8000000]}{[0200]}４等奖：号码最后１位一致。\x0f\x02\0{[0004]}{color[e61b00cc]}{[0200]}今天的中奖号码\x0f\x02\0{color[000000b2]}{[0004]}{[0101]}{[0200]}今天的中奖号码是\x0f\x02\0{[0100|e8030000]}\n{[0101]}{[0200]}{color[e61b00cc]}“{[0300|0000000004000000]}”{color[000000b2]}。\x0f\x02\0\n{[0200]}你中奖了吗？\x0f\x02\0
kuji_bomb_031	{[0200]}抽奖摊位公告板\x0f\x02\0{[0004]}{[0200]}－－－炸弹兵抽奖中奖规则－－－\x0f\x02\0\n{[0200]}１等奖：号码完全一致。\x0f\x02\0{[0004]}{[0200]}２等奖：号码后３位一致。\x0f\x02\0\n{[0200]}３等奖：号码后２位一致。\x0f\x02\0\n{[0200]}４等奖：号码最后１位一致。\x0f\x02\0{[0004]}{color[e61b00cc]}{[0200]}今天的中奖号码\x0f\x02\0{color[000000b2]}{[0004]}{[0101]}{[0200]}今天的中奖号码是\x0f\x02\0{[0100|e8030000]}\n{[0101]}{[0200]}{color[e61b00cc]}“{[0300|0000000004000000]}”{color[000000b2]}。\x0f\x02\0\n{[0200]}你中奖了吗？\x0f\x02\0
kuji_bomb_023_1	！！！！！！！！
kuji_bomb_024	好厉害！好厉害砰！{[0100|fa000000]}\n真不敢相信砰～！{[0100|fa000000]}\n你中了１等奖砰～～～！！
kuji_bomb_025	好厉害，好厉害砰！！{[0100|fa000000]}\n你中了２等奖砰～～！！
kuji_bomb_026	好厉害砰！{[0100|fa000000]}\n你中了３等奖砰～！！
kuji_bomb_027	太好了呢砰！{[0100|fa000000]}\n你中了４等奖砰～！！
kuji_bomb_028	请收下{[0300|0000000000000000]}等奖的奖品砰。
kuji_bomb_070	请收下安慰奖的奖品砰。
kuji_bomb_029	恭喜你砰！{[0100|fa000000]}\n今天真是幸运又开心砰。{[0004]}欢迎明天再来砰！！{[0100|fa000000]}\n我等你砰～
kuji_bomb_030	恭喜你砰！！！！！{[0004]}居然中了１等奖，真是太厉害了砰。\n今天真是幸运开心又特别的一天砰～！{[0004]}既然你已经中了１等奖，\n就请你把那张抽奖券还给我吧砰。{[0004]}请收下新抽奖券砰。
kuji_bomb_032	直到你再次中了１等奖为止，\n这张抽奖券一直～有效砰！{[0100|fa000000]}\n幸运又开心砰。{[0004]}新抽奖券从明天开始生效砰！{[0100|fa000000]}\n好好期待明天吧砰～！
kuji_bomb_033	很遗憾砰！{[0100|fa000000]}\n今天没中奖呢砰……{[0004]}{[0101]}但机会每天都有，\n请你明天再来挑战砰。{[0100|fa000000]}\n这是安慰奖砰。
kuji_bomb_052	你的道具满了砰。{[0100|fa000000]}\n到明天之前我会帮忙保管砰。{[0100|fa000000]}\n整理好持有物后再来找我吧砰。
kuji_bomb_063	嗯！？{[0100|fa000000]}\n我有种预感，\n一件格外开心的事快要发生了砰！{[0004]}真令人激动，我简直要大爆炸了砰！{[0100|fa000000]}\n明天请务必再来砰～！
kuji_bomb_064	我感觉要有好事发生了砰！{[0004]}我的直觉很准的砰！{[0100|fa000000]}\n我明天也等你来砰～
kuji_bomb_035	明天再来砰～
kuji_bomb_065	你来了砰！{[0100|fa000000]}\n那我把保管的奖品给你砰。
kuji_bomb_066	虽然我帮你保管了奖品，\n但很遗憾，已经到第二天了，\n所以不能交给你了砰……{[0004]}不过很高兴你能再来砰。
kuji_bomb_036	{color[e61b00cc]}{[0200]}通知\x0f\x02\0{[0004]}“炸弹兵抽奖”暂停举办，\n详情请咨询抽奖炸弹兵。{color[000000b2]}
kuji_bomb_037	…………\n…………\n…………{[0004]}…………\n…………\n…………
kuji_bomb_038	……发生了一件令人寒心的事砰。{[0004]}你有头绪吗砰？{[0101]}
kuji_bomb_039	{[010d|00000000ffffffff2c01000028000000]}有一点……\n没有啊？
kuji_bomb_040	……这样啊砰。{[0100|fa000000]}\n无论如何，事情已经发生了砰。{[0004]}有人在炸弹兵抽奖中{color[e61b00cc]}作弊{color[000000b2]}砰。\n因为时钟上的时间不对，\n所以没办法举办抽奖了砰。
kuji_bomb_041	…………\n其实我也不想问这种事情，\n但必须要问砰。{[0004]}…………{[0100|fa000000]}\n…………{[0100|fa000000]}\n…………{[0004]}你老实回答我砰。{[0100|fa000000]}\n是你调整了时钟的时间吗砰？{[0101]}
kuji_bomb_042	{[010d|00000000ffffffff9600000028000000]}是的\n不是
kuji_bomb_043	这个“炸弹兵抽奖”是为了\n让大家一起享受每一天才举办的砰。{[0004]}然而、然而……{[0100|fa000000]}\n居然有人调整时钟的时间……{[0100|fa000000]}\n太过分了砰……{[0004]}…………{[0100|fa000000]}\n…………{[0100|fa000000]}\n…………{[0004]}是你调整了时钟的时间吗砰？{[0101]}
kuji_bomb_044	{[010d|00000000ffffffff9600000028000000]}是的\n不是
kuji_bomb_045	刚刚奇诺比珂也来了，\n她知道抽奖暂停举办后，\n哭着回家了砰……{[0004]}真令人痛心砰……{[0004]}…………{[0100|fa000000]}\n…………{[0100|fa000000]}\n…………{[0004]}是你调整了时钟的时间吗砰？{[0101]}
kuji_bomb_046	{[010d|00000000ffffffff9600000028000000]}是的\n不是
kuji_bomb_047	……真的吗？{[0100|fa000000]}\n你真的没调吗砰？{[0100|fa000000]}\n你说老实话，我不会怪你的砰。{[0101]}
kuji_bomb_048	{[010d|00000000ffffffff2c01000028000000]}其实我调了\n我没调！
kuji_bomb_049	这样啊砰……{[0100|fa000000]}\n……我知道了砰。{[0100|fa000000]}\n我就当这是一起{color[e61b00cc]}意外{color[000000b2]}吧砰。{[0004]}……但毕竟事情已经发生了砰。{[0004]}{[0101]}为了重新举办抽奖，\n你需要付我{[0300|0000000000000000]}金币\n购买新抽奖券砰。{[0004]}要用{[0300|0000000000000000]}金币\n购买新抽奖券吗砰？{[0101]}
kuji_bomb_050	{[010d|0000000001000000c800000028000000]}买\n不买
kuji_bomb_051	感谢购买砰。\n那这是你的新抽奖券砰。
kuji_bomb_053	我会在明天前修好抽奖系统砰。{[0004]}到了明天，就能一如既往地\n享受炸弹兵抽奖了砰。{[0004]}我就相信今后不会\n再发生同样的事了吧砰……
kuji_bomb_054	这样啊砰……{[0004]}直到你购买新抽奖券为止，\n都无法重新举办抽奖砰。{[0004]}等你想买抽奖券了，\n再来找我吧砰。{[0004]}我会一直等着开心又快乐的\n炸弹兵抽奖重新举办的那一天砰……
kuji_bomb_055	…………\n…………\n…………{[0004]}{[0101]}{[0309|01000000]}太过分了砰，太过分了砰，太过分了砰。\n太过分了砰，太过分了砰，太过分了砰。\n太过分了砰，太过分了砰，太过分了砰。{[0111]}{[0004]}太过分了砰，太过分了砰，太过分了砰。\n太过分了砰，太过分了砰，太过分了砰。\n太过分了砰，太过分了砰，太过分了砰。{[0111]}{[0004]}太过分了砰，太过分了砰，太过分了砰。\n太过分了砰，太过分了砰，太过分了砰。\n太过分了砰，太过分了砰，太过分了砰。{[0111]}{[0004]}{[0101]}多么令人难过砰。\n多么令人难过砰。\n多么令人难过砰。{[0111]}{[0004]}多么令人难过砰。\n多么令人难过砰。\n多么令人难过砰。{[0111]}{[0004]}多么令人难过砰。\n多么令人难过砰。\n多么令人难过砰。{[0111]}{[0004]}{[0101]}我再也不相信任何人了砰。\n我再也不相信任何人了砰。\n我再也不相信任何人了砰。{[0111]}{[0004]}我再也不相信任何人了砰。\n我再也不相信任何人了砰。\n我再也不相信任何人了砰。{[0111]}{[0004]}我再也不相信任何人了砰。\n我再也不相信任何人了砰。\n我再也不相信任何人了砰。{[0111]}{[0004]}{[0101]}我受够了砰，我受够了砰，我受够了砰。\n我受够了砰，我受够了砰，我受够了砰。\n我受够了砰，我受够了砰，我受够了砰。{[0111]}{[0004]}我受够了砰，我受够了砰，我受够了砰。\n我受够了砰，我受够了砰，我受够了砰。\n我受够了砰，我受够了砰，我受够了砰。{[0111]}{[0004]}我受够了砰，我受够了砰，我受够了砰。\n我受够了砰，我受够了砰，我受够了砰。\n我受够了砰，我受够了砰，我受够了砰。{[0309|00000000]}{[0111]}{[0004]}{[0101]}\n这种游戏{[0100|fa000000]}就该结束掉砰！！{[0100|fa000000]}
kuji_bomb_056	……如果再有下次，\n我真的会给你结束掉砰。{[0100|fa000000]}\n你要保证再也不这么干了砰。{[0101]}
kuji_bomb_057	{[010d|00000000ffffffff9001000028000000]}我保证再也不这么干了\n我说不定还会干……
kuji_bomb_058	……\n你能向抽奖之神发誓，\n再也不干了吗砰？{[0101]}
