aaa.msbt
pro_00	有信喔～
gor_03_05_04	瑪利歐……{[0100|fa000000]}\n你好厲害！{[0100|fa000000]}\n實在是太厲害了！{[0004]}不只拯救了我們家族，\n還拯救了世界，\n真是太了不起啦！
gor_03_008	……{[0004]}老大把這裡交給我管。{[0100|fa000000]}\n你要是敢輕舉妄動，\n我會馬上把你趕出去……
gor_03_009	……{[0004]}老大把這裡交給我管。{[0100|fa000000]}\n你要是敢輕舉妄動，\n我會馬上把你趕出去……
gor_03_010	……{[0004]}老大把這裡交給我管。{[0100|fa000000]}\n你要是敢輕舉妄動，\n我會馬上把你趕出去……
gor_03_011	……{[0004]}老大把這裡交給我管。{[0100|fa000000]}\n你要是敢輕舉妄動，\n我會馬上把你趕出去……
gor_03_012	……{[0004]}老大把這裡交給我管。{[0100|fa000000]}\n你要是敢輕舉妄動，\n我會馬上把你趕出去……
gor_03_013	……{[0004]}新老大把這裡交給我管。{[0100|fa000000]}\n你要是敢輕舉妄動，\n我會馬上把你趕出去……
gor_03_014	……{[0004]}新老大把這裡交給我管。{[0100|fa000000]}\n你要是敢輕舉妄動，\n我會馬上把你趕出去……
gor_03_015	……{[0004]}新老大把這裡交給我管。{[0100|fa000000]}\n但是我累了。{[0100|fa000000]}\n我還要在這裡待多久啊……
gor_03_016	唉……{[0100|fa000000]}\n今天的炸彈兵抽獎，{[0100|fa000000]}\n我又沒中獎了。{[0004]}不過明天一定會中獎，\n所以我明天也要來看看。{[0100|fa000000]}\n不如在這裡待到明天算了。
gor_03_017	蒙特奧內？{[0004]}我們這種普通人哪有可能見到老大。{[0004]}就算見到了，\n也不知道會怎麼對待我們。{[0004]}即便如此你還是想見他的話，\n要不要去問問東區的史奈爾老大？{[0004]}也許史奈爾老大知道該怎麼做。
gor_03_018	{[0307|00004040]}太好了。\n{[0100|fa000000]}{[0307|0000803f]}今天的炸彈兵抽獎，\n{[0100|fa000000]}{[0307|00004040]}我中了4獎！{[0307|0000803f]}{[0004]}明天一定會中3獎！{[0100|fa000000]}\n我明天也要來看看。{[0100|fa000000]}\n不如在這裡待到明天算了。
gor_03_019	{[0307|00004040]}太好了——！\n{[0100|fa000000]}{[0307|0000803f]}今天的炸彈兵抽獎，\n{[0100|fa000000]}{[0307|00004040]}我中了3獎！{[0307|0000803f]}{[0004]}明天一定會中2獎！{[0100|fa000000]}\n我明天也要來看看。{[0100|fa000000]}\n不如在這裡待到明天算了。
gor_03_020	{[0307|00004040]}太好了——！\n{[0100|fa000000]}{[0307|0000803f]}今天的炸彈兵抽獎，\n{[0100|fa000000]}{[0307|00004040]}我中了2獎！{[0004]}明天絕對會中1獎！{[0100|fa000000]}\n我明天也要來看看。{[0100|fa000000]}\n不如在這裡待到明天算了。
gor_03_021	唉……{[0100|fa000000]}\n今天的炸彈兵抽獎……{[0100|fa000000]}\n我沒有中獎。{[0004]}不過明天一定會中獎，\n所以我明天也要來看看。{[0100|fa000000]}\n不如在這裡待到明天算了。
gor_03_022	{[0307|00004040]}可惡！！\n{[0100|fa000000]}{[0307|0000803f]}今天的炸彈兵抽獎，\n{[0100|fa000000]}{[0307|00004040]}差1個號碼就中1獎了！{[0307|0000803f]}{[0004]}不過明天一定會中獎，\n所以我明天也要來看看。{[0100|fa000000]}\n不如在這裡待到明天算了。
gor_03_023	唉……{[0100|fa000000]}\n今天的炸彈兵抽獎……{[0100|fa000000]}\n我又沒中獎了。{[0004]}不過明天一定會中獎，\n所以我明天也要來看看……{[0004]}不如在這裡搭帳棚住下來算了。
gor_03_024	唉……{[0100|fa000000]}\n我的老婆整天泡在遊樂場……{[0100|fa000000]}\n而我的小說毫無進展……{[0004]}我偶爾也想去某個不熟悉的城市，\n尋找小說的靈感。
gor_03_025	唉……{[0100|fa000000]}\n我的老婆整天泡在遊樂場……{[0100|fa000000]}\n而我的小說毫無進展……{[0004]}我偶爾也想去烏龍街的鬥技場玩樂，\n消除一下平時的壓力。
gor_03_026	唉……{[0100|fa000000]}\n我的小孩整天只知道玩，\n這樣沒問題嗎……{[0004]}我擔心到無法工作。{[0100|fa000000]}\n真想到陰暗的地方集中精神，\n盡情地寫小說……{[0004]}不……{[0100|fa000000]}\n我想好好睡一覺。
gor_03_027	唉……{[0100|fa000000]}\n我家小孩整天只知道待在家裡，\n這樣沒問題嗎……{[0004]}我偶爾也想去某個無人島上\n悠哉地寫小說。
gor_03_028	唉……{[0100|fa000000]}\n我寫不出有趣的小說……{[0004]}我偶爾也想搭豪華高速列車，\n悠哉地享受一下列車之旅。
gor_03_029	唉……{[0100|fa000000]}\n我寫不出有趣的小說……{[0004]}要不要和家人去遠方旅行，\n轉換一下心情呢……
gor_03_030	我提出旅行計畫之後，\n大家都感到很開心。{[0004]}偶爾這樣做……{[0100|fa000000]}\n好像也很不錯呢。{[0004]}還有，我打算以你的冒險為靈感\n去撰寫小說。{[0004]}寫好之後也會通知你一聲。
gor_03_031	我以你的冒險為靈感\n撰寫而成的小說非常暢銷，\n前陣子甚至改編成戲劇了。{[0004]}為了表達對你的感謝，\n我把標題命名為《紙片瑪利歐》。
gor_03_032	爸爸在寫小說。{[0004]}但完全賣不出去……{[0004]}真糟糕……
gor_03_033	媽媽整天跑出去玩。{[0004]}都不做飯給我吃……{[0004]}真糟糕……
gor_03_034	哥哥老是只知道玩。{[0004]}都不寫作業……{[0004]}真糟糕……
gor_03_035	我都不出門玩。{[0004]}因為鎮上有好多恐怖的人……{[0004]}真糟糕……
gor_03_036	我偶爾也想\n和家人一起吃飯、一起出去玩。{[0004]}但是大家都不聚在一起……{[0004]}真糟糕……
gor_03_037	我的家人都不會聊天。{[0004]}大家都各忙各的……{[0004]}我其實……
gor_03_038	昨天媽媽煮了義大利麵。{[0100|fa000000]}\n我覺得非常好吃。{[0004]}哥哥找我一起踢足球。{[0100|fa000000]}\n我覺得非常期待。{[0004]}爸爸說下次要帶大家一起去旅行。{[0100|fa000000]}\n我覺得非常開心。
gor_03_039	我的家人現在感情非常好。{[0004]}所以我現在覺得非常幸福。
gor_03_040	我之前差點掉進那邊的溝裡，真是危險……{[0004]}那條溝一定通往那裡！{[0100|2c010000]}\n{[0309|01000000]}抖抖……{[0309|00000000]}
gor_03_041	我之前差點掉進那邊的溝裡，真是危險……{[0004]}那條溝一定通往那裡！{[0100|2c010000]}\n{[0309|01000000]}抖抖……{[0309|00000000]}
gor_03_042	我之前差點掉進那邊的溝裡，真是危險……{[0004]}那條溝一定通往那裡！{[0100|2c010000]}\n{[0309|01000000]}抖抖……{[0309|00000000]}
gor_03_043	我之所以老是在這種地方晃來晃去，\n是因為家裡太無聊了。{[0004]}爸爸總是寫一些賣不出去的小說，\n媽媽又整天泡在遊樂場裡……{[0004]}而且弟弟也不肯踏出家門一步。{[0004]}所以我也不太想回家。
gor_03_044	我之所以老是在這種地方晃來晃去，\n是因為家裡太無聊了。{[0004]}爸爸總是寫一些賣不出去的小說，\n媽媽又整天泡在遊樂場裡……{[0004]}而且弟弟也不肯踏出家門一步。{[0004]}所以我也不太想回家。
gor_03_045	雖然弟弟不肯踏出家門一步，\n不過我偶爾還是陪他玩一下好了……{[0004]}嗯。{[0100|fa000000]}\n下次找他一起踢足球吧。
gor_03_046	我問弟弟要不要一起踢足球。\n他感到非常開心。{[0004]}早知道這樣，\n我就早點找他一起玩了。{[0004]}不過我之後會多陪他玩，\n把之前的份補回來。
gor_03_047	我昨天跟弟弟一起踢足球。{[0100|fa000000]}\n玩得非常開心喔。{[0004]}而且那小子還挺有天分的呢。{[0004]}明天我們也要一起玩，\n我好期待喔。
gor_03_048	每次玩遊戲的時候，\n我最喜歡看這台機器的排行榜。{[0100|fa000000]}\n我可以在這裡泡上一整天。{[0004]}{[0101]}什麼？{[0100|fa000000]}\n你說孩子的爸在擔心我嗎？{[0100|fa000000]}\n完～全沒問題。{[0004]}{[030a|01000000]}畢竟我老公只要寫小說\n就能活下去了♪{[030a|00000000]}
gor_03_049	每次玩遊戲的時候，\n我最喜歡看這台機器的排行榜。{[0100|fa000000]}\n我可以在這裡泡上一整天。{[0004]}{[0101]}什麼？{[0100|fa000000]}\n你說我的家人在擔心我嗎？{[0100|fa000000]}\n完～全沒問題。{[0004]}{[030a|01000000]}大家都隨心所欲地過活\n不是最棒的嗎♪{[030a|00000000]}
gor_03_050	每次玩遊戲的時候，\n我最喜歡看這台機器的排行榜。{[0100|fa000000]}\n我可以在這裡泡上一整天。{[0004]}{[0101]}什麼？{[0100|fa000000]}\n你說我的家人在擔心我嗎？{[0100|fa000000]}\n完～全沒問題。{[0004]}{[030a|01000000]}畢竟我家每個人都有\n自己的生活方式嘛♪{[030a|00000000]}
gor_03_051	每次玩遊戲的時候，\n我最喜歡看這台機器的排行榜。{[0100|fa000000]}\n我可以在這裡泡上一整天。{[0004]}{[0101]}什麼？{[0100|fa000000]}\n你問我三餐怎麼辦？{[0100|fa000000]}\n完～全沒問題。{[0004]}{[030a|01000000]}畢竟我家吃飯只要\n把東西買回去擺好就好了♪{[030a|00000000]}
gor_03_052	每次玩遊戲的時候，\n我最喜歡看這台機器的排行榜。{[0100|fa000000]}\n我可以在這裡泡上一整天。{[0004]}{[0101]}什麼？{[0100|fa000000]}\n你問我三餐怎麼辦？{[0100|fa000000]}\n應該沒問題喔。{[0004]}{[030a|01000000]}畢竟我家吃飯只要\n把東西買回去擺好就好了♪{[030a|00000000]}
gor_03_053	每次玩遊戲的時候，\n我最喜歡看這台機器的排行榜。{[0100|fa000000]}\n我可以在這裡泡上一整天。{[0004]}{[0101]}什麼？{[0100|fa000000]}\n你說孩子們很可憐嗎？{[0004]}………………{[0004]}{[0101]}{[030a|01000000]}沒問題喔。{[0100|fa000000]}\n因為我家小孩都很堅強嘛♪{[030a|00000000]}{[0004]}{[0101]}{[0100|fa000000]}不過偶爾還是幫他們煮點東西好了……
gor_03_054	我昨天幫孩子們煮了義大利麵。{[0004]}{[030a|01000000]}結果孩子們都非常開心♪{[0004]}既然他們這麼開心，\n我之後也偶爾幫他們煮點吃的吧♪{[030a|00000000]}{[0004]}{[0101]}{[0100|64000000]}……不過，我還是會忍不住\n跑來看這台機器的排行榜……
gor_03_055	{[0101]}{[030a|01000000]}前陣子我們全家一起去旅遊。{[0004]}果然全家人一起共度的時間……{[0100|fa000000]}\n真的很棒呢♪{[030a|00000000]}{[0004]}{[0101]}雖然我還是會忍不住\n跑來看這台機器的排行榜……{[0004]}{[0101]}{[030a|01000000]}不過我會更加珍惜\n和家人相處的時光♪
gor_03_056	我今天也躺在床上度過了一天……{[0004]}算了，沒差。{[0100|fa000000]}\n反正我是有錢人！
gor_03_057	我今天也躺在床上看著一天結束……{[0004]}對了，我昨天中了炸彈兵抽獎的1獎，\n但沒有離開家門一步……{[0004]}我應該去領獎才對……{[0004]}算了，沒差。{[0100|fa000000]}\n反正我是有錢人！
gor_03_058	我今天也躺在床上度過了一天……{[0004]}算了，沒差。{[0100|fa000000]}\n因為偉大的岡薩雷茲贏了，\n我又變得更有錢了！
gor_03_059	我今天也躺在床上度過了一天……{[0004]}算了，沒差。{[0100|fa000000]}\n反正我靠網路拍賣變得更有錢了！
gor_03_060	我今天也躺在床上度過了一天……{[0004]}算了，沒差。{[0100|fa000000]}\n反正我把手上的無人島賣掉後，\n變得更有錢了！
gor_03_061	我今天也躺在床上度過了一天……{[0004]}{[0101]}算了，沒差。{[0100|64000000]}……才怪。{[0100|fa000000]}\n一點也不好。{[0004]}就算我有錢\n也不知道怎麼花。{[0004]}你一定不懂我這種心情吧。
gor_03_062	我昨天難得下床到外面走走，\n發現天空好藍啊。{[0004]}我完全忘了天空原來這麼藍。{[0004]}就算再怎麼有錢，\n也買不到那片藍天吧。{[0004]}我好像知道該怎麼使用\n那些花不完的錢了。
gor_03_063	有人想把《紙片瑪利歐》\n這本小說改編成電影。{[0004]}那個人希望我可以幫忙。{[0004]}我也看了那本小說，覺得非常有趣。{[0100|fa000000]}\n相當令人感動。{[0004]}{[0101]}我認為這個方法更能夠有效利用\n那些花不完的錢。{[0004]}也許我差不多該下床了。
gor_03_064	呼……{[0100|fa000000]}\n真是舒暢。{[0004]}這裡是我很喜歡的地方。{[0100|fa000000]}\n整個惡棍鎮只有這裡能夠放鬆。
gor_03_065	呼……{[0100|fa000000]}\n真是舒暢。{[0004]}這裡是我很喜歡的地方。{[0100|fa000000]}\n整個惡棍鎮只有這裡能夠放鬆。
gor_03_066	呼……{[0100|fa000000]}\n真是舒暢。{[0004]}我喜歡花朵，\n所以大家都笑我是奇怪的栗寶寶，\n不過我完全不在意喔。
gor_03_067	呼……{[0100|fa000000]}\n真是舒暢。{[0004]}只要在花草間發呆，\n心情就會不自覺地放鬆。{[0100|fa000000]}\n我是不是累了啊？
gor_03_068	呼……{[0100|fa000000]}\n真是舒暢。{[0004]}只要在花草間發呆，\n心情就會不自覺地放鬆。{[0100|fa000000]}\n我是不是累了啊？
gor_03_069	呼……{[0100|fa000000]}\n真是舒暢。{[0004]}整天坐在地上，\n看著人們庸庸碌碌的模樣，\n心裡就會覺得很舒服。
gor_03_070	呼……{[0100|fa000000]}\n真是舒暢。{[0004]}我整天看著噴水池，\n卻一點都不會膩。{[0100|fa000000]}\n我是不是累了啊？
gor_03_071	呼……{[0100|fa000000]}\n真是舒暢。{[0004]}我整天看著雲朵飄動，\n卻一點都不會膩。{[0100|fa000000]}\n我一定是累壞了。
gor_03_072	呼……{[0100|fa000000]}\n雖然這個城鎮滿是惡棍，\n不過來到這附近總是讓人能鬆一口氣。{[0004]}多虧蒙特奧內大人管理得很好，\n我才能在這裡安心購物。
gor_03_072_01	{[0307|00004040]}啊！{[0307|0000803f]}{[0100|fa000000]}\n庫蘿妲夫人！？{[0004]}{[0309|01000000]}呀～～～！！{[0309|00000000]}{[0100|fa000000]}\n我是你的粉絲！{[0100|fa000000]}\n想不到能在這裡見到你，真是太感動了！
gor_03_073	我的興趣是觀賞戲劇。{[0004]}正因為住在這種城鎮，\n所以很嚮往華麗的舞台。{[0004]}{[0101]}然而我之前很喜歡的庫蘿妲夫人\n最近離開舞台了……{[0004]}這讓身為粉絲的我好難過……
gor_03_073_01	{[0307|00004040]}啊！{[0307|0000803f]}{[0100|fa000000]}\n庫蘿妲夫人！？{[0004]}{[0309|01000000]}呀～～～！！{[0309|00000000]}{[0100|fa000000]}\n我是你的粉絲！{[0100|fa000000]}\n想不到能在這裡見到你，真是太感動了！
gor_03_074	我的興趣是觀賞戲劇。{[0004]}正因為住在這種城鎮，\n所以很嚮往華麗的舞台。{[0004]}{[0101]}然而我之前很喜歡的庫蘿妲夫人\n最近離開舞台了……{[0004]}這讓身為粉絲的我好難過……
gor_03_074_01	{[0309|01000000]}呀～～～！！{[0309|00000000]}{[0100|fa000000]}\n想不到能見到庫蘿妲夫人！{[0004]}我很喜歡你的出道作《仲冬之午覺》！{[0100|fa000000]}\n整整看了3次喔！！
gor_03_075	我的興趣是觀賞戲劇。{[0004]}正因為住在這種城鎮，\n所以很嚮往華麗的舞台。{[0004]}{[0101]}然而我之前很喜歡的庫蘿妲夫人\n最近離開舞台了……{[0004]}這讓身為粉絲的我好難過……
gor_03_075_01	{[0309|01000000]}呀～～～！！{[0309|00000000]}{[0100|fa000000]}\n想不到能見到庫蘿妲夫人！{[0004]}你的代表作《歐姆雷特》太令人感動了！{[0100|fa000000]}\n我整整看了10次喔！！
gor_03_076	我的興趣是觀賞戲劇。{[0004]}正因為住在這種城鎮，\n所以很嚮往華麗的舞台。{[0004]}{[0101]}然而我之前很喜歡的庫蘿妲夫人\n最近離開舞台了……{[0004]}這讓身為粉絲的我好難過……
gor_03_076_01	{[0309|01000000]}呀～～～！！{[0309|00000000]}{[0100|fa000000]}\n想不到能見到庫蘿妲夫人！{[0004]}你的代表作《歐姆雷特》太令人感動了！{[0100|fa000000]}\n我整整看了100次喔！！
gor_03_077	我的興趣是觀賞戲劇。{[0004]}正因為住在這種城鎮，\n所以很嚮往華麗的舞台。{[0004]}{[0101]}然而我之前很喜歡的庫蘿妲夫人\n最近離開舞台了……{[0004]}這讓身為粉絲的我好難過……
gor_03_077_01	{[0309|01000000]}呀～～～！！{[0309|00000000]}{[0100|fa000000]}\n想不到能見到庫蘿妲夫人！{[0004]}你的代表作《割紙魅影》實在太棒了！{[0004]}我整整看了10次喔！！
gor_03_078	我的興趣是觀賞戲劇。{[0004]}正因為住在這種城鎮，\n所以很嚮往華麗的舞台。{[0004]}{[0101]}然而我之前很喜歡的庫蘿妲夫人\n最近離開舞台了……{[0004]}這讓身為粉絲的我好難過……
gor_03_078_01	{[0309|01000000]}呀～～～！！{[0309|00000000]}{[0100|fa000000]}\n想不到能見到庫蘿妲夫人！{[0004]}你的代表作《割紙魅影》實在太棒了！{[0004]}我整整看了100次喔！！
gor_03_079	我的興趣是觀賞戲劇。{[0004]}正因為住在這種城鎮，\n所以更嚮往華麗的舞台。{[0004]}{[0101]}然而我之前很喜歡的庫蘿妲夫人\n本來總算重返舞台了……{[0004]}結果最近卻又離舞台而去……{[0004]}這讓身為粉絲的我好難過啊……
gor_03_079_01	{[0309|01000000]}呀～～～！！{[0309|00000000]}{[0100|fa000000]}\n想不到能見到庫蘿妲夫人！{[0004]}你的最新作品《紙片瑪利歐》\n簡直是巔峰之作！！{[0004]}我打算要看個1000次！！
gor_03_mail3_00_kur	瑪利歐！{[0100|fa000000]}\n這一定是碧姬公主寄來的郵件。
gor_03_mail3_00_nok	瑪利歐！{[0100|fa000000]}\n肯定是碧姬公主寄郵件過來了。
gor_03_mail3_00_win	瑪利歐！{[0100|fa000000]}\n一定是碧姬寄郵件來了唷。
