aaa.msbt
pro_00	ゆうびんで～す
mac_2_089	そうかい{[0100|fa000000]}\nゴロツキ{r2[こう]}港{/r2}に　いるのか{[0004]}よく　やってくれたな{[0100|fa000000]}\n{r2[やくそく]}約束{/r2}{r2[どお]}通{/r2}り　{r2[ひこうせん]}飛行船{/r2}のチケットを\nよういしてやろう
mac_2_090	おい　おめえら！{[0100|fa000000]}\nアイツらは　ゴロツキ{r2[こう]}港{/r2}だ{[0100|fa000000]}\n{r2[い]}行{/r2}くぞ！
mac_2_091	{[0307|00004040]}なに！？{[0307|0000803f]}{[0100|fa000000]}\nどこにいるか　わからなかっただと？{[0004]}それで　のこのこ　かえってくるとは\nオレも　なめられたもんだ{[0004]}{[0101]}この　おとしまえは\nキッチリ　とってもらうぜ！
mac_2_092	{[0203]}{[0307|00004040]}{[0200]}{size[dc00]}まって　パパ！{size[6400]}\x0f\x02\0
mac_2_093	{[0307|00004040]}モニー！！
mac_2_094	{[0307|00004040]}ボス！{[0307|0000803f]}{[0100|fa000000]}\nもうしわけありません！！
mac_2_095	{[0307|00004040]}ピートン！{[0307|0000803f]}{[0100|fa000000]}\nてめえ　どのツラさげて\nもどってきやがった！
mac_2_096	おねがい　ピートンを　せめないで！{[0100|fa000000]}\nかけおちしようって　さそったのは\nわたしなんだから{[0004]}それに　やっぱり　もどって\nパパと　ちゃんと　{r2[はなし]}話{/r2}を　しようって\nいったのも　カレなのよ！
mac_2_097	{[0307|00004040]}ボス！{[0307|0000803f]}{[0100|fa000000]}\nわたしは　どうなっても　かまいません{[0004]}だから　おじょうさんのことは\nゆるしてやってください！！
mac_2_098	{[0307|00004040]}パパ！{[0307|0000803f]}{[0100|fa000000]}\nわるいのは　わたしなの{[0004]}バツを　あたえるなら\nわたしに　あたえて！！
mac_2_099	{[0307|00004040]}ボス！{[0307|0000803f]}{[0100|fa000000]}\nすべて　わたしの　せきにんです！！
mac_2_100	{[0307|00004040]}パパ！
mac_2_101	{[0307|00004040]}ボス！
mac_2_102	{[0309|01000000]}ああ～～～っ！！{[0309|00000000]}{[0004]}{[0101]}{[0307|00004040]}うるせえ　うるせえ！！！！！！！！
mac_2_103	{[0307|00004040]}モニー！{[0100|fa000000]}\nおまえのような　{r2[むすめ]}娘{/r2}には\nホトホト　あいそが　つきた
mac_2_104	{[0307|00004040]}そして　ピートン！{[0307|0000803f]}{[0004]}せっかく　オレが\n{r2[め]}目{/r2}を　かけてやったのに　おんを\nアダで　かえすようなこと　しやがって{[0004]}おめえには　{r2[ほんとう]}本当{/r2}に\nガッカリさせられたぜ
mac_2_105	{[0307|00004040]}パパ！！
mac_2_106	{[0307|00004040]}ボス！！
mac_2_107	おめえたちの　カオなんぞ\nもう　{r2[み]}見{/r2}たくもねえ！{[0004]}{r2[ふたり]}二人{/r2}とも　サッサと\nどこかへ　{r2[い]}行{/r2}っちまえ！！{[0004]}{[0100|fa000000]}・・・なんて　いうとでも\nおもってるんだろ！？{[0100|fa000000]}{b}{[0004]}{[0307|00004040]}その{r2[とお]}通{/r2}りだ！！！{[0100|f4010000]}\nケッコンでも　なんでも\n{r2[かって]}勝手{/r2}に　しちまうがいい！！！！{[0101]}{b}
mac_2_108	{[0307|00004040]}パパ！！！！！！！！！！！！！！
mac_2_109	{[0307|00004040]}パパ！　{[0100|c8000000]}{[0307|0000803f]}・・・じゃなかった{[0110]}{[0100|2c010000]}\x0f\x01\x10\n{[0307|00004040]}ボス！！！！！！！！！！！！！！
mac_2_110	ありがとう　パパ！{[0100|fa000000]}\nわたしたちを　ゆるしてくれて！！
mac_2_111	{[0307|00004040]}ボス！{[0307|0000803f]}{[0100|fa000000]}\nおじょうさんは　きっと　わたしが\nしあわせに　してみせます！！
mac_2_112	ええい　はやく　{r2[い]}行{/r2}っちまえ！\n{[0100|fa000000]}{[0101]}{size[4300]}グスン・・・{size[6400]}
mac_2_113	おじょうさん{[0100|fa000000]}\nおしあわせに！！
mac_2_114	アニキ！{[0100|fa000000]}\nよかったっすね！！{[0004]}お{r2[やくそく]}約束{/r2}の　てんかいですが\nなかなか　いいかんじっすよ！
mac_2_115	サヨナラ　パパ！{[0100|fa000000]}\n{r2[ほんとう]}本当{/r2}に　ありがとう！！
mac_2_116_buka1	いまは　おちこんでる　ボスだけど\nきっと　すぐに　{r2[げんき]}元気{/r2}に　なるさ{[0004]}それより　あんた{[0100|fa000000]}\n{r2[ひこうせん]}飛行船{/r2}のチケットが　ほしいって\nいってなかったか？
mac_2_116_buka2	なんとか　まとまったみたいだな{[0100|fa000000]}\nあんたの　おかげさ
mac_2_116	おめえ　まだ　いたのか？
mac_2_117	フン！{[0100|fa000000]}\nとりあえず　{r2[むすめ]}娘{/r2}たちを　{r2[み]}見{/r2}つけて\nつれてきてくれたというわけだ{[0004]}こんな　けっかに　なっちまったがな！{[0004]}まあ　{r2[やくそく]}約束{/r2}は　{r2[やくそく]}約束{/r2}だ{[0100|fa000000]}\n{r2[ひこう]}飛行{/r2}{r2[せん]}船{/r2}のチケットを　おめえに　やるぜ
mac_2_118	くそ！{[0100|fa000000]}\nアイツ　このオレにも　{r2[み]}見{/r2}せたことない\nいい　えがおを　しやがって！！{[0004]}おめえなんかに\nたのむんじゃなかったぜ！{[0100|fa000000]}\nありがとよ！
mac_2_119	おめえの　シケた　カオなんぞ\nもう　{r2[み]}見{/r2}たくもねえ！{[0100|fa000000]}\nまた　きてくんな！
mac_2_120	チケットを　くれてやったんだから\nサッサと　{r2[で]}出{/r2}て{r2[い]}行{/r2}きやがれ！{[0100|fa000000]}\nがんばれよ！
mac_2_121	なんだ　かんだ　いって\nボスは　おじょうさんのことが\nしんぱいだったのさ
mac_2_122	ボスは　ああ{r2[み]}見{/r2}えて　テレ{r2[や]}屋{/r2}だから\nなかなか　すなおに　なれねえんだ{[0004]}いちおう　ボスは　あんたに\nかんしゃしてるってことさ
mac_2_123_kur	やったわね　マリオ{[0100|fa000000]}\nこれで　ウーロン{r2[がい]}街{/r2}に　{r2[い]}行{/r2}けるわ！{[0101]}{b}
mac_2_123_nok	やりましたね　マリオさん{[0100|fa000000]}\nこれで　ウーロン{r2[がい]}街{/r2}に　{r2[い]}行{/r2}けます！{[0101]}{b}
mac_2_123_win	やったわね　マリオちゃん{[0100|fa000000]}\nこれで　ウーロン{r2[がい]}街{/r2}に　{r2[い]}行{/r2}けるわン！{[0101]}{b}
mac_5_009	おう　あんたかい{[0100|fa000000]}\nまた　ボスに　なにか　{r2[よう]}用{/r2}かい？
mac_5_010	ごらんの{r2[とお]}通{/r2}り{[0100|fa000000]}\nボスは　いま　ちょいと\nねこんじまっているのさ
mac_5_011	{[030a|01000000]}う～ん・・・　う～ん・・・
mac_5_012	{[030a|01000000]}う～ん・・・　モニー・・・
mac_5_013	ああ　ボス・・・{[0004]}おじょうさんが　いなくなって\nあまりの　さびしさのため\nびょうきに　なっちまうとは・・・
mac_5_014	アニキが　いなくなっちまった{r2[うえ]}上{/r2}に\nボスが　こんな　じょうたいに\nなっちまったもんで・・・{[0004]}さいきんは　とうぞくだんのヤツらも\nいい{r2[き]}気{/r2}に　なってやがるんだ{[0004]}・・・ところで　あんた{[0101]}{[0100|fa000000]}\nいったい　なんの{r2[よう]}用{/r2}で　きたんだい？
mac_5_015	なに！{[0100|fa000000]}\nあの　ちょーカネもち{r2[よう]}用{/r2}の{r2[れっしゃ]}列車{/r2}\nリッチリッチエクスプレスの　チケット？
mac_5_016	それを　{r2[て]}手{/r2}に{r2[い]}入{/r2}れたいってのかい？
mac_5_017	う～む・・・{[0100|fa000000]}\nそりゃあ　オレたちじゃあ\nどうにも　なんねえな
mac_5_018	やっぱ　そういう　リッチな{r2[はなし]}話{/r2}は\nボスじゃねえと・・・
mac_5_019	{[030a|01000000]}モ～ニ～ィ～・・・
mac_5_020	ああ　こんな　ボス\n{r2[み]}見{/r2}てられねえ・・・
mac_5_021	せめて　ボスに　おじょうさんを\n{r2[ひとめ]}一目{/r2}　あわせてやれたら・・・
mac_5_022_kur	モニーと　ピートンなら\nトロピコアイランドに　いたわよね？
mac_5_022_nok	モニーさんと　ピートンさんなら\nトロピコアイランドに　いましたよね？
mac_5_022_win	モニーちゃんと　ピートンちゃんなら\nトロピコアイランドに　いたわよねン？
mac_5_022_yos	モニーと　ピートンなら\nトロピコアイランドに　いたよなあ？
mac_5_022_viv	モニーと　ピートンなら\nトロピコアイランドに　いたわよね？
mac_5_022_bom	モニーと　ピートン？{[0100|fa000000]}\nトロピコアイランドに　いた\nヤツらのことか？
mac_5_022_chu	モニーと　ピートンなら\nトロピコアイランドに　いましたわよね？
mac_5_023	{[0307|00004040]}なっ！{[0100|64000000]}　なんだとっ！？
mac_5_024	{[0307|00004040]}あんた　おじょうさんが\nどこにいるか　しってるのか！？
mac_5_025	{[0307|00004040]}{r2[ほんとう]}本当{/r2}か！？
mac_5_026	{[0307|00004040]}ウソつきやがったら\nはり１０００{r2[ぼん]}本{/r2}　のましたあと\nイタイ{r2[め]}目{/r2}に　あわすぞ！！
mac_5_027	それなら　あんた{[0100|fa000000]}\nおじょうさんを　つれてきてくれよ！{[0004]}オレたちが　{r2[い]}行{/r2}きてえところだが\nボスを　ほうっておくわけにも\nいかねえんだよ
mac_5_028	そうだ！{[0100|fa000000]}\nもし　あんたが　おじょうさんを\nつれてきてくれたなら・・・{[0004]}{r2[れっしゃ]}列車{/r2}のチケットを　なんとか　してくれるよう\nオレたちから　ボスに　たのんでやるからさ{[0100|fa000000]}\nたのむぜ！{[0101]}
mac_5_028_yesno	{[010d|00000000ffffffffaf00000050000000]}やります\nいやです
mac_5_029	なんだとぉ！{[0100|fa000000]}\nオレたちの　たのみが\nきけねえってのかぁ！？
mac_5_030	よっぽど　イタイ{r2[め]}目{/r2}に　あいてえようだな！{[0101]}
mac_5_030_yesno	{[010d|00000000ffffffffd700000050000000]}やります\nわかりました
mac_5_031	{[0101]}おお　サスガだ！
mac_5_032	いやぁ　{r2[はなし]}話{/r2}のわかる　あんたなら\nきっと　ひきうけてくれると　おもったよ{[0100|fa000000]}\nじゃあ　たのんだぜ
mac_5_033	さあ　サッサと　おじょうさんを\nつれてきてくれ
mac_5_034	そうしたら　{r2[れっしゃ]}列車{/r2}のチケットは\nボスが　なんとか　してくれるからよ{[0004]}{[0100|fa000000]}{[0101]}{size[4300]}たぶんな・・・{size[6400]}
mac_5_035	あんたが　{r2[しま]}島{/r2}へ　{r2[い]}行{/r2}ってから\nボスの　ようだいは\nますます　わるくなっちまった
mac_5_036	おい　あんた！{[0100|fa000000]}\nはやく　おじょうさんを\nつれてきてくれよな！！
mac_5_037	{[030a|01000000]}モニ～～～・・・
mac_5_040	パパ！　パパ！{[0100|fa000000]}\n{r2[め]}目{/r2}を　さまして！！
mac_5_041	ボス！
mac_5_042	あんたが　{r2[しま]}島{/r2}へ　{r2[い]}行{/r2}ってから\nボスの　ようだいは\nますます　わるくなっちまった
mac_5_043	せっかく　おじょうさんと　アニキが\nもどってきてくれたのに・・・
mac_5_044	{[0307|00004040]}パパ！{[0307|0000803f]}{[0100|fa000000]}\nわたしよ　モニーよ！
mac_5_045	{[0307|00004040]}ボス！
mac_5_046	・・・・・・・・・・・・・・・・・{[0004]}・・・・・・・・・・・・・・・・・{[0004]}・・・・・・・・・・・・・・・・・{[0004]}モニー・・・・・・・・・・・・・？
mac_5_047	{[0307|00004040]}パパ！！
mac_5_048	{[0307|00004040]}ボス！！
mac_5_049	おお　モニー！{[0100|fa000000]}\nもどってきてくれたんだな！！{[0100|fa000000]}\nピートンも！
mac_5_050	そうよ　パパ！{[0004]}パパが　たおれたって　きいて\nわたし　なにもかも　ほうり{r2[だ]}出{/r2}して\nいそいで　かえってきたんだから！！
mac_5_051	モニー・・・　ピートン・・・{[0100|fa000000]}\nオレが　わるかった{[0100|fa000000]}\nオレが　ガンコすぎたんだ{[0004]}いまさら　こんなことを　いうのは\nなんだが　もう　これからは\nずっと　ここに　いてくれないか{[0004]}おまえたちが　いないと　さみしいんだ{[0100|fa000000]}\nオレも　もう　トシだからな・・・
mac_5_052	{r2[こんかい]}今回{/r2}は　みんなに　いろいろと\nめいわくを　かけたようだな{[0004]}この　『しにがみ　モンテオーネ』も\n{r2[とし]}年{/r2}おいてしまったものだ・・・{[0004]}{[0100|fa000000]}いい　ころあいだ{[0100|fa000000]}\nオレは　いんたいするとしよう
mac_5_053	{[0307|00004040]}パパ！{[0100|ee020000]}
mac_5_054	{[0307|00004040]}そんな！{[0100|ee020000]}
mac_5_055	{[0307|00004040]}まさか！！{[0100|ee020000]}
mac_5_056	{[0307|00004040]}ボス！！！{[0100|ee020000]}
mac_5_057	そこで・・・　{[0100|64000000]}だ{[0100|2c010000]}\nオレの　アト{r2[め]}目{/r2}を　ピートンに\nゆずろうと　おもう{[0004]}いいか　ピートン{[0100|fa000000]}\n{r2[きょう]}今日{/r2}から　おまえが\nモンテオーネ・ファミリーの　ボスだ！
mac_5_058	{[0307|00004040]}ええっ！？{[0307|0000803f]}{[0004]}そんな・・・　ボス{[0100|fa000000]}\nボスは　まだまだ　いけますよ！{[0004]}それに　わたしなんて・・・
mac_5_059	いや　まえまえから\nかんがえていたことだ{[0004]}おまえなら　だいじょうぶだ{[0100|fa000000]}\nオレの{r2[め]}目{/r2}に　くるいは　ねえ{[0004]}{[0101]}これからは　モニーや　なかまたちと\nいっしょに　ファミリーを\nもりたててくれや
mac_5_060	{[0307|00004040]}ボス！！！！
mac_5_061	マリオよ{[0100|fa000000]}\nあんたにも　いろいろ　{r2[せわ]}世話{/r2}に\nなっちまったようだな
mac_5_062	あの～・・・
mac_5_063	そのことなんですが・・・
mac_5_064	いったい　なんでえ！？
mac_5_065	じつは　オレたち　コイツと\n{r2[やくそく]}約束{/r2}を　しちまったんです{[0004]}おじょうさんを　つれてきてくれたら\nリッチリッチエクスプレスの　チケットを\nボスに　たのんでやるって・・・
