0.msbt
ActionScore_AvoidKouraB	躲避刺刺龟壳！
PremiumPassAttention01_First_iOS	使用iOS的用户\r\n·{color[ffdc00ff]}已使用同一Apple Account进行过体验的用户无法享受免费体验。{color[000000ff]}\r\n·不管是在免费体验期间或是已付费购买，\r\n　只要不停止黄金通行证的自动续订，就会无限期地自动更新有效期。\r\n·{color[ffdc00ff]}如果需要解除，请在距离有效期到期还有24小时以上时，\r\n　停止自动续订。{color[000000ff]}\r\n·只有购买了黄金通行证的Apple Account和Nintendo Account\r\n　才能享受黄金通行证的相关服务。\r\n·确定付费购买黄金通行证后，\r\n　您的Apple Account会被收取费用。\r\n·{color[ffdc00ff]}可以按下面的步骤\r\n　确认黄金通行证的有效期和停止自动更新。\r\n　设置 ＞ 自己的名称 ＞ 订阅\r\n　※在不同版本的OS中，记载的内容可能会有所差异，\r\n　　详情请咨询App Store。{color[000000ff]}
PremiumPassAttention01_Second_Android	使用Android的用户\r\n·不管是在免费体验期间或是已付费购买，\r\n　只要不停止黄金通行证的自动续订，就会无限期地自动更新有效期。\r\n·{color[ffdc00ff]}如果需要解除，请在距离有效期到期还有24小时以上时，\r\n　停止自动续订。{color[000000ff]}\r\n·只有购买了黄金通行证的Google账号和Nintendo Account\r\n　才能享受黄金通行证的相关服务。\r\n·{color[ffdc00ff]}自动订阅时，若不顾Google账号付款失败，\r\n　仍设置其他Google账号购买黄金通行证，\r\n　便有可能造成重复购买，\r\n　敬请注意。{color[000000ff]}\r\n·{color[ffdc00ff]}可以按下面的步骤\r\n　确认黄金通行证的有效期和停止自动更新。\r\n　Play 商店 ＞ Google账号 ＞ 付款和订阅\r\n　＞［订阅］{color[000000ff]}
PremiumPassAttention01_Second_iOS	使用iOS的用户\r\n·不管是在免费体验期间或是已付费购买，\r\n　只要不停止黄金通行证的自动续订，就会无限期地自动更新有效期。\r\n·{color[ffdc00ff]}如果需要解除，请在距离有效期到期还有24小时以上时，\r\n　停止自动续订。{color[000000ff]}\r\n·只有购买了黄金通行证的Apple Account和Nintendo Account\r\n　才能享受黄金通行证的相关服务。\r\n·{color[ffdc00ff]}可以按下面的步骤\r\n　确认黄金通行证的有效期和停止自动更新。\r\n　设置 ＞ 自己的名称 ＞ 订阅\r\n　※在不同版本的OS中，记载的内容可能会有所差异，\r\n　　详情请咨询App Store。{color[000000ff]}
PremiumPassBannerDescription_FreeTrial	持有黄金通行证 游玩更畅快！
PremiumPassBannerDescription_Subscribed	续订黄金通行证\r\n使特典升级！
Present00_00001	已接收所有礼物。
PresentContent00_00000	无领取期限
PresentContent00_00001	接收
PresentTop00_00004	礼物盒
PresentTop00_00005	全部接收
ProductBuyError_Max	--
ProductBuyError_Soldout_Item	交换完毕
ProductBuyError_Soldout_RealCurrency	已购买
ProductBuyError_Soldout_VirtualCurrency	交换完毕
Profile00_00000	玩家信息
Profile00_00001	巡回赛记录
Profile00_00002	喜爱的角色
Profile00_00003	角色一览
Profile00_00004	未能获取总计分数。
Profile00_00006	记录
Profile00_00007	总计分数
Profile00_00008	各赛道的最佳得分
Profile00_00009	过往的巡回赛记录
Profile00_00010	多人比赛
Profile00_00011	多人对战
ProfileRecord_DriverNum	角色数
ProfileRecord_HighLeague	最高联赛
ProfileRecord_HighScore	最高得分
ProfileRecord_HighUdemae	最高实力
ProfileRecord_Invalid	-
ProfileRecord_MachineNum	车辆数
ProfileRecord_RandomMatchWinNum	获胜次数
ProfileRecord_SuperWinNum	SUPER WIN 达成次数
ProfileRecord_WingNum	滑翔翼数
ProfileTitle_Friend	档案
ProfileTitle_Mine	档案
ProfileTitle_RivalAI	档案
ProfileTitle_RivalHuman	档案
PromotionCourseNum_1	非常擅长的赛道 +1
PromotionCourseNum_2	非常擅长的赛道 +2
PromotionCourseNum_3	非常擅长的赛道 +3
pvp_battle_rule_teamnum_2_itemlimit_bombonly_balloonnum_1	1个气球 2队制 限用炸弹兵
pvp_battle_rule_teamnum_2_itemlimit_bombonly_balloonnum_2	2个气球 2队制 限用炸弹兵
pvp_battle_rule_teamnum_2_itemlimit_bombonly_balloonnum_3	3个气球 2队制 限用炸弹兵
pvp_battle_rule_teamnum_2_itemlimit_fix1_balloonnum_1	1个气球 1个道具 2队制
pvp_battle_rule_teamnum_2_itemlimit_fix1_balloonnum_2	2个气球 1个道具 2队制
pvp_battle_rule_teamnum_2_itemlimit_fix1_balloonnum_3	3个气球 1个道具 2队制
pvp_battle_rule_teamnum_2_itemlimit_fix2_balloonnum_1	1个气球 2个道具 2队制
pvp_battle_rule_teamnum_2_itemlimit_fix2_balloonnum_2	2个气球 2个道具 2队制
pvp_battle_rule_teamnum_2_itemlimit_fix2_balloonnum_3	3个气球 2个道具 2队制
pvp_battle_rule_teamnum_2_itemlimit_kouraonly_balloonnum_1	1个气球 2队制 限用龟壳
pvp_battle_rule_teamnum_2_itemlimit_kouraonly_balloonnum_2	2个气球 2队制 限用龟壳
pvp_battle_rule_teamnum_2_itemlimit_kouraonly_balloonnum_3	3个气球 2队制 限用龟壳
pvp_battle_rule_teamnum_2_itemlimit_origitem_balloonnum_1	1个气球 开放狂热 2队制
pvp_battle_rule_teamnum_2_itemlimit_origitem_balloonnum_2	2个气球 开放狂热 2队制
pvp_battle_rule_teamnum_2_itemlimit_origitem_balloonnum_3	3个气球 开放狂热 2队制
pvp_battle_rule_teamnum_fes_itemlimit_bombonly_balloonnum_1	1个气球 限用炸弹兵
pvp_battle_rule_teamnum_fes_itemlimit_bombonly_balloonnum_2	2个气球 限用炸弹兵
pvp_battle_rule_teamnum_fes_itemlimit_bombonly_balloonnum_3	3个气球 限用炸弹兵
pvp_battle_rule_teamnum_fes_itemlimit_fix1_balloonnum_1	1个气球 1个道具
pvp_battle_rule_teamnum_fes_itemlimit_fix1_balloonnum_2	2个气球 1个道具
pvp_battle_rule_teamnum_fes_itemlimit_fix1_balloonnum_3	3个气球 1个道具
pvp_battle_rule_teamnum_fes_itemlimit_fix2_balloonnum_1	1个气球 2个道具
pvp_battle_rule_teamnum_fes_itemlimit_fix2_balloonnum_2	2个气球 2个道具
pvp_battle_rule_teamnum_fes_itemlimit_fix2_balloonnum_3	3个气球 2个道具
pvp_battle_rule_teamnum_fes_itemlimit_kouraonly_balloonnum_1	1个气球 限用龟壳
pvp_battle_rule_teamnum_fes_itemlimit_kouraonly_balloonnum_2	2个气球 限用龟壳
pvp_battle_rule_teamnum_fes_itemlimit_kouraonly_balloonnum_3	3个气球 限用龟壳
pvp_battle_rule_teamnum_fes_itemlimit_origitem_balloonnum_1	1个气球 开放狂热
pvp_battle_rule_teamnum_fes_itemlimit_origitem_balloonnum_2	2个气球 开放狂热
pvp_battle_rule_teamnum_fes_itemlimit_origitem_balloonnum_3	3个气球 开放狂热
pvp_battle_rule_teamnum_none_itemlimit_bombonly_balloonnum_1	1个气球 限用炸弹兵
pvp_battle_rule_teamnum_none_itemlimit_bombonly_balloonnum_2	2个气球 限用炸弹兵
pvp_battle_rule_teamnum_none_itemlimit_bombonly_balloonnum_3	3个气球 限用炸弹兵
pvp_battle_rule_teamnum_none_itemlimit_fix1_balloonnum_1	1个气球 1个道具
pvp_battle_rule_teamnum_none_itemlimit_fix1_balloonnum_2	2个气球 1个道具
pvp_battle_rule_teamnum_none_itemlimit_fix1_balloonnum_3	3个气球 1个道具
pvp_battle_rule_teamnum_none_itemlimit_fix2_balloonnum_1	1个气球 2个道具
pvp_battle_rule_teamnum_none_itemlimit_fix2_balloonnum_2	2个气球 2个道具
pvp_battle_rule_teamnum_none_itemlimit_fix2_balloonnum_3	3个气球 2个道具
pvp_battle_rule_teamnum_none_itemlimit_kouraonly_balloonnum_1	1个气球 限用龟壳
pvp_battle_rule_teamnum_none_itemlimit_kouraonly_balloonnum_2	2个气球 限用龟壳
pvp_battle_rule_teamnum_none_itemlimit_kouraonly_balloonnum_3	3个气球 限用龟壳
pvp_battle_rule_teamnum_none_itemlimit_origitem_balloonnum_1	1个气球 开放狂热
pvp_battle_rule_teamnum_none_itemlimit_origitem_balloonnum_2	2个气球 开放狂热
pvp_battle_rule_teamnum_none_itemlimit_origitem_balloonnum_3	3个气球 开放狂热
pvp_rule_teamnum_2_enginelevel_cc200_itemslotnum_advantaged	200cc 开放狂热 2队制
pvp_rule_teamnum_2_enginelevel_cc200_itemslotnum_fix1	200cc 1个道具 2队制
pvp_rule_teamnum_2_enginelevel_cc200_itemslotnum_fix2	200cc 2个道具 2队制
pvp_rule_teamnum_2_enginelevel_cc100_itemslotnum_advantaged	100cc 开放狂热 2队制
pvp_rule_teamnum_2_enginelevel_cc100_itemslotnum_fix1	100cc 1个道具 2队制
pvp_rule_teamnum_2_enginelevel_cc100_itemslotnum_fix2	100cc 2个道具 2队制
pvp_rule_teamnum_2_enginelevel_cc150_itemslotnum_advantaged	150cc 开放狂热 2队制
pvp_rule_teamnum_2_enginelevel_cc150_itemslotnum_fix1	150cc 1个道具 2队制
pvp_rule_teamnum_2_enginelevel_cc150_itemslotnum_fix2	150cc 2个道具 2队制
pvp_rule_teamnum_2_enginelevel_cc50_itemslotnum_advantaged	50cc 开放狂热 2队制
pvp_rule_teamnum_2_enginelevel_cc50_itemslotnum_fix1	50cc 1个道具 2队制
pvp_rule_teamnum_2_enginelevel_cc50_itemslotnum_fix2	50cc 2个道具 2队制
pvp_rule_teamnum_3_enginelevel_cc200_itemslotnum_advantaged	200cc 开放狂热 3队制
pvp_rule_teamnum_3_enginelevel_cc200_itemslotnum_fix1	200cc 1个道具 3队制
pvp_rule_teamnum_3_enginelevel_cc200_itemslotnum_fix2	200cc 2个道具 3队制
pvp_rule_teamnum_3_enginelevel_cc100_itemslotnum_advantaged	100cc 开放狂热 3队制
pvp_rule_teamnum_3_enginelevel_cc100_itemslotnum_fix1	100cc 1个道具 3队制
pvp_rule_teamnum_3_enginelevel_cc100_itemslotnum_fix2	100cc 2个道具 3队制
pvp_rule_teamnum_3_enginelevel_cc150_itemslotnum_advantaged	150cc 开放狂热 3队制
pvp_rule_teamnum_3_enginelevel_cc150_itemslotnum_fix1	150cc 1个道具 3队制
pvp_rule_teamnum_3_enginelevel_cc150_itemslotnum_fix2	150cc 2个道具 3队制
pvp_rule_teamnum_3_enginelevel_cc50_itemslotnum_advantaged	50cc 开放狂热 3队制
pvp_rule_teamnum_3_enginelevel_cc50_itemslotnum_fix1	50cc 1个道具 3队制
pvp_rule_teamnum_3_enginelevel_cc50_itemslotnum_fix2	50cc 2个道具 3队制
pvp_rule_teamnum_4_enginelevel_cc200_itemslotnum_advantaged	200cc 开放狂热 4队制
pvp_rule_teamnum_4_enginelevel_cc200_itemslotnum_fix1	200cc 1个道具 4队制
pvp_rule_teamnum_4_enginelevel_cc200_itemslotnum_fix2	200cc 2个道具 4队制
pvp_rule_teamnum_4_enginelevel_cc100_itemslotnum_advantaged	100cc 开放狂热 4队制
pvp_rule_teamnum_4_enginelevel_cc100_itemslotnum_fix1	100cc 1个道具 4队制
pvp_rule_teamnum_4_enginelevel_cc100_itemslotnum_fix2	100cc 2个道具 4队制
pvp_rule_teamnum_4_enginelevel_cc150_itemslotnum_advantaged	150cc 开放狂热 4队制
pvp_rule_teamnum_4_enginelevel_cc150_itemslotnum_fix1	150cc 1个道具 4队制
pvp_rule_teamnum_4_enginelevel_cc150_itemslotnum_fix2	150cc 2个道具 4队制
pvp_rule_teamnum_4_enginelevel_cc50_itemslotnum_advantaged	50cc 开放狂热 4队制
pvp_rule_teamnum_4_enginelevel_cc50_itemslotnum_fix1	50cc 1个道具 4队制
pvp_rule_teamnum_4_enginelevel_cc50_itemslotnum_fix2	50cc 2个道具 4队制
pvp_rule_teamnum_fes_enginelevel_cc200_itemslotnum_advantaged	200cc 开放狂热
pvp_rule_teamnum_fes_enginelevel_cc200_itemslotnum_fix1	200cc 1个道具
pvp_rule_teamnum_fes_enginelevel_cc200_itemslotnum_fix2	200cc 2个道具
pvp_rule_teamnum_fes_enginelevel_cc100_itemslotnum_advantaged	100cc 开放狂热
pvp_rule_teamnum_fes_enginelevel_cc100_itemslotnum_fix1	100cc 1个道具
pvp_rule_teamnum_fes_enginelevel_cc100_itemslotnum_fix2	100cc 2个道具
pvp_rule_teamnum_fes_enginelevel_cc150_itemslotnum_advantaged	150cc 开放狂热
pvp_rule_teamnum_fes_enginelevel_cc150_itemslotnum_fix1	150cc 1个道具
pvp_rule_teamnum_fes_enginelevel_cc150_itemslotnum_fix2	150cc 2个道具
pvp_rule_teamnum_fes_enginelevel_cc50_itemslotnum_advantaged	50cc 开放狂热
pvp_rule_teamnum_fes_enginelevel_cc50_itemslotnum_fix1	50cc 1个道具
pvp_rule_teamnum_fes_enginelevel_cc50_itemslotnum_fix2	50cc 2个道具
pvp_rule_teamnum_none_enginelevel_cc200_itemslotnum_advantaged	200cc 开放狂热
pvp_rule_teamnum_none_enginelevel_cc200_itemslotnum_fix1	200cc 1个道具
pvp_rule_teamnum_none_enginelevel_cc200_itemslotnum_fix2	200cc 2个道具
pvp_rule_teamnum_none_enginelevel_cc100_itemslotnum_advantaged	100cc 开放狂热
pvp_rule_teamnum_none_enginelevel_cc100_itemslotnum_fix1	100cc 1个道具
pvp_rule_teamnum_none_enginelevel_cc100_itemslotnum_fix2	100cc 2个道具
pvp_rule_teamnum_none_enginelevel_cc150_itemslotnum_advantaged	150cc 开放狂热
pvp_rule_teamnum_none_enginelevel_cc150_itemslotnum_fix1	150cc 1个道具
pvp_rule_teamnum_none_enginelevel_cc150_itemslotnum_fix2	150cc 2个道具
pvp_rule_teamnum_none_enginelevel_cc50_itemslotnum_advantaged	50cc 开放狂热
pvp_rule_teamnum_none_enginelevel_cc50_itemslotnum_fix1	50cc 1个道具
pvp_rule_teamnum_none_enginelevel_cc50_itemslotnum_fix2	50cc 2个道具
PvPPinCodePlaceHolder_0	请输入会合号码
PvPPinCodeShare_HashTag	#MarioKartTour
PvPPinCodeShare_Message	输入这个号码，一起来比赛吧！
PvPPinCodeShare_PinTitle	会合号码:
PvPPremiumPassExplanation_WithoutPvPTreasure	·实力的变动变大。\r\n·实力可以提升到S+6为止。\r\n·实力提升到S后不会再落至A或以下。
PvPPremiumPassExplanation_WithPvPTreasure	·实力的变动变大。\r\n·实力可以提升到S+9为止。\r\n·实力提升到S后不会再落至A或以下。\r\n·多人游戏水管的计量表增加变为2倍。
PvPRuleBalloonNum_Num1	1个
PvPRuleBalloonNum_Num2	2个
PvPRuleBalloonNum_Num3	3个
PvPRuleBattleNum_Race12	12场对战
PvPRuleBattleNum_Race3	3场对战
PvPRuleBattleNum_Race6	6场对战
PvPRuleCOMKart_Activate	COM 有
PvPRuleCOMKart_Deactivate	COM 无
PvPRuleItemSlotNum_Advantaged	标准
PvPRuleItemSlotNum_Fix1	1个
PvPRuleItemSlotNum_Fix2	2个
PvPRuleJoinAcceptType_Full	无限制
PvPRuleJoinAcceptType_OnlyToken	仅限会合号码
PvPRuleLimitedToItem_OnlyBomhei	限用炸弹兵
PvPRuleLimitedToItem_OnlyKoura	限用龟壳
PvPRuleRaceNum_Race12	12场比赛
PvPRuleRaceNum_Race3	3场比赛
PvPRuleRaceNum_Race6	6场比赛
PvPRuleTeamNum_Activate2	2队制
PvPRuleTeamNum_Activate3	3队制
PvPRuleTeamNum_Activate4	4队制
PvPRuleTeamNum_Deactivate	无
PvPRuleTeamNum_FesRule	VS巡回赛
PvpTopWinCount_1	已获1胜
PvpTopWinCount_2	已获2连胜
PvPWait_Type0	正在寻找对战对手。
PvPWait_Type1	请稍候片刻。
PvPWait_Type2	正在寻找实力相当的玩家。
PvPWait_Type3	请再稍候片刻。
PvPWaitLobbyMatch_Type0	对战对手正在进入。
PvPWaitLobbyMatch_Type1	请稍候片刻。
PvPWaitLobbyMatch_Type2	即将开始。
PvPWaitLobbyMatch_Type3	请再稍候片刻。
PvPWaitLobbyMatchTips_Type0	等待期间，每日最多可获得100金币。
PvPWaitLobbyMatchTips_Type1	在开始前试试点触角色吧。
PvPWaitLobbyMatchTips_Type14	在比赛前点触劲敌来查看！
PvPWaitLobbyMatchTips_Type2	擦拭画面即可清除鱿鱿的墨汁。
PvPWaitLobbyMatchTips_Type3	通过终点后，点触即可环视。
PvPWaitLobbyMatchTips_Type4	遭遇闪电时，爱心可以提供保护。
PvPWaitLobbyMatchTips_Type5	紧跟在劲敌身后可以提升速度！
PvPWaitLobbyMatchTips_Type6	可以利用冲刺蘑菇来避开刺刺龟壳。
PvPWaitLobbyMatchTips_Type7	靠近劲敌的冲刺蘑菇就会……？
PvPWaitLobbyMatchTips_Type8	多人游戏中会出现道具“星星”。
PvPWaitLobbyMatchTips_Type9	通过上下滑动来区分向前还是向后投掷道具！
PvPWaitLobbyMatchTips_Type10	多人游戏的规则每天都会改变。
PvPWaitLobbyMatchTips_Type11	在开始前可以转动镜头。
PvPWaitLobbyMatchTips_Type12	排名较低时更容易出现好用的道具。
PvPWaitLobbyMatchTips_Type13	角色的特殊技能各不相同。
PvPWaitPlayerEntryList_Type0	对战对手正在进入。
PvPWaitPlayerEntryList_Type1	请稍候片刻。
PvPWaitPlayerEntryList_Type2	即将开始。
PvPWaitPlayerEntryList_Type3	请再稍候片刻。
PvPWaitPlayerEntryListTips_Type0	等待期间，每日最多可获得100金币。
PvPWaitPlayerEntryListTips_Type1	在开始前试试点触角色吧。
PvPWaitPlayerEntryListTips_Type14	在比赛前点触劲敌来查看！
PvPWaitPlayerEntryListTips_Type2	擦拭画面即可清除鱿鱿的墨汁。
PvPWaitPlayerEntryListTips_Type3	通过终点后，点触即可环视。
PvPWaitPlayerEntryListTips_Type4	遭遇闪电时，爱心可以提供保护。
PvPWaitPlayerEntryListTips_Type5	紧跟在劲敌身后可以提升速度！
PvPWaitPlayerEntryListTips_Type6	可以利用冲刺蘑菇来避开刺刺龟壳。
PvPWaitPlayerEntryListTips_Type7	靠近劲敌的冲刺蘑菇就会……？
PvPWaitPlayerEntryListTips_Type8	多人游戏中会出现道具“星星”。
PvPWaitPlayerEntryListTips_Type9	通过上下滑动来区分向前还是向后投掷道具！
PvPWaitPlayerEntryListTips_Type10	多人游戏的规则每天都会改变。
PvPWaitPlayerEntryListTips_Type11	在开始前可以转动镜头。
PvPWaitPlayerEntryListTips_Type12	排名较低时更容易出现好用的道具。
PvPWaitPlayerEntryListTips_Type13	角色的特殊技能各不相同。
PvPWaitRamdomMatchTips_Type0	等待期间，每日最多可获得100金币。
