0.msbt
ActionScore_AvoidKouraB	Spiny Shell dodged!
SpecialOfferRestCount_VirtualCurrency_8	8 left
SpecialOfferRestCount_VirtualCurrency_9	9 left
SpecialOfferRestCount_VirtualCurrency_Unknown	Exchange
SubInfoButtonType_FriendAdd	Add Friend
SubInfoButtonType_RankingDetail	Details
SubMenuButtonType_Challenge	Challenges
SubMenuButtonType_CoinShop	Coin Rush
SubMenuButtonType_DriverList	Drivers
SubMenuButtonType_FriendList	Friends
SubMenuButtonType_MachineList	Karts
SubMenuButtonType_Mii	Mii
SubMenuButtonType_Multiplay	Multiplayer
SubMenuButtonType_News	News
SubMenuButtonType_Present	Gifts
SubMenuButtonType_Profile	Profile
SubMenuButtonType_Ranking	Ranking
SubMenuButtonType_Shop	Shop
SubMenuButtonType_StaminaShop	COMING SOON
SubMenuButtonType_SubMenu	Menu
SubMenuButtonType_TicketList	Tickets
SubMenuButtonType_TourGift	Tour Gifts
SubMenuButtonType_VirtualCurrencyShop	Rubies
SubMenuButtonType_WingList	Gliders
SubscriptionWarning_Body_Expire	Your registration card will return to\r\nnormal. Would you like to renew your\r\nGold Pass?
SubscriptionWarning_Body_UserLocked	Your current device's ID is different\r\nfrom the ID of the device used to\r\npurchase the Gold Pass. You cannot\r\nreceive the Gold Pass benefits.
SubscriptionWarning_Button_Expire	Gold Pass Purchase Screen
SubscriptionWarning_Button_UserLocked	OK
SubscriptionWarning_Title_Expire	The Gold Pass has expired.
SubscriptionWarning_Title_UserLocked	Device not supported.
TicketContentInfo_CoinRace	This ticket lets you play Coin Rush.
TicketContentInfo_CupTimeSaving	Use this ticket to shorten\r\ncup construction time or\r\nrefresh the Daily Selects, etc.
TicketContentInfo_ItemSlot	This ticket spins your item\r\nslots once per race.
TicketContentInfo_ScoreUnlock	These tickets raise the base-points cap, letting\r\nyou upgrade base points even further.
TicketContentInfo_ScoreUp	These tickets raise the base points\r\nof a driver, kart, or glider.
TicketContentInfo_SkillUp	These tickets raise the level\r\nof a driver, kart, or glider.
TicketContentInfo_Star	You can use this ticket\r\nto get Grand Stars.
TicketContentTitle_CoinRace	Coin Rush Ticket
TicketContentTitle_CupTimeSaving	Quick Ticket
TicketContentTitle_ItemSlot	Item Ticket
TicketContentTitle_ScoreUnlock	Points-Cap Ticket
TicketContentTitle_ScoreUp	Point-Boost Tickets
TicketContentTitle_SkillUp	Level-Boost Tickets
TicketContentTitle_Star	Star Ticket
TicketTargetType_Driver	Select a driver to\r\nuse this ticket on.
TicketTargetType_Machine	Select a kart to\r\nuse this ticket on.
TicketTargetType_Wing	Select a glider to\r\nuse this ticket on.
TicketTop00_00001	Tickets
TourTopHeader_Ending	All cups cleared!
TourTopTitle_Ending	Congrats!
TourTopTitle_StartSeason	Now open!
TreasureBoxExplanation_1	You can use rubies to fire\r\nsomething from the pipe!
TreasureBoxExplanation_10	You can use rubies to fire\r\nsomething from the pipe!
TreasureBoxProduct_1	Fire 1
TreasureBoxProduct_1_MultiLine	Fire 1
TreasureBoxProduct_10	Fire 10
TreasureBoxProduct_10_MultiLine	Fire 10
TreasureBoxProduct_100	Fire 100
TreasureBoxProduct_100_MultiLine	Fire 100
TreasureBoxProduct_20	Fire 20
TreasureBoxProduct_20_MultiLine	Fire 20
UnlockDetail_Score	Now you can raise base\r\npoints even higher!
UserRankOpenInfo_Cc100	You'll be able to race in 100cc\r\nraces.
UserRankOpenInfo_Cc150	You'll be able to race in 150cc\r\nraces.
UserRankOpenInfo_NominatedProduct	The number of Daily\r\nSelects will increase.
WappenChallengeButton_Equip	Display Badge
WappenTop00_00000	You don't have any badges.
WappenTop00_00001	Badges
WappenTop00_00002	Obtained: 
WeeklyEventShopDescription_Festival	Team tokens will not be carried\r\nover to the next Team Rally.
WeeklyEventShopDescription_WeeklyEvent	Event tokens collected in one tour\r\nwill not be carried over to the next.
6.msbt
event-10001	Coin Rush
event-10001-detail	Collect a bunch of coins!
event-10002	Coin Rush
event-10002-detail	Collect a bunch of coins!
event-10003	Coin Rush
event-10003-detail	Collect a bunch of coins!
event-1175	Smash Small Dry Bones
event-1175-detail	Smash Dry Bones!
event-1177	Goomba Takedown
event-1177-detail	Take down Goombas!
event-1178	Do Jump Boosts
event-1178-detail	Do Jump Boosts!
event-1180	Break Item Boxes
event-1180-detail	Break item boxes!
event-1186	Steer Clear of Obstacles
event-1186-detail	Don't crash!
event-1187	Ring Race
event-1187-detail	Pass through rings!
event-1188	Steer Clear of Obstacles
event-1188-detail	Don't crash!
event-1189	Big Reverse Race
event-1189-detail	Aim for 1st!
event-1190	Vs. Mega Bowser
event-1190-detail	Aim for 1st!
event-1194	Smash Small Dry Bones
event-1194-detail	Smash Dry Bones!
event-1195	Big Reverse Race
event-1195-detail	Aim for 1st!
event-1196	Do Jump Boosts
event-1196-detail	Do Jump Boosts!
event-1197	Break Item Boxes
event-1197-detail	Break item boxes!
event-1198	Break Item Boxes
event-1198-detail	Break item boxes!
event-1199	Smash Small Dry Bones
event-1199-detail	Smash Dry Bones!
event-1200	Smash Small Dry Bones
event-1200-detail	Smash Dry Bones!
event-1201	Smash Small Dry Bones
event-1201-detail	Smash Dry Bones!
event-1204	Big Reverse Race
event-1204-detail	Aim for 1st!
event-1207	Break Item Boxes
event-1207-detail	Break item boxes!
event-1210	Smash Small Dry Bones
event-1210-detail	Smash Dry Bones!
event-1213	Time Trial
event-1213-detail	Go for your best time!
event-1214	vs. Mega Wario
event-1214-detail	Aim for 1st!
event-1215	Vs. Mega Dry Bowser
event-1215-detail	Aim for 1st!
event-1217	Do Jump Boosts
event-1217-detail	Do Jump Boosts!
event-1218	Do Jump Boosts
event-1218-detail	Do Jump Boosts!
event-1219	Ring Race
event-1219-detail	Pass through rings!
event-1221	Smash Small Dry Bones
event-1221-detail	Smash Dry Bones!
event-1222	Ring Race
event-1222-detail	Pass through rings!
event-1225	Smash Small Dry Bones
event-1225-detail	Smash Dry Bones!
event-1227	Smash Small Dry Bones
event-1227-detail	Smash Dry Bones!
event-1228	Break Item Boxes
event-1228-detail	Break item boxes!
event-1229	Break Item Boxes
event-1229-detail	Break item boxes!
event-1231	Ring Race
event-1231-detail	Pass through rings!
event-1232	Big Reverse Race
event-1232-detail	Aim for 1st!
event-1237	Do Jump Boosts
event-1237-detail	Do Jump Boosts!
event-1238	Smash Small Dry Bones
event-1238-detail	Smash Dry Bones!
event-1239	Break Item Boxes
event-1239-detail	Break item boxes!
event-1240	Big Reverse Race
event-1240-detail	Aim for 1st!
event-1243	Goomba Takedown
event-1243-detail	Take down Goombas!
event-1244	Do Jump Boosts
event-1244-detail	Do Jump Boosts!
event-1245	Steer Clear of Obstacles
event-1245-detail	Don't crash!
event-1246	Ring Race
event-1246-detail	Pass through rings!
event-1249	Steer Clear of Obstacles
event-1249-detail	Don't crash!
event-1250	Steer Clear of Obstacles
event-1250-detail	Don't crash!
event-1251	Break Item Boxes
event-1251-detail	Break item boxes!
event-1252	Goomba Takedown
event-1252-detail	Take down Goombas!
event-1254	Do Jump Boosts
event-1254-detail	Do Jump Boosts!
event-1255	Smash Small Dry Bones
event-1255-detail	Smash Dry Bones!
event-1256	Break Item Boxes
event-1256-detail	Break item boxes!
event-1257	Big Reverse Race
event-1257-detail	Aim for 1st!
event-1259	Goomba Takedown
event-1259-detail	Take down Goombas!
event-1260	Do Jump Boosts
event-1260-detail	Do Jump Boosts!
event-1264	Big Reverse Race
event-1264-detail	Aim for 1st!
event-1266	Smash Small Dry Bones
event-1266-detail	Smash Dry Bones!
event-1267	Break Item Boxes
event-1267-detail	Break item boxes!
event-1269	Glider Challenge
event-1269-detail	Glide as far as you can!
event-1270	Smash Small Dry Bones
event-1270-detail	Smash Dry Bones!
event-1271	Smash Small Dry Bones
event-1271-detail	Smash Dry Bones!
event-1273	Goomba Takedown
event-1273-detail	Take down Goombas!
event-1274	Goomba Takedown
event-1274-detail	Take down Goombas!
event-1276	Smash Small Dry Bones
event-1276-detail	Smash Dry Bones!
event-1277	Steer Clear of Obstacles
event-1277-detail	Don't crash!
event-1281	Steer Clear of Obstacles
event-1281-detail	Don't crash!
event-1282	Smash Small Dry Bones
event-1282-detail	Smash Dry Bones!
event-1285	Big Reverse Race
event-1285-detail	Aim for 1st!
event-1286	Glider Challenge
event-1286-detail	Glide as far as you can!
event-1287	Goomba Takedown
event-1287-detail	Take down Goombas!
event-1288	Ring Race
event-1288-detail	Pass through rings!
event-1290	Steer Clear of Obstacles
event-1290-detail	Don't crash!
event-1291	Ring Race
event-1291-detail	Pass through rings!
event-1293	Time Trial
event-1293-detail	Go for your best time!
event-1299	Break Item Boxes
event-1299-detail	Break item boxes!
event-1300	Combo Attack
event-1300-detail	Keep the combo going!
event-1301	Goomba Takedown
event-1301-detail	Take down Goombas!
event-1302	Steer Clear of Obstacles
event-1302-detail	Don't crash!
event-1303	Ring Race
event-1303-detail	Pass through rings!
event-1304	Time Trial
event-1304-detail	Go for your best time!
event-1305	Big Reverse Race
event-1305-detail	Aim for 1st!
event-1306	Combo Attack
event-1306-detail	Keep the combo going!
event-1307	Combo Attack
event-1307-detail	Keep the combo going!
event-1308	Combo Attack
event-1308-detail	Keep the combo going!
event-1310	Combo Attack
event-1310-detail	Keep the combo going!
event-1311	Combo Attack
event-1311-detail	Keep the combo going!
event-1312	Combo Attack
event-1312-detail	Keep the combo going!
event-1313	Combo Attack
event-1313-detail	Keep the combo going!
event-1314	Combo Attack
event-1314-detail	Keep the combo going!
event-1315	Combo Attack
event-1315-detail	Keep the combo going!
event-1316	Combo Attack
event-1316-detail	Keep the combo going!
event-1317	Combo Attack
event-1317-detail	Keep the combo going!
event-1318	Combo Attack
event-1318-detail	Keep the combo going!
event-1319	Combo Attack
event-1319-detail	Keep the combo going!
event-1320	Combo Attack
event-1320-detail	Keep the combo going!
event-1321	Combo Attack
event-1321-detail	Keep the combo going!
event-1322	Combo Attack
event-1322-detail	Keep the combo going!
event-1323	Combo Attack
event-1323-detail	Keep the combo going!
event-1324	Combo Attack
event-1324-detail	Keep the combo going!
event-1325	Combo Attack
event-1325-detail	Keep the combo going!
event-1326	Combo Attack
event-1326-detail	Keep the combo going!
event-1327	Combo Attack
event-1327-detail	Keep the combo going!
event-1328	Combo Attack
event-1328-detail	Keep the combo going!
event-1329	Combo Attack
event-1329-detail	Keep the combo going!
event-1330	Combo Attack
event-1330-detail	Keep the combo going!
event-1331	Combo Attack
event-1331-detail	Keep the combo going!
event-1332	Combo Attack
event-1332-detail	Keep the combo going!
event-1333	Combo Attack
event-1333-detail	Keep the combo going!
event-1335	Vs. Mega Bowser
event-1335-detail	Aim for 1st!
event-1336	Ring Race
event-1336-detail	Pass through rings!
event-1337	Big Reverse Race
event-1337-detail	Aim for 1st!
event-1340	vs. Mega Metal Mario
event-1340-detail	Aim for 1st!
event-1341	Ring Race
event-1341-detail	Pass through rings!
event-1344	Smash Small Dry Bones
event-1344-detail	Smash Dry Bones!
event-1346	Goomba Takedown
event-1346-detail	Take down Goombas!
event-1349	Glider Challenge
event-1349-detail	Glide as far as you can!
event-1351	Do Jump Boosts
event-1351-detail	Do Jump Boosts!
event-1353	Ring Race
event-1353-detail	Pass through rings!
event-1355	Glider Challenge
event-1355-detail	Glide as far as you can!
event-1356	Vs. Mega Donkey Kong
event-1356-detail	Aim for 1st!
event-1357	Time Trial
event-1357-detail	Go for your best time!
event-1359	Smash Small Dry Bones
event-1359-detail	Smash Dry Bones!
event-1361	Break Item Boxes
event-1361-detail	Break item boxes!
event-1362	Do Jump Boosts
event-1362-detail	Do Jump Boosts!
event-1364	Goomba Takedown
event-1364-detail	Take down Goombas!
event-1366	Steer Clear of Obstacles
event-1366-detail	Don't crash!
event-1367	Big Reverse Race
event-1367-detail	Aim for 1st!
event-1370	Vs. Mega Dry Bowser
event-1370-detail	Aim for 1st!
event-1371	Vs. Mega Bowser
event-1371-detail	Aim for 1st!
event-1372	Time Trial
event-1372-detail	Go for your best time!
event-1375	Ring Race
event-1375-detail	Pass through rings!
event-1376	Smash Small Dry Bones
event-1376-detail	Smash Dry Bones!
event-1377	Vs. Mega Iggy
event-1377-detail	Aim for 1st!
event-1378	Time Trial
event-1378-detail	Go for your best time!
event-1380	vs. Mega Wario
event-1380-detail	Aim for 1st!
event-1381	Goomba Takedown
event-1381-detail	Take down Goombas!
event-1382	Goomba Takedown
event-1382-detail	Take down Goombas!
event-1383	Time Trial
event-1383-detail	Go for your best time!
event-1385	Smash Small Dry Bones
event-1385-detail	Smash Dry Bones!
event-1386	Ring Race
event-1386-detail	Pass through rings!
event-1387	Ring Race
event-1387-detail	Pass through rings!
event-1388	Big Reverse Race
event-1388-detail	Aim for 1st!
event-1389	Goomba Takedown
event-1389-detail	Take down Goombas!
event-1391	Break Item Boxes
event-1391-detail	Break item boxes!
event-1392	Goomba Takedown
event-1392-detail	Take down Goombas!
event-1398	Vs. Mega King Boo
event-1398-detail	Aim for 1st!
event-1400	Time Trial
event-1400-detail	Go for your best time!
event-1401	Do Jump Boosts
event-1401-detail	Do Jump Boosts!
event-1402	Smash Small Dry Bones
event-1402-detail	Smash Dry Bones!
event-1404	Ring Race
event-1404-detail	Pass through rings!
event-1439	Time Trial
event-1439-detail	Go for your best time!
event-1441	Break Item Boxes
event-1441-detail	Break item boxes!
event-1442	vs. Mega Hammer Bro
event-1442-detail	Aim for 1st!
event-1447	Do Jump Boosts
event-1447-detail	Do Jump Boosts!
event-1448	Ring Race
event-1448-detail	Pass through rings!
event-1449	Glider Challenge
event-1449-detail	Glide as far as you can!
event-1452	Ring Race
event-1452-detail	Pass through rings!
event-1453	Ring Race
event-1453-detail	Pass through rings!
event-1455	Break Item Boxes
event-1455-detail	Break item boxes!
event-1456	Vs. Mega Bowser
event-1456-detail	Aim for 1st!
event-1457	Time Trial
event-1457-detail	Go for your best time!
event-1462	Time Trial
event-1462-detail	Go for your best time!
event-1463	Goomba Takedown
event-1463-detail	Take down Goombas!
event-1464	Do Jump Boosts
event-1464-detail	Do Jump Boosts!
event-1465	Ring Race
event-1465-detail	Pass through rings!
event-1468	Goomba Takedown
event-1468-detail	Take down Goombas!
event-1469	Break Item Boxes
event-1469-detail	Break item boxes!
event-1475	Big Reverse Race
event-1475-detail	Aim for 1st!
event-1476	vs. Mega Birdo
event-1476-detail	Aim for 1st!
event-1477	Time Trial
event-1477-detail	Go for your best time!
event-1479	Time Trial
event-1479-detail	Go for your best time!
event-1482	Vs. Mega Bowser
event-1482-detail	Aim for 1st!
event-1483	Vs. Mega Donkey Kong
event-1483-detail	Aim for 1st!
event-1484	Time Trial
event-1484-detail	Go for your best time!
event-1485	Goomba Takedown
event-1485-detail	Take down Goombas!
event-1488	Goomba Takedown
event-1488-detail	Take down Goombas!
event-1489	Smash Small Dry Bones
event-1489-detail	Smash Dry Bones!
event-1490	Ring Race
event-1490-detail	Pass through rings!
event-1491	Big Reverse Race
event-1491-detail	Aim for 1st!
event-1492	Smash Small Dry Bones
event-1492-detail	Smash Dry Bones!
event-1496	vs. Mega Funky Kong
event-1496-detail	Aim for 1st!
event-1498	Steer Clear of Obstacles
event-1498-detail	Don't crash!
event-1500	Break Item Boxes
event-1500-detail	Break item boxes!
event-1501	Steer Clear of Obstacles
event-1501-detail	Don't crash!
event-1502	Glider Challenge
event-1502-detail	Glide as far as you can!
event-1504	Break Item Boxes
event-1504-detail	Break item boxes!
event-1505	Goomba Takedown
event-1505-detail	Take down Goombas!
event-1506	Goomba Takedown
event-1506-detail	Take down Goombas!
event-1507	Smash Small Dry Bones
event-1507-detail	Smash Dry Bones!
event-1508	Ring Race
event-1508-detail	Pass through rings!
event-1511	Ring Race
event-1511-detail	Pass through rings!
event-1512	Do Jump Boosts
event-1512-detail	Do Jump Boosts!
event-1513	Smash Small Dry Bones
event-1513-detail	Smash Dry Bones!
event-1514	Big Reverse Race
event-1514-detail	Aim for 1st!
event-1518	Big Reverse Race
event-1518-detail	Aim for 1st!
event-1521	Vs. Mega King Boo
event-1521-detail	Aim for 1st!
event-1522	Time Trial
event-1522-detail	Go for your best time!
event-1523	Time Trial
event-1523-detail	Go for your best time!
event-1525	Combo Attack
event-1525-detail	Keep the combo going!
event-1527	Smash Small Dry Bones
event-1527-detail	Smash Dry Bones!
event-1528	Smash Small Dry Bones
event-1528-detail	Smash Dry Bones!
event-1530	Smash Small Dry Bones
event-1530-detail	Smash Dry Bones!
event-1531	Steer Clear of Obstacles
event-1531-detail	Don't crash!
event-1534	Big Reverse Race
event-1534-detail	Aim for 1st!
event-1537	Ring Race
event-1537-detail	Pass through rings!
event-1538	Take them out quick!
event-1538-detail	Take them out quick!
event-1539	Take them out quick!
event-1539-detail	Take them out quick!
event-1540	Take them out quick!
event-1540-detail	Take them out quick!
event-1541	Do Jump Boosts
event-1541-detail	Do Jump Boosts!
event-1542	Coin Rush
event-1542-detail	Collect a bunch of coins!
event-1544	Take them out quick!
event-1544-detail	Take them out quick!
event-1545	Time Trial
event-1545-detail	Go for your best time!
event-1546	Time Trial
event-1546-detail	Go for your best time!
event-1547	Do Jump Boosts
event-1547-detail	Do Jump Boosts!
event-1550	Vs. Mega Bowser
event-1550-detail	Aim for 1st!
event-1551	Time Trial
event-1551-detail	Go for your best time!
event-1553	vs. Mega Nabbit
event-1553-detail	Aim for 1st!
event-1554	Time Trial
event-1554-detail	Go for your best time!
event-1559	Time Trial
event-1559-detail	Go for your best time!
event-1562	Time Trial
event-1562-detail	Go for your best time!
event-1563	vs. Mega Bowser Jr.
event-1563-detail	Aim for 1st!
event-1564	Time Trial
