0.msbt
ActionScore_AvoidKouraB	避開刺刺龜殼！
pvp_rule_teamnum_none_enginelevel_cc100_itemslotnum_advantaged	100cc　開放狂熱
pvp_rule_teamnum_none_enginelevel_cc100_itemslotnum_fix1	100cc　1個道具
pvp_rule_teamnum_none_enginelevel_cc100_itemslotnum_fix2	100cc　2個道具
pvp_rule_teamnum_none_enginelevel_cc150_itemslotnum_advantaged	150cc　開放狂熱
pvp_rule_teamnum_none_enginelevel_cc150_itemslotnum_fix1	150cc　1個道具
pvp_rule_teamnum_none_enginelevel_cc150_itemslotnum_fix2	150cc　2個道具
pvp_rule_teamnum_none_enginelevel_cc50_itemslotnum_advantaged	50cc　開放狂熱
pvp_rule_teamnum_none_enginelevel_cc50_itemslotnum_fix1	50cc　1個道具
pvp_rule_teamnum_none_enginelevel_cc50_itemslotnum_fix2	50cc　2個道具
PvPPinCodePlaceHolder_0	請輸入會合代碼。
PvPPinCodeShare_HashTag	#MarioKartTour
PvPPinCodeShare_Message	輸入這串號碼，一起來比賽吧！
PvPPinCodeShare_PinTitle	會合代碼:
PvPPremiumPassExplanation_WithoutPvPTreasure	‧實力的變動幅度將會變大\r\n‧最高可將實力提升至S+6級別\r\n‧將實力提升至S級別後，就不會降至A或以下級別
PvPPremiumPassExplanation_WithPvPTreasure	‧實力的變動幅度將會變大\r\n‧最高可將實力提升至S+9級別\r\n‧將實力提升至S級別後，就不會降至A或以下級別\r\n‧多人遊玩水管的計量表增加量會變成2倍
PvPRuleBalloonNum_Num1	1個
PvPRuleBalloonNum_Num2	2個
PvPRuleBalloonNum_Num3	3個
PvPRuleBattleNum_Race12	12場對戰
PvPRuleBattleNum_Race3	3場對戰
PvPRuleBattleNum_Race6	6場對戰
PvPRuleCOMKart_Activate	開放 COM
PvPRuleCOMKart_Deactivate	關閉 COM
PvPRuleItemSlotNum_Advantaged	維持原狀
PvPRuleItemSlotNum_Fix1	1個
PvPRuleItemSlotNum_Fix2	2個
PvPRuleJoinAcceptType_Full	所有玩家皆可
PvPRuleJoinAcceptType_OnlyToken	僅限會合代碼
PvPRuleLimitedToItem_OnlyBomhei	限用炸彈兵
PvPRuleLimitedToItem_OnlyKoura	限用龜殼
PvPRuleRaceNum_Race12	12場比賽
PvPRuleRaceNum_Race3	3場比賽
PvPRuleRaceNum_Race6	6場比賽
PvPRuleTeamNum_Activate2	2隊制
PvPRuleTeamNum_Activate3	3隊制
PvPRuleTeamNum_Activate4	4隊制
PvPRuleTeamNum_Deactivate	無
PvPRuleTeamNum_FesRule	VS巡迴賽
PvpTopWinCount_1	已獲1勝
PvpTopWinCount_2	已獲2連勝
PvPWait_Type0	正在尋找對戰對手。
PvPWait_Type1	請就此稍待片刻。
PvPWait_Type2	正在尋找實力相當的玩家。
PvPWait_Type3	請再稍待片刻。
PvPWaitLobbyMatch_Type0	對戰對手正在入場。
PvPWaitLobbyMatch_Type1	請就此稍待片刻。
PvPWaitLobbyMatch_Type2	對戰即將開始。
PvPWaitLobbyMatch_Type3	請再稍待片刻。
PvPWaitLobbyMatchTips_Type0	在等待時，1天內最多可獲得100枚金幣！
PvPWaitLobbyMatchTips_Type1	在比賽開始前點擊角色看看吧！
PvPWaitLobbyMatchTips_Type14	在比賽前點擊勁敵進行確認吧！
PvPWaitLobbyMatchTips_Type2	只要擦拭畫面，魷魷的墨汁就會消失。
PvPWaitLobbyMatchTips_Type3	通過終點後，只要點擊就能環顧。
PvPWaitLobbyMatchTips_Type4	愛心也能夠防禦閃電。
PvPWaitLobbyMatchTips_Type5	只要緊跟在勁敵後方就能提升速度！
PvPWaitLobbyMatchTips_Type6	使用衝刺蘑菇就能閃避刺刺龜殼。
PvPWaitLobbyMatchTips_Type7	要是靠近勁敵的衝刺蘑菇就會……？
PvPWaitLobbyMatchTips_Type8	在多人遊玩中，會出現道具「星星」。
PvPWaitLobbyMatchTips_Type9	透過上下滑動決定將道具往前或往後投擲！
PvPWaitLobbyMatchTips_Type10	多人遊玩的規則每天都會改變。
PvPWaitLobbyMatchTips_Type11	在開始前可以轉動鏡頭。
PvPWaitLobbyMatchTips_Type12	名次較低時，說不定更容易獲得好用的道具。
PvPWaitLobbyMatchTips_Type13	每個角色的特殊技能都各不相同。
PvPWaitPlayerEntryList_Type0	對戰對手正在入場。
PvPWaitPlayerEntryList_Type1	請就此稍待片刻。
PvPWaitPlayerEntryList_Type2	對戰即將開始。
PvPWaitPlayerEntryList_Type3	請再稍待片刻。
PvPWaitPlayerEntryListTips_Type0	在等待時，1天內最多可獲得100枚金幣！
PvPWaitPlayerEntryListTips_Type1	在比賽開始前點擊角色看看吧！
PvPWaitPlayerEntryListTips_Type14	在比賽前點擊勁敵進行確認吧！
PvPWaitPlayerEntryListTips_Type2	只要擦拭畫面，魷魷的墨汁就會消失。
PvPWaitPlayerEntryListTips_Type3	通過終點後，只要點擊就能環顧。
PvPWaitPlayerEntryListTips_Type4	愛心也能夠防禦閃電。
PvPWaitPlayerEntryListTips_Type5	只要緊跟在勁敵後方就能提升速度！
PvPWaitPlayerEntryListTips_Type6	使用衝刺蘑菇就能閃避刺刺龜殼。
PvPWaitPlayerEntryListTips_Type7	要是靠近勁敵的衝刺蘑菇就會……？
PvPWaitPlayerEntryListTips_Type8	在多人遊玩中，會出現道具「星星」。
PvPWaitPlayerEntryListTips_Type9	透過上下滑動決定將道具往前或往後投擲！
PvPWaitPlayerEntryListTips_Type10	多人遊玩的規則每天都會改變。
PvPWaitPlayerEntryListTips_Type11	在開始前可以轉動鏡頭。
PvPWaitPlayerEntryListTips_Type12	名次較低時，說不定更容易獲得好用的道具。
PvPWaitPlayerEntryListTips_Type13	每個角色的特殊技能都各不相同。
PvPWaitRamdomMatchTips_Type0	在等待時，1天內最多可獲得100枚金幣！
PvPWaitRamdomMatchTips_Type1	在比賽開始前點擊角色看看吧！
PvPWaitRamdomMatchTips_Type14	在比賽前點擊勁敵進行確認吧！
PvPWaitRamdomMatchTips_Type2	只要擦拭畫面，魷魷的墨汁就會消失。
PvPWaitRamdomMatchTips_Type3	通過終點後，只要點擊就能環顧。
PvPWaitRamdomMatchTips_Type4	愛心也能夠防禦閃電。
PvPWaitRamdomMatchTips_Type5	只要緊跟在勁敵後方就能提升速度！
PvPWaitRamdomMatchTips_Type6	使用衝刺蘑菇就能閃避刺刺龜殼。
PvPWaitRamdomMatchTips_Type7	要是靠近勁敵的衝刺蘑菇就會……？
PvPWaitRamdomMatchTips_Type8	在多人遊玩中，會出現道具「星星」。
PvPWaitRamdomMatchTips_Type9	透過上下滑動決定將道具往前或往後投擲！
PvPWaitRamdomMatchTips_Type10	多人遊玩的規則每天都會改變。
PvPWaitRamdomMatchTips_Type11	在開始前可以轉動鏡頭。
PvPWaitRamdomMatchTips_Type12	名次較低時，說不定更容易獲得好用的道具。
PvPWaitRamdomMatchTips_Type13	每個角色的特殊技能都各不相同。
Ranking00_00000	本週排行榜
Ranking00_00001	好友排行榜
Ranking00_00002	勁敵
Ranking00_00003	好友
Ranking00_00004	添加好友
Ranking00_00005	上次排行榜
Ranking00_00006	大家的合計分數
RankingHeader_CurrentWeek	本週排行榜
RankingHeader_LeagueShop	聯賽商店
RankingHeader_PrevWeek	上次排行榜
RankingLeagueRank00_00000	聯賽
RankingRankChange_Title_Down	聯賽 下降……
RankingRankChange_Title_Keep	聯賽 維持不變
RankingSeparator_Down1	▼ 下降1個聯賽
RankingSeparator_Down2	▼ 下降2個聯賽
RankingSeparator_Down3	▼ 下降3個聯賽
RankingSeparator_Up1	▲ 上升1個聯賽！
RankingSeparator_Up2	▲ 上升2個聯賽！
RankingSeparator_Up3	▲ 上升3個聯賽！
RankRaceEntryLandscapeBase00_00000	試著將畫面轉成橫向吧！
RankRaceEntryLandscapeBase00_00001	{color[808080ff]}{size[4b00]}所有玩家都屬於同一隊伍。{size[6400]}{color[000000ff]}\r\n本次為個人戰。
RankRaceEntryNow00_00000	正在進入
RankRaceEntryOther00_00000	正在進入
Season00_00002	開幕！
Setting00_00000	系統
Setting00_00001	操作方法
Setting00_00002	音效
Setting00_00003	比賽中的畫面
Setting00_00004	合計分數
Setting00_00007	升級成黃金通行證！
Setting00_00011	Nintendo Account
ShopContent00_00000	剩餘
ShopSpecialOffer00_00000	購買完畢
ShopSpecialOffer00_00001	(
ShopSpecialOffer00_00002	)
ShopSpecialOffer00_00003	使用黃金通行證 就能暢快遊玩！
ShopSpecialOffer00_00004	先從免費體驗2週開始！
ShopSpecialOffer00_00011	免費體驗中
ShopTop00_00000	今日陣容
ShopTop01_00000	商店
ShopTop01_00001	獎牌商店
ShopTop01_00002	獎勵獎牌無法留至\r\n下次活動使用。
ShopTop01_00007	Mii服裝商店
ShopTop01_00008	陣容
ShopTop01_00009	關於Mii服裝商店
ShopTop01_00010	精選商店
ShopTop01_00011	今日精選
ShopTop01_00012	關於精選商店
ShopTopContentType_SpecialOffer	特殊優惠
ShopTopContentType_TourPass	黃金通行證
SkillLevel_Max	等級已達上限。
SkillLevel_NotMax	大量收集，提升等級！
SpecialOfferRestCount_0	無法購買
SpecialOfferRestCount_1	剩餘1次
SpecialOfferRestCount_10	剩餘10次
SpecialOfferRestCount_2	剩餘2次
SpecialOfferRestCount_3	剩餘3次
SpecialOfferRestCount_4	剩餘4次
SpecialOfferRestCount_5	剩餘5次
SpecialOfferRestCount_6	剩餘6次
SpecialOfferRestCount_7	剩餘7次
SpecialOfferRestCount_8	剩餘8次
SpecialOfferRestCount_9	剩餘9次
SpecialOfferRestCount_RealCurrency_0	購買完畢
SpecialOfferRestCount_RealCurrency_1	剩餘1次
SpecialOfferRestCount_RealCurrency_10	剩餘10次
SpecialOfferRestCount_RealCurrency_2	剩餘2次
SpecialOfferRestCount_RealCurrency_3	剩餘3次
SpecialOfferRestCount_RealCurrency_4	剩餘4次
SpecialOfferRestCount_RealCurrency_5	剩餘5次
SpecialOfferRestCount_RealCurrency_6	剩餘6次
SpecialOfferRestCount_RealCurrency_7	剩餘7次
SpecialOfferRestCount_RealCurrency_8	剩餘8次
SpecialOfferRestCount_RealCurrency_9	剩餘9次
SpecialOfferRestCount_RealCurrency_Unknown	購入する
SpecialOfferRestCount_TourPass_0	購買完畢
SpecialOfferRestCount_TourPass_1	1個月
SpecialOfferRestCount_VirtualCurrency_0	交換完畢
SpecialOfferRestCount_VirtualCurrency_1	剩餘1次
SpecialOfferRestCount_VirtualCurrency_10	剩餘10次
SpecialOfferRestCount_VirtualCurrency_2	剩餘2次
SpecialOfferRestCount_VirtualCurrency_3	剩餘3次
SpecialOfferRestCount_VirtualCurrency_4	剩餘4次
SpecialOfferRestCount_VirtualCurrency_5	剩餘5次
SpecialOfferRestCount_VirtualCurrency_6	剩餘6次
SpecialOfferRestCount_VirtualCurrency_7	剩餘7次
SpecialOfferRestCount_VirtualCurrency_8	剩餘8次
SpecialOfferRestCount_VirtualCurrency_9	剩餘9次
SpecialOfferRestCount_VirtualCurrency_Unknown	交換
SubInfoButtonType_FriendAdd	添加好友
SubInfoButtonType_RankingDetail	詳情
SubMenuButtonType_Challenge	挑戰
SubMenuButtonType_CoinShop	金幣衝衝衝
SubMenuButtonType_DriverList	角色
SubMenuButtonType_FriendList	好友
SubMenuButtonType_MachineList	車輛
SubMenuButtonType_Mii	Mii
SubMenuButtonType_Multiplay	多人遊玩
SubMenuButtonType_News	通知
SubMenuButtonType_Present	禮物
SubMenuButtonType_Profile	檔案
SubMenuButtonType_Ranking	排行榜
SubMenuButtonType_Shop	商店
SubMenuButtonType_StaminaShop	COMING SOON
SubMenuButtonType_SubMenu	選單
SubMenuButtonType_TicketList	票券
SubMenuButtonType_TourGift	巡迴賽禮物
SubMenuButtonType_VirtualCurrencyShop	紅寶石
SubMenuButtonType_WingList	滑翔翼
SubscriptionWarning_Body_Expire	將回到普通的執照卡，\r\n要再次購買黃金通行證嗎？
SubscriptionWarning_Body_UserLocked	此裝置的ID和\r\n購買黃金通行證時的不同。\r\n無法接收黃金通行證的特典。
SubscriptionWarning_Button_Expire	前往黃金通行證購買畫面
SubscriptionWarning_Button_UserLocked	OK
SubscriptionWarning_Title_Expire	黃金通行證的期間已結束。
SubscriptionWarning_Title_UserLocked	無法在此裝置上使用。
TicketContentInfo_CoinRace	使用票券即可\r\n遊玩金幣衝衝衝。
TicketContentInfo_CupTimeSaving	選擇想要加速設置的盃賽或今日陣容等選項，\r\n然後使用票券吧。
TicketContentInfo_ItemSlot	比賽中可使用的票券，\r\n能獲得1次轉動道具欄的機會。
TicketContentInfo_ScoreUnlock	可以進一步強化\r\n基本分數。
TicketContentInfo_ScoreUp	提升角色/車輛/滑翔翼的\r\n基本分數。
TicketContentInfo_SkillUp	提升角色/車輛/滑翔翼的\r\n等級。
TicketContentInfo_Star	使用票券，\r\n獲得崇高之星吧！
TicketContentTitle_CoinRace	金幣衝衝衝票券
TicketContentTitle_CupTimeSaving	加速票券
TicketContentTitle_ItemSlot	道具票券
TicketContentTitle_ScoreUnlock	分數解鎖票券
TicketContentTitle_ScoreUp	分數提升票券
TicketContentTitle_SkillUp	等級提升票券
TicketContentTitle_Star	星星票券
TicketTargetType_Driver	請選擇要使用\r\n票券的角色。
TicketTargetType_Machine	請選擇要使用\r\n票券的車輛。
TicketTargetType_Wing	請選擇要使用\r\n票券的滑翔翼。
TicketTop00_00001	票券
TourTopHeader_Ending	完成全盃賽
TourTopTitle_Ending	恭喜！
TourTopTitle_StartSeason	開幕！
TreasureBoxExplanation_1	使用紅寶石\r\n發射水管！
TreasureBoxExplanation_10	使用紅寶石\r\n發射水管！
TreasureBoxProduct_1	水管
TreasureBoxProduct_1_MultiLine	水管
TreasureBoxProduct_10	水管10連發
TreasureBoxProduct_10_MultiLine	水管10連發
TreasureBoxProduct_100	發射100次
TreasureBoxProduct_100_MultiLine	發射100次
TreasureBoxProduct_20	發射20次
TreasureBoxProduct_20_MultiLine	發射20次
UnlockDetail_Score	可以進一步強化\r\n基本分數了！
UserRankOpenInfo_Cc100	可以用100cc進行比賽
UserRankOpenInfo_Cc150	可以用150cc進行比賽
UserRankOpenInfo_NominatedProduct	今日陣容的數量提升
WappenChallengeButton_Equip	佩戴
WappenTop00_00000	未持有別針徽章。
WappenTop00_00001	別針徽章
WappenTop00_00002	持有數：
WeeklyEventShopDescription_Festival	隊伍獎牌無法留至\r\n下次VS巡迴賽使用。
WeeklyEventShopDescription_WeeklyEvent	獎勵獎牌無法留至\r\n下次巡迴賽使用。
6.msbt
event-10001	金幣衝衝衝
event-10001-detail	收集金幣吧！
event-10002	金幣衝衝衝
event-10002-detail	收集金幣吧！
event-10003	金幣衝衝衝
event-10003-detail	收集金幣吧！
event-1175	踩扁小碎碎龜
event-1175-detail	踩扁碎碎龜！
event-1177	打倒栗寶寶
event-1177-detail	打倒栗寶寶！
event-1178	完成跳躍動作
event-1178-detail	做出跳躍動作！
event-1180	破壞道具箱
event-1180-detail	破壞道具箱！
event-1186	不要失控
event-1186-detail	不失控並通過終點
event-1187	通過圓環
event-1187-detail	通過圓環！
event-1189	大逆轉比賽
event-1189-detail	目標第１名！
event-1190	VS巨大庫巴
event-1190-detail	目標第１名！
event-1194	踩扁小碎碎龜
event-1194-detail	踩扁碎碎龜！
event-1195	大逆轉比賽
event-1195-detail	目標第１名！
event-1196	完成跳躍動作
event-1196-detail	做出跳躍動作！
event-1197	破壞道具箱
event-1197-detail	破壞道具箱！
event-1198	破壞道具箱
event-1198-detail	破壞道具箱！
event-1199	踩扁小碎碎龜
event-1199-detail	踩扁碎碎龜！
event-1200	踩扁小碎碎龜
event-1200-detail	踩扁碎碎龜！
event-1201	踩扁小碎碎龜
event-1201-detail	踩扁碎碎龜！
event-1204	大逆轉比賽
event-1204-detail	目標第１名！
event-1207	破壞道具箱
event-1207-detail	破壞道具箱！
event-1210	踩扁小碎碎龜
event-1210-detail	踩扁碎碎龜！
event-1213	計時賽
event-1213-detail	爭取創造最佳時間吧！
event-1214	VS巨大瓦利歐
event-1214-detail	目標第１名！
event-1215	VS巨大枯骨庫巴
event-1215-detail	目標第１名！
event-1217	完成跳躍動作
event-1217-detail	做出跳躍動作！
event-1218	完成跳躍動作
event-1218-detail	做出跳躍動作！
event-1219	通過圓環
event-1219-detail	通過圓環！
event-1221	踩扁小碎碎龜
event-1221-detail	踩扁碎碎龜！
event-1222	通過圓環
event-1222-detail	通過圓環！
event-1225	踩扁小碎碎龜
event-1225-detail	踩扁碎碎龜！
event-1227	踩扁小碎碎龜
event-1227-detail	踩扁碎碎龜！
event-1228	破壞道具箱
event-1228-detail	破壞道具箱！
event-1229	破壞道具箱
event-1229-detail	破壞道具箱！
event-1231	通過圓環
event-1231-detail	通過圓環！
event-1232	大逆轉比賽
event-1232-detail	目標第１名！
event-1237	完成跳躍動作
event-1237-detail	做出跳躍動作！
event-1238	踩扁小碎碎龜
event-1238-detail	踩扁碎碎龜！
event-1239	破壞道具箱
event-1239-detail	破壞道具箱！
event-1240	大逆轉比賽
event-1240-detail	目標第１名！
event-1243	打倒栗寶寶
event-1243-detail	打倒栗寶寶！
event-1244	完成跳躍動作
event-1244-detail	做出跳躍動作！
event-1245	不要失控
event-1245-detail	不失控並通過終點
event-1246	通過圓環
event-1246-detail	通過圓環！
event-1249	不要失控
event-1249-detail	不失控並通過終點
event-1250	不要失控
event-1250-detail	不失控並通過終點
event-1251	破壞道具箱
event-1251-detail	破壞道具箱！
event-1252	打倒栗寶寶
event-1252-detail	打倒栗寶寶！
event-1254	完成跳躍動作
event-1254-detail	做出跳躍動作！
event-1255	踩扁小碎碎龜
event-1255-detail	踩扁碎碎龜！
event-1256	破壞道具箱
event-1256-detail	破壞道具箱！
event-1257	大逆轉比賽
event-1257-detail	目標第１名！
event-1259	打倒栗寶寶
event-1259-detail	打倒栗寶寶！
event-1260	完成跳躍動作
event-1260-detail	做出跳躍動作！
event-1264	大逆轉比賽
event-1264-detail	目標第１名！
event-1269	展開滑翔翼
event-1269-detail	讓滑翔距離越遠越好！
event-1270	踩扁小碎碎龜
event-1270-detail	踩扁碎碎龜！
event-1271	踩扁小碎碎龜
event-1271-detail	踩扁碎碎龜！
event-1273	打倒栗寶寶
event-1273-detail	打倒栗寶寶！
event-1274	打倒栗寶寶
event-1274-detail	打倒栗寶寶！
event-1276	踩扁小碎碎龜
event-1276-detail	踩扁碎碎龜！
event-1277	不要失控
event-1277-detail	不失控並通過終點
event-1281	不要失控
event-1281-detail	不失控並通過終點
event-1282	踩扁小碎碎龜
event-1282-detail	踩扁碎碎龜！
event-1285	大逆轉比賽
event-1285-detail	目標第１名！
event-1286	展開滑翔翼
event-1286-detail	讓滑翔距離越遠越好！
event-1287	打倒栗寶寶
event-1287-detail	打倒栗寶寶！
event-1288	通過圓環
event-1288-detail	通過圓環！
event-1290	不要失控
event-1290-detail	不失控並通過終點
event-1291	通過圓環
event-1291-detail	通過圓環！
event-1293	計時賽
event-1293-detail	爭取創造最佳時間吧！
event-1299	破壞道具箱
event-1299-detail	破壞道具箱！
event-1300	連段賽
event-1300-detail	使出連段吧！
