0.msbt
ActionScore_AvoidKouraB	トゲゾーかいひ！
DlgMiiAdd00_00001	Miiを追加する
DlgMiiAdd00_00002	Miiをえらぶ / つくる
DlgMiiAdd00_00003	マリオカート ツアー のMii番号
DlgMiiAdd00_00004	番号を入力してください
DlgMiiAdd00_00005	ニンテンドーアカウントのMii
DlgMiiManagement00_00000	Mii管理
DlgMiiManagement00_00001	Miiを追加できます\r\n追加したMiiはシェアできます
DlgMiiManagement00_00002	Miiを追加する
DlgMiiManagement00_00003	Miiの追加とシェア
DlgMiiManagement00_00005	※ 将来Miiスーツが増えた際\r\nベースポイントがアップする種類数に\r\n上限が設定される可能性があります
DlgMiiSelect00_00000	Miiをえらぶ
DlgMiiSelect00_00001	スーツを着せる\r\nMiiをえらんでください
DlgMiiSelect01_00000	このMiiにしますか？
DlgMiiSelect01_00001	OK
DlgMiiShareCapture00_00000	マリオカート ツアー のMii番号
DlgNA00_00000	ニンテンドーアカウント
DlgNA00_00002	※子どもアカウントの削除は\r\n管理者 / 保護者のアカウント管理ページから行えます
DlgNA00_00007	マリオカート ツアーと連携している\r\nアカウントの メールアドレス
DlgNA00_00008	子どもアカウントで ログインしています
DlgNA00_00009	アカウント情報を管理
DlgNA00_00010	アカウントを削除
DlgNA00_00011	ニンテンドーアカウントについて
DlgNAConfirm00_00000	ご注意
DlgNAConfirm00_00001	ブラウザ上で\r\n別のニンテンドーアカウントで\r\nログインしていた場合\r\n連携中のものとは別の管理ページに\r\n遷移することがあります
DlgNAConfirm00_00002	操作したいアカウントか よくお確かめください
DlgNAConfirm00_00005	子どもアカウントで ログインしています
DlgNAConfirm00_00006	OK
DlgNAConfirm01_00000	ご注意
DlgNAConfirm01_00001	以下のボタンから\r\nニンテンドーアカウント削除ページに\r\n移動できます\r\n\r\n{color[ffdc00ff]}ニンテンドーアカウントを削除すると\r\nマリオカート ツアー以外にも\r\nニンテンドーアカウントと連携して\r\nプレイしているアプリのデータは\r\n利用できなくなるので ご注意ください\r\n{color[000000ff]}\r\nアカウントの削除を希望される場合は\r\n遷移先ページの注意事項を よくご確認ください
DlgNAConfirm01_00003	OK
DlgNetPlayFriendChallenge00_00000	ふたりでチャレンジ 開催中！
DlgNetPlayFriendChallenge00_00002	ロビーの種類を\r\nえらんでください
DlgNetPlayFriendChallenge00_00005	いつものロビー（最大8人）
DlgNetPlayFriendChallenge00_00006	ふたりでチャレンジ
DlgNetPlayLobbyInvite00_00000	フレンドのおさそい
DlgNetPlayLobbyInvite00_00001	このロビーにおさそいする\r\nフレンドをえらんでください
DlgNetPlayLobbyInvite00_00002	おさそいする
DlgNetPlayPin00_00000	合流コード
DlgNetPlayPin00_00001	合流コードをコピーしました
DlgNetPlayPin00_00002	合流コードをシェア
DlgNetPlayRule00_00000	ルール設定
DlgNetPlayRule00_00001	スピード
DlgNetPlayRule00_00003	COM
DlgNetPlayRule00_00004	チーム
DlgNetPlayRule00_00005	合流方法
DlgNetPlayRule00_00006	レース数
DlgNetPlayRule00_00007	レース
DlgNetPlayRule00_00008	バトル
DlgNetPlayRule00_00009	ふうせんの数
DlgNetPlayRule00_00010	バトル数
DlgNetPlayRule00_00011	バトルであそぶ
DlgNetPlayRule00_00012	アイテム
DlgNetPlayRule01_00000	ルール確認
DlgNetPlayRule01_00003	チームメンバーをねらう
DlgNews00_00000	NEWS
DlgNews01_00000	NEWS
DlgNewsContent00_00000	NEW
DlgPresentList00_00000	取得アイテム一覧
DlgResultAction00_00000	アクション内容
DlgResultAction00_00001	アクション回数:
DlgResultActionContent00_00000	COMBO
DlgReview00_00000	{color[ffdc00ff]}マリオカート ツアーを プレイいただき\r\nありがとうございます！{color[000000ff]}\r\n\r\nお楽しみいただけていますでしょうか？
DlgReview00_00001	はい
DlgReview00_00002	いいえ
DlgSeasonReward00_00000	ツアーを すすめて\r\nゴールドギフトをゲット！
DlgSeasonReward00_00001	ゴールドチャレンジで\r\n特別なピンバッジをゲット！
DlgSeasonReward00_00002	200cc がオープン！
DlgSeasonReward00_00005	ゴールドパスについてもっと詳しく
DlgSeasonReward00_00006	ゴールドパスで 今すぐゲット！
DlgSeasonReward00_00007	もっと見る
DlgSeasonReward00_00008	注意事項
DlgSeasonReward00_00009	支払い/解約/引き継ぎについて
DlgSeasonReward00_00011	加入の際は 注意事項をご確認ください
DlgSeasonReward00_00013	スクロールしてCheck！
DlgSeasonReward00_00017	ドカンの中身
DlgSeasonReward00_00018	継続で特典がパワーアップ！
DlgSeasonReward00_00019	※ゴールドパスの有償期間更新1か月ごとに\r\n　ギフトが受け取れます
DlgSeasonReward00_00020	１か月ごと
DlgSeasonReward00_00021	３か月ごと
DlgSeasonReward01_00000	ゴールドパスで 今すぐゲット！
DlgSeasonReward02_00000	・特別なツアーギフトが追加されました！\r\n・特別なチャレンジが追加されました！\r\n・すべてのccが走れるようになりました！
DlgSeasonReward06_00000	ウデマエS以上を めざそう！
DlgSeasonReward06_00001	ゴールドパスに 加入して\r\n特典をゲット！
DlgSeasonRewardContinue00_00004	{color[ffdc00ff]}ゴールドパスの継続\r\nありがとうございます！{color[000000ff]}
DlgSeasonRewardContinue00_00005	ゴールドパス継続1か月ごとに\r\nギフトが受け取れます
DlgSeasonRewardContinue00_00006	ギフトを受けとる
DlgSeasonRewardOpen00_00000	ツアーギフト
DlgSeasonRewardOpen00_00001	スターチケットを1枚つかうと\r\nグランドスターを1つ\r\n手に入れることができます
DlgSeasonRewardOpenDone00_00000	 ツアーギフト オープン！
DlgSeasonRewardOpenDone00_00001	ツアーギフトがオープンしました！\r\nさっそく 受け取りましょう！
DlgSetting00_00001	言語
DlgSetting00_00002	マスターボリューム
DlgSetting00_00007	ヘルプとお問い合わせ
DlgSetting00_00008	Game Center
DlgSetting00_00009	Google Play 実績
DlgSetting00_00011	はじめから遊ぶ
DlgSetting00_00014	設定
DlgSetting00_00021	その他
DlgSettingConfirm00_00000	決定
DlgSettingConfirm00_00001	やめる
DlgSettingConfirm00_00002	確認のため\r\nニックネームを入力してください
DlgSettingConfirm00_00003	ニックネーム：
DlgSettingHelp00_00001	カスタマーサポート
DlgSettingHelp00_00002	利用規約
DlgSettingHelp00_00003	プライバシーポリシー
DlgSettingHelp00_00006	データの利用について
DlgSettingHelp00_00007	ご意見
DlgSettingHelp00_00008	このアプリについて
DlgSettingHelp00_00009	ヘルプとお問い合わせ
DlgSettingHelp00_00010	プレイのコツ
DlgSettingUseInformation00 _00000	利用情報を送信する
DlgSettingUseInformation00_00000	{color[ffdc00ff]}利用情報の送信は行えません{color[000000ff]}
DlgShare00_00000	シェアする
DlgShop00_00000	のこり
DlgShop00_00001	ピックアップ
DlgShop01_00000	マルチプレイをあそんで\r\n ドカンを打ち上げよう！
DlgShop01_00001	ゴールドパス加入で\r\nゲージの増加が2倍になります
DlgShopBoxContent00_00003	くわしく
DlgShopBoxContent00_00004	リセット
DlgShopSpecialOffer00_00001	サービス
DlgShopSpecialOffer00_00005	くわしく
DlgShopSpecialOffer00Premium00_00000	このチャレンジシートを購入した後は\r\n達成までの期限はありません\r\n\r\nプレミアムチャレンジは シート単位の購入になります\r\n\r\nすべてのギフトをゲットすると\r\n次のツアー開始時にシートが消えます
DlgShopSpecialOffer00Premium00_00001	シートを購入して\r\nプレミアムなチャレンジを楽しもう！\r\n\r\nすでにチャレンジ達成していれば\r\n購入後すぐにギフトをゲット！
DlgShopSpecialOfferRecommend00_00000	スペシャルオファー
DlgShopSpecialOfferRecommend00_00002	今だけ限定！\r\n大変お買い得なオファーです！
DlgShopSpecialOfferRecommend00_00003	くわしく
DlgSoundVolume00_00092	Max
DlgSoundVolume00_00094	Min
DlgTemplate_00175	『マリオカートツアー』では\r\nお客様向けにカスタマイズされたサービスの\r\n提供および広告の配信ならびにクラッシュ情報の\r\n分析のためにお客様の本アプリの利用情報を\r\n取得することがあります。\r\nこのような目的での当社による情報の取得を\r\n停止される場合は「利用情報を送信する」の\r\nチェックを外してください\r\n\r\n※変更した設定が有効となるのは本アプリの\r\n再起動後になります\r\n※本アプリ外での広告の配信自体を停止するには\r\nお使いの端末の設定を変更してください
DlgTicketTarget01_00000	お気に入りキャラ
DlgTicketTarget01_00001	お気に入りキャラを\r\nえらんでください
DlgTutorialBattle00_00000	 ライバルの {color[ffdc00ff]}ふうせんをわろう{color[000000ff]}！
DlgTutorialBattle00_00001	{color[ffdc00ff]}アイテム{color[000000ff]}を当てたり\r\n{color[ffdc00ff]}ダッシュキノコ{color[000000ff]}で たいあたりして\r\nライバルのふうせんを わろう！
DlgTutorialDrift00_00000	{color[ffdc00ff]}ドリフト{color[000000ff]}しよう！
DlgTutorialDrift00_00001	{color[ffdc00ff]}「ドリフト」ボタンから スライド{color[000000ff]}して\r\nすぐにドリフトできます！
DlgTutorialDrift00_00002	火花が出れば 指をはなしてミニターボ！
DlgTutorialDriverSelect00_00000	{color[ffdc00ff]}コースが得意{color[000000ff]}な\r\nキャラをえらぼう！
DlgTutorialHold00_00001	左右で ハンドル\r\n上下で アイテム
DlgTutorialLandscape00_00000	 ヨコ画面で レースできます！
DlgTutorialLandscape00_00001	レース中の画面を 「設定」から変えられます\r\n\r\nほかにもイロイロ変えられるので\r\n自分にあった設定を さがしてみよう！
DlgTutorialMii00_00000	 Miiでレースしよう！
DlgTutorialMii00_00001	レースに参加するための\r\n スーツをプレゼント！
DlgTutorialMii00_00002	OK
DlgTutorialRanking00_00000	ランキングとは？
DlgTutorialRanking00_00001	ランキング対象カップの\r\n合計ポイントをきそいます
DlgTutorialRanking00_00002	上位に入賞
DlgTutorialRanking00_00003	 リーグ昇格！
DlgTutorialRanking00_00004	 ステキなギフトもゲット！
DlgTutorialRankUp00_00001	OK
DlgTutorialStar00_00000	{color[ffdc00ff]}グランドスター{color[000000ff]}をあつめて\r\nツアーギフトをゲット！
DlgUnlock01_00000	 チャレンジクリア！
DlgUserRank00_00000	ドライバーランク
DlgUserRank00_00003	次のランクにアップすると…
DlgUserRank00_00004	オープン
DlgUserRank00_00005	ランクアップギフト
DlgUserRank00_00006	ゴールポイントアップ
