CheckSaveData.msbt
CreateFile	正在创建{c[dc000d]}保存数据{c[000000]}，\n请稍等片刻。
Area3Stage6Mission4	通过“鬼：锤星猩”时\n获得{c[dc000d]}白金勋章{c[000000]}。
Area3Stage7Mission1	通过“鬼：风语大树”。
Area3Stage7Mission2	使用职业\x0e\x05\x03\x023\0\n通过“鬼：风语大树”。
Area3Stage7Mission3	使用职业\x0e\x05\x03\x023\0装备{c[dc000d]}“克洛诺斯”套装{c[000000]}\n通过“鬼：风语大树”。
Area3Stage7Mission4	通过“鬼：风语大树”时\n获得{c[dc000d]}白金勋章{c[000000]}。
Area4Stage3Mission1	通过“鬼：火焰加尔波洛斯”。
Area4Stage3Mission2	在“鬼：火焰加尔波洛斯”中{c[dc000d]}没有任何人力竭{c[000000]}。
Area4Stage3Mission3	通过“鬼：火焰加尔波洛斯”时\n获得{c[dc000d]}黄金勋章或以上{c[000000]}的评价。
Area4Stage3Mission4	通过“鬼：火焰加尔波洛斯”时\n获得{c[dc000d]}白金勋章{c[000000]}。
Area4Stage4Mission1	通过“鬼：冰霜先生”。
Area4Stage4Mission2	使用职业\x0e\x05\x02\x022\0\n通过“鬼：冰霜先生”。
Area4Stage4Mission3	在“鬼：冰霜先生”中，\n使用职业\x0e\x05\x02\x022\0\n由自己使出治愈地带{c[dc000d]}回复同伴2次{c[000000]}。
Area4Stage4Mission4	通过“鬼：冰霜先生”时\n获得{c[dc000d]}白金勋章{c[000000]}。
Area5Stage4Mission1	通过“鬼：大洛啪”。
Area5Stage4Mission2	使用职业\x0e\x05\x03\x023\0通过“鬼：大洛啪”，\n并获得{c[dc000d]}黄金勋章或以上{c[000000]}的评价。
Area5Stage4Mission3	在“鬼：大洛啪”中，\n使用职业\x0e\x05\x03\x023\0{c[dc000d]}停止敌人的时间{c[000000]}。
Area5Stage4Mission4	通过“鬼：大洛啪”时\n获得{c[dc000d]}白金勋章{c[000000]}。
Area5Stage5Mission1	通过“鬼：异次元梦魇”。
Area5Stage5Mission2	在玩家等级{c[dc000d]}42或以上{c[000000]}的情况下\n通过“鬼：异次元梦魇”。
Area5Stage5Mission3	在{c[dc000d]}没有任何人力竭{c[000000]}的情况下\n通过“鬼：异次元梦魇”，\n并获得{c[dc000d]}黄金勋章或以上{c[000000]}的评价。
Area5Stage5Mission4	在{c[dc000d]}50秒内{c[000000]}通过\n“鬼：异次元梦魇”。
Area6Stage1Mission1	通过“鬼：龙帝亚EX”。
Area6Stage1Mission2	使用职业\x0e\x05\x01\x021\0装备{c[dc000d]}“深渊金属”套装{c[000000]}\n通过“鬼：龙帝亚EX”，\n并获得{c[dc000d]}黄金勋章或以上{c[000000]}的评价。
Area6Stage1Mission3	通过“鬼：龙帝亚EX”时\n获得{c[dc000d]}白金勋章{c[000000]}。
Area6Stage1Mission4	在{c[dc000d]}50秒内{c[000000]}通过\n“鬼：龙帝亚EX”。
Area6Stage2Mission1	通过“鬼：异次元苏姿”。
Area6Stage2Mission2	在{c[dc000d]}4人分别使用不同职业{c[000000]}的情况下\n通过“鬼：异次元苏姿”，\n并获得{c[dc000d]}黄金勋章或以上{c[000000]}的评价。
Area6Stage2Mission3	通过“鬼：异次元苏姿”时\n获得{c[dc000d]}白金勋章{c[000000]}。
Area6Stage2Mission4	在{c[dc000d]}40秒内{c[000000]}通过\n“鬼：异次元苏姿”。
Area6Stage3Mission1	通过“鬼：D大王\x0e\x17\0\0・\x0f\x17\0意向”。
Area6Stage3Mission2	使用职业\x0e\x05\x01\x021\0装备{c[dc000d]}“暗意向”套装{c[000000]}\n通过“鬼：D大王\x0e\x17\0\0・\x0f\x17\0意向”，\n并获得{c[dc000d]}黄金勋章或以上{c[000000]}的评价。
Area6Stage3Mission3	通过“鬼：D大王\x0e\x17\0\0・\x0f\x17\0意向”时\n获得{c[dc000d]}白金勋章{c[000000]}。
Area6Stage3Mission4	在{c[dc000d]}50秒内{c[000000]}通过\n“鬼：D大王\x0e\x17\0\0・\x0f\x17\0意向”。
Area7Stage1Mission1	通过“神：四重 大型队伍”。
Area7Stage1Mission2	在{c[dc000d]}4人职业{c[000000]}都是\x0e\x05\x02\x022\0的情况下\n通过“神：四重 大型队伍”。
Area7Stage1Mission3	在“神：四重 大型队伍”中\n{c[dc000d]}没有任何人力竭{c[000000]}。
Area7Stage1Mission4	通过“神：四重 大型队伍”时\n获得{c[dc000d]}白金勋章{c[000000]}。
Area1Stage8Mission1	通过“神：大块头”。
Area1Stage8Mission2	使用职业\x0e\x05\x01\x021\0\n通过“神：大块头”。
Area1Stage8Mission3	通过“神：大块头”时\n获得{c[dc000d]}黄金勋章或以上{c[000000]}的评价。
Area1Stage8Mission4	通过“神：大块头”时\n获得{c[dc000d]}白金勋章{c[000000]}。
Area2Stage7Mission1	通过“神：电火花锤星猩”。
Area2Stage7Mission2	装备{c[dc000d]}DX强化的武器\n{c[000000]}通过“神：电火花锤星猩”。
Area2Stage7Mission3	以{c[dc000d]}好友陨石\n{c[000000]}给予“神：电火花锤星猩”最后一击。
Area2Stage7Mission4	通过“神：电火花锤星猩”时\n获得{c[dc000d]}白金勋章{c[000000]}。
Area3Stage8Mission1	通过“神：毒波洛斯”。
Area3Stage8Mission2	在{c[dc000d]}4人职业{c[000000]}都是\x0e\x05\x01\x021\0的情况下\n通过“神：毒波洛斯”。
Area3Stage8Mission3	使用职业\x0e\x05\x01\x021\0装备{c[dc000d]}“恐龙”套装{c[000000]}\n通过“神：毒波洛斯”，\n并获得{c[dc000d]}黄金勋章或以上{c[000000]}的评价。
Area3Stage8Mission4	通过“神：毒波洛斯”时\n获得{c[dc000d]}白金勋章{c[000000]}。
Area4Stage5Mission1	通过“神：炎刃”。
Area4Stage5Mission2	在{c[dc000d]}4人职业{c[000000]}都是\x0e\x05\0\x020\0的情况下\n通过“神：炎刃”。
Area4Stage5Mission3	使用职业\x0e\x05\0\x020\0装备{c[dc000d]}“鱼鱼”套装{c[000000]}\n通过“神：炎刃”。
Area4Stage5Mission4	通过“神：炎刃”时\n获得{c[dc000d]}白金勋章{c[000000]}。
Area5Stage6Mission1	通过“神：泳将先生”。
Area5Stage6Mission2	在“神：泳将先生”中{c[dc000d]}没有任何人力竭{c[000000]}。
Area5Stage6Mission3	与{c[dc000d]}旅人{c[000000]}一同出击\n前往“神：泳将先生”。
Area5Stage6Mission4	通过“神：泳将先生”时\n获得{c[dc000d]}白金勋章{c[000000]}。
Area7Stage2Mission1	通过“神：盔角虫”。
Area7Stage2Mission2	装备{c[dc000d]}DX强化的防具\n{c[000000]}通过“神：盔角虫”，\n并获得{c[dc000d]}黄金勋章或以上{c[000000]}的评价。
Area7Stage2Mission3	以{c[dc000d]}好友陨石\n{c[000000]}给予“神：盔角虫”最后一击。
Area7Stage2Mission4	通过“神：盔角虫”时\n获得{c[dc000d]}白金勋章{c[000000]}。
Area7Stage3Mission1	通过“神：冻霜弯刀骑士老大”。
Area7Stage3Mission2	在{c[dc000d]}4人职业{c[000000]}都是\x0e\x05\x03\x023\0的情况下\n通过“神：冻霜弯刀骑士老大”。
Area7Stage3Mission3	通过“神：冻霜弯刀骑士老大”时\n获得{c[dc000d]}白金勋章{c[000000]}。
Area7Stage3Mission4	在{c[dc000d]}45秒内{c[000000]}通过\n“神：冻霜弯刀骑士老大”。
Area2Stage8Mission1	通过“神：毒液独眼云”。
Area2Stage8Mission2	在玩家等级{c[dc000d]}52或以上{c[000000]}的情况下\n通过“神：毒液独眼云”。
Area2Stage8Mission3	通过“神：毒液独眼云”时\n获得{c[dc000d]}白金勋章{c[000000]}。
Area2Stage8Mission4	在{c[dc000d]}40秒内{c[000000]}通过\n“神：毒液独眼云”。
Area1Stage9Mission1	通过“神：大洛啪”。
Area1Stage9Mission2	在{c[dc000d]}4人职业{c[000000]}都是\x0e\x05\x03\x023\0的情况下\n通过“神：大洛啪”，\n并获得{c[dc000d]}黄金勋章或以上{c[000000]}的评价。
Area1Stage9Mission3	装备{c[dc000d]}DX强化的武器\n{c[000000]}通过“神：大洛啪”。
Area1Stage9Mission4	通过“神：大洛啪”时\n获得{c[dc000d]}白金勋章{c[000000]}。
Area3Stage9Mission1	通过“神：电龙”。
Area3Stage9Mission2	使用职业\x0e\x05\x02\x022\0装备{c[dc000d]}“疯狂”套装{c[000000]}\n通过“神：电龙”。
Area3Stage9Mission3	通过“神：电龙”时\n获得{c[dc000d]}白金勋章{c[000000]}。
Area3Stage9Mission4	在{c[dc000d]}40秒内{c[000000]}通过\n“神：电龙”。
Area5Stage7Mission1	通过“神：传送帕托利斯”。
Area5Stage7Mission2	在{c[dc000d]}4人分别使用不同职业{c[000000]}的情况下\n通过“神：传送帕托利斯”。
Area5Stage7Mission3	在{c[dc000d]}4人分别使用不同职业{c[000000]}的情况下\n通过“神：传送帕托利斯”，\n并获得{c[dc000d]}黄金勋章或以上{c[000000]}的评价。
Area5Stage7Mission4	通过“神：传送帕托利斯”时\n获得{c[dc000d]}白金勋章{c[000000]}。
Area7Stage4Mission1	通过“神：火焰加尔波洛斯”。
Area7Stage4Mission2	使用职业\x0e\x05\x02\x022\0\n通过“神：火焰加尔波洛斯”，\n并获得{c[dc000d]}黄金勋章或以上{c[000000]}的评价。
Area7Stage4Mission3	在“神：火焰加尔波洛斯”中{c[dc000d]}没有任何人力竭{c[000000]}。
Area7Stage4Mission4	通过“神：火焰加尔波洛斯”时\n获得{c[dc000d]}白金勋章{c[000000]}。
Area8Stage1Mission1	通过“神：Pres.异次元苏姿”。
Area8Stage1Mission2	在{c[dc000d]}4人分别使用不同职业{c[000000]}的情况下\n通过“神：Pres.异次元苏姿”，\n并获得{c[dc000d]}黄金勋章或以上{c[000000]}的评价。
Area8Stage1Mission3	通过“神：Pres.异次元苏姿”时\n获得{c[dc000d]}白金勋章{c[000000]}。
Area8Stage1Mission4	在{c[dc000d]}50秒内{c[000000]}通过\n“神：Pres.异次元苏姿”。
Area8Stage2Mission1	通过“神：最终决战”。
Area8Stage2Mission2	使用职业\x0e\x05\0\x020\0装备{c[dc000d]}“羽冥蝶”套装{c[000000]}\n通过“神：最终决战”，\n并获得{c[dc000d]}黄金勋章或以上{c[000000]}的评价。
Area8Stage2Mission3	通过“神：最终决战”时\n获得{c[dc000d]}白金勋章{c[000000]}。
Area8Stage2Mission4	在{c[dc000d]}50秒内{c[000000]}通过\n“神：最终决战”。
Area8Stage3Mission1	通过“超：真 最终决战”。
Area8Stage3Mission2	使用任何职业，\n装备{c[dc000d]}“新手”套装{c[000000]}\n通过“超：真 最终决战”。
Area8Stage3Mission3	在玩家等级{c[dc000d]}70或以上{c[000000]}的情况下\n通过“超：真 最终决战”。
Area8Stage3Mission4	在{c[dc000d]}1分钟内{c[000000]}通过\n“超：真 最终决战”。
WArea1Stage1Mission1	通过“电火花锤星猩”。
WArea1Stage1Mission2	使用职业\x0e\x05\x01\x021\0装备{c[dc000d]}“英勇锤”{c[000000]}\n通过“电火花锤星猩”。
WArea1Stage1Mission3	使用职业\x0e\x05\x01\x021\0\n通过“电火花锤星猩”。
WArea1Stage1Mission4	通过“电火花锤星猩”时\n获得{c[dc000d]}白银勋章或以上{c[000000]}的评价。
WArea1Stage1Mission5	通过“电火花锤星猩”，\n并且在探索中{c[dc000d]}破坏2次敌人的椰子炸弹{c[000000]}。
WArea1Stage1Mission6	使用职业\x0e\x05\x01\x021\0装备{c[dc000d]}“英勇锤”{c[000000]}\n通过“电火花锤星猩”，\n并获得{c[dc000d]}白金勋章{c[000000]}。
WArea1Stage1Mission7	使用职业\x0e\x05\x01\x021\0\n通过“电火花锤星猩”，\n并获得{c[dc000d]}白金勋章{c[000000]}。
WArea1Stage1Mission8	在{c[dc000d]}25秒内{c[000000]}通过\n“电火花锤星猩”。
WArea1Stage2Mission1	通过“盔角虫”。
WArea1Stage2Mission2	在使用了{c[dc000d]}攻击药{c[000000]}的情况下\n通过“盔角虫”。
WArea1Stage2Mission3	通过“盔角虫”时\n获得{c[dc000d]}白银勋章或以上{c[000000]}的评价。
WArea1Stage2Mission4	在{c[dc000d]}40秒内{c[000000]}通过\n“盔角虫”。
WArea1Stage2Mission5	在{c[dc000d]}没有受到过{c[000000]}敌人{c[dc000d]}任何伤害{c[000000]}的情况下\n通过“盔角虫”。
WArea1Stage2Mission6	以任意职业装备{c[dc000d]}“新手”套装\n{c[000000]}通过“盔角虫”，\n并获得{c[dc000d]}白金勋章{c[000000]}。
WArea1Stage2Mission7	在{c[dc000d]}4人分别使用不同职业{c[000000]}的情况下\n通过“盔角虫”。
WArea1Stage2Mission8	在{c[dc000d]}25秒内{c[000000]}通过\n“盔角虫”。
WArea2Stage1Mission1	通过“队伍\x0e\x17\0\0・\x0f\x17\0起始”。
WArea2Stage1Mission2	在{c[dc000d]}使用了体力药{c[000000]}的情况下\n通过“队伍\x0e\x17\0\0・\x0f\x17\0起始”。
WArea2Stage1Mission3	在“队伍\x0e\x17\0\0・\x0f\x17\0起始”中{c[dc000d]}没有任何人力竭{c[000000]}。
WArea2Stage1Mission4	通过“队伍\x0e\x17\0\0・\x0f\x17\0起始”时\n获得{c[dc000d]}白银勋章或以上{c[000000]}的评价。
WArea2Stage1Mission5	以任意职业装备{c[dc000d]}稀有度5或以上{c[000000]}的武器\n通过“队伍\x0e\x17\0\0・\x0f\x17\0起始”。
WArea2Stage1Mission6	使用职业\x0e\x05\x02\x022\0\n通过“队伍\x0e\x17\0\0・\x0f\x17\0起始”，\n并获得{c[dc000d]}白金勋章{c[000000]}。
WArea2Stage1Mission7	在{c[dc000d]}没有任何人力竭{c[000000]}的情况下\n通过“队伍\x0e\x17\0\0・\x0f\x17\0起始”，\n并获得{c[dc000d]}白金勋章{c[000000]}。
WArea2Stage1Mission8	在{c[dc000d]}30秒内{c[000000]}通过\n“队伍\x0e\x17\0\0・\x0f\x17\0起始”。
WArea1Stage3Mission1	通过“炎刃”。
WArea1Stage3Mission2	使用职业\x0e\x05\0\x020\0\n通过“炎刃”。
WArea1Stage3Mission3	使用职业\x0e\x05\x03\x023\0\n通过“炎刃”，\n并获得{c[dc000d]}黄金勋章或以上{c[000000]}的评价。
WArea1Stage3Mission4	通过“炎刃”时\n获得{c[dc000d]}白银勋章或以上{c[000000]}的评价。
WArea1Stage3Mission5	使用职业\x0e\x05\0\x020\0\n通过“炎刃”，\n并获得{c[dc000d]}白金勋章{c[000000]}。
WArea1Stage3Mission6	用职业\x0e\x05\0\x020\0的招式{c[dc000d]}“龙卷斩”{c[000000]}\n给予“炎刃”最后一击。
WArea1Stage3Mission7	在玩家等级{c[dc000d]}14或以上{c[000000]}的情况下\n通过“炎刃”。
WArea1Stage3Mission8	在{c[dc000d]}25秒内{c[000000]}通过\n“炎刃”。
WArea2Stage2Mission1	通过“双重 大型队伍”。
WArea2Stage2Mission2	使用职业\x0e\x05\x02\x022\0\n通过“双重 大型队伍”。
WArea2Stage2Mission3	通过“双重 大型队伍”时\n获得{c[dc000d]}白银勋章或以上{c[000000]}的评价。
WArea2Stage2Mission4	通过“双重 大型队伍”时\n获得{c[dc000d]}黄金勋章或以上{c[000000]}的评价。
WArea2Stage2Mission5	使用职业\x0e\x05\x02\x022\0\n通过“双重 大型队伍”，\n并获得{c[dc000d]}白金勋章{c[000000]}。
WArea2Stage2Mission6	使用职业\x0e\x05\x02\x022\0装备{c[dc000d]}“医生”套装{c[000000]}\n通过“双重 大型队伍”，\n并获得{c[dc000d]}白金勋章{c[000000]}。
WArea2Stage2Mission7	在{c[dc000d]}没有任何人力竭{c[000000]}的情况下\n通过“双重 大型队伍”，\n并获得{c[dc000d]}白金勋章{c[000000]}。
WArea2Stage2Mission8	在{c[dc000d]}30秒内{c[000000]}通过\n“双重 大型队伍”。
WArea3Stage1Mission1	通过“弯刀骑士老大”。
WArea3Stage1Mission2	使用职业\x0e\x05\0\x020\0装备{c[dc000d]}“剑士”套装{c[000000]}\n通过“弯刀骑士老大”。
WArea3Stage1Mission3	通过“弯刀骑士老大”时\n获得{c[dc000d]}白银勋章或以上{c[000000]}的评价。
WArea3Stage1Mission4	在{c[dc000d]}45秒内{c[000000]}通过\n“弯刀骑士老大”。
WArea3Stage1Mission5	使用职业\x0e\x05\0\x020\0装备{c[dc000d]}“剑士”套装{c[000000]}\n通过“弯刀骑士老大”，\n并获得{c[dc000d]}白金勋章{c[000000]}。
WArea3Stage1Mission6	使用职业\x0e\x05\x02\x022\0装备{c[dc000d]}“学士之头巾”{c[000000]}\n通过“弯刀骑士老大”，\n并获得{c[dc000d]}白金勋章{c[000000]}。
WArea3Stage1Mission7	在{c[dc000d]}不使用好友陨石{c[000000]}的情况下\n通过“弯刀骑士老大”，\n并获得{c[dc000d]}白金勋章{c[000000]}。
WArea3Stage1Mission8	在{c[dc000d]}30秒内{c[000000]}通过\n“弯刀骑士老大”。
WArea2Stage3Mission1	通过“高：独眼云”。
WArea2Stage3Mission2	使用职业\x0e\x05\x01\x021\0\n通过“高：独眼云”。
WArea2Stage3Mission3	在“高：独眼云”中，使用职业\x0e\x05\x01\x021\0的招式\n{c[dc000d]}“鬼杀火焰锤”{c[000000]}命中敌人2次。
WArea2Stage3Mission4	通过“高：独眼云”时\n获得{c[dc000d]}白银勋章或以上{c[000000]}的评价。
WArea2Stage3Mission5	使用职业\x0e\x05\x01\x021\0\n通过“高：独眼云”，\n并获得{c[dc000d]}白金勋章{c[000000]}。
WArea2Stage3Mission6	使用职业\x0e\x05\x01\x021\0装备{c[dc000d]}“重战士”套装{c[000000]}\n通过“高：独眼云”，\n并获得{c[dc000d]}白金勋章{c[000000]}。
WArea2Stage3Mission7	用职业\x0e\x05\x01\x021\0的招式{c[dc000d]}“鬼杀火焰锤”{c[000000]}\n给予“高：独眼云”最后一击。
WArea2Stage3Mission8	在{c[dc000d]}30秒内{c[000000]}通过\n“高：独眼云”。
WArea1Stage4Mission1	通过“高：大块头”。
WArea1Stage4Mission2	在“高：大块头”中{c[dc000d]}没有任何人力竭{c[000000]}。
WArea1Stage4Mission3	通过“高：大块头”时\n获得{c[dc000d]}白银勋章或以上{c[000000]}的评价。
WArea1Stage4Mission4	通过“高：大块头”时\n获得{c[dc000d]}黄金勋章或以上{c[000000]}的评价。
WArea1Stage4Mission5	使用职业\x0e\x05\x03\x023\0装备{c[dc000d]}“魔法师”套装{c[000000]}\n通过“高：大块头”，\n并获得{c[dc000d]}白金勋章{c[000000]}。
WArea1Stage4Mission6	在“高：大块头”中，\n使用职业\x0e\x05\x03\x023\0{c[dc000d]}停止敌人的时间{c[000000]}。
WArea1Stage4Mission7	在{c[dc000d]}自己没有被压扁过{c[000000]}的情况下\n通过“高：大块头”，\n并获得{c[dc000d]}白金勋章{c[000000]}。
WArea1Stage4Mission8	在{c[dc000d]}30秒内{c[000000]}通过\n“高：大块头”。
WArea3Stage2Mission1	通过“高：队伍\x0e\x17\0\0・\x0f\x17\0坚若磐石”。
WArea3Stage2Mission2	使用职业\x0e\x05\0\x020\0\n通过“高：队伍\x0e\x17\0\0・\x0f\x17\0坚若磐石”。
WArea3Stage2Mission3	在“高：队伍\x0e\x17\0\0・\x0f\x17\0坚若磐石”中，\n使用职业\x0e\x05\0\x020\0的招式{c[dc000d]}“龙卷斩”{c[000000]}命中敌人2次。
WArea3Stage2Mission4	通过“高：队伍\x0e\x17\0\0・\x0f\x17\0坚若磐石”时\n获得{c[dc000d]}黄金勋章或以上{c[000000]}的评价。
WArea3Stage2Mission5	使用职业\x0e\x05\0\x020\0\n通过“高：队伍\x0e\x17\0\0・\x0f\x17\0坚若磐石”，\n并获得{c[dc000d]}白金勋章{c[000000]}。
WArea3Stage2Mission6	在{c[dc000d]}没有任何人力竭{c[000000]}的情况下\n通过“高：队伍\x0e\x17\0\0・\x0f\x17\0坚若磐石”，\n并获得{c[dc000d]}白金勋章{c[000000]}。
WArea3Stage2Mission7	用职业\x0e\x05\0\x020\0的招式{c[dc000d]}“龙卷斩”{c[000000]}\n给予“高：队伍\x0e\x17\0\0・\x0f\x17\0坚若磐石”最后一击。
WArea3Stage2Mission8	在{c[dc000d]}30秒内{c[000000]}通过\n“高：队伍\x0e\x17\0\0・\x0f\x17\0坚若磐石”。
WArea1Stage5Mission1	通过“高：泳将先生”。
WArea1Stage5Mission2	使用职业\x0e\x05\x03\x023\0装备{c[dc000d]}“玫瑰”套装{c[000000]}\n通过“高：泳将先生”。
WArea1Stage5Mission3	通过“高：泳将先生”时\n获得{c[dc000d]}白银勋章或以上{c[000000]}的评价。
