CheckSaveData.msbt
CreateFile	正在建立{c[dc000d]}儲存資料{c[000000]}，\n請稍候片刻。
WArea4Stage1Mission4	於通過「高：毒波洛斯」探索時\n獲得{c[dc000d]}黃金勳章以上{c[000000]}的評價。
WArea4Stage1Mission5	使用職業\x0e\x05\x01\x021\0裝備{c[dc000d]}「野獸」套裝{c[000000]}\n通過「高：毒波洛斯」探索，\n並獲得{c[dc000d]}白金勳章{c[000000]}。
WArea4Stage1Mission6	用職業\x0e\x05\x01\x021\0的招式{c[dc000d]}「鬼殺火焰錘」{c[000000]}\n給予「高：毒波洛斯」最後一擊。
WArea4Stage1Mission7	在玩家等級{c[dc000d]}36以上{c[000000]}的情況下\n通過「高：毒波洛斯」探索。
WArea4Stage1Mission8	在{c[dc000d]}30秒內{c[000000]}通過\n「高：毒波洛斯」探索。
WArea1Stage6Mission1	通過「高：隊伍‧敲金擊石」探索。
WArea1Stage6Mission2	使用職業\x0e\x05\x02\x022\0裝備{c[dc000d]}「白貓頭鷹」套裝{c[000000]}\n通過「高：隊伍‧敲金擊石」探索，\n並獲得{c[dc000d]}白銀勳章以上{c[000000]}的評價。
WArea1Stage6Mission3	在「高：隊伍‧敲金擊石」探索中，\n使用職業\x0e\x05\x02\x022\0\n由自己使出治癒地帶{c[dc000d]}回復同伴3次{c[000000]}。
WArea1Stage6Mission4	於通過「高：隊伍‧敲金擊石」探索時\n獲得{c[dc000d]}黃金勳章以上{c[000000]}的評價。
WArea1Stage6Mission5	使用職業\x0e\x05\x02\x022\0裝備{c[dc000d]}「聖徒」套裝{c[000000]}\n通過「高：隊伍‧敲金擊石」探索，\n並獲得{c[dc000d]}白金勳章{c[000000]}。
WArea1Stage6Mission6	在{c[dc000d]}沒有任何人力竭{c[000000]}的情況下\n通過「高：隊伍‧敲金擊石」探索，\n並獲得{c[dc000d]}白金勳章{c[000000]}。
WArea1Stage6Mission7	在{c[dc000d]}自己沒有被壓扁過{c[000000]}的情況下\n通過「高：隊伍‧敲金擊石」探索，\n並獲得{c[dc000d]}白金勳章{c[000000]}。
WArea1Stage6Mission8	在{c[dc000d]}30秒內{c[000000]}通過\n「高：隊伍‧敲金擊石」探索。
WArea4Stage2Mission1	通過「高：大洛啪」探索。
WArea4Stage2Mission2	使用職業\x0e\x05\x01\x021\0\n通過「高：大洛啪」探索。
WArea4Stage2Mission3	於通過「高：大洛啪」探索時\n獲得{c[dc000d]}白銀勳章以上{c[000000]}的評價。
WArea4Stage2Mission4	於通過「高：大洛啪」探索時\n獲得{c[dc000d]}黃金勳章以上{c[000000]}的評價。
WArea4Stage2Mission5	使用職業\x0e\x05\x03\x023\0裝備{c[dc000d]}「巫師」套裝{c[000000]}\n通過「高：大洛啪」探索，\n並獲得{c[dc000d]}白金勳章{c[000000]}。
WArea4Stage2Mission6	在「高：大洛啪」探索中，\n使用職業\x0e\x05\x03\x023\0{c[dc000d]}停止敵人的時間{c[000000]}。
WArea4Stage2Mission7	在玩家等級{c[dc000d]}40以上{c[000000]}的情況下\n通過「高：大洛啪」探索。
WArea4Stage2Mission8	在{c[dc000d]}30秒內{c[000000]}通過\n「高：大洛啪」探索。
WArea3Stage4Mission1	通過「高：凍霜彎刀騎士老大」探索。
WArea3Stage4Mission2	使用職業\x0e\x05\0\x020\0\n通過「高：凍霜彎刀騎士老大」探索，\n並獲得{c[dc000d]}白銀勳章以上{c[000000]}的評價。
WArea3Stage4Mission3	於通過「高：凍霜彎刀騎士老大」探索時\n獲得{c[dc000d]}黃金勳章以上{c[000000]}的評價。
WArea3Stage4Mission4	使用職業\x0e\x05\x02\x022\0\n通過「高：凍霜彎刀騎士老大」探索，\n並獲得{c[dc000d]}黃金勳章以上{c[000000]}的評價。
WArea3Stage4Mission5	使用職業\x0e\x05\0\x020\0裝備{c[dc000d]}「驚奇非凡」套裝{c[000000]}\n通過「高：凍霜彎刀騎士老大」探索，\n並獲得{c[dc000d]}白金勳章{c[000000]}。
WArea3Stage4Mission6	以{c[dc000d]}好友隕石\n{c[000000]}給予「高：凍霜彎刀騎士老大」最後一擊。
WArea3Stage4Mission7	在{c[dc000d]}沒有任何人力竭{c[000000]}的情況下\n通過「高：凍霜彎刀騎士老大」探索，\n並獲得{c[dc000d]}白金勳章{c[000000]}。
WArea3Stage4Mission8	在{c[dc000d]}30秒內{c[000000]}通過\n「高：凍霜彎刀騎士老大」探索。
WArea1Stage7Mission1	通過「高：冰龍」探索。
WArea1Stage7Mission2	使用職業\x0e\x05\x02\x022\0\n通過「高：冰龍」探索，\n並獲得{c[dc000d]}白銀勳章以上{c[000000]}的評價。
WArea1Stage7Mission3	在「高：冰龍」探索中{c[dc000d]}沒有任何人力竭{c[000000]}。
WArea1Stage7Mission4	於通過「高：冰龍」探索時\n獲得{c[dc000d]}黃金勳章以上{c[000000]}的評價。
WArea1Stage7Mission5	使用職業\x0e\x05\x02\x022\0\n通過「高：冰龍」探索，\n並獲得{c[dc000d]}白金勳章{c[000000]}。
WArea1Stage7Mission6	在{c[dc000d]}不使用好友隕石{c[000000]}的情況下\n通過「高：冰龍」探索，\n並獲得{c[dc000d]}白金勳章{c[000000]}。
WArea1Stage7Mission7	使用職業\x0e\x05\x02\x022\0裝備{c[dc000d]}「黃金」套裝{c[000000]}\n通過「高：冰龍」探索。
WArea1Stage7Mission8	在{c[dc000d]}25秒內{c[000000]}通過\n「高：冰龍」探索。
WArea4Stage3Mission1	通過「高：火山蛙」探索。
WArea4Stage3Mission2	使用職業\x0e\x05\x01\x021\0\n通過「高：火山蛙」探索，\n並獲得{c[dc000d]}黃金勳章以上{c[000000]}的評價。
WArea4Stage3Mission3	在「高：火山蛙」探索中\n發動{c[dc000d]}好友隕石{c[000000]}。
WArea4Stage3Mission4	於通過「高：火山蛙」探索時\n獲得{c[dc000d]}黃金勳章以上{c[000000]}的評價。
WArea4Stage3Mission5	使用職業\x0e\x05\x01\x021\0裝備{c[dc000d]}「獨眼巨人」套裝{c[000000]}\n通過「高：火山蛙」探索，\n並獲得{c[dc000d]}白金勳章{c[000000]}。
WArea4Stage3Mission6	在{c[dc000d]}自己沒有被吞掉過{c[000000]}的情況下\n通過「高：火山蛙」探索，\n並獲得{c[dc000d]}白金勳章{c[000000]}。
WArea4Stage3Mission7	以任意職業裝備{c[dc000d]}稀有度5以下的{c[000000]}武器防具\n通過「高：火山蛙」探索，\n並獲得{c[dc000d]}白金勳章{c[000000]}。
WArea4Stage3Mission8	在{c[dc000d]}40秒內{c[000000]}通過\n「高：火山蛙」探索。
WArea5Stage1Mission1	通過「高：傳送帕托利斯」探索。
WArea5Stage1Mission2	使用職業\x0e\x05\x03\x023\0\n通過「高：傳送帕托利斯」探索，\n並獲得{c[dc000d]}白銀勳章以上{c[000000]}的評價。
WArea5Stage1Mission3	在「高：傳送帕托利斯」探索中，\n使用職業\x0e\x05\x03\x023\0{c[dc000d]}停止敵人的時間{c[000000]}。
WArea5Stage1Mission4	於通過「高：傳送帕托利斯」探索時\n獲得{c[dc000d]}黃金勳章以上{c[000000]}的評價。
WArea5Stage1Mission5	使用職業\x0e\x05\x03\x023\0裝備{c[dc000d]}「青金」套裝{c[000000]}\n通過「高：傳送帕托利斯」探索，\n並獲得{c[dc000d]}白金勳章{c[000000]}。
WArea5Stage1Mission6	在{c[dc000d]}40秒內{c[000000]}通過\n「高：傳送帕托利斯」探索。
WArea5Stage1Mission7	在{c[dc000d]}沒有任何人力竭{c[000000]}的情況下\n通過「高：傳送帕托利斯」探索，\n並獲得{c[dc000d]}白金勳章{c[000000]}。
WArea5Stage1Mission8	在{c[dc000d]}30秒內{c[000000]}通過\n「高：傳送帕托利斯」探索。
WArea1Stage8Mission1	通過「鬼：毒液獨眼雲」探索。
WArea1Stage8Mission2	使用職業\x0e\x05\x02\x022\0裝備{c[dc000d]}「海水」套裝{c[000000]}\n通過「鬼：毒液獨眼雲」探索，\n並獲得{c[dc000d]}黃金勳章以上{c[000000]}的評價。
WArea1Stage8Mission3	在「鬼：毒液獨眼雲」探索中，\n使用職業\x0e\x05\x02\x022\0\n由自己使出治癒地帶{c[dc000d]}回復同伴3次{c[000000]}。
WArea1Stage8Mission4	於通過「鬼：毒液獨眼雲」探索時\n獲得{c[dc000d]}白金勳章{c[000000]}。
WArea1Stage8Mission5	使用職業\x0e\x05\x02\x022\0裝備{c[dc000d]}「醫生」套裝{c[000000]}\n通過「鬼：毒液獨眼雲」探索，\n並獲得{c[dc000d]}白金勳章{c[000000]}。
WArea1Stage8Mission6	在{c[dc000d]}沒有任何人力竭{c[000000]}的情況下\n通過「鬼：毒液獨眼雲」探索，\n並獲得{c[dc000d]}白金勳章{c[000000]}。
WArea1Stage8Mission7	在玩家等級{c[dc000d]}50以上{c[000000]}的情況下\n通過「鬼：毒液獨眼雲」探索。
WArea1Stage8Mission8	在{c[dc000d]}35秒內{c[000000]}通過\n「鬼：毒液獨眼雲」探索。
WArea2Stage5Mission1	通過「鬼：冰龍」探索。
WArea2Stage5Mission2	使用職業\x0e\x05\0\x020\0裝備{c[dc000d]}「深淵金屬」套裝{c[000000]}\n通過「鬼：冰龍」探索，\n並獲得{c[dc000d]}黃金勳章以上{c[000000]}的評價。
WArea2Stage5Mission3	在「鬼：冰龍」探索中{c[dc000d]}沒有任何人力竭{c[000000]}。
WArea2Stage5Mission4	於通過「鬼：冰龍」探索時\n獲得{c[dc000d]}白金勳章{c[000000]}。
WArea2Stage5Mission5	使用職業\x0e\x05\0\x020\0裝備{c[dc000d]}「魚魚」套裝{c[000000]}\n通過「鬼：冰龍」探索，\n並獲得{c[dc000d]}白金勳章{c[000000]}。
WArea2Stage5Mission6	用職業\x0e\x05\0\x020\0的招式{c[dc000d]}「龍捲斬」{c[000000]}\n給予「鬼：冰龍」最後一擊。
WArea2Stage5Mission7	以職業\x0e\x05\0\x020\0裝備{c[dc000d]}稀有度4以下的{c[000000]}武器防具\n通過「鬼：冰龍」探索，\n並獲得{c[dc000d]}白金勳章{c[000000]}。
WArea2Stage5Mission8	在{c[dc000d]}35秒內{c[000000]}通過\n「鬼：冰龍」探索。
WArea3Stage5Mission1	通過「鬼：電火花錘星猩」探索。
WArea3Stage5Mission2	使用職業\x0e\x05\x01\x021\0裝備{c[dc000d]}「花開」套裝{c[000000]}\n通過「鬼：電火花錘星猩」探索，\n並獲得{c[dc000d]}黃金勳章以上{c[000000]}的評價。
WArea3Stage5Mission3	在「鬼：電火花錘星猩」探索中{c[dc000d]}沒有任何人力竭{c[000000]}。
WArea3Stage5Mission4	於通過「鬼：電火花錘星猩」探索時\n獲得{c[dc000d]}白金勳章{c[000000]}。
WArea3Stage5Mission5	以職業\x0e\x05\x01\x021\0裝備{c[dc000d]}稀有度7以下的{c[000000]}武器防具\n通過「鬼：電火花錘星猩」探索，\n並獲得{c[dc000d]}白金勳章{c[000000]}。
WArea3Stage5Mission6	用職業\x0e\x05\x01\x021\0的招式{c[dc000d]}「鬼殺火焰錘」{c[000000]}\n給予「鬼：電火花錘星猩」最後一擊。
WArea3Stage5Mission7	通過「鬼：電火花錘星猩」探索，\n並且在探索中將敵人的{c[dc000d]}椰子炸彈破壞2次{c[000000]}，\n獲得{c[dc000d]}白金勳章{c[000000]}。
WArea3Stage5Mission8	在{c[dc000d]}35秒內{c[000000]}通過\n「鬼：電火花錘星猩」探索。
WArea1Stage9Mission1	通過「鬼：隊伍‧冷若冰霜」探索。
WArea1Stage9Mission2	使用職業\x0e\x05\0\x020\0裝備{c[dc000d]}「蒼炎」套裝{c[000000]}\n通過「鬼：隊伍‧冷若冰霜」探索。
WArea1Stage9Mission3	在「鬼：隊伍‧冷若冰霜」探索中，\n使用職業\x0e\x05\0\x020\0的招式{c[dc000d]}「龍捲斬」{c[000000]}命中敵人3次。
WArea1Stage9Mission4	於通過「鬼：隊伍‧冷若冰霜」探索時\n獲得{c[dc000d]}白金勳章{c[000000]}。
WArea1Stage9Mission5	使用職業\x0e\x05\0\x020\0裝備{c[dc000d]}「騎士」套裝{c[000000]}\n通過「鬼：隊伍‧冷若冰霜」探索，\n並獲得{c[dc000d]}白金勳章{c[000000]}。
WArea1Stage9Mission6	在{c[dc000d]}不使用好友隕石{c[000000]}的情況下\n通過「鬼：隊伍‧冷若冰霜」探索，\n並獲得{c[dc000d]}白金勳章{c[000000]}。
WArea1Stage9Mission7	使用職業\x0e\x05\0\x020\0裝備{c[dc000d]}「緋紅」套裝{c[000000]}\n通過「鬼：隊伍‧冷若冰霜」探索，\n並獲得{c[dc000d]}白金勳章{c[000000]}。
WArea1Stage9Mission8	在{c[dc000d]}40秒內{c[000000]}通過\n「鬼：隊伍‧冷若冰霜」探索。
WArea2Stage6Mission1	通過「鬼：傳送帕托利斯」探索。
WArea2Stage6Mission2	使用職業\x0e\x05\x03\x023\0裝備{c[dc000d]}「墮落錫安」套裝{c[000000]}\n通過「鬼：傳送帕托利斯」探索，\n並獲得{c[dc000d]}黃金勳章以上{c[000000]}的評價。
WArea2Stage6Mission3	在「鬼：傳送帕托利斯」探索中\n發動{c[dc000d]}好友隕石{c[000000]}。
WArea2Stage6Mission4	於通過「鬼：傳送帕托利斯」探索時\n獲得{c[dc000d]}白金勳章{c[000000]}。
WArea2Stage6Mission5	使用職業\x0e\x05\x03\x023\0裝備{c[dc000d]}「黃金」套裝{c[000000]}\n通過「鬼：傳送帕托利斯」探索，\n並獲得{c[dc000d]}白金勳章{c[000000]}。
WArea2Stage6Mission6	在{c[dc000d]}沒有任何人力竭{c[000000]}的情況下\n通過「鬼：傳送帕托利斯」探索，\n並獲得{c[dc000d]}白金勳章{c[000000]}。
WArea2Stage6Mission7	使用職業\x0e\x05\x03\x023\0通過「鬼：傳送帕托利斯」探索，\n並且在探索中{c[dc000d]}停止敵人的時間{c[000000]}，\n獲得{c[dc000d]}白金勳章{c[000000]}。
WArea2Stage6Mission8	在{c[dc000d]}35秒內{c[000000]}通過\n「鬼：傳送帕托利斯」探索。
WArea3Stage6Mission1	通過「鬼：風語大樹」探索。
WArea3Stage6Mission2	使用職業\x0e\x05\x02\x022\0裝備{c[dc000d]}「啾啾」套裝{c[000000]}\n通過「鬼：風語大樹」探索，\n並獲得{c[dc000d]}黃金勳章以上{c[000000]}的評價。
WArea3Stage6Mission3	在「鬼：風語大樹」探索中{c[dc000d]}沒有任何人力竭{c[000000]}。
WArea3Stage6Mission4	於通過「鬼：風語大樹」探索時\n獲得{c[dc000d]}白金勳章{c[000000]}。
WArea3Stage6Mission5	使用職業\x0e\x05\x02\x022\0裝備{c[dc000d]}「瘋狂」套裝{c[000000]}\n通過「鬼：風語大樹」探索，\n並獲得{c[dc000d]}白金勳章{c[000000]}。
WArea3Stage6Mission6	在{c[dc000d]}沒有任何人力竭{c[000000]}的情況下\n通過「鬼：風語大樹」探索，\n並獲得{c[dc000d]}白金勳章{c[000000]}。
WArea3Stage6Mission7	在{c[dc000d]}自己沒有被壓扁過{c[000000]}的情況下\n通過「鬼：風語大樹」探索，\n並獲得{c[dc000d]}白金勳章{c[000000]}。
WArea3Stage6Mission8	在{c[dc000d]}40秒內{c[000000]}通過\n「鬼：風語大樹」探索。
WArea3Stage7Mission1	通過「鬼：電龍」探索。
WArea3Stage7Mission2	使用職業\x0e\x05\x01\x021\0裝備{c[dc000d]}「黃金」套裝{c[000000]}\n通過「鬼：電龍」探索，\n並獲得{c[dc000d]}白銀勳章以上{c[000000]}的評價。
WArea3Stage7Mission3	於通過「鬼：電龍」探索時\n獲得{c[dc000d]}黃金勳章以上{c[000000]}的評價。
WArea3Stage7Mission4	在{c[dc000d]}50秒內{c[000000]}通過\n「鬼：電龍」探索。
WArea3Stage7Mission5	使用職業\x0e\x05\x01\x021\0裝備{c[dc000d]}「黃金」套裝{c[000000]}\n通過「鬼：電龍」探索，\n並獲得{c[dc000d]}白金勳章{c[000000]}。
WArea3Stage7Mission6	在「鬼：電龍」探索中，\n使用職業\x0e\x05\x01\x021\0的招式{c[dc000d]}「鬼殺火焰錘」{c[000000]}命中敵人3次。
WArea3Stage7Mission7	在{c[dc000d]}沒有受到過{c[000000]}敵人{c[dc000d]}任何傷害{c[000000]}的情況下\n通過「鬼：電龍」探索。
WArea3Stage7Mission8	在{c[dc000d]}35秒內{c[000000]}通過\n「鬼：電龍」探索。
WArea4Stage4Mission1	通過「鬼：隊伍‧三位一體」探索。
WArea4Stage4Mission2	使用職業\x0e\x05\x01\x021\0裝備{c[dc000d]}「凝視者」套裝{c[000000]}\n通過「鬼：隊伍‧三位一體」探索。
WArea4Stage4Mission3	於通過「鬼：隊伍‧三位一體」探索時\n獲得{c[dc000d]}黃金勳章以上{c[000000]}的評價。
WArea4Stage4Mission4	於通過「鬼：隊伍‧三位一體」探索時\n獲得{c[dc000d]}白金勳章{c[000000]}。
WArea4Stage4Mission5	使用職業\x0e\x05\x01\x021\0裝備{c[dc000d]}「獨眼巨人」套裝{c[000000]}\n通過「鬼：隊伍‧三位一體」探索，\n並獲得{c[dc000d]}白金勳章{c[000000]}。
WArea4Stage4Mission6	在{c[dc000d]}沒有受到過{c[000000]}敵人{c[dc000d]}任何傷害{c[000000]}的情況下\n通過「鬼：隊伍‧三位一體」探索。
WArea4Stage4Mission7	在{c[dc000d]}50秒內{c[000000]}通過\n「鬼：隊伍‧三位一體」探索。
WArea4Stage4Mission8	在{c[dc000d]}35秒內{c[000000]}通過\n「鬼：隊伍‧三位一體」探索。
WArea4Stage5Mission1	通過「鬼：火焰加爾波洛斯」探索。
WArea4Stage5Mission2	使用職業\x0e\x05\0\x020\0\n裝備{c[dc000d]}「鯊魚鋸」{c[000000]}與{c[dc000d]}「南洋魚頭帽」{c[000000]}\n通過「鬼：火焰加爾波洛斯」探索。
WArea4Stage5Mission3	於通過「鬼：火焰加爾波洛斯」探索時\n獲得{c[dc000d]}黃金勳章以上{c[000000]}的評價。
WArea4Stage5Mission4	於通過「鬼：火焰加爾波洛斯」探索時\n獲得{c[dc000d]}白金勳章{c[000000]}。
WArea4Stage5Mission5	使用職業\x0e\x05\0\x020\0裝備{c[dc000d]}「魚魚」套裝{c[000000]}\n通過「鬼：火焰加爾波洛斯」探索，\n並獲得{c[dc000d]}白金勳章{c[000000]}。
WArea4Stage5Mission6	在{c[dc000d]}不使用好友隕石{c[000000]}的情況下\n通過「鬼：火焰加爾波洛斯」探索，\n並獲得{c[dc000d]}白金勳章{c[000000]}。
WArea4Stage5Mission7	用職業\x0e\x05\0\x020\0的招式{c[dc000d]}「迴旋斬」{c[000000]}\n給予「鬼：火焰加爾波洛斯」最後一擊。
WArea4Stage5Mission8	在{c[dc000d]}35秒內{c[000000]}通過\n「鬼：火焰加爾波洛斯」探索。
WArea4Stage6Mission1	通過「鬼：火山蛙」探索。
WArea4Stage6Mission2	使用職業\x0e\x05\x02\x022\0裝備{c[dc000d]}「啾啾」套裝{c[000000]}\n通過「鬼：火山蛙」探索。
WArea4Stage6Mission3	於通過「鬼：火山蛙」探索時\n獲得{c[dc000d]}黃金勳章以上{c[000000]}的評價。
WArea4Stage6Mission4	於通過「鬼：火山蛙」探索時\n獲得{c[dc000d]}白金勳章{c[000000]}。
WArea4Stage6Mission5	使用職業\x0e\x05\x02\x022\0裝備{c[dc000d]}「塔狼蛛」套裝{c[000000]}\n通過「鬼：火山蛙」探索，\n並獲得{c[dc000d]}白金勳章{c[000000]}。
WArea4Stage6Mission6	在{c[dc000d]}沒有任何人力竭{c[000000]}的情況下\n通過「鬼：火山蛙」探索，\n並獲得{c[dc000d]}白金勳章{c[000000]}。
WArea4Stage6Mission7	在{c[dc000d]}自己沒有被吞掉過{c[000000]}的情況下\n通過「鬼：火山蛙」探索，\n並獲得{c[dc000d]}白金勳章{c[000000]}。
WArea4Stage6Mission8	在{c[dc000d]}45秒內{c[000000]}通過\n「鬼：火山蛙」探索。
WArea4Stage7Mission1	通過「鬼：大洛啪」探索。
WArea4Stage7Mission2	使用職業\x0e\x05\x01\x021\0裝備{c[dc000d]}「幸福」套裝{c[000000]}\n通過「鬼：大洛啪」探索，\n並獲得{c[dc000d]}黃金勳章以上{c[000000]}的評價。
WArea4Stage7Mission3	在「鬼：大洛啪」探索中，\n使用職業\x0e\x05\x01\x021\0的招式{c[dc000d]}「鬼殺火焰錘」{c[000000]}命中敵人2次。
WArea4Stage7Mission4	於通過「鬼：大洛啪」探索時\n獲得{c[dc000d]}白金勳章{c[000000]}。
WArea4Stage7Mission5	使用職業\x0e\x05\x01\x021\0裝備{c[dc000d]}「驚奇非凡」套裝{c[000000]}\n通過「鬼：大洛啪」探索，\n並獲得{c[dc000d]}白金勳章{c[000000]}。
