CHAPTER/chapter01_ev
C01_EV1000_00010_ENZO	亲爱的……\n艾多……！艾多娜……
COP_NAME_IT_R_427	头发颜色 β4粉色
COP_NAME_IT_R_423	头发颜色 β4黄色
COP_NAME_IT_R_424	头发颜色 β4绿色
COP_NAME_IT_R_425	头发颜色 β4橙色
COP_NAME_IT_R_500	调色子弹\n1st原型
COP_NAME_IT_R_501	调色子弹30\n1st白色
COP_NAME_IT_R_502	调色子弹31\n1st红色
COP_NAME_IT_R_503	调色子弹32\n1st黄色
COP_NAME_IT_R_504	调色子弹33\n1st绿色
COP_NAME_IT_R_505	调色子弹34\n1st蓝色
COP_NAME_IT_R_506	调色子弹35\n1st紫色
COP_NAME_IT_R_507	调色子弹36\n1st粉色
COP_NAME_IT_R_520	头发颜色 1st黑色
COP_NAME_IT_R_521	头发颜色 1st银色
COP_NAME_IT_R_522	头发颜色 1st红色
COP_NAME_IT_R_526	头发颜色 1st紫色
COP_NAME_IT_R_527	头发颜色 1st粉色
COP_NAME_IT_R_523	头发颜色 1st黄色
COP_NAME_IT_R_524	头发颜色 1st绿色
COP_NAME_IT_R_525	头发颜色 1st橙色
COP_NAME_IT_R_550	镜框颜色\n1st黑色
COP_NAME_IT_R_551	镜框颜色\n1st红色
COP_NAME_IT_R_552	镜框颜色\n1st深蓝
COP_NAME_IT_R_553	镜框颜色\n1st橙色
COP_NAME_IT_R_554	镜框颜色\n1st粉色
COP_NAME_IT_R_555	镜框颜色\n1st黄色
COP_NAME_IT_R_556	镜框颜色\n1st绿色
COP_NAME_IT_R_557	镜框颜色\n1st白色
COP_NAME_IT_R_600	调色子弹\n2nd原型
COP_NAME_IT_R_601	调色子弹37\n2nd白色
COP_NAME_IT_R_602	调色子弹38\n2nd红色
COP_NAME_IT_R_603	调色子弹39\n2nd黄色
COP_NAME_IT_R_604	调色子弹40\n2nd绿色
COP_NAME_IT_R_605	调色子弹41\n2nd蓝色
COP_NAME_IT_R_606	调色子弹42\n2nd紫色
COP_NAME_IT_R_607	调色子弹43\n2nd粉色
COP_NAME_IT_R_620	头发颜色 2nd黑色
COP_NAME_IT_R_621	头发颜色 2nd银色
COP_NAME_IT_R_622	头发颜色 2nd红色
COP_NAME_IT_R_626	头发颜色 2nd紫色
COP_NAME_IT_R_627	头发颜色 2nd粉色
COP_NAME_IT_R_623	头发颜色 2nd黄色
COP_NAME_IT_R_624	头发颜色 2nd绿色
COP_NAME_IT_R_625	头发颜色 2nd橙色
COP_NAME_IT_R_650	镜框颜色\n2nd黑色
COP_NAME_IT_R_651	镜框颜色\n2nd红色
COP_NAME_IT_R_652	镜框颜色\n2nd深蓝
COP_NAME_IT_R_653	镜框颜色\n2nd橙色
COP_NAME_IT_R_654	镜框颜色\n2nd粉色
COP_NAME_IT_R_655	镜框颜色\n2nd黄色
COP_NAME_IT_R_656	镜框颜色\n2nd绿色
COP_NAME_IT_R_657	镜框颜色\n2nd白色
COP_NAME_IT_R_900	调色子弹\n3rd原型
COP_NAME_IT_R_901	调色子弹44\n3rd白色
COP_NAME_IT_R_902	调色子弹45\n3rd红色
COP_NAME_IT_R_903	调色子弹46\n3rd黄色
COP_NAME_IT_R_904	调色子弹47\n3rd绿色
COP_NAME_IT_R_905	调色子弹48\n3rd蓝色
COP_NAME_IT_R_906	调色子弹49\n3rd紫色
COP_NAME_IT_R_907	调色子弹50\n3rd粉色
COP_NAME_IT_R_920	头发颜色 3rd黑色
COP_NAME_IT_R_921	头发颜色 3rd银色
COP_NAME_IT_R_922	头发颜色 3rd红色
COP_NAME_IT_R_926	头发颜色 3rd紫色
COP_NAME_IT_R_927	头发颜色 3rd粉色
COP_NAME_IT_R_923	头发颜色 3rd黄色
COP_NAME_IT_R_924	头发颜色 3rd绿色
COP_NAME_IT_R_925	头发颜色 3rd橙色
COP_NAME_IT_R_950	镜框颜色\n3rd黑色
COP_NAME_IT_R_951	镜框颜色\n3rd红色
COP_NAME_IT_R_952	镜框颜色\n3rd深蓝
COP_NAME_IT_R_953	镜框颜色\n3rd橙色
COP_NAME_IT_R_954	镜框颜色\n3rd粉色
COP_NAME_IT_R_955	镜框颜色\n3rd黄色
COP_NAME_IT_R_956	镜框颜色\n3rd绿色
COP_NAME_IT_R_957	镜框颜色\n3rd白色
COP_NAME_IT_R_980	调色子弹
COP_NAME_IT_S_003	魔女之心碎片
COP_NAME_IT_S_004	魔女之心
COP_NAME_IT_S_005	月之珍珠碎片
COP_NAME_IT_S_006	月之珍珠
COP_NAME_IT_S_901	蓝色徽章
COP_NAME_IT_S_911	徽章碎片
COP_NAME_IT_S_007	混沌的齿轮
COP_NAME_IT_S_008	黑暗猫咪
COP_NAME_IT_S_009	黑色蟾蜍
COP_NAME_IT_S_010	黑夜乌鸦
COP_NAME_WP_B_001	真我本色
COP_NAME_WP_B_002	吉·皮拉
COP_NAME_WP_B_003	燃烧蜘蛛溜溜球
COP_NAME_WP_B_004	萨姆扇
COP_NAME_WP_B_005	冷酷的阿尔忒阿
COP_NAME_WP_B_006	利比特力必多BZ55
COP_NAME_WP_B_007	阿布拉卡达布拉
COP_NAME_WP_B_008	爱尔娜
COP_NAME_WP_B_009	死亡快车
COP_NAME_WP_B_010	卡西欧佩亚
COP_NAME_WP_B_011	塔尔塔罗斯之门
COP_NAME_WP_B_012	罗丹
COP_NAME_WP_B_013	手枪
COP_NAME_WP_B_014	斯卡布罗集市
COP_NAME_WP_B_015	蓝色的爱
COP_NAME_WP_V_051	魔舞太刀
COP_NAME_WP_V_052	靶心之吻
COP_NAME_WP_V_053	空拳状态
COP_NAME_WP_V_054	秘藏之力解放中
COP_NAME_WP_J_071	All 4 One
COP_NAME_AC_B_001	赛勒涅之光
COP_NAME_AC_B_002	魔界通信器
COP_NAME_AC_B_003	普莉的守护蝶
COP_NAME_AC_B_004	帝涅塔之星
COP_NAME_AC_B_005	恶有恶报的念珠
COP_NAME_AC_B_006	绝望的眼神
COP_NAME_AC_B_007	摩诃迦罗之月
COP_NAME_AC_B_008	时之耳环
COP_NAME_AC_B_009	激昂的狼牙
COP_NAME_AC_B_010	族长之证
COP_NAME_AC_B_011	巅峰耳饰
COP_NAME_AC_B_012	报酬小锤
COP_NAME_AC_B_013	塔罗斯的真核
COP_NAME_AC_B_014	杜尔迦的战歌
COP_NAME_AC_B_015	驯服悍马的缰绳
COP_NAME_AC_A_001	永恒之提线木偶
CORE_NOTEL_NAME_001	天魔孤岛1
CORE_NOTEL_NAME_002	天魔孤岛2
CORE_NOTEL_NAME_003	天魔孤岛3
CORE_NOTEL_NAME_004	被封印的魔像
CORE_NOTEL_NAME_005	这是钥匙！
CORE_NOTEL_NAME_006	混沌的狭缝
CORE_NOTEL_NAME_007	黑暗冰冷的深渊
CORE_NOTEL_NAME_008	化为残像显现的记忆
CORE_NOTEL_NAME_009	神秘传单
CORE_NOTEL_NAME_010	保龄球对决
CORE_NOTEL_NAME_011	必须守护的事物
CORE_NOTEL_NAME_012	主从之情
CORE_NOTEL_NAME_013	吾等怪盗暗影
CORE_NOTEL_NAME_014	午后时光
CORE_NOTEL_NAME_015	这次一定要！！！
CORE_NOTEL_NAME_016	徘徊的灵魂
CORE_NOTEL_NAME_017	魔女之谷
CORE_NOTEL_NAME_018	流沙之河
CORE_NOTEL_NAME_019	毒之神殿
CORE_NOTEL_NAME_020	魔之气息
CORE_NOTEL_NAME_021	来者皆拒的风
CORE_NOTEL_NAME_022	最高机密
CORE_NOTEL_NAME_023	不安的气氛
CORE_NOTEL_NAME_024	撤退命令
CORE_NOTEL_NAME_025	宜人的音色
CORE_CHARA_NAME_01	蓓优妮塔
CORE_CHARA_NAME_02	薇欧拉
CORE_CHARA_NAME_03	贞德
CORE_CHARA_NAME_04	路卡
CORE_CHARA_NAME_05	罗丹
CORE_CHARA_NAME_06	恩佐
CORE_CHARA_NAME_07	康纳·西格鲁兹
CORE_CHARA_NAME_08	密多迈亚斯·西格鲁兹
CORE_CHARA_NAME_09	辛裘拉利提
CORE_CHARA_NAME_10	蓓优妮塔 β0
CORE_CHARA_NAME_11	蓓优妮塔 β1
CORE_CHARA_NAME_12	蓓优妮塔 β2
CORE_CHARA_NAME_13	蓓优妮塔 β3
CORE_CHARA_NAME_14	蓓优妮塔 β4
CORE_CHARA_NAME_15	蓓优妮塔 1
CORE_CHARA_NAME_16	蓓优妮塔 2
CORE_CHARA_NAME_17	贞德 β3
CORE_CHARA_NAME_18	罗莎 β4
CORE_CHARA_NAME_21	莱卡翁
CORE_CHARA_ALIAS_01	创世魔女
CORE_CHARA_ALIAS_02	初出茅庐的魔女
CORE_CHARA_ALIAS_03	白金魔女
CORE_CHECKP_NAME_PRO_01	P-1 从头开始
CORE_CHECKP_NAME_PRO_02	P-2 残留的大楼屋顶
CORE_CHECKP_NAME_PRO_03	P-3 客船甲板上
CORE_CHECKP_NAME_C01_01	1-1 从头开始
CORE_CHECKP_NAME_C01_02	1-2 裂口
CORE_CHECKP_NAME_C01_03	1-3 全向交叉路口
CORE_CHECKP_NAME_C01_04	1-4 地狱之门前
CORE_CHECKP_NAME_C02_01	2-1 从头开始
CORE_CHECKP_NAME_C02_02	2-2 被消失包围的广场
CORE_CHECKP_NAME_C02_03	2-3 消失的大楼屋顶
CORE_CHECKP_NAME_C02_04	2-4 迷茫的兽人面前
CORE_CHECKP_NAME_C03_01	3-1 从头开始
CORE_CHECKP_NAME_C03_02	3-2 正门前
CORE_CHECKP_NAME_C03_03	3-3 巨大赫姆库鲁斯的背部
CORE_CHECKP_NAME_C04_01	4-1 从头开始
CORE_CHECKP_NAME_C04_02	4-2 英雄的广场
CORE_CHECKP_NAME_C04_03	4-3 训练广场
CORE_CHECKP_NAME_C04_04	4-4 炎辰殿 入口前
CORE_CHECKP_NAME_C05_01	5-1 从头开始
CORE_CHECKP_NAME_C05_02	5-2 外门前广场
CORE_CHECKP_NAME_C05_03	5-3 钟乳石洞入口前
CORE_CHECKP_NAME_C05_04	5-4 无明楼前回廊
CORE_CHECKP_NAME_C06_01	6-1 从头开始
CORE_CHECKP_NAME_C06_02	6-2 镇魂之塔前
CORE_CHECKP_NAME_C06_03	6-3 炎申殿 升降机乘坐处前
CORE_CHECKP_NAME_C06_04	6-4 炎申殿 入口前
CORE_CHECKP_NAME_C07_01	7-1 从头开始
CORE_CHECKP_NAME_C07_02	7-2 沙漠
CORE_CHECKP_NAME_C07_03	7-3 即席绿洲
CORE_CHECKP_NAME_C07_04	7-4 腐朽的遗迹
CORE_CHECKP_NAME_C08_01	8-1 从头开始
CORE_CHECKP_NAME_C08_02	8-2 地下神殿前
CORE_CHECKP_NAME_C08_03	8-3 神殿 后门前
CORE_CHECKP_NAME_C09_01	9-1 从头开始
CORE_CHECKP_NAME_C09_02	9-2 神殿 入口前
CORE_CHECKP_NAME_C09_03	9-3 砝码房间
CORE_CHECKP_NAME_C09_04	9-4 宝物库
CORE_CHECKP_NAME_C09_05	9-5 大天秤之厅
CORE_CHECKP_NAME_C10_01	10-1 从头开始
CORE_CHECKP_NAME_C10_02	10-2 裂口
CORE_CHECKP_NAME_C10_03	10-3 通往“光荣之门”的道路
CORE_CHECKP_NAME_C11_01	11-1 从头开始
CORE_CHECKP_NAME_C11_02	11-2 冲破黑暗后
CORE_CHECKP_NAME_C11_03	11-3 次元扭曲的侵蚀
CORE_CHECKP_NAME_C11_04	11-4 燃烧的广场
CORE_CHECKP_NAME_C12_01	12-1 从头开始
CORE_CHECKP_NAME_C12_02	12-2 陷入黑暗的城市
CORE_CHECKP_NAME_C12_03	12-3 森林公园
CORE_CHECKP_NAME_C12_04	12-4 歌剧舞台
CORE_CHECKP_NAME_C13_01	13-1 从头开始
CORE_CHECKP_NAME_C13_04	13-2 裂口
CORE_CHECKP_NAME_C13_05	13-3 活战舰
CORE_CHECKP_NAME_C13_06	13-4 迷惘的探求者
CORE_CHECKP_NAME_C13_02	13-2 活战舰
CORE_CHECKP_NAME_C13_03	13-3 迷惘的探求者
CORE_CHECKP_NAME_MAX_01	14-1 从头开始
CORE_CHECKP_NAME_MAX_02	14-2 卫星轨道上
CORE_CHECKP_NAME_MAX_03	14-3 万花筒
CORE_CHECKP_NAME_MAX_04	14-4 于逐渐消逝的世界尽头
CORE_CHECKP_NAME_WIT_01	魔女试验Ⅰ
CORE_CHECKP_NAME_WIT_02	魔女试验Ⅱ
CORE_CHECKP_NAME_WIT_03	魔女试验Ⅲ
GLY_TITLE_000	标题语音 日文
GLY_TITLE_001	标题语音 英文
GLY_TITLE_002	The Beginning Of The End
GLY_TITLE_003	Requiem
GLY_TITLE_004	EV001 崩坏开始
GLY_TITLE_005	GM01 章节开始
GLY_TITLE_006	EV002-1 序章
GLY_TITLE_007	EV002-2 It Might As Well Be Routine
GLY_TITLE_008	EV002-3 预感 A
GLY_TITLE_009	EV002-4 预感 B
GLY_TITLE_010	EV002-5 在船上的派对
GLY_TITLE_011	EV002-6 恩佐的不满
GLY_TITLE_012	EV002-7 未知的袭击 A
GLY_TITLE_013	EV002-8 罗丹登场
GLY_TITLE_014	EV002-9 未知的袭击 B
GLY_TITLE_015	赫姆库鲁斯降临
GLY_TITLE_016	EV002-10 跳舞派对！
GLY_TITLE_017	Moonlight Serenade (Eternal Climax Mix)
GLY_TITLE_018	EV003-1 罗丹的宅配
GLY_TITLE_019	EV003-2 装备真我本色
GLY_TITLE_020	EV003-3 恶魔变装
GLY_TITLE_021	Theme Of Bayonetta 3 - Al Fine
GLY_TITLE_022	EV004-1 库姆洛林布斯登场
GLY_TITLE_023	EV004-2 蓓优妮塔准备迎战 A
GLY_TITLE_024	The Heavies (3rd Climax Ver.)
GLY_TITLE_025	EV005-1 反抗的魔兽
GLY_TITLE_026	EV005-2 古代魔导术恶魔奴隶
GLY_TITLE_027	召唤魔兽 (3rd Climax Ver.)
GLY_TITLE_028	EV006 侵略者的威胁
GLY_TITLE_029	Kraken - Abyss
GLY_TITLE_030	EV007 贞德的危机
GLY_TITLE_031	Kraken - Emerged
GLY_TITLE_032	Get To The Climax!
GLY_TITLE_033	EV008 罗丹的一小部分
GLY_TITLE_034	GM02 章节过关
GLY_TITLE_035	The Gates Of Hell (Original Ver.)
GLY_TITLE_036	EV009-1 未知的真正身分 A
GLY_TITLE_037	EV009-2 未知的真正身分 B
GLY_TITLE_038	EV009-3 薇欧拉的请求
GLY_TITLE_039	恶魔降临 / Bayonetta 2
GLY_TITLE_040	EV009-4 我行我素的小柴猫
GLY_TITLE_041	EV010-1 前往远海孤岛
GLY_TITLE_042	EV010-2 蓓优妮塔准备迎战 B
GLY_TITLE_043	天魔孤岛图勒
GLY_TITLE_044	新的路标
GLY_TITLE_045	混沌的狭缝 裂口
GLY_TITLE_046	车站广播提示音
GLY_TITLE_047	EV011-1 背后突袭
GLY_TITLE_048	巨大赫姆库鲁斯降临
GLY_TITLE_049	EV011-2 伊利迪生特登场
GLY_TITLE_050	Ride On Gomorrah!
GLY_TITLE_051	ST01-1 逐渐沉没的城市 - 全向交叉路口
GLY_TITLE_052	EV012-1 赫姆库鲁斯的侵略
GLY_TITLE_053	EV012-2 蓓优妮塔出场！
GLY_TITLE_054	哥德堡变奏曲 咏叹调
GLY_TITLE_055	EV013 获得吉·皮拉
GLY_TITLE_056	前往下水道
GLY_TITLE_057	Free Battle
GLY_TITLE_058	EV014-1 帕努斯登场
GLY_TITLE_059	EV014-2 蓓优妮塔准备迎战 C
GLY_TITLE_060	幻影
GLY_TITLE_061	EV015 触碰之后
GLY_TITLE_062	EV016 记忆的残渣 A
GLY_TITLE_063	EV017-1 编织灼热者 蜘蛛亡灵
GLY_TITLE_064	EV017-2 PURPLE-EXCITING JUICE
GLY_TITLE_065	ST01-2 逐渐沉没的城市 - 东边出口
GLY_TITLE_066	EV018 拉库诺素斯登场
GLY_TITLE_067	EV019 阿士佩拉图斯登场
GLY_TITLE_068	EV020 消失的骇浪
GLY_TITLE_069	The Demon Rider
GLY_TITLE_070	EV021 短暂别离
GLY_TITLE_071	EV022 兽人强袭
GLY_TITLE_072	Red Moon
GLY_TITLE_073	EV023-1 开发崩坏！
GLY_TITLE_074	EV023-2 逃亡
GLY_TITLE_075	ST01-3 逐渐沉没的城市 - 正门前
GLY_TITLE_076	EV024-1 路卡登场
GLY_TITLE_077	EV024-2 命运的再会
GLY_TITLE_078	EV025 蓓优妮塔准备迎战 D
GLY_TITLE_079	EV026 孤高的魔女
GLY_TITLE_080	Try To Stop Me!
GLY_TITLE_081	Lagoon Of Clouds
GLY_TITLE_082	EV027-1 前往伊利迪生特体内
GLY_TITLE_083	EV027-2 魔女的怒火
GLY_TITLE_084	Catastrophe
GLY_TITLE_085	EV028 现象确定 A
GLY_TITLE_086	Witch Heart
GLY_TITLE_087	Crime and Punishment
GLY_TITLE_088	EV029-1 高热雷射
GLY_TITLE_089	EV029-2 容器消灭 A
GLY_TITLE_090	混沌的齿轮
GLY_TITLE_091	EV029-3 重返图勒
GLY_TITLE_092	EV030 前往军事设施
GLY_TITLE_093	Sneaking Mission!
GLY_TITLE_094	EV031 潜入
GLY_TITLE_095	任务开始
GLY_TITLE_096	逃走！
GLY_TITLE_097	QTJ
GLY_TITLE_098	任务过关
GLY_TITLE_099	EV032 逐渐消失的世界
GLY_TITLE_100	EV033 前往新世界
GLY_TITLE_101	ST02-1 宏伟的长城 - 西长安
GLY_TITLE_102	EV034 梅迪奥库利斯登场
GLY_TITLE_103	ST02-2 宏伟的长城 - 西长安（屋内）
GLY_TITLE_104	EV035 记忆的残渣 B
GLY_TITLE_105	EV036 战斗机关车 轰怨
GLY_TITLE_106	EV037 维尔迦登场
GLY_TITLE_107	The Gates Of Hell (Swing Ver.)
GLY_TITLE_108	时间沙漏
GLY_TITLE_109	EV038-1 薇欧拉奋战
GLY_TITLE_110	EV038-2 再会
GLY_TITLE_111	EV039-1 与薇欧拉的对话 A
GLY_TITLE_112	EV039-2 与薇欧拉的对话 B
GLY_TITLE_113	EV040 追上路卡
GLY_TITLE_114	ST02-3 宏伟的长城 - 双叉岭
GLY_TITLE_115	GH()ST
GLY_TITLE_116	EV041 建筑崩塌
GLY_TITLE_117	薇欧拉的灾难
GLY_TITLE_118	EV042 聂布罗素斯登场
GLY_TITLE_119	EV043 沃鲁图斯登场
GLY_TITLE_120	EV044 小柴猫的真本领 A
GLY_TITLE_121	ST02-4 宏伟的长城 - 两界山
GLY_TITLE_122	EV045 派罗库姆路斯登场
GLY_TITLE_123	火山爆发
GLY_TITLE_124	EV046 独眼魔女
GLY_TITLE_125	EV047 现象确定 B
GLY_TITLE_126	Queen Magick
GLY_TITLE_127	EV048-1 容器消灭 B
GLY_TITLE_128	EV048-2 世界瓦解 A
GLY_TITLE_129	The Heavies (SC Climax Ver.)
GLY_TITLE_130	EV049-1 图勒的岸壁
GLY_TITLE_131	EV049-2 薇欧拉千钧一发！
GLY_TITLE_132	EV050 迫降
GLY_TITLE_133	永远的海市蜃楼
GLY_TITLE_134	EV051 发现魔舞太刀！
GLY_TITLE_135	EV052-1 小柴猫的真本领 B
GLY_TITLE_136	EV052-2 小柴猫灵机一动
GLY_TITLE_137	流浪的小柴猫
GLY_TITLE_138	EV053 小柴猫的活跃表现
GLY_TITLE_139	ST03 无穷无尽的大地
GLY_TITLE_140	The Gates Of Hell (Bossa Nova Ver.)
GLY_TITLE_141	EV054 发现路卡
GLY_TITLE_142	EV055-1 路卡的异变
GLY_TITLE_143	EV055-2 兽人再临
GLY_TITLE_144	Red Lupus
GLY_TITLE_145	EV056 解放的力量
GLY_TITLE_146	EV057-1 兽人的追击
GLY_TITLE_147	EV057-2 再次与薇欧拉对话
GLY_TITLE_148	EV058-1 卡斯堤拉努斯登场
GLY_TITLE_149	EV058-2 蓓优妮塔准备迎战 E
GLY_TITLE_150	Red & Black (3rd Climax Mix)
GLY_TITLE_151	EV059 义勇魔女
GLY_TITLE_152	EV060 记忆的残渣 C
GLY_TITLE_153	毒妇之闺
GLY_TITLE_154	EV061 拉迪亚图斯登场
GLY_TITLE_155	EV062 姆卢斯登场
GLY_TITLE_156	EV063 与巴尔的对话
GLY_TITLE_157	EV064 瓦解的大桥
GLY_TITLE_158	契约之塔 - 入口
GLY_TITLE_159	契约之塔 - 内部
GLY_TITLE_160	EV065 记忆的残渣 D
GLY_TITLE_161	EV066 平定战尘者 玛法斯
GLY_TITLE_162	EV067 乘坐玛法斯
GLY_TITLE_163	狂飙之祭殿
GLY_TITLE_164	谜底解开
GLY_TITLE_165	遗迹瓦解
GLY_TITLE_166	迫近的消失
GLY_TITLE_167	EV068 宝物库的瓦解
GLY_TITLE_168	The Flying Demon
GLY_TITLE_169	EV069 奇罗史特拉图斯＆奇罗库姆路斯登场
GLY_TITLE_170	EV070 踌躇
GLY_TITLE_171	EV071 沙漠的魔女
GLY_TITLE_172	EV072-1 史特托库姆路斯登场
GLY_TITLE_173	EV072-2 现象确定 C
GLY_TITLE_174	Sovereigns Of Souls
GLY_TITLE_175	EV073-1 重力瓦解 A
GLY_TITLE_176	EV073-2 重力瓦解 B
GLY_TITLE_177	Elevator Combat
GLY_TITLE_178	EV074 在设施深处
GLY_TITLE_179	天魔孤岛图勒 - 幽天山岭
GLY_TITLE_180	EV075 欧帕库斯登场
GLY_TITLE_181	狭缝瓦解
GLY_TITLE_182	EV076 妖精王莱卡翁
GLY_TITLE_183	ST04-1 逐渐消失于黑暗的都市 - 光荣之门
GLY_TITLE_184	EV077 兽人的突袭
GLY_TITLE_185	EV078 薇欧拉的诉求
GLY_TITLE_186	ST04-2 逐渐消失于黑暗的都市 - 大街
GLY_TITLE_187	EV079 记忆的残渣 E
GLY_TITLE_188	EV080 刺穿破灭者 米克特兰特库特利
GLY_TITLE_189	EV081-1 壬波史特拉图斯登场
GLY_TITLE_190	EV081-2 蓓优妮塔准备迎战 F
GLY_TITLE_191	次元扭曲的侵蚀
GLY_TITLE_192	EV082 罗莎登场 / Bayonetta 2
GLY_TITLE_193	Battle for the Umbra Throne (3rd Climax Mix)
GLY_TITLE_194	EV083 追上钢铁魔女！
GLY_TITLE_195	The Hunters And The Hunted
GLY_TITLE_196	EV084-1 一次次离别
GLY_TITLE_197	EV084-2 被盗的齿轮
GLY_TITLE_198	ST04-3 逐渐消失于黑暗的都市 - 崩塌地带
GLY_TITLE_199	EV085-1 杜普利卡图斯登场
GLY_TITLE_200	EV085-2 蝴蝶夫人的一击
GLY_TITLE_201	EV085-3 蓓优妮塔准备迎战 G
GLY_TITLE_202	EV086-1 寄生舞
GLY_TITLE_203	EV086-2 VS召唤舞
GLY_TITLE_204	Gomorrah Brings Destruction
GLY_TITLE_205	EV087-1 魔术魔女 A
GLY_TITLE_206	EV087-2 Witch Dance Battle!
GLY_TITLE_207	EV087-3 魔术魔女 B
GLY_TITLE_208	Night Shadows Dancing
GLY_TITLE_209	EV088 寄生
GLY_TITLE_210	Fertile Rondo 日文语音
GLY_TITLE_211	Fertile Rondo 英文语音
GLY_TITLE_212	EV089 世界瓦解 B
GLY_TITLE_213	EV090-1 逃离设施
GLY_TITLE_214	EV090-2 华丽地乘车
GLY_TITLE_215	Groovy Speedway
GLY_TITLE_216	Le soleil couchant
GLY_TITLE_217	EV091 前往朋友身边
GLY_TITLE_218	EV092-1 与贞德会合
GLY_TITLE_219	EV092-2 碧落的祭坛
GLY_TITLE_220	Riders Of The Light (3rd Climax Mix) - Amazing EP Solo Ver.
GLY_TITLE_221	EV093 与贞德的对话
GLY_TITLE_222	Red & Black / Bayonetta
GLY_TITLE_223	EV094 阿乌雷欧雷登场
GLY_TITLE_224	Alpha Verse - Aureole Assault
GLY_TITLE_225	EV095 兽人的苦恼
GLY_TITLE_226	EV096 黑暗亚当
GLY_TITLE_227	EV097 真相
GLY_TITLE_228	EV098 西格鲁兹的计画
GLY_TITLE_229	EV099-1 通道消失
GLY_TITLE_230	EV099-2 路卡觉醒
GLY_TITLE_231	EV099-3 与路卡的对话 A
GLY_TITLE_232	EV099-4 小柴猫的真本领 C
GLY_TITLE_233	EV100 与辛裘拉利提相遇
GLY_TITLE_234	Singularity - Chaos
GLY_TITLE_235	EV101 前往宇宙
GLY_TITLE_236	Singularity - Balance
GLY_TITLE_237	EV102 暗影魔女
GLY_TITLE_238	朋友啊 / Bayonetta
GLY_TITLE_239	Singularity - Definition
GLY_TITLE_240	EV103 现象不确定
GLY_TITLE_241	Theme Of Bayonetta - Mysterious Destiny / Bayonetta
GLY_TITLE_242	EV104-1 与辛裘拉利提的对话 A
GLY_TITLE_243	EV104-2 与辛裘拉利提的对话 B
GLY_TITLE_244	EV105-1 薇欧拉的危机
GLY_TITLE_245	EV105-2 与路卡的对话 B
GLY_TITLE_246	EV106 深爱之人
GLY_TITLE_247	We Are As One
GLY_TITLE_248	EV107 在已消灭的世界
GLY_TITLE_249	Dark Eve
GLY_TITLE_250	EV108 最后一堂课 A
GLY_TITLE_251	EV109 最后一堂课 B
GLY_TITLE_252	Moonlight Serenade
GLY_TITLE_253	EV110 尾声
GLY_TITLE_254	Let's Dance Boys! (3rd Climax Mix)
GLY_TITLE_255	Best Memories
GLY_TITLE_256	GM03 雾之境
GLY_TITLE_257	Riders Of The Light (3rd Climax Mix) - Wonderful B3 Solo Ver.
GLY_TITLE_258	Riders Of The Light (3rd Climax Mix) - Crazy Gt Solo Ver.
GLY_TITLE_259	The Giants (2nd Climax Ver.) / Bayonetta 2
GLY_TITLE_260	The Heavies / Bayonetta
GLY_TITLE_261	The Heavies (2nd Climax Ver.) / Bayonetta 2
GLY_TITLE_262	Valor - In Courage And Gallantry / Bayonetta 2
GLY_TITLE_263	Fortitudo - In Labors And Dangers / Bayonetta
GLY_TITLE_264	Alraune - Whisperer Of Insanity / Bayonetta 2
GLY_TITLE_265	The Infinite One
GLY_AUTHOR_000	Bayonetta: Atsuko Tanaka
GLY_AUTHOR_000_2	Jeanne: Mie Sonozaki
GLY_AUTHOR_000_3	Viola: Miyuki Sawashiro
GLY_AUTHOR_000_4	Cereza: Miyuki Sawashiro
GLY_AUTHOR_000_5	Luka: Daisuke Namikawa
GLY_AUTHOR_000_6	Rodin: Tessyo Genda
GLY_AUTHOR_000_7	Enzo: Wataru Takagi
GLY_AUTHOR_000_8	Singularity: Toshihiko Seki
GLY_AUTHOR_001	Bayonetta: Jennifer Hale
GLY_AUTHOR_001_2	Jeanne: Grey DeLisle
GLY_AUTHOR_001_3	Viola:  Anna Brisbin
GLY_AUTHOR_001_4	Cereza: Angeli Wall
GLY_AUTHOR_001_5	Luka: Yuri Lowenthal
GLY_AUTHOR_001_6	Rodin: Dave Fennoy
GLY_AUTHOR_001_7	Enzo: John Kassir
GLY_AUTHOR_001_8	Singularity: Chris Cox
GLY_AUTHOR_002	Rei Kondoh (T's MUSIC Co.,Ltd)
GLY_AUTHOR_003	Hyun Kim
GLY_AUTHOR_004	Hyun Kim
GLY_AUTHOR_005	Masahiro Miyauchi
GLY_AUTHOR_006	Seiji Hotta
GLY_AUTHOR_007	Seiji Hotta
GLY_AUTHOR_008	Seiji Hotta
GLY_AUTHOR_009	Seiji Hotta
GLY_AUTHOR_010	Arrangement: Seiji Hotta  Original Song: Hiroshi Yamaguchi
GLY_AUTHOR_011	Seiji Hotta
GLY_AUTHOR_012	Seiji Hotta
GLY_AUTHOR_013	Seiji Hotta
GLY_AUTHOR_014	Masahiro Aoki (ViViX, Inc.)
GLY_AUTHOR_015	Tomoki Kameyama
GLY_AUTHOR_016	Masahiro Aoki (ViViX, Inc.)
GLY_AUTHOR_017	Arrangement: Seiji Hotta  Vocals: Chess Galea  Original Song: Glenn Miller  Lyrics: Mitchell Parish
GLY_AUTHOR_018	Masahiro Aoki (ViViX, Inc.)
GLY_AUTHOR_019	Masahiro Aoki (ViViX, Inc.)
