CHAPTER/chapter01_ev
C01_EV1000_00010_ENZO	カカア…\nエド…！ エドナ…
COP_NAME_IT_R_033	リトルエンジェル(白)
COP_NAME_IT_R_034	リトルエンジェル(黒)
COP_NAME_IT_R_035	ひよこちゃん
COP_NAME_IT_R_036	Nintendo Switch
COP_NAME_IT_R_998	古びた絵本
COP_NAME_IT_R_042	眠る犬の像
COP_NAME_IT_R_043	有名なビルのオブジェ
COP_NAME_IT_R_044	ハンディ提灯
COP_NAME_IT_R_045	投石器のマグネット
COP_NAME_IT_R_046	武将のオブジェ
COP_NAME_IT_R_047	仙人の水墨画
COP_NAME_IT_R_048	風神の砂時計
COP_NAME_IT_R_049	毒蛙のクッション
COP_NAME_IT_R_050	儀式の仮面
COP_NAME_IT_R_051	ミニチュア凱旋門
COP_NAME_IT_R_052	観光バスのブリキプレート
COP_NAME_IT_R_053	観光スポットマグネット
COP_NAME_IT_R_111	フィギュアボックス
COP_NAME_IT_R_112	カードパック
COP_NAME_IT_R_100	クルールバレット \nβ1オリジナル
COP_NAME_IT_R_101	クルールバレット1 \nβ1レッド
COP_NAME_IT_R_102	クルールバレット2 \nβ1ブラック
COP_NAME_IT_R_103	クルールバレット3 \nβ1オレンジ
COP_NAME_IT_R_104	クルールバレット4 \nβ1イエロー
COP_NAME_IT_R_105	クルールバレット5 \nβ1グリーン
COP_NAME_IT_R_106	クルールバレット6 \nβ1ブルー
COP_NAME_IT_R_107	クルールバレット7 \nβ1ピンク
COP_NAME_IT_R_120	ヘアカラー β1ブラック
COP_NAME_IT_R_121	ヘアカラー β1 シルバー
COP_NAME_IT_R_122	ヘアカラー β1レッド
COP_NAME_IT_R_126	ヘアカラー β1パープル
COP_NAME_IT_R_127	ヘアカラー β1ピンク
COP_NAME_IT_R_123	ヘアカラー β1イエロー
COP_NAME_IT_R_124	ヘアカラー β1グリーン
COP_NAME_IT_R_125	ヘアカラー β1オレンジ
COP_NAME_IT_R_150	フレームカラー \nβ1ブラック
COP_NAME_IT_R_151	フレームカラー \nβ1レッド
COP_NAME_IT_R_152	フレームカラー \nβ1ダークブルー
COP_NAME_IT_R_153	フレームカラー \nβ1オレンジ
COP_NAME_IT_R_154	フレームカラー \nβ1ピンク
COP_NAME_IT_R_155	フレームカラー \nβ1イエロー
COP_NAME_IT_R_156	フレームカラー \nβ1グリーン
COP_NAME_IT_R_157	フレームカラー \nβ1ホワイト
COP_NAME_IT_R_200	クルールバレット \nβ2オリジナル
COP_NAME_IT_R_201	クルールバレット9 \nβ2イエロー
COP_NAME_IT_R_202	クルールバレット10 \nβ2ブラック
COP_NAME_IT_R_203	クルールバレット11 \nβ2オレンジ
COP_NAME_IT_R_204	クルールバレット12 \nβ2エメラルド
COP_NAME_IT_R_205	クルールバレット13 \nβ2ブルー
COP_NAME_IT_R_206	クルールバレット14 \nβ2パープル
COP_NAME_IT_R_207	クルールバレット15 \nβ2ホワイト
COP_NAME_IT_R_220	ヘアカラー β2ブラック
COP_NAME_IT_R_221	ヘアカラー β2 シルバー
COP_NAME_IT_R_222	ヘアカラー β2レッド
COP_NAME_IT_R_226	ヘアカラー β2パープル
COP_NAME_IT_R_227	ヘアカラー β2ピンク
COP_NAME_IT_R_223	ヘアカラー β2イエロー
COP_NAME_IT_R_224	ヘアカラー β2グリーン
COP_NAME_IT_R_225	ヘアカラー β2オレンジ
COP_NAME_IT_R_300	クルールバレット \nβ3オリジナル
COP_NAME_IT_R_301	クルールバレット16 \nβ3ブルー
COP_NAME_IT_R_302	クルールバレット17 \nβ3レッド
COP_NAME_IT_R_303	クルールバレット18 \nβ3イエロー
COP_NAME_IT_R_304	クルールバレット19 \nβ3エメラルド
COP_NAME_IT_R_305	クルールバレット20 \nβ3ライトパープル
COP_NAME_IT_R_306	クルールバレット21 \nβ3ブラック
COP_NAME_IT_R_307	クルールバレット22 \nβ3シルクホワイト
COP_NAME_IT_R_320	ヘアカラー β3ブラック
COP_NAME_IT_R_321	ヘアカラー β3 シルバー
COP_NAME_IT_R_322	ヘアカラー β3レッド
COP_NAME_IT_R_326	ヘアカラー β3パープル
COP_NAME_IT_R_327	ヘアカラー β3ピンク
COP_NAME_IT_R_323	ヘアカラー β3イエロー
COP_NAME_IT_R_324	ヘアカラー β3グリーン
COP_NAME_IT_R_325	ヘアカラー β3オレンジ
COP_NAME_IT_R_400	クルールバレット \nβ4オリジナル
COP_NAME_IT_R_401	クルールバレット23 \nβ4ダークブルー
COP_NAME_IT_R_402	クルールバレット24 \nβ4レッド
COP_NAME_IT_R_403	クルールバレット25 \nβ4ワインレッド
COP_NAME_IT_R_404	クルールバレット26 \nβ4ブラック
COP_NAME_IT_R_405	クルールバレット27 \nβ4ライトブルー
COP_NAME_IT_R_406	クルールバレット28 \nβ4パープル
COP_NAME_IT_R_407	クルールバレット29 \nβ4シルバー
COP_NAME_IT_R_420	ヘアカラー β4ブラック
COP_NAME_IT_R_421	ヘアカラー β4 シルバー
COP_NAME_IT_R_422	ヘアカラー β4レッド
COP_NAME_IT_R_426	ヘアカラー β4パープル
COP_NAME_IT_R_427	ヘアカラー β4ピンク
COP_NAME_IT_R_423	ヘアカラー β4イエロー
COP_NAME_IT_R_424	ヘアカラー β4グリーン
COP_NAME_IT_R_425	ヘアカラー β4オレンジ
COP_NAME_IT_R_500	クルールバレット \n1st オリジナル
COP_NAME_IT_R_501	クルールバレット30 \n1stホワイト
COP_NAME_IT_R_502	クルールバレット31 \n1stレッド
COP_NAME_IT_R_503	クルールバレット32 \n1stイエロー
COP_NAME_IT_R_504	クルールバレット33 \n1stグリーン
COP_NAME_IT_R_505	クルールバレット34 \n1stブルー
COP_NAME_IT_R_506	クルールバレット35 \n1stパープル
COP_NAME_IT_R_507	クルールバレット36 \n1stピンク
COP_NAME_IT_R_520	ヘアカラー 1stブラック
COP_NAME_IT_R_521	ヘアカラー 1stシルバー
COP_NAME_IT_R_522	ヘアカラー 1stレッド
COP_NAME_IT_R_526	ヘアカラー 1stパープル
COP_NAME_IT_R_527	ヘアカラー 1stピンク
COP_NAME_IT_R_523	ヘアカラー 1stイエロー
COP_NAME_IT_R_524	ヘアカラー 1stグリーン
COP_NAME_IT_R_525	ヘアカラー 1stオレンジ
COP_NAME_IT_R_550	フレームカラー \n1stブラック
COP_NAME_IT_R_551	フレームカラー \n1stレッド
COP_NAME_IT_R_552	フレームカラー \n1stダークブルー
COP_NAME_IT_R_553	フレームカラー \n1stオレンジ
COP_NAME_IT_R_554	フレームカラー \n1stピンク
COP_NAME_IT_R_555	フレームカラー \n1stイエロー
COP_NAME_IT_R_556	フレームカラー \n1stグリーン
COP_NAME_IT_R_557	フレームカラー \n1stホワイト
COP_NAME_IT_R_600	クルールバレット \n2ndオリジナル
COP_NAME_IT_R_601	クルールバレット37 \n2ndホワイト
COP_NAME_IT_R_602	クルールバレット38 \n2ndレッド
COP_NAME_IT_R_603	クルールバレット39 \n2ndイエロー
COP_NAME_IT_R_604	クルールバレット40 \n2ndグリーン
COP_NAME_IT_R_605	クルールバレット41 \n2ndブルー
COP_NAME_IT_R_606	クルールバレット42 \n2ndパープル
COP_NAME_IT_R_607	クルールバレット43 \n2ndピンク
COP_NAME_IT_R_620	ヘアカラー 2ndブラック
COP_NAME_IT_R_621	ヘアカラー 2ndシルバー
COP_NAME_IT_R_622	ヘアカラー 2ndレッド
COP_NAME_IT_R_626	ヘアカラー 2ndパープル
COP_NAME_IT_R_627	ヘアカラー 2ndピンク
COP_NAME_IT_R_623	ヘアカラー 2ndイエロー
COP_NAME_IT_R_624	ヘアカラー 2ndグリーン
COP_NAME_IT_R_625	ヘアカラー 2ndオレンジ
COP_NAME_IT_R_650	フレームカラー \n2ndブラック
COP_NAME_IT_R_651	フレームカラー \n2ndレッド
COP_NAME_IT_R_652	フレームカラー \n2ndダークブルー
COP_NAME_IT_R_653	フレームカラー \n2ndオレンジ
COP_NAME_IT_R_654	フレームカラー \n2ndピンク
COP_NAME_IT_R_655	フレームカラー \n2ndイエロー
COP_NAME_IT_R_656	フレームカラー \n2ndグリーン
COP_NAME_IT_R_657	フレームカラー \n2ndホワイト
COP_NAME_IT_R_900	クルールバレット \n3rdオリジナル
COP_NAME_IT_R_901	クルールバレット44 \n3rdホワイト
COP_NAME_IT_R_902	クルールバレット45 \n3rdレッド
COP_NAME_IT_R_903	クルールバレット46 \n3rdイエロー
COP_NAME_IT_R_904	クルールバレット47 \n3rdグリーン
COP_NAME_IT_R_905	クルールバレット48 \n3rdブルー
COP_NAME_IT_R_906	クルールバレット49 \n3rdパープル
COP_NAME_IT_R_907	クルールバレット50 \n3rdピンク
COP_NAME_IT_R_920	ヘアカラー 3rdブラック
COP_NAME_IT_R_921	ヘアカラー 3rdシルバー
COP_NAME_IT_R_922	ヘアカラー 3rdレッド
COP_NAME_IT_R_926	ヘアカラー 3rdパープル
COP_NAME_IT_R_927	ヘアカラー 3rdピンク
COP_NAME_IT_R_923	ヘアカラー 3rdイエロー
COP_NAME_IT_R_924	ヘアカラー 3rdグリーン
COP_NAME_IT_R_925	ヘアカラー 3rdオレンジ
COP_NAME_IT_R_950	フレームカラー \n3rdブラック
COP_NAME_IT_R_951	フレームカラー \n3rdレッド
COP_NAME_IT_R_952	フレームカラー \n3rdダークブルー
COP_NAME_IT_R_953	フレームカラー \n3rdオレンジ
COP_NAME_IT_R_954	フレームカラー \n3rdピンク
COP_NAME_IT_R_955	フレームカラー \n3rdイエロー
COP_NAME_IT_R_956	フレームカラー \n3rdグリーン
COP_NAME_IT_R_957	フレームカラー \n3rdホワイト
COP_NAME_IT_R_980	クルールバレット
COP_NAME_IT_S_003	ウィッチハートのかけら
COP_NAME_IT_S_004	ウィッチハート
COP_NAME_IT_S_005	ムーンパールのかけら
COP_NAME_IT_S_006	ムーンパール
COP_NAME_IT_S_901	青いメダリオン
COP_NAME_IT_S_911	メダリオンのかけら
COP_NAME_IT_S_007	混沌の歯車
COP_NAME_IT_S_008	ダークキャット
COP_NAME_IT_S_009	ブラックトード
COP_NAME_IT_S_010	ナイトクロウ
COP_NAME_WP_B_001	カラーマイワールド
COP_NAME_WP_B_002	ジー・ピラー
COP_NAME_WP_B_003	イグニスアラネアヨーヨー
COP_NAME_WP_B_004	シムーン
COP_NAME_WP_B_005	冷徹のアルテア
COP_NAME_WP_B_006	リビットリビドーBZ55
COP_NAME_WP_B_007	アブラ・カタブラ
COP_NAME_WP_B_008	アルーナ
COP_NAME_WP_B_009	デッドエンド エクスプレス
COP_NAME_WP_B_010	カシオペイア
COP_NAME_WP_B_011	タルタロスの門
COP_NAME_WP_B_012	ロダン
COP_NAME_WP_B_013	ハンドガン
COP_NAME_WP_B_014	スカボロウ フェア
COP_NAME_WP_B_015	ラブイズブルー
COP_NAME_WP_V_051	魔舞太刀
COP_NAME_WP_V_052	ブルキッス
COP_NAME_WP_V_053	素手状態
COP_NAME_WP_V_054	内なる力解放中
COP_NAME_WP_J_071	オール ４ ワン
COP_NAME_AC_B_001	セレーネの光
COP_NAME_AC_B_002	魔界交信器
COP_NAME_AC_B_003	プーリーの守護蝶
COP_NAME_AC_B_004	ディネタの星
COP_NAME_AC_B_005	悪因悪果の数珠
COP_NAME_AC_B_006	絶望の眼差し
COP_NAME_AC_B_007	マハーカーラの月
COP_NAME_AC_B_008	時のイヤリング
COP_NAME_AC_B_009	激昂の狼牙
COP_NAME_AC_B_010	長の証
COP_NAME_AC_B_011	絶頂の耳飾り
COP_NAME_AC_B_012	報酬の小槌
COP_NAME_AC_B_013	タロスの真核
COP_NAME_AC_B_014	ドゥルガーの戦歌
COP_NAME_AC_B_015	悍馬鎮静の手綱
COP_NAME_AC_A_001	永遠なるマリオネット
CORE_NOTEL_NAME_001	天魔の孤島1
CORE_NOTEL_NAME_002	天魔の孤島2
CORE_NOTEL_NAME_003	天魔の孤島3
CORE_NOTEL_NAME_004	封印されたゴーレム
CORE_NOTEL_NAME_005	これは鍵なんです！
CORE_NOTEL_NAME_006	混沌の狭間
CORE_NOTEL_NAME_007	暗く冷たい深淵
CORE_NOTEL_NAME_008	残像となり現れる記憶
CORE_NOTEL_NAME_009	謎のチラシ
CORE_NOTEL_NAME_010	決着のボウリングバトル
CORE_NOTEL_NAME_011	守るべきもの
CORE_NOTEL_NAME_012	主従の絆
CORE_NOTEL_NAME_013	我ら怪盗アンブラン
CORE_NOTEL_NAME_014	昼下がりのひと時
CORE_NOTEL_NAME_015	今度こそ！！！
CORE_NOTEL_NAME_016	彷徨う魂
CORE_NOTEL_NAME_017	魔女の谷
CORE_NOTEL_NAME_018	流砂の川
CORE_NOTEL_NAME_019	毒の神殿
CORE_NOTEL_NAME_020	魔の気配
CORE_NOTEL_NAME_021	来るものを拒む風
CORE_NOTEL_NAME_022	トップシークレット
CORE_NOTEL_NAME_023	不穏な気配
CORE_NOTEL_NAME_024	退避命令
CORE_NOTEL_NAME_025	心地よい音色
CORE_CHARA_NAME_01	ベヨネッタ
CORE_CHARA_NAME_02	ヴィオラ
CORE_CHARA_NAME_03	ジャンヌ
CORE_CHARA_NAME_04	ルカ
CORE_CHARA_NAME_05	ロダン
CORE_CHARA_NAME_06	エンツォ
CORE_CHARA_NAME_07	コナー・シグルズ
CORE_CHARA_NAME_08	ミッドマイアーズ・シグルズ
CORE_CHARA_NAME_09	シンギュラリティ
CORE_CHARA_NAME_10	ベヨネッタ　β0
CORE_CHARA_NAME_11	ベヨネッタ　β1
CORE_CHARA_NAME_12	ベヨネッタ　β2
CORE_CHARA_NAME_13	ベヨネッタ　β3
CORE_CHARA_NAME_14	ベヨネッタ　β4
CORE_CHARA_NAME_15	ベヨネッタ　１
CORE_CHARA_NAME_16	ベヨネッタ　２
CORE_CHARA_NAME_17	ジャンヌ　β3
CORE_CHARA_NAME_18	ローサ　β4
CORE_CHARA_NAME_21	リュカオン
CORE_CHARA_ALIAS_01	創世の魔女
CORE_CHARA_ALIAS_02	駆け出しの魔女
CORE_CHARA_ALIAS_03	白金の魔女
CORE_CHECKP_NAME_PRO_01	P-1 冒頭から開始
CORE_CHECKP_NAME_PRO_02	P-2 残されたビル屋上
CORE_CHECKP_NAME_PRO_03	P-3 客船の甲板上
CORE_CHECKP_NAME_C01_01	1-1 冒頭から開始
CORE_CHECKP_NAME_C01_02	1-2 ギンヌンガガプ
CORE_CHECKP_NAME_C01_03	1-3 スクランブル交差点
CORE_CHECKP_NAME_C01_04	1-4 ゲイツオブヘル前
CORE_CHECKP_NAME_C02_01	2-1 冒頭から開始
CORE_CHECKP_NAME_C02_02	2-2 消失に囲まれた広場
CORE_CHECKP_NAME_C02_03	2-3 消失するビル屋上
CORE_CHECKP_NAME_C02_04	2-4 彷徨える獣人直前
CORE_CHECKP_NAME_C03_01	3-1 冒頭から開始
CORE_CHECKP_NAME_C03_02	3-2 参門前
CORE_CHECKP_NAME_C03_03	3-3 巨大ホムンクルスの背
CORE_CHECKP_NAME_C04_01	4-1 冒頭から開始
CORE_CHECKP_NAME_C04_02	4-2 英雄の広場
CORE_CHECKP_NAME_C04_03	4-3 訓練広場
CORE_CHECKP_NAME_C04_04	4-4 炎辰殿 入り口前
CORE_CHECKP_NAME_C05_01	5-1 冒頭から開始
CORE_CHECKP_NAME_C05_02	5-2 外門前広場
CORE_CHECKP_NAME_C05_03	5-3 鍾乳洞入り口前
CORE_CHECKP_NAME_C05_04	5-4 無明楼前回廊
CORE_CHECKP_NAME_C06_01	6-1 冒頭から開始
CORE_CHECKP_NAME_C06_02	6-2 鎮魂の塔前
CORE_CHECKP_NAME_C06_03	6-3 炎申殿 昇降機乗り場前
CORE_CHECKP_NAME_C06_04	6-4 炎申殿 入り口前
CORE_CHECKP_NAME_C07_01	7-1 冒頭から開始
CORE_CHECKP_NAME_C07_02	7-2 砂漠
CORE_CHECKP_NAME_C07_03	7-3 即席のオアシス
CORE_CHECKP_NAME_C07_04	7-4 朽ちた遺跡
CORE_CHECKP_NAME_C08_01	8-1 冒頭から開始
CORE_CHECKP_NAME_C08_02	8-2 地下神殿前
CORE_CHECKP_NAME_C08_03	8-3 神殿　裏口前
CORE_CHECKP_NAME_C09_01	9-1 冒頭から開始
CORE_CHECKP_NAME_C09_02	9-2 神殿　入り口前
CORE_CHECKP_NAME_C09_03	9-3 分銅の間
CORE_CHECKP_NAME_C09_04	9-4 宝物庫
CORE_CHECKP_NAME_C09_05	9-5 大天秤の広間
CORE_CHECKP_NAME_C10_01	10-1 冒頭から開始
CORE_CHECKP_NAME_C10_02	10-2 ギンヌンガガプ
CORE_CHECKP_NAME_C10_03	10-3 「栄光の門」への道
CORE_CHECKP_NAME_C11_01	11-1 冒頭から開始
CORE_CHECKP_NAME_C11_02	11-2 暗闇を抜けた先
CORE_CHECKP_NAME_C11_03	11-3 次元の歪の浸食
CORE_CHECKP_NAME_C11_04	11-4 炎上する広場
CORE_CHECKP_NAME_C12_01	12-1 冒頭から開始
CORE_CHECKP_NAME_C12_02	12-2 宵闇に沈む街
CORE_CHECKP_NAME_C12_03	12-3 森林公園
CORE_CHECKP_NAME_C12_04	12-4 オペラの舞台
CORE_CHECKP_NAME_C13_01	13-1 冒頭から開始
CORE_CHECKP_NAME_C13_04	13-2 ギンヌンガガプ
CORE_CHECKP_NAME_C13_05	13-3 生ける戦艦
CORE_CHECKP_NAME_C13_06	13-4 迷える探究者
CORE_CHECKP_NAME_C13_02	13-2 生ける戦艦
CORE_CHECKP_NAME_C13_03	13-3 迷える探究者
CORE_CHECKP_NAME_MAX_01	14-1 冒頭から開始
CORE_CHECKP_NAME_MAX_02	14-2 衛星軌道上
CORE_CHECKP_NAME_MAX_03	14-3 カレイドスコープ
CORE_CHECKP_NAME_MAX_04	14-4 消えゆく世界の果てで
CORE_CHECKP_NAME_WIT_01	ウィッチトライアルⅠ
CORE_CHECKP_NAME_WIT_02	ウィッチトライアルⅡ
CORE_CHECKP_NAME_WIT_03	ウィッチトライアルⅢ
GLY_TITLE_000	タイトルコール  日本語ボイス
GLY_TITLE_001	タイトルコール  英語ボイス
GLY_TITLE_002	The Beginning Of The End
GLY_TITLE_003	Requiem
GLY_TITLE_004	EV001 崩壊の始まり
GLY_TITLE_005	GM01 チャプタ－スタート
GLY_TITLE_006	EV002-1 プロローグ
GLY_TITLE_007	EV002-2 It Might As Well Be Routine
GLY_TITLE_008	EV002-3 予感 A
GLY_TITLE_009	EV002-4 予感 B
GLY_TITLE_010	EV002-5 船上パーティにて
GLY_TITLE_011	EV002-6 エンツォのぼやき
GLY_TITLE_012	EV002-7 未知なる襲撃 A
GLY_TITLE_013	EV002-8 ロダン登場
GLY_TITLE_014	EV002-9 未知なる襲撃 B
GLY_TITLE_015	ホムンクルス降臨
GLY_TITLE_016	EV002-10 ダンスパーティ !
GLY_TITLE_017	Moonlight Serenade (Eternal Climax Mix)
GLY_TITLE_018	EV003-1 ロダンの宅配便
GLY_TITLE_019	EV003-2 カラーマイワールド装着
GLY_TITLE_020	EV003-3 デーモンマスカレード
GLY_TITLE_021	Theme Of Bayonetta 3 - Al Fine
GLY_TITLE_022	EV004-1 キュムロニンバス登場
GLY_TITLE_023	EV004-2 ベヨネッタ戦闘態勢 A
GLY_TITLE_024	The Heavies (3rd Climax Ver.)
GLY_TITLE_025	EV005-1 抗う魔獣
GLY_TITLE_026	EV005-2 古代魔導術デーモンスレイブ
GLY_TITLE_027	魔獣召喚 (3rd Climax Ver.)
GLY_TITLE_028	EV006 侵略者の脅威
GLY_TITLE_029	Kraken - Abyss
GLY_TITLE_030	EV007 ジャンヌの危機
GLY_TITLE_031	Kraken - Emerged
GLY_TITLE_032	Get To The Climax!
GLY_TITLE_033	EV008 ロダンの片鱗
GLY_TITLE_034	GM02 チャプタークリア
GLY_TITLE_035	The Gates Of Hell (Original Ver.)
GLY_TITLE_036	EV009-1 未知なる正体 A
