bag.dat
msg_ui_bag_okodukai_00	しょじきん
msg_ui_pokedex_50_13	アンノーンメモ
msg_ui_pokedex_50_14	閉じる
msg_ui_pokedex_50_15	確認終了
msg_ui_pokedex_60_00	\n\n
msg_ui_pokedex_90_01	ポケモンずかんせいか
msg_ui_pokedex_90_02	たっせいしたずかんタスクすう
msg_ui_pokedex_90_03	ページがかんせいしたポケモン
msg_ui_pokedex_90_04	ごうけい
msg_ui_pokedex_90_05	とうろく・こうしんされたポケモン
msg_ui_pokedex_90_11	＋[VAR 0204(0000,0000)]pt
msg_ui_pokedex_90_12	[VAR 0204(0000,0000)]pt
msg_ui_pokedex_90_21	おわる
msg_ui_pokedex_top_pokename	[~ 156]
msg_ui_pokedex_option_03	[~ 157]
msg_ui_pokedex_height	[~ 158]
msg_ui_pokedex_weight	[~ 159]
msg_ui_pokedex_top_pokename_unknown	[~ 160]
msg_ui_pokedex_height_00	[~ 161]
msg_ui_pokedex_weight_00	[~ 162]
msg_ui_pokedex_type	[~ 163]
msg_ui_pokedex_nofind	[~ 164]
msg_ui_pokedex_distribution	[~ 165]
msg_ui_pokedex_registration_00	[~ 166]
msg_ui_pokedex_nickname_00	[~ 167]
msg_ui_pokedex_fly_01	[~ 168]
msg_ui_pokedex_fly_02	[~ 169]
msg_ui_pokedex_transfer	[~ 170]
msg_ui_pokedex_transfer_00	[~ 171]
msg_ui_pokedex_transfer_01	[~ 172]
msg_ui_pokedex_transfer_07	[~ 173]
msg_ui_pokedex_transfer_04	[~ 174]
msg_ui_pokedex_transfer_05	[~ 175]
msg_ui_pokedex_transfer_06	[~ 176]
msg_ui_pokedex_transfer_08	[~ 177]
msg_ui_pokedex_transfer_09	[~ 178]
msg_ui_pokedex_transfer_10	[~ 179]
msg_ui_pokedex_transfer_bag_00	[~ 180]
msg_ui_pokedex_transfer_02	[~ 181]
msg_ui_pokedex_transfer_03	[~ 182]
msg_zkn_search_01_00	[~ 183]
msg_zkn_search_02_00	[~ 184]
msg_zkn_search_03_00	[~ 185]
msg_zkn_search_03_01	[~ 186]
msg_zkn_search_04_00	[~ 187]
msg_zkn_search_05_00	[~ 188]
msg_zkn_search_06_00	[~ 189]
msg_zkn_search_07_00	[~ 190]
msg_ui_pokedex_list_sort_00	[~ 191]
msg_ui_pokedex_list_sort_01	[~ 192]
msg_ui_pokedex_list_sort_02	[~ 193]
msg_ui_pokedex_list_sort_03	[~ 194]
msg_ui_pokedex_list_sort_04	[~ 195]
msg_ui_pokedex_list_sort_05	[~ 196]
msg_ui_pokedex_list_sort_06	[~ 197]
msg_ui_pokedex_list_sort_07	[~ 198]
msg_ui_pokedex_list_sort_08	[~ 199]
msg_ui_pokedex_list_sort_09	[~ 200]
msg_ui_pokedex_list_sort_10	[~ 201]
msg_ui_pokedex_list_sort_11	[~ 202]
msg_ui_pokedex_list_sort_12	[~ 203]
msg_zkn_search_06_01	[~ 204]
msg_zkn_search_06_02	[~ 205]
msg_zkn_search_07_01	[~ 206]
msg_zkn_search_07_02	[~ 207]
msg_zkn_search_001	[~ 208]
msg_zkn_search_002	[~ 209]
msg_zkn_search_003	[~ 210]
msg_zkn_search_10_01	[~ 211]
msg_ui_pokedex_option_00	[~ 212]
msg_zkn_search_10_03	[~ 213]
msg_zkn_search_11_01	[~ 214]
msg_zkn_search_11_02	[~ 215]
msg_ui_pokedex_transfer_error_00	[~ 216]
msg_ui_pokedex_top_find	[~ 217]
msg_ui_pokedex_top_find_00	[~ 218]
msg_ui_pokedex_top_get	[~ 219]
msg_ui_pokedex_top_get_00	[~ 220]
msg_ui_pokedex_top_no	[~ 221]
msg_ui_pokedex_top_place	[~ 222]
msg_ui_pokedex_encount_no	[~ 223]
msg_ui_pokedex_encount_pokename	[~ 224]
msg_ui_pokedex_encount_getcount	[~ 225]
msg_ui_pokedex_encount_getcount_00	[~ 226]
msg_ui_pokedex_bunrui	[~ 227]
msg_ui_pokedex_option_13	[~ 228]
msg_ui_pokedex_option_18	[~ 229]
msg_ui_townmap_info_00	[~ 230]
msg_ui_pokedex_townmap_sorawotobu_00	[~ 231]
msg_ui_pokedex_townmap_sorawotobu_01	[~ 232]
msg_ui_pokedex_townmap_sorawotobu_02	[~ 233]
msg_ui_pokedex_townmap_info_01_00	[~ 234]
msg_ui_pokedex_townmap_info_02	[~ 235]
seikaku.dat
SEIKAKU_000	がんばりや
SEIKAKU_001	さみしがり
SEIKAKU_002	ゆうかん
SEIKAKU_003	いじっぱり
SEIKAKU_004	やんちゃ
SEIKAKU_005	ずぶとい
SEIKAKU_006	すなお
SEIKAKU_007	のんき
SEIKAKU_008	わんぱく
SEIKAKU_009	のうてんき
SEIKAKU_010	おくびょう
SEIKAKU_011	せっかち
SEIKAKU_012	まじめ
SEIKAKU_013	ようき
SEIKAKU_014	むじゃき
SEIKAKU_015	ひかえめ
SEIKAKU_016	おっとり
SEIKAKU_017	れいせい
SEIKAKU_018	てれや
SEIKAKU_019	うっかりや
SEIKAKU_020	おだやか
SEIKAKU_021	おとなしい
SEIKAKU_022	なまいき
SEIKAKU_023	しんちょう
SEIKAKU_024	きまぐれ
SEIKAKU_025	[~ 25]
startup.dat
language_01	[~ 0]
name_01	[~ 1]
name_02	[~ 2]
name_03	[~ 3]
name_04	[~ 4]
name_05	[~ 5]
select_photo_01	[~ 6]
tokusei.dat
TOKUSEI_000	―
TOKUSEI_001	あくしゅう
TOKUSEI_002	あめふらし
TOKUSEI_003	かそく
TOKUSEI_004	カブトアーマー
TOKUSEI_005	がんじょう
TOKUSEI_006	しめりけ
TOKUSEI_007	じゅうなん
TOKUSEI_008	すながくれ
TOKUSEI_009	せいでんき
TOKUSEI_010	ちくでん
TOKUSEI_011	ちょすい
TOKUSEI_012	どんかん
TOKUSEI_013	ノーてんき
TOKUSEI_014	ふくがん
TOKUSEI_015	ふみん
TOKUSEI_016	へんしょく
TOKUSEI_017	めんえき
TOKUSEI_018	もらいび
TOKUSEI_019	りんぷん
TOKUSEI_020	マイペース
TOKUSEI_021	きゅうばん
TOKUSEI_022	いかく
TOKUSEI_023	かげふみ
TOKUSEI_024	さめはだ
TOKUSEI_025	ふしぎなまもり
TOKUSEI_026	ふゆう
TOKUSEI_027	ほうし
TOKUSEI_028	シンクロ
TOKUSEI_029	クリアボディ
TOKUSEI_030	しぜんかいふく
TOKUSEI_031	ひらいしん
TOKUSEI_032	てんのめぐみ
TOKUSEI_033	すいすい
TOKUSEI_034	ようりょくそ
TOKUSEI_035	はっこう
TOKUSEI_036	トレース
TOKUSEI_037	ちからもち
TOKUSEI_038	どくのトゲ
TOKUSEI_039	せいしんりょく
TOKUSEI_040	マグマのよろい
TOKUSEI_041	みずのベール
TOKUSEI_042	じりょく
TOKUSEI_043	ぼうおん
TOKUSEI_044	あめうけざら
TOKUSEI_045	すなおこし
TOKUSEI_046	プレッシャー
TOKUSEI_047	あついしぼう
TOKUSEI_048	はやおき
TOKUSEI_049	ほのおのからだ
TOKUSEI_050	にげあし
TOKUSEI_051	するどいめ
TOKUSEI_052	かいりきバサミ
TOKUSEI_053	ものひろい
TOKUSEI_054	なまけ
TOKUSEI_055	はりきり
TOKUSEI_056	メロメロボディ
TOKUSEI_057	プラス
TOKUSEI_058	マイナス
TOKUSEI_059	てんきや
TOKUSEI_060	ねんちゃく
TOKUSEI_061	だっぴ
TOKUSEI_062	こんじょう
TOKUSEI_063	ふしぎなうろこ
TOKUSEI_064	ヘドロえき
TOKUSEI_065	しんりょく
TOKUSEI_066	もうか
TOKUSEI_067	げきりゅう
TOKUSEI_068	むしのしらせ
TOKUSEI_069	いしあたま
TOKUSEI_070	ひでり
TOKUSEI_071	ありじごく
TOKUSEI_072	やるき
TOKUSEI_073	しろいけむり
TOKUSEI_074	ヨガパワー
TOKUSEI_075	シェルアーマー
TOKUSEI_076	エアロック
TOKUSEI_077	ちどりあし
TOKUSEI_078	でんきエンジン
TOKUSEI_079	とうそうしん
TOKUSEI_080	ふくつのこころ
TOKUSEI_081	ゆきがくれ
TOKUSEI_082	くいしんぼう
TOKUSEI_083	いかりのつぼ
TOKUSEI_084	かるわざ
TOKUSEI_085	たいねつ
TOKUSEI_086	たんじゅん
TOKUSEI_087	かんそうはだ
TOKUSEI_088	ダウンロード
TOKUSEI_089	てつのこぶし
TOKUSEI_090	ポイズンヒール
TOKUSEI_091	てきおうりょく
TOKUSEI_092	スキルリンク
TOKUSEI_093	うるおいボディ
TOKUSEI_094	サンパワー
TOKUSEI_095	はやあし
TOKUSEI_096	ノーマルスキン
TOKUSEI_097	スナイパー
TOKUSEI_098	マジックガード
TOKUSEI_099	ノーガード
TOKUSEI_100	あとだし
TOKUSEI_101	テクニシャン
TOKUSEI_102	リーフガード
TOKUSEI_103	ぶきよう
TOKUSEI_104	かたやぶり
TOKUSEI_105	きょううん
TOKUSEI_106	ゆうばく
TOKUSEI_107	きけんよち
TOKUSEI_108	よちむ
TOKUSEI_109	てんねん
TOKUSEI_110	いろめがね
TOKUSEI_111	フィルター
TOKUSEI_112	スロースタート
TOKUSEI_113	きもったま
TOKUSEI_114	よびみず
TOKUSEI_115	アイスボディ
TOKUSEI_116	ハードロック
TOKUSEI_117	ゆきふらし
TOKUSEI_118	みつあつめ
TOKUSEI_119	おみとおし
TOKUSEI_120	すてみ
TOKUSEI_121	マルチタイプ
TOKUSEI_122	フラワーギフト
TOKUSEI_123	ナイトメア
TOKUSEI_124	わるいてぐせ
TOKUSEI_125	ちからずく
TOKUSEI_126	あまのじゃく
TOKUSEI_127	きんちょうかん
TOKUSEI_128	まけんき
TOKUSEI_129	よわき
TOKUSEI_130	のろわれボディ
TOKUSEI_131	いやしのこころ
TOKUSEI_132	フレンドガード
TOKUSEI_133	くだけるよろい
TOKUSEI_134	ヘヴィメタル
TOKUSEI_135	ライトメタル
TOKUSEI_136	マルチスケイル
TOKUSEI_137	どくぼうそう
TOKUSEI_138	ねつぼうそう
TOKUSEI_139	しゅうかく
TOKUSEI_140	テレパシー
TOKUSEI_141	ムラっけ
TOKUSEI_142	ぼうじん
TOKUSEI_143	どくしゅ
TOKUSEI_144	さいせいりょく
TOKUSEI_145	はとむね
TOKUSEI_146	すなかき
TOKUSEI_147	ミラクルスキン
TOKUSEI_148	アナライズ
TOKUSEI_149	イリュージョン
TOKUSEI_150	かわりもの
TOKUSEI_151	すりぬけ
TOKUSEI_152	ミイラ
TOKUSEI_153	じしんかじょう
TOKUSEI_154	せいぎのこころ
TOKUSEI_155	びびり
TOKUSEI_156	マジックミラー
TOKUSEI_157	そうしょく
TOKUSEI_158	いたずらごころ
TOKUSEI_159	すなのちから
TOKUSEI_160	てつのトゲ
TOKUSEI_161	ダルマモード
TOKUSEI_162	しょうりのほし
TOKUSEI_163	ターボブレイズ
TOKUSEI_164	テラボルテージ
TOKUSEI_165	アロマベール
TOKUSEI_166	フラワーベール
TOKUSEI_167	ほおぶくろ
TOKUSEI_168	へんげんじざい
TOKUSEI_169	ファーコート
TOKUSEI_170	マジシャン
TOKUSEI_171	ぼうだん
TOKUSEI_172	かちき
TOKUSEI_173	がんじょうあご
TOKUSEI_174	フリーズスキン
TOKUSEI_175	スイートベール
TOKUSEI_176	バトルスイッチ
TOKUSEI_177	はやてのつばさ
TOKUSEI_178	メガランチャー
TOKUSEI_179	くさのけがわ
TOKUSEI_180	きょうせい
TOKUSEI_181	かたいツメ
TOKUSEI_182	フェアリースキン
TOKUSEI_183	ぬめぬめ
TOKUSEI_184	スカイスキン
TOKUSEI_185	おやこあい
TOKUSEI_186	ダークオーラ
TOKUSEI_187	フェアリーオーラ
TOKUSEI_188	オーラブレイク
TOKUSEI_189	はじまりのうみ
TOKUSEI_190	おわりのだいち
TOKUSEI_191	デルタストリーム
TOKUSEI_192	じきゅうりょく
TOKUSEI_193	にげごし
TOKUSEI_194	ききかいひ
TOKUSEI_195	みずがため
TOKUSEI_196	ひとでなし
TOKUSEI_197	リミットシールド
TOKUSEI_198	はりこみ
TOKUSEI_199	すいほう
TOKUSEI_200	はがねつかい
TOKUSEI_201	ぎゃくじょう
TOKUSEI_202	ゆきかき
TOKUSEI_203	えんかく
TOKUSEI_204	うるおいボイス
TOKUSEI_205	ヒーリングシフト
TOKUSEI_206	エレキスキン
TOKUSEI_207	サーフテール
TOKUSEI_208	ぎょぐん
TOKUSEI_209	ばけのかわ
TOKUSEI_210	きずなへんげ
TOKUSEI_211	スワームチェンジ
TOKUSEI_212	ふしょく
TOKUSEI_213	ぜったいねむり
TOKUSEI_214	じょおうのいげん
TOKUSEI_215	とびだすなかみ
TOKUSEI_216	おどりこ
TOKUSEI_217	バッテリー
TOKUSEI_218	もふもふ
TOKUSEI_219	ビビッドボディ
TOKUSEI_220	ソウルハート
TOKUSEI_221	カーリーヘアー
TOKUSEI_222	レシーバー
TOKUSEI_223	かがくのちから
TOKUSEI_224	ビーストブースト
TOKUSEI_225	ＡＲシステム
TOKUSEI_226	エレキメイカー
TOKUSEI_227	サイコメイカー
TOKUSEI_228	ミストメイカー
TOKUSEI_229	グラスメイカー
TOKUSEI_230	メタルプロテクト
TOKUSEI_231	ファントムガード
TOKUSEI_232	プリズムアーマー
TOKUSEI_233	ブレインフォース
TOKUSEI_234	ふとうのけん
TOKUSEI_235	ふくつのたて
TOKUSEI_236	リベロ
TOKUSEI_237	たまひろい
TOKUSEI_238	わたげ
TOKUSEI_239	スクリューおびれ
TOKUSEI_240	ミラーアーマー
TOKUSEI_241	うのミサイル
TOKUSEI_242	すじがねいり
TOKUSEI_243	じょうききかん
TOKUSEI_244	パンクロック
TOKUSEI_245	すなはき
TOKUSEI_246	こおりのりんぷん
TOKUSEI_247	じゅくせい
TOKUSEI_248	アイスフェイス
TOKUSEI_249	パワースポット
TOKUSEI_250	ぎたい
TOKUSEI_251	バリアフリー
TOKUSEI_252	はがねのせいしん
TOKUSEI_253	ほろびのボディ
TOKUSEI_254	さまようたましい
TOKUSEI_255	ごりむちゅう
TOKUSEI_256	かがくへんかガス
TOKUSEI_257	パステルベール
TOKUSEI_258	はらぺこスイッチ
TOKUSEI_259	クイックドロウ
TOKUSEI_260	ふかしのこぶし
TOKUSEI_261	きみょうなくすり
TOKUSEI_262	トランジスタ
TOKUSEI_263	りゅうのあぎと
TOKUSEI_264	しろのいななき
TOKUSEI_265	くろのいななき
TOKUSEI_266	じんばいったい
TOKUSEI_267	じんばいったい
vs_demo.dat
vs_demo_01_01	[~ 0]
btl_loss.dat
str_btl_seq_Dummy	Dummy\c
str_btl_seq_Trainer10_02	ポケモンの技！　道具！\n使いこなせば世界は広がるでしょう！\c
str_btl_seq_Trainer14_01	おまえとポケモン……\n心が通いあってるみたいだな\c
str_btl_seq_Trainer13_01	あなたとポケモン……\n心が通いあってるみたいですね\c
str_btl_seq_Trainer12_01	あなたの指示……　つまり信頼で\nポケモンの強さが引きだされている\c
str_btl_seq_Trainer18_01	たいしたもんだよね\n体力あふれるゴンベに勝つなんてさ\c
str_btl_seq_Trainer01_01	不覚ね\c
str_btl_seq_Trainer02_01	解せないわ\nなぜ敗北するのよ\c
str_btl_seq_Trainer03_01	このスットコドッコイ！\nああ　己に腹が立つ！\c
str_btl_seq_Trainer04_01	勝利という　目的地に\nみごと　到着なさいました！\c
str_btl_seq_Trainer05_01	はい　鍛錬は終了ですね\c
str_btl_seq_Trainer06_01	千里眼とは遠くをみる力\n遠くとは距離　そして未来\c
str_btl_seq_Trainer07_01	あれだよ　あれ……\n筋肉をいじめぬかねばだよ……\c
str_btl_seq_Trainer08_01	シノビの術も\n無用の時代となるか……\c
str_btl_seq_Trainer09_01	わたしたちの……　生活を脅かすなら\nポケモンは排除せねばならぬのだ！\c
str_btl_seq_Trainer10_01	なぜ　なぜ　アナタごときが！\nアルセウスの加護を得ているのだ！？\c
str_btl_seq_Trainer11_01	あんたの強さ　ただの勝負勘じゃねえな\nなんというか知識ってものを感じるぜ\c
str_btl_seq_Trainer15_01	みごとであった！\c
str_btl_seq_Trainer16_01	まさにポケモン無双ですね！\c
str_btl_seq_Trainer17_01	ポケモンとともに戦うこと\n天下一品といえるでしょう\c
str_btl_seq_Trainer19_01	相棒に戦いを任せるのとは\n異なる戦い方ですかね\c
str_btl_seq_Trainer05_02	スカタンクのにおいも気にせずに……\n鼻はついているのかね？\c
str_btl_seq_Trainer13_02	ポケモンが技をだすしぐさ……\nつい観察しちゃいますね\c
str_btl_seq_Trainer14_02	まいったな　この結果は\nまたピカチュウに怒られちまうぜ\c
str_btl_seq_Trainer10_03	うぉ！　なんと卓越した指示\nいやいや楽しい時間でしたね\c
str_btl_seq_Trainer03_02	認めたくない結果だけどね\nギンガ団で畑を耕すよりマシ！\c
str_btl_seq_Trainer01_02	ま　たいしたもんだよねえ\c
str_btl_seq_Trainer02_02	[~ 27]
str_btl_seq_Trainer03_03	[~ 28]
str_btl_seq_Trainer13_03	あなたとポケモンがともに戦う姿\nなんといいますか　すごく自然ですよね\c
str_btl_seq_Trainer14_03	おまえの戦い方……　ポケモンとともに\n戦うのが当たり前って感じだよな\c
str_btl_seq_Trainer13_04	図鑑タスクをこなして\n知識は得ても活かすのは別ですね\c
str_btl_seq_Trainer14_04	調査隊として学んだことを\n戦いにも活かさないとなあ\c
str_btl_seq_Trainer11_02	キングを鎮めたってのが\nいかに大変なことかわかるもんだぜ\c
str_btl_seq_Trainer12_02	時空の裂け目の　向こう側……\nあなたはなにをみてきたの？\c
str_btl_seq_Trainer11_03	コンゴウ団のリーダーとしての\n強さってもんがほしいわな\c
str_btl_seq_Trainer12_03	シンジュ団の長として\n確固たる強さも必要なのかも\c
str_btl_seq_Trainer10_04	さすがの腕前ですね\n遺跡巡りも安心でございます！\c
str_btl_seq_Trainer11_04	さすが　ディアルガと\n戦っただけのことはある！\c
str_btl_seq_Trainer12_04	パルキアと戦える強さ\n想像以上すぎて……　すごいね！\c
str_btl_seq_Trainer08_02	料理してやるつもりだったが……\c
str_btl_seq_Trainer09_02	さすがは調査隊である！\nポケモンをよく知っておるな\c
str_btl_seq_Trainer09_03	恐ろしい生き物のポケモンも\n友とすれば心強い……　か！\c
str_btl_seq_Trainer18_02	たいしたもんだよね\nいろいろな状況を読み切ってさあ\c
str_btl_seq_Trainer19_02	相棒の考えを読み　技を指示する\nなんとも難しい戦い方ですね\c
str_btl_seq_Trainer04_02	またしても　勝利という　目的地に\nみごと　到着なさいました！\c
str_btl_seq_Trainer05_03	またも　勝利という　目的地に\nみごと　到着なさいました！\c
str_btl_seq_Trainer06_02	遠い未来をみたいなあ\nもっとすごい勝負をしてそうだもの\c
str_btl_seq_Trainer07_02	あれだよ　あれ……　もっと\n筋肉をいじめぬかねばだよ……\c
str_btl_seq_Trainer15_02	相変わらず　みごとであった！\c
str_btl_seq_Trainer20_01	おっ　終わりで　ございますね\c
str_btl_seq_Trainer01_11	不覚……\c
str_btl_seq_Trainer02_11	解せないな\c
str_btl_seq_Trainer03_11	ふん！\c
str_btl_seq_Trainer01_12	またも不覚……\nそんな……\c
str_btl_seq_Trainer02_12	勝てないとは解せなすぎる……\c
str_btl_seq_Trainer03_12	ふん！\n負けてあげたのよ\c
str_btl_seq_Trainer01_13	不覚……\c
str_btl_seq_Trainer02_13	解せないな\c
str_btl_seq_Trainer03_13	ふん！\c
str_btl_seq_Trainer01_14	またも不覚……\nそんな……\c
str_btl_seq_Trainer02_14	勝てないとは解せなすぎる……\c
str_btl_seq_Trainer03_14	ふん！\n負けてあげたのよ\c
str_btl_seq_Trainer01_15	不覚……\c
str_btl_seq_Trainer02_15	解せないな\c
str_btl_seq_Trainer03_15	ふん！\c
str_btl_seq_Trainer01_16	またも不覚……\nそんな……\c
str_btl_seq_Trainer02_16	勝てないとは解せなすぎる……\c
str_btl_seq_Trainer03_16	ふん！\n負けてあげたのよ\c
str_btl_seq_Trainer01_17	不覚……\c
str_btl_seq_Trainer02_17	解せないな\c
str_btl_seq_Trainer03_17	ふん！\c
str_btl_seq_Trainer01_18	またも不覚……\nそんな……\c
