bag.dat
msg_ui_bag_okodukai_00	Money
BTL_STRID_SET_SimoyakeAlready_E	The opposing [VAR 0102(0000)] already has frostbite.
BTL_STRID_SET_SimoyakeAlready_T	[VAR 0100(000A)]’s [VAR 0102(0000)] already has frostbite.
BTL_STRID_SET_SimoyakeNoEffect	[VAR 0102(0000)] cannot get frostbite!
BTL_STRID_SET_SimoyakeNoEffect_Y	The wild [VAR 0102(0000)] cannot get frostbite!
BTL_STRID_SET_SimoyakeNoEffect_E	The opposing [VAR 0102(0000)] cannot get frostbite!
BTL_STRID_SET_SimoyakeNoEffect_T	[VAR 0100(000A)]’s [VAR 0102(0000)] cannot get frostbite!
BTL_STRID_SET_BousouOn	[VAR 0102(0000)] is fixated on using [VAR 0107(0001)]!
BTL_STRID_SET_BousouOn_Y	The wild [VAR 0102(0000)] is fixated on using [VAR 0107(0001)]!
BTL_STRID_SET_BousouOn_E	[VAR BD06(0000)]The opposing [VAR 0102(0000)] is fixated on\nusing [VAR 0107(0001)]!
BTL_STRID_SET_BousouOn_T	[VAR BD06(0000)][VAR 0100(000A)]’s [VAR 0102(0000)] is fixated on\nusing [VAR 0107(0001)]!
BTL_STRID_SET_BousouOff	[VAR 0102(0000)] lost its fervor for using [VAR 0107(0001)]!
BTL_STRID_SET_BousouOff_Y	[VAR BD06(0000)]The wild [VAR 0102(0000)] lost its fervor for\nusing [VAR 0107(0001)]!
BTL_STRID_SET_BousouOff_E	[VAR BD06(0000)]The opposing [VAR 0102(0000)] lost its fervor for\nusing [VAR 0107(0001)]!
BTL_STRID_SET_BousouOff_T	[VAR BD06(0000)][VAR 0100(000A)]’s [VAR 0102(0000)] lost its fervor for\nusing [VAR 0107(0001)]!
BTL_STRID_SET_HahenzanryuuGet	[~ 2114]
BTL_STRID_SET_HahenzanryuuGet_Y	[~ 2115]
BTL_STRID_SET_HahenzanryuuGet_E	[~ 2116]
BTL_STRID_SET_HahenzanryuuGet_T	[~ 2117]
BTL_STRID_SET_HahenzanryuuDamage	[~ 2118]
BTL_STRID_SET_HahenzanryuuDamage_Y	[~ 2119]
BTL_STRID_SET_HahenzanryuuDamage_E	[~ 2120]
BTL_STRID_SET_HahenzanryuuDamage_T	[~ 2121]
BTL_STRID_SET_HahenzanryuuCure	[VAR 0102(0000)] shook off its splinters!
BTL_STRID_SET_HahenzanryuuCure_Y	The wild [VAR 0102(0000)] shook off its splinters!
BTL_STRID_SET_HahenzanryuuCure_E	The opposing [VAR 0102(0000)] shook off its splinters!
BTL_STRID_SET_HahenzanryuuCure_T	[VAR 0100(000A)]’s [VAR 0102(0000)] shook off its splinters!
BTL_STRID_SET_KakuranOn	[~ 2126]
BTL_STRID_SET_KakuranOn_Y	[~ 2127]
BTL_STRID_SET_KakuranOn_E	[~ 2128]
BTL_STRID_SET_KakuranOn_T	[~ 2129]
BTL_STRID_SET_KakuranAct	[~ 2130]
BTL_STRID_SET_KakuranAct_Y	[~ 2131]
BTL_STRID_SET_KakuranAct_E	[~ 2132]
BTL_STRID_SET_KakuranAct_T	[~ 2133]
BTL_STRID_SET_KakuranOff	[VAR 0102(0000)] is no longer obscured!
BTL_STRID_SET_KakuranOff_Y	The wild [VAR 0102(0000)] is no longer obscured!
BTL_STRID_SET_KakuranOff_E	The opposing [VAR 0102(0000)] is no longer obscured!
BTL_STRID_SET_KakuranOff_T	[VAR 0100(000A)]’s [VAR 0102(0000)] is no longer obscured!
BTL_STRID_SET_BaidukeOn	[VAR 0102(0000)] adopted a hard-hitting stance!
BTL_STRID_SET_BaidukeOn_Y	The wild [VAR 0102(0000)] adopted a hard-hitting stance!
BTL_STRID_SET_BaidukeOn_E	The opposing [VAR 0102(0000)] adopted a hard-hitting stance!
BTL_STRID_SET_BaidukeOn_T	[VAR 0100(000A)]’s [VAR 0102(0000)] adopted a hard-hitting stance!
BTL_STRID_SET_BaidukeOff	[VAR 0102(0000)] abandoned its hard-hitting stance!
BTL_STRID_SET_BaidukeOff_Y	The wild [VAR 0102(0000)] abandoned its hard-hitting stance!
BTL_STRID_SET_BaidukeOff_E	The opposing [VAR 0102(0000)] abandoned its hard-hitting stance!
BTL_STRID_SET_BaidukeOff_T	[VAR BD06(0000)][VAR 0100(000A)]’s [VAR 0102(0000)] abandoned its\nhard-hitting stance!
BTL_STRID_SET_KousyuhantenGet	[VAR 0102(0000)] swapped its offensive stats with its defensive stats!
BTL_STRID_SET_KousyuhantenGet_Y	[VAR BD06(0000)]The wild [VAR 0102(0000)] swapped its offensive stats with its\ndefensive stats!
BTL_STRID_SET_KousyuhantenGet_E	[VAR BD06(0000)]The opposing [VAR 0102(0000)] swapped its offensive stats with its\ndefensive stats!
BTL_STRID_SET_KousyuhantenGet_T	[VAR BD06(0000)][VAR 0100(000A)]’s [VAR 0102(0000)] swapped its offensive stats with its\ndefensive stats!
BTL_STRID_SET_KousyuhantenOff	[VAR 0102(0000)]’s stats switched back to normal!
BTL_STRID_SET_KousyuhantenOff_Y	The wild [VAR 0102(0000)]’s stats switched back to normal!
BTL_STRID_SET_KousyuhantenOff_E	The opposing [VAR 0102(0000)]’s stats switched back to normal!
BTL_STRID_SET_KousyuhantenOff_T	[VAR BD06(0000)]The stats of [VAR 0100(000A)]’s [VAR 0102(0000)]\nswitched back to normal!
BTL_STRID_SET_UseItem_Rankup_CriticalOff	[VAR 0102(0000)] is no longer pumped up.
BTL_STRID_SET_UseItem_Rankup_CriticalOff_Y	The wild [VAR 0102(0000)] is no longer pumped up.
BTL_STRID_SET_UseItem_Rankup_CriticalOff_E	The opposing [VAR 0102(0000)] is no longer pumped up.
BTL_STRID_SET_UseItem_Rankup_CriticalOff_T	[VAR 0100(000A)]’s [VAR 0102(0000)] is no longer pumped up.
BTL_STRID_SET_KiaiDameOff	[VAR 0102(0000)] is no longer pumped up.
BTL_STRID_SET_KiaiDameOff_Y	The wild [VAR 0102(0000)] is no longer pumped up.
BTL_STRID_SET_KiaiDameOff_E	The opposing [VAR 0102(0000)] is no longer pumped up.
BTL_STRID_SET_KiaiDameOff_T	[VAR 0100(000A)]’s [VAR 0102(0000)] is no longer pumped up.
BTL_STRID_SET_SimoyakeCureWaza	[VAR 0102(0000)]’s [VAR 0107(0001)] healed its frostbite!
BTL_STRID_SET_SimoyakeCureWaza_Y	The wild [VAR 0102(0000)]’s [VAR 0107(0001)] healed its frostbite!
BTL_STRID_SET_SimoyakeCureWaza_E	[VAR BD06(0000)]The opposing [VAR 0102(0000)]’s [VAR 0107(0001)]\nhealed its frostbite!
BTL_STRID_SET_SimoyakeCureWaza_T	[VAR BD06(0000)][VAR 0100(000A)]’s [VAR 0102(0000)]’s [VAR 0107(0001)]\nhealed its frostbite!
BTL_STRID_SET_NemukeCureWaza	[VAR 0102(0000)]’s [VAR 0107(0001)] caused it to snap fully awake!
BTL_STRID_SET_NemukeCureWaza_Y	[VAR BD06(0000)]The wild [VAR 0102(0000)]’s [VAR 0107(0001)] caused it to\nsnap fully awake!
BTL_STRID_SET_NemukeCureWaza_E	[VAR BD06(0000)]The opposing [VAR 0102(0000)]’s [VAR 0107(0001)] caused it to\nsnap fully awake!
BTL_STRID_SET_NemukeCureWaza_T	[VAR BD06(0000)][VAR 0100(000A)]’s [VAR 0102(0000)]’s [VAR 0107(0001)] caused it\nto snap fully awake!
btl_std.dat
BTL_STRID_STD_NULL	●●
BTL_STRID_STD_Encount_Wild1	You encountered a wild [VAR 0101(0000)]!
BTL_STRID_STD_Encount_Wild2	Whoa! A wild [VAR 0101(0000)] leaped out!
BTL_STRID_STD_Encount_Wild_Move	Oh! A wild [VAR 0101(0000)] appeared!
BTL_STRID_STD_Encount_Wild_Talk	You encountered a wild [VAR 0101(0000)]!
BTL_STRID_STD_Encount_Wild_Ride	Whoa! The [VAR 0101(0000)] you stepped on attacked!
BTL_STRID_STD_Encount_Wild_Legend	[VAR 0101(0000)] appeared!
BTL_STRID_STD_Encount_Band	Whoa! A horde of [VAR 0101(0000)] appeared!
BTL_STRID_STD_Encount_Nusi	[~ 8]
BTL_STRID_STD_Encount_NPC1	[VAR BD06(0000)]You are challenged by\n[VAR 1300(0000,0000)][VAR 010E(0000)] [VAR 0100(0001)]!\c
BTL_STRID_STD_Encount_Player1	[VAR 0100(0000)] is issuing a challenge!\c
BTL_STRID_STD_Encount_NPC2	You are challenged by\n[VAR 1300(0000,0000)][VAR 010E(0000)] [VAR 0100(0001)] and\r\n[VAR 1300(0002,0000)][VAR 010E(0002)] [VAR 0100(0003)]!\c
BTL_STRID_STD_Encount_Player2	[VAR 0100(0000)] and [VAR 0100(0001)] issued a challenge!\c
BTL_STRID_STD_PutSingle	Go! [VAR 0102(0000)]!
BTL_STRID_STD_PutDouble	Go! [VAR 0102(0000)] and [VAR 0102(0001)]!
BTL_STRID_STD_PutTriple	[VAR BD06(0000)]Go! [VAR 0102(0000)], [VAR 0102(0001)],\nand [VAR 0102(0002)]!
BTL_STRID_STD_PutSingle_NPC	[VAR BD06(0000)][VAR 1301(0000,0000)][VAR 010E(0000)] [VAR 0100(0001)] sent\nout [VAR 0102(0002)]!
BTL_STRID_STD_PutDouble_NPC	[VAR BD06(0000)][VAR 1301(0000,0000)][VAR 010E(0000)] [VAR 0100(0001)] sent out\n[VAR 0102(0002)] and [VAR 0102(0003)]!
BTL_STRID_STD_PutTriple_NPC	[VAR 1301(0000,0000)][VAR 010E(0000)] [VAR 0100(0001)] sent out\n[VAR 0102(0002)], [VAR 0102(0003)], and [VAR 0102(0004)]!
BTL_STRID_STD_PutSingle_Player	[VAR 0100(0000)] sent out [VAR 0102(0001)]!
BTL_STRID_STD_PutDouble_Player	[VAR BD06(0000)][VAR 0100(0000)] sent out\n[VAR 0102(0001)] and [VAR 0102(0002)]!
BTL_STRID_STD_PutTriple_Player	[VAR 0100(0000)] sent out [VAR 0102(0001)],\n[VAR 0102(0002)], and [VAR 0102(0003)]!
BTL_STRID_STD_IrekaeConfirm	[VAR BD06(0000)][VAR 1301(0000,0000)][VAR 010E(0000)] [VAR 0100(0001)] is about to\nsend out [VAR 0102(0002)].\r\nWill you switch your Pokémon?
BTL_STRID_STD_PutChange1	You’re in charge, [VAR 0102(0000)]!
BTL_STRID_STD_PutChange2	Go for it, [VAR 0102(0000)]!
BTL_STRID_STD_PutChange3	Just a little more!\nHang in there, [VAR 0102(0000)]!
BTL_STRID_STD_PutChange4	Your opponent’s weak!\nGet ’em, [VAR 0102(0000)]!
BTL_STRID_STD_BackChange1	[VAR 0102(0000)], switch out!\nCome back!
BTL_STRID_STD_BackChange2	[VAR 0102(0000)], come back!
BTL_STRID_STD_BackChange3	[VAR 0102(0000)], that’s enough!\nCome back!
BTL_STRID_STD_BackChange4	OK, [VAR 0102(0000)]!\nCome back!
BTL_STRID_STD_BackChange5	Good job, [VAR 0102(0000)]!\nCome back!
BTL_STRID_STD_BackChange_NPC	[VAR BD06(0000)][VAR 1301(0000,0000)][VAR 010E(0000)] [VAR 0100(0001)]\nwithdrew [VAR 0102(0002)]!
BTL_STRID_STD_BackChange_Player	[VAR 0100(0000)] withdrew [VAR 0102(0001)]!
BTL_STRID_STD_Hit_PluralTimes	The Pokémon was hit [VAR 0200(0000)] time[VAR 1101(0000,0100)]s!
BTL_STRID_STD_UseItem_Self	You used [VAR 1302(0001,0000)][VAR 010A(0001)].
BTL_STRID_STD_UseItem_Player	[VAR 0100(0000)] used [VAR 1302(0001,0000)][VAR 010A(0001)].
BTL_STRID_STD_UseItem_NPC	[VAR BD06(0000)][VAR 1301(0000,0000)][VAR 010E(0000)] [VAR 0100(0001)] used\n[VAR 1302(0002,0000)][VAR 010A(0002)]!
BTL_STRID_STD_UseItem_Shooter	[~ 38]
BTL_STRID_STD_UseItem_ShooterCantUse	[~ 39]
BTL_STRID_STD_RotateL_NPC	[~ 40]
BTL_STRID_STD_RotateL_Player	[~ 41]
BTL_STRID_STD_RotateR_NPC	[~ 42]
BTL_STRID_STD_RotateR_Player	[~ 43]
BTL_STRID_STD_GetExp	[VAR 010C(0000)] gained [VAR 0206(0001,002C)] Exp. Point[VAR 1101(0001,0100)]s!
BTL_STRID_STD_GetExp_Bonus	[VAR 010C(0000)] gained a boosted [VAR 0206(0001,002C)] Exp. Point[VAR 1101(0001,0100)]s!
BTL_STRID_STD_GetExp_Bench	The rest of your team gained Exp. Points\nthanks to the Exp. Share!
BTL_STRID_STD_WazaOboe_01	[VAR BD06(0000)][VAR 010C(0000)] wants to learn\nthe move [VAR 0107(0001)].\c\nShould an old move be forgotten and\nreplaced with [VAR 0107(0001)]?
BTL_STRID_STD_WazaOboe_02	One...[WAIT 20]two...[WAIT 20]and...[WAIT 20][WAIT 20]ta-da![VAR BE05(0003)][VAR BE05(0006)]\c\n[VAR 010C(0000)] forgot [VAR 0107(0001)].\c\nAnd...
BTL_STRID_STD_WazaOboe_03	[VAR 010C(0000)] learned [VAR 0107(0001)]!
BTL_STRID_STD_WazaOboe_04	[VAR 010C(0000)] did not learn [VAR 0107(0001)].\c
BTL_STRID_STD_WinTrainer	You defeated [VAR 1300(0000,0000)][VAR 010E(0000)] [VAR 0100(0001)]!
BTL_STRID_STD_WinTrainer2	[VAR BD06(0000)]You defeated [VAR 1300(0000,0000)][VAR 010E(0000)] [VAR 0100(0001)]\nand [VAR 1300(0002,0000)][VAR 010E(0002)] [VAR 0100(0003)]!
BTL_STRID_STD_LoseTrainer	You lost to [VAR 1300(0000,0000)][VAR 010E(0000)] [VAR 0100(0001)]!
BTL_STRID_STD_DrawTrainer	[VAR BD06(0000)]Your battle ended in a draw against\n[VAR 1300(0000,0000)][VAR 010E(0000)] [VAR 0100(0001)]!
BTL_STRID_STD_WinComm	You defeated [VAR 0100(0000)]!
BTL_STRID_STD_WinCommMulti	You defeated [VAR 0100(0000)] and [VAR 0100(0001)]!
BTL_STRID_STD_LoseComm	You lost to [VAR 0100(0000)]!
BTL_STRID_STD_LoseCommMulti	You lost to [VAR 0100(0000)] and [VAR 0100(0001)]!
BTL_STRID_STD_DrawComm	You battled to a draw against [VAR 0100(0000)]!
BTL_STRID_STD_DrawCommMulti	[VAR BD06(0000)]You battled to a draw against\n[VAR 0100(0000)] and [VAR 0100(0001)]!
BTL_STRID_STD_Temp_BattleRoyalEnd	[~ 61]
BTL_STRID_STD_WinNusi	[~ 62]
BTL_STRID_STD_LoseStart	You have no more Pokémon that can fight!\c
BTL_STRID_STD_LoseMoneyWild	You panicked and dropped [VAR 0204(0001,002C)]...
BTL_STRID_STD_LoseMoneyTrainer	You gave [VAR 0204(0001,002C)] to the winner...
BTL_STRID_STD_LoseEnd	You were overwhelmed by your defeat!
BTL_STRID_STD_GetMoney	You got [VAR 0205(0001,002C)] for winning!\c
BTL_STRID_STD_PickMoney	You picked up [VAR 0204(0001,002C)]!
BTL_STRID_STD_LevelUp	[VAR 010C(0000)] grew to Lv. [VAR 0202(0001)]!
BTL_STRID_STD_BallThrow0	Oh no!\nThe Pokémon broke free!
BTL_STRID_STD_BallThrow1	Aww!\nIt appeared to be caught!
BTL_STRID_STD_BallThrow2	Aargh!\nAlmost had it!
BTL_STRID_STD_BallThrow3	Gah!\nIt was so close, too!
BTL_STRID_STD_BallThrowS	Gotcha!\n[VAR 0101(0000)] was caught!
BTL_STRID_STD_ZukanRegister	[VAR 0101(0000)]’s data was added to the Pokédex.
BTL_STRID_STD_BallThrowTrainer	The Trainer blocked your Poké Ball!\c\nDon’t be a thief!
BTL_STRID_STD_Ball_NG1	It’s no good! It’s impossible to aim\nunless there is only one Pokémon!
BTL_STRID_STD_Ball_NG2	Your Boxes are full!
BTL_STRID_STD_Ball_NG3	It’s impossible to aim without being focused!
BTL_STRID_STD_Ball_NG4	It’s no good! It’s impossible to aim\nat a Pokémon that’s not in sight!
BTL_STRID_STD_UseItem_NoEffect	But it had no effect!
BTL_STRID_STD_SelectAction	What should [VAR 010C(0000)] do?
BTL_STRID_STD_SelectRotation	What will you do?
BTL_STRID_STD_SelectFriendship	[VAR 010C(0000)] is awaiting your directions...
BTL_STRID_STD_WazaFail	But it failed!
BTL_STRID_STD_EscapeSuccess	You got away safely!
BTL_STRID_STD_EscapeFail	You couldn’t get away!
BTL_STRID_STD_EscapeProhibit	You can’t escape!
BTL_STRID_STD_EscapeWild	The wild [VAR 0102(0000)] fled!
BTL_STRID_STD_EscapeCant	No! There’s no running from a Trainer battle!
BTL_STRID_STD_EscapeCheck	Would you like to give up on this battle and quit now?
BTL_STRID_STD_AffGood	It’s super effective!
BTL_STRID_STD_AffBad	It’s not very effective...
BTL_STRID_STD_KonranExe	It hurt itself in its confusion!
BTL_STRID_STD_CriticalHit	[VAR FF00(0006)]A critical hit![VAR FF00(0000)]
BTL_STRID_STD_PP_Short	But there was no PP left for the move!
BTL_STRID_STD_CommSupport	[VAR BD06(0000)][VAR 0100(0000)] came to the rescue and restored\n[VAR 0102(0001)]’s health!
BTL_STRID_STD_ShineStart	The sunlight turned harsh!
BTL_STRID_STD_RainStart	It started to rain!
BTL_STRID_STD_StormStart	A sandstorm kicked up!
BTL_STRID_STD_SnowStart	It started to hail!
BTL_STRID_STD_MistStart	Fog crept up as thick as soup!
BTL_STRID_STD_ShineEnd	The harsh sunlight faded.
BTL_STRID_STD_RainEnd	The rain stopped.
BTL_STRID_STD_StormEnd	The sandstorm subsided.
BTL_STRID_STD_SnowEnd	The hail stopped.
BTL_STRID_STD_MistEnd	The fog lifted.
BTL_STRID_STD_AirLock	The effects of the weather disappeared.
BTL_STRID_STD_SandAttack	The sandstorm is raging.
BTL_STRID_STD_SnowAttack	The hail is crashing down.
BTL_STRID_STD_Ichigeki	It’s a one-hit KO!
BTL_STRID_STD_KinomiEff_WazaWeak	[VAR BD06(0000)]The [VAR 0109(0000)] weakened\n[VAR 0107(0001)]’s power!
BTL_STRID_STD_KodawariLock	[VAR BD06(0000)]The [VAR 0109(0000)] only allows the use\nof [VAR 0107(0001)]!
BTL_STRID_STD_TotsugekiLock	The effects of the [VAR 0109(0000)] prevent status\nmoves from being used!
BTL_STRID_STD_WazaLock	[VAR 010C(0000)] can only use [VAR 0107(0001)]!
BTL_STRID_STD_RankReset	All stat changes were eliminated!
BTL_STRID_STD_NotHappen	But nothing happened!
BTL_STRID_STD_TokWin	[VAR 0102(0000)]’s\n[VAR 0106(0001)]
BTL_STRID_STD_Magnitude1	Magnitude 4!
BTL_STRID_STD_Magnitude2	Magnitude 5!
BTL_STRID_STD_Magnitude3	Magnitude 6!
BTL_STRID_STD_Magnitude4	Magnitude 7!
BTL_STRID_STD_Magnitude5	Magnitude 8!
BTL_STRID_STD_Magnitude6	Magnitude 9!
BTL_STRID_STD_Magnitude7	Magnitude 10!
BTL_STRID_STD_IyasinoSuzu	A bell chimed!
BTL_STRID_STD_AlomaTherapy	A soothing aroma wafted through the area!
BTL_STRID_STD_Itamiwake	The battlers shared their pain!
BTL_STRID_STD_Mizuasobi	Fire’s power was weakened!
BTL_STRID_STD_MizuasobiOff	The effects of Water Sport have faded.
BTL_STRID_STD_Doroasobi	Electricity’s power was weakened!
BTL_STRID_STD_DoroasobiOff	The effects of Mud Sport have faded.
BTL_STRID_STD_TrickRoomOff	The twisted dimensions returned to normal!
BTL_STRID_STD_Jyuryoku	Gravity intensified!
BTL_STRID_STD_JyuryokuOff	Gravity returned to normal!
BTL_STRID_STD_HorobiNoUta	All Pokémon that heard the song will faint in three turns!
BTL_STRID_STD_YubiWoFuru	Waggling a finger let it use [VAR 0107(0000)]!
BTL_STRID_STD_SizenNoTikara	Nature Power turned into [VAR 0107(0000)]!
BTL_STRID_STD_NekoNiKoban	Coins were scattered everywhere!
BTL_STRID_STD_MigawariFail	But it does not have enough HP left to make a substitute!
BTL_STRID_STD_Reflector	Reflect made your team stronger against physical moves!
BTL_STRID_STD_Reflector_E	Reflect made the opposing team stronger against\nphysical moves!
BTL_STRID_STD_ReflectorOff	Your team’s Reflect wore off!
BTL_STRID_STD_ReflectorOff_E	The opposing team’s Reflect wore off!
BTL_STRID_STD_HikariNoKabe	Light Screen made your team stronger against special moves!
BTL_STRID_STD_HikariNoKabe_E	Light Screen made the opposing team stronger against\nspecial moves!
BTL_STRID_STD_HikariNoKabeOff	Your team’s Light Screen wore off!
BTL_STRID_STD_HikariNoKabeOff_E	The opposing team’s Light Screen wore off!
BTL_STRID_STD_AuroraVeil	Aurora Veil made your team stronger against physical and\nspecial moves!
BTL_STRID_STD_AuroraVeil_E	Aurora Veil made the opposing team stronger against\nphysical and special moves!
BTL_STRID_STD_AuroraVeilOff	Your team’s Aurora Veil wore off!
BTL_STRID_STD_AuroraVeilOff_E	The opposing team’s Aurora Veil wore off!
BTL_STRID_STD_SinpiNoMamori	Your team cloaked itself in a mystical veil!
BTL_STRID_STD_SinpiNoMamori_E	The opposing team cloaked itself in a mystical veil!
BTL_STRID_STD_SinpiNoMamoriOff	Your team is no longer protected by Safeguard!
BTL_STRID_STD_SinpiNoMamoriOff_E	The opposing team is no longer protected by Safeguard!
BTL_STRID_STD_SiroiKiri	Your team became shrouded in mist!
BTL_STRID_STD_SiroiKiri_E	The opposing team became shrouded in mist!
BTL_STRID_STD_SiroiKiriOff	Your team is no longer protected by mist!
BTL_STRID_STD_SiroiKiriOff_E	The opposing team is no longer protected by mist!
BTL_STRID_STD_Oikaze	The Tailwind blew from behind your team!
BTL_STRID_STD_Oikaze_E	The Tailwind blew from behind the opposing team!
BTL_STRID_STD_OikazeOff	Your team’s Tailwind petered out!
BTL_STRID_STD_OikazeOff_E	The opposing team’s Tailwind petered out!
BTL_STRID_STD_Omajinai	Lucky Chant shielded your team from critical hits!
BTL_STRID_STD_Omajinai_E	Lucky Chant shielded the opposing team from critical hits!
BTL_STRID_STD_OmajinaiOff	Your team’s Lucky Chant wore off!
BTL_STRID_STD_OmajinaiOff_E	The opposing team’s Lucky Chant wore off!
BTL_STRID_STD_Makibisi	Spikes were scattered on the ground all around your team!
BTL_STRID_STD_Makibisi_E	Spikes were scattered on the ground all around the\nopposing team!
BTL_STRID_STD_MakibisiOff	The spikes disappeared from the ground around your team!
BTL_STRID_STD_MakibisiOff_E	The spikes disappeared from the ground around the\nopposing team!
BTL_STRID_STD_Dokubisi	Poison spikes were scattered on the ground all\naround your team!
BTL_STRID_STD_Dokubisi_E	Poison spikes were scattered on the ground all\naround the opposing team!
BTL_STRID_STD_DokubisiOff	The poison spikes disappeared from the ground\naround your team!
BTL_STRID_STD_DokubisiOff_E	The poison spikes disappeared from the ground around the\nopposing team!
BTL_STRID_STD_StealthRock	Pointed stones float in the air around your team!
BTL_STRID_STD_StealthRock_E	Pointed stones float in the air around the opposing team!
BTL_STRID_STD_StealthRockOff	The pointed stones disappeared from around your team!
BTL_STRID_STD_StealthRockOff_E	The pointed stones disappeared from around\nthe opposing team!
BTL_STRID_STD_WideGuard	Wide Guard protected your team!
BTL_STRID_STD_WideGuard_E	Wide Guard protected the opposing team!
BTL_STRID_STD_FastGuard	Quick Guard protected your team!
BTL_STRID_STD_FastGuard_E	Quick Guard protected the opposing team!
BTL_STRID_STD_Rainbow	A rainbow appeared in the sky on your team’s side!
BTL_STRID_STD_Rainbow_E	A rainbow appeared in the sky on the opposing team’s side!
BTL_STRID_STD_RainbowOff	The rainbow on your team’s side disappeared!
BTL_STRID_STD_RainbowOff_E	The rainbow on the opposing team’s side disappeared!
BTL_STRID_STD_Burning	A sea of fire enveloped your team!
BTL_STRID_STD_Burning_E	A sea of fire enveloped the opposing team!
BTL_STRID_STD_BurningOff	The sea of fire around your team disappeared!
BTL_STRID_STD_BurningOff_E	The sea of fire around the opposing team disappeared!
BTL_STRID_STD_Moor	A swamp enveloped your team!
BTL_STRID_STD_Moor_E	A swamp enveloped the opposing team!
BTL_STRID_STD_MoorOff	The swamp around your team disappeared!
BTL_STRID_STD_MoorOff_E	The swamp around the opposing team disappeared!
BTL_STRID_STD_Kinchoukan	Your team is too nervous to eat Berries!
BTL_STRID_STD_Kinchoukan_E	The opposing team is too nervous to eat Berries!
BTL_STRID_STD_WonderRoom_Start	It created a bizarre area in which Defense and Sp. Def stats\nare swapped!
BTL_STRID_STD_WonderRoom_End	Wonder Room wore off, and Defense and Sp. Def stats\nreturned to normal!
BTL_STRID_STD_MagicRoom_Start	It created a bizarre area in which Pokémon’s held items lose\ntheir effects!
BTL_STRID_STD_MagicRoom_End	Magic Room wore off, and held items’ effects returned\nto normal!
BTL_STRID_STD_Juel	[VAR BD06(0000)]The [VAR 0109(0000)] strengthened\n[VAR 0107(0001)]’s power!
BTL_STRID_STD_BattleTimeOver	Time has run out!\nThe battle is over!
BTL_STRID_STD_BattleTimeOver_Your	The opposing player’s time has run out!\nThe battle is over!
BTL_STRID_STD_BattleTimeOver_My	Your time has run out!\nThe battle is over!
BTL_STRID_STD_BatteRecBufferOver	The battle is too long.\nPlayback canceled.
BTL_STRID_STD_DarumaOn	Zen Mode triggered!
BTL_STRID_STD_DarumaOff	Zen Mode ended!
BTL_STRID_STD_CombiWazaExe	The two moves have become one!\nIt’s a combined move!
BTL_STRID_STD_Sabotage1	[VAR 010C(0000)] won’t obey!
BTL_STRID_STD_Sabotage2	[VAR 010C(0000)] is loafing around!
BTL_STRID_STD_Sabotage3	[VAR 010C(0000)] turned away!
BTL_STRID_STD_Sabotage4	[VAR 010C(0000)] pretended not to notice!
BTL_STRID_STD_Sabotage_OtherWaza	[VAR 010C(0000)] ignored orders!
BTL_STRID_STD_Sabotage_GoSleep	[VAR 010C(0000)] began to nap!
BTL_STRID_STD_Sabotage_Sleeping	[VAR 010C(0000)] ignored orders and kept sleeping!
BTL_STRID_STD_ResetMove	Automatic center!
BTL_STRID_STD_ItemNoEffPos	But the item doesn’t do anything there!
BTL_STRID_STD_FreeFallBind	Sky Drop won’t let [VAR 010C(0000)] go!
BTL_STRID_STD_Retired	The battle was canceled.
BTL_STRID_STD_GrassGround_Start	Grass grew to cover the battlefield!
BTL_STRID_STD_GrassGround_End	The grass disappeared from the battlefield.
BTL_STRID_STD_MistGround_Start	Mist swirled around the battlefield!
BTL_STRID_STD_MistGround_End	The mist disappeared from the battlefield.
BTL_STRID_STD_ElecField_Start	An electric current ran across the battlefield!
BTL_STRID_STD_ElecField_End	The electricity disappeared from the battlefield.
BTL_STRID_STD_TrickGuard	Crafty Shield protected your team!
BTL_STRID_STD_TrickGuard_E	Crafty Shield protected the opposing team!
BTL_STRID_STD_TatamiGaeshi	[VAR 0107(0000)] was blocked by the kicked-up mat!
BTL_STRID_STD_NebaNebaNet	A sticky web has been laid out on the ground around\nyour team!
BTL_STRID_STD_NebaNebaNet_E	A sticky web has been laid out on the ground around the\nopposing team!
BTL_STRID_STD_NebaNebaNetOff	The sticky web has disappeared from the ground around you!
BTL_STRID_STD_NebaNebaNetOff_E	The sticky web has disappeared from the ground around the\nopposing team!
BTL_STRID_STD_GeppuWarn	Your Pokémon can’t use this move because it hasn’t eaten\nany Berries!
BTL_STRID_STD_GetBonusItem	You found [VAR 1302(0001,0000)][VAR 010A(0001)] in the aftermath!
BTL_STRID_STD_FR_Korae	[VAR 010C(0000)] toughed it out so you wouldn’t feel sad!
BTL_STRID_STD_FR_CureNemuri	[VAR 010C(0000)] shook itself awake so you wouldn’t worry!
BTL_STRID_STD_FR_CureDoku	[VAR BD06(0000)][VAR 010C(0000)] managed to expel the poison so you\nwouldn’t worry!
BTL_STRID_STD_FR_CureYakedo	[VAR 010C(0000)] healed its burn with its sheer determination\nso you wouldn’t worry!
BTL_STRID_STD_FR_CureMahi	[VAR 010C(0000)] gathered all its energy to break through\nits paralysis so you wouldn’t worry!
BTL_STRID_STD_FR_CureKoori	[VAR 010C(0000)] melted the ice with its fiery determination\nso you wouldn’t worry!
