amulet.dat
msg_amulet_001	我正在向守護祝慶村的\n御護石表達感謝。[VAR 0114(005D)]
msg_ev026000_list_06	我要撤退了
msg_ev026000_talk_09	真是讓人氣嘟嘟！\n我都好心勸[VAR 1100(00FF,0101)]你妳回去了，\r\n[VAR 1100(00FF,0101)]你妳竟然不能理解……真叫我傷心。\c\n上吧，黏黏寶！溶化吧，黏黏寶！[VAR 0114(0010)]
msg_chap02_null_40	[~ 216]
msg_ev026005_talk_01	怎、怎麼可能……[VAR 0114(0010)]
msg_ev026005_talk_02	雖然我輸了，但我還是要繼續勸[VAR 1100(00FF,0101)]你妳！\n現在不能去見劈斧螳螂。\c\n劈斧螳螂真的非常危險！\n一靠近牠，牠就會劈哩啪啦地打過來的。[VAR 0114(0010)]
msg_ev026005_talk_03	以往的話，只要給劈斧螳螂獻貢品……\n也就是獻上２種牠喜歡的東西，\r\n牠就會很開心地享用然後平靜下來的。[VAR 0114(0010)]
msg_ev026005_talk_04	現在就連我這個場長想送上貢品，\n也無法靠近狂暴大鬧的劈斧螳螂。\r\n[VAR 1100(00FF,0101)]你妳這個外人就更加不可能了。[VAR 0114(0010)]
msg_ev026005_talk_05	據說劈斧螳螂和詭角鹿的祖先\n曾受到神奧大尊賜予力量，\r\n並且保護了寶可夢與人們。\c\n我們珍珠隊也深受恩惠，\n才能一直生活在洗翠地區！[VAR 0114(000B)]
msg_ev026005_talk_06	珠貝？[VAR 0114(0010)]
msg_ev026005_talk_07	你說劈斧螳螂變得更強了，\n但牠現在根本就是個大麻煩……\c\n如果說這是因為神奧大尊降雷擊中牠，\n那一定是虛假的神奧大尊吧？\r\n就是金剛隊崇敬的那個冒牌貨！[VAR 0114(000B)]
msg_ev026005_talk_08	對我們珍珠隊來說，\n劈斧螳螂是非常重要的寶可夢。\c\n所以這件事不能交給外人，\n應該由我們自己解決……！[VAR 0114(000B)]
msg_ev026005_talk_09	我原本是這麼想的。\n但安撫狂暴的劈斧螳螂是刻不容緩。\c\n如果越來越多人或寶可夢被牠襲擊，\n也會造成我們和金剛隊或銀河隊的紛爭……[VAR 0114(000B)]
msg_ev026005_talk_10	喂！從空中掉下來的傢伙！\n如果是銀河隊的人，就有辦法搞定這事嗎？[VAR 0114(0010)]
msg_ev026005_list_01	我會想辦法
msg_ev026005_list_02	我不知道
msg_ev026005_talk_11	我知道了……！菊伊和我會準備好\n劈斧螳螂喜歡的東西。\c\n拜託[VAR 1100(00FF,0101)]你妳就算跑遍廣闊的洗翠，\n也要找出解決辦法來！[VAR 0114(000B)]
msg_ev026005_talk_12	這是馬加木交代給[VAR 1100(00FF,0101)]你妳的任務吧？\c\n菊伊和我會準備好\n劈斧螳螂喜歡的東西。\c\n拜託[VAR 1100(00FF,0101)]你妳就算跑遍廣闊的洗翠，\n也要找出解決辦法來！[VAR 0114(000B)]
msg_ev026005_talk_80	我們不能讓劈斧螳螂就這樣\n一直被視為麻煩……萬萬不可。[VAR 0114(000B)]
msg_ev026005_talk_81	嗯～劈斧螳螂維持強大的力量也好啊……\n但是那樣會讓珠貝很頭痛吧。[VAR 0114(0010)]
msg_ev026005_sys_01	阿爾宙斯手機\n出現了反應……
msg_ev026005_sys_02	可以透過不可思議的力量，\n一瞬間移動到基地營。
msg_chap02_null_39	[~ 235]
msg_ev026010_talk_01	[VAR 0100(0000)]！\n劈斧螳螂的調查還順利嗎？[VAR 0114(0005)]
msg_ev026010_talk_02	原來如此！說是劈斧螳螂吃了\n喜歡的東西之後會平靜下來啊……[VAR 0114(0005)]
msg_ev026010_talk_03	我要到研究室好好思考一下。\n[VAR 0100(0000)][VAR 1100(00FF,0101)]你妳也一起來吧。[VAR 0114(0005)]
msg_ev026010_talk_04	[VAR 0100(0000)]！[VAR 0114(0005)]
msg_chap02_null_18	[~ 240]
msg_ev026100_talk_01	按照[VAR 0100(0000)]從珍珠隊的\n珠貝和菊伊那裡得到的情報……[VAR 0114(0005)]
msg_ev026100_talk_02	據說那隻狂暴大鬧的劈斧螳螂\n以往只要吃了２種喜歡的東西，\r\n就會平靜下來。[VAR 0114(0005)]
msg_ev026100_talk_03	難道是劈斧螳螂喜歡的２種東西\n混合後產生出的香味或成分，\c\n會發揮讓劈斧螳螂平靜下來的……\n鎮定效果？[VAR 0114(0005)]
msg_ev026100_talk_04	但是，就連平時負責照料牠的場長\n也靠近不了如此狂暴的劈斧螳螂……[VAR 0114(0005)]
msg_ev026100_talk_09	我需要思考一下，\n請給我一些時間。[VAR 0114(0005)]
msg_ev026100_talk_13	在收集到的資料中，\n應該有一些線索才對……[VAR 0114(0005)]
msg_ev026100_talk_05	靈感來了！[VAR 0114(0005)]
msg_ev026100_talk_06	我們可以用投的！\c\n既然[VAR 0100(0000)]是個出色的投手，\n就把劈斧螳螂喜歡的東西投給牠吧。[VAR 0114(0005)]
msg_ev026100_list_01	原來如此！
msg_ev026100_list_02	具體的方法呢？
msg_ev026100_talk_07	運用製作精靈球的技術，\n把牠喜歡的２種東西裝成一小包。\c\n能讓寶可夢放鬆鎮定的小包……\n不如就命名為鬆寶包吧。[VAR 0114(0005)]
msg_ev026100_talk_10	我覺得拉苯包也不錯啊。[VAR 0114(0006)]
msg_ev026100_talk_10_m	不叫它拉苯包嗎？[VAR 0114(0007)]
msg_ev026100_talk_11	要是叫做拉苯包，\n那就像是我要被投出去了……[VAR 0114(0005)]
msg_ev026100_talk_14	對了，珍珠隊會幫忙準備好\n劈斧螳螂喜歡的２種東西，對吧？[VAR 0114(0005)]
msg_ev026100_talk_12	[VAR 0100(0000)]！\n我們回巨木戰場，\r\n去告訴珍珠隊這個主意吧！[VAR 0114(0006)]
msg_ev026100_talk_12_m	[VAR 0100(0000)]，\n為了告訴珍珠隊這個辦法，\r\n我們回到巨木戰場去吧。[VAR 0114(0007)]
msg_ev026100_talk_08	要去巨木戰場的話，\n首先往高崗基地去就對了。[VAR 0114(0005)]
msg_chap02_null_19	[~ 259]
msg_ev026202_talk_01	銀河隊總部……\n真是一棟氣派的建築物啊。[VAR 0114(000F)]
msg_ev026202_talk_02	喲！我有個好消息要告訴[VAR 1100(00FF,0101)]你妳。[VAR 0114(000F)]
msg_ev026202_talk_03	但用說明的太麻煩了，\n我們去那個叫做高崗基地的地方吧。[VAR 0114(000F)]
msg_chap02_null_45	[~ 263]
msg_ev026205_talk_01	啾～～嗯！
msg_ev026205_talk_02	我都告訴詭角鹿了。\c\n有個叫[VAR 0100(0000)]的傢伙\n為了要鎮撫狂暴大鬧的劈斧螳螂，\r\n正在原野上四處奔波。[VAR 0114(000A)]
msg_ev026205_talk_03	而且那傢伙既不屬於金剛隊，\n也不屬於珍珠隊。\c\n只不過是個從時空裂縫\n掉下來的迷失者。[VAR 0114(000A)]
msg_ev026205_talk_04	結果呢，\n就像[VAR 1100(00FF,0101)]你妳看到的這樣！[VAR 0114(000A)]
msg_ev026205_talk_06	讓人很感激吧。[VAR 0114(000F)]
msg_ev026205_talk_08	詭角鹿認同[VAR 1100(00FF,0101)]你妳了。\n既然這樣，我就該把笛子交給[VAR 1100(00FF,0101)]你妳。[VAR 0114(000A)]
msg_ev026205_talk_09	阿米，拜託妳了。[VAR 0114(000A)]
msg_ev026205_talk_10	現在要教[VAR 1100(00FF,0101)]你妳很重要的事，\n[VAR 1100(00FF,0101)]你妳豎起耳朵聽清楚了！[VAR 0114(000A)]
msg_ev026205_talk_11	啾～～嗯！
msg_ev026205_talk_12	阿米剛剛吹的是\n神闔之笛……\c\n那是呼喚詭角鹿來載人時\n非常重要的東西！[VAR 0114(000A)]
msg_ev026205_talk_13	據說是神奧大尊所賜予的\n這支神闔之笛，就讓給[VAR 1100(00FF,0101)]你妳了！[VAR 0114(000A)]
msg_ev026205_talk_14	[VAR 1100(00FF,0101)]你妳就收下吧。\n反正我也沒有吹笛子的才能。[VAR 0114(000A)]
msg_ev026205_talk_15	[VAR 1100(00FF,0101)]你妳也要吹出剛才的旋律喔。[VAR 0114(000F)]
msg_ev026205_sys_16	詭角鹿將[VAR 0100(0000)]\n吹出的旋律深深記在心中了。
msg_ev026205_sys_19	[VAR 0100(0000)]現在可以\n呼喚坐騎寶可夢詭角鹿來飛馳了！
msg_ev026205_sys_20	從詭角鹿那裡\n獲得了神奇石板！
msg_ev026205_talk_17	好！吹響神闔之笛，\n和尊貴的詭角鹿四處奔馳吧！\c\n[VAR 1100(00FF,0101)]你妳要去鎮撫在巨木戰場的\n劈斧螳螂，是吧？[VAR 0114(000F)]
msg_ev026205_talk_18	和詭角鹿一起飛馳的話，\n一眨眼就能抵達原野的任何角落了！[VAR 0114(000A)]
msg_chap02_null_43	[~ 282]
msg_ev026400_talk_01	[VAR 1100(00FF,0101)]你妳說銀河隊已經想好\n安撫劈斧螳螂的策略了？[VAR 0114(0010)]
msg_ev026400_talk_02	什麼？把劈斧螳螂喜歡吃的東西\n加工成容易投出去的狀態！？\c\n真是驚人的想法！銀河隊帶來的\n科學的力量好厲害！[VAR 0114(0010)]
msg_ev026400_talk_04	如果能讓劈斧螳螂吃下牠喜歡的東西，\n那我也要幫忙！好，趕緊來做吧。[VAR 0114(0010)]
msg_ev026400_talk_05	喂！菊伊，等等我啊。[VAR 0114(000B)]
msg_ev026400_talk_17	我按照約定，把劈斧螳螂\n喜歡的滾滾豆帶來了。[VAR 0114(000B)]
msg_ev026400_talk_06	啊，抱歉。\n我忘記珠貝妳了……！[VAR 0114(0010)]
msg_ev026400_talk_07	這本是我們珍珠隊的問題……\n如果無法自己解決的話，\r\n也只能交給銀河隊了。[VAR 0114(000B)]
msg_ev026400_talk_10	但我內心還是在煩惱著\n是否要真的就這樣交給外人……\c\n畢竟銀河隊和我們，\n雙方的風俗或思維都不一樣。[VAR 0114(000B)]
msg_ev026400_talk_11	所以呢，讓我試試[VAR 1100(00FF,0101)]你妳的實力！\c\n聽說[VAR 1100(00FF,0101)]你妳會役使用精靈球捉住的\n寶可夢來戰鬥。\c\n但我的身邊也有如同\n兄弟姐妹一般可靠的寶可夢！[VAR 0114(000B)]
msg_ev026400_talk_12	如果[VAR 1100(00FF,0101)]你妳能贏過我和冰伊布，\n劈斧螳螂的事就交給[VAR 1100(00FF,0101)]你妳！\r\n怎麼樣？要和我一戰嗎？[VAR 0114(000B)]
msg_ev026400_list_01	來交手吧
msg_ev026400_list_02	這個嘛……
msg_ev026400_talk_13	果然呀……這對[VAR 1100(00FF,0101)]你妳這個從空中掉下來的\n可疑傢伙來說，是太困難了。[VAR 0114(000B)]
msg_ev026400_talk_14	為冰伊布的強大\n打從心底顫抖吧！！[VAR 0114(000B)]
msg_ev026400_talk_15	原來如此……\n球只不過是個道具……\c\n原來人和捉到的寶可夢之間，\n也有可能成為彼此心意相通的搭檔……\c\n看來是[VAR 1100(00FF,0101)]你妳的話應該沒問題。\n那麼，我來幫[VAR 1100(00FF,0101)]你妳的寶可夢恢復活力吧。[VAR 0114(000B)]
msg_ev026400_talk_16	銀河隊想到的辦法是什麼？能告訴我\n你們要拿劈斧螳螂喜歡的東西怎麼做嗎？[VAR 0114(000B)]
msg_ev026400_talk_08	哦？既然無法靠近狂暴的劈斧螳螂，\n就把牠喜歡的東西做成一包投出去，\r\n藉此讓牠鎮定下來……\c\n哦～原來如此。\n這個發明可以取名叫做「[VAR FF00(0006)]鎮寶[VAR FF00(0000)]」呢。[VAR 0114(000B)]
msg_ev026400_talk_09	嗯！為了狂暴大鬧的劈斧螳螂，\n我們誠心誠意來製作鎮寶吧！[VAR 0114(000B)]
msg_chap02_null_26	[~ 301]
msg_ev027000_talk_07	完成了！多得像小山一樣高的鎮寶！\n這下子劈斧螳螂也會平靜下來吧。[VAR 0114(0010)]
msg_ev027000_talk_01	那麼……我要呼喚\n森林王劈斧螳螂了。[VAR 0114(0010)]
msg_ev027000_list_01	沒問題！
msg_ev027000_list_02	還是算了
msg_ev027000_talk_02	喂～！！\c\n[VAR 1100(00FF,0101)]你妳是想讓我們白忙一場嗎？\n我要生氣了喔！哼哼！[VAR 0114(0010)]
msg_ev027000_talk_03	我明白了！[VAR 0114(0010)]
msg_ev027000_talk_10	森林王劈斧螳螂……\n雖然現在不是祭典的時期，\r\n但我們準備了您喜歡的食物。[VAR 0114(0010)]
msg_ev027000_talk_04	於天地之間，\n辛勤奉獻的吾等之王啊～\c\n吾等在此獻上無比的感謝。\n請您現身吧……[VAR 0114(0010)]
msg_ev027000_talk_05	[VAR 0100(0000)]，\n好好注視劈斧螳螂！\c\n重要的是閃避。\n[VAR 1100(00FF,0101)]你妳要閃避掉牠的招式，向牠投出鎮寶。[VAR 0114(000B)]
msg_ev027000_talk_06	嘎嚇～！！
msg_ev027000_talk_08	森林王劈斧螳螂\n請您現身吧……[VAR 0114(0010)]
msg_ev027000_talk_09	要注視劈斧螳螂！\n如果牠使出了招式，就立刻閃避！[VAR 0114(000B)]
msg_ev027000_talk_11	能熟練運用鎮寶的人\n就只有[VAR 1100(00FF,0101)]你妳了！[VAR 0114(000B)]
msg_chap02_null_27	[~ 315]
msg_ev027010_sys_19	從劈斧螳螂那裡\n獲得了玉蟲石板！
msg_ev027010_talk_01	怎、怎麼回事？[VAR 0114(0010)]
msg_ev027010_talk_02	劈斧螳螂全身上下的\n光芒消失了？[VAR 0114(0010)]
msg_ev027010_talk_03	森林王劈斧螳螂……\n這表示牠已經平息下來了嗎！？[VAR 0114(0010)]
msg_ev027010_talk_04	果然那不可思議的雷電，\n是劈斧螳螂這股力量的來源嗎？[VAR 0114(000B)]
msg_ev027010_list_01	或許是
msg_ev027010_list_02	不知道
msg_ev027010_talk_05	我是這麼推測的……[VAR 0114(000B)]
msg_ev027010_talk_06	前陣子從時空裂縫\n打下了不可思議的雷……\c\n我認為劈斧螳螂就是被那道雷給擊中，\n所以才會狂暴大鬧的吧。[VAR 0114(000B)]
msg_ev027010_talk_07	時空裂縫……？[VAR 0114(0010)]
msg_ev027010_talk_08	這麼說，神奧大尊果真是在\n時空裂縫的另一側，\c\n而那不可思議的雷電就是\n神奧大尊的力量！？[VAR 0114(0010)]
msg_ev027010_talk_09	那麼，鎮撫牠不就是個錯誤了？\c\n我開開心心地做了鎮寶，\n好像很懂事地幫了忙，\r\n結果實際上卻是個大傻瓜啊！哼哼！[VAR 0114(0010)]
msg_ev027010_talk_10	菊伊，冷靜點。\c\n森林王劈斧螳螂會幫忙\n擊退襲擊珍珠隊的寶可夢，\r\n是十分令人感激的存在。[VAR 0114(000B)]
msg_ev027010_talk_11	如果牠是獲得了真正的神奧大尊的庇佑，\n怎麼可能會無緣無故地\r\n去襲擊寶可夢或人們呢？\c\n所以，[VAR 0100(0000)]完成的事\n是非常重要的。[VAR 0114(000B)]
msg_ev027010_talk_12	這下也不會和金剛隊\n或銀河隊起爭執了，謝謝[VAR 1100(00FF,0101)]你妳。\c\n如果還有其他陷入狂暴狀態而痛苦的\n寶可夢，[VAR 1100(00FF,0101)]你妳一定要救救牠們啊。[VAR 0114(000B)]
msg_ev027010_talk_13	原來如此……我明白了。\c\n我剛剛有些失態了，\n但還是謝謝[VAR 1100(00FF,0101)]你妳的幫忙。[VAR 0114(0010)]
msg_ev027010_talk_14	這是我們珍珠隊的謝禮。\c\n我們對[VAR 1100(00FF,0101)]你妳說了些失禮的話。\n這謝禮包含了歉意與……感謝。[VAR 0114(000B)]
msg_ev027010_talk_15	我來幫[VAR 1100(00FF,0101)]你妳的搭檔恢復活力吧。\n謝謝[VAR 1100(00FF,0101)]你妳挑戰了這個困難的任務！[VAR 0114(000B)]
msg_ev027010_talk_17	我也相信[VAR 1100(00FF,0101)]你妳真的是從\n空中掉下來的了。\c\n……至於為何會掉下來，\n我完全摸不著頭緒就是了。[VAR 0114(000B)]
msg_ev027010_talk_18	總算是告一段落了。\n這些話我只在這裡悄悄地說……\c\n我好想再看看劈斧螳螂狂猛的樣子。\n畢竟那麼強大，實在叫人崇拜啊！[VAR 0114(0010)]
msg_chap02_null_29	[~ 336]
msg_ev027020_talk_01	朝天空消逝而去的光……\n看來[VAR 1100(00FF,0101)]你妳成功地鎮撫了王！[VAR 0114(000C)]
msg_ev027020_talk_02	哎呀，那個……\n該不會……[VAR 0114(000C)]
msg_ev027020_talk_09	那不是石板嗎！？\n借我一下喔！！[VAR 0114(000C)]
msg_ev027020_talk_03	上面刻著文字呢。\c\n宇宙誕生之處，\n亦為其起源之處……[VAR 0114(000C)]
msg_ev027020_talk_04	這看來是神話的一部分，\n[VAR 1100(00FF,0101)]你妳是怎麼拿到這個東西的？[VAR 0114(000C)]
msg_ev027020_talk_05	哦！所以是當[VAR 1100(00FF,0101)]你妳受到詭角鹿的認同時，\n以及在鎮撫了狂暴的劈斧螳螂時，\r\n獲得了這些石板的嗎？[VAR 0114(000C)]
msg_ev027020_talk_06	哦哦！\n真是讓人熱血沸騰。[VAR 0114(000C)]
msg_ev027020_talk_07	我推測，像這樣的石板\n可能分散在洗翠的各個地方。\c\n收集所有的石板，解讀出上面的文字，\n說不定就能知道某些事情的真相！[VAR 0114(000C)]
msg_ev027020_talk_08	神話、歷史之謎！深受刺激的好奇心！\n太棒了！這才是人生！那我先走了！[VAR 0114(000C)]
msg_chap02_null_30	[~ 346]
msg_ev027200_talk_01	唔嗯！\n辛苦了！[VAR 0114(0009)]
msg_ev027200_talk_02	我已經全部聽說了。\c\n[VAR 1100(00FF,0101)]你妳成功鎮撫了狂暴的劈斧螳螂，\n為大家帶回了和平與安寧。[VAR 0114(0009)]
msg_ev027200_talk_03	雖說[VAR 1100(00FF,0101)]你妳是個從空中掉下來，\n來歷不明的人，\r\n但[VAR 1100(00FF,0101)]你妳為了銀河隊有所貢獻。\c\n看來稍微認同[VAR 1100(00FF,0101)]你妳並不為過。[VAR 0114(0009)]
msg_ev027200_talk_04	但事情還沒結束。\c\n據說在其他區域\n也有王們正在狂暴大鬧。[VAR 0114(0009)]
msg_ev027200_talk_05	正因如此，[VAR 1100(00FF,0101)]你妳好好去調查寶可夢，\n為祝慶村盡一份力吧！[VAR 0114(0009)]
msg_ev027200_talk_06	我的話就到這裡。\c\n調查組現在應該在芋滿亭，\n[VAR 1100(00FF,0101)]你妳也去那裡會合吧。[VAR 0114(0009)]
msg_chap02_null_34	[~ 353]
msg_ev027210_talk_01	石月，老樣子給我來芋餅吧！\n今天也要３人份喔，please！\c\n啊，如果還有其他好吃的玩意兒，\n拜託通通都端上來！[VAR 0114(0005)]
msg_ev027210_talk_02	現在大家都在討論[VAR 1100(00FF,0101)]你妳的事呢。\c\n對上劈斧螳螂還能平安地回來，\n還真是走運。[VAR 0114(000E)]
msg_ev027210_talk_03	[VAR 0100(0000)]做好了準備，\n而且在戰鬥的時候，\r\n應該也有觀察劈斧螳螂的動作。[VAR 0114(0005)]
msg_ev027210_talk_04	這是努力所累積出的victory！\n真的是很驚人的成就喔！[VAR 0114(0005)]
msg_ev027210_talk_05	多虧了[VAR 0100(0000)]的努力，\n以後在原野執行任務時也可以安心了。[VAR 0114(0006)]
msg_ev027210_talk_07	想更安心的話，我的推薦就是這個！\n我照石月教我的把它寫成了材料單。[VAR 0114(0006)]
msg_ev027210_talk_05_m	多虧了[VAR 0100(0000)]的努力，\n我們調查組也能\r\n安心地執行任務了呢。[VAR 0114(0007)]
msg_ev027210_talk_07_m	為了更安心，再加上這個如何呢？\n我照石月教我的把它寫成了材料單。[VAR 0114(0007)]
msg_ev027210_talk_06	不用再擔心會被劈斧螳螂襲擊了！\c\n讓我們去調查生活在\n黑曜原野的寶可夢們吧！[VAR 0114(0005)]
chap_03.dat
msg_ev027220_sys_01	隔天……
msg_ev027220_talk_01	銀河隊的理髮店\n真時髦呢！[VAR 0114(0004)]
msg_ev027220_talk_02	哦，我說[VAR 1100(00FF,0101)]你妳！[VAR 1100(00FF,0101)]你妳就是[VAR 0100(0000)]吧？\n那個鎮撫了狂猛的森林王劈斧螳螂的人。[VAR 0114(0004)]
msg_ev027220_list_01	是的
msg_ev027220_list_02	是嗎？
msg_ev027220_talk_03	[VAR 1100(00FF,0101)]你妳現在很出名呢！\c\n有些人認為[VAR 1100(00FF,0101)]你妳膽大包天地\n去鎮撫了與神奧大尊有淵源的王，\r\n對[VAR 1100(00FF,0101)]你妳可是怕得要命呢！[VAR 0114(0004)]
msg_ev027220_talk_04	[VAR 1100(00FF,0101)]你妳這麼有名，可蒙混不了我的！\c\n有些人認為[VAR 1100(00FF,0101)]你妳膽大包天地\n去鎮撫了與神奧大尊有淵源的王，\r\n對[VAR 1100(00FF,0101)]你妳可是怕得要命呢！[VAR 0114(0004)]
msg_ev027220_talk_05	對了！我叫火夏！\c\n我是金剛隊的場長，\n特技是理髮！請多指教！[VAR 0114(0012)]
msg_ev027220_talk_06	啊，抱歉！我是來找馬加木談事情的！\n再見啦。[VAR 0114(0012)]
msg_evchap03_null_02	[~ 9]
msg_ev030000_talk_01	……唔嗯。\n月月熊嗎？[VAR 0114(0009)]
