A0.asset
A0_1023_PIKACHU_100_1000	鋼鎧鴉那傢伙，\n竟然把我重要的帽子給帶走了。
A1_1830_PIKACHU_400_3000	如果可以蒐集到來自寶可夢的情報，\n說不定能知道更正確的事情。
A1_1840_LIVOLT01_100_1000	雷電……
A1_1840_PIKACHU_100_1000	喂喂，\n別這樣瞪我啊，雷電獸。
A1_1840_LIVOLT01_100_2000	雷電！
A1_1840_PIKACHU_100_2000	你放心，\n我們不會妨礙到警察的工作的。
A1_1840_TIM_100_1000	布萊德先生的雷電獸\n很投入在工作中呢……
A1_1840_PIKACHU_100_3000	就是說啊，有這傢伙看著，\n即使有人想把證據藏起來，也會馬上被發現。
A1_1840_PIKACHU_100_4000	以這一點來說牠真的很可靠，但……
A1_1840_LIVOLT01_100_3000	雷電！
A1_1840_PIKACHU_100_5000	對我的態度\n可以別這麼強硬嗎……
A1_1840_LIVOLT01_200_1000	雷電！
A1_1840_PIKACHU_200_1000	什麼嘛！？\n我到底哪裡對不起你了！
A1_1850_DHPOLICEMAN01_100_1000	警察正在調查這個房間。\n無關人士請勿進入。
A1_1860_PIKACHU_100_1000	雖然對巴恩斯的偵訊已經結束了，\n但看來警察還在調查房間呢。
A1_1860_TIM_100_1000	是啊，我們去調查其他地方吧。
A1_1870_PIKACHU_100_1000	看來要更進一步調查的話，\n只能到城市裡去蒐集情報了。
A1_1870_TIM_100_1000	但我們要去哪裡？
A1_1870_TIM_100_2000	去追鴨寶寶，\n還是找紅色的寶可夢……
A1_1870_PIKACHU_100_2000	如果你猶豫的話，\n那就先去找鴨寶寶吧？
A1_1870_PIKACHU_100_3000	這條線索應該比\n紅色的寶可夢牢靠。
A1_1870_TIM_100_3000	我記得今天巴恩斯先生也拜託\n牠去買東西了，對吧。
A1_1870_PIKACHU_100_4000	說不定牠是去了高帽咖啡館。
A1_1870_TIM_100_4000	你說得沒錯。\n那就去咖啡館調查看看吧。
A1_1870_PIKACHU_100_5000	好，既然決定了，\n我們就出發吧，提姆！
A1_19001_TIM_100_1000	是我們得到的勳章。
A1_19001_PIKACHU_100_1000	這是身為名偵探大展身手的證明。\n提姆，我們今後也繼續加油吧！
A1_19010_PIKACHU_100_1000	嗯～甜甜的氣味太誘人了。\n這有使用三蜜蜂的蜜吧。
A1_19010_TIM_100_1000	等調查結束之後，\n我們來吃吧。
A1_19030_TIM_100_1000	有很多用樹果做的餐點喔。
A1_19030_PIKACHU_100_1000	有這麼多選擇的話，\n任何寶可夢的喜好都能應付得來吧。
A1_19040_TIM_100_1000	名為《金翅破曉》的作品上畫的是……
A1_19040_PIKACHU_100_1000	是在傳說中登場的寶可夢，鳳王。
A1_19040_PIKACHU_100_2000	據說牠那閃耀七彩光芒的羽毛\n能帶來永遠的幸福。
A1_19040_TIM_100_2000	七彩啊……這幅畫也很漂亮沒錯，\n不過本尊應該更漂亮吧。
A1_1905_MAMEPATO01_100_1000	豆啵～
A1_1905_PIKACHU_100_1000	嘿，這不是豆豆鴿嗎！\n你已經都恢復啦？太好了。
A1_1905_MAMEPATO01_100_2000	豆啵？
A1_1905_PIKACHU_100_2000	你問我是誰……\n我不久前才幫過你耶？
A1_1905_MAMEPATO01_100_3000	豆啵？
A1_1905_PIKACHU_100_3000	看來牠是忘得一乾二淨了……
A1_1905_TIM_100_1000	畢竟豆豆鴿很健忘嘛。
A1_1905_MAMEPATO01_200_1000	豆啵～
A1_1905_PIKACHU_200_1000	幸會幸會才怪。\n我們剛才也見過面啊。
A1_19050_TIM_100_1000	名叫《銀翼生濤》的作品上畫的是……
A1_19050_PIKACHU_100_1000	是被稱為海神的寶可夢，洛奇亞。
A1_19050_PIKACHU_100_2000	據說牠沉睡在很深的海底，\n但沒有人見過牠的身影。
A1_19050_TIM_100_2000	海底啊……在一般的生活中\n大概很難見到牠吧。
A1_19070_TIM_100_1000	這裡放著工作用的用品。\n看來這裡平常也當作書房使用？
A1_19080_PIKACHU_100_1000	這是幫客人準備的紅茶。\n我比較喜歡咖啡就是了。
A1_1910_ELFUUN01_100_1000	風妖？
A1_1910_ELFUUN02_100_1000	風～妖～！
A1_1910_TIM_100_1000	不曉得牠們這麼開心地在聊什麼呢？
A1_1910_PIKACHU_100_1000	牠們正在說這個城市\n不論來幾次都很熱鬧、很好玩。
A1_1910_TIM_100_2000	牠們會不會看到了什麼？
A1_1910_PIKACHU_100_2000	有可能。\n我們去問問看吧。
A1_1910_TIM_200_1000	我可以問些問題嗎？
A1_1910_ELFUUN01_200_1000	風妖！
A1_1910_ELFUUN02_200_1000	風妖～！
A1_1910_SEL_0_1000	關於風妖精
A1_1910_SEL_0_2000	關於棉花
A1_1910_SEL_0_3000	關於如何進去丹尼斯豪宅
A1_1910_SEL_0_4000	關於紅色的寶可夢
A1_1910_SEL_0_5000	關於鴨寶寶
A1_1910_ELFUUN01_300_1000	風妖～！
A1_1910_PIKACHU_300_1000	嗯，你們乘著季風\n在全世界旅行啊。
A1_1910_TIM_300_1000	風妖精一來，\n城市就會變得比平常熱鬧呢。
A1_1910_ELFUUN02_300_1000	風妖～！
A1_1910_PIKACHU_300_2000	是嗎，你們很快就又要\n離開這個城市了啊。
A1_1910_ELFUUN01_300_2000	風妖～！
A1_1910_PIKACHU_300_3000	在這裡能遇見各種各樣的寶可夢，\n所以你們每年都很期待來這裡？
A1_1910_PIKACHU_300_4000	能聽到你這麼說，\n我們也很高興。
A1_1910_TIM_400_1000	這團棉花是不是你們的？
A1_1910_ELFUUN01_400_1000	風妖，風妖～！
A1_1910_PIKACHU_400_1000	牠說<color=#F39800FF>是牠們的棉花</color>。
A1_1910_TIM_400_2000	其實這是我們在\n丹尼斯先生的豪宅裡發現的。
A1_1910_TIM_400_3000	你們是不是去過豪宅那裡？
A1_1910_ELFUUN01_400_2000	風妖～？
A1_1910_PIKACHU_400_2000	說不定去過，\n也說不定沒去過？
A1_1910_PIKACHU_400_3000	喂喂……\n這點小事，你總該要記得吧。
A1_1910_ELFUUN02_400_1000	風妖！
A1_1910_PIKACHU_400_4000	哦！\n這邊的風妖精記得呢！
A1_1910_TIM_400_4000	牠說了什麼？
A1_1910_PIKACHU_400_5000	牠覺得當牠和朋友玩的時候，\n好像有進到豪宅裡去。
A1_1910_TIM_400_5000	只是覺得嗎？\n很模稜兩可的回答呢。
A1_1910_PIKACHU_400_6000	就是說啊……\n我再問詳細一點。
A1_1910_PIKACHU_500_1000	你說你好像有進到豪宅裡去，\n是怎麼進去的？
A1_1910_ELFUUN01_500_1000	風妖！
A1_1910_PIKACHU_500_2000	帶著朋友從窗戶進去的？\n你為什麼這麼做？
A1_1910_ELFUUN02_500_1000	風妖～……
A1_1910_PIKACHU_500_3000	今天吃過早餐後發生的事情\n你完全不記得了？那是怎麼回事？
A1_1910_PIKACHU_500_4000	拜託了，這事情很重要。\n你要想起來啊。
A1_1910_ELFUUN01_500_2000	風妖～
A1_1910_PIKACHU_500_5000	是個陌生的人類拜託你進去的？
A1_1910_PIKACHU_500_6000	那是什麼樣的傢伙？
A1_1910_ELFUUN02_500_2000	風～妖～
A1_1910_PIKACHU_500_7000	是個根本不認識的人類，\n所以沒印象啊。
A1_1910_PIKACHU_500_8000	你說不定在無意間\n變成小偷的幫凶了呢。
A1_1910_ELFUUN01_500_3000	風～妖～……？
A1_1910_PIKACHU_500_9000	我這麼說你也聽不懂啊，也是。
A1_1910_TIM_500_1000	你的意思是，風妖精在不知不覺中\n跟這個事件扯上了關係？
A1_1910_PIKACHU_500_10000	我猜牠甚至不知道\n自己和事件有了關係呢。
A1_1910_PIKACHU_500_11000	搗蛋本來就是牠們的習性。\n這下可麻煩了。
A1_1910_PIKACHU_600_1000	你們兩個有沒有在這附近\n見過紅色的寶可夢？
A1_1910_ELFUUN01_600_1000	風妖！
A1_1910_PIKACHU_600_2000	要說紅色的寶可夢的話，\n最近你們和駒刀小兵交了朋友？
A1_1910_TIM_600_1000	駒刀小兵是誰？
A1_1910_PIKACHU_600_3000	是全身上下都是刀刃的寶可夢。
A1_1910_PIKACHU_600_4000	駒刀小兵的身體\n的確是紅色的。
A1_1910_ELFUUN02_600_1000	風妖！妖！
A1_1910_PIKACHU_600_5000	你和駒刀小兵常常會在\n小歇公園的觀景台見面啊。
A1_1910_PIKACHU_600_6000	在起風的日子，牠們會玩遊戲，\n捉著駒刀小兵看誰能飛得比較遠。
A1_1910_ELFUUN01_600_2000	風妖！
A1_1910_PIKACHU_600_7000	牠說牠們常常會一起從\n小歇公園飛到這裡來。
A1_1910_TIM_600_2000	小歇公園就是前方那個公園了吧。
A1_1910_PIKACHU_600_8000	沒錯。觀景台在公園的深處。
A1_1910_TIM_600_3000	在那裡說不定能找到駒刀小兵。
A1_1910_TIM_600_4000	你們記不記得最近一次跟駒刀小兵玩\n是在什麼時候？
A1_1910_ELFUUN01_600_3000	風妖～？
A1_1910_ELFUUN02_600_2000	風妖妖～？
A1_1910_PIKACHU_600_9000	最近牠們每天都在一起玩，\n今天也是。
A1_1910_TIM_600_5000	那我們去一趟小歇公園，\n說不定就能找到牠了。
A1_1910_ELFUUN01_600_4000	風妖……
A1_1910_PIKACHU_600_10000	你說<color=#F39800FF>如果要去見駒刀小兵的話，\n要小心對待牠喜歡的岩石</color>？
A1_1910_TIM_600_6000	牠喜歡的岩石？
A1_1910_ELFUUN01_600_5000	風妖，風妖！
A1_1910_PIKACHU_600_11000	觀景台似乎有\n駒刀小兵很寶貝的岩石。
A1_1910_PIKACHU_600_12000	之前牠不小心踩到那岩石，\n結果惹得駒刀小兵非常非常生氣。
A1_1910_TIM_600_7000	聽起來滿可怕的。
A1_1910_TIM_600_8000	我們也小心一點。
A1_1910_TIM_700_1000	你們有沒有看到過鴨寶寶？
A1_1910_ELFUUN01_700_1000	風妖？
A1_1910_ELFUUN02_700_1000	風～妖～
A1_1910_ELFUUN01_700_2000	風妖風妖！
A1_1910_PIKACHU_700_1000	好啦，我知道了！\n你們沒看到牠，是吧？
A1_1910_ELFUUN02_700_2000	風妖～！
A1_1910_TIM_700_2000	沒有看到啊。\n牠到底跑哪去了……
A1_19110_PIKACHU_100_1000	用的爵士鼓挺好的呢。\n來，讓我試著演奏看看吧。
A1_19110_TIM_100_1000	喂，別鬧了。人家正在做生意。
A1_19120_PIKACHU_100_1000	是帕布羅的鋼琴。
A1_19120_TIM_100_1000	店裡忙起來的話，\n帕布羅也就沒時間彈了吧。
A1_19130_PIKACHU_100_1000	是低音提琴呢。\n想不到還有這麼時髦的樂器。
A1_19130_PIKACHU_100_2000	來，讓我試著演奏看看吧。
A1_19130_TIM_100_1000	不是說了別鬧嗎？人家正在做生意。
A1_19140_TIM_100_1000	有唱片，還有樂譜。\n這些是帕布羅的珍藏吧。
A1_19140_PIKACHU_100_1000	從經典曲目到最新流行都有。\n他對音樂的興趣真廣泛。
A1_19150_PIKACHU_100_1000	你知道嗎？這樂器叫做康加鼓。\n是用兩手敲擊節奏來演奏。
A1_19150_PIKACHU_100_2000	這個的話，我也能演奏呢！
A1_19150_TIM_100_1000	我們沒時間做那種事好嗎？
A1_19160_TIM_100_1000	有幾個小朋友走在軌道上。\n不知道是什麼樣的電影？
A1_19160_PIKACHU_100_1000	是關於孩子們在某個夏天的冒險故事。\n這是一部挺出名的好電影呢。
A1_19160_TIM_100_2000	你很清楚嘛，皮卡丘。\n啊！出現了一群大牙狸！
A1_19160_PIKACHU_100_2000	這一幕可催淚了……不對，\n再看下去就要忘記工作了。走吧，提姆。
A1_19170_PIKACHU_100_1000	哦，帕布羅這傢伙\n似乎是買了新的咖啡豆呢。
A1_19170_PIKACHU_100_2000	也許今晚我可以獨自來喝一杯。
A1_19170_TIM_100_1000	之後買單的人是我，\n拜託適可而止啊。
A1_19180_TIM_100_1000	好漂亮的寶石啊。
A1_19180_PIKACHU_100_1000	這清澈度，這光彩……\n真是堪稱晶燦的頂極品呢。
A1_19190_TIM_100_1000	是綠色的寶石。
A1_19190_PIKACHU_100_1000	這沉穩的綠色就像是在森林裡似的，\n能讓心情都平靜下來呢。
A1_1920_TIM_100_1000	紅色的寶可夢\n會不會就是駒刀小兵？
A1_1920_PIKACHU_100_1000	牠和進到豪宅裡的風妖精\n似乎是好朋友。
A1_1920_PIKACHU_100_2000	所以可能性很高。
A1_1920_PIKACHU_100_3000	看來最快的方法就是\n直接去見個面確認囉。
A1_1920_TIM_300_1000	風妖精說牠們跟駒刀小兵\n常在小歇公園見面，對不對？
A1_1920_PIKACHU_300_1000	嗯，去那裡找的話，\n說不定就能見到駒刀小兵。
A1_1920_PIKACHU_300_2000	我們這就去看看吧，提姆！
A1_1920_TIM_400_1000	不過，我們也得追查鴨寶寶的下落。
A1_1920_PIKACHU_400_1000	要去找鴨寶寶，\n還是要找駒刀小兵呢？
A1_1920_PIKACHU_400_2000	要先去調查哪邊\n都沒問題。
A1_1920_PIKACHU_400_3000	就從你喜歡的那邊\n著手調查吧？
A1_1920_TIM_400_2000	謝謝你，皮卡丘。\n就這麼辦吧。
A1_19200_TIM_100_1000	是藍色的寶石。
A1_19200_PIKACHU_100_1000	像海底一般深邃的藍色，\n真是神秘啊。
A1_19210_TIM_100_1000	是紅色的寶石。
A1_19210_PIKACHU_100_1000	鮮豔的虹色就像是\n滾滾沸騰的熔岩，好耀眼啊。
A1_1931_TIM_100_1000	牠是不是沿著這條路逃走了？
A1_1931_TIM_100_2000	我有事情想問牠，\n稍微追一下看看吧。
A1_1931_PIKACHU_100_1000	希望可以順利找到……
A1_1935_TIM_100_1000	奇怪，不在這裡啊……
A1_1935_PIKACHU_100_1000	似乎是躲起來了。
A1_1935_PIKACHU_100_2000	待在這裡也不是辦法。\n我們去問問其他的傢伙吧。
A1_1940_TIM_100_1000	啊……！\n又被牠逃掉了……
A1_1940_PIKACHU_100_1000	看來牠相當害怕人類呢。
A1_1946_TIM_100_1000	好大的公園啊。
A1_1946_PIKACHU_300_1000	這裡就是小歇公園了。
A1_1946_TIM_300_1000	根據風妖精所說，\n駒刀小兵就在這裡了吧。
A1_1946_PIKACHU_300_2000	牠說牠們常在觀景台見面。
A1_1946_PIKACHU_300_3000	我們找找看吧。
A1_1946_PIKACHU_400_1000	這裡就是小歇公園了。
A1_1946_PIKACHU_400_2000	城市裡的人和寶可夢們\n都會來這裡放鬆身心。
A1_1946_TIM_400_1000	在寶可夢之間也很受歡迎呢。
A1_1946_PIKACHU_400_3000	是啊，平常在城市裡見不到的寶可夢\n也會來這裡呢。
A1_1946_PIKACHU_400_4000	等有空的時候，\n也許我們可以散個步。
A1_1948_PIKACHU_100_1000	是小歇公園的地圖。
A1_1948_TIM_100_1000	這個公園真的很大呢。
A1_1948_PIKACHU_100_2000	最深處就是觀景台了。
A1_1960_NONAMEMURDOCH_100_1000	啊！我還沒自我介紹！
A1_1960_MURDOCH_100_1000	我叫做查爾斯・馬洛克。
A1_1960_MURDOCH_100_2000	是一名科學家，為了加深對寶可夢的理解，\n正在萊姆市做研究。
A1_1960_PIKACHU_100_1000	科學家？
A1_1960_MURDOCH_100_3000	什麼？你想了解我\n都在做些什麼事嗎？
A1_1960_TIM_100_1000	不，我並沒有問……
A1_1960_MURDOCH_100_4000	我的研究受到\n霍華德市長的賞識。
A1_1960_MURDOCH_100_5000	所以我還為市長他跟市議會\n制訂的新政策提供協助。
A1_1960_MURDOCH_100_6000	換句話說，就是萊姆市的政策顧問！
A1_1960_TIM_100_2000	氣勢好強……
A1_1960_PIKACHU_100_2000	看來這傢伙是\n聽不見別人說話的那種人……
A1_1960_MURDOCH_100_7000	所以說，你們這對名偵探搭檔\n有什麼問題都儘管問。
A1_1960_MURDOCH_100_8000	畢竟，我和你們有共通之處。
A1_1960_MURDOCH_100_9000	從都在為萊姆市\n貢獻心力的這一點來看，
A1_1960_MURDOCH_100_10000	我們是站在相同立場，\n志同道合的夥伴。
A1_1960_MURDOCH_100_11000	只要是你們問的問題，\n我都願意回答。
A1_1960_TIM_100_3000	謝、謝謝你……
A1_1960_PIKACHU_100_3000	沒辦法，雖然麻煩，\n但我們就稍微陪陪他吧。
A1_1960_SEL_0_1000	關於研究
A1_1960_SEL_0_2000	關於如何協助政策
A1_1960_TIM_300_1000	馬洛克先生，\n你從事什麼樣的研究？
A1_1960_MURDOCH_300_1000	我正在研究人類\n和寶可夢之間的溝通。
A1_1960_TIM_300_2000	聽起來很複雜……
A1_1960_MURDOCH_300_2000	不不不，一點也不複雜。
A1_1960_MURDOCH_300_3000	說穿了，\n就是要讓寶可夢聽懂人類的話。
A1_1960_MURDOCH_300_4000	如果能實現這個目標，\n萊姆市就會變成更有樂趣……
A1_1960_MURDOCH_300_5000	而且更適合居住的城市！
A1_1960_PIKACHU_300_1000	也就是說，不論是誰，\n都能像我和提姆你這樣溝通囉？
A1_1960_TIM_300_3000	的確。真能做到的話，\n萊姆市會變得更有魅力。
A1_1960_MURDOCH_300_6000	沒錯吧？
A1_1960_TIM_400_1000	你都做些什麼樣的事，\n來協助市長的政策？
A1_1960_MURDOCH_400_1000	我的身分是科學家，\n所以沒辦法提供政治或法律的提案。
A1_1960_MURDOCH_400_2000	我所能夠做的，\n是把研發出來的裝置和機器……
A1_1960_MURDOCH_400_3000	提供用來幫助市民和寶可夢。
A1_1960_MURDOCH_400_4000	用科學技術為萊姆市做出貢獻，\n那也是我的驕傲！
A1_1960_TIM_400_2000	那真的很棒呢。
A1_1960_MURDOCH_400_5000	沒錯吧！
A1_1960_MURDOCH_400_6000	霍華德市長以「與寶可夢的共生」\n這個理念為基礎來構思法案……
A1_1960_MURDOCH_400_7000	我則是以科學家的身分，\n協助他的法案實現！
A1_1960_PIKACHU_400_1000	怎麼像是要開始演講了……
A1_1960_TIM_400_3000	我能夠感受到\n他想讓生活更美好的熱情。
A1_1980_MURDOCH_100_1000	哦？皮卡丘你生氣了嗎？
A1_1980_MURDOCH_100_2000	好啦，我只是要拔幾根你的毛，\n一下子就結束了。
A1_1980_TIM_100_1000	你這是在做什麼？
A1_1980_MURDOCH_100_3000	這是我根據霍華德市長的要求，\n而研發出的……
A1_1980_MURDOCH_100_4000	能在短時間內測出\n寶可夢生理資訊的機器。
A1_1980_MURDOCH_100_5000	掌握寶可夢的健康狀態，
A1_1980_MURDOCH_100_6000	對牠的夥伴而言也很重要。\n可不是嗎？
A1_1980_TIM_100_2000	確實有道理。
A1_1980_PIKACHU_100_1000	既然如此，就早點說啊……
A1_1980_MURDOCH_100_7000	好，這樣就ＯＫ了！\n讓我瞧瞧……哦哦！？
A1_1980_TIM_100_3000	結果怎麼樣？
A1_1980_MURDOCH_100_8000	欸，咖啡因？
A1_1980_PIKACHU_100_2000	咖啡因怎麼了？
A1_1980_MURDOCH_100_9000	這是一隻在當偵探的皮卡丘，\n所以我本來就覺得牠不太尋常……
A1_1980_MURDOCH_100_10000	不過，這實在太有意思了！
A1_1980_TIM_100_4000	馬洛克先生，你有在聽嗎？
A1_1980_MURDOCH_100_11000	啊啊，抱歉！\n牠一點問題也沒有。
A1_1980_MURDOCH_100_12000	只是以寶可夢來說，\n中性脂肪好像高了些。
A1_1980_PIKACHU_100_3000	中……
A1_1980_MURDOCH_100_13000	不過，牠和一般的皮卡丘\n好像有點不同。
A1_1980_PIKACHU_100_4000	嗄……？\n原來我不是一般的皮卡丘啊……
A1_1980_TIM_100_5000	既然檢查結束了，\n我們也差不多該走了。
A1_1980_MURDOCH_100_14000	抱歉佔用你們的時間啊。\n名偵探搭檔，好好加油。
A1_1980_TIM_100_6000	謝謝你。
A1_1980_TIM_100_7000	好了啦，皮卡丘，我們走。\n別在那邊消沉下去了。
A1_1980_PIKACHU_100_5000	中性脂肪……
A1_2010_PIKACHU_100_1000	……你怎麼突然不說話了？
A1_2010_TIM_100_1000	那扇窗戶是寶石保管室前的窗戶，對吧？
A1_2010_TIM_100_2000	我在想，如果是會飛的寶可夢，\n那牠也能從這裡飛去豪宅。
A1_2010_PIKACHU_100_2000	嗯，若是犯人想利用寶可夢的力量，\n這裡也許是個絕佳的地點。
A1_20110_TIM_100_1000	要結束和卡蒂狗的調查了嗎？
A1_20110_SEL_0_1000	好
A1_20110_SEL_0_2000	還不要
A1_20110_PIKACHU_300_1000	嗯，已經很足夠了。
A1_20110_PIKACHU_300_2000	謝謝你喔，卡蒂狗！
A1_20110_GARDIE_300_1000	卡蒂！
A1_20110_PIKACHU_400_1000	不，我還想再先調查一些事。
A1_20110_TIM_400_1000	知道了。\n調查完的話就告訴我一聲。
A1_20120_DENIS_100_1000	哦？你們兩個要出門嗎？
A1_20120_GARDIE_100_1000	（桑傑先生，再等我一下！\n　我一定會努力幫上忙的！）
