A0.asset
A0_1023_PIKACHU_100_1000	钢铠鸦那家伙，\n把我的宝贝帽子给拿走了！
A2_40040_TIM_300_1000	现在往来的人太少了，\n还是去踩镲咖啡馆打听看看吧。
A2_40040_TIM_300_2000	那边晚上也有客人，\n应该能收集到线索。
A2_40040_TIM_400_1000	还是之后再说吧。
A2_40050_TIM_100_1000	我感觉调查陷入瓶颈了。
A2_40050_TIM_100_2000	要再整理一次思路吗？
A2_40050_SEL_0_1000	要
A2_40050_SEL_0_2000	不要
A2_40050_TIM_300_1000	听说被带走的宝可梦变多了，\n到底发生什么事情了呢？
A2_40050_TIM_300_2000	打听一下，\n找找事发现场吧。
A2_40050_TIM_300_3000	调查一下事发现场，\n应该能得到详细信息。
A2_40050_TIM_400_1000	还是之后再说吧。
A2_40060_TIM_100_1000	我感觉调查陷入瓶颈了。
A2_40060_TIM_100_2000	要再整理一次思路吗？
A2_40060_SEL_0_1000	要
A2_40060_SEL_0_2000	不要
A2_40060_TIM_300_1000	从事发到宝可梦被带走，\n整个处理过程未免太迅速了。
A2_40060_TIM_300_2000	去和实际负责收容宝可梦的\n警察聊聊吧。
A2_40060_TIM_300_3000	说不定能发现什么奇怪的地方。
A2_40060_TIM_400_1000	还是之后再说吧。
A2_40070_TIM_100_1000	我感觉调查陷入瓶颈了。
A2_40070_TIM_100_2000	要再整理一次思路吗？
A2_40070_SEL_0_1000	要
A2_40070_SEL_0_2000	不要
A2_40070_TIM_300_1000	罪魁祸首应该不是被带走的宝可梦们，\n而是其他宝可梦。
A2_40070_TIM_300_2000	虽然监控摄像头\n好像拍下了事发当时的情况……
A2_40070_TIM_300_3000	但有可能是别的宝可梦冒充的。
A2_40070_TIM_300_4000	去市里打听一下\n有冒充能力的宝可梦，调查看看吧。
A2_40070_TIM_400_1000	还是之后再说吧。
A2_40075_TIM_100_1000	我感觉调查陷入瓶颈了。
A2_40075_TIM_100_2000	要再整理一次思路吗？
A2_40075_SEL_0_1000	要
A2_40075_SEL_0_2000	不要
A2_40075_TIM_300_1000	光凭我手头的线索，\n恐怕很难进行推理。
A2_40075_TIM_300_2000	或许去和皮卡丘谈谈比较好。
A2_40075_TIM_400_1000	还是之后再说吧。
A2_40080_TIM_100_1000	我感觉调查陷入瓶颈了。
A2_40080_TIM_100_2000	要再整理一次思路吗？
A2_40080_SEL_0_1000	要
A2_40080_SEL_0_2000	不要
A2_40080_TIM_300_1000	布拉德先生在现场做什么呢？
A2_40080_TIM_300_2000	去市内打听消息，\n收集一下见过布拉德先生的人的证言吧。
A2_40080_TIM_400_1000	还是之后再说吧。
A2_40090_TIM_100_1000	我感觉调查陷入瓶颈了。
A2_40090_TIM_100_2000	要再整理一次思路吗？
A2_40090_SEL_0_1000	要
A2_40090_SEL_0_2000	不要
A2_40090_TIM_300_1000	引发事件的究竟是谁？
A2_40090_TIM_300_2000	使用皮卡丘得到的\n证据来推理一下吧。
A2_40090_TIM_400_1000	还是之后再说吧。
A2_4010_PAPOLICEMAN02_100_1000	会面时间结束了。
A2_4010_PIKACHU_100_1000	虽然很不舍，但到时间了啊，\n就拜托你在市里调查了。
A2_4010_PIKACHU_100_2000	唔……\n这是……可恶……
A2_4010_TIM_100_1000	……皮卡丘？
A2_4010_PIKACHU_100_3000	和昨天一样……\n是快要失忆时的感觉……
A2_4010_PIKACHU_100_4000	身体不听使唤……
A2_4010_TIM_100_2000	皮卡丘！
A2_4010_TIM_100_3000	……它走掉了。
A2_4010_RACHEL_100_1000	皮卡丘没事吧？\n它刚刚走路的样子不太对劲……
A2_4010_TIM_100_4000	之前会面的时候，它也是这样……\n好担心啊……
A2_40100_TIM_100_1000	我感觉调查陷入瓶颈了。
A2_40100_TIM_100_2000	要再整理一次思路吗？
A2_40100_SEL_0_1000	要
A2_40100_SEL_0_2000	不要
A2_40100_TIM_300_1000	皮卡丘背上的机器\n究竟有什么功能？
A2_40100_TIM_300_2000	不知街上的人有没有看到什么。
A2_40100_TIM_300_3000	打听一下消息，调查看看吧。
A2_40100_TIM_400_1000	还是之后再说吧。
A2_40110_TIM_100_1000	我感觉调查陷入瓶颈了。
A2_40110_TIM_100_2000	要再整理一次思路吗？
A2_40110_SEL_0_1000	要
A2_40110_SEL_0_2000	不要
A2_40110_TIM_300_1000	要是有谁目击到对那个\n机器发出指示的人就好了……
A2_40110_TIM_300_2000	想继续调查或许有点困难，\n和皮卡丘会面的时候跟它商量一下吧。
A2_40110_TIM_400_1000	还是之后再说吧。
A2_40115_TIM_100_1000	我感觉调查陷入瓶颈了。
A2_40115_TIM_100_2000	要再整理一次思路吗？
A2_40115_SEL_0_1000	要
A2_40115_SEL_0_2000	不要
A2_40115_TIM_300_1000	光凭我手头的线索，\n恐怕很难进行推理。
A2_40115_TIM_300_2000	或许去和皮卡丘谈谈比较好。
A2_40115_TIM_400_1000	还是之后再说吧。
A2_40120_PIKACHU_100_1000	密码是什么来着？
A2_40120_PIKACHU_100_2000	再确认一下看看吧。
A2_40120_SEL_0_1000	好的
A2_40120_SEL_0_2000	算了
A2_40120_PIKACHU_300_1000	密码是“２１６８”。
A2_40120_PIKACHU_400_1000	不，还是算了。
A2_40120_PIKACHU_400_2000	赶快输入密码吧。
A2_40130_PIKACHU_100_1000	密码是什么来着？
A2_40130_PIKACHU_100_2000	再确认一下看看吧。
A2_40130_SEL_0_1000	好的
A2_40130_SEL_0_2000	算了
A2_40130_PIKACHU_300_1000	保险柜的密码是“５１５０２０”。
A2_40130_PIKACHU_400_1000	不，还是算了。
A2_40130_PIKACHU_400_2000	赶快输入密码吧。
A2_40140_TIM_100_1000	我们已经集齐了推理所需的所有线索。
A2_40140_TIM_100_2000	冷静地思考一下吧，\n谜团应该能解开。
A2_40140_SEL_0_1000	开始吧
A2_40140_SEL_0_2000	再等等
A2_40150_TIM_100_1000	我们已经集齐了推理所需的所有线索。
A2_40150_TIM_100_2000	冷静地思考一下吧，\n谜团应该能解开。
A2_40150_SEL_0_1000	开始吧
A2_40150_SEL_0_2000	再等等
A2_40160_TIM_100_1000	我们已经集齐了推理所需的所有线索。
A2_40160_TIM_100_2000	冷静地思考一下吧，\n谜团应该能解开。
A2_40160_SEL_0_1000	开始吧
A2_40160_SEL_0_2000	再等等
A2_40170_TIM_100_1000	我们已经集齐了推理所需的所有线索。
A2_40170_TIM_100_2000	冷静地思考一下吧，\n谜团应该能解开。
A2_40170_SEL_0_1000	开始吧
A2_40170_SEL_0_2000	再等等
A2_40180_TIM_100_1000	我们已经集齐了推理所需的所有线索。
A2_40180_TIM_100_2000	冷静地思考一下吧，\n谜团应该能解开。
A2_40180_SEL_0_1000	开始吧
A2_40180_SEL_0_2000	再等等
A2_40190_TIM_100_1000	我们已经集齐了推理所需的所有线索。
A2_40190_TIM_100_2000	冷静地思考一下吧，\n谜团应该能解开。
A2_40190_SEL_0_1000	开始吧
A2_40190_SEL_0_2000	再等等
A2_40200_TIM_100_1000	我们已经集齐了推理所需的所有线索。
A2_40200_TIM_100_2000	冷静地思考一下吧，\n谜团应该能解开。
A2_40200_SEL_0_1000	开始吧
A2_40200_SEL_0_2000	再等等
A2_40210_TIM_100_1000	我们已经集齐了推理所需的所有线索。
A2_40210_TIM_100_2000	冷静地思考一下吧，\n谜团应该能解开。
A2_40210_SEL_0_1000	开始吧
A2_40210_SEL_0_2000	再等等
A2_40220_TIM_100_1000	我们已经集齐了推理所需的所有线索。
A2_40220_TIM_100_2000	冷静地思考一下吧，\n谜团应该能解开。
A2_40220_SEL_0_1000	开始吧
A2_40220_SEL_0_2000	再等等
A2_40230_TIM_100_1000	我们已经集齐了推理所需的所有线索。
A2_40230_TIM_100_2000	冷静地思考一下吧，\n谜团应该能解开。
A2_40230_SEL_0_1000	开始吧
A2_40230_SEL_0_2000	再等等
A2_40240_TIM_100_1000	我们已经集齐了推理所需的所有线索。
A2_40240_TIM_100_2000	冷静地思考一下吧，\n谜团应该能解开。
A2_40240_SEL_0_1000	开始吧
A2_40240_SEL_0_2000	再等等
A2_4110_TIM_100_1000	我们接下来要做的事有两件。
A2_4110_TIM_100_2000	首先，要去找布拉德先生。
A2_4110_TIM_100_3000	其次，\n要调查那个四方形机器有什么功能。
A2_4110_RACHEL_100_1000	布拉德先生是那个在广场见到的人吗？\n蒂姆你认识他对吧？
A2_4110_RACHEL_100_2000	要是因为这件事与他反目，\n还挺难受的吧……
A2_4110_TIM_100_4000	我的确有点害怕……\n但事情不一定会变成那样。
A2_4110_TIM_100_5000	我会以查明真相为唯一目的去调查的。
A2_4110_TIM_100_6000	另外还有一件事，\n我们得找到大狼犬，看看它怎么样了。
A2_4110_RACHEL_100_3000	大狼犬？
A2_4110_TIM_100_7000	皮卡丘和我说的。
A2_4110_TIM_100_8000	据说它是警察局里的\n伦琴猫的朋友。
A2_4110_RACHEL_100_4000	你们还聊这个了啊。\n我只能听见它皮卡皮卡地叫。
A2_4110_TIM_100_9000	你这样才是正常的。\n总之是我比较奇怪。
A2_4110_RACHEL_100_5000	不要说自己奇怪，\n这叫个性鲜明，对吧？
A2_4110_TIM_100_10000	也对，谢谢你，瑞秋。\n我选择向你坦白真是太好了。
A2_4110_PAPOLICEMAN01_100_1000	啊……侦探们。
A2_4110_TIM_100_11000	啊，不好意思！\n我们自顾自地就在这里聊了起来。
A2_4110_PAPOLICEMAN01_100_2000	不，没关系。比起这个，\n你们刚刚谈到了布拉德先生？
A2_4110_TIM_100_12000	嗯，我们有些事想请教他……
A2_4110_PAPOLICEMAN01_100_3000	布拉德先生刚刚接到报警，\n往第二大道那边去了。
A2_4110_TIM_100_13000	真的吗！\n谢谢你告诉我！
A2_4110_RACHEL_100_6000	那目的地就是第二大道了，\n我们去和布拉德先生聊聊吧！
A2_4120_PHPOLICEWOMAN01_100_1000	您无法连续会面。
A2_4130_LIVOLT02_100_1000	雷电！
A2_4130_RACHEL_100_1000	要是也能听懂雷电兽的话就好了。
A2_4130_TIM_100_1000	是啊……\n但愿它不讨厌侦探。
A2_4140_PAPOLICEMAN01_100_1000	侦探，\n你又来和皮卡丘会面吗？
A2_4140_PAPOLICEMAN01_100_2000	你真关心它啊。
A2_4140_TIM_100_1000	没有，过奖了。\n不好意思，可以问你点事吗？
A2_4140_PAPOLICEMAN01_200_1000	什么事啊？侦探？
A2_4140_SEL_0_1000	关于城市的情况
A2_4140_SEL_0_2000	关于布拉德先生
A2_4140_SEL_0_3000	关于四方形机器
A2_4140_TIM_300_1000	今天市里有什么怪事吗？
A2_4140_PAPOLICEMAN01_300_1000	怪事啊……\n宝可梦的事件倒是有几个。
A2_4140_PAPOLICEMAN01_300_2000	照这个势头，\n保护室很快就要挤不下了。
A2_4140_RACHEL_300_1000	那样的话，\n宝可梦的精神压力也会很大吧……
A2_4140_PAPOLICEMAN01_300_3000	每天有一次运动时间，\n可以消解它们的压力哦。
A2_4140_TIM_400_1000	谢谢你告诉我们\n布拉德先生的去向。
A2_4140_PAPOLICEMAN01_400_1000	不必客气，\n说起来，你找布拉德先生有什么事？
A2_4140_TIM_400_2000	……关于皮卡丘的事件，\n我想起来一些事。
A2_4140_TIM_400_3000	所以我打算告诉布拉德先生，\n配合搜查。
A2_4140_PAPOLICEMAN01_400_2000	这样啊！\n那还挺重要的！
A2_4140_TIM_500_1000	关于被带走的宝可梦身上的四方形机器，\n你知道些什么吗？
A2_4140_PAPOLICEMAN01_500_1000	啊，那个啊……\n据说是用来管理宝可梦的标签。
A2_4140_PAPOLICEMAN01_500_2000	我不太清楚功能，\n不过那个标签挺不可思议的。
A2_4140_PAPOLICEMAN01_500_3000	<color=#F39800FF>一装上它，宝可梦们就会\n自己跟着警察过来。</color>
A2_4140_TIM_500_2000	自己跟过来？
A2_4140_PAPOLICEMAN01_500_4000	没错，它们不再会凶性大发了，\n所以非常安全。
A2_4150_PABLO_100_1000	你好啊，蒂姆，\n皮卡丘还没回来吗？
A2_4150_TIM_100_1000	嗯，是的。
A2_4150_PABLO_100_2000	这样啊……它是我店里重要的客人，\n它不来的话，我会很寂寞的。
A2_4150_PABLO_200_1000	皮卡丘不来的话，还挺寂寞的。
A2_4160_RUNPAPPA_100_1000	乐天？
A2_4160_TIM_100_1000	乐天河童歪了歪头，\n想表达什么呢？
A2_4160_RACHEL_100_1000	应该是在问你，\n皮卡丘怎么没来吧。
A2_4160_RUNPAPPA_200_1000	乐天？
A2_4165_TIM_100_1000	正在播新闻，\n今天也发生了好几起宝可梦的事件。
A2_4165_RACHEL_100_1000	这样下去，事件只会接连不断地发生，\n得赶快解决才行。
A2_4170_PABUSINESSMAN02_100_1000	下班之后来这家店吃个饭，\n一天的疲惫都会消失不见。
A2_4170_PABUSINESSMAN02_100_2000	对我来说，\n这家店相当于另一个家哦。
A2_4170_PABUSINESSMAN02_200_1000	累了就要来这家店享用美味佳肴！\n没有比这个更好的了。
A2_4180_PKBUSINESSWOMAN01_100_1000	为了喝这家店的咖啡，\n我每天都会来哦。
A2_4180_PKBUSINESSWOMAN01_100_2000	这个味道，这份醇厚的口感……\n真是无与伦比。
A2_4180_PKBUSINESSWOMAN01_200_1000	好想在家也能品尝到这个味道……\n要不干脆拜帕布罗先生为师算了。
A2_4190_PCWOMAN02_100_1000	昨天刚来过，今天我又来了。
A2_4190_PCWOMAN02_100_2000	光是看着乐天河童，\n内心就被治愈了……
A2_4190_PCWOMAN02_200_1000	乐天河童真可爱啊……
A2_4200_TIM_100_1000	先前感谢你帮忙，\n可以再请教一点事吗？
A2_4200_PHWOMAN01_100_1000	是关于我的千面避役吗？
A2_4200_TIM_100_2000	不是的，这次是别的事。
A2_4200_PHWOMAN01_200_1000	是什么事呢……？
A2_4200_SEL_0_1000	关于后来的情况
A2_4200_SEL_0_2000	关于布拉德先生
A2_4200_TIM_300_1000	在那之后，\n今天有发生什么怪事吗？
A2_4200_RACHEL_300_1000	千面避役还没被放出来是吧……？
A2_4200_PHWOMAN01_300_1000	嗯，是的。\n它应该还在警察局。
A2_4200_PHWOMAN01_300_2000	千面避役不在了之后，\n店里也冷清起来了。
A2_4200_PHWOMAN01_300_3000	不知是不是我的错觉，\n花朵们也都无精打采的。
A2_4200_PHWOMAN01_300_4000	平常一直是千面避役\n在悉心照顾它们……
A2_4200_TIM_300_2000	……真希望它能早点回来啊。
A2_4200_TIM_400_1000	你认识警察布拉德先生吗？
A2_4200_TIM_400_1500	他是个穿着蓝色西装，个子高高的男性。
A2_4200_PHWOMAN01_400_1000	啊，那位警察刚刚有来过。
A2_4200_TIM_400_2000	真的吗！\n他是来干什么的？
A2_4200_PHWOMAN01_400_2000	和你一样，\n<color=#F39800FF>他调查了被千面避役毁坏的花朵。</color>
A2_4200_PHWOMAN01_400_3000	虽然我没太听清，\n但他好像小声说了些什么……
A2_4200_RACHEL_400_1000	之前在喷泉广场时也是，\n布拉德先生经常来现场啊。
A2_4200_TIM_400_3000	犯案的宝可梦已经被带走了，\n他却还要来调查现场……
A2_4200_TIM_400_4000	到底是因为什么呢？
A2_4210_TIM_100_1000	先前感谢你帮忙，\n可以再请教一点事吗？
A2_4210_PKMAN01_100_1000	你是要问我的莫鲁贝可吗？\n我已经把知道的都告诉你了。
A2_4210_TIM_100_2000	不是的，这次是别的事。
A2_4210_PKMAN01_200_1000	什么事？
A2_4210_SEL_0_1000	关于后来的情况
A2_4210_SEL_0_2000	关于布拉德先生
A2_4210_TIM_300_1000	在那之后，\n今天有发生什么怪事吗？
A2_4210_PKMAN01_300_1000	唔～好像没什么特别的……
A2_4210_PKMAN01_300_2000	莫鲁贝可被带走，我受了打击，\n一点干劲都提不起来。
A2_4210_RACHEL_300_1000	你去过警察局了吗？\n说不定能和莫鲁贝可会面……
A2_4210_PKMAN01_300_3000	啊，这一点我没想到。\n我明天去看看吧。
A2_4210_TIM_400_1000	你认识警察布拉德先生吗？
A2_4210_TIM_400_2000	他是个穿着蓝色西装，个子高高的男性。
A2_4210_PKMAN01_400_1000	我刚刚见过那个人哦！\n他来问我话了。
A2_4210_TIM_400_3000	这样啊，\n他问了些什么？
A2_4210_PKMAN01_400_2000	<color=#F39800FF>他很仔细地问了我莫鲁贝可的特性。</color>
A2_4210_PKMAN01_400_3000	我告诉他莫鲁贝可肚子一饿，\n外形和“气场轮”招式的属性都会变化。
A2_4210_RACHEL_400_1000	莫非布拉德先生和我们一样，\n注意到了这件事的奇怪之处？
A2_4210_RACHEL_400_2000	明明饿着肚子，却用了电属性的“气场轮”，\n这一点非常不自然。
A2_4210_TIM_400_4000	如果是这样的话，\n布拉德先生的目的究竟是……？
A2_4220_PHWOMANOLD01_100_1000	哦，晚上好。\n有什么事吗？
A2_4220_TIM_100_1000	我有点事想请教一下。
A2_4220_PHWOMANOLD01_100_2000	等等，你声音太小了。\n我有点耳背。
A2_4220_PHWOMANOLD01_200_1000	你有什么事吗？
A2_4240_YESSAN_100_1000	爱管？
A2_4240_RACHEL_100_1000	爱管侍是一种\n可以感知到对方感情的宝可梦哦。
A2_4240_RACHEL_100_2000	而且它非常热心，\n会主动帮助有困难的人。
A2_4240_TIM_100_1000	瑞秋你说过，\n想和宝可梦心灵相通对吧。
A2_4240_RACHEL_100_3000	嗯，要是我也能变得\n和爱管侍一样就好了。
A2_4250_YESSAN_100_1000	爱管？
A2_4260_TIM_100_1000	石像还是坏的。\n看来修理要再等一段时间了。
A2_4260_RACHEL_100_1000	虽然只是座石像，\n但还是会觉得呆呆兽好可怜啊。
A2_4270_TIM_100_1000	先前真是多谢了。\n可以再请教几件事吗？
A2_4270_PHMAN02_100_1000	你又来问\n我的捣蛋小妖的事吗？
A2_4270_TIM_100_2000	不是的，这次是别的事。
A2_4270_PHMAN02_200_1000	什么事？
A2_4270_SEL_0_1000	关于后来的情况
A2_4270_SEL_0_2000	关于布拉德先生
A2_4270_TIM_300_1000	在那之后，\n今天有发生什么怪事吗？
A2_4270_PHMAN02_300_1000	不，什么也没发生。\n捣蛋小妖也没有回来。
A2_4270_PHMAN02_300_2000	不知捣蛋小妖现在\n在警察局怎么样了……
A2_4270_RACHEL_300_1000	很令人在意呢……\n说不定它非常寂寞。
A2_4270_PHMAN02_300_3000	比起这个，我更担心\n它有没有乱搞恶作剧，给警察添麻烦。
A2_4270_PHMAN02_300_4000	它太过活泼了，\n我希望它能老实点，早日被放出来。
A2_4270_TIM_400_1000	你认识警察布拉德先生吗？
A2_4270_TIM_400_2000	他是个穿着蓝色西装，个子高高的男性。
A2_4270_PHMAN02_400_1000	啊，他刚刚过来找我了！\n<color=#F39800FF>让我跟他说说捣蛋小妖的事。</color>
A2_4270_PHMAN02_400_2000	所以我告诉了他很多事。
A2_4270_PHMAN02_400_3000	像是它喜欢恶作剧啦，\n喜欢发光的东西啦。
A2_4270_PHMAN02_400_4000	布拉德先生听得可认真了。
A2_4270_PHMAN02_400_5000	但也不知道他问这些做什么……
A2_4270_TIM_400_3000	原来如此，\n再次感谢你帮忙。
