Battle\COMMON.msbt
NOT_MOVE	様子を見ている…
022	\x0e\x04\0\x1b\x18\0EVT_m2048_02_0022_pc1001\0ああ。それは少しだけ。
023	\x0e\x04\0\x1b\x18\0EVT_m2048_02_0023_pc1002\0うん…。
024	\x0e\x04\0\x1b\x18\0EVT_m2048_02_0024_pc1002\0今回失敗したんだったら、\n次は失敗しないように、\n頑張るしかないもんね。
025	\x0e\x04\0\x1b\x18\0EVT_m2048_02_0025_pc1002\0アイドルになったんだから、\nこれからはもっと厳しいことが\nきっとたくさんある…。
026	\x0e\x04\0\x1b\x18\0EVT_m2048_02_0026_pc1002\0でも、全部乗り越えてこそ、\n本当のアイドルになれるんだから。
027	\x0e\x04\0\x1b\x18\0EVT_m2048_02_0027_pc1002\0グラビア撮影はまた後日やり直すらしいし、\nその時はもっと頑張るよ！
028	\x0e\x04\0\x1b\x18\0EVT_m2048_02_0028_pc1001\0後日…やり直す…。
029	\x0e\x04\0\x1b\x18\0EVT_m2048_02_0029_pc1002\0どうしたの、イツキ君？
030	\x0e\x04\0\x1b\x18\0EVT_m2048_02_0030_pc1001\0いや、そのグラビアを撮るカメラマン…\n彫ノ澤に不穏な噂があって。
031	\x0e\x04\0\x1b\x18\0EVT_m2048_02_0031_pc1002\0不穏な噂？
032	\x0e\x04\0\x1b\x18\0EVT_m2048_02_0032_pc1001\0ああ。マイコさんから聞いたんだけど、\n彫ノ澤に撮影されたグラドルが、\n何人か\x0e\0\x03\x02\x02\0行方不明\x0e\0\x03\x02ÿÿになっているらしい。
033	\x0e\x04\0\x1b\x18\0EVT_m2048_02_0033_pc1002\0まさか…ミラージュ？
034	\x0e\x04\0\x1b\x18\0EVT_m2048_02_0034_pc1001\0ああ、ミラージュが関わってる可能性がある。\n今度撮影をやり直すなら、\n彫ノ澤に注意しておこう。
035	\x0e\x04\0\x1b\x18\0EVT_m2048_02_0035_pc1002\0うん。
036	\x0e\x04\0\x1b\x18\0EVT_m2048_02_3000_pc1002\0撮影はまた後日やり直すらしいし、\nその時はもっと頑張るよ！
037	\x0e\x04\0\x1b\x18\0EVT_m2048_02_3001_pc1001\0いや、その撮影をしているカメラマン…\n彫ノ澤に不穏な噂があって。
038	\x0e\x04\0\x1b\x18\0EVT_m2048_02_3002_pc1001\0ああ。マイコさんから聞いたんだけど、\n彫ノ澤に撮影されたモデルが、\n何人か行方不明になっているらしい。
Event\m2048_03.msbt
001	\x0e\x04\0\x1b\x18\0EVT_m2048_03_0001_pc1007\0た、大変！　大変です！
002	\x0e\x04\0\x1b\x18\0EVT_m2048_03_0002_pc1002\0どうしたの？
003	\x0e\x04\0\x1b\x18\0EVT_m2048_03_0003_pc1007\0\x0e\0\x03\x02\x02\0渋谷\x0e\0\x03\x02ÿÿが…大変なことに\nなってて…！
004	\x0e\x04\0\x1b\x18\0EVT_m2048_03_0004_pc1001\0渋谷で何かあったの…？
005	\x0e\x04\0\x1b\x18\0EVT_m2048_03_0005_pc1007\0渋谷…渋谷の人たちがなんか変なんです…！
006	\x0e\x04\0\x1b\x18\0EVT_m2048_03_0006_pc1001\0…変？　どんな風に？
007	\x0e\x04\0\x1b\x18\0EVT_m2048_03_0007_pc1007\0どうしてか、みんな元気がなくて……\nそれから、えっと…えっと…！
008	\x0e\x04\0\x1b\x18\0EVT_m2048_03_0008_pc1001\0マモリ、落ち着いて、焦らないでいいから。
009	\x0e\x04\0\x1b\x18\0EVT_m2048_03_0009_pc1007\0まだ昼なのに…夜みたいに暗い感じで、\nどんよりしてて…。わ、私、怖くなって…\n急いで帰ってきちゃって…。
010	\x0e\x04\0\x1b\x18\0EVT_m2048_03_0010_pc1001\0マモリに何もなくて良かったよ。
011	\x0e\x04\0\x1b\x18\0EVT_m2048_03_0011_pc1001\0状況がはっきりしないけど、\n取りあえず渋谷に行ってみよう。
012	\x0e\x04\0\x1b\x18\0EVT_m2048_03_0012_pc1002\0う、うん…！
013	\x0e\x04\0\x1b\x18\0EVT_m2048_03_0013_pc1001\0危ないから、マモリはここに残ってて。
014	\x0e\x04\0\x1b\x18\0EVT_m2048_03_0014_pc1007\0わ、分かりました。\nイツキさんたちも気を付けてください…！
Event\m2049_03.msbt
001	\x0e\x04\0\x1b\x18\0EVT_m2049_03_0001_pc1002\0渋谷が……。
002	\x0e\x04\0\x1b\x18\0EVT_m2049_03_0002_pc1001\0何が起こってる…？
003	\x0e\x04\0\x1b\x18\0EVT_m2049_03_0003_mr1051\0イツキ、あれを見ろ！
004	\x0e\x04\0\x1b\x18\0EVT_m2049_03_0004_pc1001\0何かが……いる。\n行ってみよう！
005	\x0e\x04\0\x1b\x18\0EVT_m2049_03_0005_pc1004\0……彫ノ澤允っ！
006	\x0e\x04\0\x1b\x18\0EVT_m2049_03_0006_np1103\0マイコ！\nようやくまた俺に撮られる気になったか！
007	\x0e\x04\0\x1b\x18\0EVT_m2049_03_0007_pc1004\0信じたくなかったけど…\nやっぱり、あんたが…。
008	\x0e\x04\0\x1b\x18\0EVT_m2049_03_0008_pc1004\0消した人たちを元に戻しなさいっ！
009	\x0e\x04\0\x1b\x18\0EVT_m2049_03_0009_np1103\0有象無象のことなど知ったことか！\n俺は撮りたいものを、お前を撮るだけだ！
010	\x0e\x04\0\x1b\x18\0EVT_m2049_03_0010_pc1004\0…っ！！
011	\x0e\x04\0\x1b\x18\0EVT_m2049_03_0011_np1103\0見た者を惹きつける快感を…輝くお前自身を、\n俺が思い出させてやるぞおおおおおおお！！
012	\x0e\x04\0\x1b\x18\0EVT_m2049_03_0012_pc1002\0…マイコさんっ！？
013	\x0e\x04\0\x1b\x18\0EVT_m2049_03_0013_pc1001\0あんた…マイコさんをどこにやった！？
014	\x0e\x04\0\x1b\x18\0EVT_m2049_03_0014_np1103\0ん？　お前は…織部つばさ！！
015	\x0e\x04\0\x1b\x18\0EVT_m2049_03_0015_pc1002\0え…カメラマンさん…？
016	\x0e\x04\0\x1b\x18\0EVT_m2049_03_0016_np1103\0俺は最高の被写体を…\n早く写真に収めたいんだ！\n偽物に構ってる暇はない！
017	\x0e\x04\0\x1b\x18\0EVT_m2049_03_0017_np1103\0待っててくれよぉぉ、マイコォォ！\n今行くぜぇぇ！
018	\x0e\x04\0\x1b\x18\0EVT_m2049_03_0018_pc1001\0待て！
Event\m2050_01.msbt
001	\x0e\x04\0\x1e\x1b\0EVT_m2050_01_0001b_pc1002_b\0…カメラマンさん、たぶんこの中だよね。
SEL_01_01	渋谷を調べよう。
002	\x0e\x04\0\x1b\x18\0EVT_m2050_01_0002_pc1001\0…まずは、渋谷の状況を調べよう。
003	\x0e\x04\0\x1b\x18\0EVT_m2050_01_0003_pc1002\0うん…。
SEL_01_02	行こう。
004	\x0e\x04\0\x1b\x18\0EVT_m2050_01_0004_pc1001\0行こう。\nマイコさんを助けないと…！
005	\x0e\x04\0\x1b\x18\0EVT_m2050_01_0005_pc1002\0うん！
006	\x0e\x04\0\x1b\x18\0EVT_m2050_01_0006_pc1001\0トウマとキリアさんも呼ぼう。
Event\m2050_02.msbt
001	\x0e\x04\0\x1b\x18\0EVT_m2050_02_0001_pc1003\0イツキ！\nどうなってんだ、今の渋谷は…？
002	\x0e\x04\0\x1b\x18\0EVT_m2050_02_0002_pc1009\0状況を報告して。
003	\x0e\x04\0\x1b\x18\0EVT_m2050_02_0003_pc1001\0はい。
004	\x0e\x04\0\x1b\x18\0EVT_m2050_02_0004_pc1003\0マイコさんの知り合いかよ…。
005	\x0e\x04\0\x1b\x18\0EVT_m2050_02_0005_pc1009\0渋谷の衰退も、そいつの仕業なのね…。
006	\x0e\x04\0\x1b\x18\0EVT_m2050_02_0006_pc1009\0この奥に逃げたの？
007	\x0e\x04\0\x1b\x18\0EVT_m2050_02_0007_pc1002\0はい。
008	\x0e\x04\0\x1b\x18\0EVT_m2050_02_0008_pc1001\0行こう。マイコさんが心配だ…。
Event\m2051_02.msbt
001	\x0e\x04\0\x1b\x18\0EVT_m2051_02_0001_mr1054\0ふふ…ふふふ…\nこのイドラスフィア、私好みだわ。
002	\x0e\x04\0\x1b\x18\0EVT_m2051_02_0002_pc1009\0…バカなこと言ってないで、\nマイコを捜すわよ。
Event\m2052_01.msbt
001	\x0e\x04\0\x1b\x18\0EVT_m2052_01_0001_pc1001\0あれは…？
002	\x0e\x04\0\x1b\x18\0EVT_m2052_01_0002_pc1002\0あ……あの人、\nグラビア撮影の時に見た気がする…！
003	\x0e\x04\0\x1b\x18\0EVT_m2052_01_0003_pc1001\0助けよう…！
004	\x0e\x04\0\x1b\x18\0EVT_m2052_01_0004_mr2316\0パフォーマ…ヲオオォォ……！
005	\x0e\x04\0\x1b\x18\0EVT_m2052_01_0005_mr1051\0彼女たちを助けるには、\nまず奴を倒す必要がありそうだな。
006	\x0e\x04\0\x1b\x18\0EVT_m2052_01_0006_pc1001\0ああ。\n行こう、クロム！
007	\x0e\x04\0\x1b\x18\0EVT_m2052_01_3000_pc1002\0あ……あの人たち、\n撮影の時に見た気がする…！
Event\m2053_01.msbt
001	\x0e\x04\0\x1b\x18\0EVT_m2053_01_0001_np1129\0うぅ…ここは…？
002	\x0e\x04\0\x1b\x18\0EVT_m2053_01_0002_pc1002\0みんな目を覚ましたみたい。\nよかった…。
004	イツキ達は捕われていた\nグラドル達を解放した…。
003	\x0e\x04\0\x1b\x18\0EVT_m2053_01_0003_pc1001\0捕まってた人たちも帰したし、\n早く\x0e\0\x03\x02\x02\0マイコさん\x0e\0\x03\x02ÿÿと\x0e\0\x03\x02\x02\0カメラマン\x0e\0\x03\x02ÿÿを捜そう。
005	モデルたちを解放した…。
Event\m2054_01.msbt
002	\x0e\x04\0\x1b\x18\0EVT_m2054_01_0002_pc1001\0待て！　何をしているんだ！？
003	\x0e\x04\0\x1b\x18\0EVT_m2054_01_0003_np1103\0あぁん？　撮影だよ、撮影…。
004	\x0e\x04\0\x1b\x18\0EVT_m2054_01_0004_np1103\0やはり俺が撮るに値するのは\nお前だけだ、マイコ…。\nふ…ふは！　ははは……！
005	\x0e\x04\0\x1b\x18\0EVT_m2054_01_0005_pc1001\0撮影は終わりだ…\nマイコさんを返してもらう！
006	\x0e\x04\0\x1b\x18\0EVT_m2049_03_0014_np1103\0ん？　お前は…織部つばさ！！
007	\x0e\x04\0\x1b\x18\0EVT_m2054_01_0007_np1103\0そうか…お前らはマイコの事務所の人間…\n俺のミューズを奪いに来たのかああああ！！
008	\x0e\x04\0\x1b\x18\0EVT_m2054_01_0008_mr1051\0くっ…！
009	\x0e\x04\0\x1b\x18\0EVT_m2054_01_0009_pc1001\0…クロム！？
010	\x0e\x04\0\x1b\x18\0EVT_m2054_01_0010_pc1001\0クロム！　どうした！？
011	\x0e\x04\0\x1b\x18\0EVT_m2054_01_0011_pc1002\0シーダ！？　シーダ！？
012	\x0e\x04\0\x1b\x18\0EVT_m2054_01_0012_pc1002\0ダメ…シーダが答えてくれない…。
040	\x0e\x04\0\x1b\x18\0EVT_m2054_01_1000_pc1001\0いったん退こう。\nカルネージなしでは\nさすがに戦えない…！
041	\x0e\x04\0\x1b\x18\0EVT_m2054_01_1001_pc1002\0う、うん。
021	\x0e\x04\0\x1d\x1a\0EVT_m2054_01_0021_np1103_b\0この程度のハプニングで撮影を投げ出すだと！！\n最近のグラビアモデルどもはゆとりか！\nゆとり世代なのか！
022	\x0e\x04\0\x1b\x18\0EVT_m2054_01_0022_np1103\0特に…織部つばさあああ！！
023	\x0e\x04\0\x1b\x18\0EVT_m2054_01_0023_pc1002\0は、はい！？
024	\x0e\x04\0\x1b\x18\0EVT_m2054_01_0024_np1103\0俺はなぁ、マイコの事務所の人間だって聞いて\nお前に期待してたんだよぉ。
025	\x0e\x04\0\x1b\x18\0EVT_m2054_01_0025_np1103\0マイコが作った事務所のタレントなら、\n今どきのアイドルどもと違い、\nグラビア魂を持ってるんじゃないかってなあ。
026	\x0e\x04\0\x1b\x18\0EVT_m2054_01_0026_pc1002\0……。
027	\x0e\x04\0\x1b\x18\0EVT_m2054_01_0027_np1103\0だぁが、ふたを開けてみりゃ、 \nお前もそこらの偽物どもと同じだった！！
028	\x0e\x04\0\x1b\x18\0EVT_m2054_01_0028_np1103\0グラビアという芸術への敬意も欲求も…\n何も持ってないアイドルを寄こすんじゃねえ！\nマイコの目は節穴だああああ！！
030	\x0e\x04\0\x1b\x18\0EVT_m2054_01_0030_pc1002\0確かに…私はド素人で…\nダメ出しばっかりだから、\n馬鹿にされても仕方ないです…でも！
031	\x0e\x04\0\x1b\x18\0EVT_m2054_01_0031_pc1002\0それは私のせいで、\nマイコさんのせいじゃない！
032	\x0e\x04\0\x1b\x18\0EVT_m2054_01_0032_np1103\0ああん？
033	\x0e\x04\0\x1d\x1a\0EVT_m2054_01_0033_pc1002_a\0マイコさん、見る目なくないです…！
034	\x0e\x04\0\x1b\x18\0EVT_m2054_01_0034_pc1002\0…………っ！
035	\x0e\x04\0\x1b\x18\0EVT_m2054_01_0035_pc1002\0と、ともかく…私だってやる時はやるんですっ！
036	\x0e\x04\0\x1b\x18\0EVT_m2054_01_0036_np1103\0ド素人のくせに…。そこまで言うなら、\nグラビアモデルとして俺を唸らせてみせろぉ！
037	\x0e\x04\0\x1b\x18\0EVT_m2054_01_0037_np1103\0あー…\nクソつまらねえもん撮っちまったぁ…。
038	\x0e\x04\0\x1b\x18\0EVT_m2054_01_0038_np1103\0ふははっ、やっぱり\n俺のミューズはお前だけだぜ！！\nマイコぉぉぉ！！
039	\x0e\x04\0\x1d\x1a\0EVT_m2054_01_0033_pc1002_b\0私が証明してみせましゅ！
042	\x0e\x04\0\x1b\x18\0EVT_m2054_01_3000_np1103\0この程度のハプニングで撮影を投げ出すだと！！\n最近のモデルどもはゆとりか！\nゆとり世代なのか！
043	\x0e\x04\0\x1b\x18\0EVT_m2054_01_3001_np1103\0マイコが作った事務所のタレントなら、\n今どきのアイドルどもと違い、\nモデル魂を持ってるんじゃないかってなあ。
044	\x0e\x04\0\x1b\x18\0EVT_m2054_01_3002_np1103\0写真という芸術への敬意も欲求も…\n何も持ってないアイドルを寄こすんじゃねえ！\nマイコの目は節穴だああああ！！
045	\x0e\x04\0\x1b\x18\0EVT_m2054_01_3003_np1103\0ド素人のくせに…。そこまで言うなら、\nモデルとして俺を唸らせてみせろぉ！
Event\m2055_01.msbt
008	\x0e\x04\0\x1b\x18\0EVT_m2055_01_1000_pc1002\0イツキ君！　ここは…。
009	\x0e\x04\0\x1b\x18\0EVT_m2055_01_1001_pc1001\0出直して来いってことか…。\nそうだ、クロムは！？
010	\x0e\x04\0\x1b\x18\0EVT_m2055_01_1002_mr1051\0…俺は大丈夫だ。\nあの男のカメラとやらはミラージュの力を\n一時的に封じる事もできるようだ。
011	\x0e\x04\0\x1b\x18\0EVT_m2055_01_1003_pc1009\0…厄介ね。
012	\x0e\x04\0\x1b\x18\0EVT_m2055_01_1004_pc1002\0ねえ見て！　イツキ君！
013	\x0e\x04\0\x1b\x18\0EVT_m2055_01_1005_pc1001\0今度は一体何だ！？
014	\x0e\x04\0\x1b\x18\0EVT_m2055_01_1006_pc1002\0すごい人だよ！\nみんなあっちの方に…\n…なにかやってるのかな。
015	\x0e\x04\0\x1c\x19\0EVT_m2055_01_1007a_pc1002\0\x0e\0\x03\x02\x02\0剣弥代\x0e\0\x03\x02ÿÿさんのライブ…。\nそっか、今日だったんだね。\nゴタゴタのせいですっかり…。
016	\x0e\x04\0\x1b\x18\0EVT_m2055_01_1008_pc1001\0でも…なんか変だな。\n街はこんな状況なのに\nどうしてここだけ賑わってるんだ？
017	\x0e\x04\0\x1b\x18\0EVT_m2055_01_1009_pc1009\0観ればわかるわ。
018	\x0e\x04\0\x1b\x18\0EVT_m2055_01_1010_pc1001\0え…でもこんな時にライブなんて…。
019	\x0e\x04\0\x1b\x18\0EVT_m2055_01_1011_pc1009\0こんな時だからこそ…よ。\n忘れた？　今のあなたたちは\nミラージュマスターなのよ。
020	\x0e\x04\0\x1b\x18\0EVT_m2055_01_1012_pc1009\0一流のパフォーマンスに触れれば\n得るものは必ずあるわ…。
021	\x0e\x04\0\x1b\x18\0EVT_m2055_01_1013_pc1002\0な、なるほど！
022	\x0e\x04\0\x1b\x18\0EVT_m2055_01_1014_pc1009\0チケットは持ってるわね？\nさ、行きましょ。
Event\m2055_03.msbt
001	\x0e\x04\0\x1b\x18\0EVT_m2055_03_0001_pc1002\0…はふぅ。\nすごかったね、剣さんのライブ。
006	\x0e\x04\0\x1c\x19\0EVT_m2055_03_0006b_pc1009\0剣弥代のパフォーマンスは本物…\n彼は数少ない本物のアーティストよ。
008	\x0e\x04\0\x1b\x18\0EVT_m2055_03_0008_pc1009\0…周りを見なさい。
009	\x0e\x04\0\x1b\x18\0EVT_m2055_03_0009_mb1034\0ヤシロ様ー！
010	\x0e\x04\0\x1b\x18\0EVT_m2055_03_0010_mb1033\0ああ…彼の歌で、荒んでいた心が癒された…！\n世界はこんなにも輝いている…！
011	\x0e\x04\0\x1b\x18\0EVT_m2055_03_1000_pc1001\0……すごい。\n渋谷がこんな状況なのにファンは……。
012	\x0e\x04\0\x1b\x18\0EVT_m2055_03_0012_pc1008\0…真に優れたパフォーマンスは、\nどんな状況でも客を魅せることができる。
013	\x0e\x04\0\x1b\x18\0EVT_m2055_03_0013_pc1008\0…………。
014	\x0e\x04\0\x1c\x19\0EVT_m2055_03_0014_pc1008 \0プロを名乗るからには…\nお前たちも、このくらいのことはやってみせろ。
015	\x0e\x04\0\x1b\x18\0EVT_m2055_03_0015_pc1009\0…………。
019	\x0e\x04\0\x1b\x18\0EVT_m2055_03_1001_pc1009\0…真に優れたパフォーマンスは、\nどんな状況でも客を魅せることができる。
024	\x0e\x04\0\x1b\x18\0EVT_m2055_03_1002_pc1009\0それは彫ノ澤が言っていたことと同じ。\nその意味が分かる？　ツバサ。
020	\x0e\x04\0\x1b\x18\0EVT_m2055_03_0020_pc1002\0え？　……あ。
021	\x0e\x04\0\x1b\x18\0EVT_m2055_03_1003_pc1009\0ライブとグラビア…表現は違えど\n求めるものは同じ…\nそれは見る者を魅了するパフォーマンス。
022	\x0e\x04\0\x1b\x18\0EVT_m2055_03_0022_pc1002\0見る者を魅了するパフォーマンス…\n見た人を魅了する、写真…。
023	\x0e\x04\0\x1b\x18\0EVT_m2055_03_0023_pc1002\0でも、それってどうすれば…。
030	\x0e\x04\0\x1b\x18\0EVT_m2055_03_0030_pc1009\0ツバサに欠けているのは魅せ方…\nそのビジョンよ。
031	\x0e\x04\0\x1b\x18\0EVT_m2055_03_0031_pc1002\0ビジョン…？
032	\x0e\x04\0\x1b\x18\0EVT_m2055_03_0032_pc1001\0ツバサが、どんな写真を撮ってもらいたいか…\nって、ことじゃないかな？
037	\x0e\x04\0\x1b\x18\0EVT_m2055_03_0037_pc1002\0撮ってほしい写真…\n私は、どんな写真を撮ってもらいたい…？
038	\x0e\x04\0\x1b\x18\0EVT_m2055_03_3000_pc1009\0ライブとモデル…表現は違えど\n求めるものは同じ…\nそれは見る者を魅了するパフォーマンス。
Event\m2057_01.msbt
055	\x0e\x04\0\x1b\x18\0EVT_m6181_01_0001_pc1007\0あ、イツキさん。
001	\x0e\x04\0\x1b\x18\0EVT_m2057_01_0001_np1116\0おや、キミは…\nそうか、蒼井君はフォルトナの\nタレントだったのか。
002	\x0e\x04\0\x1b\x18\0EVT_m2057_01_0002_pc1001\0あ…まだ見習いって感じですけど。\nどうして旗中さんがうちの事務所に？
003	\x0e\x04\0\x1b\x18\0EVT_m2057_01_0003_np1116\0キミんとこの社長さんに呼ばれてたんだよ。
004	\x0e\x04\0\x1b\x18\0EVT_m2057_01_0004_np1116\0そっちの子…\nええっと、織部つばささんの\n売り出し方の相談をしたいってね。
005	\x0e\x04\0\x1b\x18\0EVT_m2057_01_0005_pc1002\0わ、私ですか！？
006	\x0e\x04\0\x1b\x18\0EVT_m2057_01_0006_np1116\0そうそう。\nで、志摩崎社長はいつ戻ってくるのかな？
007	\x0e\x04\0\x1b\x18\0EVT_m2057_01_0007_pc1009\0……。\nしばらく帰ってこられないわ。
008	\x0e\x04\0\x1b\x18\0EVT_m2057_01_0008_np1116\0そうなのかい？\nせっかく時間を作ったのに…弱ったなあ。
009	\x0e\x04\0\x1b\x18\0EVT_m2057_01_0009_np1116\0何かの打ち合わせが長引いてるとか？
010	\x0e\x04\0\x1b\x18\0EVT_m2057_01_0010_pc1009\0彫ノ澤允が…。
