Battle\COMMON.msbt
NOT_MOVE	正在观察情况……
AS_ENEMY_05	伪装
AS_ENEMY_06	超级护甲
AS_ENEMY_07	自我重生
AS_ENEMY_08	不屈
AS_ENEMY_09	猛反击
AS_ENEMY_10	极限解放
AS_ENEMY_11	幻影流猛反击
AS_ENEMY_12	强烈的恶意
AS_ENEMY_13	同胞的呼唤
AS_ENEMY_14	魔龙鳞甲
AS_ENEMY_15	不灭秘术
AS_ENEMY_16	昏厥附加
CS_ENEMY_51	剧毒噬咬
CS_ENEMY_52	监制属性
CS_ENEMY_53	狙击命令
CS_ENEMY_54	千涛涌浪
CS_ENEMY_56	呼唤同伴
CS_ENEMY_58	脑门直击拳
CS_ENEMY_59	召唤精灵
CS_ENEMY_61	替补登场
CS_ENEMY_62	神怒之日
CS_ENEMY_63	能量虹吸
CS_ENEMY_64	大地毁灭
CS_ENEMY_66	梦幻剑
CS_ENEMY_67	收获
CS_ENEMY_68	安可
CS_ENEMY_69	仆从诞生
CS_ENEMY_71	塔尔卡加石
CS_ENEMY_72	拉库卡加石
CS_ENEMY_73	斯库卡加石
CS_ENEMY_74	抛弃式雨伞
CS_ENEMY_75	园艺斧头
CS_ENEMY_79	辣活人咖喱
CS_ENEMY_80	排毒黑乌龙茶
SS_BUFFER_08	追剑火焰
SS_BUFFER_09	就是你！
SS_BUFFER_10	凑齐了哦！
SS_BUFFER_11	追风两断
SS_BUFFER_12	追风冰雪
SS_BUFFER_16	追剑狂焰
SS_BUFFER_17	追枪狂焰
SS_BUFFER_18	追斧狂焰
SS_BUFFER_19	追火狂焰
SS_BUFFER_21	追剑狂冰
SS_BUFFER_22	追枪狂冰
SS_BUFFER_23	追斧狂冰
SS_BUFFER_24	追弓狂冰
SS_BUFFER_25	追冰雷电
SS_BUFFER_26	追火狂雷
SS_BUFFER_28	追风狂雷
SS_BUFFER_29	追枪烈风
SS_BUFFER_30	追雷烈风
SS_BUFFER_34	追火狂风
SS_BUFFER_36	追雷狂风
SS_BUFFER_42	追冰冰击\xb7强
SS_ENEMY_01	追风毒刺
SS_ENEMY_02	追枪风击
SS_ENEMY_05	追枪毒雾
SS_ENEMY_06	追风噬咬
SS_ENEMY_07	追弓狙击
SS_ENEMY_08	追冰永眠
SS_ENEMY_11	追斧两断
SS_ENEMY_12	追火两断
SS_ENEMY_13	追肉永眠
SS_ENEMY_14	追雷殴击
SS_ENEMY_16	追火殴击
SS_ENEMY_18	尾巴
SS_ENEMY_19	能量虹吸
SS_ENEMY_20	巨牙
SS_ENEMY_21	追冰吸血
SS_ENEMY_23	追火火击
SS_ENEMY_24	追冰冰击
SS_ENEMY_28	追弓狙击\xb7强
SS_ENEMY_29	追枪不净之火
SS_ENEMY_30	追斧两断\xb7强
SS_ENEMY_31	追枪普林帕
SS_ENEMY_32	追冰狂焰
SS_ENEMY_34	追枪两断\xb7强
SS_ENEMY_35	追雷雷电
SS_ENEMY_36	追枪风两断
AS_FIRE_UP_1	火焰专精
AS_COLD_UP_1	冰冻专精
AS_SHOCK_UP_1	电击专精
AS_IMPACT_UP_1	冲击专精
AS_FIRE_UP_2	火焰极致
AS_COLD_UP_2	冰冻极致
AS_SHOCK_UP_2	电击极致
AS_IMPACT_UP_2	冲击极致
AS_SWORD_UP_2	剑极致
AS_SPEAR_UP_2	枪极致
AS_BOW_UP_2	弓极致
AS_AXE_UP_2	斧极致
AS_ITSUKI_1	天空
AS_ITSUKI_2	杀手专精
AS_TSUBASA_1	祝福之风
AS_TSUBASA_2	龙眼
AS_TOUMA_1	月光
AS_KIRIA_1	冥想
AS_KIRIA_2	完美咏唱
AS_ELEY_2	要害射击
AS_MAMORI_1	铁壁
AS_YASHIRO_1	太阳
SS_BUFFER_51	追火冰雪
SS_BUFFER_52	追雷冰雪
SS_BUFFER_53	追火狂冰
SS_BUFFER_54	追冰狂冰
SS_BUFFER_55	追雷狂冰
SS_BUFFER_56	追风狂冰
SS_BUFFER_57	追斧雷电
SS_BUFFER_58	追弓雷电
SS_BUFFER_59	追斧狂雷
SS_BUFFER_60	追弓狂雷
SS_BUFFER_61	追火烈风
SS_BUFFER_62	追风烈风
SS_BUFFER_63	追剑狂风
SS_BUFFER_64	追风狂风
SS_BUFFER_65	追雷一闪
SS_BUFFER_66	追枪一闪\xb7强
SS_BUFFER_67	追斧一闪\xb7强
SS_BUFFER_69	追火一闪\xb7强
SS_BUFFER_70	追冰一闪\xb7强
SS_BUFFER_71	追风一闪\xb7强
SS_BUFFER_72	追雷一闪\xb7强
SS_BUFFER_73	追枪突击\xb7强
SS_BUFFER_74	追斧突击\xb7强
SS_BUFFER_76	追火突击\xb7强
SS_BUFFER_77	追冰突击\xb7强
SS_BUFFER_78	追雷突击\xb7强
SS_BUFFER_80	追弓两断\xb7强
SS_BUFFER_82	追冰两断\xb7强
SS_BUFFER_83	追雷两断\xb7强
SS_BUFFER_84	追风两断\xb7强
SS_BUFFER_85	追枪狙击\xb7强
SS_BUFFER_86	追火狙击\xb7强
SS_BUFFER_87	追冰狙击\xb7强
SS_BUFFER_88	追雷狙击\xb7强
SS_BUFFER_90	追斧狙击\xb7强
SS_BUFFER_91	追枪火击
SS_BUFFER_92	追冰火击
SS_BUFFER_93	追雷火击
SS_BUFFER_94	追枪火击\xb7强
SS_BUFFER_95	追冰火击\xb7强
SS_BUFFER_97	追剑火击
SS_BUFFER_98	追冰火击
SS_BUFFER_99	追雷火击
SS_BUFFER_100	追剑火击\xb7强
SS_BUFFER_101	追冰火击\xb7强
SS_BUFFER_102	追雷火击\xb7强
SS_BUFFER_103	追剑冰击
SS_BUFFER_104	追雷冰击
SS_BUFFER_105	追弓冰击
SS_BUFFER_106	追风冰击
SS_BUFFER_107	追风冰击\xb7强
SS_BUFFER_108	追雷冰击\xb7强
SS_BUFFER_109	追剑冰击\xb7强
SS_BUFFER_110	追弓冰击\xb7强
SS_BUFFER_111	追剑雷击
SS_BUFFER_112	追枪雷击
SS_BUFFER_113	追雷雷击
SS_BUFFER_114	追剑雷击\xb7强
SS_BUFFER_115	追枪雷击\xb7强
SS_BUFFER_116	追雷雷击\xb7强
SS_BUFFER_117	追斧火击
SS_BUFFER_118	追火雷击
SS_BUFFER_119	追冰冰击
SS_BUFFER_120	追风一闪
SS_BUFFER_121	追风冰击
SS_BUFFER_122	追火风击
SS_BUFFER_123	追武一闪
SS_BUFFER_124	追武风击
SS_BUFFER_125	追魔火焰
Common\SystemCharaName.msbt
SYS_CHARA_NAME_00	替身角色
SYS_CHARA_NAME_01	苍井树
SYS_CHARA_NAME_02	织部翼
SYS_CHARA_NAME_03	赤城斗马
SYS_CHARA_NAME_04	黑乃雾亚
SYS_CHARA_NAME_05	弓弦艾莉欧诺拉
SYS_CHARA_NAME_06	源真守
SYS_CHARA_NAME_07	剑弥代
SYS_CHARA_NAME_08	琪姬
SYS_CHARA_NAME_09	志摩崎舞子
SYS_CHARA_NAME_10	巴里\xb7古德曼
SYS_MIRAGE_NAME_01	库洛姆
SYS_MIRAGE_NAME_02	希达
SYS_MIRAGE_NAME_03	凯因
SYS_MIRAGE_NAME_04	撒拉
SYS_MIRAGE_NAME_05	维沃尔
SYS_MIRAGE_NAME_06	多加
SYS_MIRAGE_NAME_07	拿巴尔
SYS_CHARA_NAME_EX_01	阿树
SYS_CHARA_NAME_EX_02	小翼
SYS_CHARA_NAME_EX_03	斗马
SYS_CHARA_NAME_EX_04	雾亚
SYS_CHARA_NAME_EX_05	艾莉
SYS_CHARA_NAME_EX_06	真守
SYS_CHARA_NAME_EX_07	弥代
SYS_CHARA_NAME_EX_08	琪姬
SYS_CHARA_NAME_EX_09	舞子
SYS_CHARA_NAME_EX_10	巴里
SYS_MIRAGE_NAME_EX_01	异形男性
SYS_MIRAGE_NAME_EX_02	异形女性
SYS_MIRAGE_NAME_EX_03	凯因
SYS_MIRAGE_NAME_EX_04	撒拉
SYS_MIRAGE_NAME_EX_05	维沃尔
SYS_MIRAGE_NAME_EX_06	多加
SYS_MIRAGE_NAME_EX_07	拿巴尔
DLC\Dlc.msbt
Ending\AfterStory.msbt
AFTERSTORY_TBS_C	虽然还是改不了容易紧张的个性，\n但她即使紧张仍拼尽全力的身影\n紧紧抓住了粉丝的心，\n使织部翼以“想守护她的偶像”的形象\n在娱乐圈大放异彩。\n最近公司似乎正在筹备\n让她和身为前偶像的姐妹彩羽，\n组成团体的惊喜企划。
AFTERSTORY_TBS_B	自从担任娱乐王国的形象代言人以来，\n人气跟着水涨船高的织部翼\n在一夕之间成为大众的话题焦点。\n但无论变得有多出名，\n她也一定会举办粉丝握手会与粉丝互动……\n并且十分注重不忘感恩的心。
AFTERSTORY_TBS_A	织部翼用小恶魔般的笑容抓住了\n全国国民的心，凭着一句“恋翼爱吻？”\n赢得了当年的流行语大奖，\n她也因此得到了广告女王的称号。\n此外由于她在《哈啾刑警\xb7魔帆》中\n展现的演技得到好评，最近主要在\n连续剧方面有活跃的表现。
AFTERSTORY_TBS_S	织部翼以《Ｆｌｙ～你这道风～》这首歌\n席卷了歌谣新人奖等各大奖项，\n并以传说级的偶像之姿在演艺史上留名。\n但她并没有满足于这样的成果，\n而是比过去更加努力练习，\n继续朝向更远的目标前进。
AFTERSTORY_TMA_C	赤城斗马在娱乐王国结束后，\n依然脚踏实地，持续着临演的工作，并一步步\n提升自己在娱乐圈中的评价。某天，斗马在\n工作现场因缘际会地被知名制作人相中，\n临时被提拔为连续剧主角。为了把握这\n千载难逢的机会，也为了成为向往的英雄，\n斗马今天也勤奋地锻炼着自己。
AFTERSTORY_TMA_B	赤城斗马在娱乐王国结束后\n也持续锻炼着自己，他活用天生的好体能当上了\n皮套演员，成为日本特摄节目不可或缺的存在。\n即使无法以真面目示人，今天的斗马仍然会以\n英雄之姿持续奋斗下去。
AFTERSTORY_TMA_A	帅哥演员赤城斗马\n以虏获女性芳心的撩人演技为武器，\n获得了广大女性粉丝的支持，\n最终成为了爱情剧中不可或缺的存在。\n但他想当英雄的梦想依旧不变，\n为了准备新一代蒙面武者的选秀会，\n过着天天锻炼的日子。
AFTERSTORY_TMA_S	以参演《蒙面武者凰牙》为契机，\n赤城斗马成为了动作演员\n在娱乐圈大展身手。\n最后更在自己所编导的\n特摄英雄电影中担纲主角。\n他在此作中和人气急速上升的\n年轻演员铃本陆同台演出，\n造成了很大的话题。
AFTERSTORY_KRA_C	娱乐王国结束后，\n黑乃雾亚依然精力旺盛地进行着音乐活动。\n以强而有力的歌声和风格强烈的表演\n迷倒了许多粉丝的她，\n今天也一如往常地过着\n顶尖歌手的忙碌生活。
AFTERSTORY_KRA_B	自从娱乐王国结束后，\nＫｉｒｉａ的歌曲朝着帅气的方向持续进化，\n而她本人也以日本音乐界的\n教主身份君临乐坛。\n据说这样子的她，\n却总是把一只和她不匹配、\n缝满补丁的玩偶挂在腰际。
AFTERSTORY_KRA_A	《绝对可爱！》的节目主持人——\n由Ｋｉｒｉａ饰演的布偶装角色\n“黑江”大受欢迎。\nＫｉｒｉａ从此下定决心要走\n俏皮可爱的路线。\n每天被最喜欢的可爱物品包围的\n雾亚看起来过得相当幸福。
AFTERSTORY_KRA_S	黑乃雾亚获得的崭新风格\n“帅气又可爱”风靡了全世界，\n使她最终成为了世界级的歌手。\n同时，象征她的形容词“帅可爱”\n也成为了世上无人不知的词汇。\n今天的雾亚也对世界放声高唱。
AFTERSTORY_ELY_C	弓弦艾莉欧诺拉在Ｍｕｓｉｃａｌ　Ｆｅｓ中\n所展现的演技引起了广大讨论，\n而最近她以舞台剧为主，持续展露着锋芒。\n虽然她已经成长为日本剧场界\n不可或缺的实力派女演员，\n但在她心中熊熊燃烧的好莱坞之火，\n至今仍不曾熄灭过。
AFTERSTORY_ELY_B	弓弦艾莉欧诺拉自从\n参演《堕入爱河的蒲公英。》后，\n开始以混血艺人的身份接触不同领域。\n她本身的性格尤其受到喜爱，\n因此综艺节目的通告邀约急速增加。\n最近则因为担任固定班底的节目企划，\n获得了前往好莱坞的机会，\n但她本人却有点纳闷是不是该为此感到高兴。
AFTERSTORY_ELY_A	虽然鳕知乃导演邀请\n弓弦艾莉欧诺拉一同进军好莱坞，\n但她似乎以实力仍不足为由拒绝了。\n为了让自己获得匹配得上好莱坞的实力，\n艾莉比以往更加倍努力，\n并尝试去参演不同类型的戏剧。\n看来距离她再次收到好莱坞的邀约也指日可待了。
AFTERSTORY_ELY_S	由鳕知乃导演所指导的电影\n《命运之箭》在各个国家上映后，\n打破了各国的票房纪录。\n弓弦艾莉欧诺拉也终于如愿以偿，\n在好莱坞夺得了最佳女主角奖，\n现在全世界已经没有人不认识她了。\n虽然她现在身为好莱坞女星\n在世界各地奔波，但她在休假的时候\n似乎一定会在日本度过。
AFTERSTORY_MMR_C	在小学毕业的同时，\n源真守对外发表了暂停演艺活动\n以及调养身体的消息。\n她为了预备将来的复出，\n埋首于歌唱和演技的课程中，\n但因演艺活动而耽搁的学业却陷入了苦战。\n阿树和福图娜的成员们\n似乎都主动地当起了她的家庭教师。
AFTERSTORY_MMR_B	源真守在Ｍｕｓｉｃ　Ｆｅｓ的活跃受到认可，\n并以微波料理偶像的身份\n发行了梦寐以求的首张单曲ＣＤ。\n她的首张单曲ＣＤ大受小孩的喜爱，\n成为了孩子们琅琅上口的歌曲。
AFTERSTORY_MMR_A	源真守在《微波料理偶像\xb7小守》的\n小短剧中所展现的精湛演技，\n使她得到了参演连续剧的工作。\n女孩全心全力投入的演技不但紧抓住观众的心，\n连工作人员也大受感动。\n自那以后连续剧和电影的邀约就增加了不少。\n据说只要有她参演的连续剧拍摄现场，\n总是能看到一位魁梧的男人。
AFTERSTORY_MMR_S	源真守于金银歌唱大赛登场后，\n赢得了在武艺馆举办演唱会的机会。\n虽然一开始是因微波料理偶像和昭和歌谣曲\n两者间的反差感而得到了好评，\n但她的歌唱实力随即受到许可，\n使歌谣曲在日本全国流行了起来。\n现在的她则以“国民孙女”的称号\n受到男女老少的喜爱。
AFTERSTORY_YSR_C	成功替父亲复仇的剑弥代，\n却在当红之际所举办的\n巨蛋巡回演唱会的最后一天发表了引退宣言，\n并开始了游历世界的流浪之旅。\n一年寄回福图娜数次的\n自制明信片中的他笑得相当璀璨。\n无论是伙伴们或粉丝都静静地等待着\n他重返娱乐圈的那一天。
AFTERSTORY_YSR_B	剑弥代在经历过和源真守同台演出后，\n发觉了品尝美食的乐趣。\n他在身兼艺人的同时开了间名为\n“小酒馆\xb7剑”的餐厅，烹煮着超一流的料理。\n本应是忙得没有多余时间的他，\n却总是在厨房里亲自下厨。
AFTERSTORY_YSR_A	剑弥代不曾停下进化的脚步。\n自从加入福图娜之后，他开始挑战\n各种至今都没有做过的工作，\n甚至也在综艺节目中亮相。\n持续展露出崭新面貌的他，\n被大众认可为全能的全方位艺人，\n巩固了在娱乐圈中无法撼动的地位。
AFTERSTORY_YSR_S	剑弥代后来以剧团团长的身份从剧本内容到音乐\n一手包办，完成了他父亲亲臣的最后演出——\n《海因里希的朝圣之路》一剧，并引起了\n巨大反响。此剧也到了海外公演，使他被认可为\n代表日本的演员。纵使年纪轻轻就创下了\n连续公演记录，他也从不怠于训练。
AFTERSTORY_TIK_C	虽然琪姬他们在打倒暗黑龙后\n回到了原本的世界，\n但电脑歌姬ＴＩＫｉ至今仍持续更新版本，\n并深受大众喜爱。\n即使娱乐王国已经落幕，\n但她的受欢迎程度也丝毫没有衰减，\n现在ＴＩＫｉ已经是全世界皆知的虚拟偶像了。
AFTERSTORY_TIK_B	打倒暗黑龙后，回到原本世界的琪姬\n为了完成和阿树一行人的约定，\n开始将这次的冒险撰写成书本。\n她在库洛姆等人的帮助下完成了\n名为《幻影异闻录》的书，\n并且在那个世界广为流传。\n使人们再度对演艺产生了兴趣。
AFTERSTORY_TIK_A	打倒暗黑龙后，回到原本世界的琪姬\n和库洛姆等人开始到各地巡演。\n虽然她们的歌声和演技仍稍嫌拙劣，\n但依然受到众人的喜爱，\n成为在那个世界复兴演艺的一小步。\n顺带一提，据说她们去过的地方\n都流行起了一种油炸的环状点心。
AFTERSTORY_TIK_S	打倒暗黑龙后，回到原本世界的琪姬在\n库洛姆等人的帮助下毅然决然地举办了演唱会。\n她在众多观众的注视下，表演了她与阿树\n充满回忆的歌曲《不虚幻的世界》。\n当琪姬站在舞台上时，\n她看到了在人群中微微闪烁的光芒，\n那难道是人们的表现晶的光芒吗……？
AFTERSTORY_BRY_C	巴里\xb7古德曼一如往常地担任训练师，\n而另一方面他也开始执笔画起了同人志\n当作副业。他画的漫画瞬间爆红，\n最后甚至和出版社签下了连载契约。\n而那酷似福图娜旗下艺人源真守的\n漫画女主角也引起了部分读者的讨论。
AFTERSTORY_BRY_B	原本以独立事业为艺人\n进行课程训练的巴里\xb7古德曼，\n不知不觉成了福图娜的专属训练师。\n在福图娜成员的实境节目中总是能瞥见他的身影，\n而他那强烈的个人特色和经历也经常引起话题。\n巴里那轰炸般的激励声音，\n今天也在训练教室中回荡着。
AFTERSTORY_BRY_A	由于福图娜的艺人们逐渐受到注目，\n巴里\xb7古德曼突然接到了很多\n想参加训练课程的申请。\n受到众多音乐人信赖的巴里，\n也被追捧为王牌训练师。\n然而他目前最大的烦恼似乎是\n看动画和玩游戏的时间大幅减少了。
AFTERSTORY_BRY_S	巴里\xb7古德曼以替源真守写歌为契机，\n再度开始了音乐活动。\n这件事飘洋过海，\n传到了身在美国的前乐团团员们耳里。\n他们强逼巴里回到摇滚乐界，\n但巴里却反过来说服了他们，\n使世界第一的摇滚乐团“ＴＥＲＡＤＥＴＨ”\n以最强动画歌曲乐团的身份重返乐坛。
AFTERSTORY_MIK_C	志摩崎舞子和苍井树以及织部彩羽一起\n竭尽全力，协助着艺人们进行演艺活动。\n以提供舒适工作环境为宗旨的福图娜，\n旗下也顺利地增添了不少艺人。\n顺带一提，虽然曾经有人提出过\n禁止在公司内饮酒的提案，\n但却遭到舞子的大力反对，\n她说这会破坏自己能舒适工作的环境。
AFTERSTORY_MIK_B	志摩崎舞子培育出大量当红的年轻艺人，\n格外受到业界注目，并被业界评价为\n“擅于发掘新人的总经理”。\n尽管为了经营规模变大的\n公司而相当忙碌，\n但她每年还是会以\n期待和崭新才能相遇的心情举办选秀会。
AFTERSTORY_MIK_A	以雕泽允的事件为契机，\n志摩崎舞子开始考虑重返模特界。\n顺利解决暗黑龙的事件后，\n她继续做着总经理的工作，\n同时开始认真减肥。\n看来她的写真集《Ｍｙ　ＣＯＭＰＬＥＸ》新作\n发行的日子即将到来……也说不定。
AFTERSTORY_MIK_S	由本人主导的合作企划好评如潮，\n志摩崎舞子以最具话题性总经理的身份，\n受到众多媒体的瞩目。\n再加上艺人们的出色表现，\n令福图娜成为了家喻户晓的经纪公司。\n在舞子的经营管理下，\n许多人的才华得以开花结果。
AFTERSTORY_MIK_SS	志摩崎舞子让出总经理位子的同时，\n以迅雷不及掩耳之势重返模特界，\n并出版了如梦似幻、传说中的写真集\n第三部作《Ｍｙ　ＣＯＭＰＬＥＸ３》。\n被媒体吹捧为“大家的姐姐”的舞子，\n除模特业外，也活跃在电视及广播节目，\n扩张了她的事业版图。
AFTERSTORY_ITK_S	于《光之戏曲\xb7Ｆｉｒｅ　Ｅｍｂｌｅｍ》中\n出演马尔斯一角这件事，使苍井树寻获了自信。\n虽然起步有些晚，但他在事件之后\n开始认真地进行演艺活动。\n突破各种试炼、得到独一无二经验的阿树，\n相信他成为艺人后\n也会继续发出耀眼光芒吧……
AFTERSTORY_ITK_SS	苍井树继承了志摩崎舞子的总经理位子，\n虽然最初有些懵懵懂懂，但他终究\n成为了能够独当一面的总经理，\n并引导众人使福图娜的事业蒸蒸日上。\n也许那份力量正是他从库洛姆身上学到，\n和伙伴们一同开花结果的领主资质。
Event\debug_txt.msbt
Event\door_check.msbt
001	（感觉到门的另一端有危险的气息……\n要怎么做呢？）
SEL_01_01	前进
SEL_01_02	还是算了
Turn_Back	（先调整好状态吧……）
002	（感觉到空中传来危险的气息……\n要怎么做呢？）
003	感觉到空中传来不寻常的气息。\n要登上黑暗舞台吗？
004	（感觉到门的另一端有危险的气息……\n要怎么做呢？）
005	（感觉到桥的另一端有危险的气息……\n要怎么做呢？）
006	（感觉到道路前方传来危险的气息……\n要怎么做呢？）
001E	（感觉到门的另一端有危险的气息……\n要怎么做呢？）\n\x0e\0\x03\x02\x02\0推荐等级：\x0e\x02\0\x02\0\0\x0e\0\x03\x02\xff\xff
002E	（感觉到空中传来危险的气息……\n要怎么做呢？）\n\x0e\0\x03\x02\x02\0推荐等级：\x0e\x02\0\x02\0\0\x0e\0\x03\x02\xff\xff
003E	感觉到空中传来不寻常的气息。\n要登上黑暗舞台吗？\n\x0e\0\x03\x02\x02\0推荐等级：\x0e\x02\0\x02\0\0\x0e\0\x03\x02\xff\xff
004E	（感觉到门的另一端有危险的气息……\n要怎么做呢？）\n\x0e\0\x03\x02\x02\0推荐等级：\x0e\x02\0\x02\0\0\x0e\0\x03\x02\xff\xff
005E	（感觉到桥的另一端有危险的气息……\n要怎么做呢？）\n\x0e\0\x03\x02\x02\0推荐等级：\x0e\x02\0\x02\0\0\x0e\0\x03\x02\xff\xff
006E	（感觉到道路的前方传来危险的气息……\n要怎么做呢？）\n\x0e\0\x03\x02\x02\0推荐等级：\x0e\x02\0\x02\0\0\x0e\0\x03\x02\xff\xff
Event\event_tutorial.msbt
TOPIC_TUTORIAL_TITLE	通讯软件　ＴＯＰＩＣ
TOPIC_TUTORIAL_MAIN	在游戏中，阿树会随身携带叫做\n\x0e\0\x03\x02\x02\0ＴＯＰＩＣ\x0e\0\x03\x02\xff\xff的通讯工具。\n\n在ＴＯＰＩＣ中的交流，都会在专属的\n\x0e\0\x03\x02\x02\0ＴＯＰＩＣ画面\x0e\0\x03\x02\xff\xff中进行。\n\n平时只要按下\x0e\x03\0\x04\0\0\x04\0就会显示ＴＯＰＩＣ画面。\n但在故事进行中收到\x0e\0\x03\x02\x02\0重要通知\x0e\0\x03\x02\xff\xff时，\n会\x0e\0\x03\x02\x02\0自动显示\x0e\0\x03\x02\xff\xffＴＯＰＩＣ画面。
FACILITY_TUTORIAL_TITLE	街上的设施
FACILITY_TUTORIAL_MAIN	在涩谷街上可以购买道具。\n\n点选TOPIC画面上的MAP，\n即可切换到涩谷的自动地图画面，\n可以在此确认设施所在的位置。\n\n在西哈便利商店可以购买各式各样的道具，\n在卡拉比亚宝石店则可购买提升防御力的装饰品，\n配合情况，多加利用吧！
INTERMISSTION_TUTORIAL_TITLE	幕间休息
INTERMISSTION_TUTORIAL_MAIN	在各章节进行时，会有一段不会发生\n重大事件的时间。\n这段时间称为\x0e\0\x03\x02\x02\0幕间休息。\x0e\0\x03\x02\xff\xff\n\n在幕间休息时，可以进行支线剧情或处理委托，\n\x0e\0\x03\x02\x02\0自由地选择要如何度过。\n\n前往乌头目演艺训练班可以结束\x0e\0\x03\x02\xff\xff幕间休息。
DRESS_TUTORIAL_TITLE	更换服装吧
DRESS_TUTORIAL__MAIN	可以更换\x0e\0\x03\x02\x02\0服装\x0e\0\x03\x02\xff\xff了。\n\n服装可以在菜单的\x0e\0\x03\x02\x02\0Ｗａｒｄｒｏｂｅ\x0e\0\x03\x02\xff\xff中更换。\n更换服装后，\x0e\0\x03\x02\x02\0可以在战斗中欣赏\n成员们的各种装扮。\n\n\x0e\0\x03\x02\xff\xff服装对战斗实力没有任何影响，\n尽情选择喜欢的服装吧！
SIDESTORY_TUTORIAL_TITLE	支线剧情
SIDESTORY_TUTORIAL_MAIN	\x0e\0\x03\x02\x02\0支线剧情\x0e\0\x03\x02\xff\xff是\x0e\0\x03\x02\x02\0伙伴们各自的故事，\x0e\0\x03\x02\xff\xff\n与各章节故事内容无关。\n阿树会支援伙伴们的演艺活动，\n加深彼此的牵绊。\n\n\x0e\0\x03\x02\x02\0舞台等级\x0e\0\x03\x02\xff\xff提升到一定程度的成员\n将送来\x0e\0\x03\x02\x02\0ＴＯＰＩＣ邀请\x0e\0\x03\x02\xff\xff。\n接受邀请后，即可开始进行支线剧情。\n能借此获得在战斗和探索中有用的技能，\n所以积极地进行支线剧情吧！
