aoc_error.txt
aoc_error_01	需要新增内容\n才能继续前进。
flavor_detail_bitter_15_lv3	被对手的宝可梦用岩石属性的招式攻击时，\n受到的伤害会巨幅减少。
flavor_detail_bitter_16_lv1	被对手的宝可梦用幽灵属性的招式攻击时，\n受到的伤害会减少。
flavor_detail_bitter_16_lv2	被对手的宝可梦用幽灵属性的招式攻击时，\n受到的伤害会大幅减少。
flavor_detail_bitter_16_lv3	被对手的宝可梦用幽灵属性的招式攻击时，\n受到的伤害会巨幅减少。
flavor_detail_bitter_17_lv1	被对手的宝可梦用龙属性的招式攻击时，\n受到的伤害会减少。
flavor_detail_bitter_17_lv2	被对手的宝可梦用龙属性的招式攻击时，\n受到的伤害会大幅减少。
flavor_detail_bitter_17_lv3	被对手的宝可梦用龙属性的招式攻击时，\n受到的伤害会巨幅减少。
flavor_detail_bitter_18_lv1	被对手的宝可梦用恶属性的招式攻击时，\n受到的伤害会减少。
flavor_detail_bitter_18_lv2	被对手的宝可梦用恶属性的招式攻击时，\n受到的伤害会大幅减少。
flavor_detail_bitter_18_lv3	被对手的宝可梦用恶属性的招式攻击时，\n受到的伤害会巨幅减少。
flavor_detail_bitter_19_lv1	被对手的宝可梦用钢属性的招式攻击时，\n受到的伤害会减少。
flavor_detail_bitter_19_lv2	被对手的宝可梦用钢属性的招式攻击时，\n受到的伤害会大幅减少。
flavor_detail_bitter_19_lv3	被对手的宝可梦用钢属性的招式攻击时，\n受到的伤害会巨幅减少。
flavor_detail_bitter_20_lv1	被对手的宝可梦用妖精属性的招式攻击时，\n受到的伤害会减少。
flavor_detail_bitter_20_lv2	被对手的宝可梦用妖精属性的招式攻击时，\n受到的伤害会大幅减少。
flavor_detail_bitter_20_lv3	被对手的宝可梦用妖精属性的招式攻击时，\n受到的伤害会巨幅减少。
flavor_detail_fresh_01_lv1	遇见大型宝可梦的可能性会提高。
flavor_detail_fresh_01_lv2	遇见大型宝可梦的可能性会大幅提高。
flavor_detail_fresh_01_lv3	遇见大型宝可梦的可能性会巨幅提高。
flavor_detail_fresh_02_lv1	遇见小型宝可梦的可能性会提高。
flavor_detail_fresh_02_lv2	遇见小型宝可梦的可能性会大幅提高。
flavor_detail_fresh_02_lv3	遇见小型宝可梦的可能性会巨幅提高。
flavor_detail_fresh_03_lv1	遇见的宝可梦数量会比平时增加。
flavor_detail_fresh_03_lv2	遇见的宝可梦数量会比平时大幅增加。
flavor_detail_fresh_03_lv3	遇见的宝可梦数量会比平时巨幅增加。
flavor_detail_fresh_04_lv1	容易捕捉一般属性的宝可梦。
flavor_detail_fresh_04_lv2	很容易捕捉一般属性的宝可梦。
flavor_detail_fresh_04_lv3	相当容易捕捉一般属性的宝可梦。
flavor_detail_fresh_05_lv1	容易捕捉火属性的宝可梦。
flavor_detail_fresh_05_lv2	很容易捕捉火属性的宝可梦。
flavor_detail_fresh_05_lv3	相当容易捕捉火属性的宝可梦。
flavor_detail_fresh_06_lv1	容易捕捉水属性的宝可梦。
flavor_detail_fresh_06_lv2	很容易捕捉水属性的宝可梦。
flavor_detail_fresh_06_lv3	相当容易捕捉水属性的宝可梦。
flavor_detail_fresh_07_lv1	容易捕捉电属性的宝可梦。
flavor_detail_fresh_07_lv2	很容易捕捉电属性的宝可梦。
flavor_detail_fresh_07_lv3	相当容易捕捉电属性的宝可梦。
flavor_detail_fresh_08_lv1	容易捕捉草属性的宝可梦。
flavor_detail_fresh_08_lv2	很容易捕捉草属性的宝可梦。
flavor_detail_fresh_08_lv3	相当容易捕捉草属性的宝可梦。
flavor_detail_fresh_09_lv1	容易捕捉冰属性的宝可梦。
flavor_detail_fresh_09_lv2	很容易捕捉冰属性的宝可梦。
flavor_detail_fresh_09_lv3	相当容易捕捉冰属性的宝可梦。
flavor_detail_fresh_10_lv1	容易捕捉格斗属性的宝可梦。
flavor_detail_fresh_10_lv2	很容易捕捉格斗属性的宝可梦。
flavor_detail_fresh_10_lv3	相当容易捕捉格斗属性的宝可梦。
flavor_detail_fresh_11_lv1	容易捕捉毒属性的宝可梦。
flavor_detail_fresh_11_lv2	很容易捕捉毒属性的宝可梦。
flavor_detail_fresh_11_lv3	相当容易捕捉毒属性的宝可梦。
flavor_detail_fresh_12_lv1	容易捕捉地面属性的宝可梦。
flavor_detail_fresh_12_lv2	很容易捕捉地面属性的宝可梦。
flavor_detail_fresh_12_lv3	相当容易捕捉地面属性的宝可梦。
flavor_detail_fresh_13_lv1	容易捕捉飞行属性的宝可梦。
flavor_detail_fresh_13_lv2	很容易捕捉飞行属性的宝可梦。
flavor_detail_fresh_13_lv3	相当容易捕捉飞行属性的宝可梦。
flavor_detail_fresh_14_lv1	容易捕捉超能力属性的宝可梦。
flavor_detail_fresh_14_lv2	很容易捕捉超能力属性的宝可梦。
flavor_detail_fresh_14_lv3	相当容易捕捉超能力属性的宝可梦。
flavor_detail_fresh_15_lv1	容易捕捉虫属性的宝可梦。
flavor_detail_fresh_15_lv2	很容易捕捉虫属性的宝可梦。
flavor_detail_fresh_15_lv3	相当容易捕捉虫属性的宝可梦。
flavor_detail_fresh_16_lv1	容易捕捉岩石属性的宝可梦。
flavor_detail_fresh_16_lv2	很容易捕捉岩石属性的宝可梦。
flavor_detail_fresh_16_lv3	相当容易捕捉岩石属性的宝可梦。
flavor_detail_fresh_17_lv1	容易捕捉幽灵属性的宝可梦。
flavor_detail_fresh_17_lv2	很容易捕捉幽灵属性的宝可梦。
flavor_detail_fresh_17_lv3	相当容易捕捉幽灵属性的宝可梦。
flavor_detail_fresh_18_lv1	容易捕捉龙属性的宝可梦。
flavor_detail_fresh_18_lv2	很容易捕捉龙属性的宝可梦。
flavor_detail_fresh_18_lv3	相当容易捕捉龙属性的宝可梦。
flavor_detail_fresh_19_lv1	容易捕捉恶属性的宝可梦。
flavor_detail_fresh_19_lv2	很容易捕捉恶属性的宝可梦。
flavor_detail_fresh_19_lv3	相当容易捕捉恶属性的宝可梦。
flavor_detail_fresh_20_lv1	容易捕捉钢属性的宝可梦。
flavor_detail_fresh_20_lv2	很容易捕捉钢属性的宝可梦。
flavor_detail_fresh_20_lv3	相当容易捕捉钢属性的宝可梦。
flavor_detail_fresh_21_lv1	容易捕捉妖精属性的宝可梦。
flavor_detail_fresh_21_lv2	很容易捕捉妖精属性的宝可梦。
flavor_detail_fresh_21_lv3	相当容易捕捉妖精属性的宝可梦。
flavor_detail_fresh_22_lv1	容易捕捉所有的宝可梦。
flavor_detail_fresh_22_lv2	很容易捕捉所有的宝可梦。
flavor_detail_fresh_22_lv3	相当容易捕捉所有的宝可梦。
flavor_detail_sp_01	能够进入出现在\n棱镜塔上空的\n巨大异次元扭洞。
flavor_detail_sp_02	能够进入据说\n有固拉多潜伏的\n朱红色异次元扭洞。
flavor_detail_sp_03	能够进入据说\n有盖欧卡潜伏的\n靛蓝色异次元扭洞。
flavor_detail_sp_04	能够进入据说\n有烈空坐潜伏的\n翠绿色异次元扭洞。
flavor_detail_sp_05	能够进入带有\n迸发的奔雷的\n黄色异次元扭洞。
donut_name.txt
msg_d41d8cd98f00b204e9800998ecf8427e	[~ 0]
donut_kurabo_sweet	[VAR 0133(0000)]樱子蛋白霜[VAR 01D9(0001)]
donut_kurabo_spicy	[VAR 0133(0000)]樱子咖喱[VAR 01D9(0001)]
donut_kurabo_sour	[VAR 0133(0000)]樱子蜜饯[VAR 01D9(0001)]
donut_kurabo_bitter	[VAR 0133(0000)]樱子巧克力[VAR 01D9(0001)]
donut_kurabo_fresh	[VAR 0133(0000)]樱子奶油[VAR 01D9(0001)]
donut_kurabo_mix	[VAR 0133(0000)]樱子综合[VAR 01D9(0001)]
donut_kago_sweet	[VAR 0133(0000)]零余蛋白霜[VAR 01D9(0001)]
donut_kago_spicy	[VAR 0133(0000)]零余咖喱[VAR 01D9(0001)]
donut_kago_sour	[VAR 0133(0000)]零余蜜饯[VAR 01D9(0001)]
donut_kago_bitter	[VAR 0133(0000)]零余巧克力[VAR 01D9(0001)]
donut_kago_fresh	[VAR 0133(0000)]零余奶油[VAR 01D9(0001)]
donut_kago_mix	[VAR 0133(0000)]零余综合[VAR 01D9(0001)]
donut_momon_sweet	[VAR 0133(0000)]桃桃蛋白霜[VAR 01D9(0001)]
donut_momon_spicy	[VAR 0133(0000)]桃桃咖喱[VAR 01D9(0001)]
donut_momon_sour	[VAR 0133(0000)]桃桃蜜饯[VAR 01D9(0001)]
donut_momon_bitter	[VAR 0133(0000)]桃桃巧克力[VAR 01D9(0001)]
donut_momon_fresh	[VAR 0133(0000)]桃桃奶油[VAR 01D9(0001)]
donut_momon_mix	[VAR 0133(0000)]桃桃综合[VAR 01D9(0001)]
donut_chigo_sweet	[VAR 0133(0000)]莓莓蛋白霜[VAR 01D9(0001)]
donut_chigo_spicy	[VAR 0133(0000)]莓莓咖喱[VAR 01D9(0001)]
donut_chigo_sour	[VAR 0133(0000)]莓莓蜜饯[VAR 01D9(0001)]
donut_chigo_bitter	[VAR 0133(0000)]莓莓巧克力[VAR 01D9(0001)]
donut_chigo_fresh	[VAR 0133(0000)]莓莓奶油[VAR 01D9(0001)]
donut_chigo_mix	[VAR 0133(0000)]莓莓综合[VAR 01D9(0001)]
donut_nanashi_sweet	[VAR 0133(0000)]利木蛋白霜[VAR 01D9(0001)]
donut_nanashi_spicy	[VAR 0133(0000)]利木咖喱[VAR 01D9(0001)]
donut_nanashi_sour	[VAR 0133(0000)]利木蜜饯[VAR 01D9(0001)]
donut_nanashi_bitter	[VAR 0133(0000)]利木巧克力[VAR 01D9(0001)]
donut_nanashi_fresh	[VAR 0133(0000)]利木奶油[VAR 01D9(0001)]
donut_nanashi_mix	[VAR 0133(0000)]利木综合[VAR 01D9(0001)]
donut_oren_sweet	[VAR 0133(0000)]橙橙蛋白霜[VAR 01D9(0001)]
donut_oren_spicy	[VAR 0133(0000)]橙橙咖喱[VAR 01D9(0001)]
donut_oren_sour	[VAR 0133(0000)]橙橙蜜饯[VAR 01D9(0001)]
donut_oren_bitter	[VAR 0133(0000)]橙橙巧克力[VAR 01D9(0001)]
donut_oren_fresh	[VAR 0133(0000)]橙橙奶油[VAR 01D9(0001)]
donut_oren_mix	[VAR 0133(0000)]橙橙综合[VAR 01D9(0001)]
donut_ki_sweet	[VAR 0133(0000)]柿仔蛋白霜[VAR 01D9(0001)]
donut_ki_spicy	[VAR 0133(0000)]柿仔咖喱[VAR 01D9(0001)]
donut_ki_sour	[VAR 0133(0000)]柿仔蜜饯[VAR 01D9(0001)]
donut_ki_bitter	[VAR 0133(0000)]柿仔巧克力[VAR 01D9(0001)]
donut_ki_fresh	[VAR 0133(0000)]柿仔奶油[VAR 01D9(0001)]
donut_ki_mix	[VAR 0133(0000)]柿仔综合[VAR 01D9(0001)]
donut_ramu_sweet	[VAR 0133(0000)]木子蛋白霜[VAR 01D9(0001)]
donut_ramu_spicy	[VAR 0133(0000)]木子咖喱[VAR 01D9(0001)]
donut_ramu_sour	[VAR 0133(0000)]木子蜜饯[VAR 01D9(0001)]
donut_ramu_bitter	[VAR 0133(0000)]木子巧克力[VAR 01D9(0001)]
donut_ramu_fresh	[VAR 0133(0000)]木子奶油[VAR 01D9(0001)]
donut_ramu_mix	[VAR 0133(0000)]木子综合[VAR 01D9(0001)]
donut_obon_sweet	[VAR 0133(0000)]文柚蛋白霜[VAR 01D9(0001)]
donut_obon_spicy	[VAR 0133(0000)]文柚咖喱[VAR 01D9(0001)]
donut_obon_sour	[VAR 0133(0000)]文柚蜜饯[VAR 01D9(0001)]
donut_obon_bitter	[VAR 0133(0000)]文柚巧克力[VAR 01D9(0001)]
donut_obon_fresh	[VAR 0133(0000)]文柚奶油[VAR 01D9(0001)]
donut_obon_mix	[VAR 0133(0000)]文柚综合[VAR 01D9(0001)]
donut_zaroku_sweet	[VAR 0133(0000)]榴石蛋白霜[VAR 01D9(0001)]
donut_zaroku_spicy	[VAR 0133(0000)]榴石咖喱[VAR 01D9(0001)]
donut_zaroku_sour	[VAR 0133(0000)]榴石蜜饯[VAR 01D9(0001)]
donut_zaroku_bitter	[VAR 0133(0000)]榴石巧克力[VAR 01D9(0001)]
donut_zaroku_fresh	[VAR 0133(0000)]榴石奶油[VAR 01D9(0001)]
donut_zaroku_mix	[VAR 0133(0000)]榴石综合[VAR 01D9(0001)]
donut_nekobu_sweet	[VAR 0133(0000)]藻根蛋白霜[VAR 01D9(0001)]
donut_nekobu_spicy	[VAR 0133(0000)]藻根咖喱[VAR 01D9(0001)]
donut_nekobu_sour	[VAR 0133(0000)]藻根蜜饯[VAR 01D9(0001)]
donut_nekobu_bitter	[VAR 0133(0000)]藻根巧克力[VAR 01D9(0001)]
donut_nekobu_fresh	[VAR 0133(0000)]藻根奶油[VAR 01D9(0001)]
donut_nekobu_mix	[VAR 0133(0000)]藻根综合[VAR 01D9(0001)]
donut_taporu_sweet	[VAR 0133(0000)]比巴蛋白霜[VAR 01D9(0001)]
donut_taporu_spicy	[VAR 0133(0000)]比巴咖喱[VAR 01D9(0001)]
donut_taporu_sour	[VAR 0133(0000)]比巴蜜饯[VAR 01D9(0001)]
donut_taporu_bitter	[VAR 0133(0000)]比巴巧克力[VAR 01D9(0001)]
donut_taporu_fresh	[VAR 0133(0000)]比巴奶油[VAR 01D9(0001)]
donut_taporu_mix	[VAR 0133(0000)]比巴综合[VAR 01D9(0001)]
donut_rome_sweet	[VAR 0133(0000)]哈密蛋白霜[VAR 01D9(0001)]
donut_rome_spicy	[VAR 0133(0000)]哈密咖喱[VAR 01D9(0001)]
donut_rome_sour	[VAR 0133(0000)]哈密蜜饯[VAR 01D9(0001)]
donut_rome_bitter	[VAR 0133(0000)]哈密巧克力[VAR 01D9(0001)]
donut_rome_fresh	[VAR 0133(0000)]哈密奶油[VAR 01D9(0001)]
donut_rome_mix	[VAR 0133(0000)]哈密综合[VAR 01D9(0001)]
donut_ubu_sweet	[VAR 0133(0000)]萄葡蛋白霜[VAR 01D9(0001)]
donut_ubu_spicy	[VAR 0133(0000)]萄葡咖喱[VAR 01D9(0001)]
donut_ubu_sour	[VAR 0133(0000)]萄葡蜜饯[VAR 01D9(0001)]
donut_ubu_bitter	[VAR 0133(0000)]萄葡巧克力[VAR 01D9(0001)]
donut_ubu_fresh	[VAR 0133(0000)]萄葡奶油[VAR 01D9(0001)]
donut_ubu_mix	[VAR 0133(0000)]萄葡综合[VAR 01D9(0001)]
donut_matoma_sweet	[VAR 0133(0000)]茄番蛋白霜[VAR 01D9(0001)]
donut_matoma_spicy	[VAR 0133(0000)]茄番咖喱[VAR 01D9(0001)]
donut_matoma_sour	[VAR 0133(0000)]茄番蜜饯[VAR 01D9(0001)]
donut_matoma_bitter	[VAR 0133(0000)]茄番巧克力[VAR 01D9(0001)]
donut_matoma_fresh	[VAR 0133(0000)]茄番奶油[VAR 01D9(0001)]
donut_matoma_mix	[VAR 0133(0000)]茄番综合[VAR 01D9(0001)]
donut_okka_sweet	[VAR 0133(0000)]巧可蛋白霜[VAR 01D9(0001)]
donut_okka_spicy	[VAR 0133(0000)]巧可咖喱[VAR 01D9(0001)]
donut_okka_sour	[VAR 0133(0000)]巧可蜜饯[VAR 01D9(0001)]
donut_okka_bitter	[VAR 0133(0000)]巧可巧克力[VAR 01D9(0001)]
donut_okka_fresh	[VAR 0133(0000)]巧可奶油[VAR 01D9(0001)]
donut_okka_mix	[VAR 0133(0000)]巧可综合[VAR 01D9(0001)]
donut_itoke_sweet	[VAR 0133(0000)]千香蛋白霜[VAR 01D9(0001)]
donut_itoke_spicy	[VAR 0133(0000)]千香咖喱[VAR 01D9(0001)]
donut_itoke_sour	[VAR 0133(0000)]千香蜜饯[VAR 01D9(0001)]
donut_itoke_bitter	[VAR 0133(0000)]千香巧克力[VAR 01D9(0001)]
donut_itoke_fresh	[VAR 0133(0000)]千香奶油[VAR 01D9(0001)]
donut_itoke_mix	[VAR 0133(0000)]千香综合[VAR 01D9(0001)]
donut_sokuno_sweet	[VAR 0133(0000)]烛木蛋白霜[VAR 01D9(0001)]
donut_sokuno_spicy	[VAR 0133(0000)]烛木咖喱[VAR 01D9(0001)]
donut_sokuno_sour	[VAR 0133(0000)]烛木蜜饯[VAR 01D9(0001)]
donut_sokuno_bitter	[VAR 0133(0000)]烛木巧克力[VAR 01D9(0001)]
donut_sokuno_fresh	[VAR 0133(0000)]烛木奶油[VAR 01D9(0001)]
donut_sokuno_mix	[VAR 0133(0000)]烛木综合[VAR 01D9(0001)]
donut_rindo_sweet	[VAR 0133(0000)]罗子蛋白霜[VAR 01D9(0001)]
donut_rindo_spicy	[VAR 0133(0000)]罗子咖喱[VAR 01D9(0001)]
donut_rindo_sour	[VAR 0133(0000)]罗子蜜饯[VAR 01D9(0001)]
donut_rindo_bitter	[VAR 0133(0000)]罗子巧克力[VAR 01D9(0001)]
donut_rindo_fresh	[VAR 0133(0000)]罗子奶油[VAR 01D9(0001)]
donut_rindo_mix	[VAR 0133(0000)]罗子综合[VAR 01D9(0001)]
donut_yatye_sweet	[VAR 0133(0000)]番荔蛋白霜[VAR 01D9(0001)]
donut_yatye_spicy	[VAR 0133(0000)]番荔咖喱[VAR 01D9(0001)]
donut_yatye_sour	[VAR 0133(0000)]番荔蜜饯[VAR 01D9(0001)]
donut_yatye_bitter	[VAR 0133(0000)]番荔巧克力[VAR 01D9(0001)]
donut_yatye_fresh	[VAR 0133(0000)]番荔奶油[VAR 01D9(0001)]
donut_yatye_mix	[VAR 0133(0000)]番荔综合[VAR 01D9(0001)]
donut_yopu_sweet	[VAR 0133(0000)]莲蒲蛋白霜[VAR 01D9(0001)]
donut_yopu_spicy	[VAR 0133(0000)]莲蒲咖喱[VAR 01D9(0001)]
donut_yopu_sour	[VAR 0133(0000)]莲蒲蜜饯[VAR 01D9(0001)]
donut_yopu_bitter	[VAR 0133(0000)]莲蒲巧克力[VAR 01D9(0001)]
donut_yopu_fresh	[VAR 0133(0000)]莲蒲奶油[VAR 01D9(0001)]
donut_yopu_mix	[VAR 0133(0000)]莲蒲综合[VAR 01D9(0001)]
donut_pia_sweet	[VAR 0133(0000)]通通蛋白霜[VAR 01D9(0001)]
donut_pia_spicy	[VAR 0133(0000)]通通咖喱[VAR 01D9(0001)]
donut_pia_sour	[VAR 0133(0000)]通通蜜饯[VAR 01D9(0001)]
donut_pia_bitter	[VAR 0133(0000)]通通巧克力[VAR 01D9(0001)]
donut_pia_fresh	[VAR 0133(0000)]通通奶油[VAR 01D9(0001)]
donut_pia_mix	[VAR 0133(0000)]通通综合[VAR 01D9(0001)]
donut_syuka_sweet	[VAR 0133(0000)]腰木蛋白霜[VAR 01D9(0001)]
donut_syuka_spicy	[VAR 0133(0000)]腰木咖喱[VAR 01D9(0001)]
donut_syuka_sour	[VAR 0133(0000)]腰木蜜饯[VAR 01D9(0001)]
donut_syuka_bitter	[VAR 0133(0000)]腰木巧克力[VAR 01D9(0001)]
donut_syuka_fresh	[VAR 0133(0000)]腰木奶油[VAR 01D9(0001)]
donut_syuka_mix	[VAR 0133(0000)]腰木综合[VAR 01D9(0001)]
donut_bakou_sweet	[VAR 0133(0000)]棱瓜蛋白霜[VAR 01D9(0001)]
donut_bakou_spicy	[VAR 0133(0000)]棱瓜咖喱[VAR 01D9(0001)]
donut_bakou_sour	[VAR 0133(0000)]棱瓜蜜饯[VAR 01D9(0001)]
donut_bakou_bitter	[VAR 0133(0000)]棱瓜巧克力[VAR 01D9(0001)]
donut_bakou_fresh	[VAR 0133(0000)]棱瓜奶油[VAR 01D9(0001)]
donut_bakou_mix	[VAR 0133(0000)]棱瓜综合[VAR 01D9(0001)]
donut_utan_sweet	[VAR 0133(0000)]福禄蛋白霜[VAR 01D9(0001)]
donut_utan_spicy	[VAR 0133(0000)]福禄咖喱[VAR 01D9(0001)]
donut_utan_sour	[VAR 0133(0000)]福禄蜜饯[VAR 01D9(0001)]
