aoc_error.txt
aoc_error_01	ここから{先|さき}は\n{追加|ついか}コンテンツが{必要|ひつよう}です。
msg_Ev_d01_3010_wait_01_m	みんながベストを{尽|つ}くせば\nアブソルを{鎮|しず}められるはずだし！[VAR 0114(0005)]
msg_f263b3e5b75e2e585b52eb02949be333	[~ 238]
msg_Ev_d01_3100_sys_01	{周囲|しゅうい}のメガエネルギー{濃度|のうど}が\n{急上昇|きゅうじょうしょう}しています！\c\n{警告|けいこく}！　あなたが{確認|かくにん}した{個体|こたい}は\n{暴走|ぼうそう}メガシンカします！！
msg_Ev_d01_3100_select_01	{対応|たいおう}する！
msg_Ev_d01_3100_select_02	{準備|じゅんび}する
msg_Ev_d01_3100_sys_02	メガアブソルＺを{捕獲|ほかく}してください
msg_Ev_d01_3100_talk_01	まさかメガアブソルＺになるとはね[VAR 0114(0192)]
msg_Ev_d01_3100_wait_01	メガアブソル……\c\nまた{暴走|ぼうそう}メガシンカするだなんて\nなんの{因果|いんが}なんだろう[VAR 0114(0192)]
msg_Ev_d01_3100_wait_02_f	どんなメガシンカが{相手|あいて}でも\n{暴走|ぼうそう}メガシンカは{鎮|しず}めてやる！[VAR 0114(0006)]
msg_Ev_d01_3100_wait_02_m	どんなメガシンカが{相手|あいて}でも\n{暴走|ぼうそう}メガシンカは{鎮|しず}めてあげるし[VAR 0114(0005)]
msg_Ev_d01_3100_wait_11	ほら！\n{鎮|しず}めたアブソルを{捕|つか}まえるんだよね[VAR 0114(0192)]
msg_dda2397c81e4c9913bc71f8c47e39f75	[~ 248]
msg_Ev_d01_3110_sys_01	{鎮|しず}めたアブソルを{捕獲|ほかく}してください
msg_Ev_d01_3110_talk_01	へえ　{暴走|ぼうそう}メガシンカしたポケモンを\n{鎮|しず}めるとメガストーンが{手|て}に{入|はい}るんだ[VAR 0114(0192)]
msg_Ev_d01_3110_talk_02	きっと{暴走|ぼうそう}の{苦|くる}しみから{助|たす}けてもらった\nポケモンなりのお{礼|れい}なんだろうね[VAR 0114(0192)]
msg_Ev_d01_3110_talk_03	それにしても\n{暴走|ぼうそう}メガシンカ……[VAR 0114(0192)]
msg_Ev_d01_3110_talk_04	{異次元|いじげん}ミアレの{特徴|とくちょう}とあいまって\nかなり{危険|きけん}な{状態|じょうたい}だね[VAR 0114(0192)]
msg_Ev_d01_3110_talk_20_f	コルニさん……\nメガアブソルＺでしたよ？[VAR 0114(0006)]
msg_Ev_d01_3110_talk_20_m	コルニさん……\nメガアブソルＺでしたよね？[VAR 0114(0005)]
msg_Ev_d01_3110_talk_21	ねー\nメガアブソルＺになるとは{驚|おどろ}きだったね[VAR 0114(0192)]
msg_Ev_d01_3110_talk_22_f	コルニさん\n{本当|ほんとう}にメガシンカの{継承者|けいしょうしゃ}？[VAR 0114(0006)]
msg_Ev_d01_3110_talk_22_m	コルニさん\n{本当|ほんとう}にメガシンカの{継承者|けいしょうしゃ}ですか？[VAR 0114(0005)]
msg_Ev_d01_3110_talk_23	ちょっと！　メガアブソルＺは\n{新|あたら}しく{発見|はっけん}されたばかりだし\r\nここで{出会|であ}うとか{思|おも}わないでしょ[VAR 0114(0192)]
msg_Ev_d01_3110_talk_11_f	……とにかくオレたち３{人|にん}なら\nどんな{暴走|ぼうそう}メガシンカでも{大丈夫|だいじょうぶ}か[VAR 0114(0006)]
msg_Ev_d01_3110_talk_11_m	……そうですね　あたしたち３{人|にん}なら\nどんな{暴走|ぼうそう}メガシンカでも{大丈夫|だいじょうぶ}です！[VAR 0114(0005)]
msg_Ev_d01_3110_talk_05	[VAR 0100(0000)]！　[VAR 018B(0001)]！\nあなたたちはすごいトレーナーだよ\r\nミアレの{危機|きき}を{救|すく}ったのも{納得|なっとく}！[VAR 0114(0192)]
msg_Ev_d01_3110_talk_06	エムゼット{団|だん}と{調査|ちょうさ}を{続|つづ}ければ\nメガシンカについて{詳|くわ}しくなれる！\c\n{詳|くわ}しくなって\nさらにポケモンと{絆|きずな}を{深|ふか}めたいんだ！[VAR 0114(0192)]
msg_Ev_d01_3110_talk_07	おつかれさん\c\n{暴走|ぼうそう}メガの{反応|はんのう}が{消|き}えたんが\nこっちでもわかったで！[VAR 0114(0013)]
msg_Ev_d01_3110_talk_08	メガストーンの{姐|ねえ}さんも\nたいしたもんやなあ\c\n[VAR 0100(0000)]たちと{共闘|きょうとう}しつつ\n{暴走|ぼうそう}メガシンカを{鎮|しず}めるなんて\r\nさすがメガシンカの{継承者|けいしょうしゃ}やで[VAR 0114(0013)]
msg_Ev_d01_3110_talk_09	[VAR 0100(0000)]たちのがんばりで\nデータも{集|あつ}まったわ\c\n{明日|あした}になったらなにかしらわかるやろし\n{今日|きょう}はゆっくり{休|やす}んでな[VAR 0114(0013)]
msg_Ev_d01_3110_talk_12	そうだね\n{休|やす}みたいよね……って[VAR 0114(0192)]
msg_Ev_d01_3110_talk_13	あれは？[VAR 0114(0192)]
msg_Ev_d01_3110_talk_14_f	{金色|きんいろ}の……ボール！？[VAR 0114(0006)]
msg_Ev_d01_3110_talk_14_m	{金色|きんいろ}の……ボールだよね？[VAR 0114(0005)]
msg_Ev_d01_3110_talk_15	もしかしたらボールから\nポケモンがでてくるかも……？\r\n[VAR 0100(0000)]　{技|わざ}をあててみてよ[VAR 0114(0192)]
msg_Ev_d01_3110_wait_16_f	{暴走|ぼうそう}メガシンカのあとに\n{巨大|きょだい}なボール……\r\n{本当|ほんとう}に{謎|なぞ}な{空間|くうかん}だな[VAR 0114(0006)]
msg_Ev_d01_3110_wait_16_m	{暴走|ぼうそう}メガシンカのあとに\n{巨大|きょだい}なボール……\r\n{本当|ほんとう}に{謎|なぞ}な{空間|くうかん}すぎるし[VAR 0114(0005)]
msg_9c7840c05e1ec7a7ee206061be9703f0	[~ 274]
msg_Ev_d01_3150_talk_04	きのみがたくさんみつかった！
msg_Ev_d01_3150_talk_05	さらに……\nバターのようなモノもみつかった！
msg_Ev_d01_3150_talk_06	[VAR 0100(0000)]は\n[VAR FF00(0008)]スーパーバター[VAR FF00(0000)]を　{手|て}に{入|い}れた！
msg_Ev_d01_3150_talk_01_f	どうしてバターがあるのか{謎|なぞ}だけど\nこれはすごいバターだ\r\n{名|な}づけてスーパーバターだな！[VAR 0114(0006)]
msg_Ev_d01_3150_talk_01_m	どうしてバターがあるのか{謎|なぞ}だけど\nすごいバターだし\r\n{名|な}づけてスーパーバターだね！[VAR 0114(0005)]
msg_Ev_d01_3150_talk_02_f	{香|かお}りからも{質|しつ}がいいのがわかる！\nアンシャのドーナツづくりもはかどるぜ[VAR 0114(0006)]
msg_Ev_d01_3150_talk_02_m	{香|かお}りから{上等|じょうとう}だってわかるし\nアンシャのドーナツづくりもはかどるね[VAR 0114(0005)]
msg_Ev_d01_3150_talk_03	そのためにも\n[VAR 018B(0001)]たちのホテルＺに{戻|もど}ろう！[VAR 0114(0192)]
msg_ef84a5f64c4356cf12f6361fd1d2b182	[~ 283]
msg_Ev_d01_3200_talk_01	{懐|なつ}かしいねー[VAR 0114(0192)]
msg_Ev_d01_3200_talk_20	もしかして\n{宿泊客|しゅくはくきゃく}でしょうか？[VAR 0114(000B)]
msg_Ev_d01_3200_talk_21_f	エムゼット{団|だん}の{助|すけ}っ{人|と}\nコルニさんだ！[VAR 0114(0006)]
msg_Ev_d01_3200_talk_21_m	エムゼット{団|だん}の{助|すけ}っ{人|と}\nコルニさんだし[VAR 0114(0005)]
msg_Ev_d01_3200_talk_22	それは{失礼|しつれい}いたしました\nボクはピュールといいます[VAR 0114(000B)]
msg_Ev_d01_3200_talk_23	デウロです\nよろしくお{願|ねが}いします[VAR 0114(000C)]
msg_Ev_d01_3200_talk_24	あたくしはアンシャと{申|もう}します\c\nフーパと{一緒|いっしょ}にエムゼット{団|だん}の\nみなさまをお{助|たす}けしているところです[VAR 0114(01A5)]
msg_Ev_d01_3200_talk_25	ピィヒャヒャ！
msg_Ev_d01_3200_talk_26	あたしはコルニ！\nみんなに{会|あ}えて{最高|さいこう}ー！[VAR 0114(0192)]
msg_Ev_d01_3200_talk_27_f	コルニさんの{紹介|しょうかい}が{終|お}わったら\nアンシャにいいモノを{紹介|しょうかい}するぜ！[VAR 0114(0006)]
msg_Ev_d01_3200_talk_27_m	コルニさんの{紹介|しょうかい}が{終|お}わったし\nアンシャにいいモノを{紹介|しょうかい}するし！[VAR 0114(0005)]
msg_Ev_d01_3200_talk_28_f	[VAR 0100(0000)]よろしく！[VAR 0114(0006)]
msg_Ev_d01_3200_talk_28_m	[VAR 0100(0000)]よろしく！[VAR 0114(0005)]
msg_Ev_d01_3200_talk_29	[VAR 0100(0000)]はアンシャに\nスーパーバターをみせてあげた！
msg_Ev_d01_3200_talk_30	こちらのバターは？[VAR 0114(01A5)]
msg_Ev_d01_3200_talk_31	{異次元|いじげん}ミアレにいた\n{暴走|ぼうそう}メガシンカを{鎮|しず}めたらあったんだよ\c\nどうして{異次元|いじげん}ミアレって\nポケモンとか{道具|どうぐ}だけ{本物|ほんもの}なんだろ？[VAR 0114(0192)]
msg_Ev_d01_3200_talk_32	わかりました！　これをお{借|か}りして\nもっと{素敵|すてき}なドーナツをつくりますね[VAR 0114(01A5)]
msg_Ev_d01_3200_talk_34_f	よし！　コルニさんの{歓迎会|かんげいかい}だ\nメシの{準備|じゅんび}をするぞ[VAR 0114(0006)]
msg_Ev_d01_3200_talk_34_m	それじゃコルニさんの{歓迎会|かんげいかい}！\nごはんの{支度|したく}をするからね[VAR 0114(0005)]
msg_Ev_d01_3200_talk_02	あの……さっき{懐|なつ}かしいと\nおっしゃってましたけどホテルＺに\r\nいらしたことがあるのですか？[VAR 0114(000C)]
msg_Ev_d01_3200_talk_03	あるよ！[VAR 0114(0192)]
msg_Ev_d01_3200_talk_04	ＡＺさんとは{知|し}り{合|あ}いだったからね[VAR 0114(0192)]
msg_Ev_d01_3200_talk_05	トレーナーとして{戦|たたか}えなくなった\nＡＺさんにルカリオを{託|たく}してさ[VAR 0114(0192)]
msg_Ev_d01_3200_select_01	{助|たす}けてもらいました
msg_Ev_d01_3200_select_02	{預|あず}かりました
msg_Ev_d01_3200_talk_06	うん！　メガアブソルを{鎮|しず}めるときに\nあたしのルカリオと{共|とも}に{戦|たたか}ったって\r\nＡＺさんが{嬉|うれ}しそうに{教|おし}えてくれた[VAR 0114(0192)]
msg_Ev_d01_3200_talk_07_f	その{関係|かんけい}でミアレに{来|き}たのか？[VAR 0114(0006)]
msg_Ev_d01_3200_talk_07_m	その{関係|かんけい}でミアレに{来|き}たのですか？[VAR 0114(0005)]
msg_Ev_d01_3200_talk_08	そうだね　ＡＺさんのお{墓参|はかまい}りと\n{暴走|ぼうそう}メガシンカを{止|と}めること\r\nこの{二|ふた}つがあたしの{目的|もくてき}だから[VAR 0114(0192)]
msg_Ev_d01_3200_talk_09	それにしても\nこのスペシャルカレーおいしそー！[VAR 0114(0192)]
msg_Ev_d01_3200_talk_10	あたくしもお{手伝|てつだ}いしました[VAR 0114(01A5)]
msg_Ev_d01_3200_talk_11	{本当|ほんとう}は{自慢|じまん}の\nドーナツをふるまいたかったのですが[VAR 0114(01A5)]
msg_Ev_d01_3200_talk_12	アンシャのドーナツは\nこれからの{楽|たの}しみにするよ[VAR 0114(0192)]
msg_Ev_d01_3200_talk_13	エムゼット{団|だん}のみんなに\nお{願|ねが}いがあるんだけど\c\nあたし\nしばらくココでやっかいになるからね！[VAR 0114(0192)]
msg_Ev_d01_3200_talk_14_f	そうしてもらえると\n{一緒|いっしょ}に{行動|こうどう}しやすいから{助|たす}かるけど[VAR 0114(0006)]
msg_Ev_d01_3200_talk_14_m	そうしてもらえると\n{一緒|いっしょ}に{行動|こうどう}しやすくて{助|たす}かります[VAR 0114(0005)]
msg_Ev_d01_3200_talk_15	{食事|しょくじ}のあとで\nお{部屋|へや}を{用意|ようい}しますね[VAR 0114(000C)]
msg_Ev_d01_3200_talk_16	３０１{号室|ごうしつ}って{空|あ}いてるんでしょ？[VAR 0114(0192)]
msg_Ev_d01_3200_talk_17_f	えっ！？　あの{開|あ}かずの{部屋|へや}って\nコルニさん{用|よう}の{部屋|へや}だったのか[VAR 0114(0006)]
msg_Ev_d01_3200_talk_17_m	えっ！？　あの{開|あ}かずの{部屋|へや}って\nコルニさん{用|よう}の{部屋|へや}だったんだ[VAR 0114(0005)]
msg_Ev_d01_3200_talk_18	そういうこと！[VAR 0114(0192)]
msg_Ev_d01_3200_talk_19	エムゼット{団|だん}のみんなにアンシャ\nこれからよろしくねー！[VAR 0114(0192)]
msg_5899e6d9a8ca41fae93bacd1f986de87	[~ 326]
msg_Ev_d01_3210_talk_01	ＡＺさん[VAR 0114(0192)]
msg_Ev_d01_3210_talk_02	タワーのときは{間|ま}に{合|あ}わなかったけど\n{今回|こんかい}はあたしも{協力|きょうりょく}するよ！[VAR 0114(0192)]
msg_Ev_d01_3210_talk_03	{異次元|いじげん}ミアレで{暴走|ぼうそう}メガシンカした\nポケモンはあたしが{鎮|しず}める……[VAR 0114(0192)]
msg_Ev_d01_3210_talk_04	ううん[VAR 0114(0192)]
msg_Ev_d01_3210_talk_05	{暴走|ぼうそう}の{苦|くる}しみから{助|たす}けるから！[VAR 0114(0192)]
main_d_02.txt
msg_Ev_d02_0000_sys_01	{翌日|よくじつ}……
msg_Ev_d02_0000_sys_02	{目覚|めざ}まし{音|おん}が{鳴|な}っている……
msg_9671faeb469a4c3dd73d333f889b3616	[~ 2]
msg_Ev_d02_0010_talk_01	すてきな{部屋|へや}だったよー！\nＡＺさんにおもてなしされた{気分|きぶん}だね[VAR 0114(0192)]
msg_Ev_d02_0010_talk_02	あたくしが{泊|と}まっているホテルは\n{豪華|ごうか}すぎてちょっと{落|お}ち{着|つ}かないです[VAR 0114(01A5)]
msg_Ev_d02_0010_talk_03	アンシャは{良家|りょうけ}の{息女|そくじょ}だもんね[VAR 0114(0192)]
msg_Ev_d02_0010_talk_04	ですよね！　コートも\nエプロンもオーダーメイドでしたし[VAR 0114(000B)]
msg_Ev_d02_0010_talk_05	いろいろありすぎてスルーしていたけど\nアンシャちゃんってここにいていいの？[VAR 0114(000C)]
msg_Ev_d02_0010_talk_06	はい！　あたくしの\nドーナツ{屋|や}はここですから[VAR 0114(01A5)]
msg_Ev_d02_0010_talk_42	そうだけどねー\nデウロの{心配|しんぱい}はもっともだよ[VAR 0114(0192)]
msg_Ev_d02_0010_talk_07	ホテルの{人|ひと}にドーナツ{屋|や}のこと\n{知|し}らせておかなくて{平気|へいき}？[VAR 0114(0192)]
msg_Ev_d02_0010_talk_08	ご{安心|あんしん}ください！\n{寝|ね}るときはホテルに{戻|もど}っていますから[VAR 0114(01A5)]
msg_Ev_d02_0010_talk_09	いらっしゃいませ！[VAR 0114(01A5)]
msg_Ev_d02_0010_talk_10	シャンデラ\nなにかわかる？[VAR 0114(0012)]
msg_Ev_d02_0010_talk_11	シャ！
msg_Ev_d02_0010_talk_12	ドーナツ{屋|や}？\nとにかく{報告|ほうこく}[VAR 0114(0012)]
msg_Ev_d02_0010_talk_13	ホテルＺで{発見|はっけん}[VAR 0114(0012)]
msg_Ev_d02_0010_talk_14	なにか{用|よう}ですか　ムクさん[VAR 0114(000B)]
msg_Ev_d02_0010_talk_15	{黙|だま}れ　にわカナ{友|とも}[VAR 0114(0012)]
msg_Ev_d02_0010_talk_16	エムゼット{団|だん}ッ！！[VAR 0114(0016)]
msg_Ev_d02_0010_talk_17	できるトレーナーの{登場|とうじょう}だね！\nポケモン{勝負|しょうぶ}にする？\r\nそれともあたしたち{同士|どうし}で{戦|たたか}う？[VAR 0114(0192)]
msg_Ev_d02_0010_talk_18	コルニさんストップ！\nこの{人|ひと}は{本当|ほんとう}に{勝負|しょうぶ}しちゃうので[VAR 0114(000C)]
msg_Ev_d02_0010_talk_43	{勝負|しょうぶ}よりも{大事|だいじ}なことがある！[VAR 0114(0016)]
msg_Ev_d02_0010_select_01	{本日|ほんじつ}は{宿泊|しゅくはく}ですか？
msg_Ev_d02_0010_select_02	それとも{勝負|しょうぶ}ですか？
msg_Ev_d02_0010_talk_19	{宿泊|しゅくはく}でもなければ！\nポケモン{勝負|しょうぶ}でもない！[VAR 0114(0016)]
msg_Ev_d02_0010_talk_20	わかりましたから\n{少|すこ}し{冷静|れいせい}になってください[VAR 0114(000B)]
msg_Ev_d02_0010_talk_21	{無茶|むちゃ}をいうな！\n{冷静|れいせい}になれるならそうしている！[VAR 0114(0016)]
msg_Ev_d02_0010_talk_22	このままではユカリさまに……\nあんなことやこんなことを……！[VAR 0114(0016)]
msg_Ev_d02_0010_talk_23	それでも{冷静|れいせい}になって\n{事情|じじょう}を{説明|せつめい}したほうがはやいです[VAR 0114(000B)]
msg_Ev_d02_0010_talk_24	……うう[VAR 0114(0016)]
msg_Ev_d02_0010_talk_25	ユカリさまが\n{尊敬|そんけい}なさっている{友人|ゆうじん}がいらして\c\nその{方|かた}のご{息女|そくじょ}をシュールリッシュで\nお{預|あず}かりしており……[VAR 0114(0016)]
msg_Ev_d02_0010_talk_26	うちがお{目付|めつ}け{役|やく}と\nボディーガードを{任|まか}されていたのだが\r\nどこにもいらっしゃらないのだ！[VAR 0114(0016)]
msg_Ev_d02_0010_talk_27	アンシャさま[VAR 0114(0016)]
msg_Ev_d02_0010_talk_28	どこです！？[VAR 0114(0016)]
msg_Ev_d02_0010_talk_29	だからここにいる[VAR 0114(0012)]
msg_Ev_d02_0010_talk_30	ミッション{達成|たっせい}\nあたしは{帰|かえ}る[VAR 0114(0012)]
msg_Ev_d02_0010_talk_31	{待|ま}て[VAR 0114(0016)]
msg_Ev_d02_0010_talk_32	アンシャさまを{案|あん}じたり\nユカリの{罰|ばつ}を{恐|おそ}れていたりで\r\nうちは{冷静|れいせい}ではなく{周|まわ}りがみえていない[VAR 0114(0016)]
msg_Ev_d02_0010_talk_33	{冷静|れいせい}になるためにはポケモン{勝負|しょうぶ}！\n{頭|あたま}に{血|ち}が{上|のぼ}っていると{勝|か}てないからな[VAR 0114(0016)]
msg_Ev_d02_0010_talk_34	{意味不明|いみふめい}\nあたしに{無関係|むかんけい}[VAR 0114(0012)]
msg_Ev_d02_0010_talk_35	ひとりで{突|つ}っ{走|ぱし}らないように\n２ｖｓ２にさせてもらう！\c\n[VAR 0100(0000)]\nだれと{一緒|いっしょ}に{戦|たたか}うか{決|き}めろ！[VAR 0114(0016)]
