aoc_error.txt
aoc_error_01	需要擁有新增內容\n才能繼續前進。
donut_taporu_sour	[VAR 0133(0000)]比巴蜜餞[VAR 01D9(0001)]
donut_taporu_bitter	[VAR 0133(0000)]比巴巧克力[VAR 01D9(0001)]
donut_taporu_fresh	[VAR 0133(0000)]比巴鮮奶油[VAR 01D9(0001)]
donut_taporu_mix	[VAR 0133(0000)]比巴綜合[VAR 01D9(0001)]
donut_rome_sweet	[VAR 0133(0000)]哈密蛋白霜[VAR 01D9(0001)]
donut_rome_spicy	[VAR 0133(0000)]哈密咖哩[VAR 01D9(0001)]
donut_rome_sour	[VAR 0133(0000)]哈密蜜餞[VAR 01D9(0001)]
donut_rome_bitter	[VAR 0133(0000)]哈密巧克力[VAR 01D9(0001)]
donut_rome_fresh	[VAR 0133(0000)]哈密鮮奶油[VAR 01D9(0001)]
donut_rome_mix	[VAR 0133(0000)]哈密綜合[VAR 01D9(0001)]
donut_ubu_sweet	[VAR 0133(0000)]萄葡蛋白霜[VAR 01D9(0001)]
donut_ubu_spicy	[VAR 0133(0000)]萄葡咖哩[VAR 01D9(0001)]
donut_ubu_sour	[VAR 0133(0000)]萄葡蜜餞[VAR 01D9(0001)]
donut_ubu_bitter	[VAR 0133(0000)]萄葡巧克力[VAR 01D9(0001)]
donut_ubu_fresh	[VAR 0133(0000)]萄葡鮮奶油[VAR 01D9(0001)]
donut_ubu_mix	[VAR 0133(0000)]萄葡綜合[VAR 01D9(0001)]
donut_matoma_sweet	[VAR 0133(0000)]茄番蛋白霜[VAR 01D9(0001)]
donut_matoma_spicy	[VAR 0133(0000)]茄番咖哩[VAR 01D9(0001)]
donut_matoma_sour	[VAR 0133(0000)]茄番蜜餞[VAR 01D9(0001)]
donut_matoma_bitter	[VAR 0133(0000)]茄番巧克力[VAR 01D9(0001)]
donut_matoma_fresh	[VAR 0133(0000)]茄番鮮奶油[VAR 01D9(0001)]
donut_matoma_mix	[VAR 0133(0000)]茄番綜合[VAR 01D9(0001)]
donut_okka_sweet	[VAR 0133(0000)]巧可蛋白霜[VAR 01D9(0001)]
donut_okka_spicy	[VAR 0133(0000)]巧可咖哩[VAR 01D9(0001)]
donut_okka_sour	[VAR 0133(0000)]巧可蜜餞[VAR 01D9(0001)]
donut_okka_bitter	[VAR 0133(0000)]巧可巧克力[VAR 01D9(0001)]
donut_okka_fresh	[VAR 0133(0000)]巧可鮮奶油[VAR 01D9(0001)]
donut_okka_mix	[VAR 0133(0000)]巧可綜合[VAR 01D9(0001)]
donut_itoke_sweet	[VAR 0133(0000)]千香蛋白霜[VAR 01D9(0001)]
donut_itoke_spicy	[VAR 0133(0000)]千香咖哩[VAR 01D9(0001)]
donut_itoke_sour	[VAR 0133(0000)]千香蜜餞[VAR 01D9(0001)]
donut_itoke_bitter	[VAR 0133(0000)]千香巧克力[VAR 01D9(0001)]
donut_itoke_fresh	[VAR 0133(0000)]千香鮮奶油[VAR 01D9(0001)]
donut_itoke_mix	[VAR 0133(0000)]千香綜合[VAR 01D9(0001)]
donut_sokuno_sweet	[VAR 0133(0000)]燭木蛋白霜[VAR 01D9(0001)]
donut_sokuno_spicy	[VAR 0133(0000)]燭木咖哩[VAR 01D9(0001)]
donut_sokuno_sour	[VAR 0133(0000)]燭木蜜餞[VAR 01D9(0001)]
donut_sokuno_bitter	[VAR 0133(0000)]燭木巧克力[VAR 01D9(0001)]
donut_sokuno_fresh	[VAR 0133(0000)]燭木鮮奶油[VAR 01D9(0001)]
donut_sokuno_mix	[VAR 0133(0000)]燭木綜合[VAR 01D9(0001)]
donut_rindo_sweet	[VAR 0133(0000)]羅子蛋白霜[VAR 01D9(0001)]
donut_rindo_spicy	[VAR 0133(0000)]羅子咖哩[VAR 01D9(0001)]
donut_rindo_sour	[VAR 0133(0000)]羅子蜜餞[VAR 01D9(0001)]
donut_rindo_bitter	[VAR 0133(0000)]羅子巧克力[VAR 01D9(0001)]
donut_rindo_fresh	[VAR 0133(0000)]羅子鮮奶油[VAR 01D9(0001)]
donut_rindo_mix	[VAR 0133(0000)]羅子綜合[VAR 01D9(0001)]
donut_yatye_sweet	[VAR 0133(0000)]番荔蛋白霜[VAR 01D9(0001)]
donut_yatye_spicy	[VAR 0133(0000)]番荔咖哩[VAR 01D9(0001)]
donut_yatye_sour	[VAR 0133(0000)]番荔蜜餞[VAR 01D9(0001)]
donut_yatye_bitter	[VAR 0133(0000)]番荔巧克力[VAR 01D9(0001)]
donut_yatye_fresh	[VAR 0133(0000)]番荔鮮奶油[VAR 01D9(0001)]
donut_yatye_mix	[VAR 0133(0000)]番荔綜合[VAR 01D9(0001)]
donut_yopu_sweet	[VAR 0133(0000)]蓮蒲蛋白霜[VAR 01D9(0001)]
donut_yopu_spicy	[VAR 0133(0000)]蓮蒲咖哩[VAR 01D9(0001)]
donut_yopu_sour	[VAR 0133(0000)]蓮蒲蜜餞[VAR 01D9(0001)]
donut_yopu_bitter	[VAR 0133(0000)]蓮蒲巧克力[VAR 01D9(0001)]
donut_yopu_fresh	[VAR 0133(0000)]蓮蒲鮮奶油[VAR 01D9(0001)]
donut_yopu_mix	[VAR 0133(0000)]蓮蒲綜合[VAR 01D9(0001)]
donut_pia_sweet	[VAR 0133(0000)]通通蛋白霜[VAR 01D9(0001)]
donut_pia_spicy	[VAR 0133(0000)]通通咖哩[VAR 01D9(0001)]
donut_pia_sour	[VAR 0133(0000)]通通蜜餞[VAR 01D9(0001)]
donut_pia_bitter	[VAR 0133(0000)]通通巧克力[VAR 01D9(0001)]
donut_pia_fresh	[VAR 0133(0000)]通通鮮奶油[VAR 01D9(0001)]
donut_pia_mix	[VAR 0133(0000)]通通綜合[VAR 01D9(0001)]
donut_syuka_sweet	[VAR 0133(0000)]腰木蛋白霜[VAR 01D9(0001)]
donut_syuka_spicy	[VAR 0133(0000)]腰木咖哩[VAR 01D9(0001)]
donut_syuka_sour	[VAR 0133(0000)]腰木蜜餞[VAR 01D9(0001)]
donut_syuka_bitter	[VAR 0133(0000)]腰木巧克力[VAR 01D9(0001)]
donut_syuka_fresh	[VAR 0133(0000)]腰木鮮奶油[VAR 01D9(0001)]
donut_syuka_mix	[VAR 0133(0000)]腰木綜合[VAR 01D9(0001)]
donut_bakou_sweet	[VAR 0133(0000)]稜瓜蛋白霜[VAR 01D9(0001)]
donut_bakou_spicy	[VAR 0133(0000)]稜瓜咖哩[VAR 01D9(0001)]
donut_bakou_sour	[VAR 0133(0000)]稜瓜蜜餞[VAR 01D9(0001)]
donut_bakou_bitter	[VAR 0133(0000)]稜瓜巧克力[VAR 01D9(0001)]
donut_bakou_fresh	[VAR 0133(0000)]稜瓜鮮奶油[VAR 01D9(0001)]
donut_bakou_mix	[VAR 0133(0000)]稜瓜綜合[VAR 01D9(0001)]
donut_utan_sweet	[VAR 0133(0000)]福祿蛋白霜[VAR 01D9(0001)]
donut_utan_spicy	[VAR 0133(0000)]福祿咖哩[VAR 01D9(0001)]
donut_utan_sour	[VAR 0133(0000)]福祿蜜餞[VAR 01D9(0001)]
donut_utan_bitter	[VAR 0133(0000)]福祿巧克力[VAR 01D9(0001)]
donut_utan_fresh	[VAR 0133(0000)]福祿鮮奶油[VAR 01D9(0001)]
donut_utan_mix	[VAR 0133(0000)]福祿綜合[VAR 01D9(0001)]
donut_tanga_sweet	[VAR 0133(0000)]扁櫻蛋白霜[VAR 01D9(0001)]
donut_tanga_spicy	[VAR 0133(0000)]扁櫻咖哩[VAR 01D9(0001)]
donut_tanga_sour	[VAR 0133(0000)]扁櫻蜜餞[VAR 01D9(0001)]
donut_tanga_bitter	[VAR 0133(0000)]扁櫻巧克力[VAR 01D9(0001)]
donut_tanga_fresh	[VAR 0133(0000)]扁櫻鮮奶油[VAR 01D9(0001)]
donut_tanga_mix	[VAR 0133(0000)]扁櫻綜合[VAR 01D9(0001)]
donut_yorogi_sweet	[VAR 0133(0000)]草蠶蛋白霜[VAR 01D9(0001)]
donut_yorogi_spicy	[VAR 0133(0000)]草蠶咖哩[VAR 01D9(0001)]
donut_yorogi_sour	[VAR 0133(0000)]草蠶蜜餞[VAR 01D9(0001)]
donut_yorogi_bitter	[VAR 0133(0000)]草蠶巧克力[VAR 01D9(0001)]
donut_yorogi_fresh	[VAR 0133(0000)]草蠶鮮奶油[VAR 01D9(0001)]
donut_yorogi_mix	[VAR 0133(0000)]草蠶綜合[VAR 01D9(0001)]
donut_kashibu_sweet	[VAR 0133(0000)]佛柑蛋白霜[VAR 01D9(0001)]
donut_kashibu_spicy	[VAR 0133(0000)]佛柑咖哩[VAR 01D9(0001)]
donut_kashibu_sour	[VAR 0133(0000)]佛柑蜜餞[VAR 01D9(0001)]
donut_kashibu_bitter	[VAR 0133(0000)]佛柑巧克力[VAR 01D9(0001)]
donut_kashibu_fresh	[VAR 0133(0000)]佛柑鮮奶油[VAR 01D9(0001)]
donut_kashibu_mix	[VAR 0133(0000)]佛柑綜合[VAR 01D9(0001)]
donut_haban_sweet	[VAR 0133(0000)]莓榴蛋白霜[VAR 01D9(0001)]
donut_haban_spicy	[VAR 0133(0000)]莓榴咖哩[VAR 01D9(0001)]
donut_haban_sour	[VAR 0133(0000)]莓榴蜜餞[VAR 01D9(0001)]
donut_haban_bitter	[VAR 0133(0000)]莓榴巧克力[VAR 01D9(0001)]
donut_haban_fresh	[VAR 0133(0000)]莓榴鮮奶油[VAR 01D9(0001)]
donut_haban_mix	[VAR 0133(0000)]莓榴綜合[VAR 01D9(0001)]
donut_namo_sweet	[VAR 0133(0000)]刺耳蛋白霜[VAR 01D9(0001)]
donut_namo_spicy	[VAR 0133(0000)]刺耳咖哩[VAR 01D9(0001)]
donut_namo_sour	[VAR 0133(0000)]刺耳蜜餞[VAR 01D9(0001)]
donut_namo_bitter	[VAR 0133(0000)]刺耳巧克力[VAR 01D9(0001)]
donut_namo_fresh	[VAR 0133(0000)]刺耳鮮奶油[VAR 01D9(0001)]
donut_namo_mix	[VAR 0133(0000)]刺耳綜合[VAR 01D9(0001)]
donut_ririba_sweet	[VAR 0133(0000)]霹霹蛋白霜[VAR 01D9(0001)]
donut_ririba_spicy	[VAR 0133(0000)]霹霹咖哩[VAR 01D9(0001)]
donut_ririba_sour	[VAR 0133(0000)]霹霹蜜餞[VAR 01D9(0001)]
donut_ririba_bitter	[VAR 0133(0000)]霹霹巧克力[VAR 01D9(0001)]
donut_ririba_fresh	[VAR 0133(0000)]霹霹鮮奶油[VAR 01D9(0001)]
donut_ririba_mix	[VAR 0133(0000)]霹霹綜合[VAR 01D9(0001)]
donut_hozu_sweet	[VAR 0133(0000)]燈漿蛋白霜[VAR 01D9(0001)]
donut_hozu_spicy	[VAR 0133(0000)]燈漿咖哩[VAR 01D9(0001)]
donut_hozu_sour	[VAR 0133(0000)]燈漿蜜餞[VAR 01D9(0001)]
donut_hozu_bitter	[VAR 0133(0000)]燈漿巧克力[VAR 01D9(0001)]
donut_hozu_fresh	[VAR 0133(0000)]燈漿鮮奶油[VAR 01D9(0001)]
donut_hozu_mix	[VAR 0133(0000)]燈漿綜合[VAR 01D9(0001)]
donut_rozeru_sweet	[VAR 0133(0000)]洛玫蛋白霜[VAR 01D9(0001)]
donut_rozeru_spicy	[VAR 0133(0000)]洛玫咖哩[VAR 01D9(0001)]
donut_rozeru_sour	[VAR 0133(0000)]洛玫蜜餞[VAR 01D9(0001)]
donut_rozeru_bitter	[VAR 0133(0000)]洛玫巧克力[VAR 01D9(0001)]
donut_rozeru_fresh	[VAR 0133(0000)]洛玫鮮奶油[VAR 01D9(0001)]
donut_rozeru_mix	[VAR 0133(0000)]洛玫綜合[VAR 01D9(0001)]
donut_uni491	夢魘螺旋甜甜圈
donut_uni383	歐米加蛋糕甜甜圈
donut_uni382	阿爾法蛋糕甜甜圈
donut_uni384	德爾塔蛋糕甜甜圈
donut_uni807	等離子閃電甜甜圈
msg_f6ccbcb8c3656bc0b2102692efd3b9e5	[~ 204]
flavor_adj_plain	
flavor_adj_sweet_01	頭目
flavor_adj_sweet_02	大量
flavor_adj_sweet_03	閃耀
flavor_adj_sweet_04	閃耀
flavor_adj_sweet_05	閃耀
flavor_adj_sweet_06	閃耀
flavor_adj_sweet_07	閃耀
flavor_adj_sweet_08	閃耀
flavor_adj_sweet_09	閃耀
flavor_adj_sweet_10	閃耀
flavor_adj_sweet_11	閃耀
flavor_adj_sweet_12	閃耀
flavor_adj_sweet_13	閃耀
flavor_adj_sweet_14	閃耀
flavor_adj_sweet_15	閃耀
flavor_adj_sweet_16	閃耀
flavor_adj_sweet_17	閃耀
flavor_adj_sweet_18	閃耀
flavor_adj_sweet_19	閃耀
flavor_adj_sweet_20	閃耀
flavor_adj_sweet_21	閃耀
flavor_adj_spicy_01	攻擊
flavor_adj_spicy_02	特攻
flavor_adj_spicy_03	強招
flavor_adj_spicy_04	強招
flavor_adj_spicy_05	強招
flavor_adj_spicy_06	強招
flavor_adj_spicy_07	強招
flavor_adj_spicy_08	強招
flavor_adj_spicy_09	強招
flavor_adj_spicy_10	強招
flavor_adj_spicy_11	強招
flavor_adj_spicy_12	強招
flavor_adj_spicy_13	強招
flavor_adj_spicy_14	強招
flavor_adj_spicy_15	強招
flavor_adj_spicy_16	強招
flavor_adj_spicy_17	強招
flavor_adj_spicy_18	強招
flavor_adj_spicy_19	強招
flavor_adj_spicy_20	強招
flavor_adj_spicy_21	速度
flavor_adj_sour_01	多多
flavor_adj_sour_02	現採
flavor_adj_sour_03	糖糖
flavor_adj_sour_04	寶物
flavor_adj_sour_05	球球
flavor_adj_sour_06	特別
flavor_adj_sour_07	索財
flavor_adj_sour_08	※オミット
flavor_adj_sour_09	※オミット
flavor_adj_sour_10	勁勁
flavor_adj_sour_11	持久
flavor_adj_bitter_01	防禦
flavor_adj_bitter_02	特防
flavor_adj_bitter_03	免疫
flavor_adj_bitter_04	免疫
flavor_adj_bitter_05	免疫
flavor_adj_bitter_06	免疫
flavor_adj_bitter_07	免疫
flavor_adj_bitter_08	免疫
flavor_adj_bitter_09	免疫
flavor_adj_bitter_10	免疫
flavor_adj_bitter_11	免疫
flavor_adj_bitter_12	免疫
flavor_adj_bitter_13	免疫
flavor_adj_bitter_14	免疫
flavor_adj_bitter_15	免疫
flavor_adj_bitter_16	免疫
flavor_adj_bitter_17	免疫
flavor_adj_bitter_18	免疫
flavor_adj_bitter_19	免疫
flavor_adj_bitter_20	免疫
flavor_adj_fresh_01	大大
flavor_adj_fresh_02	小小
flavor_adj_fresh_03	遭遇
flavor_adj_fresh_04	捕捉
flavor_adj_fresh_05	捕捉
flavor_adj_fresh_06	捕捉
flavor_adj_fresh_07	捕捉
flavor_adj_fresh_08	捕捉
flavor_adj_fresh_09	捕捉
flavor_adj_fresh_10	捕捉
flavor_adj_fresh_11	捕捉
flavor_adj_fresh_12	捕捉
flavor_adj_fresh_13	捕捉
flavor_adj_fresh_14	捕捉
flavor_adj_fresh_15	捕捉
flavor_adj_fresh_16	捕捉
flavor_adj_fresh_17	捕捉
flavor_adj_fresh_18	捕捉
flavor_adj_fresh_19	捕捉
flavor_adj_fresh_20	捕捉
flavor_adj_fresh_21	捕捉
flavor_adj_fresh_22	捕捉
flavor_adj_sp_01	
flavor_adj_sp_02	
flavor_adj_sp_03	
flavor_adj_sp_04	
flavor_adj_sp_05	
donut_rank0	
donut_oneword.txt
donut_oneword_start_01	只要有樹果，\n什麼樣的甜甜圈我都會做！
donut_oneword_start_02	樹果的搭配是決定滋味的關鍵，\n歡迎來到安馨兒的甜甜圈店！
donut_oneword_start_04	甜甜圈呢，有洞的話，\n油炸時會更容易受熱。
donut_oneword_start_05	如果從甜甜圈的洞瞄瞄世界，\n不曉得會看到什麼呢？
donut_oneword_start_06	我啊，\n喜歡揉甜甜圈的麵團。
donut_oneword_start_07	無論是有發酵還是沒發酵，\n甜甜圈的口感都會改變。
donut_oneword_start_08	這裡是旅館Ｚ的小小店鋪，\n安馨兒的甜甜圈店！
donut_oneword_start_09	我是異次元密阿雷調查的關鍵人物安馨兒，\n這裡是我的甜甜圈店！
donut_oneword_start_10	這裡是胡帕喜歡的甜甜圈店中的第１名，\n安馨兒的甜甜圈店！
donut_oneword_start_11	安馨兒我的狀態好得不得了，\n所以什麼樣的甜甜圈都難不倒我。
donut_oneword_start_12	歡迎光臨！請問幾位？\n……我試著模仿了一下壽司店。
donut_oneword_start_13	阿羅拉地區的馬拉薩達\n也可以說是一種甜甜圈呢。
donut_oneword_start_14	讓甜甜圈的圈圈，\n圈到全世界！
donut_oneword_start_15	雖然我已經做很多甜甜圈了，\n但我還想做更多更多！
donut_oneword_start_03	我要做出能夠承受超級能的\n最棒的甜甜圈！
donut_oneword_capa_01	最多可以使用４個樹果！
donut_oneword_capa_02	最多可以使用５個樹果！
donut_oneword_capa_03	最多可以使用６個樹果！
donut_oneword_capa_04	最多可以使用７個樹果！
donut_oneword_capa_05	最多可以使用８個樹果！
donut_oneword_working_01	辣、鮮、甜、苦、酸，\n是哪一種味道呢？
donut_oneword_working_02	請[VAR 1100(00FF,0101)]你妳多多製作甜甜圈，\n多多進行調查吧！
donut_oneword_working_03	我先把奶油加熱，\n做成融化奶油！
donut_oneword_working_04	先一口氣做很多甜甜圈的話，\n就不用回旅館Ｚ了喔。
donut_oneword_working_05	訣竅是要把樹果\n磨碎到口感滑順。
donut_oneword_working_06	密阿雷的甜甜圈\n有滿滿的砂糖對吧。
donut_oneword_working_07	我會用我的甜甜圈\n和胡帕的力量來協助[VAR 1100(00FF,0101)]你妳調查。
donut_oneword_working_08	請找出如何搭配樹果\n來發揮[VAR 1100(00FF,0101)]你妳喜歡的效果。
donut_oneword_working_09	甜甜圈的洞明明什麼都「沒有」，\n但被認為「有」洞，很有趣對吧。
donut_oneword_working_10	話說回來……\n異次元樹果真是神秘的樹果呢。
donut_oneword_working_11	留意增幅等級\n也是很重要的喔。
donut_oneword_working_12	飽腹能量太少的話，\n調查時間也會變少喔。
donut_oneword_working_13	我想做做看會讓人\n更容易遇見頭目的甜甜圈！
donut_oneword_working_14	會讓人更容易遇見\n異色寶可夢的甜甜圈也不錯呢。
donut_oneword_working_15	風味級別提升的話，\n甜甜圈的效果也會增強喔！
donut_oneword_max_01	甜味的甜甜圈\n胡帕也會很高興的！
donut_oneword_max_02	我有預感，香甜的甜甜圈\n會很受異色寶可夢的歡迎。
donut_oneword_max_03	我覺得香甜的甜甜圈\n能得到運氣相關的效果。
donut_oneword_max_04	辛辣的咖哩甜甜圈\n很有旅館Ｚ的風格對吧！
donut_oneword_max_05	辣味會不會提升\n寶可夢的攻擊力呢？
donut_oneword_max_06	我覺得辛辣的甜甜圈\n能得到對攻擊有利的效果。
donut_oneword_max_07	酸味系的甜甜圈\n帶一點點酸味，胡帕也喜歡。
donut_oneword_max_08	請用會讓[VAR 1100(00FF,0101)]你妳更容易獲得樹果的甜甜圈，\n多多收集樹果吧！
donut_oneword_max_09	如果是酸酸的甜甜圈，\n好像能得到與道具有關的效果。
donut_oneword_max_10	別看胡帕這樣，\n牠也喜歡苦味的。
donut_oneword_max_11	如果能減少特定屬性的招式\n造成的傷害就好了呢。
donut_oneword_max_12	我覺得苦苦的甜甜圈\n能得到對防禦有利的效果。
donut_oneword_max_13	新鮮滋味的甜甜圈\n會刺激胡帕的味覺。
donut_oneword_max_14	想要捕捉寶可夢的時候，\n我推薦新鮮的甜甜圈喔。
donut_oneword_max_15	如果是新鮮的甜甜圈，\n好像能得到與捕獲相關的效果呢。
donut_oneword_max_16	甜甜圈會有什麼樣的效果？\n等做好之後就會知道了呢！
donut_oneword_max_17	這是為了超級甜甜圈大作戰準備的\n特別到不行的甜甜圈！
donut_oneword_max_18	帶著有滿滿樹果的甜甜圈，\n去見固拉多吧！
donut_oneword_max_19	帶著用了大量樹果的甜甜圈，\n去見蓋歐卡吧！
donut_oneword_max_20	帶著用了豐富樹果的甜甜圈，\n去見烈空坐吧！
donut_oneword_max_21	我有預感會做出\n最棒的等離子閃電甜甜圈！
donut_oneword_leave_01	[VAR 1100(00FF,0101)]你妳會不會為了做出\n奇特的甜甜圈而煩惱呢？
donut_oneword_leave_02	無論怎麼樣搭配樹果，\n我都能做出甜甜圈給[VAR 1100(00FF,0101)]你妳看喔。
donut_oneword_leave_03	看來[VAR 1100(00FF,0101)]你妳在煩惱要做\n什麼樣的甜甜圈呢。
donut_oneword_leave_04	與其猶豫不決，\n不如多多製作甜甜圈吧！
donut_oneword_leave_05	[VAR 0100(0000)][VAR 1100(00FF,0101)]你妳一動也不動耶。
donut_oneword_leave_06	[VAR 0100(0000)]，\n[VAR 1100(00FF,0101)]你妳發呆的樣子也滿不錯的。
donut_oneword_leave_07	製作甜甜圈這件事，\n就是在創造幸福。
donut_oneword_leave_08	製作甜甜圈重要的是\n遵守基礎和注入心意。
donut_oneword_leave_09	我會拼了命地做出\n讓寶可夢覺得好吃的甜甜圈！
donut_oneword_leave_10	聽說可以從食物的喜好\n了解一個人。
donut_oneword_leave_11	畢竟民以食為天嘛。
donut_oneword_leave_12	料理重要的是基礎。
donut_oneword_leave_13	請[VAR 1100(00FF,0101)]你妳慢慢考慮吧。
donut_oneword_leave_14	慢慢來，慢慢來。
donut_oneword_leave_15	我崇拜的廚師，\n說起來算是那位志米先生。
hud_dim.txt
hud_dim_01_01	+Lv.
hud_dim_01_02	[VAR 0202(0000)]
hud_dim_02_01	kcal
hud_dim_02_02	[VAR 0203(0000,0000)]
hud_dim_03_01	[VAR 0204(0000,0000)]
hud_dim_03_02	/
hud_dim_03_03	[VAR 0204(0001,0000)]
hud_dim_03_04	pt
hud_dim_04_01	[VAR 0201(0000)]
hud_dim_04_02	/
hud_dim_04_03	[VAR 0201(0001)]
hud_dim_04_04	[VAR 0204(0002,0000)]
hud_dim_04_05	異次元タスク名
main_d_00.txt
msg_Ev_d00_0000_talk_01	副任務請求出動！\n地點是旅館Z的屋頂。
msg_Ev_d00_0000_talk_02	請前往旅館Z的屋頂！
msg_970aaf6944b66c761b20e7937d9fecbe	[~ 2]
msg_Ev_d00_0100_talk_01	[VAR 1100(00FF,0101)]你妳是[VAR 0100(0000)]對吧。[VAR 0114(0004)]
msg_Ev_d00_0100_select_01	是的
msg_Ev_d00_0100_select_02	妳是？
msg_Ev_d00_0100_select_03	妳為什麼在屋頂上？
msg_Ev_d00_0100_talk_02	太好了！[VAR 0114(0004)]
msg_Ev_d00_0100_talk_03	[VAR 1100(00FF,0101)]你妳是個急性子的人呢。[VAR 0114(0004)]
msg_Ev_d00_0100_talk_04	神秘感會讓人更有魅力的。[VAR 0114(0004)]
msg_Ev_d00_0100_talk_05	真抱歉從這麼高的地方跟[VAR 1100(00FF,0101)]你妳說話，\n但請讓我先做個自我介紹。[VAR 0114(0004)]
msg_Ev_d00_0100_talk_06	我叫安馨兒。[VAR 0114(01A5)]
msg_Ev_d00_0100_talk_07	牠是頑童寶可夢，胡帕。[VAR 0114(01A5)]
