ActorType\ArmorHead.msbt
Armor_015_Head_Name	Hylian Hood
Demo154_2_Text064	Consult the map on your Sheikah Slate for the\nprecise location of Kakariko Village. \x0e\0\x04\0Make your way past the twin summits\nof the Dueling Peaks.\x0e\0\x04\0From there, follow the road as it proceeds north...
DemoMsg\Demo155_0.msbt
Demo155_0_Text000	Good luck! That thing is one of Ganon's own,\nand it plays dirty!\x0e\0\x04\0It defeated me 100 years ago...\nbut only because I was winging it.
Demo155_0_Text001	I can't believe I'm actually saying this...\x0e\0\x04\0But you must avenge me, Link!
DemoMsg\Demo156_0.msbt
Demo156_0_Text000	Well, I'll be plucked...\x0e\0\x04\0You defeated him, eh?
Demo156_0_Text001	Who would've thought...
Demo156_0_Text014	Well done.\x0e\0\x04\0I suppose I should thank you now that my spirit is\nfree. This returns Medoh back to its rightful owner!
Demo156_0_Text003	Don't preen yourself just for doing your job.
Demo156_0_Text024	I do suppose you've proven your value as a warrior.
Demo156_0_Text025	A warrior worthy of my unique ability.
Demo156_0_Text026	The sacred skill that I have dubbed Revali's Gale!
Demo156_0_Text009	 
Demo156_0_Text010	 
Demo156_0_Text029	 
Demo156_0_Text027	It's now time to move on and start making\npreparations for Medoh's strike on Ganon.
Demo156_0_Text028	But only if you think you'll still need my help while\nyou're fighting inside Hyrule Castle.
Demo156_0_Text012	Feel free to thank me now.
Demo156_0_Text021	Or...never mind, just go.
Demo156_0_Text022	Your job is far from finished, you know.
Demo156_0_Text023	The princess has been waiting an awful long time.
DemoMsg\Demo158_0.msbt
Demo158_0_Text000	Stay on your edge, Link!\x0e\0\x04\0This formidable adversary was made by Ganon and\nbrought me to a warrior's demise 100 years ago.
Demo158_0_Text001	Do not allow this to be your end.\x0e\0\x04\0Fight for your life...and its death!
DemoMsg\Demo159_0.msbt
Demo159_0_Text010	I knew you wouldn't let us down, Link.\x0e\0\x04\0Thanks to your valor and skill, my soul is free\nand Naboris is ours once again.
Demo159_0_Text001	Which means that finally...we can complete\nwhat we started years ago.\x0e\0\x04\0We Gerudo have no tolerance for\nunfinished business.
Demo159_0_Text002	I've waited so long for the moment to see\nyou finally rush Hyrule Castle...\x0e\0\x04\0As well as for the moment when I incinerate\nGanon into a pile of ash.
Demo159_0_Text013	Which reminds me, I wanted to give you\na little something.
Demo159_0_Text014	Please accept this gift, which has come to be\nknown as Urbosa's Fury. \x0e\0\x04\0It will no doubt be of use to you.
Demo159_0_Text008	 
Demo159_0_Text009	 
Demo159_0_Text015	 
Demo159_0_Text004	Both you and the princess...I know you have suffered\nmuch regarding what happened to us Champions.
Demo159_0_Text005	But this is how things had to happen.\x0e\0\x04\0No one need carry blame.\x0e\0\x04\0So please, make it clear so she understands that.
Demo159_0_Text011	Tell her to shed any worries. \x0e\0\x04\0And let her know...I couldn't be more proud of her.
Demo159_0_Text007	You take good care of the princess. \x0e\0\x04\0Oh, and also...\x0e\0\x04\0Take good care of Hyrule.
DemoMsg\Demo160_0.msbt
Demo160_0_Text000	Watch yourself now! That ugly pain in the crag\nis Ganon's handiwork. \x0e\0\x04\0Thing got the best of me a hundred years ago.
Demo160_0_Text001	Good luck, little guy! Go get 'im!
DemoMsg\Demo161_0.msbt
Demo161_0_Text013	Great work, little guy!
Demo161_0_Text014	I owe you big for this. Because of you, my spirit\nis finally free. Can't thank you enough!
Demo161_0_Text015	I feel like I should apologize.\x0e\0\x04\0I was doing all I could to protect Hyrule\nwhen that thing got the best of me.
Demo161_0_Text016	Sorry that me resting with the rubble\ncaused such a mess.
Demo161_0_Text010	The good news is, Rudania is now back\nunder our control! \x0e\0\x04\0That means that our century-old Ganon\nbeat-down plan can finally go into effect!
Demo161_0_Text003	I'm gonna take this down the mountain. I'll have a\nbetter shot at Ganon there.\x0e\0\x04\0And then, once you've made your way into Hyrule\nCastle, we're gonna light that thing up!
Demo161_0_Text012	I want to give you something. It's a special power\nof mine called Daruk's Protection.\x0e\0\x04\0It's no good to me now that I'm a spirit...\nbut it might be useful for you.\x0e\0\x04\0Here it comes!
Demo161_0_Text007	Whoah!
Demo161_0_Text017	Whoah!
Demo161_0_Text005	From this moment forth, the power of protection,\nfrom the depths of my soul, now lives inside you.
Demo161_0_Text009	Good luck, little guy!\x0e\0\x04\0And give my regards to the princess.
DemoMsg\Demo162_0.msbt
Demo162_0_Text000	Please take care.\x0e\0\x04\0That...thing is one of Ganon's creations.\x0e\0\x04\0I put up as much of a fight as I could, but it\nproved to be my demise 100 years ago...
Demo162_0_Text001	Regardless...I believe that you are well prepared\nfor this moment.\x0e\0\x04\0I have faith in you!
DemoMsg\Demo163_0.msbt
Demo163_0_Text017	Hello, Link. \x0e\0\x04\0Because of your courage, my spirit is now free.
Demo163_0_Text018	And Ruta, as well.
Demo163_0_Text019	Thank you.
Demo163_0_Text020	For I am now allowed by this freedom...
Demo163_0_Text021	to be with you once again.
Demo163_0_Text022	Since I am now a spirit,
Demo163_0_Text023	my healing power would be wasted on me.
Demo163_0_Text024	I have no need of it.
Demo163_0_Text025	So therefore...I would like you to have it.
Demo163_0_Text026	Please accept...\x0e\0\x04\0Mipha's Grace.
Demo163_0_Text040	 
Demo163_0_Text027	Yesterday, I was awash in a pool of tears.
Demo163_0_Text028	I had nearly given up hope and resigned\nmyself to being trapped here, as a spirit, \x0e\0\x04\0for the rest of eternity.
Demo163_0_Text029	But now you're here.
Demo163_0_Text030	All this time, my hope...
Demo163_0_Text031	was to see you once more.
Demo163_0_Text032	Promise me that you will not hesitate to call upon my\npower if you ever find yourself in need.
Demo163_0_Text033	Knowing that...\x0e\0\x04\0will let my spirit rest in peace.
Demo163_0_Text034	I must go.
Demo163_0_Text035	Ruta and I have our roles to fulfill.
Demo163_0_Text036	We are both honored to be able to play\nthe role of support.\x0e\0\x04\0We'll annihilate Ganon together.
Demo163_0_Text037	Farewell.
Demo163_0_Text038	Save her, Link.\x0e\0\x04\0Save the princess...
Demo163_0_Text039	Save Princess Zelda...
DemoMsg\Demo164_0.msbt
Demo164_0_Text003	{s[080]}Remember... {s[100]}
Demo164_0_Text004	Try... Try to remember...
Demo164_0_Text002	You have been asleep\nfor the past 100 years.
Demo164_0_Text009	...urgh!
Demo164_0_Text010	Whoop...
Demo164_0_Text005	The beast...\x0e\0\x04\0When the beast regains its true power,\nthis world will face its end.
Demo164_0_Text006	Now then...
Demo164_0_Text007	You must hurry, Link.
Demo164_0_Text008	Before it's too late...
DemoMsg\Demo165_4.msbt
Demo165_4_Text001	The blood moon rises once again.
Demo165_4_Text002	Please be careful, Link...
DemoMsg\Demo165_5.msbt
Demo165_5_Text000	{s[080]}...{s[100]}\x0e\0\x04\0{s[080]}Link...{s[100]}\x0e\0\x04\0Link...\x0e\0\x04\0Be on your guard.
Demo165_5_Text001	Ganon's power grows...it rises to its\npeak under the hour of the blood moon.
Demo165_5_Text002	By its glow, the aimless spirits of\nmonsters slain in the name of the light\nreturn to flesh.
Demo165_5_Text003	Link...please be careful.
DemoMsg\Demo169_0.msbt
Demo169_0_Text002	...
Demo169_0_Text003	{s[080]}...Open your eyes...{s[100]}
DemoMsg\Demo174_0.msbt
Demo174_0_Text000	Yeah...?
Demo174_0_Text001	I don't know you. And I'm actually pretty busy here.\nYou should probably go.
DemoMsg\Demo175_0.msbt
Demo175_0_Text000	Oh man, oh man, oh man...\x0e\0\x04\0What am I gonna do?
Demo175_0_Text001	Monsters! They're here! They found me! Help!
Demo175_0_Text002	 
DemoMsg\Demo176_0.msbt
Demo176_0_Text003	 
Demo176_0_Text000	Yet another traveler...\x0e\0\x04\0How did you get in here?
Demo176_0_Text001	 
Demo176_0_Text002	It seems you have something\nrather interesting there...
DemoMsg\Demo177_0.msbt
Demo177_0_Text000	Say, hey there! \x0e\0\x04\0Young one!
Demo177_0_Text003	Up top! Above you!
Demo177_0_Text004	 
Demo177_0_Text001	Pardon the entrance, but you're a Hylian, aren't you?
Demo177_0_Text002	I was hoping perhaps you'd have a moment to talk...
DemoMsg\Demo177_1.msbt
Demo177_1_Text005	And who might you be? \x0e\0\x04\0The Zora king is not accepting visitors at this time.\x0e\0\x04\0I shall escort you out.
Demo177_1_Text006	Pardon my manners, but are you a Hylian?!
Demo177_1_Text007	Why didn't you say so in the first place?! \x0e\0\x04\0Please, please, come in!
DemoMsg\Demo200_0.msbt
Demo200_0_Text000	Chosen one...\n\n\nThe hero called Link...\n\n\nThe time has come. You are now ready\nto test the limits of your courage.\n\nAt the place where you reunited with the\nMaster Sword, the sacred Korok Forest...\n\nGo there and heed the Great Deku Tree's\nwords. Do so, and a glorious trial will be\nbestowed upon you.
DemoMsg\Demo201_0.msbt
Demo201_0_Text000	Chosen one...\n\n\nThe hero called Link...\n\n\nThe time has come. You are now ready\nto test the limits of your courage.\n\nHeed the Great Deku Tree's words at\nthis sacred place, the Korok Forest.\n\nDo so, and a glorious trial will be\nbestowed upon you.
DemoMsg\Demo202_1.msbt
Demo202_1_Text000	To the blade's chosen hero...\nIn the name of the Goddess Hylia,\nI offer the Trial of the Sword.
Demo202_1_Text001	You presently lack the power necessary\nto wield the true splendor of the\nMaster Sword...
Demo202_1_Text002	You must fortify your mind, body,\nand soul by eradicating all obstacles\nthat appear in this realm.
Demo202_1_Text004	In this illusory realm of sacred mystery,\nanything can happen...
Demo202_1_Text005	All that you obtain here will be lost upon\nyour return to the reality you know.
Demo202_1_Text006	Chosen hero of the Master Sword...\nOvercome the Trial of the Sword and\nclaim the blade's true splendor!
DemoMsg\Demo202_2.msbt
Demo202_2_Text000	To the blade's chosen hero...\nIn the name of the Goddess Hylia,\nI offer the Trial of the Sword.
Demo202_2_Text001	You must acquire still more power\nto wield the true splendor of the\nMaster Sword...
Demo202_2_Text002	You must fortify your mind, body,\nand soul by eradicating all obstacles\nthat appear in this realm.
Demo202_2_Text004	In this illusory realm of sacred mystery,\nanything can happen...
Demo202_2_Text005	All that you obtain here will be lost upon\nyour return to the reality you know.
Demo202_2_Text006	Chosen hero of the Master Sword...\nOvercome the Trial of the Sword and\nclaim the blade's true splendor!
DemoMsg\Demo202_3.msbt
Demo202_3_Text000	To the blade's chosen hero...\nIn the name of the Goddess Hylia,\nI offer the Trial of the Sword.
Demo202_3_Text001	You are nearly worthy of wielding the\ntrue splendor of the Master Sword...
Demo202_3_Text002	You must fortify your mind, body,\nand soul by eradicating all obstacles\nthat appear in this realm.
Demo202_3_Text004	In this illusory realm of sacred mystery,\nanything can happen...
Demo202_3_Text005	All that you obtain here will be lost upon\nyour return to the reality you know.
Demo202_3_Text006	Chosen hero of the Master Sword...\nOvercome the Trial of the Sword and\nclaim the blade's true splendor!
DemoMsg\Demo205_1.msbt
Demo205_1_Text000	\x0e\x04\x02\x12\x10\0H\0a\0p\0p\0y\0_\00\00\0Ah. You have finally returned. You look\nstronger than when last I saw you...
Demo205_1_Text001	The Master Sword you wield is now\nmore powerful than before.
Demo205_1_Text002	\x0e\x04\x02 \x1e\0T\0a\0l\0k\0P\0o\0s\0i\0t\0i\0v\0e\0_\00\01\0If you desire still more power and\nwish to retry the blade's test...
Demo205_1_Text003	once again place the Master Sword\nin its pedestal.
DemoMsg\Demo207_0.msbt
Demo207_0_Text000	You have done well... The depth of\nyour heroism is beyond question.
Demo207_0_Text001	We are the ones who prepared\nthis trial, following a revelation\nfrom the Goddess Hylia.
Demo207_0_Text002	To the one who has overcome the Trial of\nthe Sword...you have proven your hand\nworthy of the legendary Master Sword.
Demo207_0_Text003	Now that the hero has gained the power\nnecessary to combat the Calamity,\nour sacred duty has been fulfilled.
Demo207_0_Text004	Chosen hero...
Demo207_0_Text005	with the awakened Master Sword,\nnow boasting its true splendor...
Demo207_0_Text006	protect the kingdom of Hyrule...\nfor now and for always...
DemoMsg\Demo209_0.msbt
Demo209_0_Text000	\x0e\x04\x02 \x1e\0T\0a\0l\0k\0P\0o\0s\0i\0t\0i\0v\0e\0_\00\01\0Hm? What's this? A voice beckoned you\nhere? I see. So the time has come.
Demo209_0_Text001	I shall now tell you all I know about the\narduous trial that awaits you.
Demo209_0_Text004	\x0e\x04\x02\x12\x10\0T\0h\0i\0n\0k\0_\00\00\0That sword you have reunited with...\nthe Master Sword...it has yet to realize\nits true splendor.
Demo209_0_Text002	This trial shall test your courage to\nensure you are worthy of this splendor.
Demo209_0_Text006	It is called the Trial of the Sword.\nIt will challenge you as you have\nnever been challenged before.
Demo209_0_Text005	\x0e\x04\x02\x12\x10\0T\0h\0i\0n\0k\0_\00\01\0All of your weapons and armor will be\nsealed away. You must face your enemies\nwithout the tools you've come to rely on.
Demo209_0_Text003	Once you have tempered your soul and\nproven your wisdom and courage by\ncompleting the Trial of the Sword...
Demo209_0_Text007	the Master Sword shall truly be yours!
Demo209_0_Text009	...Hm. Unless my eyes deceive me,\nyou seem quite willing to take on this\ntrial. A hero through and through!
Demo209_0_Text010	Now, Link... Place the Master Sword\nin its pedestal.
DemoMsg\Demo210_0.msbt
Demo210_0_Text000	\x0e\x04\x01\x02\x02ÍAh. So you have finally returned.
Demo210_0_Text001	Your mind, body, and soul are now\nready to wield the Master Sword\nat its full potential.
Demo210_0_Text002	\x0e\x04\x02\x14\x12\0L\0a\0u\0g\0h\0L\0_\00\01\0You never fail to impress!
Demo210_0_Text003	\x0e\x04\x02\x12\x10\0H\0a\0p\0p\0y\0_\00\00\0Now you are truly one with that sword\nof yours. I must say, its sacred glow\nsuits you well.
Demo210_0_Text004	As ever, I shall watch over your journey\nfrom here...
Demo210_0_Text005	\x0e\x04\x02\x12\x10\0T\0h\0i\0n\0k\0_\00\01\0The princess...
Demo210_0_Text006	I am certain Hyrule's princess is pleased\nwith your accomplishment as well...
DemoMsg\Demo211_0.msbt
Demo211_0_Text000	To the one chosen by the sacred blade...\nI commend your efforts in this trial.
Demo211_0_Text001	You are now strong enough to wield\nmore of the Master Sword's power\nthan ever before.
Demo211_0_Text003	Courageous hero...\nchosen by the blade...
Demo211_0_Text002	Take hold of the Master Sword.
DemoMsg\Demo300_0.msbt
Deku_FirstFailure00	\x0e\x01\x02\0\x0e\x04\x02$"\0C\0u\0s\0t\0o\0m\0M\0a\0s\0t\0e\0r\0S\0w\0o\0r\0d\0{s[125]}Enough.{s[100]}\x0e\x01\x03\x04<\0\0\0
DemoMsg\Demo309_0.msbt
Talk_00	\x0e\x04\x01\x02\x12ÍWell, well. You've returned.\x0e\x05\x02\0\nWhat is it?
Talk_01	\x0e\x04\x01\x02\x06ÍNo...\x0e\x05\x01\0 All twelve pictures already?\x0e\x05\0\0\nYou've visited every place?!
Talk_02	\x0e\x04\x01\x02\x02ÍHmm... Then I suppose it's time.\x0e\x05\0\0\nI will reveal the location of the final\nmemory.
Talk_03	Here is what happened...\x0e\x01\x03\x04x\0\0\0
Talk_04	Lady Zelda gave me specific instructions.\x0e\x05\0\0\nShe asked me to wait to show you this.
Talk_05	\x0e\x04\x01\x02\x02ÍThis is the final picture.
