ActorType\ArmorHead.msbt
Armor_015_Head_Name	海利亚兜帽
Animal_Insect_X_PictureBook	只在奥尔汀地区生存的特殊蜥蜴。\n鳞片上含有大量的耐火成分。\n和怪物材料一起熬煮后，可以变成耐火药。
ActorType\CookResult.msbt
Item_Cook_B_02_BaseName	炖水果
Item_Cook_B_02_Name	\x0e\x02\x07\0炖水果
Item_Cook_B_02_Desc	\x0e\x02\x08\0用大量即使生吃也很美味的水果\n炖煮而成的酸甜可口的菜肴。
Item_Cook_B_12_BaseName	大份炖水果
Item_Cook_B_12_Name	\x0e\x02\x07\0大份炖水果
Item_Cook_B_12_Desc	\x0e\x02\x08\0将各种味道的水果咕嘟咕嘟地\n炖煮成凝聚着甘甜味的奢华菜肴。
Item_Cook_A_01_BaseName	烤蘑菇串
Item_Cook_A_01_Name	\x0e\x02\x07\0烤蘑菇串
Item_Cook_A_01_Desc	\x0e\x02\x08\0充满蘑菇香气的简单烤串，\n鲜艳的外观令人食欲大增。
Item_Cook_B_13_BaseName	大份烤蘑菇串
Item_Cook_B_13_Name	\x0e\x02\x07\0大份烤蘑菇串
Item_Cook_B_13_Desc	\x0e\x02\x08\0令蘑菇爱好者无法拒绝的\n简单烤蘑菇串，相当具有饱腹感。
Item_Cook_B_01_BaseName	炒野菜
Item_Cook_B_01_Name	\x0e\x02\x07\0炒野菜
Item_Cook_B_01_Desc	\x0e\x02\x08\0最简单的蔬菜料理。\n是用新鲜的野菜炒出来的一道美味。
Item_Cook_B_11_BaseName	大份炒野菜
Item_Cook_B_11_Name	\x0e\x02\x07\0大份炒野菜
Item_Cook_B_11_Desc	\x0e\x02\x08\0使用大量对身体有益的野菜，\n用旺火炒制的健康菜肴。
Item_Cook_B_05_BaseName	烤鱼
Item_Cook_B_05_Name	\x0e\x02\x07\0烤鱼
Item_Cook_B_05_Desc	\x0e\x02\x08\0将捕捞的鱼串起来烤，\n简单而又能享受鱼的原味。
Item_Cook_B_23_BaseName	串烤海鲜
Item_Cook_B_23_Name	\x0e\x02\x07\0串烤海鲜
Item_Cook_B_23_Desc	\x0e\x02\x08\0将鱼类和贝类等材料搭配起来烤，\n是充满了海鲜美味的菜肴。
Item_Cook_B_15_BaseName	大份烤鱼
Item_Cook_B_15_Name	\x0e\x02\x07\0大份烤鱼
Item_Cook_B_15_Desc	\x0e\x02\x08\0将各种各样的鱼搭配着串起来烤，\n是烤鱼爱好者无法拒绝的美味。
Item_Cook_B_06_BaseName	烤肉串
Item_Cook_B_06_Name	\x0e\x02\x07\0烤肉串
Item_Cook_B_06_Desc	\x0e\x02\x08\0将大自然赐予的野兽肉\n豪迈地烤成多汁的烤串。
Item_Cook_B_16_BaseName	大份烤肉串
Item_Cook_B_16_Name	\x0e\x02\x07\0大份烤肉串
Item_Cook_B_16_Desc	\x0e\x02\x08\0使用不同种类的肉烤成的大份肉串。\n喜爱烤肉的话，就一定会想尝一次。
Item_Cook_A_07_BaseName	水果拌蘑菇
Item_Cook_A_07_Name	\x0e\x02\x07\0水果拌蘑菇
Item_Cook_A_07_Desc	\x0e\x02\x08\0通过烹饪凝聚果实的甘甜，\n并生出独特口感的创意佳肴。
Item_Cook_A_08_BaseName	烤鱼蘑菇串
Item_Cook_A_08_Name	\x0e\x02\x07\0烤鱼蘑菇串
Item_Cook_A_08_Desc	\x0e\x02\x08\0在鲜鱼的烤串里加入了香气浓郁的蘑菇，\n是简单而美味的菜肴。
Item_Cook_A_09_BaseName	烤肉蘑菇串
Item_Cook_A_09_Name	\x0e\x02\x07\0烤肉蘑菇串
Item_Cook_A_09_Desc	\x0e\x02\x08\0以新鲜的肉为主，搭配使用了山野食材，\n是充满了营养的烤串菜肴。
Item_Cook_A_03_BaseName	蒸水果
Item_Cook_A_03_Name	\x0e\x02\x07\0蒸水果
Item_Cook_A_03_Desc	\x0e\x02\x08\0用充满香气的高山野菜\n包着未完全成熟的水果蒸煮的农家菜。
Item_Cook_A_02_BaseName	蒸蘑菇
Item_Cook_A_02_Name	\x0e\x02\x07\0蒸蘑菇
Item_Cook_A_02_Desc	\x0e\x02\x08\0用香气扑鼻的野菜包着蘑菇\n蒸煮的健康蔬菜佳肴。
Item_Cook_A_04_BaseName	蒸鱼
Item_Cook_A_04_Name	\x0e\x02\x07\0蒸鱼
Item_Cook_A_04_Desc	\x0e\x02\x08\0用香气浓郁的野草包着\n新鲜的鱼慢慢蒸煮的精致菜肴。
Item_Cook_A_05_BaseName	蒸肉
Item_Cook_A_05_Name	\x0e\x02\x07\0蒸肉
Item_Cook_A_05_Desc	\x0e\x02\x08\0为了不让肉的香味溢出，\n用充满香气的野菜包着蒸熟。
Item_Cook_D_01_BaseName	盐烤蘑菇
Item_Cook_D_01_Name	\x0e\x02\x07\0盐烤蘑菇
Item_Cook_D_01_Desc	\x0e\x02\x08\0在蘑菇上轻轻撒上岩盐后\n烤制而成的简单菜肴。
Item_Cook_D_02_BaseName	盐烤野菜
Item_Cook_D_02_Name	\x0e\x02\x07\0盐烤野菜
Item_Cook_D_02_Desc	\x0e\x02\x08\0只用绿叶植物和岩盐制作的\n有益身体健康的菜肴。
Item_Cook_D_03_BaseName	盐烤鱼
Item_Cook_D_03_Name	\x0e\x02\x07\0盐烤鱼
Item_Cook_D_03_Desc	\x0e\x02\x08\0撒上天然的岩盐烤成的简单鱼肉菜肴，\n只是烤了一下就非常美味。
Item_Cook_D_09_BaseName	岩盐烤蟹
Item_Cook_D_09_Name	\x0e\x02\x07\0岩盐烤蟹
Item_Cook_D_09_Desc	\x0e\x02\x08\0吃惯了螃蟹的渔夫说这种简单的吃法\n是最鲜美的，热乎乎的蟹肉好吃得不行。
Item_Cook_D_04_BaseName	岩盐烤肉
Item_Cook_D_04_Name	\x0e\x02\x07\0岩盐烤肉
Item_Cook_D_04_Desc	\x0e\x02\x08\0将天然的岩盐撒在厚实的肉上烧烤，\n正因为简单，所以能体现食材的鲜美。
Item_Cook_D_05_BaseName	高级岩盐烤肉
Item_Cook_D_05_Name	\x0e\x02\x07\0高级岩盐烤肉
Item_Cook_D_05_Desc	\x0e\x02\x08\0将上等的肉放在岩盐上烤，\n是简单而又丰盛的烤肉。
Item_Cook_D_06_BaseName	顶级岩盐烤肉
Item_Cook_D_06_Name	\x0e\x02\x07\0顶级岩盐烤肉
Item_Cook_D_06_Desc	\x0e\x02\x08\0使用了贵重顶级肉的最高级烤肉。\n为了发挥出食材的原味，只用了岩盐调味。
Item_Cook_D_10_BaseName	炒螃蟹
Item_Cook_D_10_Name	\x0e\x02\x07\0炒螃蟹
Item_Cook_D_10_Desc	\x0e\x02\x08\0在炒螃蟹中加入了鼓隆的调味粉，\n香辣的口味与螃蟹肉非常相配。
Item_Cook_D_08_BaseName	香辣煎鱼
Item_Cook_D_08_Name	\x0e\x02\x07\0香辣煎鱼
Item_Cook_D_08_Desc	\x0e\x02\x08\0使用暖暖草果去除鱼的腥臭，\n让香气更加突出的一道烧烤。
Item_Cook_D_07_BaseName	香辣煎肉
Item_Cook_D_07_Name	\x0e\x02\x07\0香辣煎肉
Item_Cook_D_07_Desc	\x0e\x02\x08\0将暖暖草果研碎撒入，通过烧烤\n消除肉的腥臭味并引出鲜味的鲜肉菜肴。
Item_Cook_B_17_BaseName	海陆煎烤
Item_Cook_B_17_Name	\x0e\x02\x07\0海陆煎烤
Item_Cook_B_17_Desc	\x0e\x02\x08\0将新鲜的鱼和肉混在一起烧烤，\n是充满营养的菜肴。
Item_Cook_B_18_BaseName	高级海陆煎烤
Item_Cook_B_18_Name	\x0e\x02\x07\0高级海陆煎烤
Item_Cook_B_18_Desc	\x0e\x02\x08\0将上等的肉和鱼组合起来烧烤，\n比单纯的海陆煎烤更高级，且味道浓郁。
Item_Cook_B_19_BaseName	顶级海陆煎烤
Item_Cook_B_19_Name	\x0e\x02\x07\0顶级海陆煎烤
Item_Cook_B_19_Desc	\x0e\x02\x08\0将最高级的肉和新鲜的鱼一起烧烤，\n无论味道还是饱腹感，都是当之无愧的极品。
Item_Cook_P_03_BaseName	烤兽肉串
Item_Cook_P_03_Name	\x0e\x02\x07\0烤兽肉串
Item_Cook_P_03_Desc	\x0e\x02\x08\0用鼓隆族特制的调味料去除肉腥味，\n让食材的美味得以凸显的烧烤。
Item_Cook_P_04_BaseName	高级烤兽肉串
Item_Cook_P_04_Name	\x0e\x02\x07\0高级烤兽肉串
Item_Cook_P_04_Desc	\x0e\x02\x08\0在上等的肉里加入了特制调味料的烧烤。\n简单却又令人回味无穷。
Item_Cook_P_05_BaseName	顶级烤兽肉串
Item_Cook_P_05_Name	\x0e\x02\x07\0顶级烤兽肉串
Item_Cook_P_05_Desc	\x0e\x02\x08\0只用香辛粉给最高级的肉调味。\n丰富的香味和浓厚的肉汁格外美味。
Item_Cook_P_01_BaseName	炒香蘑菇
Item_Cook_P_01_Name	\x0e\x02\x07\0炒香蘑菇
Item_Cook_P_01_Desc	\x0e\x02\x08\0用香辣调料炒的蘑菇。\n刺激的香味令人食欲大增。
Item_Cook_P_02_BaseName	炒香草
Item_Cook_P_02_Name	\x0e\x02\x07\0炒香草
Item_Cook_P_02_Desc	\x0e\x02\x08\0把香气浓烈的食材和调味料混在一起炒，\n是具有独特香气的一道菜肴。
Item_Cook_B_20_BaseName	南瓜酿肉
Item_Cook_B_20_Name	\x0e\x02\x07\0南瓜酿肉
Item_Cook_B_20_Desc	\x0e\x02\x08\0铠甲南瓜挖空后塞入肉做成的菜肴。\n是卡卡利科村的一道特色农家菜。
Item_Cook_B_22_BaseName	炒坚果
Item_Cook_B_22_Name	\x0e\x02\x07\0炒坚果
Item_Cook_B_22_Desc	\x0e\x02\x08\0将森林里树木的果实炒得香香的简单菜肴。\n营养丰富，是适合肚子有点饿时的小零食。
Item_Cook_B_21_BaseName	炒暖暖草果
Item_Cook_B_21_Name	\x0e\x02\x07\0炒暖暖草果
Item_Cook_B_21_Desc	\x0e\x02\x08\0只用暖暖草果做成的稀有炒菜。\n能感受到辣味中蕴含的丝丝香甜。
Item_Cook_A_10_BaseName	煎蛋卷
Item_Cook_A_10_Name	\x0e\x02\x07\0煎蛋卷
Item_Cook_A_10_Desc	\x0e\x02\x08\0将新鲜的蛋煎得软乎乎的。\n是非常适合早晨食用的常规蛋类菜肴。
Item_Cook_A_11_BaseName	甘露炖蘑菇
Item_Cook_A_11_Name	\x0e\x02\x07\0甘露炖蘑菇
Item_Cook_A_11_Desc	\x0e\x02\x08\0加入蜂蜜后煮成咸甜味的蘑菇菜肴。\n味道浓郁而绵长。
Item_Cook_A_14_BaseName	甘露炖蔬菜
Item_Cook_A_14_Name	\x0e\x02\x07\0甘露炖蔬菜
Item_Cook_A_14_Desc	\x0e\x02\x08\0使用蜂蜜将蔬菜煮成咸甜味的菜肴。\n生吃很难吃的蔬菜也变得非常可口。
Item_Cook_A_13_BaseName	甘露炖鱼
Item_Cook_A_13_Name	\x0e\x02\x07\0甘露炖鱼
Item_Cook_A_13_Desc	\x0e\x02\x08\0用蜂蜜煮成的咸甜味鱼肉菜肴。\n柔软得连骨头都能食用。
Item_Cook_A_12_BaseName	甘露炖肉
Item_Cook_A_12_Name	\x0e\x02\x07\0甘露炖肉
Item_Cook_A_12_Desc	\x0e\x02\x08\0蜂蜜的甜味渗入了肉中，\n有着单纯煮一下所无法品味的浓郁香味。
Item_Cook_H_01_BaseName	干煎鱼
Item_Cook_H_01_Name	\x0e\x02\x07\0干煎鱼
Item_Cook_H_01_Desc	\x0e\x02\x08\0用黄油将新鲜鱼的两面煎熟。\n让外面脆脆的，是味道鲜美的诀窍。
Item_Cook_H_02_BaseName	干煎鲷鱼
Item_Cook_H_02_Name	\x0e\x02\x07\0干煎鲷鱼
Item_Cook_H_02_Desc	\x0e\x02\x08\0在沿海地区很受欢迎的鱼肉菜肴。\n新鲜鲷鱼那软乎乎的身体非常美味。
Item_Cook_H_03_BaseName	干煎三文鱼
Item_Cook_H_03_Name	\x0e\x02\x07\0干煎三文鱼
Item_Cook_H_03_Desc	\x0e\x02\x08\0在生命三文鱼上撒上小麦粉后用黄油煎。\n表皮酥脆的口感也非常特别。
Item_Cook_G_10_BaseName	海鲜炒饭
Item_Cook_G_10_Name	\x0e\x02\x07\0海鲜炒饭
Item_Cook_G_10_Desc	\x0e\x02\x08\0将高级的海鲜和米一起炒的一道菜。\n用旺火炒的话，会更加酥脆鲜美。
Item_Cook_G_16_BaseName	蟹肉蛋炒饭
Item_Cook_G_16_Name	\x0e\x02\x07\0蟹肉蛋炒饭
Item_Cook_G_16_Desc	\x0e\x02\x08\0满满都是新鲜蟹肉的豪华炒饭。\n与松软鸡蛋的组合真是美味无穷。
Item_Cook_N_01_BaseName	海鲜杂烩饭
Item_Cook_N_01_Name	\x0e\x02\x07\0海鲜杂烩饭
Item_Cook_N_01_Desc	\x0e\x02\x08\0大量使用奢侈海鲜食材的特别菜肴。\n是渔夫们庆祝时不可欠缺的一道菜。
Item_Cook_E_01_BaseName	禽肉菜饭
Item_Cook_E_01_Name	\x0e\x02\x07\0禽肉菜饭
Item_Cook_E_01_Desc	\x0e\x02\x08\0用禽肉的汤汁烹调炒过的海拉鲁米。\n用文火慢慢熬煮后，口感更佳软糯。
Item_Cook_E_02_BaseName	高级禽肉菜饭
Item_Cook_E_02_Name	\x0e\x02\x07\0高级禽肉菜饭
Item_Cook_E_02_Desc	\x0e\x02\x08\0在格鲁德地区很受欢迎的菜肴。\n大米中充满了上等禽肉的香味。
Item_Cook_E_03_BaseName	顶级禽肉菜饭
Item_Cook_E_03_Name	\x0e\x02\x07\0顶级禽肉菜饭
Item_Cook_E_03_Desc	\x0e\x02\x08\0放满了顶级禽肉的菜饭。\n每咬一口，浓郁的香味就会在口中蔓延。
Item_Cook_G_11_BaseName	咖喱菜饭
Item_Cook_G_11_Name	\x0e\x02\x07\0咖喱菜饭
Item_Cook_G_11_Desc	\x0e\x02\x08\0充满鼓隆的调味粉香气的菜饭。\n柔和的辣味令人更易食用。
Item_Cook_E_04_BaseName	煎蛋饭
Item_Cook_E_04_Name	\x0e\x02\x07\0煎蛋饭
Item_Cook_E_04_Desc	\x0e\x02\x08\0煎蛋的蛋黄部分和煮好的米饭非常相配，\n是简单而又深奥的菜肴。
Item_Cook_G_12_BaseName	蘑菇烩饭
Item_Cook_G_12_Name	\x0e\x02\x07\0蘑菇烩饭
Item_Cook_G_12_Desc	\x0e\x02\x08\0将海拉鲁米慢慢烹煮做成的烩饭。\n蘑菇和黄油的香气令人食欲大增。
Item_Cook_G_13_BaseName	蔬菜烩饭
Item_Cook_G_13_Name	\x0e\x02\x07\0蔬菜烩饭
Item_Cook_G_13_Desc	\x0e\x02\x08\0可以品尝到蔬菜甘甜的烩饭。\n因为柔和的味道，也很受孩子的欢迎。
Item_Cook_G_14_BaseName	三文鱼烩饭
Item_Cook_G_14_Name	\x0e\x02\x07\0三文鱼烩饭
Item_Cook_G_14_Desc	\x0e\x02\x08\0生命三文鱼的香味充分地\n渗入了海拉鲁米中，是味道浓郁的烩饭。
Item_Cook_G_17_BaseName	蟹肉烩饭
Item_Cook_G_17_Name	\x0e\x02\x07\0蟹肉烩饭
Item_Cook_G_17_Desc	\x0e\x02\x08\0作为沿海地区的家常料理而被制作的烩饭。\n蟹黄也用于调味是其美味的秘密。
Item_Cook_K_07_BaseName	蔬菜牛奶汤
Item_Cook_K_07_Name	\x0e\x02\x07\0蔬菜牛奶汤
Item_Cook_K_07_Desc	\x0e\x02\x08\0用牛奶烹煮新鲜蔬菜做成的汤。\n简单的调味，有益健康。
Item_Cook_K_06_BaseName	蘑菇牛奶汤
Item_Cook_K_06_Name	\x0e\x02\x07\0蘑菇牛奶汤
Item_Cook_K_06_Desc	\x0e\x02\x08\0使用蔬菜和蘑菇做成的牛奶汤。\n配料很多，非常具有饱腹感。
Item_Cook_F_03_BaseName	蔬菜浓汤
Item_Cook_F_03_Name	\x0e\x02\x07\0蔬菜浓汤
Item_Cook_F_03_Desc	\x0e\x02\x08\0能品尝到蔬菜甘甜的浓汤。\n是经过慢炖后味道浓郁的一道菜。
Item_Cook_F_04_BaseName	心心牛奶汤
Item_Cook_F_04_Name	\x0e\x02\x07\0心心牛奶汤
Item_Cook_F_04_Desc	\x0e\x02\x08\0充满水果甘甜的汤。\n据说两人一起喝，就会关系变得亲近。
Item_Cook_F_02_BaseName	海鲜牛奶汤
Item_Cook_F_02_Name	\x0e\x02\x07\0海鲜牛奶汤
Item_Cook_F_02_Desc	\x0e\x02\x08\0放入了切碎的鱼肉的牛奶汤。\n汤汁的效果令味道变得浓郁。
Item_Cook_F_01_BaseName	鲜肉牛奶汤
Item_Cook_F_01_Name	\x0e\x02\x07\0鲜肉牛奶汤
Item_Cook_F_01_Desc	\x0e\x02\x08\0豪迈地放入轻度炙烤过的肉的牛奶汤。\n蔬菜也放得很多，是很有营养的一道菜。
Item_Cook_L_02_BaseName	怪物汤
Item_Cook_L_02_Name	\x0e\x02\x07\0怪物汤
Item_Cook_L_02_Desc	\x0e\x02\x08\0以怪物精华为原料做的汤。\n口味极其独特，喜爱或讨厌的人泾渭分明。
Item_Cook_K_08_BaseName	焖胡萝卜
Item_Cook_K_08_Name	\x0e\x02\x07\0焖胡萝卜
Item_Cook_K_08_Desc	\x0e\x02\x08\0放了满满胡萝卜的焖菜。\n经过慢炖后，独特的甘甜味也散发出来了。
Item_Cook_K_03_BaseName	焖南瓜
Item_Cook_K_03_Name	\x0e\x02\x07\0焖南瓜
Item_Cook_K_03_Desc	\x0e\x02\x08\0长时间熬煮铠甲南瓜做成的焖菜。\n在卡卡利科村经常作为晚餐食用。
Item_Cook_K_04_BaseName	贝肉杂烩
Item_Cook_K_04_Name	\x0e\x02\x07\0贝肉杂烩
Item_Cook_K_04_Desc	\x0e\x02\x08\0用黄油和牛奶的浓汤将生命海螺的营养\n充分封住的佳品。
Item_Cook_K_01_BaseName	焖肉
Item_Cook_K_01_Name	\x0e\x02\x07\0焖肉
Item_Cook_K_01_Desc	\x0e\x02\x08\0以鲜肉为主的海拉鲁常规焖菜。\n是饱腹感很强，能吃得饱饱的一道菜。
Item_Cook_K_02_BaseName	高级焖肉
Item_Cook_K_02_Name	\x0e\x02\x07\0高级焖肉
Item_Cook_K_02_Desc	\x0e\x02\x08\0使用了大量的上等大块肉做成的焖菜。\n煮过以后，肉的香味更加浓厚了。
Item_Cook_K_05_BaseName	顶级焖肉
Item_Cook_K_05_Name	\x0e\x02\x07\0顶级焖肉
Item_Cook_K_05_Desc	\x0e\x02\x08\0煮过后变得极致柔软的顶级肉\n甚至能在口中溶化，是一定要尝一次的极品焖菜。
Item_Cook_L_01_BaseName	炖怪物
Item_Cook_L_01_Name	\x0e\x02\x07\0炖怪物
Item_Cook_L_01_Desc	\x0e\x02\x08\0用怪物精华炖煮肉或鱼做成的时令菜肴。\n似乎拥有其他食材所没有的香味……
Item_Cook_J_01_BaseName	咖喱饭
Item_Cook_J_01_Name	\x0e\x02\x07\0咖喱饭
