AbilityList.msbt
$TownAbilityListAttackText	攻擊力
Text_KnowledgeConfirmConnectAllowToDisallow	要將網路連接由使用\n更改為{color[ff4d2fff]}不使用{color[000000ff]}嗎？
Text_KnowledgeChangedConnectAllow	網路連接已更改\n為{color[ff4d2fff]}使用{color[000000ff]}。\n\n傳送遊玩資料後，\n即可和全世界的玩家分享遊玩資訊。{[0004]}還能夠向{color[ff4d2fff]}知識淵博瓦豆魯迪{color[000000ff]}\n打聽全世界的遊玩資訊。
Text_KnowledgeChangedConnectDisallow	網路連接已更改\n為{color[ff4d2fff]}不使用{color[000000ff]}。\n\n此設定之後也可以進行更改。
Text_KnowledgeNoNeedsReload	新資訊\n已更新完畢。
Btn_ArenaEntry	參加
Btn_ArenaEntryDissolve	取消
Text_ArenaEntryEraseRecord1	要刪除所有\n{color[ff4d2fff]}「{[0312]}」{color[000000ff]}的記錄嗎？
Btn_ArenaEraseRecord1_Yes	刪除
Text_ArenaEntryEraseRecord2	記錄刪除後就無法復原了。\n{color[ff4d2fff]}真的要刪除嗎？{color[000000ff]}
Btn_ArenaEraseRecord2_Yes	真的要刪除
Text_ArenaRevivalPointStarShortage	{[0100|8000]}硬幣星{color[ff4d2fff]}不足{color[000000ff]}。\n\n再次挑戰需要{color[ff4d2fff]}{[0301|0000]}枚{[0100|8000]}{color[000000ff]}。
Text_TownArenaGetRewardPointStar	獲得{color[ff4d2fff]}{[0301|0000]}枚{[0100|8000]}硬幣星{color[000000ff]}！
Text_TownArenaGetRewardRarePiece	獲得{color[ff4d2fff]}{[0301|0000]}個{[0101|8100]}稀有石{color[000000ff]}！
Text_TownArenaGetRewardFigure	獲得{color[ff4d2fff]}特別的模型{color[000000ff]}！
Text_TownArenaGetRewardBlueprint	獲得能夠進化{color[ff4d2fff]}{[030a]}{color[000000ff]}能力的\n{color[ff4d2fff]}{[0309|0000]}設計圖{color[000000ff]}！\n拿去瓦豆魯迪武器店吧！
Title_MgameFishHowToPlay	按下按鍵時要快速且正確！{[0004]}以連續釣到大魚為目標吧！
Text_MgameFishHowToPlay	當魚咬中餌時會顯示出按鍵提示。\n看到提示就立刻按下{color[ff4d2fff]}正確的按鍵{color[000000ff]}吧！\n別放過稍縱即逝的每個瞬間！{[0004]}只要連續釣到魚，\n就逐漸會有{color[ff4d2fff]}大魚{color[000000ff]}上鉤！\n迅速按下按鍵，創下新記錄吧！
Title_MgameBallHowToPlay	不斷滾動朝終點邁進！{[0004]}抵達終點並獲得獎勵吧！
Text_MgameBallHowToPlay	傾斜控制器使球滾動\n直到抵達終點的\n{[0102|8300]}{color[ff4d2fff]}記號{color[000000ff]}！{[0004]}只要成功抵達終點即可獲得{color[ff4d2fff]}獎勵{color[000000ff]}！\n越困難的關卡所提供的獎勵也會越多！
Text_MgameBallPointStarShortage	{[0100|8000]}硬幣星{color[ff4d2fff]}不足{color[000000ff]}。\n\n進行挑戰需要{color[ff4d2fff]}{[0301|0000]}枚{[0100|8000]}{color[000000ff]}。
Text_MgameBallGiveUp	要離開滾啊滾啊！滾球卡比嗎？\n\n離開後並{color[ff4d2fff]}不會退還{color[000000ff]}\n遊玩前所支付的{[0100|8000]}硬幣星。
Btn_MgameBallGiveUp	離開
Text_MgameBallFirstClearLv1	成功{color[ff4d2fff]}過關{color[000000ff]}難易度{[0104|8500]}的\n滾啊滾啊！滾球卡比！
Text_MgameBallFirstClearLv2	成功{color[ff4d2fff]}過關{color[000000ff]}難易度{[0104|8500]}{[0104|8500]}的\n滾啊滾啊！滾球卡比！
Text_MgameBallFirstClearLv3	成功{color[ff4d2fff]}過關所有{color[000000ff]}\n滾啊滾啊！滾球卡比！
Text_MgameBallAllClear	成功{color[ff4d2fff]}過關所有激難的{color[000000ff]}\n滾啊滾啊！滾球卡比！
Btn_Trade	兌換
Text_EstorySoulGetFirst	獲得了{color[ff4d2fff]}獅王的靈魂{color[000000ff]}！\n這是獅王加爾夫的靈魂……\n看來似乎是他的靈魂碎片。{[0004]}或許只要多多收集這種靈魂，\n就能{color[ff4d2fff]}將他拯救出來{color[000000ff]}也說不定。{[0004]}將散落在幻夢‧遺忘的\n獅王的靈魂{color[ff4d2fff]}收集起來吧{color[000000ff]}！
Text_EstoryBossStageUnlock	收集到的獅王的靈魂\n{color[ff4d2fff]}指示出了{color[000000ff]}靈魂之主的位置！{[0004]}能感覺到那座被遺忘的絕島上\n有{color[ff4d2fff]}獅王加爾夫的氣息{color[000000ff]}……\n快出發去拯救他吧！
Text_EstoryBossStageUnlockFailure	想找出獅王加爾夫的位置\n所需要的靈魂似乎還不夠……{[0004]}繼續探索這個世界，\n{color[ff4d2fff]}收集更多獅王的靈魂吧{color[000000ff]}！
Text_Advice_ManyRetryAtBoss_ExistNotPassedBlueprint	只要使用你現在持有的{color[ff4d2fff]}設計圖{color[000000ff]}\n就能{color[ff4d2fff]}進化{color[000000ff]}成新能力。{[0004]}帶著它前往瓦豆魯迪武器店，\n進化成{color[ff4d2fff]}強大的能力{color[000000ff]}吧！
Text_Advice_ManyRetryAtBoss_UsedCopyAbilityAbleToEvolution	可以{color[ff4d2fff]}進化{color[000000ff]}剛才\n在戰鬥中所使用的\n{color[ff4d2fff]}{[030a]}{color[000000ff]}能力。{[0004]}帶著它前往瓦豆魯迪武器店，\n進化成{color[ff4d2fff]}強大的能力{color[000000ff]}吧！
Text_Advice_ManyRetryAtBoss_CopyAbilityAbleToUseEvoluted	只要使用{color[ff4d2fff]}進化後的能力{color[000000ff]}戰鬥，\n局勢也會變得更加有利。{[0004]}前往小鎮的瓦豆魯迪武器店，\n{color[ff4d2fff]}選擇{color[000000ff]}進化後的能力{color[ff4d2fff]}再來挑戰{color[000000ff]}吧！
Text_Advice_ManyRetryAtBoss_GuideToFoodShop	{color[ff4d2fff]}庫存道具{color[000000ff]}即使在戰鬥中\n也能透過{color[ff4d2fff]}長按{[0702|0200]}{color[000000ff]}來使用。{[0004]}只要使用食物類的庫存道具，\n就能夠{color[ff4d2fff]}回復{color[000000ff]}體力。{[0004]}前往小鎮上的{color[ff4d2fff]}瓦豆魯迪咖啡店{color[000000ff]}\n購買食物吧！
Figure.msbt
KirbyNormal	波普之星的星之卡比，\n被出現在天空中的「神秘漩渦」所吞噬，\n醒來時發現自己已經來到了這個新世界。\n在漩渦中覺醒了神奇力量的卡比，\n將踏上充滿新發現，變化多端的旅程！
SupportChara	在這個世界相遇的神秘同伴。\n曾為了幫助被野獸軍團襲擊的瓦豆魯迪們而努力。\n為了拯救被抓走的瓦豆魯迪們並重建小鎮，\n而和卡比一起踏上旅程，\n時常給予卡比建議。
BandanaWaddleDee	與卡比一起被神秘漩渦吞噬的頭巾瓦豆魯迪。\n得知其他瓦豆魯迪們正因為同伴被野獸軍團抓走，\n家園也遭到摧毀而苦惱，\n於是一手拿起長槍挺身而出，成為你的2P同伴。\n走吧！踏上新世界的旅程！
WaddleDee	比卡比更早漂流到這個世界的波普之星居民。\n雖然曾因橫行霸道的野獸軍團抓走同伴，\n還搶走食物而感到苦惱……\n不過仍然保持著瓦豆魯迪的樂天性格，\n對於建造小鎮與新生活樂在其中。
KirbySword	戴著綠色帽子的劍之勇者\n朝著新世界前進！\n不但能斬斷各種東西，還能累積威力，\n目標是成為新‧世界的利劍大師！
KirbyBomb	長按按鍵瞄準後丟出炸彈。\n拿了就丟，砰砰作響的煙火！\n一邊跑一邊丟，讓炸彈在地上滾動，\n從坡道上滾啊滾地來個全倒！
KirbyCutter	擲出嗡嗡作響的迴旋刀刃吧！\n擲出後又回到手上，獲得道具了。\n長按按鍵蓄力就會停在空中喔。\n靜止蓄力，威力也會跟著提升！
KirbyFire	烈火——！好燙！真的好燙！\n這熊熊燃燒的火焰之力，\n連導火線也能點燃，燙燙燙！\n使用衝刺突進，燃燒吧！
KirbyRanger	星星子彈發射！\n閃耀光芒的射擊，距離可是很遠的喔。\n戴上威風凜凜的探險帽，\n選定目標後蓄力，發射！
KirbyNeedle	滾來滾去～滾來滾去～\n利用碰到會很～痛的尖刺攻擊敵人！\n刺中並捲入星星或敵人，\n最後一口氣放開，讓所有東西受到撞擊吧！
KirbyIce	好冷喔～！使用吐息，呼～呼～呼～\n把冰塊踢飛吧！\n使用溜冰衝刺輕快地移動，\n不論在泥沼還是岩漿上都能迅速衝刺！
DeformKirbyCar	在神秘漩渦中學會的塞滿嘴變形。\n只要把在新世界發現的整輛汽車塞滿嘴，\n就能變形為可使用渦輪衝刺和跳躍的粉紅色汽車！\n輕聲哼唱那首歌並感受風的吹拂……\n來，在新世界兜風吧！
DeformKirbyCone	在神秘漩渦中學會的塞滿嘴變形。\n只要把在新世界發現的三角錐塞滿嘴，\n身體就能變形為尖尖的模樣！\n以尖尖的頭部擊碎大地及水管的龜裂處吧！
DeformKirbyWaterTank	在神秘漩渦中學會的塞滿嘴變形。\n只要一口氣把在新世界發現的圓形巨蛋塞滿嘴，\n就能用渾圓的身體包覆住目標！\n緊緊包覆著目標扭一扭身體，\n砰地一聲打開後……你看，是道具！
DeformKirbyLocker	在神秘漩渦中學會的塞滿嘴變形。\n只要把在新世界發現的四方形置物櫃塞滿嘴，\n就能和變成粉紅色的置物櫃合體！手忙腳亂、\n鏗鏗作響地移動，努力搖晃、砰鏘倒下吧。
DeformKirbyLockerBig	在神秘漩渦中學會的塞滿嘴變形。\n面對這種牆壁大概也無計可施吧？\n不過或許可以用這招努力看看，\n變形為置物櫃塞滿嘴，手忙腳亂地嘗試過後……\n砰鏘一聲弄倒牆壁！發現了意想不到的路徑！
CaptiveCage	被野獸軍團強行抓走的瓦豆魯迪。\n同伴接二連三地被抓住，正一臉困擾地等待救援。\n沒錯，是不是直到現在都能聽到……\n從某處傳來「哇呀哇呀～」\n（放我出去、放我出去～）的求救聲呢？
GoalPoint	對野獸軍團而言等同功勞的瓦豆魯迪們，\n被關在一次能抓好幾個瓦豆魯迪的金色牢籠。\n只要三人合力，也能從這種牢籠逃出去～\n雖然抱著這樣的想法嘗試過，牢籠卻紋風不動，\n現在也還「哇呀哇呀～」地求救著，等待救援。
AnimalWaddleDee	廣泛分布於這個世界，是種十分常見的野獸。\n外表雖然可愛，其實卻相當具有野性，\n會一面低吼一面撲向所見的目標。\n與瓦豆魯迪更是水火不容，見到就窮追不捨，\n總是在叼起瓦豆魯迪後揚長而去。
RabbitEnemy	高高跳起！然後重重落下的拉比兔，\n以及更加強健有力又巨大的大拉比兔。\n由於蓬鬆的毛皮摸起來很舒服，\n因此常被他人撫摸。只有尾巴一旦\n被碰到就會發怒並跳起來攻擊對方。
TackleEnemy	以巨大的雙角為傲的巴伐爾牛角。\n普通的攻擊可是無法阻止他突進的！\n不過由於連自己都煞不住腳步，\n所以偶爾會墜落懸崖。即使如此，\n強壯的他依然毫髮無傷、精力充沛。
Turtle	背著混凝土龜殼的龜塔洛斯。\n不但頭十分堅硬，咬人也很痛，是個棘手的傢伙。\n然而他的身體似乎相當脆弱，\n爬到他的背上後再使用塞滿嘴變形\n來攻擊整個混凝土龜殼吧。
TurtleBig	竟然將整棟巨大建築背在身上的建築龜塔洛斯。\n遵循誰背的龜殼最大，誰就是老大的規矩，\n在寬廣的草原上統領著一族。\n雖然也喜歡水，但最喜歡的還是曬太陽，\n會爬到高處並將該處視為自己的地盤。
RangerEnemy	砰砰砰地發出射擊的伯納犬。\n身手如同探險家一般，迅速地移動、瞄準並射擊！\n踩著敏捷的步法，射擊闖入地盤的敵人！\n由於他的嗅覺也相當靈敏，\n即使獵物在遠處也能透過氣味發現目標。
NeedleEnemy	針蝟的特點是累積力量就會射出銳刺，\n將靠近自己的敵人扎成刺蝟。\n雖然小時候身上的刺短短的十分可愛，\n但長大後尖刺的長度卻會迅速成長\n至相當危險的程度！
CarshopSignboard	由何萊恩股份有限公司所經營的車行——\n何萊恩汽車行。何萊恩的產業除了汽車，\n還包括各種工業產品及營造業。\n舉凡建築、道路，甚至遊樂園的遊樂設施\n似乎都屬於何萊恩製造。
MallEntrance	由阿萊布爾控股公司所營運的\n大型購物中心——阿萊布爾購物中心。\n廣告標語是「為你的生活帶來活力」，\n產業囊括餐飲業、休閒產業及服務業等，\n在各地都可見其事業的發展痕跡。
CompanyBoard	萊特隆工程公司曾經是一個龐大的企業，\n致力於電子、生物及太空探索等領域研發，\n並投資研發設施。\n其後由於公司分拆，競爭企業也隨之增加，\n最終導致企業戰爭的白熱化。
MaxTomato	只要吃1個就能完全回復體力，\n營養滿分的M番茄。\n雖然不知道是否也通過神秘漩渦而來，\n還是原本就存在於這個世界，\n但似乎是野獸軍團也愛吃的人氣點心。
TownCafeJob	在咖啡店努力工作的卡比。\n雖然看起來很可靠……但其實正在忍耐。\n卡比嚥了口口水，現在也好想把商品都吃掉，\n甚至比魔王戰時還要努力地在忍耐。\n再堅持一下就好了……卡比！
TownFishing	在小鎮的釣魚池旁悠閒釣魚的卡比。\n雖說悠閒，但其實池塘裡棲息著巨大的魚王，\n這座釣魚池可說相當刺激又有挑戰性。\n可是那麼巨大的蛙鏡魚\n到底會在池塘的哪裡呢……？
TownKnow	煩惱的時候可以求助知識淵博瓦豆魯迪。\n他會傳授你有益於冒險的知識。\n不過，他到底是從哪得到那本大百科的呢？\n快速翻閱神奇的書本，\n他甚至能告訴你世界各地的數字！
TownDeliveryservice	小鎮上瓦豆魯迪快遞的快遞員。\n能夠以超快的速度快遞到府。\n即使卡比寫的禮物關鍵詞難以看懂，\n溫柔的瓦豆魯迪也會體諒努力寫字的卡比\n而接下快遞委託。
TownFoodShop	在咖啡店工作的瓦豆魯迪。在卡比來到\n小鎮前就已經在這個世界製作美食了。\n即使會因為野獸軍團受到食物香味吸引前來，\n破壞了店面而失意，也會馬上振作起來，\n快速重建咖啡店。現在也深受顧客喜愛。
TownTamakoro	在小鎮的娛樂設施——\n滾球店工作的瓦豆魯迪。\n由於這款超人氣遊戲深受大家喜愛，\n總是有眾多瓦豆詢問新作何時登場，\n為了回應大家的期待，\n才因此連激難模式都額外製作出來！
TownToolShop	在小鎮開設道具店，心靈手巧的瓦豆魯迪。\n販賣著能讓人恢復精神的道具。\n咖啡店菜單上的元氣飲料\n也是這間店所製作的，\n批發價是2瓶元氣飲料交換3個卡比漢堡。
MisterFrosty	比卡比他們早了些時間從波普之星\n漂流到這個世界的冰霜先生也加入了\n野獸軍團，換上了風格狂野的服裝。\n與軍團的成員意氣相投，\n也深受同伴信賴。
BossGorilla	將購物中心劃為地盤的猩猛霸。\n身為野獸軍團的幹部，\n時常抓走瓦豆魯迪或搶奪食物。\n只有水果他總是會忍不住當場吃起來，\n每次被發現都會受到軍團首領責罵。
KirbyDrill	鑽擊挖啊挖，在地底前進，\n似乎還能潛入地底躲避敵人的攻擊！\n只要在地底潛行，繼續前進，\n原本到不了的地方也能順利潛入！
KirbyTornado	轉啊轉，轉啊轉地轉個不停！\n別具特色的操作雖然讓人頭昏眼花，\n但不論是敵人、方塊還是星星都能捲起，\n旋轉後放開造成傷害！
KirbyHammer	威力超群，強而有力的錘子。\n雖然攻擊距離短了一點點，\n卻能夠把樁和敵人都打扁！\n長按進行蓄力，必殺技……鬼殺！
KirbyCrash	引發大爆炸吧！\nDANGER DANGER的終極武器！\n長按按鍵變得更～加DANGER，\n波及四周，360度全方位無死角！
KirbyEliteRanger	頭戴貴族帽子，造型華麗的探巡隊。\n雙手各拿著連發槍！\n蓄力射擊也變成連續射擊，\n不放過任何目標，一定會命中紅心！
KirbySwordGalactic	巨大的利劍真不愧龐大利劍之名！\n雖然有點重所以拿起來很辛苦，\n但防禦堪稱鐵壁！能夠架起盾牌，\n緩慢前進保護自己並不斷進攻！
KirbyBombChain	連鎖也就是連鎖發動的炸彈！\n長按進行瞄準後丟出炸彈佈局，\n引爆後就會產生連鎖反應，砰砰砰地爆炸！\n相連的炸彈越多傷害也會越高！
KirbyCutterChakram	居然是彎刀二刀流！\n操縱著兩輪圓月，\n交替投擲，劈砍四周。\n在空中嗡嗡作響，交錯飛過的圓月彎刀！
KirbyFireVolcano	轟地一聲，火山要爆發了！\n大地的地熱造就了威力強大的烈火！\n砰砰砰地發射岩漿子彈，\n命中目標後連大地也熊熊燃燒化作焦土！
KirbyNeedleJunk	使用廢品素材連續戳刺，\n滾動的針碰到可是會更痛的喔！\n砰地發射後，無數的廢品刺\n會飛向四周，好痛好痛！
Swan	更加優雅，更加美麗。\n雖然柔軟但是威力卻提升了！\n利用風和羽毛將敵人捲進去，\n使出芭蕾般的舞蹈，華麗地進行攻擊！
KirbyHammerToy	會發出嗶嗶聲，非常可愛的錘子。\n但這可不是玩具喔！\n不論樁還是敵人都會被打得扁扁的，\n連射能力也一舉獲得提升！
KirbyCrashTime	這不會就是終極的武器吧？\n連時間都能操控的新武器！\n將這個世界的一切都變成慢動作，\n接著快速行動，破壞一切！
DeformKirbyRing	在神秘漩渦中學會的塞滿嘴變形。\n只要把在新世界發現的大圈圈塞滿嘴，\n就能讓身體變成張著嘴巴的圈圈！\n只要呼氣就能用風吹散沙塵與敵人，\n甚至還能吹動風車，使風車旋轉！
DeformKirbyRingBoat	在神秘漩渦中學會的塞滿嘴變形。\n變形成圈圈塞滿嘴，\n搭上漂浮在水上的小船吧！\n變成可以操控風向的遊艇後，\n不但能呼氣突進，還能衝散敵人！\n碰到有裂痕的牆壁還能砰地直接破壞前進喔！
DeformKirbyLightbulb	在神秘漩渦中學會的塞滿嘴變形。\n只要把在新世界發現的圓形燈泡塞滿嘴，\n就能在一片黑暗中打開開關照亮世界！\n因為按著開關的時候會難以行動，\n所以把照亮的路徑記下來後再前進吧。\n尋找方向並邁向目的地，最後抵達終點！
DeformKirbyRollerCoaster	在神秘漩渦中學會的塞滿嘴變形。\n只要把在新世界發現的整輛雲霄飛車塞滿嘴，\n就能變成太空飛車，準備發動！\n仔細看清楚路線，左右傾斜前進吧！\n這就是主題樂園的招牌遊樂設施，\n名為夢幻的……「太空驚奇樂園號」！
Alligator	擁有駭人巨大下顎的鱷佳布爾。\n會貼著水面游動，等待獵物上門。\n身體被宛如盔甲般的表皮覆蓋，\n堅硬得連複製能力都無法傷其分毫。\n在塞滿嘴變形後靠突進來打倒他吧！
WaterBigEnemy	最愛耍特技的氣球高手。\n不知道是曾受人指導還是祖輩的遺傳，\n擁有相當完美的球類雜耍技術！\n那顆球也不曉得是從哪裡得到的，\n是一碰就會爆炸的危險物品。\n努力地吸入球來取得炸彈能力吧。
DrillEnemy	在地底移動如游泳般自在的狄古。\n潛入地底再迅速竄出！\n是個神出鬼沒，驚嚇他人的傢伙。\n會丟出泥土搓成的球進行攻擊，\n還會把地底的農作物通通吃光。
HammerEnemy	面帶笑容跳著舞的牧吱斯。\n會揮舞或投擲手中的小錘子，\n是臉上掛著滿足笑容的快樂野獸。\n只不過……雖然看起來面帶笑容，\n但這其實是表達憤怒和威嚇的表情！
ParkEntranceStatue	創始人名叫驚奇利亞。\n他以愛犬作為形象人物創作書籍，\n描繪出飛向宇宙、驚險刺激的幻想故事。\n並以此故事為背景創立了廣受小孩與大人\n喜愛的夢幻主題樂園——驚奇樂園。
