AbilityList.msbt
$TownAbilityListAttackText	攻击力
Text_KnowledgeConfirmConnectFailed	互联网连接失败。\n要保持未连接互联网的状态进行聆听吗？\n\n你将无法打听到来自全世界的\n各种游戏信息，或分享自己的数据。
Btn_Continue	聆听
Text_KnowledgeConfirmConnectDisallowToAllow	要将互联网连接状态从不使用\n更改为{color[ff4d2fff]}使用{color[000000ff]}吗？\n\n传送游戏数据，\n便可与全世界的玩家分享游戏信息。
Text_KnowledgeConfirmConnectAllowToDisallow	要将互联网连接状态从使用\n更改为{color[ff4d2fff]}不使用{color[000000ff]}吗？
Text_KnowledgeChangedConnectAllow	已将互联网连接\n更改为{color[ff4d2fff]}使用{color[000000ff]}。\n\n现在可以和全世界的玩家\n分享游戏信息了。{[0004]}还可以向{color[ff4d2fff]}知识渊博瓦豆鲁迪{color[000000ff]}\n打听到全世界的游戏信息。
Text_KnowledgeChangedConnectDisallow	已将互联网连接\n更改为{color[ff4d2fff]}不使用{color[000000ff]}。\n\n本设置在之后仍可进行更改。
Text_KnowledgeNoNeedsReload	新信息\n已更新完毕。
Btn_ArenaEntry	参加
Btn_ArenaEntryDissolve	取消
Text_ArenaEntryEraseRecord1	要删除所有\n{color[ff4d2fff]}“{[0312]}”{color[000000ff]}的记录吗？
Btn_ArenaEraseRecord1_Yes	删除
Text_ArenaEntryEraseRecord2	记录删除后就无法复原了。\n{color[ff4d2fff]}真的要删除吗？{color[000000ff]}
Btn_ArenaEraseRecord2_Yes	真的要删除
Text_ArenaRevivalPointStarShortage	{[0100|8000]}硬币星{color[ff4d2fff]}不足{color[000000ff]}。\n\n再次挑战需要{color[ff4d2fff]}{[0301|0000]}枚{[0100|8000]}{color[000000ff]}。
Text_TownArenaGetRewardPointStar	获得了{color[ff4d2fff]}{[0301|0000]}枚{[0100|8000]}硬币星{color[000000ff]}！
Text_TownArenaGetRewardRarePiece	获得了{color[ff4d2fff]}{[0301|0000]}个{[0101|8100]}稀有石{color[000000ff]}！
Text_TownArenaGetRewardFigure	获得了{color[ff4d2fff]}特别的模型{color[000000ff]}！
Text_TownArenaGetRewardBlueprint	获得了能够进化{color[ff4d2fff]}{[030a]}{color[000000ff]}能力的\n{color[ff4d2fff]}{[0309|0000]}设计图{color[000000ff]}！\n拿去瓦豆鲁迪武器店吧！
Title_MgameFishHowToPlay	按下按键时要快速且正确！{[0004]}以连续钓到大鱼为目标吧！
Text_MgameFishHowToPlay	当鱼咬中鱼饵时会显示按键提示。\n看到提示就立刻按下{color[ff4d2fff]}正确的按键{color[000000ff]}吧！\n别放过稍纵即逝的每个瞬间！{[0004]}只要连续钓到鱼，\n就逐渐会有{color[ff4d2fff]}大鱼{color[000000ff]}上钩！\n迅速按下按键，创下新纪录吧！
Title_MgameBallHowToPlay	不断滚动朝终点迈进！{[0004]}抵达终点并获得奖励吧！
Text_MgameBallHowToPlay	倾斜手柄使球滚动\n直到抵达终点的\n{[0102|8300]}{color[ff4d2fff]}记号{color[000000ff]}！{[0004]}只要成功抵达终点即可获得{color[ff4d2fff]}奖励{color[000000ff]}！\n越困难的关卡所提供的奖励也会越多！
Text_MgameBallPointStarShortage	{[0100|8000]}硬币星{color[ff4d2fff]}不足{color[000000ff]}。\n\n进行挑战需要{color[ff4d2fff]}{[0301|0000]}枚{[0100|8000]}{color[000000ff]}。
Text_MgameBallGiveUp	要离开滚啊滚啊！滚球卡比吗？\n\n离开后{color[ff4d2fff]}不会退还{color[000000ff]}\n游玩前支付的{[0100|8000]}硬币星。
Btn_MgameBallGiveUp	离开
Text_MgameBallFirstClearLv1	成功{color[ff4d2fff]}过关{color[000000ff]}难易度{[0104|8500]}的\n滚啊滚啊！滚球卡比！
Text_MgameBallFirstClearLv2	成功{color[ff4d2fff]}过关{color[000000ff]}难易度{[0104|8500]}{[0104|8500]}的\n滚啊滚啊！滚球卡比！
Text_MgameBallFirstClearLv3	成功{color[ff4d2fff]}过关所有\n{color[000000ff]}滚啊滚啊！滚球卡比！
Text_MgameBallAllClear	成功{color[ff4d2fff]}过关所有激难的\n{color[000000ff]}滚啊滚啊！滚球卡比！
Btn_Trade	兑换
Text_EstorySoulGetFirst	获得了{color[ff4d2fff]}狮王的灵魂{color[000000ff]}！\n这是狮王加尔夫的灵魂……\n看来似乎是他的灵魂碎片。{[0004]}或许只要多多收集这种灵魂，\n就能{color[ff4d2fff]}将他拯救出来{color[000000ff]}了。{[0004]}将散落在幻梦·遗忘的\n狮王的灵魂{color[ff4d2fff]}收集起来吧{color[000000ff]}！
Text_EstoryBossStageUnlock	收集到的狮王的灵魂\n{color[ff4d2fff]}指出了{color[000000ff]}灵魂之主的位置！{[0004]}能感觉到在那座被遗忘的绝岛上\n有着{color[ff4d2fff]}狮王加尔夫的气息{color[000000ff]}……\n快出发去拯救他吧！
Text_EstoryBossStageUnlockFailure	要找出狮王加尔夫的位置\n所需的灵魂似乎还不够……{[0004]}探索这个世界，\n{color[ff4d2fff]}收集更多狮王的灵魂吧{color[000000ff]}！
Text_Advice_ManyRetryAtBoss_ExistNotPassedBlueprint	只要使用你现在持有的{color[ff4d2fff]}设计图{color[000000ff]}\n就能{color[ff4d2fff]}进化{color[000000ff]}成新能力。{[0004]}带上它前往小镇的瓦豆鲁迪武器店，\n进化成{color[ff4d2fff]}强大的能力{color[000000ff]}吧！
Text_Advice_ManyRetryAtBoss_UsedCopyAbilityAbleToEvolution	可以{color[ff4d2fff]}进化{color[000000ff]}刚才\n在战斗中所使用的\n{color[ff4d2fff]}{[030a]}{color[000000ff]}能力。{[0004]}带上它前往小镇的瓦豆鲁迪武器店，\n进化成{color[ff4d2fff]}强大的能力{color[000000ff]}吧！
Text_Advice_ManyRetryAtBoss_CopyAbilityAbleToUseEvoluted	只要使用{color[ff4d2fff]}进化后的能力{color[000000ff]}战斗，\n局势也会变得更加有利。{[0004]}前往小镇的瓦豆鲁迪武器店，\n{color[ff4d2fff]}选择{color[000000ff]}进化后的能力吧！
Text_Advice_ManyRetryAtBoss_GuideToFoodShop	{color[ff4d2fff]}库存道具{color[000000ff]}即使在战斗中\n也能通过{color[ff4d2fff]}长按{[0702|0200]}{color[000000ff]}来使用。{[0004]}只要使用食物类的库存道具，\n就能够{color[ff4d2fff]}回复{color[000000ff]}体力。{[0004]}前往小镇上的{color[ff4d2fff]}瓦豆鲁迪咖啡店{color[000000ff]}\n购买食物吧！
Figure.msbt
KirbyNormal	波普之星的星之卡比，\n被出现在天空中的“神秘漩涡”所吞噬，\n醒来时发现自己已经来到了这个新世界。\n在漩涡中觉醒了神奇力量的卡比，\n将踏上变化多端，充满新发现的旅程！
SupportChara	在这个世界相遇的神秘小家伙。\n曾为了帮助被野兽军团袭击的瓦豆鲁迪们而努力。\n为了拯救被抓走的瓦豆鲁迪们并重建小镇，\n和卡比一起踏上了旅程，\n时常给予卡比建议。
BandanaWaddleDee	与卡比一起被神秘漩涡吞噬的头巾瓦豆鲁迪。\n得知同伴瓦豆鲁迪们被野兽军团抓走，\n家园也遭到了摧毁，在他们苦恼之际\n他拿起长枪挺身而出，成为了你的2P同伴，\n一起踏上新世界的旅程！
WaddleDee	比卡比更早漂流到这个世界的波普之星的居民。\n他们被横行霸道的野兽军团抓走了同伴、\n抢走了食物。虽然他们对此感到苦恼……\n但仍然保持着瓦豆鲁迪的个性，\n享受着建造小镇与新的生活。
KirbySword	戴着绿色帽子的剑之勇者\n朝着新世界前进！\n不但能斩断各种东西，还能累积威力，\n目标是成为新·世界的利剑大师！
KirbyBomb	长按按键瞄准后丢出炸弹。\n拿了就丢，砰砰作响的烟火！\n一边跑一边丢，让炸弹在地上滚动，\n从坡道上滚啊滚地来个全倒！
KirbyCutter	掷出嗡嗡作响的回旋刀刃吧！\n掷出后又回到手上，获得道具了。\n长按按键蓄力就会停在空中哦。\n滞空蓄力，威力也会跟着提升！
KirbyFire	烈火——！好烫！真的好烫！\n这熊熊燃烧的火焰之力，\n连导火线也能点燃，烫烫烫！\n使用冲刺突进，燃烧吧！
KirbyRanger	星星子弹发射！\n闪耀光芒的射击，射程可是很远的哦。\n戴上威风凛凛的探险帽，\n选定目标后蓄力，发射！
KirbyNeedle	滚来滚去～滚来滚去～\n利用碰到会很～痛的尖刺攻击敌人！\n刺中并卷入星星或敌人，\n“嘭”地放开，撞向四周吧！
KirbyIce	好冷哦～！使用吐息，呼～呼～呼～\n把冰块踢飞吧！\n使用溜冰冲刺轻快地移动，\n不论在泥沼还是岩浆上都能迅速冲刺！
DeformKirbyCar	在神秘漩涡中学会的塞满嘴变形。\n只要把在新世界发现的整辆汽车塞满嘴，\n就能变形为能够使用涡轮冲刺和跳跃的粉红色汽车！\n轻声哼唱那首歌，感受风的吹拂……\n来吧，在新世界兜风吧！
DeformKirbyCone	在神秘漩涡中学会的塞满嘴变形。\n只要把在新世界发现的三角锥塞满嘴，\n身体就能变成尖尖的模样！\n用尖尖的头部击碎大地和水管的龟裂处吧！
DeformKirbyWaterTank	在神秘漩涡中学会的塞满嘴变形。\n只要一口把在新世界发现的圆形巨蛋塞满嘴，\n就能用浑圆的身体包裹目标！\n紧紧包裹目标，扭扭身体，\n砰地一声打开……看，是道具！
DeformKirbyLocker	在神秘漩涡中学会的塞满嘴变形。\n只要把在新世界发现的四方形置物柜塞满嘴，\n就能和染上粉红色的置物柜合体！手忙脚乱、\n锵锵作响地移动，努力摇晃，砰锵倒下吧。
DeformKirbyLockerBig	在神秘漩涡中学会的塞满嘴变形。\n面对这种墙壁大概也无计可施吧？\n不过或许可以用这招努力看看，\n变成置物柜塞满嘴，手忙脚乱地胡乱尝试后……\n砰锵一声弄倒墙壁！发现了意想不到的路径！
CaptiveCage	被野兽军团强行抓走的瓦豆鲁迪。\n同伴接二连三地被抓走，正一脸困扰地等待救援。\n没错，是不是此刻都能听到……\n从某处传来了“哇呀哇呀～”\n（放我出去、放我出去～）的求救声呢？
GoalPoint	瓦豆鲁迪们对野兽军团而言等同功劳，\n他们被一次抓到了好几个，关在了金色的牢笼里。\n只要三人合力，这种牢笼也不在话下……\n但就算努力尝试，牢笼也纹丝不动，\n现在也还“哇呀哇呀～”地求救着，等待救援。
AnimalWaddleDee	广泛分布于这个世界，是一种十分常见的野兽。\n外表虽然可爱，其实却相当具有野性，\n会一面低吼一面扑向所见目标。\n与瓦豆鲁迪更是水火不容，见到就穷追不舍，\n总是叼起他们扬长而去。
RabbitEnemy	高高跳起，又重重落下的拉比兔，\n以及更加强健而巨大的大拉比兔。\n由于蓬松的毛皮摸起来很舒服，\n因此常被他人抚摸。只有尾巴一旦\n被碰到就会发怒，并跳起来攻击对方。
TackleEnemy	以巨大的双角为傲的巴伐尔牛角。\n普通的攻击可是无法阻止他突进的！\n不过因为连他自己都刹不住脚步\n所以偶尔会发生坠落悬崖的事故。\n即便如此，强壮的他依然充满着精力。
Turtle	背着混凝土龟壳的龟塔洛斯。\n不但头部坚硬，咬人也很疼，是个难对付的家伙。\n然而他的身体似乎相当脆弱，\n想办法爬到他背上后再使用塞满嘴变形\n连同混凝土龟壳一起攻击吧。
TurtleBig	建筑龟塔洛斯居然将整栋高楼背在了身上。\n遵循谁背的龟壳最大，谁就是老大的规矩，\n在宽广的草原上统领着一族。\n虽然也喜欢水，但最喜欢的还是晒太阳，\n会爬到高处并将那里视为自己的地盘。
RangerEnemy	砰砰砰发出射击的伯纳犬。\n打扮得如同探险家一般，迅速地移动、瞄准并射击！\n踩着敏捷的步伐，射击闯入地盘的敌人！\n由于他的嗅觉也相当敏锐，\n即使猎物在远处也能通过气味发现目标。
NeedleEnemy	积蓄力量后就会射出锐刺，\n尖尖的刺便是针猬的特征。\n会将靠近自己的敌人扎成刺猬。\n虽然小时候身上的刺短短的十分可爱，\n但长大后尖刺的长度就会迅速成长，变得相当危险！
CarshopSignboard	由何莱恩股份有限公司经营的汽车门店——\n何莱恩汽车定制门店。何莱恩除了汽车，\n还负责各种工业产品以及建筑行业。\n建筑、道路，甚至是游乐园里的设施\n似乎都是由何莱恩制造的。
MallEntrance	由阿莱布尔控股公司运营的\n大型购物中心——阿莱布尔购物中心。\n“为你的生活带来活力”是他们的口号，\n产业结构广泛囊括了餐饮、休闲娱乐以及服务类行业等，\n在各地都能发现其产业的发展踪迹。
CompanyBoard	莱特隆工程公司曾经是一个庞大的企业，\n致力于电子、生物及太空探索等领域研发，\n并投资了研究设施。\n其后由于公司分裂，企业竞争也随之增加，\n最终导致了企业战争的白热化。
MaxTomato	只要吃1个就能完全回复体力，\n营养满分的M番茄。\n虽然不知道它是否也是通过神秘漩涡而来，\n还是原本就存在于这个世界，\n但似乎是野兽军团也爱吃的人气甜点。
TownCafeJob	在咖啡店努力工作的卡比。\n虽然看起来很可靠……但其实正在忍耐。\n卡比咽了咽口水，现在就好想把商品吃掉，\n甚至比魔王战时还要努力地在忍耐。\n再坚持一下就好了……卡比！
TownFishing	在小镇的钓鱼池旁悠闲钓鱼的卡比。\n虽说悠闲，但其实池塘里栖息着巨大的鱼王，\n这座钓鱼池可以说是相当刺激又富有挑战性。\n可是那么巨大的蛙镜鱼\n到底会在池塘的哪里呢……？
TownKnow	烦恼的时候可以求助知识渊博瓦豆鲁迪。\n他会传授你有益于冒险的知识。\n不过，他到底是从哪里得到那本大百科的？\n快速翻阅通晓世界的神奇书本，\n他甚至能告诉你世界各地的数字！
TownDeliveryservice	小镇上瓦豆鲁迪快递的快递员。\n能够以超快的速度快递到家。\n即使卡比写的礼物关键词难以看懂，\n温柔的瓦豆鲁迪也会体谅努力写字的卡比，\n接下快递委托。
TownFoodShop	在咖啡店工作的瓦豆鲁迪。在卡比来到\n小镇前就已经在这个世界制作美食了。\n即使店面被顺着食物香气前来的\n野兽军团破坏，暂时失意的他也会马上振作起来，\n快速重建咖啡店。现在也深受顾客喜爱。
TownTamakoro	在小镇的娱乐设施——滚球店工作的瓦豆鲁迪。\n由于这款超人气游戏深受大家喜爱，\n总是有众多瓦豆询问何时推出新作，\n为了回应大家的期待，\n他额外制作出了激难模式！
TownToolShop	在小镇开设道具店，心灵手巧的瓦豆鲁迪。\n贩卖着能让人恢复精神的道具。\n咖啡店菜单上的元气饮料\n也是这家店制作的，\n批发价是2瓶元气饮料交换3个卡比汉堡。
MisterFrosty	比卡比他们早些从波普之星\n漂流到这个世界的冰霜先生也加入了\n野兽军团，换上了风格狂野的服装。\n与军团的成员意气相投，\n也深受同伴信赖。
BossGorilla	将购物中心划为地盘的猩猛霸。\n身为野兽军团的干部，\n时常抓走瓦豆鲁迪、抢夺食物。\n不过，他总是会忍不住当场吃起水果来，\n每次被发现都会受到军团首领责骂。
KirbyDrill	钻击挖啊挖，在地底前进，\n似乎还能潜入地底躲避敌人的攻击！\n只要在地底潜行，继续前进，\n原本到不了的地方也能顺利潜入！
KirbyTornado	转啊转，转啊转地转个不停！\n别具特色的操作让人头昏眼花，\n但不论是敌人、方块还是星星都能卷起，\n旋转后放开造成伤害！
KirbyHammer	威力超群，强而有力的锤子。\n虽然攻击距离短了一点点，\n却能够把桩和敌人都打扁！\n长按进行蓄力，必杀技……鬼杀！
KirbyCrash	引发大爆炸吧！\nDANGER DANGER的终极武器！\n长按按键变得更～加DANGER，\n波及四周，360度全方位无死角！
KirbyEliteRanger	头戴贵族帽子，造型华丽的探巡队。\n双手各拿着连发枪！\n蓄力射击也变成连续射击，\n不放过任何目标，一定会命中红心！
KirbySwordGalactic	巨大的利剑真不愧庞大利剑之名！\n有点重，所以拿起来很辛苦，\n但防御堪称铁壁！能够架起盾牌，\n缓慢前进保护自己并不断进攻！
KirbyBombChain	连锁也就是连锁发动的炸弹！\n长按进行瞄准后丢出炸弹布局，\n引爆后就会产生连锁反应，砰砰砰地爆炸！\n相连的炸弹越多伤害也会越高！
KirbyCutterChakram	居然是弯刀二刀流！\n操纵着两轮圆月，\n交替投掷，劈砍四周。\n在空中嗡嗡作响，交错纷飞的圆月弯刀！
KirbyFireVolcano	轰地一声，火山要爆发了！\n大地的地热造就了威力强大的烈火！\n砰砰砰地发射岩浆子弹，\n命中目标后连大地也熊熊燃烧化作焦土！
KirbyNeedleJunk	使用废品素材连续戳刺，\n碰到滚动的针刺可是会很痛的哦！\n砰地发射后，无数废品刺\n便会飞向四周，好痛好痛！
Swan	更加优雅，更加美丽。\n虽柔软但威力却提升了！\n利用风和羽毛将敌人卷入，\n使出芭蕾般的舞蹈，华丽地进行攻击！
KirbyHammerToy	会发出哔哔声，非常可爱的锤子。\n但这可不是玩具哦！\n无论是桩还是敌人都会被打得扁扁的，\n连续攻击能力也一举获得提升！
KirbyCrashTime	这不会就是终极武器了吧？\n连时间都能操控的新武器！\n将这个世界的一切都变成慢动作，\n而自己快速行动，破坏一切！
DeformKirbyRing	在神秘漩涡中学会的塞满嘴变形。\n只要把在新世界发现的大圈圈塞满嘴，\n就能让身体变成张着嘴巴的圈圈！\n只要呼气就能用风吹散沙尘与敌人，\n甚至还能吹动风车，让其旋转！
DeformKirbyRingBoat	在神秘漩涡中学会的塞满嘴变形。\n变形成圈圈塞满嘴，搭上漂浮在水上的小船吧！\n变成可以操控风力的游艇后，\n不但能呼气突进，还能冲垮敌人！\n碰到有裂痕的墙壁还能砰地破坏掉，继续前进哦！
DeformKirbyLightbulb	在神秘漩涡中学会的塞满嘴变形。\n只要把在新世界发现的圆形灯泡塞满嘴，\n就能在一片黑暗中打开开关照亮世界！\n因为按着开关的时候难以行动，\n所以记下照亮的路径再前进吧。\n寻找、迈进、抵达终点！
DeformKirbyRollerCoaster	在神秘漩涡中学会的塞满嘴变形。\n只要把在新世界发现的整辆云霄飞车塞满嘴，\n就能变成太空飞车，随时出发！\n仔细看清路线，左右倾斜前进吧！\n这就是主题乐园的招牌游乐设施，\n名为梦幻的……“太空惊奇乐园号”！
Alligator	拥有骇人巨大下颚的鳄佳布尔。\n会贴着水面游动，等待猎物上门。\n身体被宛如盔甲的表皮覆盖，\n坚硬得连复制能力都无法伤其分毫。\n在塞满嘴变形后使用突进打倒他吧！
WaterBigEnemy	最爱耍特技的气球高手。\n不知道是受人指导还是祖辈的遗传，\n他拥有相当完美的球技！\n那颗球也不知是从何处得到的，\n是一碰就会爆炸的危险品。\n努力地吸入球来取得炸弹能力吧。
