AbilityList.msbt
$TownAbilityListAttackText	こうげき{r2[りょく]}力{/r2}
Text_TownClearedArenaLv3_02	いろんなモードを クリアすると、\nカービィハウスのカベに しゃしんが ふえていきます。{[0004]}しゃしんは ぜんぶで {color[ff4d2fff]}10まい。\n{color[000000ff]}いっぱい あそんで、わすれられない {r2[おも]}思{/r2}い{r2[で]}出{/r2}を{r2[つく]}作{/r2}って…{[0004]}めざすは 100％クリア、{color[ff4d2fff]}\n{r2[ほし]}星{/r2}のカービィマスターだ！！{color[000000ff]}
Text_TownClearedArenaLv3_03	{color[ff4d2fff]}こうかんワドルディ{color[000000ff]}が {r2[まち]}町{/r2}にやってきました！\nまだ{r2[て]}手{/r2}に{r2[い]}入{/r2}れていない {color[ff4d2fff]}フィギュア{color[000000ff]}を\n{[0101|8100]}レアストーンと こうかんして くれます！{[0004]}かれと こうかんしたり、\nいろんな ステージで {r2[はっけん]}発見{/r2}したりして…\n{color[ff4d2fff]}ぜんぶで 256コ あるフィギュアを {r2[あつ]}集{/r2}めちゃおう！{color[000000ff]}
Text_TownMovieSelectPlayOther	ほかのムービーも みますか？
Btn_TheaterRoomSee	みる
Text_SetCopyAbility	{color[ff4d2fff]}{[0309|0000]}{color[000000ff]}を セットしました。\nステージ{r2[ちゅう]}中{/r2}で {r2[て]}手{/r2}に{r2[はい]}入{/r2}る のうりょくも\n{[0309|0000]}に なります。
Text_SetStrengthenedCopyAbility	{color[ff4d2fff]}{[0309|0000]}{[0107|0000]}{[0301|0000]}{color[000000ff]}を セットしました。\nステージ{r2[ちゅう]}中{/r2}で {r2[て]}手{/r2}に{r2[はい]}入{/r2}る のうりょくも\n{[0309|0000]}{[0107|0000]}{[0301|0000]}に なります。
Text_SetMaxStrengthenedCopyAbility	{color[ff4d2fff]}{[0309|0000]}{[0107|0000]}{[010a|0300]}{color[000000ff]}を セットしました。\nステージ{r2[ちゅう]}中{/r2}で {r2[て]}手{/r2}に{r2[はい]}入{/r2}る のうりょくも\n{[0309|0000]}{[0107|0000]}{[010a|0300]}に なります。
Text_CheckEvolve	{[030a]}のうりょくを\n{color[ff4d2fff]}{[0309|0000]}{color[000000ff]}へ しんかさせますか？
Btn_Evolve	しんかさせる
Text_EvolvePointStarShortage	{[0100|8000]}コインスターが {color[ff4d2fff]}たりません。\n{color[000000ff]}\nしんか には {color[ff4d2fff]}{[0100|8000]}{[0301|0000]} {[0101|8100]}{[0301|0100]}{color[000000ff]} がひつようです。
Text_EvolveRarePieceShortage	{[0101|8100]}レアストーンが {color[ff4d2fff]}たりません。{color[000000ff]}\n\nしんか には {color[ff4d2fff]}{[0100|8000]}{[0301|0000]} {[0101|8100]}{[0301|0100]}{color[000000ff]} がひつようです。
Text_EvolvePointStarAndRarePieceShortage	{[0100|8000]}コインスターと {[0101|8100]}レアストーンが {color[ff4d2fff]}たりません。\n\n{color[000000ff]}しんか には {color[ff4d2fff]}{[0100|8000]}{[0301|0000]} {[0101|8100]}{[0301|0100]}{color[000000ff]} がひつようです。
Title_RarePieceShortageGoCstage	トレジャーロードに いこう！
Text_RarePieceShortageGoCstage	{color[ff4d2fff]}トレジャーロード{color[000000ff]}に いって\n{[0101|8100]}レアストーンを {r2[て]}手{/r2}に{r2[い]}入{/r2}れよう。
Text_RarePieceShortageRescueWaddleDee	{color[ff4d2fff]}ワドルディをたくさん たすけて{color[000000ff]}\n{r2[あら]}新{/r2}たな トレジャーロードに いき\n{[0101|8100]}レアストーンを {r2[て]}手{/r2}に{r2[い]}入{/r2}れよう。
Text_RarePieceShortageGoArena	{[0101|8100]}レアストーンは {color[ff4d2fff]}コロシアム{color[000000ff]}を\nクリアしても {r2[て]}手{/r2}に{r2[い]}入{/r2}れられます。
Text_CopyAbilityEvolution	{[030a]}のうりょくは {color[ff4d2fff]}{[0309|0000]}{color[000000ff]}へ しんかした！
Text_CopyAbilityEvolutionCstageOpen	このしんかによって {[030e]}の\n{color[ff4d2fff]}{[0309|0000]} トレジャー{color[000000ff]}が あそべるように なった！\nさっそく {r2[い]}行{/r2}ってみよう！
Text_CopyAbilityEvolutionCstageUnlock	このしんか によって、\n{[030e]}に {color[ff4d2fff]}{r2[あら]}新{/r2}たなトレジャーロード{color[000000ff]}が\nしゅつげんした。さっそく {r2[い]}行{/r2}ってみよう！
Text_CheckStrengthen	{color[ff4d2fff]}{[0100|8000]}{[0301|0000]} {[0101|8100]}{[0301|0100]} {color[000000ff]}で\n{[0309|0000]}を きょうかしますか？
Text_CheckStrengthenMore	{color[ff4d2fff]}{[0100|8000]}{[0301|0000]} {[0101|8100]}{[0301|0100]} {color[000000ff]}で\n{[0309|0000]}{[0107|0000]}{[0301|0200]}を きょうかしますか？
Btn_Strengthen	きょうかする
Text_StrengthenPointStarShortage	{[0100|8000]}コインスターが {color[ff4d2fff]}たりません。\n{color[000000ff]}\nきょうかには {color[ff4d2fff]}{[0100|8000]}{[0301|0000]} {[0101|8100]}{[0301|0100]}{color[000000ff]} がひつようです。
Text_StrengthenRarePieceShortage	{[0101|8100]}レアストーンが{color[ff4d2fff]} たりません。{color[000000ff]}\n\nきょうかには {color[ff4d2fff]}{[0101|8100]}{[0301|0100]}{color[000000ff]} がひつようです。
Text_StrengthenPointStarAndRarePieceShortage	{[0100|8000]}コインスターと\n{[0101|8100]}レアストーンが{color[ff4d2fff]} たりません。\n{color[000000ff]}\nきょうかには {color[ff4d2fff]}{[0100|8000]}{[0301|0000]} {[0101|8100]}{[0301|0100]}{color[000000ff]} がひつようです。
Text_InableStrengthen	この のうりょくは {color[ff4d2fff]}きょうかできません。{color[000000ff]}
Text_AlreadyStrengthenedMax	この のうりょくは\nこれいじょう {color[ff4d2fff]}きょうかできません。{color[000000ff]}
Text_CopyAbilityStrengtheningFirst	{[0309|0000]}{[0107|0000]}{[0301|0000]}に きょうかされ、\n{color[ff4d2fff]}こうげき{r2[りょく]}力{/r2}が アップ{color[000000ff]}しました！
Text_CopyAbilityStrengtheningMore	{[0309|0000]}{[0107|0000]}{[0301|0000]}に きょうかされ、\n{color[ff4d2fff]}こうげき{r2[りょく]}力{/r2}が さらにアップ{color[000000ff]}しました！
Text_CopyAbilityStrengtheningMax	{[0309|0000]}{[0107|0000]}{[010a|0300]}に きょうかされ、\n{color[ff4d2fff]}こうげき{r2[りょく]}力{/r2}{color[000000ff]}が この のうりょくの\n{color[ff4d2fff]}{r2[マックス]}MAX{/r2}{color[000000ff]}に なりました！
Text_CapsuleToyAlreadyComplete	いま {r2[て]}手{/r2}に{r2[はい]}入{/r2}る{color[ff4d2fff]} {[031e]}{color[000000ff]}の フィギュアは ぜんぶ {r2[も]}持{/r2}っています。\nそれでも まわしますか？
Btn_Turn	まわす
Text_CapsuleToyPointStarShortage	{[0100|8000]}コインスターが {color[ff4d2fff]}たりません。\n{color[000000ff]}{[0100|8000]}{color[ff4d2fff]}{[0301|0000]} {color[000000ff]}ひつようです。
Text_FigureListDecorateFigure	フィギュアを おうちに かざりました。\n\n{color[ff4d2fff]}３つまで{color[000000ff]} いっしょに ならべることが できます。
Text_FigureListDecorateFigureAndRemove	かざってある フィギュアを １つ かたづけて\nおうちに かざりました。\n\n{color[ff4d2fff]}３つまで{color[000000ff]} いっしょに ならべることが できます。
Text_FigureListRemoveDecoratedFigure	フィギュアを かたづけました。
Text_FigureListNoFigures	まだ {color[ff4d2fff]}フィギュアを もっていません。{color[000000ff]}\nステージや ガチャルポンで あつめてこよう！
Text_FigureListEventHint_TownFoodShop	このフィギュアは ワドルディカフェで\n{color[ff4d2fff]}たくさん ちゅうもん{color[000000ff]}すると もらえます。
Text_FigureListEventHint_TownCafeJob	このフィギュアは ワドルディカフェで\n{color[ff4d2fff]}ギリギリアルバイトを クリア{color[000000ff]}すると もらえます。
Text_FigureListEventHint_TownDeliveryservice	このフィギュアは おとどけワドル{r2[びん]}便{/r2}で \nプレゼントキーワードを \n{color[ff4d2fff]}いくつか{r2[きにゅう]}記入{/r2}{color[000000ff]}すると もらえます。
Text_FigureListEventHint_TownKnow	このフィギュアは ものしりワドルディの\nお{r2[はなし]}話{/r2}を{color[ff4d2fff]}たくさん{r2[き]}聞{/r2}く{color[000000ff]}と もらえます。
Text_FigureListEventHint_TownToolShop	このフィギュアは ワドルディのどうぐ{r2[や]}屋{/r2}で\n{color[ff4d2fff]}たくさん お{r2[か]}買{/r2}いもの{color[000000ff]}をすると もらえます。
Text_FigureListEventHint_TownTamakoro	このフィギュアは コロコロ！タマコロカービィを\n{color[ff4d2fff]}すべてクリア{color[000000ff]}すると もらえます。
Text_FigureListEventHint_TownFishing	このフィギュアは ドキドキ！せつなのつりぼりで\n{color[ff4d2fff]}おうごんのヌシ{color[000000ff]}を つりあげると もらえます。
Text_FigureListEventHint_TownAbilityRoom	このフィギュアは ワドルディのぶき{r2[や]}屋{/r2}で\n{color[ff4d2fff]}すべてのコピーのうりょく{color[000000ff]}を\nしんかさせると もらえます。
Text_FigureListEventHint_TownArena	このフィギュアは コロシアムの\n{[0312]} を\n{color[ff4d2fff]}さいごまで クリア{color[000000ff]}すると もらえます。
Text_FigureListEventHint_TownTheaterRoom	このフィギュアは\nワドルディシアターで {color[ff4d2fff]}すべてのムービー{color[000000ff]}が\nみられるようになると もらえます。
Text_FigureListEventHint_TownLive	このフィギュアは\n{r2[まち]}町{/r2}かどワドライブの ぶたいを\n{color[ff4d2fff]}さいごまでグレードアップ{color[000000ff]}すると もらえます。
Text_FigureListEventHint_BossChimeraPerfect	このフィギュアは コロシアムの\n{[0312]} を\n{color[ff4d2fff]}さいごまで クリア{color[000000ff]}すると もらえます。
Text_FigureListEventHint_ChallengeAllClear	このフィギュアは トレジャーロードを\n{color[ff4d2fff]}すべてクリア{color[000000ff]}すると もらえます。
Text_FigureListEventHint_BossLionAndLeopard	このフィギュアは \n{r2[ぜっとう]}絶島{/r2}ドリーミー・フォルガに ただよう\n{[0302|0000]}を {color[ff4d2fff]}すべてあつめる{color[000000ff]}と もらえます。
Text_FigureListArenaHint	このフィギュアは コロシアムの\n{color[ff4d2fff]}{[0312]}{color[000000ff]}を {color[ff4d2fff]}クリア{color[000000ff]}すると\nガチャルポンの ラインナップに ついかされます。
Text_FigureListEvolutionHint	{color[ff4d2fff]}{[030a]}のうりょく{color[000000ff]}を しんかさせると\nガチャルポンの ラインナップに ついかされます。
Text_FigureListEventHintBeforeUnlockTown	{color[ff4d2fff]}ワドルディの{r2[まち]}町{/r2}{color[000000ff]}が はってんすると\nこのフィギュアが どこで{r2[て]}手{/r2}に{r2[はい]}入{/r2}るか わかります。
Text_FigureListEventHintBeforeUnlockEstory	{color[ff4d2fff]}キャロライン{color[000000ff]}に はなしかけて\nぼうけんを すすめると\nこのフィギュアが どこで{r2[て]}手{/r2}に{r2[はい]}入{/r2}るか わかります。
Text_FigureListEventHint_SoulSingle	{color[ff4d2fff]}フォルガトゥン・チェル{color[000000ff]}を {color[ff4d2fff]}クリア{color[000000ff]}すると\nガチャルポンの ラインナップに ついかされます。
Text_FigureListEventHintDisclosureEstoryStage	このフィギュアは {color[ff4d2fff]}{r2[ぜっとう]}絶島{/r2}ドリーミー・フォルガ{color[000000ff]}の\n{color[ff4d2fff]}ステージを クリアしていく{color[000000ff]}と ガチャルポンの\nラインナップに ついかされていきます。
Text_FigureListArenaHintHiddenName	？？？
Text_FigureListEstoryHintHiddenName	？？？
Text_FigureListEstoryHintOpenName	レオンのソウル
Btn_DeliveryServiceUse	りようする
Text_DeliveryService_NetLoading	おとどけプレゼントの かくにんのため\nインターネットの{r2[せつぞく]}接続{/r2}を おこなっています…
Text_DeliveryService_FailedConnectInternet	インターネット{r2[せつぞく]}接続{/r2}に しっぱい しました。{[0004]}インターネットに {r2[せつぞく]}接続{/r2}しないで\nおとどけワドル{r2[びん]}便{/r2}を {color[ff4d2fff]}りようしますか？{color[000000ff]}\n\n{r2[まち]}町{/r2}で{r2[み]}見{/r2}つけた プレゼントキーワードのみ、\nりようすることが できます。
Btn_DeliveryService_UseInternet	りようする
Btn_DeliveryServiceInputAbort	やめる
Btn_NotCancel	やめない
Text_TownPresentBox_WithPresentCode	プレゼントキーワード\n{color[ff4d2fff]}『{[0302|0000]}』{color[000000ff]}の\nおとどけプレゼントが とどきました。
Text_TownPresentBox_WithoutPresentCode	プレゼントキーワードで\nおとどけプレゼントが とどきました。
Text_TownPresentBox_GetRewardCoin	{[0100|8000]}{[0320]} {[0301|0000]} を{r2[て]}手{/r2}に{r2[い]}入{/r2}れました！
Text_TownPresentBox_GetRewardRare	{[0101|8100]}{[0321]} {[0301|0000]} を{r2[て]}手{/r2}に{r2[い]}入{/r2}れました。
Text_TownPresentBox_GetRewardItem	{[0317]} {[0301|0000]} を{r2[て]}手{/r2}に{r2[い]}入{/r2}れました。
Text_TownPresentBox_GetRewardItemItem	{[0317]} {[0301|0000]} と\n{[0317]} {[0301|0000]} を{r2[て]}手{/r2}に{r2[い]}入{/r2}れました。
Text_TownPresentBox_GetRewardCoinRare	{[0100|8000]}{[0320]} {[0301|0000]} と\n{[0101|8100]}{[0321]} {[0301|0000]} を{r2[て]}手{/r2}に{r2[い]}入{/r2}れました。
Text_TownPresentBox_GetRewardCoinItem	{[0100|8000]}{[0320]} {[0301|0000]} と\n{[0317]} {[0301|0000]} を{r2[て]}手{/r2}に{r2[い]}入{/r2}れました。
Text_TownPresentBox_GetRewardCoinItemItem	{[0100|8000]}{[0320]} {[0301|0000]} と\n{[0317]} {[0301|0000]}\n{[0317]} {[0301|0000]} を{r2[て]}手{/r2}に{r2[い]}入{/r2}れました。
Text_TownPresentBox_GetRewardRareItem	{[0101|8100]}{[0321]} {[0301|0000]} と\n{[0317]} {[0301|0000]} を{r2[て]}手{/r2}に{r2[い]}入{/r2}れました。
Text_TownPresentBox_GetRewardRareItemItem	{[0101|8100]}{[0321]} {[0301|0000]} と\n{[0317]} {[0301|0000]}\n{[0317]} {[0301|0000]} を{r2[て]}手{/r2}に{r2[い]}入{/r2}れました。
Text_TownPresentBox_GetRewardCoinRareItem	{[0100|8000]}{[0320]} {[0301|0000]} と {[0101|8100]}{[0321]} {[0301|0000]}\n{[0317]} {[0301|0000]} を{r2[て]}手{/r2}に{r2[い]}入{/r2}れました。
Text_TownPresentBox_GetRewardCoinRareItemItem	{[0100|8000]}{[0320]} {[0301|0000]} と {[0101|8100]}{[0321]} {[0301|0000]}\n{[0317]} {[0301|0000]}\n{[0317]} {[0301|0000]} を{r2[て]}手{/r2}に{r2[い]}入{/r2}れました。
Text_TownPresentBox_GetRewardSupportCoin	ワドルディたちから\n{color[ff4d2fff]}{[0100|8000]}コインスター {[0301|0000]} {color[000000ff]}が とどけられた！
Text_TownFoundWatchword_00	こんなところに プレゼントキーワードが {r2[か]}書{/r2}かれている。\n{color[ff4d2fff]}「{[031f]}」{color[000000ff]}{[0004]}プレゼントキーワードは\nおとどけワドル{r2[びん]}便{/r2}で １{r2[ど]}度{/r2}のみ つかえます。
Text_TownFoundWatchword_01	チラシに プレゼントキーワードが {r2[か]}書{/r2}かれている。\n{color[ff4d2fff]}「{[031f]}」{color[000000ff]}{[0004]}プレゼントキーワードは\nおとどけワドル{r2[びん]}便{/r2}で １{r2[ど]}度{/r2}のみ つかえます。
Text_TownFoundWatchword_02	かくされた プレゼントキーワードを {r2[はっけん]}発見{/r2}しました。\n{color[ff4d2fff]}「{[031f]}」{color[000000ff]}{[0004]}プレゼントキーワードは\nおとどけワドル{r2[びん]}便{/r2}で １{r2[ど]}度{/r2}のみ つかえます。
Text_TownFoundWatchword_03	カベに {r2[か]}書{/r2}かれたプレゼントキーワードを {r2[はっけん]}発見{/r2}しました。\n{color[ff4d2fff]}「{[031f]}」{color[000000ff]}{[0004]}プレゼントキーワードは\nおとどけワドル{r2[びん]}便{/r2}で １{r2[ど]}度{/r2}のみ つかえます。
