AbilityList.msbt
$TownAbilityListAttackText	Power
Text_MgameBallAllClear	You {color[ff4d2fff]}cleared all{color[000000ff]} of Tilt-and-Roll Kirby\nin {color[ff4d2fff]}Extra Hard{color[000000ff]} difficulty!
Btn_Trade	Trade
Text_EstorySoulGetFirst	You got {color[ff4d2fff]}a piece of Leon's Soul{color[000000ff]}! Wait...is this\nLeongar's soul?! It must be a tiny fragment of it.{[0004]}If you collect more of these scattered soul pieces,\n{color[ff4d2fff]}you might be able to save him{color[000000ff]}.{[0004]}Try to {color[ff4d2fff]}collect{color[000000ff]} more pieces of Leon's Soul as you\nexplore the isolated isles of Forgo Dreams!
Text_EstoryBossStageUnlock	The pieces of Leon's Soul you collected {color[ff4d2fff]}are shining\n{color[000000ff]}in the direction of their owner!{[0004]}You can{color[ff4d2fff]} sense Leongar{color[000000ff]} on that forgotten,\nisolated isle... Hurry and help him!
Text_EstoryBossStageUnlockFailure	You don't have enough soul pieces to track\ndown Leongar...{[0004]}Search this mysterious world, and\n{color[ff4d2fff]}collect more pieces of Leon's Soul{color[000000ff]}!
Text_Advice_ManyRetryAtBoss_ExistNotPassedBlueprint	You can use the {color[ff4d2fff]}blueprint {color[000000ff]}you found to\n{color[ff4d2fff]}evolve {color[000000ff]}Copy Abilities into new forms.{[0004]}Bring it to Waddle Dee's Weapons Shop\nin town to access a {color[ff4d2fff]}stronger ability{color[000000ff]}!
Text_Advice_ManyRetryAtBoss_UsedCopyAbilityAbleToEvolution	The {color[ff4d2fff]}{[030a]} {color[000000ff]}ability you used in the\nlast battle can be {color[ff4d2fff]}evolved{color[000000ff]}.{[0004]}Visit Waddle Dee's Weapons Shop in town\nto evolve it into a {color[ff4d2fff]}stronger ability{color[000000ff]}!
Text_Advice_ManyRetryAtBoss_CopyAbilityAbleToUseEvoluted	You can use an {color[ff4d2fff]}evolved ability {color[000000ff]}to gain\nan advantage during battle.{[0004]}Go to Waddle Dee's Weapons Shop\nin town and {color[ff4d2fff]}select{color[000000ff]} a stronger ability!
Text_Advice_ManyRetryAtBoss_GuideToFoodShop	If you have a {color[ff4d2fff]}stock item{color[000000ff]}, you can use it by {color[ff4d2fff]}holding\ndown{color[000000ff]} {color[ff4d2fff]}{[0702|0200]}{color[000000ff]}. You can even use one while battling!{[0004]}If you have food saved as a stock item, you can\nuse it to {color[ff4d2fff]}recover{color[000000ff]} some health.{[0004]}Stop by the {color[ff4d2fff]}Waddle Dee Café {color[000000ff]}in town\nto buy some food!
Figure.msbt
KirbyNormal	Kirby was pulled into a mysterious vortex that\nappeared in the sky over his home on Planet\nPopstar. When he woke up, he was in a new\nworld! Traveling through that vortex also gave\nKirby a new and mysterious power... Let's see\nwhat it can do! Onward to adventure!
SupportChara	A mystical new friend you met in a mysterious\nnew world. You found Elfilin as he was trying\nto save the Waddle Dees from the Beast Pack.\nHe seems happy to be Kirby's guide, sharing\nhelpful advice to save the Waddle Dees and\nrebuild their town. Thanks, Elfilin!
BandanaWaddleDee	Bandana Waddle Dee was pulled through the\nvortex along with Kirby. When he heard that\nhis fellow Waddle Dees were being captured\nby the Beast Pack, he grabbed his trusty\nspear and ran to help! He can join you as P2\nwhile you explore the new world.
WaddleDee	These Dee-lightful residents of Planet Popstar\nlanded in the new world before Kirby arrived.\nThings looked grim when wild beasts began to\ncapture them and steal their precious food...\nbut with Kirby's help, they're rebuilding their\ntown and starting over!
KirbySword	Slice through this new world as a sword-\nwielding, green-hatted hero! Try charging up\nbefore you swing for extra power. Train hard,\nand become this world's new sword master!
KirbyBomb	Hold down the button to aim and throw.\nGot it? Hold, aim, throw! Throw, hit, BOOM!\nYou can run and throw them too, or roll them\nahead of you to get an explosive strike!
KirbyCutter	Swish! Sling that sharp-edged boomerang!\nUse it to grab far-off items. Hold the button\ndown to freeze it in midair and charge it up.\nThat will make it extra powerful! Swish!
KirbyFire	This ability is hot, hot, hot! Light fuses, burn\nthrough obstacles, and toast your enemies\nwith the power of a raging fire. Run, jump,\nthen attack to blast forward as a fireball!
KirbyRanger	Time for some shooting-star sharpshooting!\nPew, pew! Hold the button down to charge\nand aim, then let go to send a sparkling shot\nflying. Charge it up for bigger blasts!
KirbyNeedle	Ouch! Ooch! Careful with those spikes! Jab\nenemies in place, or pick 'em up by rolling\naround. Nab a whole bunch of 'em together,\nthen launch them off all at once! POW!
KirbyIce	Brrr! So cold! Can you see your own breath?\nMake a chunk of ice, then kick it forward!\nSkate and slide wherever you go. You'll\neven glide right over mud and magma!
DeformKirbyCar	Kirby gained the mysterious Mouthful Mode\nability after he flew through that vortex...\nNow he can stuff an entire car into his mouth!\nWhen he does, he turns into a peppy, pink car\nthat can jump and use Turbo Dash. It's a nice\nday for a scenic drive. Turn up the radio!
DeformKirbyCone	Kirby gained the mysterious Mouthful Mode\nability after he flew through that vortex...\nNow he can stuff an entire cone into his\nmouth! Use your pointy head to jab below\nyou and bust open cracks in the ground or\non pipes. You're out of cone-trol, Kirby!
DeformKirbyWaterTank	Kirby gained the mysterious Mouthful Mode\nability after he flew through that vortex...\nNow he can stuff an entire dome into his\nmouth! Wrap around one of these, then twist\nuntil it pops open. Think there's anything\ngood inside? Only one way to find out!
DeformKirbyLocker	Kirby gained the mysterious Mouthful Mode\nability after he flew through that vortex...\nNow he can stuff an entire set of lockers into\nhis mouth! Wiggle and thrash until you tip\nover... Hey! Who put this behind the lockers?
DeformKirbyLockerBig	Kirby gained the mysterious Mouthful Mode\nability after he flew through that vortex...\nNow he can stuff an entire set of lockers into\nhis mouth! This one won't budge. Wiggle,\nwiggle, wiggle, and— Whoa! He just took a\nwhole chunk of that wall down! Use this to\nfind hidden routes you didn't know about.
CaptiveCage	One of the Waddle Dees being held captive by\nthe fearsome Beast Pack. There are so many\nout there waiting to be saved. You can\nalmost hear them calling for help... "Wa-wa!\nWa-wa!" Let me out, let me out! Wait, you\nhear that too? One of them must be nearby!
GoalPoint	The Beast Pack managed to catch these three\nWaddle Dees with one golden cage! If they\nwork together, they might be able to... Oh.\nNever mind. They're too sad to move. All they\ncan do is cry out for help. "Wa-wa, wa-wa!"\nSomebody save them!
AnimalWaddleDee	A common beast that can be found all over\nthe new world. They're pretty cute, but they\nhave a dangerous wild side. They'll growl and\njump at anyone who crosses them! A whole\nbunch of these critters attacked the Waddle\nDees. Funny, you'd think they'd get along!
RabbitEnemy	The little one? That's Rabiroo. The big one?\nThat's Orabiroo. The O is for, "OH my gosh,\nlook at how high they can jump!" Try not to\nbe under one when they land. Their fellow\ncritters like to pet them because they're so\nfluffy. (Don't touch the tail. They hate that.)
TackleEnemy	Behold! It's the brutal, brutish Buffahorn!\nWeak attacks won't stand a chance against\nthis critter's forward tackle. Good thing they\nhave a hard time stopping! If you're careful,\nyou can trick them into running off cliffs.\nThey'll be OK down there. They're real tough.
Turtle	Tortorner has a whole shell made of concrete,\nas if it walked off with somebody's sidewalk!\nIt has a thick skull and a mean bite, but its\nbody is pretty delicate. A Mouthful Mode\nability might help you crack through its shell\nand land a brutal blow from above!
TurtleBig	Whoa! Tortuilding's shell is a whole building!\nThis big baddie must be some kind of boss\nfor the smaller beasts. It enjoys basking in\nthe sun, so it climbs to high spots and claims\nthe whole area as its territory. (It must take a\nlong time for this critter to get up there...)
RangerEnemy	This uppity pup is an expert marksman—pew,\npew—who's quick on his feet as he patrols\nthe new world. His eyes are hidden under his\nhat, but that doesn't seem to affect his aim!\nHe also has an impressive sniffer that can\ntrack prey, near or far.
NeedleEnemy	Charge those points up, then...zing! Let 'em\nfly! Jabhog is famous in the new world for its\nspiky spines. They were short and cute when\nit was young, but they eventually grew into\ndangerous needles. It'll jab anything that gets\ntoo close, so approach with caution!
CarshopSignboard	This logo belonged to an auto shop named\nHoline Custom Autos—part of Holine Corp.\nHoline also sold industrial parts, managed\nconstruction, and made all kinds of stuff.\nFrom buildings to streets to amusement-park\nrides, remember: if it's quality, it's Holine!\nErr, perhaps "it was" would be more accurate.
MallEntrance	This was the logo for Alivel Mall, owned by\nAlivel Holding Company. "Making life even\nlivelier" was their corporate slogan. They ran\na wide range of businesses: entertainment\narenas, food shops, service industries...\nNow the remains of those businesses can be\nfound in all kinds of places, empty and alone.
CompanyBoard	The Lightron Works Company was a massive\ncorporation that invested in research and\ndevelopment within all kinds of fields: electro,\nbio, astro, and more! Lightron eventually split\nup, giving rise to many rival companies and\ncountless heated corporate battles.
MaxTomato	If your health is low, just eat a Maxim Tomato\nto fully heal yourself. (They're packed with\nnutrients!) Did these fall through the same\nvortex as Kirby and his friends, or were they\nin the new world already? It's hard to tell,\nbut everyone seems to enjoy them—even the\nBeast Pack!
TownCafeJob	Kirby's taken on a side gig at the counter of\nthe Waddle Dee Café! He's dressed like a\nfocused employee, but he's secretly fighting\nthe urge to gobble up each dish himself.\nThis might be his greatest struggle yet...\nStay strong, Kirby!
TownFishing	Ahhh. Kirby's doing a bit of fishin' at the ol'\nfishin' pond. He looks super, super relaxed...\nMaybe too relaxed. Hey! Pay attention, Kirby!\nThere's exciting stuff swimming in that pond,\nincluding the legendary "Bling Blipper" of\nWaddle Dee Town!
TownKnow	When you need wisdom, visit Wise Waddle\nDee! He always has a tip handy and seems to\nknow a lot about this new world. His magical\nencyclopedia can collect and share rankings\nfrom all over the world! (Where did he even\nfind that book?!)
TownDeliveryservice	This dutiful delivery Dee works for Waddle\nDee-liveries in town. He gets helpful items to\nyour doorstep with blinding speed! Kirby's\nhandwriting makes it hard to read the Present\nCodes sometimes, but this kind soul approves\nthe orders anyway.
TownFoodShop	This short-order cook loves to feed his fellow\nWaddle Dees at the café in town. He even\nkept them fed after they crashed in the new\nworld! His cooking smelled so good...which is\nhow the Beast Pack found them. Now that the\ncafé has been rebuilt, it's time to get to work!
TownTamakoro	Step right up, step right up! This Waddle Dee\nruns the town's favorite game, Tilt-and-Roll\nKirby. The other Waddle Dees love to play his\ngame. In fact, they wouldn't stop asking him\nfor more! That might explain why he added\nthe daunting Extra Hard difficulty.
TownToolShop	This enterprising Waddle Dee opened his own\nitem shop in town. He sells special items that\nwill help you out. He also supplies the café\nwith an Energy Drink that he makes by hand.\nThey have a special business arrangement:\ntwo Energy Drinks for three Kirby Burgers!
MisterFrosty	The mysterious vortex brought Mr. Frosty to\nthe new world too! He arrived shortly before\nKirby and immediately joined the Beast Pack.\n(The change in wardrobe must have made it\nan easy choice.) It's tough to be the new guy,\nbut his fellow beasts love working with him.
BossGorilla	Gorimondo considers the local shopping mall\nto be his personal territory. As part of the\nBeast Pack's executive council, he's in charge\nof capturing Waddle Dees and gathering food.\nHe tends to eat all the fruit himself... He just\ncan't help it! This behavior has earned him\nan earful from his boss more than once.
KirbyDrill	Burrow underground with your mighty drill!\nYou can use this to dodge enemy attacks.\nIf you dig in certain spots, you might be able\nto sneak into off-limits areas! Heh heh...
KirbyTornado	Pull enemies, blocks, and stars into your\ncyclone, then release them to deal damage!\nThis ability's controls might make you dizzy,\nso whirl, swirl, and twirl...but try not to hurl.
KirbyHammer	A sturdy hammer with intense attack power.\nYour reach is short, but it's worth it to bonk\nenemies—and stakes! Hold the button to\ncharge, then let go to do a Hammer Flip!
KirbyCrash	DANGER! DANGER! This ability makes the\nbiggest boom of all, and you can hold the\nbutton down to make it even biggest-er!\nNothing will escape that blast. BWOOOSH!
KirbyEliteRanger	The most experienced of marksmen requires\nthe fanciest of hats. Fire a barrage of shots\nwith dual-wielded pop guns. You can release\na flurry of charged shots too! P-pew, p-pew!
KirbySwordGalactic	This big ol' sword is definitely gigant...ic!\nIt's a bit hard to swing around, but it'll keep\nyou well guarded. Use it to shield yourself\nfrom an attack, then go on the offensive!
KirbyBombChain	Chain your bombs together to explode all of\nthem at once! Hold the button down, aim,\nand throw to place them. The more bombs\nyou connect, the more damage they'll do!
KirbyCutterChakram	You can dual wield cutters?! Whoa! Sling\nboth chakrams forward to slash a wide area\nin front of you. It's fun to watch 'em fly...\nas long as you're doing the throwing.
KirbyFireVolcano	BOOM! FWOOSH! This volcano's erupting!\nHarness the power of geothermal energy to\nspew lava in front of you. Blaze through\nenemies and make 'em feel the heat!
KirbyNeedleJunk	Pointy, spiky clutter all rolled up into a ball?\nIt's needles upon needles! What a powerful\nweapon! Roll forward, then release to send\nsharp clutter flying out around you. OUCH!
Swan	Grace, elegance, beauty...and brutal attacks.\nPull your enemies into a flurry of feathers,\nand turn battles into sophisticated ballets.\nOw! Hurts almost as much as pointe shoes...
KirbyHammerToy	Sure, this may be the cutest bonk to ever\nbonk a bonk...but this is no plaything! It has\nrapid, continuous attacks with enough power\nto hammer stakes and crush enemies.
KirbyCrashTime	We didn't think the Crash ability's boom\ncould get any biggest-er...but this one can\nbreak time itself! Slow down time, then act\nfast to cause some real destruction!
DeformKirbyRing	Kirby gained the mysterious Mouthful Mode\nability after he flew through that vortex...\nNow he can stuff an entire metal ring into his\nmouth! Huff and puff out blasts of air to blow\nsand away, defeat enemies, or spin windmills!
DeformKirbyRingBoat	Kirby gained the mysterious Mouthful Mode\nability after he flew through that vortex...\nNow he can stuff an entire metal ring into his\nmouth and use it for boating! Use blasts of\nair to move your boat and slam into enemies.\nYou can even bust through cracked walls!
DeformKirbyLightbulb	Kirby gained the mysterious Mouthful Mode\nability after he flew through that vortex...\nNow he can stuff an entire light bulb into his\nmouth! Illuminate your surroundings with the\nglow from your gullet. It's hard to move when\nyou're lit up, so study your surroundings, go\ndark again, and wobble onward—carefully!
DeformKirbyRollerCoaster	Kirby gained the mysterious Mouthful Mode\nability after he flew through that vortex...\nNow he can stuff an entire roller coaster into\nhis mouth! Zip along the rails, and tilt left or\nright to dodge. Everybody strap in, because\nthe Spaceship Wondaria is blasting into the\nfuture! Wheee!
Alligator	This robust swimmer has a powerful jaw.\nIt floats on the water's surface, watching and\nwaiting for its prey. Its hide is as tough as\narmor, so you'll need something bigger than\na Copy Ability to take him down... Do you\nthink Mouthful Mode would do the trick?
WaterBigEnemy	Balloon-Meister loves to do tricks! No one\nknows where it learned 'em. Perhaps it's\nhereditary? Whatever it is, the tricks are fun!\nJust don't let the ball touch you. Try to inhale\nit instead to get the Bomb Ability. (Hey, wait!\nWhere did it get that ball?!)
DrillEnemy	For Digguh, moving through the ground is as\neasy as swimming. It just dives underground,\nthen...wiggle, wiggle, jump! SURPRISE! You\nnever know when to expect Digguh... Kinda\nrude, actually. It'll also throw clumps of dirt\nat you and munch on ground-bound meals.
HammerEnemy	What a happy little ape! Smile and dance,\nMookie. Watch him swing and throw his little\nhammer around... You can tell he's happy to\nsee you. Just look at that smile! Huh? That's\nnot a smile? He's trying to scare us?! Well,\nuh...it's working now! Yikes!
ParkEntranceStatue	Wondaria was named after its founder, an\nauthor who wrote stories about a dog that\nexplores outer space. Those stories became\nincredibly popular and were later used as the\nbasis for the Wondaria theme park—a land of\ndreams for kids of all ages!
