glossary.msbt
gl_799	クッパケーキ
hsmmet_mw_ed17	クリアしたミニゲームが{r2[ふ]}増{/r2}えましたね。\r\nその{r2[ちょうし]}調子{/r2}で、またチャレンジしてください！
hsmmet_mw_ed20	おかえりなさい！それでは、\r\n{r2[こんかい]}今回{/r2}の{r2[さいこうきろく]}最高記録{/r2}とランキングを{r2[はっぴょう]}発表{/r2}です！
hsmmet_mw_ed21	やりましたね！\r\n{r2[れんしょうきろく]}連勝記録{/r2}をのばしました！
hsmmet_mw_ed22	すばらしい！\r\nランキングは{r2[どうどう]}堂々{/r2}の[0]{r2[い]}位{/r2}です！！
hsmmet_mw_ed30	おかえりなさい！\r\n{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}は、{r2[たの]}楽{/r2}しかったですか？{color[000000ff]}
hsmmet_mw_ed31	すばらしい！\r\n{color[ffffffff]}{color[000000ff]}{color[110c1dff]}スターを[0]{r2[こ]}個{/r2}ゲットできましたね！{color[000000ff]}
hsmmet_mw_ed36	{r2[ほんじつ]}本日{/r2}のパックを、すべて{r2[あそ]}遊{/r2}んでいただき\r\nありがとうございましたー。
hsmmet_mw_ed37	このパックは{r2[はじ]}初{/r2}めてだったようですね。\r\n{r2[あそ]}遊{/r2}んでいただき、ありがとうございます！
hsmmet_mw_ed40	{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}さんの{r2[けっか]}結果{/r2}は……{color[000000ff]}{[0106|1e00]}
hsmmet_mw_ed41	{[0106|0000]}{r2[ゆうしょう]}優勝{/r2}{[0106|0c00]}{[0106|0100]}でしたー！！
hsmmet_mw_ed42	{[0106|0000]}[0]{r2[い]}位{/r2}{[0106|0c00]}{[0106|0100]}でしたー！
hsmmet_rslt01	[0]
hsmmet_rslt02	[0] クリア！
hsmmet_rslt03	[0] リタイア
hsmmet_rslt_wins	{r2[こんかい]}今回{/r2}の{r2[さいこうきろく]}最高記録{/r2}
hsmmet_rslt_wr	{r2[せかい]}世界{/r2}ランキング
hsmmet_rslt_update	ハイスコア更新！
hsmmet_rslt_num00	[0]{size[4b00]}勝{size[6400]}
hsmmet_rslt_num01	[0]{size[4b00]}位{size[6400]}
hsmmet_rslt_rank00	[0]
hsmmet_rslt_rank01	[0]
hsmmet_rslt_win00	かち
hsmmet_rslt_lose00	まけ
hsmmet_rslt_clear00	[0] クリア
hsmmet_rslt_retire00	リタイア
hsmmet_rslt_name00	[0]
hsmmet_rslt_name01	[0]
hsmmet_rslt_pt999	[0]
hsmmet_rslt_pt99	[0]
hsmmet_rslt_pt99_minus	-[0]
hsmmet_rslt_st_rank00	ステージクリアランク
hsmmet_rslt_st_rank01	[0]
hsmm_common.msbt
hsmm_ctrl_cancel	もどる
hsmm_ctrl_next	{r2[つぎ]}次{/r2}へ
hsmm_ctrl_rule	{r2[あそ]}遊{/r2}び{r2[かた]}方{/r2}
hsmm_ctrl_rm	オンラインで{r2[あそ]}遊{/r2}ぶ
hsmm_ctrl_random	おまかせ
hsmm_ctrl_fav	お{r2[き]}気{/r2}に{r2[い]}入{/r2}り
hsmm_tlp_round	ラウンド [0]/[1]
hsmm_tlp_rdFinal	ファイナルラウンド
hsmm_tlp_round01	ラウンド [0]
hsmm_tlp_chal01	[0] - 1
hsmm_tlp_chal02	[0] - 2
hsmm_tlp_chal03	[0] - 3
hsmm_tlp_chal04	[0] - [1]
hsmm_tlp_1vs3Mg	1vs3ミニゲーム！
hsmm_tlp_battleMg	バトルミニゲーム！！
hsmm_tlp_bonusMg	ボーナスミニゲーム！
hsmm_tlp_coinMg	コインミニゲーム！
hsmm_tlp_duelMg	デュエルミニゲーム！
hsmm_tlp_3chal_clear	[0] - [1]  クリア！
hsmm_tlp_3chal_rank	ランク[0]
hsmm_tlp_survival	サバイバル{r2[せいこう]}成功{/r2}！
hsmm_tlp_survival_win	[0]{r2[しょう]}勝{/r2}
hsmm_tlp_gratz	Congratulations！
hsmm_tlp_starget	{color[ffffffff]}{color[000000ff]}{color[110c1dff]}スター ゲット！{color[000000ff]}
hsmm_tlp_op00	[0]
hsmm_tlp_op01	[0]
hsmm_tlp_op10	[0]{r2[しょう]}勝{/r2}マッチ
hsmm_tlp_op20	[0]ラウンド
hsmm_pt999	[0]
hsmm_win999	[0]{size[4b00]}{r2[しょう]}勝{/r2}{size[6400]}
hsmm_pt_wins	{r2[れんしょうちゅう]}連勝中{/r2}
hsmm_pt_top	{r2[げんざい]}現在{/r2}トップ
hsmm_pt_name	[0]
hsmm_pt_coin	
hsmm_pt_best999	[0]{size[4b00]}{r2[しょう]}勝{/r2}{size[6400]}
hsmm_pt_best999_l	[0]{size[4b00]}{r2[しょう]}勝{/r2}{size[6400]}
hsmm_pt_best_update	ハイスコア{r2[こうしん]}更新{/r2}！
hsmm_mgsl_cinx2	×2
hsmm_mgsl_hd00	[0]
hsmm_mgsl_runk00	[0]
hsmm_mgsl_win00	かち
hsmm_mgsl_lose00	まけ
hsmm_mgsl_clear00	[0] クリア
hsmm_mgsl_mgname00	[0]
hsmm_pop_mgname	[0]
hsmm_mgrslt_rank	[0]
hsmm_mgrslt_win	かち
hsmm_mgrslt_lose	まけ
hsmm_mgrslt_draw	ひきわけ
hsmm_mgrslt_coin999	+[0]
hsmm_mgrslt_win999	[0]{r2[しょう]}勝{/r2}
hsmm_mgrslt_star	
hsmm_name00	[0]
hsmm_cpu00	[0]
hsmm_rty02	{r2[つぎ]}次{/r2}にチャレンジ
hsmm_rty03	{r2[ちゅうだん]}中断{/r2}する
hsmm_rty04	はじめから
hsmm_rty05	やめる
hsmm_mw_rty00	{r2[つぎ]}次{/r2}に{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}をプレイするときには\r\n{r2[つづ]}続{/r2}きからチャレンジできます{color[000000ff]}
hsmn00.msbt
hsmn00_ui_version	Ver. [0]
mn_connect_join00	{r2[なんにん]}何人{/r2}で{r2[あそ]}遊{/r2}びますか？
mn_connect_join01	この{r2[ほんたい]}本体{/r2}から{r2[なんにん]}何人{/r2}{r2[さんか]}参加{/r2}しますか？
mn_connect_join02	[0]
mn_connect_join03	{r2[へや]}部屋{/r2}に{r2[はい]}入{/r2}れる{r2[にんずう]}人数{/r2}
mn_connect_join04	あと[0]
mn_connect_user_details	ユーザーアカウントを{r2[れんけい]}連携{/r2}できます
mn_connect_mw_details00	ユーザーアカウントを{r2[れんけい]}連携{/r2}して{r2[あそ]}遊{/r2}ぶと、\r\nゲームで{r2[あつ]}集{/r2}めた{color[ffffffff]}{color[000000ff]}{color[110c1dff]}コインや{r2[けいけんち]}経験値{/r2}を\r\n{r2[じぶん]}自分{/r2}のセーブデータに{r2[も]}持{/r2}って{r2[かえ]}帰{/r2}ることができます。{color[000000ff]}
mn_connect_mw_details01	OK！
mn_connect_pl_userName00	[0]
mn_connect_pl_userName01	ゲスト
mn_connect_pl_ok	OK！
mn_ctrl00	{r2[かいじょ]}解除{/r2}
mn_ctrl01	もどる
mn_ctrl02	{r2[へ]}部{/r2}{r2[や]}屋{/r2}{r2[じょう]}情{/r2}{r2[ほう]}報{/r2}
hsmn00_choices_offline	1{r2[だい]}台{/r2}で{r2[あそ]}遊{/r2}ぶ
hsmn00_choices_local	もちよって{r2[あそ]}遊{/r2}ぶ
hsmn00_choices_online	オンラインで{r2[あそ]}遊{/r2}ぶ
hsmn00_choices_offline_details	Nintendo Switch 1{r2[だい]}台{/r2}で{r2[あそ]}遊{/r2}ぶ
hsmn00_choices_local_details	{r2[ふくすう]}複数{/r2}のNintendo Switchで\r\n{r2[ちか]}近{/r2}くの{r2[ひと]}人{/r2}と{r2[つうしん]}通信{/r2}して{r2[あそ]}遊{/r2}ぶ
hsmn00_choices_online_details	インターネットにつないで\r\n{r2[とお]}遠{/r2}くの{r2[ひと]}人{/r2}と{r2[あそ]}遊{/r2}ぶ
hsmn00_local_header	もちよって{r2[あそ]}遊{/r2}ぶ
hsmn00_local_host	{r2[へや]}部屋{/r2}を{r2[つく]}作{/r2}る
hsmn00_local_clients	{r2[へや]}部屋{/r2}を{r2[さが]}探{/r2}す
hsmn00_local_host_details	{r2[ほか]}他{/r2}の{r2[ひと]}人{/r2}が{r2[く]}来{/r2}るのを{r2[ま]}待{/r2}つ
hsmn00_local_clients_details	{r2[だれ]}誰{/r2}かの{r2[つく]}作{/r2}った{r2[へや]}部屋{/r2}に{r2[はい]}入{/r2}る
hsmn00_local_roomSel_order	どのプレイヤーの{r2[へや]}部屋{/r2}に{r2[はい]}入{/r2}りますか？
hsmn00_local_roomSel_ctrl_redo	もう{r2[いちど]}一度{/r2}{r2[さが]}探{/r2}す
hsmn00_local_roomSel_ctrl_back	もどる
hsmn00_local_roomSel_name	[0]
hsmn00_local_roomSel_current	[0]/4
hsmn00_local_robby_hostName	[0]の部屋
hsmn00_local_robby_playerName	[0]
hsmn00_local_robby_wait	[0]さんがゲームをはじめるのを待っています…
hsmn00_local_robby_pl	このメンバーではじめる
hsmn00_robby_mpCard	マリパカード
hsmn00_local_robby_hostWait	参加者を待っています…
hsmn00_local_ctrl_back	もどる
hsmn00_local_host_header	{r2[へや]}部屋{/r2}を{r2[つく]}作{/r2}る
hsmn00_local_clients_header	{r2[へや]}部屋{/r2}を{r2[さが]}探{/r2}す
hsmn00_local_robby_info_limit	{r2[にゅうしつ]}入室{/r2}{r2[せいげん]}制限{/r2}
hsmn00_local_robby_info_pass	パスワード{r2[せってい]}設定{/r2}
hsmn00_local_robby_limit_any	{r2[だれ]}誰{/r2}でも
hsmn00_local_robby_pass	[0]
hsmn00_local_robby_notPass	なし
hsmn00_local_host_limit	{r2[にゅうしつ]}入室{/r2}{r2[せいげん]}制限{/r2}
hsmn00_local_host_pass	パスワード
hsmn00_local_host_limit_any	{r2[だれ]}誰{/r2}でも
hsmn00_local_host_pass_off	つけない
hsmn00_local_host_pass_on	つける
hsmn00_online_header	オンラインで{r2[あそ]}遊{/r2}ぶ
hsmn00_online_choices_match	{r2[せかい]}世界{/r2}の{r2[だれ]}誰{/r2}かと{r2[あそ]}遊{/r2}ぶ
hsmn00_online_choices_friend	フレンドと{r2[あそ]}遊{/r2}ぶ
hsmn00_online_choices_match_details	{r2[みし]}見知{/r2}らぬ{r2[だれ]}誰{/r2}かと{r2[あそ]}遊{/r2}ぶ
hsmn00_online_choices_friend_details	{r2[とお]}遠{/r2}くにいるフレンドと{r2[あそ]}遊{/r2}ぶ
hsmn00_reEntry_mw00	{r2[あそ]}遊{/r2}んでいたスゴロクが{r2[つづ]}続{/r2}いています。\r\n{r2[さい]}再{/r2}{r2[にゅうじょう]}入場{/r2}しますか？
hsmn00_reEntry_mw00_a0	はい
hsmn00_reEntry_mw00_a1	いいえ
hsmn00_reEntry_mw01	{r2[さい]}再{/r2}{r2[にゅうじょう]}入場{/r2}しています。\r\nしばらくお{r2[ま]}待{/r2}ちください。
sys_reEntry_bdM	{r2[さい]}再{/r2}{r2[にゅうじょうちゅう]}入場中{/r2}のプレイヤーがいます。\r\nしばらくお{r2[ま]}待{/r2}ちください。
hsmn01.msbt
mn_mainM_mw_card00a	カードデザインを{r2[か]}買{/r2}って、{color[ff3502ff]}データハウス{color[000000ff]}{color[110c1dff]}で\r\nマリパカードを{r2[へんしゅう]}編集{/r2}してみましょう！{color[000000ff]}
mn_mainM_mw_card00c	お{r2[き]}気{/r2}に{r2[い]}入{/r2}りのスゴロクが{r2[み]}見{/r2}つかったら\r\nマリパカードを{r2[へんしゅう]}編集{/r2}してみてね！
mn_mainM_mw_card00d	{r2[す]}好{/r2}きなミニゲームを、マリパカードに\r\n{r2[へんしゅう]}編集{/r2}するのも{r2[たの]}楽{/r2}しいですよー！
mn_mainM_mw_card01a	あっ！カードデザインを{r2[か]}買{/r2}ったんですね！\r\nマリパカードを{r2[へんしゅう]}編集{/r2}しませんか？
mn_mainM_mw_card01b	…あっ！ゲットした{r2[しょうごう]}称号{/r2}を\r\nマリパカードに{r2[とうろく]}登録{/r2}できるみたいです！
mn_mainM_mw_details00	ここから、スーパースターを{r2[めざ]}目指{/r2}す{r2[ぼうけん]}冒険{/r2}へ\r\n{r2[で]}出{/r2}かけましょう！
mn_mainM_mw_details01	{r2[ぼうけん]}冒険{/r2}や{color[ff3502ff]}ミニゲームマウンテン{color[000000ff]}{color[110c1dff]}で{r2[あつ]}集{/r2}めた\r\n{color[ffffffff]}{color[110c1dff]}コインで、お{r2[か]}買{/r2}い{r2[もの]}物{/r2}できますよ。{color[000000ff]}
mn_mainM_mw_details02	{color[110c1dff]}{r2[ぼうけん]}冒険{/r2}の{r2[せってい]}設定{/r2}は、こちらでどうぞ。\r\n{color[ff3502ff]}ヘイホー{color[110c1dff]}にお{r2[まか]}任{/r2}せです。{color[000000ff]}
mn_mainM_mw_details03	{r2[ぼうけん]}冒険{/r2}の{r2[おも]}思{/r2}い{r2[で]}出{/r2}や、\r\n{r2[きろく]}記録{/r2}を{r2[み]}見{/r2}ることができます！
mn_mainM_mw_details04	{color[ff3502ff]}ミニゲームマウンテン{color[000000ff]}{color[110c1dff]}へは\r\nこちらから、ご{r2[じょうせん]}乗船{/r2}ください！{color[000000ff]}
mn_mainM_mw_details05	フレンドとプレイするときはこちら！
mn_mainM_mw_details06	{r2[いま]}今{/r2}は、いないみたいです。\r\n（オンラインになったら、{r2[あ]}会{/r2}えるかも？）
mn_mainM_mw_details09	{r2[べつ]}別{/r2}の{r2[ひと]}人{/r2}と{r2[あそ]}遊{/r2}ぶときは、\r\n{r2[かいさん]}解散{/r2}してください。
mn_mainM_pointer	[0]
mn_mainM_ctrl_back	もどる
mn_mainM_ui_connect_offline	1{r2[だい]}台{/r2}で{r2[あそ]}遊{/r2}ぶ
mn_mainM_ui_connect_local	もちよって{r2[あそ]}遊{/r2}ぶ
mn_mainM_ui_connect_online	オンライン
mn_mainM_ctrl_status	マリパレベル
mn_mainM_ui_new	NEW！
mn_mainM_ctrl_title_press	PRESS + BUTTON
hsmn02.msbt
mn_bdM_ctrl_friend	フレンドハウス
mn_bdM_rules_rank	[0]
mn_bdM_saveData_map	[0]
mn_bdM_saveData_date	[0]/[1]/[2]
mn_bdM_saveData_connect	[0]
mn_bdM_saveData_turn	ターン[0]/[1]
mn_bdM_saveData_rank	[0]
mn_bdM_saveData_star	[0]
mn_bdM_saveData_coin	[0]
mn_bdM_saveData_name	[0]
mn_bdM_chara_random	おまかせ
mn_bdM_handi_select	[0]
mn_bdM_handi_list	[0]
mn_bdM_map_level	むずかしさ
mn_bdM_turn	ターン{r2[すう]}数{/r2}
mn_bdM_bonus	ボーナススター
mn_bdM_inst	ミニゲームの{r2[せつめい]}説明{/r2}
mn_bdM_handi	ハンデ
mn_bdM_turn_select	[0]ターン
mn_bdM_rule_select00	あり
mn_bdM_rule_select01	なし
mn_bdM_rule_select02	{r2[こてい]}固定{/r2}
mn_bdM_rule_turn_time	[0]分
mn_bdM_mapName	[0]
mn_bdM_on_map	[0]
mn_bdM_on_map_ok	マッチング{r2[かいし]}開始{/r2}！
mn_bdM_on_map_icon	遊べる人がいるかも
mn_bdM_on_map_rule	くわしいルールを{r2[き]}決{/r2}める
mn_bdM_on_map_back	もどる
mn_bdM_on_map_level	むずかしさ
mn_bdM_userName	[0]
mn_bdM_comName	[0]
mn_bdM_comLevel	[0]
mn_bdM_chara_name	[0]
mn_bdM_playerNo	[0]
mn_bdM_comNo	CPU
mn_bdM_pack_list	[0]
mn_bdM_header_turn	ターン{r2[すう]}数{/r2}
mn_bdM_header_bonus	ボーナススター
mn_bdM_header_inst	ミニゲームの{r2[せつめい]}説明{/r2}
mn_bdM_header_pack	ミニゲームパック
mn_bdM_check_pack	[0]
mn_bdM_saveData_guest	ゲスト
mn_bdM_ctrl_good	いいね!
mn_bdM_matchRule_title	{r2[あそ]}遊{/r2}びたいルールをくわしく{r2[せってい]}設定{/r2}できます。
mn_bdM_matchRule_turn_title	ターン{r2[すう]}数{/r2}
mn_bdM_matchRule_bonus_title	ボーナススター
mn_bdM_matchRule_turn	[0]ターン
mn_bdM_matchRule_bonus00	あり
mn_bdM_matchRule_bonus01	なし
mn_bdM_matchRule_bonus02	{r2[こてい]}固定{/r2}
mn_bdM_matchRule_reco	オススメ
mn_bdM_match_ctrl_card	/マリパカード
mn_bdM_match_ctrl_mg	/ミニゲームにもどる
mn_bdM_match_mg_name	[0]
mn_bdM_match_rule_map	[0]
mn_bdM_match_rule_turn	[0]ターン
mn_bdM_match_rule_bonus00	ボーナススター：あり
mn_bdM_match_rule_bonus01	ボーナススター：なし
mn_bdM_match_rule_bonus02	ボーナススター：{r2[こてい]}固定{/r2}
mn_bdM_match_title_wait	いっしょに{r2[あそ]}遊{/r2}ぶ{r2[ひと]}人{/r2}を{r2[さが]}探{/r2}しています…
mn_bdM_match_title_start	もうすぐゲームがはじまります！
mn_bdM_match_card_name	[0]
mn_bdM_match_card_level	レベル[0]
mn_bdM_match_card_achieve	[0]
mn_bdM_match_card_wins	[0]勝
mn_bdM_match_card_rankTitle	ウデマエ
mn_bdM_match_card_rank	[0]
mn_bdM_match_card_coin	[0]
mn_bdM_match_card_coinTitle	ハイスコア
mn_bdM_match_sports_vs	VS
mn_bdM_match_sports_name	[0]
mn_bdM_match_sports_CPU	CPU
mn_bdM_mw_intro_first00	いよいよ、スーパースターを{r2[き]}決{/r2}める\r\n{r2[ぼうけん]}冒険{/r2}がはじまるね！
mn_bdM_mw_introA	さっそく、{r2[ぼうけん]}冒険{/r2}の{r2[じゅんび]}準備{/r2}をしよう。
mn_bdM_mw_introB	ワクワクするよね！
mn_bdM_mw_introC	{r2[たの]}楽{/r2}しい{r2[ぼうけん]}冒険{/r2}が{r2[ま]}待{/r2}ってるからね。
mn_bdM_mw_intro_save	{r2[ちゅうだん]}中断{/r2}データがあるみたいだよ。\r\n{r2[つづ]}続{/r2}きから{r2[あそ]}遊{/r2}ぶ？
mn_bdM_intro_save_a0	{r2[つづ]}続{/r2}きから
mn_bdM_intro_save_a1	{r2[はじ]}初{/r2}めから
mn_bdM_mw_save_select	{r2[あそ]}遊{/r2}びたい{r2[ちゅうだん]}中断{/r2}データを{r2[えら]}選{/r2}んでね。
mn_bdM_mw_save_check	この{r2[つづ]}続{/r2}きから{r2[あそ]}遊{/r2}ぶ？
mn_bdM_save_check_a0	{r2[あそ]}遊{/r2}ぶ
mn_bdM_save_check_a1	ちがう
mn_bdM_mw_save_guest	[0]さん\r\n{r2[じぶん]}自分{/r2}のキャラクターを{r2[えら]}選{/r2}んでね。
mn_bdM_mw_save_replaced	いないプレイヤーをCPUに{r2[か]}変{/r2}えて\r\n{r2[ぼうけん]}冒険{/r2}をはじめるよ！
mn_bdM_mw_override_select	{r2[ちゅうだん]}中断{/r2}データに{r2[あ]}空{/r2}きがないよ。\r\n{r2[うわが]}上書{/r2}きする{r2[ちゅうだん]}中断{/r2}データを{r2[えら]}選{/r2}んでね。
mn_bdM_mw_override_check	この{r2[ちゅうだん]}中断{/r2}データに{r2[うわが]}上書{/r2}きしてもいい？
mn_bdM_override_check_a0	はい
mn_bdM_override_check_a1	いいえ
mn_bdM_mw_chara_select	{r2[ぼうけん]}冒険{/r2}に{r2[さんか]}参加{/r2}するのは、{r2[だれ]}誰{/r2}だい？
mn_bdM_mw_com_select	{r2[ぼうけん]}冒険{/r2}には4{r2[にん]}人{/r2}{r2[ひつよう]}必要{/r2}なんだ。\r\n{r2[のこ]}残{/r2}り[0]、{r2[だれ]}誰{/r2}を{r2[さんか]}参加{/r2}させる？
mn_bdM_mw_chara_check	{r2[こんかい]}今回{/r2}はこのメンバーでいい？
mn_bdM_chara_check_a0	はい
mn_bdM_chara_check_a1	いいえ
mn_bdM_chara_check_a2	シャッフル
mn_bdM_mw_comLevel_select	{r2[つよ]}強{/r2}さを{r2[き]}決{/r2}めてね。
mn_bdM_mw_handi_check	ハンデをありにすると、{r2[さいしょ]}最初{/r2}から{r2[も]}持{/r2}っている\r\n{color[ffffffff]}{color[000000ff]}{color[110c1dff]}スターの{r2[かず]}数{/r2}が{r2[か]}変{/r2}わるよ。{color[000000ff]}
mn_bdM_mw_handi_check00	みんな{color[ffffffff]}{color[110c1dff]}スターの{r2[かず]}数{/r2}は0からはじめるよ。{color[ffffffff]}{color[000000ff]}
mn_bdM_mw_handi_select	ハンデの{color[ffffffff]}{color[000000ff]}{color[110c1dff]}スター{r2[すう]}数{/r2}を{r2[き]}決{/r2}めてね。{color[000000ff]}
mn_bdM_mw_rule_check	{r2[ぼうけん]}冒険{/r2}のルールは、わかってる？
mn_bdM_mw_rule_after	ルールは、わかったかな？
mn_bdM_rule_check_a0	わかる
mn_bdM_rule_check_a1	{r2[おし]}教{/r2}えて
mn_bdM_rule_check_a2	わかった！
mn_bdM_mw_map00	おいしそうなケーキの{r2[うえ]}上{/r2}を{r2[すす]}進{/r2}んでいこう。\r\nかざりつけたイチゴが、{r2[しょうはい]}勝敗{/r2}のポイント！？
mn_bdM_mw_map01	{r2[うちゅう]}宇宙{/r2}ステーションで{r2[ぼうけん]}冒険{/r2}！\r\n{r2[ぼうそう]}暴走{/r2}する{r2[うちゅうせん]}宇宙船{/r2}や、{r2[きょだい]}巨大{/r2}な{r2[たいほう]}大砲{/r2}には{r2[ようちゅうい]}要注意{/r2}だ！
mn_bdM_mw_map02	{r2[やじるし]}矢印{/r2}の{r2[さ]}指{/r2}すルートに{r2[すす]}進{/r2}まないといけない、{r2[まよ]}迷{/r2}いの{r2[もり]}森{/r2}。\r\n{r2[つぎつぎ]}次々{/r2}{r2[か]}変{/r2}わる{r2[しんこうほうこう]}進行方向{/r2}を、{r2[じょうず]}上手{/r2}に{r2[りよう]}利用{/r2}していこう。
mn_bdM_mw_map03	ドッスンがいる{r2[はし]}橋{/r2}で{r2[むす]}結{/r2}ばれた2つの{r2[しま]}島{/r2}。\r\nどっちの{r2[しま]}島{/r2}にいるのが{r2[よ]}良{/r2}いか、よく{r2[かんが]}考{/r2}えて{r2[うご]}動{/r2}いて！
mn_bdM_mw_map04	オバケが{r2[で]}出{/r2}るとウワサの、{r2[ぶきみ]}不気味{/r2}な{r2[ばしょ]}場所{/r2}。\r\n{r2[ひる]}昼{/r2}と{r2[よる]}夜{/r2}でちがう{r2[こと]}事{/r2}が{r2[お]}起{/r2}こるので、{r2[き]}気{/r2}をつけて！
mn_bdM_mw_turn_reco	{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}で{r2[ぼうけん]}冒険{/r2}するなら\r\n[1]ターンがオススメだよ。{color[000000ff]}
mn_bdM_mw_bonus_detail00	{r2[だいぎゃくてん]}大逆転{/r2}のチャンスがあるよ！\r\nどんなボーナススターがもらえるかな？
mn_bdM_mw_bonus_detail01	ボーナススターなし！\r\n{r2[かんぜん]}完全{/r2}な{r2[じつりょくしょうぶ]}実力勝負{/r2}だね。
mn_bdM_mw_bonus_detail02	コインスター・ミニゲームスター\r\nハプニングスターで{r2[こてい]}固定{/r2}のなつかしいルールだよ！
