glossary.msbt
gl_799	Bowser Cake
mn_dRoom_rec_top_photo	Photos
mn_dRoom_rec_top_mg	Mt. Minigames Records
mn_dRoom_rec_new_title	New Records
mn_dRoom_rec_new_name	[0]
mn_dRoom_rec_new_score	[0]
mn_dRoom_rec_new_score_m	[0]{size[3c00]} yd.{size[6400]}
mn_dRoom_rec_new_score_degree	[0]°
mn_dRoom_rec_new_score_timer	[0]:[1].[2]
mn_dRoom_rec_new_score_m2	[0].[1]{size[3c00]} yd.{size[6400]}
mn_dRoom_rec_new_rank	[0]
mn_dRoom_rec_new_ranking	Check Ranking
mn_dRoom_rec_newRank_left	
mn_dRoom_rec_newRank_right	
mn_dRoom_rec_newRank_card	 Mario Party Card
mn_dRoom_rec_newRank_mg	[0]
mn_dRoom_rec_newRank_myRank	[0]
mn_dRoom_rec_newRank_myName	[0]
mn_dRoom_rec_newRank_myScore	[0]
mn_dRoom_rec_newRank_myScore_m	[0]{size[3c00]} yd.{size[6400]}
mn_dRoom_rec_newRank_myScore_degree	[0]°
mn_dRoom_rec_newRank_myScore_timer	[0]:[1].[2]
mn_dRoom_rec_newRank_myScore_m2	[0].[1]{size[3c00]} yd.{size[6400]}
mn_dRoom_rec_newRank_rank	[0]
mn_dRoom_rec_newRank_name	[0]
mn_dRoom_rec_newRank_score	[0]
mn_dRoom_rec_newRank_score_m	[0]{size[3c00]} yd.{size[6400]}
mn_dRoom_rec_newRank_score_degree	[0]°
mn_dRoom_rec_newRank_score_timer	[0]:[1].[2]
mn_dRoom_rec_newRank_score_m2	[0].[1]{size[3c00]} yd.{size[6400]}
mn_dRoom_rec_rank_title	Minigame Win Percentages
mn_dRoom_rec_rank_left	
mn_dRoom_rec_rank_right	
mn_dRoom_rec_rank_win	Highest
mn_dRoom_rec_rank_lose	Lowest
mn_dRoom_rec_rank_name	[0]
mn_dRoom_rec_rank_number	[0]
mn_dRoom_rec_rank_percent	[0]%
mn_dRoom_rec_rank_rate	([0]/[1])
mn_dRoom_rec_mg	Mt. Minigames Records
mn_dRoom_rec_mg_title	[0]
mn_dRoom_rec_mg_pack	[0]
mn_dRoom_rec_mg_mgRank	Check Online Ranking
mn_dRoom_rec_mg_scoreAttack	Score Attack
mn_dRoom_rec_mg_rank	Skill Grade
mn_dRoom_rec_mg_name	[0]
mn_dRoom_rec_mg_score	[0]
mn_dRoom_rec_mg_myRank	[0]
mn_dRoom_rec_mg_coinTitle	Coins Collected
mn_dRoom_rec_mg_round	[0] Rounds
mn_dRoom_rec_mg_getCoin	[0]
mn_dRoom_rec_mg_chaThree	Play as a Team
mn_dRoom_rec_mg_chaOne	Play Solo
mn_dRoom_rec_mg_stage	Stage [0]
mn_dRoom_rec_mg_stageRank	[0]
mn_dRoom_rec_mg_date	[1]/[2]/[0]
mn_dRoom_rec_mg_noData	No Records Found
mn_dRoom_rec_mg_plName	[0]
mn_dRoom_rec_mgMRank_title	Survival
mn_dRoom_rec_mgMRank_myRank	[0]
mn_dRoom_rec_mgMRank_myName	[0]
mn_dRoom_rec_mgMRank_myScore0	Wins: [0]
mn_dRoom_rec_mgMRank_rank	[0]
mn_dRoom_rec_mgMRank_name	[0]
mn_dRoom_rec_mgMRank_score0	Wins: [0]
mn_dRoom_rec_photo_title	Photos
mn_dRoom_rec_photo_check	 View Photo
mn_dRoom_rec_photo_map	[0]
mn_dRoom_rec_photo_date	[1]/[2]/[0]
mn_dRoom_rec_photo_rank	[0]
mn_dRoom_rec_photo_name	[0]
mn_dRoom_rec_photo_star	[0]
mn_dRoom_rec_photo_coin	[0]
mn_dRoom_rec_photo_mapTitle	[0]
mn_dRoom_achieve_name	[0]
mn_dRoom_achieve_details	[0]
mn_dRoom_achieve_mode	[0]
mn_dRoom_achieve_count	[0]/[1]
mn_dRoom_achieve_online	 Earned Online
mn_dRoom_achieve_offline	 Earned Offline
hsmn07.msbt
mn_mgM_mw_introA	Welcome aboard! This trusty vessel will\r\nferry you to the base of {color[ff3502ff]}Mt. Minigames{color[000000ff]}{color[110c1dff]}.{color[000000ff]}
mn_mgM_mw_introB	Come on aboard!\r\nWe're ready to depart.
mn_mgM_mw_introC	This boat will take you to {color[ff3502ff]}Mt. Minigames{color[000000ff]}{color[110c1dff]}.{color[000000ff]}
mn_mgM_mw_chara_select	Who will be joining us today?
mn_mgM_mw_com_select	We're just waiting for [0] more to join.
mn_mgM_mw_chara_check	Is this everyone?
mn_mgM_mw_chara_check_a0	Yes
mn_mgM_mw_chara_check_a1	No
mn_mgM_mw_chara_check_a2	Shuffle CPU
mn_mgM_mw_check	Off we go...to {color[ff3502ff]}Mt. Minigames{color[000000ff]}{color[110c1dff]}!{color[000000ff]}
mn_mgM_mw_online_check	Players around the world are waiting!\r\nAre you ready to take them on?
mn_mgM_check_a0	Yes
mn_mgM_check_a1	No
hsmn_ED.msbt
mn_ED_last_thankyou	{size[4b00]}YOU ARE THE{size[6400]}\r\nSUPER STAR!
mn_ED_director	DIRECTOR
mn_ED_design_di	DESIGN DIRECTORS
mn_ED_gemu_de	GAME DESIGN
mn_ED_chief_program_di	CHIEF PROGRAM DIRECTOR
mn_ED_program_di	PROGRAM DIRECTORS
mn_ED_program	PROGRAM
mn_ED_chief_art_di	CHIEF ART DIRECTORS
mn_ED_art_di	ART DIRECTORS
mn_ED_art	ART
mn_ED_chief_sound_di	CHIEF SOUND DIRECTOR
mn_ED_sound_di	SOUND DIRECTORS
mn_ED_music_di	MUSIC DIRECTOR
mn_ED_music	MUSIC
mn_ED_sound_ef	SOUND EFFECTS
mn_ED_sound_su	SOUND SUPPORT
mn_ED_sound_co	SOUND COORDINATION
mn_ED_sound_sup	SOUND SUPERVISORS
mn_ED_character_vo	CHARACTER VOICES
mn_ED_voices	VOICES
mn_ED_character_su	CHARACTER SUPERVISOR
mn_ED_illustaration	ILLUSTRATION
mn_ED_package_de	PACKAGE DESIGN
mn_ED_technical_su	TECHNICAL SUPPORT
mn_ED_noa_localization_ma	NOA LOCALIZATION MANAGEMENT
mn_ED_noa_localization	NOA LOCALIZATION
mn_ED_noe_localization_pr	NOE LOCALISATION PRODUCERS
mn_ED_noe_translation	NOE TRANSLATION
mn_ED_nhl_localization	NHL LOCALIZATION
mn_ED_ique_localization	iQue LOCALIZATION
mn_ED_nok_localization	NOK LOCALIZATION
mn_ED_testng	TESTING
mn_ED_noa_product_te	NOA PRODUCT TESTING
mn_ED_noe_qualty_ass	NOE QUALITY ASSURANCE
mn_ED_special_th	SPECIAL THANKS
mn_ED_coordination	COORDINATION
mn_ED_project_manager	PROJECT MANAGER
mn_ED_associate_pr	ASSOCIATE PRODUCER
mn_ED_producers	PRODUCERS
mn_ED_general_pr	GENERAL PRODUCERS
mn_ED_executive_pr	EXECUTIVE PRODUCER
mn_ED_director_staff	Takeru Sugimoto
mn_ED_design_di_staff00	Tsutomu Komiyama
mn_ED_design_di_staff01	Shinichi Nakata
mn_ED_design_di_staff02	Rina Wegner
mn_ED_design_di_staff03	Hayato Minagawa
mn_ED_design_di_staff04	Fumihisa Sato
mn_ED_design_di_staff05	Atsushi Nakao
mn_ED_design_di_staff06	Ryo Yokomizo
mn_ED_design_di_staff07	Yuya Rokuyama
mn_ED_design_di_staff08	Satoru Imamura
mn_ED_design_di_staff09	Yukako Kawauchi
mn_ED_gemu_de_staff00	Daisuke Tajima
mn_ED_gemu_de_staff01	Masato Hotta
mn_ED_gemu_de_staff02	Karin Kawakami
mn_ED_gemu_de_staff03	Yumika Saito
mn_ED_gemu_de_staff04	Changs Shirakawa
mn_ED_gemu_de_staff05	Ayumi Takimura
mn_ED_gemu_de_staff06	Saeka Tanaka
mn_ED_gemu_de_staff07	Yoshitsugu Tamaoki
mn_ED_gemu_de_staff08	Ryota Saruwatari
mn_ED_gemu_de_staff09	Hiroshi Nosaka
mn_ED_gemu_de_staff10	Norihito Shima
mn_ED_gemu_de_staff11	Makoto Eguchi
mn_ED_gemu_de_staff12	Hiroyuki Seki
mn_ED_gemu_de_staff13	Hidenobu Sasaki
mn_ED_gemu_de_staff14	Takayuki Ide
mn_ED_gemu_de_staff15	Miyuki Ooyama
mn_ED_gemu_de_staff16	Masafumi Ojika
mn_ED_gemu_de_staff17	Kunio Asahara
mn_ED_gemu_de_staff18	Ayumu Kawashiro
mn_ED_gemu_de_staff19	Yasuki Toyosawa
mn_ED_chief_program_di_staff	Yuuki Konno
mn_ED_program_di_staff00	Shinji Shibasaki
mn_ED_program_di_staff01	Masayuki Shinohara
mn_ED_program_di_staff02	Akira Matsumoto
mn_ED_program_di_staff03	Haruhiko Tanuma
mn_ED_program_di_staff04	Atsushi Hamada
mn_ED_program_staff00	Kazuhiro Enami
mn_ED_program_staff01	Tetsunori Saito
mn_ED_program_staff02	Masami Sakai
mn_ED_program_staff03	Takashi Sato
mn_ED_program_staff04	Kazunori Sudo
mn_ED_program_staff05	Naoki Sozaka
mn_ED_program_staff06	Takumi Namba
mn_ED_program_staff07	Takuya Fujimoto
mn_ED_program_staff08	Tatsuo Yamajiri
mn_ED_program_staff09	Izumi Fukuda
mn_ED_program_staff10	Takashi Iwanaga
mn_ED_program_staff11	Kenji Oohira
mn_ED_program_staff12	Tadao Shohyama
mn_ED_program_staff13	Akihiro Terada
mn_ED_program_staff14	Yasutaka Ikeda
mn_ED_program_staff15	Tomoaki Tanaka
mn_ED_program_staff16	Norifumi Hira
mn_ED_program_staff17	Satoshi Sakaguchi
mn_ED_program_staff18	Hikaru Hino
mn_ED_program_staff19	Sayaka Matsumoto
mn_ED_program_staff20	Takahiro Matsumoto
mn_ED_program_staff21	Kana Mizota
mn_ED_program_staff22	Daizo Yamauchi
mn_ED_program_staff23	Souichiro Yamamoto
mn_ED_program_staff24	Nobuya Wada
mn_ED_program_staff25	Hiroyuki Watanabe
mn_ED_program_staff26	Kazuki Tashiro
mn_ED_program_staff27	Daisuke Miyata
mn_ED_program_staff28	Takayuki Hayase
mn_ED_program_staff29	Yukihiko Tani
mn_ED_program_staff30	Hiroyuki Horita
mn_ED_chief_art_di_staff00	Susumu Kuribayashi
mn_ED_chief_art_di_staff01	Keisuke Kasahara
mn_ED_art_di_staff00	Masahiko Yamada
mn_ED_art_di_staff01	Takamitsu Manabe
mn_ED_art_di_staff02	Kazuhisa Okamoto
mn_ED_art_di_staff03	Saori Yamashita
mn_ED_art_di_staff04	Arata Kobayashi
mn_ED_art_di_staff05	Takahiro Karino
mn_ED_art_di_staff06	Masayuki Tsuboi
mn_ED_art_di_staff07	Masami Kodaira
mn_ED_art_staff00	Hayato Ogawa
mn_ED_art_staff01	Tomoaki Watanabe
mn_ED_art_staff02	Takuya Funaki
mn_ED_art_staff03	Tsuyoshi Mizuguchi
mn_ED_art_staff04	Tomoaki Sakaguchi
mn_ED_art_staff05	Dave Maggio
mn_ED_art_staff06	Terue Yasunaga
mn_ED_art_staff07	Shohei Tanimoto
mn_ED_art_staff08	Toshifumi Sekijima
mn_ED_art_staff09	Huichung Lee
mn_ED_art_staff10	Kazuaki Henmi
mn_ED_art_staff11	Masayasu Ban
mn_ED_art_staff12	Mitsumi Sakashita
mn_ED_art_staff13	Kimi Niwano
mn_ED_art_staff14	Aiko Inafune
mn_ED_art_staff15	Mari Inomata
mn_ED_art_staff16	Shizuka Abe
mn_ED_art_staff17	Tsuyoshi Otaku
mn_ED_art_staff18	Yasuhiro Ando
mn_ED_art_staff19	Yoshinori Ikeshita
mn_ED_art_staff20	Keisuke Izaki
mn_ED_art_staff21	Mikio Kita
mn_ED_art_staff22	Tsukasa Tanaka
mn_ED_art_staff23	Hideki Morinaga
mn_ED_art_staff24	Yurie Itou
mn_ED_art_staff25	Fumihiko Sugino
mn_ED_art_staff26	Takuya Tawaratsumida
mn_ED_art_staff27	Sho Nakamura
mn_ED_art_staff28	Shohei Higashi
mn_ED_art_staff29	Akira Mizoguchi
mn_ED_art_staff30	Shinsuke Miyazaki
mn_ED_art_staff31	Nana Hidaka
mn_ED_art_staff32	Yumi Futagawa
mn_ED_art_staff33	Senei Sou
mn_ED_art_staff34	Shiori Teramoto
mn_ED_art_staff35	Shouichi Kawamura
mn_ED_art_staff36	Mami Taniguchi
mn_ED_art_staff37	Ryoichi Okayama
mn_ED_art_staff38	Chika Kawase
mn_ED_art_staff39	Kazuhiro Nagata
mn_ED_art_staff40	Sumihiro Kawai
mn_ED_art_staff41	Moena Chikada
mn_ED_art_staff42	Hiroaki Miura
mn_ED_art_staff43	Mizuki Tachi
mn_ED_art_staff44	Mu Ueno
mn_ED_art_staff45	Yuta Arai
mn_ED_art_staff46	Masaya Sakuma
mn_ED_art_staff47	Hiroshi Oda
mn_ED_art_staff48	Yusuke Nishimaru
mn_ED_art_staff49	Kin Kou
mn_ED_art_staff50	Kyohei Ikeda
mn_ED_art_staff51	Cong Thanh Nguyen
mn_ED_art_staff52	Thi Diem Linh Nguyen
mn_ED_art_staff53	Manh Truong Quyen
mn_ED_art_staff54	Xuan Tuan Bui
mn_ED_art_staff55	Thanh Tung Nguyen
mn_ED_art_staff56	Yohei Fujimoto
mn_ED_art_staff57	Kaito Iwamatsu
mn_ED_chief_sound_di_staff	Ichiro Shimakura
mn_ED_sound_di_staff00	Takahiro Nagano
mn_ED_sound_di_staff01	Naruki Kadosaka
mn_ED_sound_di_staff02	Yuhki Mori
mn_ED_music_di_staff	Chamy Ishi
mn_ED_music_staff00	Toshiki Aida
mn_ED_music_staff01	Satoshi Okubo
mn_ED_sound_ef_staff00	Tokiya Watanabe
mn_ED_sound_ef_staff01	Yutaka Takahashi
mn_ED_sound_ef_staff02	Shohei Niigawa
mn_ED_sound_ef_staff03	Janjeff Aquinde
mn_ED_sound_su_staff00	Taisuke Kobayashi
mn_ED_sound_co_staff00	Hiroyuki Tsuboguchi
mn_ED_sound_co_staff01	Shinji Yoshikawa
mn_ED_sound_sup_staff00	Megumi Inoue
mn_ED_sound_sup_staff01	Koji Kondo
mn_ED_sound_sup_staff02	Asuka Hayazaki
mn_ED_sound_sup_staff03	Ryoji Yoshitomi
mn_ED_character_vo_staff00	Charles Martinet
mn_ED_character_vo_staff01	Sam Kelly
mn_ED_character_vo_staff02	Deanna Mustard
mn_ED_character_vo_staff03	Laura Faye Smith
mn_ED_character_vo_staff04	Kenny James
mn_ED_character_vo_staff05	Caety Sagoian
mn_ED_character_vo_staff06	Kazumi Totaka
mn_ED_character_vo_staff07	Takashi Nagasako
mn_ED_character_vo_staff08	Motoki Takagi
mn_ED_character_vo_staff09	Nate Bihldorff
mn_ED_character_vo_staff10	Sanae Uchida
mn_ED_character_vo_staff11	Haruka Kakinuma
mn_ED_character_vo_staff12	Atsushi Masaki
mn_ED_character_vo_staff13	Tadd Morgan
mn_ED_character_vo_staff14	Masafumi Kawamura
mn_ED_character_vo_staff15	Ryo Nagamatsu
mn_ED_character_vo_staff16	Toru Minegishi
mn_ED_character_vo_staff17	Toru Asakawa
mn_ED_character_vo_staff18	Nobuyoshi Suzuki
mn_ED_voices_staff00	Cecilia da Costa
mn_ED_voices_staff01	Cristina Pohlenz Garza
mn_ED_voices_staff02	Samantha Robertson
mn_ED_voices_staff03	Thaddée Wiseur
mn_ED_voices_staff04	Sabrina Jouillat
mn_ED_voices_staff05	Kent Robello
mn_ED_voices_staff06	Gunnar Friedrich
mn_ED_voices_staff07	Álex Hernández-Puertas
mn_ED_voices_staff08	Carsten Harmans
mn_ED_voices_staff09	Victoria Valeria Becker
mn_ED_character_su_staff	Chiaki Ogura
mn_ED_illustaration_staff00	Yuri Adachi
mn_ED_illustaration_staff01	Shigehisa Nakaue
mn_ED_package_de_staff	Keiko Inoue
mn_ED_technical_su_staff	Toru Inage
mn_ED_noa_localization_ma_staff00	Reiko Ninomiya
mn_ED_noa_localization_ma_staff01	Noriko Kaji
mn_ED_noa_localization_ma_staff02	Tim O'Leary
mn_ED_noa_localization_ma_staff03	Dan Owsen
mn_ED_noa_localization_ma_staff04	Álex Zarza
mn_ED_noa_localization_staff00	Lisa Abe
mn_ED_noa_localization_staff01	Ana Celeste Ascanio
mn_ED_noa_localization_staff02	Erika Belan
mn_ED_noa_localization_staff03	Peter Bohan
mn_ED_noa_localization_staff04	Mariana Carneiro
mn_ED_noa_localization_staff05	Yanett Cepeda Valor
mn_ED_noa_localization_staff06	Rosa Cogley
mn_ED_noa_localization_staff07	Ron DelVillano
mn_ED_noa_localization_staff08	Marjolaine Drouin
mn_ED_noa_localization_staff09	Lara Gibran
mn_ED_noa_localization_staff10	Nicko Gonzalez
mn_ED_noa_localization_staff11	Berenice Hofsetz
mn_ED_noa_localization_staff12	Marissol Karczeski
mn_ED_noa_localization_staff13	Josée Lebeau-Bédard
mn_ED_noa_localization_staff14	Karina Mora
mn_ED_noa_localization_staff15	Christian Nutt
mn_ED_noa_localization_staff16	Carolina Quesada
mn_ED_noa_localization_staff17	Elina Sánchez
mn_ED_noa_localization_staff18	Fannie Senécal
mn_ED_noa_localization_staff19	Joe Talbot
mn_ED_noa_localization_staff20	Ludovic Tientcheu Ponkin
mn_ED_noa_localization_staff21	Babi Velho Barreto
mn_ED_noa_localization_staff22	Taryn Ziegler
mn_ED_noa_localization_staff23	Felipe Zylbersztajn
mn_ED_noe_localization_pr_staff00	Dario De Leo
mn_ED_noe_localization_pr_staff01	Liam Higgins
mn_ED_noe_localization_pr_staff02	Daisuke Fukuyama
mn_ED_noe_localization_pr_staff03	Kevin Murray
mn_ED_noe_localization_pr_staff04	Elizabeth Sánchez León
mn_ED_noe_translation_staff00	Rui Mendes
mn_ED_noe_translation_staff01	Grace Yon
mn_ED_noe_translation_staff02	Anthony Fouillen
mn_ED_noe_translation_staff03	Matthieu Lamouroux
mn_ED_noe_translation_staff04	Kent Robello
mn_ED_noe_translation_staff05	Giovanna Prati
mn_ED_noe_translation_staff06	Mirko Capocelli
mn_ED_noe_translation_staff07	Frithjof Koepp
mn_ED_noe_translation_staff08	Hannah Siebert
mn_ED_noe_translation_staff09	Sascha Weinard
mn_ED_noe_translation_staff10	Alicia Vega Lamela
mn_ED_noe_translation_staff11	Ariel del Rio de Angelis
mn_ED_noe_translation_staff12	Pedro José Moreno Villar
mn_ED_noe_translation_staff13	Thomas den Haan
mn_ED_noe_translation_staff14	Christian Buter
mn_ED_noe_translation_staff15	Vincent Meijer
mn_ED_noe_translation_staff16	Carsten Harmans
mn_ED_noe_translation_staff17	Dmitrii Kaloev
mn_ED_noe_translation_staff18	Anton Ivancikov
mn_ED_noe_translation_staff19	Victoria Valeria Becker
mn_ED_nhl_localization_staff00	Jeanie Ho
mn_ED_nhl_localization_staff01	Tracy Cheng
mn_ED_nhl_localization_staff02	Eiju Umemura
mn_ED_nhl_localization_staff03	Anson Wong
mn_ED_nhl_localization_staff04	Pole To Win Taiwan
mn_ED_ique_localization_staff00	Yuan Jun
mn_ED_ique_localization_staff01	Zhang Jiong
mn_ED_nok_localization_staff00	Hyokjin Jung
mn_ED_nok_localization_staff01	Dongyeon Kim
mn_ED_nok_localization_staff02	Soonil Kim
mn_ED_nok_localization_staff03	Jeewan Chun
mn_ED_nok_localization_staff04	Suzy Do
mn_ED_nok_localization_staff05	PTW Korea Co., Ltd.
mn_ED_testng_staff00	Maki Yoshitake
mn_ED_testng_staff01	Yoshihiro Katagami
mn_ED_testng_staff02	Rika Yoshinaga
mn_ED_testng_staff03	Yoshiki Sugai
mn_ED_testng_staff04	Masaki Furukawa
mn_ED_testng_staff05	Ryuji Hamaguchi
mn_ED_testng_staff06	Mario Club Co., Ltd.
mn_ED_testng_staff07	Shinpei Otowa
mn_ED_testng_staff08	Souma Kitakouji
mn_ED_testng_staff09	Takanosuke Tsukamoto
mn_ED_testng_staff10	Kana Koide
mn_ED_testng_staff11	Toru Moritani
mn_ED_testng_staff12	Tomomitsu Kurimura
mn_ED_testng_staff13	Natsuki Imai
mn_ED_testng_staff14	Takumi Wada
mn_ED_testng_staff15	Masashi Takitani
mn_ED_testng_staff16	Keita Nagahara
mn_ED_testng_staff17	Akari Tokuno
mn_ED_testng_staff18	Mirei Ando
mn_ED_testng_staff19	Toshiki Nishimura
mn_ED_testng_staff20	Yoshitaka Kawamura
mn_ED_testng_staff21	Ryoma Kishii
mn_ED_testng_staff22	Hisashi Matsui
mn_ED_testng_staff23	Ryo Fujishima
mn_ED_testng_staff24	Adumi Shimizu
mn_ED_testng_staff25	Manaka Tsutsumi
mn_ED_testng_staff26	Yoshihiro Ninomiya
mn_ED_testng_staff27	DIGITAL HEARTS Co., Ltd.
mn_ED_noa_product_te_staff00	Kentaro Nishimura
mn_ED_noa_product_te_staff01	Kirk Buchanan
mn_ED_noa_product_te_staff02	Tomo Ishiyama
mn_ED_noa_product_te_staff03	Q Dequina
mn_ED_noa_product_te_staff04	Hitoshi Nishizawa
mn_ED_noa_product_te_staff05	Tomoko Mikami
mn_ED_noa_product_te_staff06	Zac Evans
mn_ED_noa_product_te_staff07	Robert Jahn
mn_ED_noa_product_te_staff08	Takuya Nishiwaki
mn_ED_noa_product_te_staff09	Daijiro Imoto
mn_ED_noa_product_te_staff10	Matthew Ortega
mn_ED_noa_product_te_staff11	David Figlar
