glossary.msbt
gl_799	酷霸王蛋糕
mn_dRoom_book_bd03_text03	这是森林深处的地图。\r\n进入这片森林的人几乎都迷失了方向。\r\n请谨慎前进。
mn_dRoom_book_bd03_text04	大大的树上会落下树果。\r\n抓住自己喜欢的树果，就会有事情发生。
mn_dRoom_book_bd03_text05	会从大树那里获赠的树果。\r\n从树上会落下2个树果，种类各不相同，\r\n请注意不要获得奇怪的树果。
mn_dRoom_book_bd03_text06	森林深处很可疑。因为那里有一棵可疑的树，\r\n所以一定会发生可疑的事情吧。
mn_dRoom_book_bd04_text00	在2座岛屿之间来回穿梭！\r\n只前往有着{color[ffffffff]}{color[000000ff]}{color[0b0000ff]}星星的岛屿是无法获胜的。\r\n先预测接下来的发展，然后再前进吧。{color[000000ff]}
mn_dRoom_book_bd04_text01	你可以随意提高咚咚的通行费，\r\n不过提高后就无法降低，\r\n所以注意不要把费用提高的太多。
mn_dRoom_book_bd04_text02	由于大嘴鱼的恶作剧，{color[ffffffff]}{color[000000ff]}{color[0b0000ff]}星星的所在地\r\n会在2座岛屿之间变来变去。\r\n如果{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[0b0000ff]}星星处在当前的岛上时，赶快去获得它吧。{color[000000ff]}
mn_dRoom_book_bd04_text03	可以看到远处有一艘破船。\r\n不知道它在那里多久了，\r\n但据说那是一艘运送水果的船。
mn_dRoom_book_bd04_text04	西瓜、哈密瓜、苹果还有香蕉……\r\n还有很多形状奇特的水果。\r\n据说成为超级巨星后，可以随便吃。
mn_dRoom_book_bd04_text05	2座岛屿有着耀西的外形。\r\n有很多西瓜的是西瓜岛。\r\n真是随意的命名方式呢。
mn_dRoom_book_bd04_text06	2座岛屿有着耀西的外形。\r\n有很多哈密瓜的是哈密瓜岛。\r\n真是很好记的命名方式呢。
mn_dRoom_book_bd05_text00	进入黑夜后，鬼怪会聚集在一起！\r\n如果你在白天接近鬼怪出没的场所，\r\n那么在晚上应该就能看到它们。
mn_dRoom_book_bd05_text01	砰砰在晚上会变得一动不动。\r\n如果没能在白天通过，\r\n或许晚上会无法前行。
mn_dRoom_book_bd05_text02	鬼怪会在夜晚聚集，\r\n但有1个地方，白天会出现害羞幽灵。\r\n那是哪里呢？
mn_dRoom_book_bd05_text03	如果想让哎哎将自己传送到别处，\r\n那么推荐晚上去找它，因为晚上的价格更便宜。
mn_dRoom_book_bd05_text04	如果停在哎哎的通道上，\r\n好像就会受其波及而被传送。\r\n免费的传送真的好棒呢。
mn_dRoom_book_bd05_text05	卡美克的洋馆每到晚上就会传出很大的喧闹声。\r\n他们每晚都在里面干什么呢？\r\n喧闹开始后，好像转眼间就到白天了。
mn_dRoom_book_bd05_text06	白天纹丝不动的秋千到了晚上\r\n就会自己动起来。\r\n但是，秋千上并没有任何人，好可怕啊。
mn_dRoom_book_mm01_text00	可以随意游玩100个小游戏。\r\n能够好好练习。
mn_dRoom_book_mm01_text01	在这里好好练习后，\r\n再去和其他人对战吧。
mn_dRoom_book_mm01_text02	可以随意游玩\r\n自己喜欢的小游戏。\r\n请好好地享受吧。
mn_dRoom_book_mm02_text00	可以乐享火热激烈的运动游戏，\r\n也可以悠闲地游玩益智游戏。
mn_dRoom_book_mm02_text01	在2vs2运动中，\r\n可以乐享紧张激烈的对战游戏。
mn_dRoom_book_mm02_text02	对战益智游戏中的火热脑力比拼。\r\n使出全力，争取获得胜利吧。
mn_dRoom_book_mm02_text03	可以在高分挑战中慢慢游玩。\r\n因为这是和自己的战斗。
mn_dRoom_book_mm03_text00	根据小游戏的排名可以获得{color[ffffffff]}{color[000000ff]}{color[0b0000ff]}金币。\r\n总之，多多收集{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[0b0000ff]}金币吧！{color[000000ff]}
mn_dRoom_book_mm03_text01	在金币小游戏中，可以直接获取\r\n游戏中获得的{color[ffffffff]}{color[000000ff]}{color[0b0000ff]}金币。\r\n这可是收集大量{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[0b0000ff]}金币的机会啊。{color[000000ff]}
mn_dRoom_book_mm03_text02	奖励小游戏的{color[ffffffff]}{color[000000ff]}{color[0b0000ff]}金币是平时的2倍。\r\n这是逆转的好机会！{color[000000ff]}
mn_dRoom_book_mm04_text00	分成2vs2进行队伍对战！\r\n2人好好配合进行战斗吧！
mn_dRoom_book_mm04_text01	2人之间的配合将经受考验。\r\n要想获胜，必须考虑他人。
mn_dRoom_book_mm04_text02	不管面对怎样的困难，也要齐心协力迎头而上。\r\n2人争取获得胜利吧。
mn_dRoom_book_mm05_text00	3人相互配合，\r\n在1vs3小游戏中争取获得全胜吧！
mn_dRoom_book_mm05_text01	如果输了就游戏结束！\r\n3人相互配合获取胜利吧。
mn_dRoom_book_mm05_text02	在1vs3小游戏中面对3位对手，\r\n争取获得全胜吧！
mn_dRoom_book_mm05_text03	如果输了就游戏结束！\r\n战胜挡在前面的3人，获得胜利吧。
mn_dRoom_book_mm06_text00	以第1名为目标，和世界各地的人对战！\r\n如果输了就游戏结束，所以不断获胜吧！
mn_dRoom_book_mm06_text01	向世界各地的人挑战，\r\n看看自己到底有多厉害吧！
mn_dRoom_book_mm06_text02	在与世界各地的人的火热对战中获胜，\r\n向全世界展现自己的实力吧。
mn_dRoom_book_mm07_text00	在每天都会变换的推荐小游戏组合包中，\r\n和世界各地的人进行对战。
mn_dRoom_book_mm07_text01	仔细观察，不要漏看。\r\n漏看的话，只能靠运气了。
mn_dRoom_book_mm07_text02	快速完成小游戏，\r\n比其他人更快地获得胜利吧。
mn_dRoom_book_mm07_text03	比对手收集更多的{color[ffffffff]}{color[000000ff]}{color[0b0000ff]}金币，\r\n争取获得胜利吧。{color[000000ff]}
mn_dRoom_book_mm07_text04	尽可能比对手存活的更长，\r\n生存到最后就能获得胜利。
mn_dRoom_book_mm07_text05	获胜的关键是要仔细观察。\r\n仔细观察并好好思考吧。
mn_dRoom_book_mm07_text06	2人之间的全力对决。\r\n只有1人才能获得最后的胜利。
mn_dRoom_book_mm07_text07	比别人更快地跑完全程吧。\r\n各就各位……预备，开始！
mn_dRoom_book_mm07_text08	对手可不仅仅是3人。\r\n比其他人存活更长时间吧。
mn_dRoom_book_mm07_text09	这是1vs3的小游戏。\r\n不要放弃，争取胜利吧。
mn_dRoom_book_mm07_text10	不断地跳跃，比其他人\r\n跳得更高更多吧。
mn_dRoom_book_mm07_text11	这些游戏虽然不是运动小游戏，\r\n但它们也都是名副其实的运动。
mn_dRoom_book_mm07_text12	{color[0b0000ff]}这是1vs3的金币小游戏。\r\n收集更多的{color[ffffffff]}{color[0b0000ff]}金币吧。{color[000000ff]}
mn_dRoom_book_mm07_text13	努力让对手掉下去，\r\n注意自己不要掉下去。
mn_dRoom_book_mm07_text14	你的技巧将是获胜的关键。\r\n依靠精细的操作获得胜利吧。
mn_dRoom_book_mm07_text15	追赶和被追赶。\r\n不要让对手逃走，自己逃走吧。
mn_dRoom_book_mm07_text16	一边阻碍对手，\r\n一边生存到最后获得胜利吧。
mn_dRoom_book_mm07_text17	仔细观察，迅速做出决定吧。\r\n反应速度很重要。
mn_dRoom_book_mm07_text18	总之，好好瞄准吧。\r\n射击对手获取胜利。
mn_dRoom_book_mm07_text19	比其他人收集的更多。\r\n收集最多就可以获得胜利。
mn_dRoom_book_mm07_text20	激烈地相互推搡。\r\n把对手推出去并获得胜利吧。
mn_dRoom_book_mm07_text21	这是1vs3的小游戏。\r\n遇到危机时，冷静应对吧。
mn_dRoom_mu_caption	音乐
mn_dRoom_mu_category00	我的最爱
mn_dRoom_mu_category01	广场
mn_dRoom_mu_category02	棋盘游戏
mn_dRoom_mu_category03	小游戏
mn_dRoom_mu_category04	小游戏山丘
mn_dRoom_mu_ui_pet_total	[0]
mn_dRoom_mu_pet_details	按添加到我的最爱，制作游玩清单吧。
mn_dRoom_mu_shop_details	在奇诺比奥商店购买BGM后，就可以聆听了。
mn_dRoom_mu_ctrl_pet	添加到我的最爱
mn_dRoom_mu_ctrl_petBack	从我的最爱中删除
mn_dRoom_mu_header	[0]
mn_dRoom_mu_bgm_name	[0]
mn_dRoom_card_achieve	[0]
mn_dRoom_card_name	[0]
mn_dRoom_card_title_level	Mario Party等级
mn_dRoom_card_level	[0]
mn_dRoom_card_clap	[0]
mn_dRoom_card_coin	[0]
mn_dRoom_card_title_time	游戏时间
mn_dRoom_card_time	[0]小时
mn_dRoom_card_title_rank	生存战
mn_dRoom_card_rank	第[0]名
mn_dRoom_card_title_series	喜欢的系列
mn_dRoom_card_title_map	喜欢的棋盘
mn_dRoom_card_map_name	[0]
mn_dRoom_card_title_mg	喜欢的小游戏
mn_dRoom_card_mg_record	[0]
mn_dRoom_card_mg_record_m	[0]{size[3c00]}m{size[6400]}
mn_dRoom_card_mg_record_m2	[0].[1]{size[3c00]}m{size[6400]}
mn_dRoom_card_mg_record_degree	[0]°
mn_dRoom_card_mg_record_timer	[0]:[1].[2]
mn_dRoom_card_mg_rank	[0]
mn_dRoom_card_ctrl_next	确定
mn_dRoom_card_ctrl_edit	编辑
mn_dRoom_card_ctrl_back	返回
mn_dRoom_card_ctrl_rankTop	大家的喜好排行榜
mn_dRoom_card_ctrl_blind	查看
mn_dRoom_card_ctrl_design	更改设计
mn_dRoom_card_ctrl_rank	大家的喜好排行榜
mn_dRoom_cardEdit_back	返回
mn_dRoom_cardEdit_design_name	[0]
mn_dRoom_cardEdit_design_name_empty	???
mn_dRoom_cardEdit_title_chara	请选择喜欢的角色。
mn_dRoom_cardEdit_title_achieve	请选择要显示的称号。
mn_dRoom_cardEdit_achieve_name	[0]
mn_dRoom_cardEdit_achieve_name_empty	???
mn_dRoom_cardEdit_achieve_condition	[0]
mn_dRoom_cardEdit_title_series	请选择喜欢的系列。
mn_dRoom_cardEdit_title_map	请选择喜欢的棋盘。
mn_dRoom_cardEdit_map_name	[0]
mn_dRoom_cardEdit_title_mg	请选择喜欢的小游戏。
mn_dRoom_cardEdit_mg_score	[0]
mn_dRoom_cardEdit_mg_score_m	[0]{size[3c00]}m{size[6400]}
mn_dRoom_cardEdit_mg_score_m2	[0].[1]{size[3c00]}m{size[6400]}
mn_dRoom_cardEdit_mg_score_degree	[0]°
mn_dRoom_cardEdit_mg_score_timer	[0]:[1].[2]
mn_dRoom_cardEdit_mg_name	[0]
mn_dRoom_cardEdit_mg_rank	[0]
mn_dRoom_cardEdit_title_design	请选择喜欢的设计。
mn_dRoom_cardRank_title_board	喜欢的棋盘
mn_dRoom_cardRank_title_series	喜欢的系列
mn_dRoom_cardRank_title_mg	喜欢的小游戏
mn_dRoom_cardRank_rank	第[0]名
mn_dRoom_cardRank_name	[0]
mn_dRoom_cardRank_percent	[0].[1]%
mn_dRoom_rec_top_new	新纪录
mn_dRoom_rec_top_rank	小游戏的胜率
mn_dRoom_rec_top_photo	纪念照片
mn_dRoom_rec_top_mg	小游戏山丘的纪录
mn_dRoom_rec_new_title	新纪录
mn_dRoom_rec_new_name	[0]
mn_dRoom_rec_new_score	[0]
mn_dRoom_rec_new_score_m	[0]{size[3c00]}m{size[6400]}
mn_dRoom_rec_new_score_degree	[0]°
mn_dRoom_rec_new_score_timer	[0]:[1].[2]
mn_dRoom_rec_new_score_m2	[0].[1]{size[3c00]}m{size[6400]}
mn_dRoom_rec_new_rank	第[0]名
mn_dRoom_rec_new_ranking	查看排名
mn_dRoom_rec_newRank_left	
mn_dRoom_rec_newRank_right	
mn_dRoom_rec_newRank_card	Mario Party卡片
mn_dRoom_rec_newRank_mg	[0]
mn_dRoom_rec_newRank_myRank	第[0]名
mn_dRoom_rec_newRank_myName	[0]
mn_dRoom_rec_newRank_myScore	[0]
mn_dRoom_rec_newRank_myScore_m	[0]{size[3c00]}m{size[6400]}
mn_dRoom_rec_newRank_myScore_degree	[0]°
mn_dRoom_rec_newRank_myScore_timer	[0]:[1].[2]
mn_dRoom_rec_newRank_myScore_m2	[0].[1]{size[3c00]}m{size[6400]}
mn_dRoom_rec_newRank_rank	第[0]名
mn_dRoom_rec_newRank_name	[0]
mn_dRoom_rec_newRank_score	[0]
mn_dRoom_rec_newRank_score_m	[0]{size[3c00]}m{size[6400]}
mn_dRoom_rec_newRank_score_degree	[0]°
mn_dRoom_rec_newRank_score_timer	[0]:[1].[2]
mn_dRoom_rec_newRank_score_m2	[0].[1]{size[3c00]}m{size[6400]}
mn_dRoom_rec_rank_title	小游戏的胜率
mn_dRoom_rec_rank_left	
mn_dRoom_rec_rank_right	
mn_dRoom_rec_rank_win	擅长顺序
mn_dRoom_rec_rank_lose	不擅长顺序
mn_dRoom_rec_rank_name	[0]
mn_dRoom_rec_rank_number	[0]
mn_dRoom_rec_rank_percent	[0]%
mn_dRoom_rec_rank_rate	([0]次/[1]次)
mn_dRoom_rec_mg	小游戏山丘的记录
mn_dRoom_rec_mg_title	[0]
mn_dRoom_rec_mg_pack	[0]
mn_dRoom_rec_mg_mgRank	查看线上排名
mn_dRoom_rec_mg_scoreAttack	高分挑战
mn_dRoom_rec_mg_rank	技术
mn_dRoom_rec_mg_name	[0]
mn_dRoom_rec_mg_score	[0]
mn_dRoom_rec_mg_myRank	[0]
mn_dRoom_rec_mg_coinTitle	获得的金币数
mn_dRoom_rec_mg_round	[0]回合
mn_dRoom_rec_mg_getCoin	[0]
mn_dRoom_rec_mg_chaThree	3人挑战
mn_dRoom_rec_mg_chaOne	1人挑战
mn_dRoom_rec_mg_stage	关卡[0]
mn_dRoom_rec_mg_stageRank	[0]
mn_dRoom_rec_mg_date	[0]/[1]/[2]
mn_dRoom_rec_mg_noData	没有记录
mn_dRoom_rec_mg_plName	[0]
mn_dRoom_rec_mgMRank_title	生存战
mn_dRoom_rec_mgMRank_myRank	第[0]名
mn_dRoom_rec_mgMRank_myName	[0]
mn_dRoom_rec_mgMRank_myScore0	[0]胜
mn_dRoom_rec_mgMRank_rank	第[0]名
mn_dRoom_rec_mgMRank_name	[0]
mn_dRoom_rec_mgMRank_score0	[0]胜
mn_dRoom_rec_photo_title	纪念照片
mn_dRoom_rec_photo_check	确认照片
mn_dRoom_rec_photo_map	[0]
mn_dRoom_rec_photo_date	[0]/[1]/[2]
mn_dRoom_rec_photo_rank	[0]
mn_dRoom_rec_photo_name	[0]
mn_dRoom_rec_photo_star	[0]
mn_dRoom_rec_photo_coin	[0]
mn_dRoom_rec_photo_mapTitle	[0]
mn_dRoom_achieve_name	[0]
mn_dRoom_achieve_details	[0]
mn_dRoom_achieve_mode	[0]
mn_dRoom_achieve_count	[0]/[1]
mn_dRoom_achieve_online	线上的称号
mn_dRoom_achieve_offline	离线的称号
hsmn07.msbt
mn_mgM_mw_introA	{color[110c1dff]}前往{color[000000ff]}{color[ff3502ff]}小游戏山丘{color[000000ff]}{color[110c1dff]}，\r\n马上就要起航了！{color[000000ff]}
mn_mgM_mw_introB	请乘船吧！\r\n是时候起航了。
mn_mgM_mw_introC	前往{color[ff3502ff]}小游戏山丘{color[000000ff]}{color[110c1dff]}的船要出航了。{color[000000ff]}
mn_mgM_mw_chara_select	有谁要乘船吗？
mn_mgM_mw_com_select	仍在等待[0]位登船。
mn_mgM_mw_chara_check	大家都到齐了吗？
mn_mgM_mw_chara_check_a0	是
mn_mgM_mw_chara_check_a1	否
mn_mgM_mw_chara_check_a2	随机
mn_mgM_mw_check	{color[110c1dff]}前往{color[000000ff]}{color[ff3502ff]}小游戏山丘{color[000000ff]}{color[110c1dff]}的船要出航了！{color[000000ff]}
mn_mgM_mw_online_check	世界各地的对手都在等你！\r\n准备好了吗？？
mn_mgM_check_a0	是
mn_mgM_check_a1	否
hsmn_ED.msbt
mn_ED_last_thankyou	{size[4b00]}YOU ARE THE{size[6400]}\r\nSUPER STAR！
mn_ED_director	DIRECTOR
mn_ED_design_di	DESIGN DIRECTORS
mn_ED_gemu_de	GAME DESIGN
mn_ED_chief_program_di	CHIEF PROGRAM DIRECTOR
mn_ED_program_di	PROGRAM DIRECTORS
mn_ED_program	PROGRAM
mn_ED_chief_art_di	CHIEF ART DIRECTORS
mn_ED_art_di	ART DIRECTORS
mn_ED_art	ART
mn_ED_chief_sound_di	CHIEF SOUND DIRECTOR
mn_ED_sound_di	SOUND DIRECTORS
mn_ED_music_di	MUSIC DIRECTOR
mn_ED_music	MUSIC
mn_ED_sound_ef	SOUND EFFECTS
mn_ED_sound_su	SOUND SUPPORT
mn_ED_sound_co	SOUND COORDINATION
mn_ED_sound_sup	SOUND SUPERVISORS
mn_ED_character_vo	CHARACTER VOICES
mn_ED_voices	VOICES
mn_ED_character_su	CHARACTER SUPERVISOR
mn_ED_illustaration	ILLUSTRATION
mn_ED_package_de	PACKAGE DESIGN
mn_ED_technical_su	TECHNICAL SUPPORT
mn_ED_noa_localization_ma	NOA LOCALIZATION MANAGEMENT
mn_ED_noa_localization	NOA LOCALIZATION
mn_ED_noe_localization_pr	NOE LOCALISATION PRODUCERS
mn_ED_noe_translation	NOE TRANSLATION
mn_ED_nhl_localization	NHL LOCALIZATION
mn_ED_ique_localization	iQue LOCALIZATION
mn_ED_nok_localization	NOK LOCALIZATION
mn_ED_testng	TESTING
mn_ED_noa_product_te	NOA PRODUCT TESTING
mn_ED_noe_qualty_ass	NOE QUALITY ASSURANCE
mn_ED_special_th	SPECIAL THANKS
mn_ED_coordination	COORDINATION
mn_ED_project_manager	PROJECT MANAGER
mn_ED_associate_pr	ASSOCIATE PRODUCER
mn_ED_producers	PRODUCERS
mn_ED_general_pr	GENERAL PRODUCERS
mn_ED_executive_pr	EXECUTIVE PRODUCER
mn_ED_director_staff	Takeru Sugimoto
mn_ED_design_di_staff00	Tsutomu Komiyama
mn_ED_design_di_staff01	Shinichi Nakata
mn_ED_design_di_staff02	Rina Wegner
mn_ED_design_di_staff03	Hayato Minagawa
mn_ED_design_di_staff04	Fumihisa Sato
mn_ED_design_di_staff05	Atsushi Nakao
mn_ED_design_di_staff06	Ryo Yokomizo
mn_ED_design_di_staff07	Yuya Rokuyama
mn_ED_design_di_staff08	Satoru Imamura
mn_ED_design_di_staff09	Yukako Kawauchi
mn_ED_gemu_de_staff00	Daisuke Tajima
mn_ED_gemu_de_staff01	Masato Hotta
mn_ED_gemu_de_staff02	Karin Kawakami
mn_ED_gemu_de_staff03	Yumika Saito
mn_ED_gemu_de_staff04	Changs Shirakawa
mn_ED_gemu_de_staff05	Ayumi Takimura
mn_ED_gemu_de_staff06	Saeka Tanaka
mn_ED_gemu_de_staff07	Yoshitsugu Tamaoki
mn_ED_gemu_de_staff08	Ryota Saruwatari
mn_ED_gemu_de_staff09	Hiroshi Nosaka
mn_ED_gemu_de_staff10	Norihito Shima
mn_ED_gemu_de_staff11	Makoto Eguchi
mn_ED_gemu_de_staff12	Hiroyuki Seki
mn_ED_gemu_de_staff13	Hidenobu Sasaki
mn_ED_gemu_de_staff14	Takayuki Ide
mn_ED_gemu_de_staff15	Miyuki Ooyama
mn_ED_gemu_de_staff16	Masafumi Ojika
mn_ED_gemu_de_staff17	Kunio Asahara
mn_ED_gemu_de_staff18	Ayumu Kawashiro
mn_ED_gemu_de_staff19	Yasuki Toyosawa
mn_ED_chief_program_di_staff	Yuuki Konno
mn_ED_program_di_staff00	Shinji Shibasaki
mn_ED_program_di_staff01	Masayuki Shinohara
mn_ED_program_di_staff02	Akira Matsumoto
mn_ED_program_di_staff03	Haruhiko Tanuma
mn_ED_program_di_staff04	Atsushi Hamada
mn_ED_program_staff00	Kazuhiro Enami
mn_ED_program_staff01	Tetsunori Saito
mn_ED_program_staff02	Masami Sakai
mn_ED_program_staff03	Takashi Sato
mn_ED_program_staff04	Kazunori Sudo
mn_ED_program_staff05	Naoki Sozaka
mn_ED_program_staff06	Takumi Namba
mn_ED_program_staff07	Takuya Fujimoto
mn_ED_program_staff08	Tatsuo Yamajiri
mn_ED_program_staff09	Izumi Fukuda
mn_ED_program_staff10	Takashi Iwanaga
mn_ED_program_staff11	Kenji Oohira
mn_ED_program_staff12	Tadao Shohyama
mn_ED_program_staff13	Akihiro Terada
mn_ED_program_staff14	Yasutaka Ikeda
mn_ED_program_staff15	Tomoaki Tanaka
mn_ED_program_staff16	Norifumi Hira
mn_ED_program_staff17	Satoshi Sakaguchi
mn_ED_program_staff18	Hikaru Hino
mn_ED_program_staff19	Sayaka Matsumoto
mn_ED_program_staff20	Takahiro Matsumoto
mn_ED_program_staff21	Kana Mizota
mn_ED_program_staff22	Daizo Yamauchi
mn_ED_program_staff23	Souichiro Yamamoto
mn_ED_program_staff24	Nobuya Wada
mn_ED_program_staff25	Hiroyuki Watanabe
mn_ED_program_staff26	Kazuki Tashiro
mn_ED_program_staff27	Daisuke Miyata
mn_ED_program_staff28	Takayuki Hayase
mn_ED_program_staff29	Yukihiko Tani
mn_ED_program_staff30	Hiroyuki Horita
mn_ED_chief_art_di_staff00	Susumu Kuribayashi
mn_ED_chief_art_di_staff01	Keisuke Kasahara
mn_ED_art_di_staff00	Masahiko Yamada
mn_ED_art_di_staff01	Takamitsu Manabe
mn_ED_art_di_staff02	Kazuhisa Okamoto
mn_ED_art_di_staff03	Saori Yamashita
