glossary.msbt
gl_799	庫巴蛋糕
mn_dRoom_book_bd03_text00	只要給黃鼴鼠{color[ffffffff]}{color[000000ff]}{color[0b0000ff]}金幣，\r\n牠就會幫你改變箭頭的方向。\r\n不過每次需要的{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[0b0000ff]}金幣數量會隨著牠的心情而改變。{color[000000ff]}
mn_dRoom_book_bd03_text01	告示板上的箭頭會不斷地改變方向。\r\n如果沒有仔細確認就前進的話，\r\n可能會繞到很遠很遠的地方喔。
mn_dRoom_book_bd03_text02	這裡是綠意盎然的森林。\r\n有很多動物居住在這裡，\r\n不過動物們好像偶爾也會迷路。
mn_dRoom_book_bd03_text03	這是在森林深處的地圖。\r\n幾乎所有進入這片森林的人都會迷路，\r\n要謹慎地前進喔。
mn_dRoom_book_bd03_text04	巨大的樹會掉下果實。\r\n接住自己喜歡的果實，就會有事情發生。
mn_dRoom_book_bd03_text05	大樹贈送的果實。\r\n掉下來的2顆果實種類不一樣，\r\n看來1個跟{color[ffffffff]}{color[000000ff]}{color[0b0000ff]}金幣有關，另1個跟骰子有關呢。{color[000000ff]}
mn_dRoom_book_bd03_text06	森林的盡頭很可疑。有可疑的樹，\r\n就一定會有可疑的事情發生吧。
mn_dRoom_book_bd04_text00	來回穿梭兩座島！\r\n只前往{color[ffffffff]}{color[000000ff]}{color[0b0000ff]}星星所在的島是無法獲勝的。\r\n一面預測接下來會發生的事，一面前進吧。{color[000000ff]}
mn_dRoom_book_bd04_text01	玩家可以隨意調高咚咚的通行費，\r\n但是只能往上調，不能往下調。\r\n所以要小心不要調得太高喔。
mn_dRoom_book_bd04_text02	因為大嘴魚的惡作劇，\r\n{color[ffffffff]}{color[000000ff]}{color[0b0000ff]}星星的位置會在兩座島之間換來換去。\r\n如果{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[0b0000ff]}星星在眼前，就趕快去獲取吧。{color[000000ff]}
mn_dRoom_book_bd04_text03	在盡頭處有一艘壞掉的船。\r\n雖然不知道它在那裡多久了，\r\n不過據說那是一艘運送水果的船。
mn_dRoom_book_bd04_text04	西瓜、哈密瓜、蘋果跟香蕉……\r\n還有很多奇形怪狀的水果。\r\n聽說成為超級巨星後，就能吃水果吃到飽喔。
mn_dRoom_book_bd04_text05	兩座耀西形狀的島。\r\n有很多西瓜的是西瓜島。\r\n這種命名方式還真隨意啊。
mn_dRoom_book_bd04_text06	兩座耀西形狀的島。\r\n有很多哈密瓜的是哈密瓜島。\r\n這種命名方式還真好記啊。
mn_dRoom_book_bd05_text00	到了晚上，鬼怪們就會聚集在一起！\r\n白天靠近鬼怪可能出沒的地方，\r\n到了晚上，應該就能遇到了。
mn_dRoom_book_bd05_text01	砰砰到了晚上就會動彈不得。\r\n如果不趁著白天通過，\r\n晚上可能就無法往想走的方向前進。
mn_dRoom_book_bd05_text02	雖然鬼怪到了晚上才會聚集，\r\n但有一個地方，白天就會出現害羞幽靈喔。\r\n那個地方是哪裡呢？
mn_dRoom_book_bd05_text03	如果要讓哎哎將自己傳送到別處，\r\n推薦到了晚上再去找它，因為這樣會比較便宜。
mn_dRoom_book_bd05_text04	如果停在哎哎的通道上，\r\n可能會被波及而傳送到別的地方。\r\n竟然可以免費傳送，真是太幸運了。
mn_dRoom_book_bd05_text05	卡美克的洋館每到晚上就會傳出很大的喧鬧聲。\r\n裡面的人整晚都在做什麼呢？\r\n聽說開始喧鬧後，沒多久就會天亮了。
mn_dRoom_book_bd05_text06	白天完全不會動的鞦韆\r\n到了晚上就會自己動起來。\r\n而且鞦韆上沒有任何人，好可怕啊。
mn_dRoom_book_mm01_text00	可以隨意遊玩100個小遊戲。\r\n要好好練習喔。
mn_dRoom_book_mm01_text01	先在這裡好好練習，\r\n再跟世界各地的人對戰吧。
mn_dRoom_book_mm01_text02	可以隨意遊玩\r\n自己喜歡的小遊戲。\r\n盡情享受遊玩的樂趣吧。
mn_dRoom_book_mm02_text00	可以遊玩緊張刺激的運動遊戲，\r\n也可以悠閒地遊玩益智遊戲。
mn_dRoom_book_mm02_text01	遊玩2vs2運動遊戲，\r\n體驗一場掌心冒汗的熱血對戰吧。
mn_dRoom_book_mm02_text02	用對戰益智遊戲進行激烈的頭腦戰。\r\n使盡全力，贏得勝利吧。
mn_dRoom_book_mm02_text03	可以在高分挑戰中慢慢遊玩。\r\n這是一場跟自己的戰鬥。
mn_dRoom_book_mm03_text00	根據小遊戲的排名獲得{color[ffffffff]}{color[000000ff]}{color[0b0000ff]}金幣。\r\n總之多多收集{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[0b0000ff]}金幣吧！{color[000000ff]}
mn_dRoom_book_mm03_text01	可以直接得到\r\n在金幣小遊戲中獲得的{color[ffffffff]}{color[000000ff]}{color[0b0000ff]}金幣。\r\n這是多多收集{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[0b0000ff]}金幣的好機會喔。{color[000000ff]}
mn_dRoom_book_mm03_text02	獎勵小遊戲的{color[ffffffff]}{color[000000ff]}{color[0b0000ff]}金幣是平常的2倍。\r\n這是反敗為勝的好機會！{color[000000ff]}
mn_dRoom_book_mm04_text00	2vs2的分隊對戰！\r\n2人相互配合，一起戰鬥吧！
mn_dRoom_book_mm04_text01	2人的羈絆將受到考驗。\r\n想要獲勝，就要多為他人著想。
mn_dRoom_book_mm04_text02	2人同心協力面對一切困難，\r\n一起贏得勝利吧。
mn_dRoom_book_mm05_text00	3人同心協力，在1vs3小遊戲中，\r\n以全勝為目標吧！
mn_dRoom_book_mm05_text01	失敗就會結束！\r\n3人同心協力，一起贏得勝利吧。
mn_dRoom_book_mm05_text02	在1vs3小遊戲中，與3位對手對抗，\r\n以全勝為目標吧！
mn_dRoom_book_mm05_text03	失敗就會結束！\r\n戰勝擋在前面的3人，一路過關斬將吧。
mn_dRoom_book_mm06_text00	以第1名為目標，與世界各地的人對戰！\r\n失敗就會結束，所以要一直贏下去喔！
mn_dRoom_book_mm06_text01	你的實力到哪裡？\r\n向全世界發起挑戰吧！
mn_dRoom_book_mm06_text02	在與世界各地的人激烈的對戰中獲勝，\r\n向全世界展示自己的實力吧。
mn_dRoom_book_mm07_text00	以每日推薦的小遊戲組合包\r\n和世界各地的人比賽。
mn_dRoom_book_mm07_text01	仔細查看，小心不要錯過了。\r\n錯過的話，就只能靠運氣了。
mn_dRoom_book_mm07_text02	快速過關小遊戲，\r\n以比其他人更快的速度獲勝吧。
mn_dRoom_book_mm07_text03	比對手收集更多的{color[ffffffff]}{color[000000ff]}{color[0b0000ff]}金幣，\r\n贏得勝利吧。{color[000000ff]}
mn_dRoom_book_mm07_text04	努力比對手生存得更久，\r\n能生存到最後就獲勝。
mn_dRoom_book_mm07_text05	仔細觀察就是勝利的關鍵。\r\n仔細觀察，好好思考吧。
mn_dRoom_book_mm07_text06	只屬於2人的正式比賽。\r\n冠軍只有1個。
mn_dRoom_book_mm07_text07	比其他人更快跑完全程吧。\r\n預備備……起！
mn_dRoom_book_mm07_text08	對手不一定只有3人。\r\n比其他人生存得更久吧。
mn_dRoom_book_mm07_text09	1vs3的小遊戲。\r\n不要放棄，贏得勝利吧。
mn_dRoom_book_mm07_text10	一直跳躍，\r\n比其他人跳得更高更多吧。
mn_dRoom_book_mm07_text11	雖然不是運動小遊戲，\r\n但這些遊戲也都是名副其實的運動。
mn_dRoom_book_mm07_text12	{color[0b0000ff]}1vs3的金幣小遊戲。\r\n多多收集{color[ffffffff]}{color[0b0000ff]}金幣吧。{color[000000ff]}
mn_dRoom_book_mm07_text13	讓對手掉下去的同時，\r\n自己則要避免掉下去。
mn_dRoom_book_mm07_text14	你的技巧就是獲勝的關鍵。\r\n用精密的操作贏得勝利吧。
mn_dRoom_book_mm07_text15	追趕別人，被別人追趕……\r\n不讓對手逃掉，自己則要努力逃跑。
mn_dRoom_book_mm07_text16	在妨礙對手的同時，\r\n要想盡辦法生存到最後，獲得勝利。
mn_dRoom_book_mm07_text17	仔細查看，迅速做出決定吧。\r\n反應速度很重要。
mn_dRoom_book_mm07_text18	總之就是要好好瞄準。\r\n擊中對手，贏得勝利吧。
mn_dRoom_book_mm07_text19	比其他人收集得更多。\r\n收集到最多的人就獲勝。
mn_dRoom_book_mm07_text20	緊張刺激的互相推擠。\r\n推開對手，贏得勝利吧。
mn_dRoom_book_mm07_text21	1vs3的小遊戲。\r\n越危險就要越冷靜。
mn_dRoom_mu_caption	音樂
mn_dRoom_mu_category00	我的最愛
mn_dRoom_mu_category01	廣場
mn_dRoom_mu_category02	雙陸遊戲
mn_dRoom_mu_category03	小遊戲
mn_dRoom_mu_category04	小遊戲山丘
mn_dRoom_mu_ui_pet_total	[0]
mn_dRoom_mu_pet_details	按登錄到我的最愛，製作播放清單吧。
mn_dRoom_mu_shop_details	在奇諾比奧商店購買BGM後就可以聆聽。
mn_dRoom_mu_ctrl_pet	登錄到我的最愛
mn_dRoom_mu_ctrl_petBack	從我的最愛中解除
mn_dRoom_mu_header	[0]
mn_dRoom_mu_bgm_name	[0]
mn_dRoom_card_achieve	[0]
mn_dRoom_card_name	[0]
mn_dRoom_card_title_level	Mario Party等級
mn_dRoom_card_level	[0]
mn_dRoom_card_clap	[0]
mn_dRoom_card_coin	[0]
mn_dRoom_card_title_time	遊玩時間
mn_dRoom_card_time	[0]小時
mn_dRoom_card_title_rank	生存戰
mn_dRoom_card_rank	第[0]名
mn_dRoom_card_title_series	喜歡的遊戲
mn_dRoom_card_title_map	喜歡的棋盤
mn_dRoom_card_map_name	[0]
mn_dRoom_card_title_mg	喜歡的小遊戲
mn_dRoom_card_mg_record	[0]
mn_dRoom_card_mg_record_m	[0]{size[3c00]}m{size[6400]}
mn_dRoom_card_mg_record_m2	[0].[1]{size[3c00]}m{size[6400]}
mn_dRoom_card_mg_record_degree	[0]°
mn_dRoom_card_mg_record_timer	[0]:[1].[2]
mn_dRoom_card_mg_rank	[0]
mn_dRoom_card_ctrl_next	確定
mn_dRoom_card_ctrl_edit	編輯
mn_dRoom_card_ctrl_back	返回
mn_dRoom_card_ctrl_rankTop	大家的喜好排名
mn_dRoom_card_ctrl_blind	查看
mn_dRoom_card_ctrl_design	更改設計
mn_dRoom_card_ctrl_rank	大家的喜好排名
mn_dRoom_cardEdit_back	返回
mn_dRoom_cardEdit_design_name	[0]
mn_dRoom_cardEdit_design_name_empty	???
mn_dRoom_cardEdit_title_chara	請選擇喜歡的角色。
mn_dRoom_cardEdit_title_achieve	請選擇想要顯示的稱號。
mn_dRoom_cardEdit_achieve_name	[0]
mn_dRoom_cardEdit_achieve_name_empty	???
mn_dRoom_cardEdit_achieve_condition	[0]
mn_dRoom_cardEdit_title_series	請選擇此系列中喜歡的遊戲。
mn_dRoom_cardEdit_title_map	請選擇喜歡的棋盤。
mn_dRoom_cardEdit_map_name	[0]
mn_dRoom_cardEdit_title_mg	請選擇喜歡的小遊戲。
mn_dRoom_cardEdit_mg_score	[0]
mn_dRoom_cardEdit_mg_score_m	[0]{size[3c00]}m{size[6400]}
mn_dRoom_cardEdit_mg_score_m2	[0].[1]{size[3c00]}m{size[6400]}
mn_dRoom_cardEdit_mg_score_degree	[0]°
mn_dRoom_cardEdit_mg_score_timer	[0]:[1].[2]
mn_dRoom_cardEdit_mg_name	[0]
mn_dRoom_cardEdit_mg_rank	[0]
mn_dRoom_cardEdit_title_design	請選擇喜歡的設計。
mn_dRoom_cardRank_title_board	喜歡的棋盤
mn_dRoom_cardRank_title_series	喜歡的遊戲
mn_dRoom_cardRank_title_mg	喜歡的小遊戲
mn_dRoom_cardRank_rank	第[0]名
mn_dRoom_cardRank_name	[0]
mn_dRoom_cardRank_percent	[0].[1]%
mn_dRoom_rec_top_new	新紀錄
mn_dRoom_rec_top_rank	小遊戲的勝率
mn_dRoom_rec_top_photo	紀念照片
mn_dRoom_rec_top_mg	小遊戲山丘紀錄
mn_dRoom_rec_new_title	新紀錄
mn_dRoom_rec_new_name	[0]
mn_dRoom_rec_new_score	[0]
mn_dRoom_rec_new_score_m	[0]{size[3c00]}m{size[6400]}
mn_dRoom_rec_new_score_degree	[0]°
mn_dRoom_rec_new_score_timer	[0]:[1].[2]
mn_dRoom_rec_new_score_m2	[0].[1]{size[3c00]}m{size[6400]}
mn_dRoom_rec_new_rank	第[0]名
mn_dRoom_rec_new_ranking	查看排名
mn_dRoom_rec_newRank_left	
mn_dRoom_rec_newRank_right	
mn_dRoom_rec_newRank_card	Mario Party卡片
mn_dRoom_rec_newRank_mg	[0]
mn_dRoom_rec_newRank_myRank	第[0]名
mn_dRoom_rec_newRank_myName	[0]
mn_dRoom_rec_newRank_myScore	[0]
mn_dRoom_rec_newRank_myScore_m	[0]{size[3c00]}m{size[6400]}
mn_dRoom_rec_newRank_myScore_degree	[0]°
mn_dRoom_rec_newRank_myScore_timer	[0]:[1].[2]
mn_dRoom_rec_newRank_myScore_m2	[0].[1]{size[3c00]}m{size[6400]}
mn_dRoom_rec_newRank_rank	第[0]名
mn_dRoom_rec_newRank_name	[0]
mn_dRoom_rec_newRank_score	[0]
mn_dRoom_rec_newRank_score_m	[0]{size[3c00]}m{size[6400]}
mn_dRoom_rec_newRank_score_degree	[0]°
mn_dRoom_rec_newRank_score_timer	[0]:[1].[2]
mn_dRoom_rec_newRank_score_m2	[0].[1]{size[3c00]}m{size[6400]}
mn_dRoom_rec_rank_title	小遊戲的勝率
mn_dRoom_rec_rank_left	
mn_dRoom_rec_rank_right	
mn_dRoom_rec_rank_win	擅長順序
mn_dRoom_rec_rank_lose	不擅長順序
mn_dRoom_rec_rank_name	[0]
mn_dRoom_rec_rank_number	[0]
mn_dRoom_rec_rank_percent	[0]％
mn_dRoom_rec_rank_rate	([0]次/[1]次)
mn_dRoom_rec_mg	小遊戲山丘的紀錄
mn_dRoom_rec_mg_title	[0]
mn_dRoom_rec_mg_pack	[0]
mn_dRoom_rec_mg_mgRank	查看線上排名
mn_dRoom_rec_mg_scoreAttack	高分挑戰
mn_dRoom_rec_mg_rank	技術
mn_dRoom_rec_mg_name	[0]
mn_dRoom_rec_mg_score	[0]
mn_dRoom_rec_mg_myRank	[0]
mn_dRoom_rec_mg_coinTitle	獲得的金幣數
mn_dRoom_rec_mg_round	[0]回合
mn_dRoom_rec_mg_getCoin	[0]
mn_dRoom_rec_mg_chaThree	3人挑戰
mn_dRoom_rec_mg_chaOne	1人挑戰
mn_dRoom_rec_mg_stage	關卡[0]
mn_dRoom_rec_mg_stageRank	[0]
mn_dRoom_rec_mg_date	[0]/[1]/[2]
mn_dRoom_rec_mg_noData	沒有紀錄
mn_dRoom_rec_mg_plName	[0]
mn_dRoom_rec_mgMRank_title	生存戰
mn_dRoom_rec_mgMRank_myRank	第[0]名
mn_dRoom_rec_mgMRank_myName	[0]
mn_dRoom_rec_mgMRank_myScore0	[0]連勝
mn_dRoom_rec_mgMRank_rank	第[0]名
mn_dRoom_rec_mgMRank_name	[0]
mn_dRoom_rec_mgMRank_score0	[0]連勝
mn_dRoom_rec_photo_title	紀念照片
mn_dRoom_rec_photo_check	查看照片
mn_dRoom_rec_photo_map	[0]
mn_dRoom_rec_photo_date	[0]/[1]/[2]
mn_dRoom_rec_photo_rank	[0]
mn_dRoom_rec_photo_name	[0]
mn_dRoom_rec_photo_star	[0]
mn_dRoom_rec_photo_coin	[0]
mn_dRoom_rec_photo_mapTitle	[0]
mn_dRoom_achieve_name	[0]
mn_dRoom_achieve_details	[0]
mn_dRoom_achieve_mode	[0]
mn_dRoom_achieve_count	[0]/[1]
mn_dRoom_achieve_online	線上稱號
mn_dRoom_achieve_offline	離線稱號
hsmn07.msbt
mn_mgM_mw_introA	{color[110c1dff]}非常感謝乘坐本船！\r\n這艘船將前往{color[000000ff]}{color[ff3502ff]}小遊戲山丘{color[000000ff]}{color[110c1dff]}！{color[000000ff]}
mn_mgM_mw_introB	請登船！\r\n我們即將出發。
mn_mgM_mw_introC	前往{color[ff3502ff]}小遊戲山丘{color[000000ff]}{color[110c1dff]}的船就要出航了。{color[000000ff]}
mn_mgM_mw_chara_select	有誰要登船呢？
mn_mgM_mw_com_select	正在等待另外[0]位登船。
mn_mgM_mw_chara_check	大家都到齊了嗎？
mn_mgM_mw_chara_check_a0	是
mn_mgM_mw_chara_check_a1	否
mn_mgM_mw_chara_check_a2	隨機
mn_mgM_mw_check	前往{color[ff3502ff]}小遊戲山丘{color[000000ff]}{color[110c1dff]}的船就要出航了！{color[000000ff]}
mn_mgM_mw_online_check	世界各地的對手都在等你！\r\n準備好了嗎？？
mn_mgM_check_a0	準備好了
mn_mgM_check_a1	還沒
hsmn_ED.msbt
mn_ED_last_thankyou	{size[4b00]}YOU ARE THE{size[6400]}\r\nSUPER STAR！
mn_ED_director	DIRECTOR
mn_ED_design_di	DESIGN DIRECTORS
mn_ED_gemu_de	GAME DESIGN
mn_ED_chief_program_di	CHIEF PROGRAM DIRECTOR
mn_ED_program_di	PROGRAM DIRECTORS
mn_ED_program	PROGRAM
mn_ED_chief_art_di	CHIEF ART DIRECTORS
mn_ED_art_di	ART DIRECTORS
mn_ED_art	ART
mn_ED_chief_sound_di	CHIEF SOUND DIRECTOR
mn_ED_sound_di	SOUND DIRECTORS
mn_ED_music_di	MUSIC DIRECTOR
mn_ED_music	MUSIC
mn_ED_sound_ef	SOUND EFFECTS
mn_ED_sound_su	SOUND SUPPORT
mn_ED_sound_co	SOUND COORDINATION
mn_ED_sound_sup	SOUND SUPERVISORS
mn_ED_character_vo	CHARACTER VOICES
mn_ED_voices	VOICES
mn_ED_character_su	CHARACTER SUPERVISOR
mn_ED_illustaration	ILLUSTRATION
mn_ED_package_de	PACKAGE DESIGN
mn_ED_technical_su	TECHNICAL SUPPORT
mn_ED_noa_localization_ma	NOA LOCALIZATION MANAGEMENT
mn_ED_noa_localization	NOA LOCALIZATION
mn_ED_noe_localization_pr	NOE LOCALISATION PRODUCERS
mn_ED_noe_translation	NOE TRANSLATION
mn_ED_nhl_localization	NHL LOCALIZATION
mn_ED_ique_localization	iQue LOCALIZATION
mn_ED_nok_localization	NOK LOCALIZATION
mn_ED_testng	TESTING
mn_ED_noa_product_te	NOA PRODUCT TESTING
mn_ED_noe_qualty_ass	NOE QUALITY ASSURANCE
mn_ED_special_th	SPECIAL THANKS
mn_ED_coordination	COORDINATION
mn_ED_project_manager	PROJECT MANAGER
mn_ED_associate_pr	ASSOCIATE PRODUCER
mn_ED_producers	PRODUCERS
mn_ED_general_pr	GENERAL PRODUCERS
mn_ED_executive_pr	EXECUTIVE PRODUCER
mn_ED_director_staff	Takeru Sugimoto
mn_ED_design_di_staff00	Tsutomu Komiyama
mn_ED_design_di_staff01	Shinichi Nakata
mn_ED_design_di_staff02	Rina Wegner
mn_ED_design_di_staff03	Hayato Minagawa
mn_ED_design_di_staff04	Fumihisa Sato
mn_ED_design_di_staff05	Atsushi Nakao
mn_ED_design_di_staff06	Ryo Yokomizo
mn_ED_design_di_staff07	Yuya Rokuyama
mn_ED_design_di_staff08	Satoru Imamura
mn_ED_design_di_staff09	Yukako Kawauchi
mn_ED_gemu_de_staff00	Daisuke Tajima
mn_ED_gemu_de_staff01	Masato Hotta
mn_ED_gemu_de_staff02	Karin Kawakami
mn_ED_gemu_de_staff03	Yumika Saito
mn_ED_gemu_de_staff04	Changs Shirakawa
mn_ED_gemu_de_staff05	Ayumi Takimura
mn_ED_gemu_de_staff06	Saeka Tanaka
mn_ED_gemu_de_staff07	Yoshitsugu Tamaoki
mn_ED_gemu_de_staff08	Ryota Saruwatari
mn_ED_gemu_de_staff09	Hiroshi Nosaka
mn_ED_gemu_de_staff10	Norihito Shima
mn_ED_gemu_de_staff11	Makoto Eguchi
mn_ED_gemu_de_staff12	Hiroyuki Seki
mn_ED_gemu_de_staff13	Hidenobu Sasaki
mn_ED_gemu_de_staff14	Takayuki Ide
mn_ED_gemu_de_staff15	Miyuki Ooyama
mn_ED_gemu_de_staff16	Masafumi Ojika
mn_ED_gemu_de_staff17	Kunio Asahara
mn_ED_gemu_de_staff18	Ayumu Kawashiro
mn_ED_gemu_de_staff19	Yasuki Toyosawa
mn_ED_chief_program_di_staff	Yuuki Konno
mn_ED_program_di_staff00	Shinji Shibasaki
mn_ED_program_di_staff01	Masayuki Shinohara
mn_ED_program_di_staff02	Akira Matsumoto
mn_ED_program_di_staff03	Haruhiko Tanuma
mn_ED_program_di_staff04	Atsushi Hamada
mn_ED_program_staff00	Kazuhiro Enami
mn_ED_program_staff01	Tetsunori Saito
mn_ED_program_staff02	Masami Sakai
mn_ED_program_staff03	Takashi Sato
mn_ED_program_staff04	Kazunori Sudo
mn_ED_program_staff05	Naoki Sozaka
mn_ED_program_staff06	Takumi Namba
mn_ED_program_staff07	Takuya Fujimoto
mn_ED_program_staff08	Tatsuo Yamajiri
mn_ED_program_staff09	Izumi Fukuda
mn_ED_program_staff10	Takashi Iwanaga
mn_ED_program_staff11	Kenji Oohira
mn_ED_program_staff12	Tadao Shohyama
mn_ED_program_staff13	Akihiro Terada
mn_ED_program_staff14	Yasutaka Ikeda
mn_ED_program_staff15	Tomoaki Tanaka
mn_ED_program_staff16	Norifumi Hira
mn_ED_program_staff17	Satoshi Sakaguchi
mn_ED_program_staff18	Hikaru Hino
mn_ED_program_staff19	Sayaka Matsumoto
mn_ED_program_staff20	Takahiro Matsumoto
mn_ED_program_staff21	Kana Mizota
mn_ED_program_staff22	Daizo Yamauchi
mn_ED_program_staff23	Souichiro Yamamoto
mn_ED_program_staff24	Nobuya Wada
mn_ED_program_staff25	Hiroyuki Watanabe
mn_ED_program_staff26	Kazuki Tashiro
mn_ED_program_staff27	Daisuke Miyata
mn_ED_program_staff28	Takayuki Hayase
mn_ED_program_staff29	Yukihiko Tani
mn_ED_program_staff30	Hiroyuki Horita
mn_ED_chief_art_di_staff00	Susumu Kuribayashi
mn_ED_chief_art_di_staff01	Keisuke Kasahara
mn_ED_art_di_staff00	Masahiko Yamada
mn_ED_art_di_staff01	Takamitsu Manabe
mn_ED_art_di_staff02	Kazuhisa Okamoto
mn_ED_art_di_staff03	Saori Yamashita
mn_ED_art_di_staff04	Arata Kobayashi
mn_ED_art_di_staff05	Takahiro Karino
mn_ED_art_di_staff06	Masayuki Tsuboi
mn_ED_art_di_staff07	Masami Kodaira
mn_ED_art_staff00	Hayato Ogawa
mn_ED_art_staff01	Tomoaki Watanabe
mn_ED_art_staff02	Takuya Funaki
mn_ED_art_staff03	Tsuyoshi Mizuguchi
