affection.txt
msg_affection_talk_01	这位优秀的训练家，\c\n可以让我看看你和宝可梦的\n关系好不好吗？
msg_Ev_m07_1100_talk_16	[VAR 0100(0000)]，多亏了你，\n现在可以去时尚服饰馆购物了。\r\n这很让人开心，但还是没钱啊。\c\n我还是回去工作吧。[VAR 0114(000B)]
msg_Ev_m07_1100_talk_17	不过我对参加MSBC集会的\n着装规定很感兴趣就是了。[VAR 0114(000B)]
msg_Ev_m07_1100_talk_18_f	好！那我们去\n秀丽世大酒店吧。[VAR 0114(0006)]
msg_Ev_m07_1100_talk_18_m	我们去\n秀丽世大酒店吧。[VAR 0114(0005)]
msg_Ev_m07_1100_talk_19_f	你的话，\n穿什么服装应该都很合适。[VAR 0114(0006)]
msg_Ev_m07_1100_talk_19_m	你的话，\n我觉得穿什么服装都很合适。[VAR 0114(0005)]
msg_e3f812b0ddd86ee5af49ffa86e9139bf	[~ 229]
msg_Ev_m07_2000_talk_11_f	要进去咯！[VAR 0114(0006)]
msg_Ev_m07_2000_talk_11_m	我们进去吧。[VAR 0114(0005)]
msg_Ev_m07_2000_talk_12_f	喂！刚刚的衣服呢？[VAR 0114(0006)]
msg_Ev_m07_2000_talk_12_m	刚刚的衣服呢？[VAR 0114(0005)]
msg_baabb487cbc8906afbaf4fb601911551	[~ 234]
msg_Ev_m07_2000_talk_01_f	看起来不错嘛！[VAR 0114(0006)]
msg_Ev_m07_2000_talk_01_m	看起来不错！[VAR 0114(0005)]
msg_Ev_m07_2000_talk_02_f	真不愧是密阿雷\n举世闻名的高级旅馆。[VAR 0114(0006)]
msg_Ev_m07_2000_talk_02_m	真不愧是密阿雷\n举世闻名的高级旅馆。[VAR 0114(0005)]
msg_Ev_m07_2000_talk_03_f	在这条路线上我们是比不过的，\n那么旅馆Z要把什么当作卖点\r\n才能让顾客心满意足呢？[VAR 0114(0006)]
msg_Ev_m07_2000_talk_03_m	在这条路线上我们是比不过的，\n旅馆Z要把什么当作卖点\r\n才能让顾客心满意足呢？[VAR 0114(0005)]
msg_Ev_m07_2000_talk_04_f	总之，\n我们去那个密阿雷社交对战俱乐部的\r\n集会露个面吧？[VAR 0114(0006)]
msg_Ev_m07_2000_talk_04_m	总之，\n我们去密阿雷社交对战俱乐部的\r\n集会露个面吧？[VAR 0114(0005)]
msg_Ev_m07_2000_talk_05	恭候多时了。[VAR 0114(0016)]
msg_Ev_m07_2000_talk_06_f	你在特地等我们吗？\n真不知道是你太闲，还是做事太认真。[VAR 0114(0006)]
msg_Ev_m07_2000_talk_06_m	咦，你在特地等我们？[VAR 0114(0005)]
msg_Ev_m07_2000_talk_07	你们要是不来，\n会倒大霉的可是我。[VAR 0114(0016)]
msg_Ev_m07_2000_talk_08	然后你们的下场\n会比我更惨就是了……[VAR 0114(0016)]
msg_Ev_m07_2000_talk_09	请你们在这里做好心理准备，\n跟我来吧。[VAR 0114(0016)]
msg_Ev_m07_2000_talk_10_f	到底会是什么事啊？\n好！我们走吧。[VAR 0114(0006)]
msg_Ev_m07_2000_talk_10_m	到底会是什么事啊……\n总之我们走吧。[VAR 0114(0005)]
msg_273f1f2ed8575fed3fa9eb086a66ed15	[~ 251]
msg_Ev_m07_2100_talk_01	唉……[VAR 0114(0016)]
msg_Ev_m07_2100_talk_02_f	为什么叹气啊？[VAR 0114(0006)]
msg_Ev_m07_2100_talk_02_m	叹气？[VAR 0114(0005)]
msg_Ev_m07_2100_talk_03	……那么，我带你们去会场。[VAR 0114(0016)]
msg_5f1fd086b45976db3c0e63b7ee83524c	[~ 256]
msg_Ev_m07_2110_talk_01	这里是密阿雷社交对战俱乐部的\n对战楼层。[VAR 0114(0016)]
msg_Ev_m07_2110_talk_02	以后会开始说明。\n在那之前，请你们自便。[VAR 0114(0016)]
msg_Ev_m07_2110_talk_03_f	不愧是对战俱乐部的集会啊。\n气氛都紧张到爆了。[VAR 0114(0006)]
msg_Ev_m07_2110_talk_03_m	不愧是对战俱乐部的集会啊。\n空气中好像充满了紧张感。[VAR 0114(0005)]
msg_Ev_m07_2110_talk_04_f	我去看看参加者的状况。[VAR 0114(0006)]
msg_Ev_m07_2110_talk_04_m	我去看看都是什么样的人来参加。[VAR 0114(0005)]
msg_Ev_m07_2110_talk_05	嗯？是[VAR 0100(0000)]啊。\n真是我找强敌一雪前耻的好机会。[VAR 0114(000F)]
msg_Ev_m07_2110_talk_37	这会成为我卡娜莉的故事中\n令人无比沸腾的一个篇章。[VAR 0114(000F)]
msg_Ev_m07_2110_select_01	强敌？
msg_Ev_m07_2110_select_02	一雪前耻？
msg_Ev_m07_2110_talk_06	希望打进决赛的是沐净和我，\n要是能直播，就能拿下在线最高人数了。[VAR 0114(000F)]
msg_Ev_m07_2110_talk_07	我同意……[VAR 0114(0012)]
msg_Ev_m07_2110_talk_38	我居然被当成跟皙白是一组的，\n真是屈辱……[VAR 0114(0012)]
msg_Ev_m07_2110_talk_08	哦，由紫小姐来了。
msg_Ev_m07_2110_talk_09	会场的各位来宾，\n我是主角由紫。[VAR 0114(0015)]
msg_Ev_m07_2110_talk_10	今天非常感谢大家\n前来参加这个\r\n为我举办的派对！[VAR 0114(0015)]
msg_Ev_m07_2110_talk_11	我们密阿雷社交对战俱乐部……[VAR 0114(0015)]
msg_Ev_m07_2110_talk_12	希望通过宝可梦对战，\n让宝可梦和训练家能够互相理解，\r\n进而让彼此绽放光芒。\r\n为此我们致力于创造对战的机会来不断钻研。[VAR 0114(0015)]
msg_Ev_m07_2110_talk_13	前几天我邀请了\n伽勒尔地区的前冠军丹帝先生\r\n来为我们进行指导。[VAR 0114(0015)]
msg_Ev_m07_2110_talk_14	今天出于我自己的兴趣，\n邀请了几位特别的人士。[VAR 0114(0015)]
msg_Ev_m07_2110_talk_15	他们是在每晚举办的\nZA登峰战中备受瞩目，\r\n表现活跃的宝可梦训练家。[VAR 0114(0015)]
msg_Ev_m07_2110_talk_16	请被叫到名字的人\n来我所在的场地。[VAR 0114(0015)]
msg_Ev_m07_2110_talk_17	来电伍的卡娜莉小姐。[VAR 0114(0015)]
msg_Ev_m07_2110_talk_18	同样来自来电伍的\n塔拉刚先生。[VAR 0114(0015)]
msg_Ev_m07_2110_talk_19	正义社的皙白先生。[VAR 0114(0015)]
msg_Ev_m07_2110_talk_20	同样来自正义社的\n沐净小姐。[VAR 0114(0015)]
msg_Ev_m07_2110_talk_21	锈蚀组的乌羽先生。[VAR 0114(0015)]
msg_Ev_m07_2110_talk_22	同样来自锈蚀组的\n吉普索先生。[VAR 0114(0015)]
msg_Ev_m07_2110_talk_23	超Z队的[VAR 018B(0001)][VAR 1100(00FF,0202)]小姐先生。[VAR 0114(0015)]
msg_Ev_m07_2110_talk_24	同样来自超Z队的\n[VAR 0100(0000)][VAR 1100(00FF,0202)]先生小姐。[VAR 0114(0015)]
msg_Ev_m07_2110_talk_25_f	叫到我们了。[VAR 0114(0006)]
msg_Ev_m07_2110_talk_25_m	会是什么事？[VAR 0114(0005)]
msg_Ev_m07_2110_talk_26	刚刚被叫到名字的人……[VAR 0114(0015)]
msg_Ev_m07_2110_talk_27	还有负责主办的我！\c\n将一起举办\n超级由紫锦标赛！[VAR 0114(0015)]
msg_Ev_m07_2110_talk_28	哦哦！！
msg_Ev_m07_2110_talk_29_f	抱歉等一下！[VAR 0114(0006)]
msg_Ev_m07_2110_talk_29_m	很抱歉打断你说话……[VAR 0114(0005)]
msg_Ev_m07_2110_talk_30_f	马斯卡托，\n是失控超级进化的事吗？[VAR 0114(0006)]
msg_Ev_m07_2110_talk_30_m	马斯卡托，\n是失控超级进化的事吗？[VAR 0114(0005)]
msg_Ev_m07_2110_talk_31_f	明白了。\n我会和[VAR 0100(0000)]他们一起研究对策。[VAR 0114(0006)]
msg_Ev_m07_2110_talk_31_m	明白了。\n我会和[VAR 0100(0000)]他们一起研究对策。[VAR 0114(0005)]
msg_Ev_m07_2110_talk_32_f	呃，由紫。[VAR 0114(0006)]
msg_Ev_m07_2110_talk_32_m	由紫？[VAR 0114(0005)]
msg_Ev_m07_2110_talk_33	嗯，\n有什么事吗？[VAR 0114(0015)]
msg_Ev_m07_2110_talk_34_f	难得你特意邀请，\n但我们有个非办不可的事，\r\n所以就先走了。[VAR 0114(0006)]
msg_Ev_m07_2110_talk_34_m	难得你特意邀请，\n但我们有个非办不可的事，\r\n所以就先告辞了。[VAR 0114(0005)]
msg_Ev_m07_2110_talk_35	是什么事呢？[VAR 0114(0015)]
msg_Ev_m07_2110_talk_36_f	走吧。[VAR 0114(0006)]
msg_Ev_m07_2110_talk_36_m	快点吧。[VAR 0114(0005)]
msg_8fb700d1490f75443b198fcfd58c8849	[~ 306]
msg_Ev_m07_2120_talk_01_f	她找来一群狠角色，\n就是为了搞锦标赛啊。[VAR 0114(0006)]
msg_Ev_m07_2120_talk_01_m	她找来一群狠角色，\n就是为了搞锦标赛啊。[VAR 0114(0005)]
msg_Ev_m07_2120_talk_02_f	那个叫由紫的训练家\n真是不得了啊。[VAR 0114(0006)]
msg_Ev_m07_2120_talk_02_m	那个叫由紫的训练家\n应该是个不得了的人。[VAR 0114(0005)]
msg_Ev_m07_2120_talk_03	不得了的是你们！[VAR 0114(0016)]
msg_Ev_m07_2120_talk_04	拜托了！\n请你们打消离开的念头！[VAR 0114(0016)]
msg_Ev_m07_2120_talk_05	现在的话还来得及，\n请你们快回会场吧！\c\n这是我的忠告，\n都是为你们着想！[VAR 0114(0016)]
msg_Ev_m07_2120_talk_06_f	没事，\n就当我们不战而败吧。[VAR 0114(0006)]
msg_Ev_m07_2120_talk_06_m	就当我们是\n不战而败吧。[VAR 0114(0005)]
msg_Ev_m07_2120_talk_07_f	为了让大家能享受锦标赛，\n我们必须要守护这座城市才行。[VAR 0114(0006)]
msg_Ev_m07_2120_talk_07_m	为了让大家能享受锦标赛，\n我们必须要守护这座城市才行。[VAR 0114(0005)]
msg_Ev_m07_2120_talk_08	啊～～～～！[VAR 0114(0016)]
msg_Ev_m07_2120_talk_09	真是的！！！！！！[VAR 0114(0016)]
msg_48c8a47649e7647a86e5b72c730f85ec	[~ 320]
msg_Ev_m07_2130_talk_01_f	好！\n来开作战会议吧。[VAR 0114(0006)]
msg_Ev_m07_2130_talk_01_m	要开作战会议咯。[VAR 0114(0005)]
msg_Ev_m07_2130_talk_02_f	有人拜托我去帮忙。\n抱歉，你先回去吧。[VAR 0114(0006)]
msg_Ev_m07_2130_talk_02_m	有人拜托我去帮忙。\n你先回去好吗？[VAR 0114(0005)]
msg_Ev_m07_2130_talk_03_f	我会马上回旅馆Z的！[VAR 0114(0006)]
msg_Ev_m07_2130_talk_03_m	我会马上回旅馆Z的。[VAR 0114(0005)]
msg_Ev_m07_2130_talk_04	请你带上[VAR 018B(0001)]一起来。[VAR 0114(0016)]
msg_1fc901c557c51b1d24e0f67370d97e4a	[~ 328]
msg_Ev_m07_3000_talk_01	[VAR 018B(0001)]联系过我们了。\c\n正参加派对呢，\n结果失控超级进化\r\n来得不是时候。[VAR 0114(000C)]
msg_Ev_m07_3000_talk_02	守护城市就该这样吧？\n看着[VAR 0100(0000)]我就会这么想。[VAR 0114(000B)]
msg_Ev_m07_3000_talk_03	话是这么说没错……\n派对怎么样啊？[VAR 0114(000C)]
msg_Ev_m07_3000_select_01	很厉害
msg_Ev_m07_3000_select_02	很不妙
msg_Ev_m07_3000_talk_04	名流就是不一样啊。[VAR 0114(000C)]
msg_Ev_m07_3000_talk_05_f	我回来了！[VAR 0114(0006)]
msg_Ev_m07_3000_talk_05_m	我回来了！[VAR 0114(0005)]
msg_Ev_m07_3000_talk_06_f	[VAR 0100(0000)]已经回来了吗？[VAR 0114(0006)]
msg_Ev_m07_3000_talk_06_m	[VAR 0100(0000)]已经回来了吗？[VAR 0114(0005)]
msg_Ev_m07_3000_talk_07	你别绕道，\n两个人一起回来不好吗？[VAR 0114(000C)]
msg_Ev_m07_3000_talk_08_f	因为棱镜塔的一些事\n让我有些在意。[VAR 0114(0006)]
msg_Ev_m07_3000_talk_08_m	因为棱镜塔的一些事\n让我有些在意。[VAR 0114(0005)]
msg_Ev_m07_3000_talk_09	真是的！[VAR 0114(000C)]
msg_Ev_m07_3000_talk_10	现在开始作战会议！[VAR 0114(000C)]
msg_fca6d9407c4d0d1b85bce7a38a4cc446	[~ 344]
msg_Ev_m07_3100_talk_60	[VAR 0100(0000)]，\n现在开始作战会议咯。[VAR 0114(000C)]
msg_Ev_m07_3100_select_03	开始吧
msg_Ev_m07_3100_select_04	等一下
msg_Ev_m07_3100_talk_61	嗯！\n准备好了就跟我说一声哦。[VAR 0114(000C)]
msg_Ev_m07_3100_talk_62_f	开始作战会议吧！[VAR 0114(0006)]
msg_Ev_m07_3100_talk_62_m	要开作战会议咯。[VAR 0114(0005)]
msg_Ev_m07_3100_talk_63	失控超级进化……\n还是一如既往地会发生啊。[VAR 0114(000B)]
msg_Ev_m07_3100_talk_01	那么，我们开始作战会议。[VAR 0114(000C)]
msg_Ev_m07_3100_talk_02	根据马斯卡托提供的信息……[VAR 0114(000C)]
msg_Ev_m07_3100_talk_03	失控超级进化宝可梦\n预计出现在以下3个地方。[VAR 0114(000C)]
msg_Ev_m07_3100_talk_04	第1个地方是浦蓝区的发呆公园，\n目标宝可梦是[VAR FF00(0006)]雪妖女[VAR FF00(0000)]。[VAR 0114(000C)]
msg_Ev_m07_3100_talk_05	第2个地方是蓉粉区4号街区，\n目标宝可梦是[VAR FF00(0006)]七夕青鸟[VAR FF00(0000)]。[VAR 0114(000C)]
msg_Ev_m07_3100_talk_06	第3个地方是琼黄区8号街区，\n目标宝可梦是[VAR FF00(0006)]妙蛙花[VAR FF00(0000)]。[VAR 0114(000C)]
msg_Ev_m07_3100_talk_07_f	还是和以往一样，会出现在各地啊。[VAR 0114(0006)]
msg_Ev_m07_3100_talk_07_m	会从密阿雷的各个地方出现啊。[VAR 0114(0005)]
msg_Ev_m07_3100_talk_08	根据马斯卡托提供的信息，\n可能会失控超级进化的宝可梦\r\n也变得越来越厉害了。[VAR 0114(000C)]
msg_Ev_m07_3100_talk_09	对手变厉害的话，\n我们也通过战斗好好锻炼就好。[VAR 0114(0004)]
msg_Ev_m07_3100_talk_10	这个想法不错。[VAR 0114(000B)]
msg_Ev_m07_3100_talk_11_f	哪有时间做这么悠闲的事啊？[VAR 0114(0006)]
msg_Ev_m07_3100_talk_11_m	哪有那么多闲工夫？[VAR 0114(0005)]
msg_Ev_m07_3100_talk_12_f	而且[VAR 0100(0000)]\n在ZA登峰战可是C级啊。\c\n在密阿雷几乎没有\n比[VAR 1100(00FF,0101)]他她更强的训练家了。[VAR 0114(0006)]
msg_Ev_m07_3100_talk_12_m	而且[VAR 0100(0000)]\n在ZA登峰战是C级呀。\c\n在密阿雷几乎没有\n比[VAR 1100(00FF,0101)]他她更强的训练家了。[VAR 0114(0005)]
msg_Ev_m07_3100_talk_13	能够达到那样的级别，\n实在是了不起。[VAR 0114(0004)]
msg_Ev_m07_3100_talk_14	那么就当是为了锻炼，\n来参加锦标赛如何？[VAR 0114(0004)]
msg_Ev_m07_3100_talk_15	锦标赛也是个有效的方式，\n但重要的是调查可能会失控的\r\n宝可梦的属性等信息，再制定对策。[VAR 0114(000B)]
msg_Ev_m07_3100_talk_16	把握对手是什么属性，\n这是宝可梦对战的基础对吧？[VAR 0114(000C)]
msg_Ev_m07_3100_talk_17	还有其他成员\n有在意的事吗？[VAR 0114(000C)]
msg_Ev_m07_3100_talk_18	密阿雷社交对战俱乐部的集会现在怎么样了，\n这很让人在意吧？[VAR 0114(0004)]
msg_Ev_m07_3100_talk_19_f	那件事我已经推掉了。\c\n对我们超Z队来说，\n失控超级进化的事更加重要。[VAR 0114(0006)]
msg_Ev_m07_3100_talk_19_m	那件事我已经推掉了。\c\n对我们超Z队来说，\n失控超级进化的事更加重要。[VAR 0114(0005)]
msg_Ev_m07_3100_talk_20	说到底，\n失控超级进化是指什么？[VAR 0114(0004)]
msg_Ev_m07_3100_talk_21_f	怎么现在还问这个？[VAR 0114(0006)]
msg_Ev_m07_3100_talk_21_m	怎么现在还问这种事？[VAR 0114(0005)]
msg_Ev_m07_3100_select_01	等一下
msg_Ev_m07_3100_select_02	是不是有点怪？
msg_Ev_m07_3100_talk_22	你这么一说……\n我感觉会议室比平时小了一些。[VAR 0114(000C)]
msg_Ev_m07_3100_talk_23	玳萝，你还好吗？\n这种事怎么可……[VAR 0114(000B)]
msg_Ev_m07_3100_talk_24	还真的有。[VAR 0114(000B)]
msg_Ev_m07_3100_talk_25_f	由紫，\n你怎么会在这里？[VAR 0114(0006)]
msg_Ev_m07_3100_talk_25_m	由紫，\n你怎么会在这里？[VAR 0114(0005)]
msg_Ev_m07_3100_talk_26	负责主办锦标赛的我\n亲自来迎接你们了。[VAR 0114(0015)]
msg_Ev_m07_3100_talk_27	请问……\n您是哪位？[VAR 0114(000C)]
msg_Ev_m07_3100_talk_28	我是！[VAR 0114(0015)]
msg_Ev_m07_3100_talk_29	密阿雷社交对战俱乐部的由紫！[VAR 0114(0015)]
msg_Ev_m07_3100_talk_30	原来如此，\n名流喜欢这样的衣服呀。[VAR 0114(000B)]
msg_Ev_m07_3100_talk_54	布料的确不错，\n尤其是裁缝的技术很出色。[VAR 0114(000B)]
msg_Ev_m07_3100_talk_31	哎呀，\n你的关注点很不错。[VAR 0114(0015)]
msg_Ev_m07_3100_talk_32_f	别亲近她，\n她可不是超Z队的人！[VAR 0114(0006)]
msg_Ev_m07_3100_talk_32_m	大家跟她也太亲近了吧！\n她又不是超Z队的成员。[VAR 0114(0005)]
msg_Ev_m07_3100_talk_33	有什么问题吗？\n我又不是外人。[VAR 0114(0015)]
msg_Ev_m07_3100_talk_34_f	就是外人！[VAR 0114(0006)]
msg_Ev_m07_3100_talk_34_m	就是外人。[VAR 0114(0005)]
msg_Ev_m07_3100_talk_35	话说回来，\n你们什么时候愿意来参加锦标赛？[VAR 0114(0015)]
msg_Ev_m07_3100_talk_36_f	都说了就当我们不战而败！\n我们要去帮助宝可梦啊。[VAR 0114(0006)]
msg_Ev_m07_3100_talk_36_m	就当我们不战而败也没问题。\n我们必须要去帮助宝可梦才行。[VAR 0114(0005)]
msg_Ev_m07_3100_talk_37_f	你赶紧回酒店，\n去举办你的锦标赛吧。[VAR 0114(0006)]
msg_Ev_m07_3100_talk_37_m	请你赶紧回酒店，\n去举办你的锦标赛吧。[VAR 0114(0005)]
msg_Ev_m07_3100_talk_38	那可不行。[VAR 0114(0015)]
msg_Ev_m07_3100_talk_39	我想享受我心中\n最棒的锦标赛。[VAR 0114(0015)]
msg_Ev_m07_3100_talk_40	因此，\n[VAR 018B(0001)][VAR 1100(00FF,0202)]小姐先生和[VAR 0100(0000)][VAR 1100(00FF,0202)]先生小姐，\r\n你们二位是不可或缺的！[VAR 0114(0015)]
msg_Ev_m07_3100_talk_41	参加集会的人\n都在等你吧？[VAR 0114(000C)]
msg_Ev_m07_3100_talk_42	我都交给春紫了，\n她是我亲爱的左膀右臂。[VAR 0114(0015)]
msg_Ev_m07_3100_talk_43	而且在会场的大家\n现在正在享用特别的餐点，\r\n观赏知名艺人的表演。[VAR 0114(0015)]
msg_Ev_m07_3100_talk_44_f	你的派对爱怎么搞就怎么搞！\n我们要谈自己的事了。[VAR 0114(0006)]
msg_Ev_m07_3100_talk_44_m	先不管由紫，\n我们继续说失控超级进化的事。[VAR 0114(0005)]
msg_Ev_m07_3100_talk_45	失控超级进化的任务\n有以下3件！[VAR 0114(000C)]
msg_Ev_m07_3100_talk_46	第一个任务！在浦蓝区的发呆公园，\n制止雪妖女的失控！\r\n由琵鲁负责前往！[VAR 0114(000C)]
msg_Ev_m07_3100_talk_47	第二个任务！在蓉粉区4号街区，\n制止七夕青鸟的失控！\r\n由玳萝我来负责。[VAR 0114(000C)]
msg_Ev_m07_3100_talk_48	第三个任务！在琼黄区8号街区，\n制止妙蛙花的失控！\r\n由[VAR 018B(0001)]负责。[VAR 0114(000C)]
msg_Ev_m07_3100_talk_55	[VAR 0100(0000)]，你还是照常\n要去所有的地点。[VAR 0114(000C)]
msg_Ev_m07_3100_talk_49_f	忘掉MSBC的集会，\n集中精力应对失控超级进化吧！[VAR 0114(0006)]
msg_Ev_m07_3100_talk_49_m	忘掉MSBC的集会，\n集中精力应对失控超级进化吧。[VAR 0114(0005)]
msg_Ev_m07_3100_talk_50	看来你们超Z队\n正在做很有趣的事呀。[VAR 0114(0015)]
msg_Ev_m07_3100_talk_51	但我是不会容忍有人\n无视我的锦标赛的。[VAR 0114(0015)]
msg_Ev_m07_3100_talk_52	由紫这个人\n好像有点怪啊。[VAR 0114(000C)]
msg_Ev_m07_3100_talk_53	名流果然会选衣服啊，\n尤其是布料的品质完全不一样。[VAR 0114(000B)]
msg_Ev_m07_3100_talk_56	……真希望能在失控超级进化\n发生之前就去帮助宝可梦呀。[VAR 0114(000C)]
msg_Ev_m07_3100_talk_57	在搞清失控超级进化的原因之前，\n这个愿望是不可能实现的。[VAR 0114(000B)]
msg_Ev_m07_3100_talk_58_f	虽然还不清楚失控超级进化的原因，\n但总有一天必须要解决它！[VAR 0114(0006)]
msg_Ev_m07_3100_talk_58_m	虽然还不清楚失控超级进化的原因，\n但总有一天必须要解决它！[VAR 0114(0005)]
msg_f1f43bc8283d26bb2931a4ea816e142c	[~ 425]
msg_Ev_m07_4000_talk_10	请你稍微早点来啊……\n我都以为自己要冻死了……[VAR 0114(000B)]
msg_Ev_m07_4000_talk_11	不过雪妖女这种宝可梦\n还真是漂亮啊……\r\n我想参考它做设计。[VAR 0114(000B)]
msg_Ev_m07_4000_talk_12	抱歉……\n现在不是说这种闲话的时候啊。\c\n那只雪妖女要是失控超级进化了，\n会变得很痛苦吧……[VAR 0114(000B)]
msg_Ev_m07_4000_talk_13	那么在战斗之前，\n我帮大家恢复活力吧。[VAR 0114(000B)]
msg_Ev_m07_4000_talk_14	超级雪妖女是\n冰属性和幽灵属性。\c\n那么幽灵属性和火属性的\n招式会比较有利。[VAR 0114(000B)]
msg_Ev_m07_4000_talk_01	周围的超级能浓度\n正在极速上升！\c\n警告！你所确认的个体\n即将失控超级进化！！
msg_Ev_m07_4000_select_01	应对！
msg_Ev_m07_4000_select_02	做准备
msg_9680fcc2b86d8a318824446f172a562e	[~ 434]
msg_Ev_m07_4010_talk_01	已平息失控超级进化。\c\n可能失控超级进化的宝可梦\n还剩2只。
msg_Ev_m07_4010_talk_02	已平息失控超级进化。\c\n可能失控超级进化的宝可梦\n还剩1只。
msg_Ev_m07_4010_talk_03	已经没有\n可能失控超级进化的宝可梦了。
msg_Ev_m07_4010_talk_04	刚刚那只就是\n失控超级进化的雪妖女吧？[VAR 0114(0015)]
msg_Ev_m07_4010_talk_05	没有训练家的野生宝可梦\n居然会自行超级进化……\c\n对这座城市来说，\n这种威胁的确无法置之不理。[VAR 0114(0015)]
msg_Ev_m07_4010_select_01	由紫？
msg_Ev_m07_4010_select_02	你怎么在这里？
msg_Ev_m07_4010_talk_06	我想知道你们什么时候\n才愿意参加锦标赛。[VAR 0114(0015)]
msg_Ev_m07_4010_talk_07	守护城市非常重要，\n这我当然也很理解。[VAR 0114(0015)]
msg_Ev_m07_4010_talk_08	但同时，\n我的锦标赛也非常重要！[VAR 0114(0015)]
msg_Ev_m07_4010_talk_13	我们也是身不由己啊。[VAR 0114(000B)]
msg_Ev_m07_4010_talk_14	身不由己？\n你说身不由己？[VAR 0114(0015)]
msg_Ev_m07_4010_talk_15	是……是啊。[VAR 0114(000B)]
msg_Ev_m07_4010_talk_16	那样说的话，\n我也身不由己啊。\c\n请你们好好想想\n我能忍到什么时候，好吗？[VAR 0114(0015)]
msg_Ev_m07_4010_talk_09	处理完失控超级进化的事\n就来秀丽世吧。\c\n在那之前，\n我会用特别的技术关注你们的！[VAR 0114(0015)]
msg_Ev_m07_4010_talk_10	由紫这个人……从某种角度来说\n比失控超级进化还可怕啊。[VAR 0114(000B)]
