Adventure.txt
MID_ADV_アドベンチャー外へ出る	Go outside?
MID_バレンシア暦N年	$a$a0 V.C.
MID_N年	$a$a0
MID_N日	$a$a0
MID_暦	$a$a2$a3 of $a1, $a0
MID_L_暦	$a$a2$a3 of $a1, $a0 V.C.
MID_DATA_FORMAT_Delimiter	  
MID_DATA_FORMAT_0	$a$a2$a3$a1$a3$a0
MID_DATA_FORMAT_1	$a$a1$a2$a0
MID_花の節	Flostym
MID_鳥の節	Avistym
MID_天馬の節	Pegastym
MID_竜の節	Wyrmstym
MID_お花畑	Flower Patch
MID_プロローグ	Cemetery
MID_ラムの村	Ram Village
MID_ラムの林	Ram Woods
MID_盗賊の森	Fleecer's Forest
MID_盗賊のほこら	Thieves' Shrine
MID_聖なる井戸	Sacred Springs
MID_盗賊森ラム谷経路	F. Forest⇔Ram Valley
MID_ラムの谷	Ram Valley
MID_ラム谷南砦経路１	Ram Valley⇔S. Outpost 1
MID_ラム谷南砦経路２	Ram Valley⇔S. Outpost 2
MID_南の砦	Southern Outpost
MID_南の砦内部	Southern Outpost Interior
MID_南砦ソフィ南経路	S. Outpost⇔S. Zofia
MID_ソフィアの南１	Southern Zofia 1
MID_ソフィアの南２	Southern Zofia 2
MID_解放軍のアジト	Deliverance Hideout
MID_ソフィ南ソフィ門経路	S. Zofia⇔Zofia Gate
MID_ソフィアの門	Zofia Gate
MID_ソフィア城	Zofia Castle
MID_修道院	Priory
MID_ノーヴァの墓地	Novis Cemetery
MID_ノーヴァの港	Novis Greatport
MID_海１	Zofia Seaway 1
MID_海１海２経路	Zofia Seaway 1⇔2
MID_海２	Zofia Seaway 2
MID_海賊の砦	The Pirate Throne
MID_海賊の砦内部	Pirate Throne Interior
MID_海３	Zofia Seaway 3
MID_海３海ほこら経路	Z. Seaway 3⇔S. Shrine
MID_海のほこら	Seabound Shrine
MID_海のほこら内部	Seabound Shrine Interior
MID_海４	Zofia Seaway 4
MID_海５	Zofia Seaway 5
MID_ソフィアの港	Zofia Harbor
MID_ソフィ港ソフィ門経路	Z. Harbor⇔Z. Gate
MID_北の門	North Gate
MID_ソフィアの西	Mountain Highway
MID_ソフィアの北	Northern Zofia
MID_ソフィ北ソフィ森経路１	N. Zofia⇔Z. Forest 1
MID_ソフィ北ソフィ森経路２	N. Zofia⇔Z. Forest 2
MID_ソフィアの森１	Zofia Forest 1
MID_森の村	Forest Crossroads
MID_森の村内部	Forest Village
MID_村森ドゼ砦経路	F. Village⇔D. Fortress
MID_ドゼーの砦	Desaix's Fortress
MID_ドゼーの砦内部	Desaix's Fortress Interior
MID_ソフィアの森２	Zofia Forest 2
MID_森のほこら	Sylvan Shrine
MID_ソフィ森森北経路	Z. Forest⇔F. Northside
MID_森の北	Forest Northside
MID_森北水門経路	F. Northside⇔Sluice
MID_水門	Sluice Gate
MID_水門内部	Sluice Gate Interior
MID_ソフィアの東	Eastern Zofia
MID_ソフィアの海岸	Zofian Coast
MID_ソフィ海岸山墓場経路１	Z. Coast⇔M. Graveyard 1
MID_ソフィ海岸山墓場経路２	Z. Coast⇔M. Graveyard 2
MID_山の墓場	Mountain Graveyard
MID_山の村	Mountain Village
MID_山墓場ミラ谷経路１	M. Graveyard⇔V. Approach 1
MID_山墓場ミラ谷経路２	M. Graveyard⇔V. Approach 2
MID_ミラへの谷	Valley Approach
MID_竜のほこら	Dragon Shrine
MID_砂漠の砦	Desert Stronghold
MID_砂漠の砦内部	Desert Stronghold Interior
MID_砂漠砦砂漠北経路	D. Stronghold⇔N. Desert
MID_砂漠砦砂漠南経路	D. Stronghold⇔S. Desert
MID_砂漠の北	Northern Desert
MID_砂漠の南	Southern Desert
MID_砂漠北ギス砦経路１	N. Desert⇔G. Citadel 1
MID_砂漠北ギス砦経路２	N. Desert⇔G. Citadel 2
MID_砂漠南ギス砦経路	S. Desert⇔G. Citadel
MID_ギースの砦	Grieth's Citadel
MID_ギースの砦内部	Grieth's Citadel Interior
MID_ミラ谷ミラ神殿経路１	V. Approach⇔M. Temple 1
MID_ミラ谷ミラ神殿経路２	V. Approach⇔M. Temple 2
MID_ミラ神殿	Temple of Mila
MID_ミラ神殿内部	Temple of Mila Interior
MID_ミラ神殿ミラ北経路１	M. Temple⇔T. Northside 1
MID_ミラ神殿ミラ北経路２	M. Temple⇔T. Northside 2
MID_ミラ神殿の北	Temple Northside
MID_ミラ北死人沼経路１	T. Northside⇔D. Mire 1
MID_ミラ北死人沼経路２	T. Northside⇔D. Mire 2
MID_ミラ北死人沼経路３	T. Northside⇔D. Mire 3
MID_死人の沼	Dead Man's Mire
MID_死人沼沼墓地経路１	D. Mire⇔M. Boneyard 1
MID_死人沼沼墓地経路２	D. Mire⇔M. Boneyard 2
MID_沼の墓地	Mire Boneyard
MID_沼墓地ドルク砦経路１	M. Boneyard⇔D. Keep 1
MID_沼墓地ドルク砦経路２	M. Boneyard⇔D. Keep 2
MID_ドルクの砦	Dolth Keep
MID_ドルクの砦内部	Dolth Keep Interior
MID_迷いの森内部	Lost Treescape Interior
MID_迷いの森	The Lost Treescape
MID_賢者の里	Sage's Hamlet
MID_ドーマの門	Duma Gate
MID_ドーマの沼	The Swamps of Duma
MID_ドマ沼ドマ塔経路	D. Swamps⇔D. Tower
MID_ドーマの塔	Duma Tower
MID_水門国境経路１	Sluice⇔Border 1
MID_水門国境経路２	Sluice⇔Border 2
MID_国境	Border
MID_国境リゲル森経路	Border⇔Rigel Forest
MID_リゲルの森	Rigel Forest
MID_リゲル森恐山経路１	R. Forest⇔F. Mountain 1
MID_リゲル森恐山経路２	R. Forest⇔F. Mountain 2
MID_恐山	Fear Mountain
MID_恐山のほこら	Fear Mountain Shrine
MID_ヌイババ館	Nuibaba's Abode
MID_ヌイババ館内部	Nuibaba's Abode Interior
MID_国境リゲル平野経路１	Border⇔R. Plains 1
MID_国境リゲル平野経路２	Border⇔R. Plains 2
MID_リゲル平野	Rigel Plains
MID_リゲルの村	Rigelian Village
MID_リゲルの谷	Rigel Valley
MID_竜の火口	The Dragon's Maw
MID_竜の火口内部	Dragon's Maw Interior
MID_竜火口リゲル滝経路１	D. Maw⇔Rigel Falls 1
MID_竜火口リゲル滝経路２	D. Maw⇔Rigel Falls 2
MID_リゲルの滝	Rigel Falls
MID_リゲル滝要塞経路１	R. Falls⇔L. Bastion 1
MID_リゲル滝要塞経路２	R. Falls⇔L. Bastion 2
MID_秘密のほこら	Secret Shrine
MID_要塞	The Last Bastion
MID_要塞リゲル城経路１	L. Bastion⇔R. Castle 1
MID_要塞リゲル城経路２	L. Bastion⇔R. Castle 2
MID_リゲル城	Rigel Castle
MID_リゲル城内部	Rigel Castle Interior
MID_ドーマ神殿	Duma Temple
MID_ドーマの祭壇	The Altar of Duma
MID_竜の門	Dragon Gate
MID_アカネイア航路１	Archanea Seaway 1
MID_アカネイア航路２	Archanea Seaway 2
MID_アカネイア航路３	Archanea Seaway 3
MID_アカネイア航路４	Archanea Seaway 4
MID_アカネイア航路５	Archanea Seaway 5
MID_アカネイア航路６	Archanea Seaway 6
MID_フリアの港	Furia Harbor
MID_テーベの地下迷宮	Thabes Labyrinth
MID_戦神の試練	Duma's Ordeals
MID_女神の試練	Mila's Ordeals
MID_追加コンテンツ	DLC
MID_拠点_Sample_村の出入り口	Entrance
MID_拠点_Sample_村を出る	Leave Village
MID_拠点_ラムの村_出入り口	Entrance
MID_拠点_ラムの村_村の広場	Square
MID_拠点_ラムの村_マイセンの家	Mycen's House
MID_拠点_ラムの村_村を出る	Leave Village
MID_拠点_盗賊のほこら_ほこらの入り口	Entrance
MID_拠点_盗賊のほこら_ミラ神像	Mila Idol
MID_拠点_盗賊のほこら_ほこらの奥	Shrine Depths
MID_拠点_盗賊のほこら_ほこらを出る	Leave Shrine
MID_拠点_盗賊のほこら_戻る	Return
MID_拠点_盗賊のほこら_奥へ	Proceed
MID_拠点_南の砦内部_玄関	Entrance
MID_拠点_南の砦内部_作戦室	War Room
MID_拠点_南の砦内部_牢獄	Dungeon
MID_拠点_南の砦内部_外に出る	Exit
MID_拠点_解放軍のアジト_入り口	Entrance
MID_拠点_解放軍のアジト_ミラ神像	Mila Idol
MID_拠点_解放軍のアジト_戻る	Return
MID_拠点_解放軍のアジト_奥へ	Proceed
MID_拠点_解放軍のアジト_奥へ00	Proceed
MID_拠点_解放軍のアジト_外に出る	Exit
MID_拠点_ソフィア城_玄関	Entrance
MID_拠点_ソフィア城_中央ホールへ	To Central Hall
MID_拠点_ソフィア城_階段前	Staircase
MID_拠点_ソフィア城_玄関へ	To Entrance
MID_拠点_ソフィア城_宝物庫	Treasure Vault
MID_拠点_ソフィア城_謁見の間	Throne Room
MID_拠点_ソフィア城_中央ホール	Central Hall
MID_拠点_ソフィア城_バルコニー	Balcony
MID_拠点_ソフィア城_城の外へ	Leave Castle
MID_拠点_ソフィア城_バルコニーへ	To Balcony
MID_拠点_ソフィア城_1階へ	To Ground Floor
MID_拠点_ソフィア城_階段	Stairs
MID_拠点_修道院_外に出る	Exit
MID_拠点_修道院_玄関	Entrance
MID_拠点_修道院_ミラ神像	Mila Idol
MID_拠点_ノーヴァの港_出入り口	Entrance
MID_拠点_ノーヴァの港_酒場	Tavern
MID_拠点_ノーヴァの港_桟橋	Wharf
MID_拠点_ノーヴァの港_港を出る	Leave Port
MID_拠点_海のほこら内部_ミラ神像	Mila Idol
MID_拠点_海のほこら内部_奥へ	Proceed
MID_拠点_海のほこら内部_戻る	Return
MID_拠点_海	Sea
MID_拠点_海賊の砦内部_玄関	Entrance
MID_拠点_海賊の砦内部_外に出る	Exit
MID_拠点_海賊の砦内部_宝物庫	Treasure Vault
MID_拠点_ソフィアの港_出入り口	Entrance
MID_拠点_ソフィアの港_港を出る	Leave Harbor
MID_拠点_ソフィアの港_桟橋	Wharf
MID_拠点_ソフィアの港_酒場	Tavern
MID_拠点_山の村_出入り口	Entrance
MID_拠点_山の村_広場	Square
MID_拠点_山の村_民家	House
MID_拠点_山の村_鍛冶屋	Smithy
MID_拠点_山の村_外に出る	Exit
MID_拠点_森のほこら_ミラ神像	Mila Idol
MID_拠点_森のほこら_戻る	Return
MID_拠点_森のほこら_奥へ	Proceed
MID_拠点_水門内部_玄関	Entrance
MID_拠点_水門内部_水門の操作部	Control Room
MID_拠点_水門内部_外に出る	Exit
MID_拠点_ドゼーの砦内部_玄関	Entrance
MID_拠点_ドゼーの砦内部_作戦室	War Room
MID_拠点_ドゼーの砦内部_牢獄	Dungeon
MID_拠点_ドゼーの砦内部_外に出る	Exit
MID_拠点_森の村内部_出入り口	Entrance
MID_拠点_森の村内部_鍛冶屋	Smithy
MID_拠点_森の村内部_広場	Square
MID_拠点_森の村内部_民家１	House 1
MID_拠点_森の村内部_民家２	House 2
MID_拠点_森の村内部_村を出る	Exit
MID_拠点_竜のほこら_奥へ	Proceed
MID_拠点_竜のほこら_ミラ神像	Mila Idol
MID_拠点_竜のほこら_戻る	Return
MID_拠点_砂漠の砦内部_玄関	Entrance
MID_拠点_砂漠の砦内部_牢獄	Dungeon
MID_拠点_砂漠の砦内部_作戦室	War Room
MID_拠点_砂漠の砦内部_外に出る	Exit
MID_拠点_ギースの砦内部_玄関	Entrance
MID_拠点_ギースの砦内部_牢獄１	Dungeon 1
MID_拠点_ギースの砦内部_牢獄２	Dungeon 2
MID_拠点_ギースの砦内部_作戦室	War Room
MID_拠点_ギースの砦内部_外に出る	Exit
MID_拠点_ミラ神殿内部_玄関	Entrance
MID_拠点_ミラ神殿内部_ホール	Great Hall
MID_拠点_ミラ神殿内部_ミラの間	Mila's Chamber
MID_拠点_ミラ神殿内部_ミラ神像	Mila Idol
MID_拠点_ミラ神殿内部_操作部	Control Room
MID_拠点_ミラ神殿内部_踊り場	Landing
MID_拠点_ミラ神殿内部_外に出る	Exit
MID_拠点_ミラ神殿内部_地下１階へ	To Basement
MID_拠点_ミラ神殿内部_地下２階へ	To Second Basement
MID_拠点_ミラ神殿内部_１階へ	To Ground Floor
MID_拠点_ミラ神殿内部_戻る	Return
MID_拠点_ミラ神殿内部_ホールへ	To Great Hall
MID_拠点_ミラ神殿内部_ミラの間へ	To Mila's Chamber
MID_拠点_ドルクの砦内部_玄関	Entrance
MID_拠点_ドルクの砦内部_地下１階へ	To Basement
MID_拠点_ドルクの砦内部_外に出る	Exit
MID_拠点_迷いの森_ミラ神像	Mila Idol
MID_拠点_迷いの森_森に入る_0	Enter Treescape
MID_拠点_迷いの森_森に入る_1	Enter Treescape
MID_拠点_迷いの森_森に入る_2	Enter Treescape
MID_拠点_迷いの森_森に入る_3	Enter Treescape
MID_拠点_賢者の里_出入り口	Entrance
MID_拠点_賢者の里_賢者の家	Sage's House
MID_拠点_賢者の里_広場	Clearing
MID_拠点_賢者の里_鍛冶屋	Smithy
MID_拠点_賢者の里_集会所	Meeting Hall
MID_拠点_賢者の里_村を出る	Enter Treescape
MID_拠点_賢者の里_森を出る	Leave Hamlet
MID_拠点_ドーマの塔_屋上	Tower Top
MID_拠点_ドーマの塔_ミラ神像	Mila Idol
MID_拠点_ドーマの塔_戻る00	Return
MID_拠点_ドーマの塔_戻る	Return
MID_拠点_恐山のほこら_ミラ神像	Mila Idol
MID_拠点_恐山のほこら_奥へ_00	Proceed
MID_拠点_恐山のほこら_奥へ_02	Proceed
MID_拠点_恐山のほこら_戻る	Return
MID_拠点_ヌイババ館内部_玄関	Entrance
MID_拠点_ヌイババ館内部_牢獄１	Dungeon 1
MID_拠点_ヌイババ館内部_牢獄２	Dungeon 2
MID_拠点_ヌイババ館内部_外に出る	Exit
MID_拠点_リゲルの村_鍛冶屋	Smithy
MID_拠点_リゲルの村_広場	Square
MID_拠点_リゲルの村_民家１	House 1
MID_拠点_リゲルの村_民家２	House 2
MID_拠点_リゲルの村_出入り口	Entrance
MID_拠点_リゲルの村_村を出る	Leave Village
MID_拠点_秘密のほこら_戻る	Return
MID_拠点_秘密のほこら_奥へ	Proceed
MID_拠点_秘密のほこら_ミラ神像	Mila Idol
MID_拠点_リゲル城内部_玄関	Entrance
MID_拠点_リゲル城内部_中央ホール	Central Hall
MID_拠点_リゲル城内部_中央ホールへ	To Central Hall
MID_拠点_リゲル城内部_謁見の間	Throne Room
MID_拠点_リゲル城内部_謁見の間へ	To Throne Room
MID_拠点_リゲル城内部_地下１階へ	To Basement
MID_拠点_リゲル城内部_１階へ	To Ground Floor
MID_拠点_リゲル城内部_巨大な扉	Grand Portal
MID_拠点_リゲル城内部_ドーマ神殿へ	To Temple of Duma
MID_拠点_リゲル城内部_城の外へ	Leave Castle
MID_拠点_ドーマ神殿_玄関	Entrance
MID_拠点_ドーマ神殿_中央ホール	Central Hall
MID_拠点_ドーマ神殿_中央ホールへ	To Central Hall
MID_拠点_ドーマ神殿_謁見の間	Throne Room
MID_拠点_ドーマ神殿_謁見の間へ	To Throne Room
MID_拠点_ドーマ神殿_地下１階へ	To Basement
MID_拠点_ドーマ神殿_城の外へ	Leave Castle
MID_拠点_ドーマ神殿_巨大な扉	Grand Portal
MID_拠点_ドーマ神殿_ドーマ神殿へ	To Temple of Duma
MID_拠点_ドーマ神殿_１階へ	To Ground Floor
MID_拠点_ドーマ神殿_通路	Corridor
MID_拠点_ドーマ神殿_奥へ	Proceed
MID_拠点_ドーマ神殿_最後の扉	Final Portal
MID_拠点_ドーマ神殿_ドーマの祭壇へ	To Altar of Duma
MID_拠点_ドーマ神殿_戻る00	Return
MID_拠点_ドーマ神殿_戻る01	Return
MID_拠点_ドーマ神殿_戻る	Return
MID_拠点_ドーマ神殿_ミラ神像	Mila Idol
MID_拠点_森_リゲル	Rigel
MID_拠点_森_ソフィア	Zofia
MID_拠点_沼地_リゲル	Rigel
MID_拠点_海_ノーヴァ	Novis
MID_拠点_花畑_ソフィア	Zofia
MID_拠点_崩れた崖_ソフィア	Zofia
MID_拠点_岩地_ソフィア	Zofia
MID_拠点_ソフィア離宮の部屋	Villa Chamber
MID_拠点_ソフィア離宮の部屋_火災	Blaze
MID_拠点_鍛冶屋	Smithy
MID_拠点_フリアの港_出入り口	Entrance
MID_拠点_フリアの港_広場	Square
MID_拠点_フリアの港_ミラ神像	Mila Idol
MID_拠点_フリアの港_鍛冶屋	Smithy
MID_拠点_フリアの港_港を出る	Leave Harbor
MID_ADV_GROUP_盗賊のほこら入口付近	Entrance
MID_ADV_GROUP_盗賊のほこら内部	Interior
MID_ADV_GROUP_解放軍のアジト入り口付近	Entrance
MID_ADV_GROUP_解放軍のアジト本部	Command Post
MID_ADV_GROUP_ソフィア城1F	Ground Floor	Entrance
MID_ADV_GROUP_ソフィア城1FB	Ground Floor	Inside
MID_ADV_GROUP_ソフィア城2F	Balcony
MID_ADV_GROUP_ミラ神殿1F	Ground Floor	Entrance
MID_ADV_GROUP_ミラ神殿1FB	Ground Floor	Inside
MID_ADV_GROUP_ミラ神殿B1	Basement
MID_ADV_GROUP_ミラ神殿B2	Second Basement
MID_ADV_GROUP_リゲル城1F	Ground Floor	Entrance
MID_ADV_GROUP_リゲル城1FB	Ground Floor	Inside
MID_ADV_GROUP_リゲル城B1	Basement	Temple Entrance
MID_ADV_GROUP_ドーマ神殿最後	Altar
MID_ADV_GROUP_ドーマ神殿B1	Entrance
MPID_白魔法テスト	White Magic Test
MPID_召喚師テスト	Summoner Test
MPID_召喚テスト	Cantor Test
MPID_黒魔法テスト	Black Magic Test
MPID_妖術師テスト	Arcanist Test
MPID_特殊魔法テスト	Sp, Magic Test
MPID_イリュージョン魔戦	Invoke Magic Test
MPID_イリュージョン天馬	Invoke PN
MPID_イリュージョン兵士	Invoke Soldier
MPID_メサイア死霊	Conjure Revenant
MPID_メサイア骸骨	Conjure B. Walker
MPID_メサイア飛魔	Conjure Gargoyle
MPID_メサイア死竜	Conjure N.Dragon
MPID_メサイア魔女	Conjure Witch
MPID_メサイア目玉	Conjure Mogall
MID_村人級	Villager
MID_ソルジャー級	Soldier
MID_戦士級	Fighter
MID_パラディン級	Paladin
MID_アーマー級	Knight
MID_ゴールドナイト級	Gold Knight
MID_バロン級	Baron
MID_魔戦士級	Dread Fighter
MID_勇者級	Hero
MID_覇王級	Conqueror
MID_シスター級	Cleric
MID_女魔導士級	Lady Mage
MID_ペガサスナイト級	Pegasus Knight
MID_神官級	Priestess
MID_ファルコンナイト級	Falcon Knight
MID_プリンセス級	Princess
MID_女帝級	Empress
MID_ゾンビ級	Revenant
MID_スケルトン級	Bonewalker
MID_ガーゴイル級	Gargoyle
MID_祈祷師級	Cantor
MID_魔女級	Witch
MID_ドラゴンゾンビ級	Necrodragon
MID_ビグル級	Mogall
MID_魔人級	Fiend
MID_地母神級	Earth Mother
MID_戦神級	War Father
Opening.txt
MID_OPLogo_001	Nintendo
MID_OPLogo_001_2	and
MID_OPLogo_002	INTELLIGENT SYSTEMS
MID_OPLogo_003	Present
MID_OPLogo_004	- Movies -
MID_OPLogo_005	Studio Khara
MID_OPLogo_006	- Sound Support -
MID_OPLogo_007	Dimension Cruise, Inc.
MID_OPLogo_008	TWOFIVE, Inc.
MID_OPLogo_009	- Sound Supervision -
MID_OPLogo_010	Yuka Tsujiyoko
MID_OPLogo_011	- Character Design & Illustration -
MID_OPLogo_012	Hidari
MID_OPLogo_013	- Event Illustration  -
MID_OPLogo_014	Digital Media Lab., Inc.
MID_OPLogo_015	- Illustration Support -
MID_OPLogo_016	CRAFTS & MEISTER CO., LTD.
MID_OPLogo_017	- Developed by -
MID_OPLogo_018	INTELLIGENT SYSTEMS
MID_OPLogo_019	- Published by -
MID_OPLogo_020	Nintendo
Poem.txt
MID_盗賊のほこら_アルム_00	The dank smell of mold permeates the shrine.
MID_盗賊のほこら_アルム_01	It's foul, like the rogues who crawl about the place.
MID_盗賊のほこら_アルム_02	How could this house to the Mother have\nbecome such a welcome haven for brigands?
MID_盗賊のほこら_アルム_03	How could this house to the Mother have\nbecome such a welcome haven for brigands?
