Adventure.txt
MID_ADV_アドベンチャー外へ出る	要到外头吗？
MID_ADV調べる_baggageA_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa是盗贼们的货物呢。\n这些也是偷来的东西吗？$k
MID_ADV調べる_baggageB_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa是盗贼们的货物呢。\n这些也是偷来的东西吗？$k
MID_ADV_調べるエリア_baggageA	货物
MID_ADV_調べるエリア_baggageB	货物
Fld_拠点_砂漠の砦_牢獄.txt
MID_ADV調べる_empty_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa这里是监牢吗？\n好昏暗……$k
MID_ADV調べる_empty_ARUM_RANDOM_1	$Z$t0$Wmアルム|6$Wsアルム|$Wa空气虽然干燥，\n但很凉爽舒适。$k
MID_ADV調べる_woodbox_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa货物杂乱地堆在一起。$k
MID_ADV調べる_table_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa是看守使用的桌子。\n上面积了一层沙。$k
MID_ADV調べる_empty_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa这里是牢房啊。\n连这种地方都有沙子跑进来。$k
MID_ADV調べる_empty_CELLICA_RANDOM_1	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa虽然有点儿阴森，不过很凉快，\n待起来还算舒服。$k
MID_ADV調べる_woodbox_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa里面放了许多东西。\n看起来并不重要。$k
MID_ADV調べる_table_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa连看守使用的桌子，\n都积了一层沙。$k
MID_ADV_調べるエリア_woodbox	木箱
MID_ADV_調べるエリア_table	桌子
Fld_拠点_砂漠の砦_玄関.txt
MID_ADV調べる_empty_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa这里是……\n为了沙漠中的战事而建造的堡垒吗？$k
MID_ADV調べる_empty_ARUM_RANDOM_1	$Z$t0$Wmアルム|6$Wsアルム|$Wa墙壁上有刀痕。\n看来经历过无数次战斗。$k
MID_ADV調べる_clash_floor_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa地板塌陷了……\n这也是战斗造成的吗？$k
MID_ADV調べる_vaseA_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa是水瓶。\n附近应该有绿洲吧？$k
MID_ADV調べる_vaseB_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa是水瓶。\n附近应该有绿洲吧？$k
MID_ADV調べる_outside_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa外面炙热无比。\n堡垒里面倒是很凉爽。$k
MID_ADV調べる_empty_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa这座堡垒是为了抵御从沙漠来的侵略，\n防卫索菲亚城堡而建造的。$k
MID_ADV調べる_empty_CELLICA_RANDOM_1	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa堡垒里面还留着激烈的\n打斗痕迹。$k
MID_ADV調べる_clash_floor_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa地板损坏了。\n这也是打斗的痕迹吗？$k
MID_ADV調べる_vaseA_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa是水瓶。\n水在这里是最珍贵的东西呢。$k
MID_ADV調べる_vaseB_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa是水瓶。\n水在这里是最珍贵的东西呢。$k
MID_ADV調べる_outside_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa一踏出堡垒，\n毒辣的阳光就会倾注而下。$k
MID_ADV_調べるエリア_clash_floor	损坏的地板
MID_ADV_調べるエリア_vaseA	水瓶
MID_ADV_調べるエリア_vaseB	水瓶
MID_ADV_調べるエリア_outside	堡垒外
Fld_拠点_秘密のほこら_ミラ神像.txt
MID_ADV調べる_empty_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa这里充满了一种神秘的气氛……$k
MID_ADV調べる_mira_ARUM_LOOP_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa是女神米拉的雕像。$k
MID_ADV調べる_empty_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa在这里可以感觉到米拉大人的神力呢。$k
MID_ADV調べる_mira_CELLICA_LOOP_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa是女神米拉大人的雕像呢。\n好祥和、好温柔的表情……$k
MID_ADV_調べるエリア_mira	米拉神像
Fld_拠点_竜のほこら_ミラ神像.txt
MID_ADV調べる_empty_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa这里充满了一种神秘的气氛……$k
MID_ADV調べる_mira_ARUM_LOOP_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa是女神米拉的雕像。$k
MID_ADV調べる_empty_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa在这里可以感觉到米拉大人的神力。$k
MID_ADV調べる_mira_CELLICA_LOOP_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa是女神米拉大人的雕像呢。\n好祥和、好温柔的表情……$k
MID_ADV_調べるエリア_mira	米拉神像
Fld_拠点_解放軍のアジト_ミラ神像.txt
MID_ADV調べる_empty_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa这里充满了一种神秘的气氛……$k
MID_ADV調べる_mira_ARUM_LOOP_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa是女神米拉的雕像。$k
MID_ADV調べる_empty_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa在这里可以感觉到米拉大人的神力呢。$k
MID_ADV調べる_mira_CELLICA_LOOP_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa是女神米拉大人的雕像呢。\n好祥和、好温柔的表情……$k
MID_ADV_調べるエリア_mira	米拉神像
Fld_拠点_解放軍のアジト_入り口.txt
MID_ADV調べる_empty_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa虽然看起来似乎年代久远，\n不过盖得颇为坚固。$k
MID_ADV調べる_empty_ARUM_RANDOM_1	$Z$t0$Wmアルム|6$Wsアルム|$Wa有股霉味，感觉气氛不太寻常……$k
MID_ADV調べる_floor_ARUM_LOOP_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa仔细看，地板上有许多脚印，\n还有像是拖着重物走过的痕迹。$k
MID_ADV調べる_passage_ARUM_LOOP_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa看不到通路的尽头……\n好像一路延伸到里面的样子。$k
MID_ADV調べる_empty_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa这里是……地下墓穴吗？\n看起来有些历史了。$k
MID_ADV調べる_empty_CELLICA_RANDOM_1	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa这里既昏暗又阴凉，\n感觉有点儿阴森呢……$k
MID_ADV調べる_floor_CELLICA_LOOP_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa地板上有许多脚印，\n想必是有人进出吧。$k
MID_ADV調べる_passage_CELLICA_LOOP_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa里面太暗了，看不清楚……\n通往哪里呢？$k
MID_ADV_調べるエリア_floor	地板
MID_ADV_調べるエリア_passage	通路
Fld_拠点_賢者の里_出入り口.txt
MID_ADV調べる_empty_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa感觉像是森林中的世外桃源，\n充满了神秘感。$k
MID_ADV調べる_empty_ARUM_RANDOM_1	$Z$t0$Wmアルム|6$Wsアルム|$Wa雾气弥漫，\n感觉十分凉爽。$k
MID_ADV調べる_wood_gate_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa是只用木头搭成的门。\n感觉随时会坏掉。$k
MID_ADV調べる_firewood_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa放置着木柴。\n看起来已经不能用了……$k
MID_ADV調べる_stonewallA_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa是砌石墙。\n上面长满了一簇簇青苔。$k
MID_ADV調べる_stonewallB_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa是砌石墙。\n上面长满了一簇簇青苔。$k
MID_ADV調べる_empty_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa这里是贤者之乡……\n散发着一种清静的神秘气息。$k
MID_ADV調べる_empty_CELLICA_RANDOM_1	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa感觉有点儿潮湿，\n是因为雾气的关系吗？$k
MID_ADV調べる_wood_gate_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa是用木头搭成的简朴木门呢。$k
MID_ADV調べる_firewood_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa是腐朽的木柴呢。\n都没有人拿来用吗？$k
MID_ADV調べる_stonewallA_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa砌石墙上覆盖着\n一簇簇的青苔呢。$k
MID_ADV調べる_stonewallB_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa砌石墙上覆盖着\n一簇簇的青苔呢。$k
MID_ADV_調べるエリア_wood_gate	门
MID_ADV_調べるエリア_firewood	木柴
MID_ADV_調べるエリア_stonewallA	砌石墙
MID_ADV_調べるエリア_stonewallB	砌石墙
Fld_拠点_賢者の里_広場.txt
MID_ADV調べる_empty_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa这里是村子的广场吗？\n雾太大了，什么都看不见……$k
MID_ADV調べる_empty_ARUM_RANDOM_1	$Z$t0$Wmアルム|6$Wsアルム|$Wa贤者之乡一直以来\n都受到这片浓雾与森林的守护吧。$k
MID_ADV調べる_houseA_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa是用木头盖成的房子。\n真是罕见啊……$k
MID_ADV調べる_houseB_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa连屋顶上都长满了青苔。$k
MID_ADV調べる_houseC_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa这样不会发生火灾吗？$k
MID_ADV調べる_empty_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa这里似乎是村子的中心。\n雾气好大呢……$k
MID_ADV調べる_empty_CELLICA_RANDOM_1	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa贤者之乡就是靠着这片浓雾与\n迷失森林来避人耳目吧。$k
MID_ADV調べる_houseA_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa这里的房屋是用木头搭建而成的，\n比起其他村子，有种不同的气氛啊。$k
MID_ADV調べる_houseB_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa连房子屋顶都布满了青苔呢。$k
MID_ADV調べる_houseC_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa从这片浓雾来看，\n应该不用担心会发生火灾了。$k
MID_ADV_調べるエリア_houseA	民房
MID_ADV_調べるエリア_houseB	民房
MID_ADV_調べるエリア_houseC	民房
Fld_拠点_賢者の里_賢者の家.txt
MID_ADV調べる_empty_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa书堆得像小山一样高。\n地板不会塌陷吗……$k
MID_ADV調べる_empty_ARUM_RANDOM_1	$Z$t0$Wmアルム|6$Wsアルム|$Wa有股奇妙的气味。\n是旧纸张和墨水的气味吗？$k
MID_ADV調べる_book_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa堆高的书本挡住了窗户。\n所以才这么暗吗？$k
MID_ADV調べる_torchA_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa灯火一旦落在书本上，\n感觉会引发大火灾。$k
MID_ADV調べる_torchB_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa灯火一旦落在书本上，\n感觉会引发大火灾。$k
MID_ADV調べる_swing_chair_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa是坐起来感觉很舒服的椅子。$k
MID_ADV調べる_empty_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa$E驚,|好多书……\n有一股旧纸张和墨水的气味呢。$k
MID_ADV調べる_empty_CELLICA_RANDOM_1	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa还是白天就暗成这样呢。\n看来需要灯火照明啊。$k
MID_ADV調べる_book_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa堆高的书本挡住了窗户呢。\n所以才这么暗啊。$k
MID_ADV調べる_torchA_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa真担心灯火\n会不会烧到书本上呢。$k
MID_ADV調べる_torchB_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa真担心灯火\n会不会烧到书本上呢。$k
MID_ADV調べる_swing_chair_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa是摇椅呢。\n他都是坐在这里看书吗？$k
MID_ADV_調べるエリア_book	堆高的书本
MID_ADV_調べるエリア_torchA	灯火
MID_ADV_調べるエリア_torchB	灯火
MID_ADV_調べるエリア_swing_chair	摇椅
Fld_拠点_賢者の里_鍛冶屋.txt
MID_ADV調べる_empty_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa昏暗的作业区，\n加上熊熊燃烧的锻炉。$k
MID_ADV調べる_empty_ARUM_RANDOM_1	$Z$t0$Wmアルム|6$Wsアルム|$Wa有股燃料、铁与汗水的气味。\n好热啊……$k
MID_ADV調べる_oven_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa煤炭烧得通红。\n感觉非常烫。$k
MID_ADV調べる_empty_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa好热呢……\n原来武器是这样打造的啊。$k
MID_ADV調べる_empty_CELLICA_RANDOM_1	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa有一股我从来没闻过的复杂气味呢。$k
MID_ADV調べる_oven_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa煤炭烧得好旺呢。\n这是用来熔化铁块的吧。$k
MID_ADV_調べるエリア_oven	锻炉
Fld_拠点_賢者の里_集会所.txt
MID_ADV調べる_empty_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa这里好像是村子的集会所。$k
MID_ADV調べる_empty_ARUM_RANDOM_1	$Z$t0$Wmアルム|6$Wsアルム|$Wa虽然有很多书，\n但这么暗，读起来应该很吃力……$k
MID_ADV調べる_empty_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa这里似乎是贤者之乡居民们\n集会用的场所呢。$k
MID_ADV調べる_empty_CELLICA_RANDOM_1	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa这里也有好多书。\n可是太暗了，感觉难以阅读啊……$k
Fld_拠点_迷いの森_ミラ神像.txt
MID_ADV調べる_empty_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa这里充满了一种神秘的气氛……$k
MID_ADV調べる_mira_ARUM_LOOP_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa是女神米拉的雕像。$k
MID_ADV調べる_empty_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa在这里可以感觉到米拉大人的神力呢。$k
MID_ADV調べる_mira_CELLICA_LOOP_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa是女神米拉大人的雕像呢。\n好祥和、好温柔的表情……$k
MID_ADV_調べるエリア_mira	米拉神像
GameData.txt
MCID_RULE_敵全滅	敌军全灭
MCID_RULE_敵将撃破	击败敌将
MBID_その他	其他
MBID_謎の軍	神秘军队
MBID_アルム軍	阿鲁姆军
MBID_セリカ軍	赛莉卡军
MBID_ミラ教団	米拉教团
MBID_リゲル帝国軍	利盖尔帝国军
MBID_ソフィア王国軍	王国军
MBID_ドーマ教団	多玛教团
MBID_ギース軍	吉斯军
MBID_ソフィア解放軍	解放军
MBID_魔物	魔物
MBID_海賊	海盗
MBID_盗賊	盗贼
MBID_幽霊	亡灵
MBID_屍兵	死者的面具
MBID_幻影兵	幻影兵
MBID_竜族	龙的眷属
MBID_H_その他	其他\n其他势力
MBID_H_謎の軍	神秘军队\n所属不明的势力
MBID_H_アルム軍	阿鲁姆军\n阿鲁姆率领的势力
MBID_H_セリカ軍	赛莉卡军\n赛莉卡率领的势力
MBID_H_ミラ教団	米拉教团\n信仰米拉的教团
MBID_H_リゲル帝国軍	利盖尔帝国军\n利盖尔帝国的正规部队
MBID_H_ソフィア王国軍	王国军\n索菲亚王国的正规部队
MBID_H_ドーマ教団	多玛教团\n信仰多玛的教团
MBID_H_ギース軍	吉斯军\n盗贼王吉斯的势力
MBID_H_ソフィア解放軍	解放军\n索菲亚解放军的势力
MBID_H_魔物	魔物\n恐怖魔物的势力
MBID_H_海賊	海盗\n海盗的势力
MBID_H_盗賊	盗贼\n盗贼的势力
MBID_H_幽霊	亡灵\n被人束缚的灵魂
MBID_H_屍兵	死者的面具\n彷徨于黑暗的受诅咒存在
MBID_H_幻影兵	幻影兵\n凭借魔力诞生的幻影
MBID_H_竜族	龙的眷属\n太古时代就存在的种族
GameOver.txt
MID_格言_0	知己知彼，\n百战不殆。\n　　　　――某位名将的格言
MID_格言_1	以十攻其一。\n　　　　　　　　――某位名将的格言
MID_格言_2	兵无常势，水无常形。\n　　　　　　　　――某位名将的格言
MID_格言_3	先分化，再征服。\n　　　　――某位军人的格言
MID_格言_4	为将当有怯弱时，\n不可但恃勇也。\n　　　　　　　　――某位统治者的格言
MID_格言_5	我始终致力于\n化危机为转机。\n　　　　――某位统治者的格言
MID_格言_6	夫有其志，必成其事。\n　　　　　　　　　――某位统治者的格言
MID_格言_7	有些事战败后才学得会。\n　　　　　　　　――某位统治者的格言
MID_格言_8	只有抱定必死的决心，\n才能使其生涯光辉绽放。\n　　　　――某位名将的格言
MID_格言_9	集中攻击一地，\n不要白费力气。\n　　　　――某位名将的格言
MID_格言_10	在胆小鬼眼中，\n敌军总是声势浩大。\n　　　　――某位名将的格言
MID_格言_11	不管你想制定多完善的计划或战略，\n战场迷雾都会存在。\n　　　　　　　　――某位军人的格言
MID_格言_12	勇气是无谋和胆小的调和折中。\n　　　　　　　　――某位哲学家的格言
MID_格言_13	不怕身死，\n只怕心死。\n　　　　　　――某位思想家的格言
MID_格言_14	人生就是不断和困难搏斗。\n　　　　　　　　――某位军师的格言
MID_格言_15	没有力量的正义是无力，\n没有正义的力量是暴力。\n　　　　――某位哲学家的格言
MID_格言_16	不论要塞有多坚固，\n人心若不团结也是枉然。\n　　　　　　　　　　――某位军师的格言
MID_格言_17	想要获得一切，\n将会失去一切。\n　　　　　　――某位名将的格言
MID_格言_18	川流不息，精益求精，是为水。\n　　　　　　　　　――某位军师的格言
MID_格言_19	燕雀安知鸿鹄之志。\n　　　　　　　　――某位统治者的格言
MID_格言_20	敌军也知晓上策，故我取下策，\n引其入死地，继而断其援军。\n　　　　　　　　――某位名将的格言
MID_格言_21	手上的武器以精通者为佳，不分贵贱。\n即便使用远程武器，敌人死了就是死了。\n　　　　　　　　――某位统治者的格言
MID_格言_22	疾如风，\n徐如林。\n　　　　――某位名将的格言
MID_格言_23	侵掠如火，\n不动如山。\n　　　　――某位名将的格言
MID_格言_24	难知如阴，\n动如雷震。\n　　　　――某位名将的格言
MID_格言_25	全力以赴得智慧，\n半途而废得抱怨。\n　　　　　　――某位名将的格言
GMap.txt
MID_GMAP_N人	$a$a0人
MID_GMAP_軍団戦力	军团战力
MID_GMAP_部隊数	部队数
MID_GMAP_入る	进入
MID_GMAP_メニュー	菜单
MID_GMAP_移動	移动
MID_GMAP_戦闘警告	有敌方部队，要战斗吗？
MID_GMAP_侵入警告	$a要进入$a0吗？
MID_GMAP_増援通知	$a$a1出现在\n$a0了！
MID_GMAP_COMMENT_ラムの村	位于瓦伦西亚大陆\n南边的边境小村。
MID_GMAP_COMMENT_ラムの林	草木繁盛的森林。\n有一条狭窄且\n幽静的道路\n连接至拉姆村。
MID_GMAP_COMMENT_盗賊の森	林荫蔽天，\n昏暗的森林。\n近几年经常有盗贼出没，\n想穿过森林里的道路，\n将会伴随着危险。
MID_GMAP_COMMENT_盗賊のほこら	天然形成的洞窟，\n经过加工后，\n成为祭祀\n女神米拉的祠堂。\n近几年已沦为\n盗贼的聚集地。
MID_GMAP_COMMENT_ラムの谷	阻隔了南索菲亚平原\n和索菲亚的南端，\n宛如天然堡垒般的\n地方。\n道路狭窄，\n险恶的山路接连不断。
MID_GMAP_COMMENT_南の砦	一处老旧的战斗堡垒。\n是为了加强索菲亚\n南部的防御而建造。\n规模虽小，\n却朴质又兼顾实战性。
MID_GMAP_COMMENT_南の砦内部	一处老旧的战斗堡垒。\n是为了加强索菲亚\n南部的防御而建造。\n规模虽小，\n却朴质又兼顾实战性。
MID_GMAP_COMMENT_ソフィアの南１	占地广大的\n南索菲亚平原南端。\n有连接到索菲亚城堡的\n道路。
MID_GMAP_COMMENT_ソフィアの南２	占地广大的\n南索菲亚平原北部。\n有连接到索菲亚城堡的\n道路。
MID_GMAP_COMMENT_解放軍のアジト	建造在地下，\n占地辽阔的墓穴。\n葬在这里的人\n不只有平民，\n甚至有王公贵族。
MID_GMAP_COMMENT_ソフィアの門	防守索菲亚城堡南边的\n巨大城门。\n城门本身就具有\n堡垒的功能，\n拥有很高的防御力，\n可以抵挡外部的攻击。
MID_GMAP_COMMENT_ソフィア城	可说是索菲亚王国\n中枢的城堡。\n城墙内建有巨大的市镇。\n这是座造得富丽堂皇、\n极其奢侈的城堡。
MID_GMAP_COMMENT_修道院	诺瓦岛的修道院。\n院内栽培了葡萄等\n多种农作物，\n成立了一套\n自给自足的\n体系。
MID_GMAP_COMMENT_ノーヴァの墓地	诺瓦岛居民死后\n埋葬的墓地。\n近几年弥漫着\n诡异的瘴气，\n成为魔物遍布的\n可怕场所。
MID_GMAP_COMMENT_ノーヴァの港	诺瓦岛上的港口城镇。\n小归小，但有不少\n店家和摊贩，\n也算是繁盛。
MID_GMAP_COMMENT_海１	连接诺瓦岛和\n索菲亚本土的航路。\n近几年海盗频繁出没，\n对船只航行已经\n造成了威胁。
MID_GMAP_COMMENT_海２	连接诺瓦岛和\n索菲亚本土的航路。\n近几年海盗频繁出没，\n对船只航行已经\n造成了威胁。
MID_GMAP_COMMENT_海賊の砦	这是古代为了\n防御海盗而\n兴建的堡垒，\n如今却被占领，\n成了海盗的\n根据地。
MID_GMAP_COMMENT_海賊の砦内部	这是古代为了\n防御海盗而\n兴建的堡垒，\n如今却被占领，\n成了海盗的\n根据地。
MID_GMAP_COMMENT_海３	连接诺瓦岛和\n索菲亚本土的航路。\n近几年海盗频繁出没，\n对船只航行已经\n造成了威胁。
MID_GMAP_COMMENT_海のほこら	人们利用位于\n诺瓦海峡的小岛上，\n原本就存在的洞窟，\n改造成祭祀女神的\n祭坛。\n造访者很少。
MID_GMAP_COMMENT_海のほこら内部	人们利用位于\n诺瓦海峡的小岛上，\n原本就存在的洞窟，\n改造成祭祀女神的\n祭坛。\n造访者很少。
MID_GMAP_COMMENT_海４	连接诺瓦岛和\n索菲亚本土的航路。\n近几年海盗频繁出没，\n对船只航行已经\n造成了威胁。
MID_GMAP_COMMENT_海５	连接诺瓦岛和\n索菲亚本土的航路。\n近几年海盗频繁出没，\n对船只航行已经\n造成了威胁。
MID_GMAP_COMMENT_ソフィアの港	索菲亚王国最大的\n贸易港。\n人口众多，十分兴盛。\n偶尔会有\n来自其他大陆的船\n进港。
MID_GMAP_COMMENT_ソフィアの西	从索菲亚城堡\n到索菲亚港的\n狭窄山路的中点处。
MID_GMAP_COMMENT_ソフィアの海岸	索菲亚东部直达\n米拉神殿的商路。\n沿着海岸线的路上，\n建造了简易的\n堡垒。
MID_GMAP_COMMENT_山の墓場	在山中建成的墓地。\n近几年弥漫着\n诡异的瘴气，\n成为魔物遍布的\n可怕场所。
MID_GMAP_COMMENT_山の村	在山谷建成的聚落。\n频繁遭到盗贼袭击，\n因而饱受威胁。
MID_GMAP_COMMENT_ミラへの谷	在通往米拉神殿的路上，\n仿佛要阻塞道路般而\n存在的峡谷。\n对前往神殿的朝圣者\n而言，是一种考验。
