AlbumSave_UI.msbt
AlbumSave_Top_Help	アルバムに保存したい写真を　選んでください
Title084_Info1	ポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}種類\nフォト図鑑に　登録しよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title084_Info2	ポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}種類\nフォト図鑑に　登録した
Title085_Info1	ポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}種類\nフォト図鑑に　登録しよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title085_Info2	ポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}種類\nフォト図鑑に　登録した
Title086_Info1	ポケモンを　すべて\nフォト図鑑に　登録しよう
Title086_Info2	ポケモンを　すべて\nフォト図鑑に　登録した
Title087_Info1	★1～4の写真を　埋めて　フォト図鑑情報を\nポケモン{color[0000]}{[0301|00cd]}{color[ffff]}種類　完成させよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title087_Info2	★1～4の写真を　埋めて　フォト図鑑情報を\nポケモン{color[0000]}{[0301|00cd]}{color[ffff]}種類　完成させた
Title088_Info1	★1～4の写真を　埋めて　フォト図鑑情報を\nポケモン{color[0000]}{[0301|00cd]}{color[ffff]}種類　完成させよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title088_Info2	★1～4の写真を　埋めて　フォト図鑑情報を\nポケモン{color[0000]}{[0301|00cd]}{color[ffff]}種類　完成させた
Title089_Info1	★1～4の写真を　埋めて　フォト図鑑情報を\nポケモン{color[0000]}{[0301|00cd]}{color[ffff]}種類　完成させよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title089_Info2	★1～4の写真を　埋めて　フォト図鑑情報を\nポケモン{color[0000]}{[0301|00cd]}{color[ffff]}種類　完成させた
Title090_Info1	★1～4の写真を　埋めて　フォト図鑑情報を\nポケモン{color[0000]}{[0301|00cd]}{color[ffff]}種類　完成させよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title090_Info2	★1～4の写真を　埋めて　フォト図鑑情報を\nポケモン{color[0000]}{[0301|00cd]}{color[ffff]}種類　完成させた
Title091_Info1	★1～4の写真を　埋めて　フォト図鑑情報を\nすべてのポケモン　完成させよう
Title091_Info2	★1～4の写真を　埋めて　フォト図鑑情報を\nすべてのポケモン　完成させた
Title092_Info1	ルートの　調査マップを　{color[0000]}{[0301|00cd]}{color[ffff]}個\n完成させよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title092_Info2	ルートの　調査マップを　{color[0000]}{[0301|00cd]}{color[ffff]}個\n完成させた
Title093_Info1	ルートの　調査マップを　{color[0000]}{[0301|00cd]}{color[ffff]}個\n完成させよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title093_Info2	ルートの　調査マップを　{color[0000]}{[0301|00cd]}{color[ffff]}個\n完成させた
Title094_Info1	ルートの　調査マップを　{color[0000]}{[0301|00cd]}{color[ffff]}個\n完成させよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title094_Info2	ルートの　調査マップを　{color[0000]}{[0301|00cd]}{color[ffff]}個\n完成させた
Title095_Info1	すべてのルートの　調査マップを\n完成させよう
Title095_Info2	すべてのルートの　調査マップを\n完成させた
Title096_Info1	{color[0000]}クリスタフラワー{color[ffff]}を　すべて\nフォト図鑑に　登録しよう
Title096_Info2	{color[0000]}クリスタフラワー{color[ffff]}を　すべて\nフォト図鑑に　登録した
Title097_Info1	{color[0000]}古代遺跡{color[ffff]}を　すべて\nフォト図鑑に　登録しよう
Title097_Info2	{color[0000]}古代遺跡{color[ffff]}を　すべて\nフォト図鑑に　登録した
Title099_Info1	総合図鑑スコア　{color[0000]}{[0301|00cd]}{color[ffff]}点以上を\n達成しよう
Title099_Info2	総合図鑑スコア　{color[0000]}{[0301|00cd]}{color[ffff]}点以上を\n達成した
Title100_Info1	総合図鑑スコア　{color[0000]}{[0301|00cd]}{color[ffff]}点以上を\n達成しよう
Title100_Info2	総合図鑑スコア　{color[0000]}{[0301|00cd]}{color[ffff]}点以上を\n達成した
Title101_Info1	総合図鑑スコア　{color[0000]}{[0301|00cd]}{color[ffff]}点以上を\n達成しよう
Title101_Info2	総合図鑑スコア　{color[0000]}{[0301|00cd]}{color[ffff]}点以上を\n達成した
Title102_Info1	総合図鑑スコア　{color[0000]}{[0301|00cd]}{color[ffff]}点以上を\n達成しよう
Title102_Info2	総合図鑑スコア　{color[0000]}{[0301|00cd]}{color[ffff]}点以上を\n達成した
Title103_Info1	総合図鑑スコア　{color[0000]}{[0301|00cd]}{color[ffff]}点以上を\n達成しよう
Title103_Info2	総合図鑑スコア　{color[0000]}{[0301|00cd]}{color[ffff]}点以上を\n達成した
Title104_Info1	写真評価で　{color[0000]}{[0301|00cd]}{color[ffff]}点以上のスコアを\n獲得しよう
Title104_Info2	写真評価で　{color[0000]}{[0301|00cd]}{color[ffff]}点以上のスコアを\n獲得した
Title105_Info1	写真評価で　{color[0000]}{[0303|00cd]}{color[ffff]}点以上のスコアを\nトータルで{color[0000]}{[0301|00cd]}{color[ffff]}回　獲得しよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title105_Info2	写真評価で　{color[0000]}{[0303|00cd]}{color[ffff]}点以上のスコアを\nトータルで{color[0000]}{[0301|00cd]}{color[ffff]}回　獲得した
Title106_Info1	写真評価で　「{color[0000]}ポーズ{color[ffff]}」のスコアを\n{color[0000]}{[0301|00cd]}{color[ffff]}点以上　獲得しよう
Title106_Info2	写真評価で　「{color[0000]}ポーズ{color[ffff]}」のスコアを\n{color[0000]}{[0301|00cd]}{color[ffff]}点以上　獲得した
Title107_Info1	写真評価で　「{color[0000]}ポーズ{color[ffff]}」{color[0000]}{[0303|00cd]}{color[ffff]}点以上を\nトータルで{color[0000]}{[0301|00cd]}{color[ffff]}回　獲得しよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title107_Info2	写真評価で　「{color[0000]}ポーズ{color[ffff]}」{color[0000]}{[0303|00cd]}{color[ffff]}点以上を\nトータルで{color[0000]}{[0301|00cd]}{color[ffff]}回　獲得した
Title108_Info1	写真評価で　「{color[0000]}大きさ{color[ffff]}」のスコアを\n{color[0000]}{[0301|00cd]}{color[ffff]}点以上　獲得しよう
Title108_Info2	写真評価で　「{color[0000]}大きさ{color[ffff]}」のスコアを\n{color[0000]}{[0301|00cd]}{color[ffff]}点以上　獲得した
Title109_Info1	写真評価で　「{color[0000]}大きさ{color[ffff]}」{color[0000]}{[0303|00cd]}{color[ffff]}点以上を\nトータルで{color[0000]}{[0301|00cd]}{color[ffff]}回　獲得しよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title109_Info2	写真評価で　「{color[0000]}大きさ{color[ffff]}」{color[0000]}{[0303|00cd]}{color[ffff]}点以上を\nトータルで{color[0000]}{[0301|00cd]}{color[ffff]}回　獲得した
Title110_Info1	写真評価で　「{color[0000]}向き{color[ffff]}」のスコアを\n{color[0000]}{[0301|00cd]}{color[ffff]}点以上　獲得しよう
Title110_Info2	写真評価で　「{color[0000]}向き{color[ffff]}」のスコアを\n{color[0000]}{[0301|00cd]}{color[ffff]}点以上　獲得した
Title111_Info1	写真評価で　「{color[0000]}向き{color[ffff]}」{color[0000]}{[0303|00cd]}{color[ffff]}点以上を\nトータルで{color[0000]}{[0301|00cd]}{color[ffff]}回　獲得しよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title111_Info2	写真評価で　「{color[0000]}向き{color[ffff]}」{color[0000]}{[0303|00cd]}{color[ffff]}点以上を\nトータルで{color[0000]}{[0301|00cd]}{color[ffff]}回　獲得した
Title112_Info1	写真評価で　「{color[0000]}位置{color[ffff]}」のスコアを\n{color[0000]}{[0301|00cd]}{color[ffff]}点以上　獲得しよう
Title112_Info2	写真評価で　「{color[0000]}位置{color[ffff]}」のスコアを\n{color[0000]}{[0301|00cd]}{color[ffff]}点以上　獲得した
Title113_Info1	写真評価で　「{color[0000]}位置{color[ffff]}」{color[0000]}{[0303|00cd]}{color[ffff]}点以上を\nトータルで{color[0000]}{[0301|00cd]}{color[ffff]}回　獲得しよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title113_Info2	写真評価で　「{color[0000]}位置{color[ffff]}」{color[0000]}{[0303|00cd]}{color[ffff]}点以上を\nトータルで{color[0000]}{[0301|00cd]}{color[ffff]}回　獲得した
Title114_Info1	写真評価で　「{color[0000]}ほかのポケモン{color[ffff]}」のスコアを\n{color[0000]}{[0301|00cd]}{color[ffff]}点以上　獲得しよう
Title114_Info2	写真評価で　「{color[0000]}ほかのポケモン{color[ffff]}」のスコアを\n{color[0000]}{[0301|00cd]}{color[ffff]}点以上　獲得した
Title115_Info1	写真評価で　「{color[0000]}ほかのポケモン{color[ffff]}」{color[0000]}{[0303|00cd]}{color[ffff]}点以上を\nトータルで{color[0000]}{[0301|00cd]}{color[ffff]}回　獲得しよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title115_Info2	写真評価で　「{color[0000]}ほかのポケモン{color[ffff]}」{color[0000]}{[0303|00cd]}{color[ffff]}点以上を\nトータルで{color[0000]}{[0301|00cd]}{color[ffff]}回　獲得した
Title116_Info1	総合ルートスコア　{color[0000]}{[0301|00cd]}{color[ffff]}点以上を\n達成しよう
Title116_Info2	総合ルートスコア　{color[0000]}{[0301|00cd]}{color[ffff]}点以上を\n達成した
Title117_Info1	総合ルートスコア　{color[0000]}{[0301|00cd]}{color[ffff]}点以上を\n達成しよう
Title117_Info2	総合ルートスコア　{color[0000]}{[0301|00cd]}{color[ffff]}点以上を\n達成した
Title118_Info1	総合ルートスコア　{color[0000]}{[0301|00cd]}{color[ffff]}点以上を\n達成しよう
Title118_Info2	総合ルートスコア　{color[0000]}{[0301|00cd]}{color[ffff]}点以上を\n達成した
Title119_Info1	総合ルートスコア　{color[0000]}{[0301|00cd]}{color[ffff]}点以上を\n達成しよう
Title119_Info2	総合ルートスコア　{color[0000]}{[0301|00cd]}{color[ffff]}点以上を\n達成した
Title120_Info1	総合ルートスコア　{color[0000]}{[0301|00cd]}{color[ffff]}点以上を\n達成しよう
Title120_Info2	総合ルートスコア　{color[0000]}{[0301|00cd]}{color[ffff]}点以上を\n達成した
Title121_Info1	{color[0000]}サーチ{color[ffff]}を使って　トータルで{color[0000]}{[0301|00cd]}{color[ffff]}箇所\n分析しよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title121_Info2	{color[0000]}サーチ{color[ffff]}を使って　トータルで{color[0000]}{[0301|00cd]}{color[ffff]}箇所\n分析した
Title122_Info1	{color[0000]}サーチ{color[ffff]}を使って　トータルで{color[0000]}{[0301|00cd]}{color[ffff]}箇所\n分析しよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title122_Info2	{color[0000]}サーチ{color[ffff]}を使って　トータルで{color[0000]}{[0301|00cd]}{color[ffff]}箇所\n分析した
Title123_Info1	{color[0000]}サーチ{color[ffff]}を使って　すべての調査箇所を\n分析しよう
Title123_Info2	{color[0000]}サーチ{color[ffff]}を使って　すべての調査箇所を\n分析した
Title124_Info1	{color[0000]}ふわりんご{color[ffff]}を　トータルで{color[0000]}{[0301|00cd]}{color[ffff]}回\nポケモンに　食べさせよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title124_Info2	{color[0000]}ふわりんご{color[ffff]}を　トータルで{color[0000]}{[0301|00cd]}{color[ffff]}回\nポケモンに　食べさせた
Title125_Info1	{color[0000]}ふわりんご{color[ffff]}を　トータルで{color[0000]}{[0301|00cd]}{color[ffff]}回\nポケモンに　食べさせよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title125_Info2	{color[0000]}ふわりんご{color[ffff]}を　トータルで{color[0000]}{[0301|00cd]}{color[ffff]}回\nポケモンに　食べさせた
Title126_Info1	{color[0000]}ふわりんご{color[ffff]}を　トータルで{color[0000]}{[0301|00cd]}{color[ffff]}回\nポケモンに　食べさせよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title126_Info2	{color[0000]}ふわりんご{color[ffff]}を　トータルで{color[0000]}{[0301|00cd]}{color[ffff]}回\nポケモンに　食べさせた
Title129_Info1	{color[0000]}ふわりんご{color[ffff]}を使って　トータルで{color[0000]}{[0301|00cd]}{color[ffff]}km\nポケモンを　誘導しよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title129_Info2	{color[0000]}ふわりんご{color[ffff]}を使って　トータルで{color[0000]}{[0301|00cd]}{color[ffff]}km\nポケモンを　誘導した
Title136_Info1	{color[0000]}イルミナオーブ{color[ffff]}を使って　トータルで{color[0000]}{[0301|00cd]}{color[ffff]}回\nクリスタフラワーを　発光させよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title136_Info2	{color[0000]}イルミナオーブ{color[ffff]}を使って　トータルで{color[0000]}{[0301|00cd]}{color[ffff]}回\nクリスタフラワーを　発光させた
Title137_Info1	オンラインで　トータル{color[0000]}{[0301|00cd]}{color[ffff]}枚\n写真を　投稿しよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title137_Info2	オンラインで　トータル{color[0000]}{[0301|00cd]}{color[ffff]}枚\n写真を　投稿した
Title138_Info1	オンラインで　トータル{color[0000]}{[0301|00cd]}{color[ffff]}枚\n写真を　投稿しよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title138_Info2	オンラインで　トータル{color[0000]}{[0301|00cd]}{color[ffff]}枚\n写真を　投稿した
Title139_Info1	オンラインで　トータル{color[0000]}{[0301|00cd]}{color[ffff]}枚\n写真を　投稿しよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title139_Info2	オンラインで　トータル{color[0000]}{[0301|00cd]}{color[ffff]}枚\n写真を　投稿した
Title140_Info1	オンラインで　トータル{color[0000]}{[0301|00cd]}{color[ffff]}枚\nりんごメダルを　贈ろう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title140_Info2	オンラインで　トータル{color[0000]}{[0301|00cd]}{color[ffff]}枚\nりんごメダルを　贈った
Title141_Info1	オンラインで　トータル{color[0000]}{[0301|00cd]}{color[ffff]}枚\nりんごメダルを　もらおう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title141_Info2	オンラインで　トータル{color[0000]}{[0301|00cd]}{color[ffff]}枚\nりんごメダルを　もらった
Title142_Info1	オンラインで　トータル{color[0000]}{[0301|00cd]}{color[ffff]}枚\nりんごメダルを　もらおう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title142_Info2	オンラインで　トータル{color[0000]}{[0301|00cd]}{color[ffff]}枚\nりんごメダルを　もらった
Title143_Info1	オンラインで　トータル{color[0000]}{[0301|00cd]}{color[ffff]}枚\nりんごメダルを　もらおう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title143_Info2	オンラインで　トータル{color[0000]}{[0301|00cd]}{color[ffff]}枚\nりんごメダルを　もらった
Title144_Info1	オンラインで　トータル{color[0000]}{[0301|00cd]}{color[ffff]}枚\nりんごメダルを　もらおう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title144_Info2	オンラインで　トータル{color[0000]}{[0301|00cd]}{color[ffff]}枚\nりんごメダルを　もらった
Title145_Info1	オンラインで　トータル{color[0000]}{[0301|00cd]}{color[ffff]}枚\nりんごメダルを　もらおう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title145_Info2	オンラインで　トータル{color[0000]}{[0301|00cd]}{color[ffff]}枚\nりんごメダルを　もらった
Title146_Info2	{color[0000]}レンティル海床{color[ffff]}で　{color[0000]}ルギアの住処に　続くルート{color[ffff]}を\n発見した
Title147_Info2	イルミナポケモンの　{color[0000]}ハガネール{color[ffff]}を\nフォト図鑑に　登録した
Title148_Info2	イルミナポケモンの　{color[0000]}メガニウム{color[ffff]}を\nフォト図鑑に　登録した
Title149_Info2	イルミナポケモンの　{color[0000]}ミロカロス{color[ffff]}を\nフォト図鑑に　登録した
