AlbumSave_UI.msbt
AlbumSave_Top_Help	アルバムにほぞんしたいしゃしんを　えらんでください
Title057_Info1	{color[0000]}★2{color[ffff]}のしゃしんを　トータルで{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくしよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title057_Info2	{color[0000]}★2{color[ffff]}のしゃしんを　トータルで{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくした
Title058_Info1	{color[0000]}★3{color[ffff]}のしゃしんを　トータルで{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくしよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title058_Info2	{color[0000]}★3{color[ffff]}のしゃしんを　トータルで{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくした
Title059_Info1	{color[0000]}★4{color[ffff]}のしゃしんを　トータルで{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくしよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title059_Info2	{color[0000]}★4{color[ffff]}のしゃしんを　トータルで{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくした
Title062_Info1	ひょうかが　{color[0000]}きん{color[ffff]}のしゃしんを　トータルで{color[0000]}{[0301|00cd]}{color[ffff]}まい\nさつえいしよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title062_Info2	ひょうかが　{color[0000]}きん{color[ffff]}のしゃしんを　トータルで{color[0000]}{[0301|00cd]}{color[ffff]}まい\nさつえいした
Title063_Info1	ひょうかが　{color[0000]}ダイヤモンド{color[ffff]}のしゃしんを　トータルで{color[0000]}{[0301|00cd]}{color[ffff]}まい\nさつえいしよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title063_Info2	ひょうかが　{color[0000]}ダイヤモンド{color[ffff]}のしゃしんを　トータルで{color[0000]}{[0301|00cd]}{color[ffff]}まい\nさつえいした
Title064_Info1	{color[0000]}むしタイプ{color[ffff]}のポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくしよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title064_Info2	{color[0000]}むしタイプ{color[ffff]}のポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくした
Title065_Info1	{color[0000]}でんきタイプ{color[ffff]}のポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくしよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title065_Info2	{color[0000]}でんきタイプ{color[ffff]}のポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくした
Title066_Info1	{color[0000]}みずタイプ{color[ffff]}のポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくしよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title066_Info2	{color[0000]}みずタイプ{color[ffff]}のポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくした
Title067_Info1	{color[0000]}あくタイプ{color[ffff]}のポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくしよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title067_Info2	{color[0000]}あくタイプ{color[ffff]}のポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくした
Title068_Info1	{color[0000]}フェアリータイプ{color[ffff]}のポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくしよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title068_Info2	{color[0000]}フェアリータイプ{color[ffff]}のポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくした
Title069_Info1	{color[0000]}くさタイプ{color[ffff]}のポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくしよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title069_Info2	{color[0000]}くさタイプ{color[ffff]}のポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくした
Title070_Info1	{color[0000]}ほのおタイプ{color[ffff]}のポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくしよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title070_Info2	{color[0000]}ほのおタイプ{color[ffff]}のポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくした
Title071_Info1	{color[0000]}エスパータイプ{color[ffff]}のポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくしよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title071_Info2	{color[0000]}エスパータイプ{color[ffff]}のポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくした
Title072_Info1	{color[0000]}ゴーストタイプ{color[ffff]}のポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくしよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title072_Info2	{color[0000]}ゴーストタイプ{color[ffff]}のポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくした
Title073_Info1	{color[0000]}どくタイプ{color[ffff]}のポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくしよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title073_Info2	{color[0000]}どくタイプ{color[ffff]}のポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくした
Title074_Info1	{color[0000]}かくとうタイプ{color[ffff]}のポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくしよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title074_Info2	{color[0000]}かくとうタイプ{color[ffff]}のポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくした
Title075_Info1	{color[0000]}じめんタイプ{color[ffff]}のポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくしよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title075_Info2	{color[0000]}じめんタイプ{color[ffff]}のポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくした
Title076_Info1	{color[0000]}いわタイプ{color[ffff]}のポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくしよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title076_Info2	{color[0000]}いわタイプ{color[ffff]}のポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくした
Title077_Info1	{color[0000]}ドラゴンタイプ{color[ffff]}のポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくしよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title077_Info2	{color[0000]}ドラゴンタイプ{color[ffff]}のポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくした
Title078_Info1	{color[0000]}こおりタイプ{color[ffff]}のポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくしよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title078_Info2	{color[0000]}こおりタイプ{color[ffff]}のポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくした
Title079_Info1	{color[0000]}はがねタイプ{color[ffff]}のポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくしよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title079_Info2	{color[0000]}はがねタイプ{color[ffff]}のポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくした
Title080_Info1	{color[0000]}ノーマルタイプ{color[ffff]}のポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくしよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title080_Info2	{color[0000]}ノーマルタイプ{color[ffff]}のポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくした
Title081_Info1	{color[0000]}ひこうタイプ{color[ffff]}のポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくしよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title081_Info2	{color[0000]}ひこうタイプ{color[ffff]}のポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくした
Title082_Info1	ポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくしよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title082_Info2	ポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくした
Title083_Info1	ポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくしよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title083_Info2	ポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくした
Title084_Info1	ポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくしよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title084_Info2	ポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくした
Title085_Info1	ポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくしよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title085_Info2	ポケモンを　{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい\nフォトずかんに　とうろくした
Title086_Info1	ポケモンを　すべて\nフォトずかんに　とうろくしよう
Title086_Info2	ポケモンを　すべて\nフォトずかんに　とうろくした
Title087_Info1	★1～4のしゃしんを　うめて　フォトずかんじょうほうを\nポケモン{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい　かんせいさせよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title087_Info2	★1～4のしゃしんを　うめて　フォトずかんじょうほうを\nポケモン{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい　かんせいさせた
Title088_Info1	★1～4のしゃしんを　うめて　フォトずかんじょうほうを\nポケモン{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい　かんせいさせよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title088_Info2	★1～4のしゃしんを　うめて　フォトずかんじょうほうを\nポケモン{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい　かんせいさせた
Title089_Info1	★1～4のしゃしんを　うめて　フォトずかんじょうほうを\nポケモン{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい　かんせいさせよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title089_Info2	★1～4のしゃしんを　うめて　フォトずかんじょうほうを\nポケモン{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい　かんせいさせた
Title090_Info1	★1～4のしゃしんを　うめて　フォトずかんじょうほうを\nポケモン{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい　かんせいさせよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title090_Info2	★1～4のしゃしんを　うめて　フォトずかんじょうほうを\nポケモン{color[0000]}{[0301|00cd]}{color[ffff]}しゅるい　かんせいさせた
Title091_Info1	★1～4のしゃしんを　うめて　フォトずかんじょうほうを\nすべてのポケモン　かんせいさせよう
Title091_Info2	★1～4のしゃしんを　うめて　フォトずかんじょうほうを\nすべてのポケモン　かんせいさせた
Title092_Info1	ルートの　ちょうさマップを　{color[0000]}{[0301|00cd]}{color[ffff]}こ\nかんせいさせよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title092_Info2	ルートの　ちょうさマップを　{color[0000]}{[0301|00cd]}{color[ffff]}こ\nかんせいさせた
Title093_Info1	ルートの　ちょうさマップを　{color[0000]}{[0301|00cd]}{color[ffff]}こ\nかんせいさせよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title093_Info2	ルートの　ちょうさマップを　{color[0000]}{[0301|00cd]}{color[ffff]}こ\nかんせいさせた
Title094_Info1	ルートの　ちょうさマップを　{color[0000]}{[0301|00cd]}{color[ffff]}こ\nかんせいさせよう（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title094_Info2	ルートの　ちょうさマップを　{color[0000]}{[0301|00cd]}{color[ffff]}こ\nかんせいさせた
Title095_Info1	すべてのルートの　ちょうさマップを\nかんせいさせよう
Title095_Info2	すべてのルートの　ちょうさマップを\nかんせいさせた
Title096_Info1	{color[0000]}クリスタフラワー{color[ffff]}を　すべて\nフォトずかんに　とうろくしよう
Title096_Info2	{color[0000]}クリスタフラワー{color[ffff]}を　すべて\nフォトずかんに　とうろくした
Title097_Info1	{color[0000]}こだいいせき{color[ffff]}を　すべて\nフォトずかんに　とうろくしよう
Title097_Info2	{color[0000]}こだいいせき{color[ffff]}を　すべて\nフォトずかんに　とうろくした
Title099_Info1	そうごうずかんスコア　{color[0000]}{[0301|00cd]}{color[ffff]}てんいじょうを\nたっせいしよう
Title099_Info2	そうごうずかんスコア　{color[0000]}{[0301|00cd]}{color[ffff]}てんいじょうを\nたっせいした
Title100_Info1	そうごうずかんスコア　{color[0000]}{[0301|00cd]}{color[ffff]}てんいじょうを\nたっせいしよう
Title100_Info2	そうごうずかんスコア　{color[0000]}{[0301|00cd]}{color[ffff]}てんいじょうを\nたっせいした
Title101_Info1	そうごうずかんスコア　{color[0000]}{[0301|00cd]}{color[ffff]}てんいじょうを\nたっせいしよう
Title101_Info2	そうごうずかんスコア　{color[0000]}{[0301|00cd]}{color[ffff]}てんいじょうを\nたっせいした
Title102_Info1	そうごうずかんスコア　{color[0000]}{[0301|00cd]}{color[ffff]}てんいじょうを\nたっせいしよう
Title102_Info2	そうごうずかんスコア　{color[0000]}{[0301|00cd]}{color[ffff]}てんいじょうを\nたっせいした
